target_gene	real_shift_mean_abs
UBA1	0.0562408223244753
TCP1	0.0561842708920277
RPL39	0.0560565190583577
PPIL1	0.0560115667978359
FARSB	0.0559851602013002
EIF2B4	0.05594711017379
LUC7L3	0.0558987586263902
GINS1	0.0558518585473722
IARS	0.0558509100560538
ALDOA	0.0557848366534843
BCR	0.0556102838732182
RPL7	0.0555339267976928
SMU1	0.0553097761678782
RPL34	0.0551893019217699
RBMX2	0.0551510772307736
TONSL	0.0551081160979447
PSMC1	0.0550927678432481
DLD	0.0548810400327826
ZCCHC9	0.054799145597383
C14orf178	0.0547666821916246
SRSF1	0.0547459777536884
HSD17B10	0.0547348073485879
MED11	0.0546638110215004
SNAPC1	0.0546006712493324
NUTF2	0.0545866107479292
PWP2	0.0545783859307196
CDT1	0.0545493506381286
UBR4	0.0545003353061336
DDX6	0.0543815444108826
KANSL2	0.0543786668342208
DDX3X	0.0543415492893561
PSMA6	0.0543342359349499
MAT2A	0.0542168677041801
PLK4	0.0540499967755898
NACA	0.0540096607222685
KRI1	0.054004003690687
RCL1	0.0539582333542179
HEATR1	0.0539087106069442
RPL24	0.0538000726814514
RBM8A	0.053764514282896
RAE1	0.0537436931305734
PRPF40A	0.0537067988723858
GBF1	0.0537041529243613
SMARCE1	0.0536953856297875
SEH1L	0.0536499159163523
TAF8	0.0536161187415087
EIF2B5	0.0536070116695967
RPS10-NUDT3	0.05354918000312
GNL3	0.0535490767524673
NSRP1	0.0534956020896116
THOC1	0.0534690210383996
BUD13	0.0534640490830538
BUD31	0.0533078418275003
RPL18	0.053278480952519
TANGO6	0.0532449722519196
RPS12	0.0532229337257701
GTF2F2	0.0532189914253316
EXOSC8	0.0531953875896938
NARS	0.053192876881532
CCNA2	0.0531880732786992
MRPL34	0.0531394826989647
SNRNP27	0.0529999937983606
RPS9	0.0529027674787055
ISY1	0.0528909838143763
UBL5	0.0528873282352634
HAUS6	0.0527946198250929
POLR2B	0.052720671195556
RPS15A	0.0527172135717753
FARSA	0.0526918558696616
PFDN2	0.0526321677075824
SCD	0.0526303202483515
CFL1	0.0526033587843566
RNF20	0.0525493743544363
NUP43	0.0525128618208342
CSTF3	0.0524917024670225
PRPF19	0.0524285185333505
HCFC1	0.0524246202339018
WDR75	0.05236701519762
IMP3	0.0522824572449857
CAP1	0.052278834135956
COPS2	0.0521964139359139
EIF3G	0.0521927998994689
MRPL49	0.0521653109207934
FCF1	0.0520807613480963
F8A1	0.0520758268503445
PRIM2	0.0520340965607655
CNOT3	0.0519731795521411
RRM1	0.0519640731559359
PSMA7	0.0519120718533938
NOP58	0.051883430715478
NFYB	0.0518776946507262
NMT1	0.0518664743025887
RBX1	0.0518437012427674
EIF3A	0.0518367045267208
ZWINT	0.0517250819568812
LSM4	0.0516831269837121
NKAP	0.0516810664001817
TBCD	0.0516045495417947
DHDDS	0.0515979156078103
RPL4	0.0515673737300203
RPL5	0.0515174210666532
PSMD6	0.0514605548494084
RPL9	0.0514562865258662
RPL8	0.0513735901623758
PRPF18	0.0513335911393824
ARID3A	0.0513294864870648
MED31	0.0513105781653629
MTOR	0.0512814308741245
SEC13	0.0511762060354476
UTP20	0.0510988043074575
TPR	0.0510439018843578
SEM1	0.0510292627727323
CCT5	0.0510272149559764
HNRNPC	0.0510196934429995
EIF3CL	0.051010376021078
LSM3	0.0508765461097165
PSMD7	0.0508154449605946
PSMD13	0.0508111576507065
RRP12	0.050781853027917
WDR43	0.0507468720423832
RPL30	0.0507436205348382
SNRNP200	0.0507420970580923
SAP30BP	0.0507348095220818
IPO13	0.0506939901948748
PNO1	0.050658415109936
CCT7	0.0506045434258148
LTV1	0.0505947667867293
NPM1	0.0504859582448027
RPP14	0.0504626633884948
TNNT2	0.0504307674603097
ATP1A1	0.050390583450806
GINS4	0.050352572659771
SKP1	0.0503192922095336
SNIP1	0.0501322675873278
WEE1	0.0500738257736387
PGPEP1	0.0500475906428932
RPS27	0.0500213329646554
HGS	0.0499865636348644
TTK	0.0499100115859397
PES1	0.0498725395686197
RRP15	0.0498562204656259
RPS3A	0.049808273382457
RPP40	0.0497548308835189
TRRAP	0.0496751838589445
MMS22L	0.0496340098758519
BYSL	0.0496205223502084
MED8	0.0495715768564574
RPS10	0.0495182381046924
PSMD11	0.0495082795452425
RBM19	0.0494760846439082
KARS	0.0494490981320919
TELO2	0.0493424967973266
ABCE1	0.0492673571811268
PSMG4	0.0491603995002041
SART1	0.0491479406995319
SMG5	0.0491051223837854
EEF1A1	0.0490594897562214
ATP6V0C	0.0489927055749076
NOL9	0.0489924135895437
SLBP	0.0489617128302133
NRDE2	0.0489186711633195
POP5	0.0488526346222612
RIOK2	0.0488001831502261
DDX27	0.0487695040447564
METTL16	0.0487573727791516
SAP18	0.0487403647328714
ZNF236	0.0486922138366345
COPB1	0.0486798167098894
CHD4	0.0486192577432671
RRS1	0.0486010673023618
CASP8AP2	0.0486008308927767
MED10	0.0485858803385748
DIMT1	0.0485306231440503
CLNS1A	0.0485191335361902
NRBP1	0.0485174639486715
TBL3	0.0484961738453064
RBM28	0.0483407128354445
RPL35A	0.0483403724359445
DDX56	0.0482946014344054
PDAP1	0.0482373934347481
U2SURP	0.0482311847869912
SSRP1	0.0481911464922865
PGK1	0.048171897721874
TTI2	0.0481378758123618
PFDN4	0.0480634141166687
EIF3I	0.0480617108212231
RPL21	0.0480405254525452
SAMM50	0.0480110199636725
URB1	0.0479936756366672
DUT	0.0479843806880723
RPL37A	0.047941945919936
TUBGCP3	0.0479350437185751
KCTD10	0.0479217593908594
TMX2	0.0478950512973063
TBC1D3	0.0478549328651755
EEF1B2	0.0478276085668192
ECD	0.0478028156257308
SPTLC1	0.047739857717819
DBR1	0.0476924506858798
RPLP0	0.047675239715423
ANAPC10	0.0476633490728805
TFIP11	0.0476457579916805
RPA2	0.0475374367288378
ERH	0.0475180843022537
DDX23	0.0474741533317595
NOL11	0.0474042917782126
ROMO1	0.0473919564344326
HIST2H2BE	0.0472354544623945
LARS	0.0471922912639328
ISG20L2	0.0471674864542046
RBBP6	0.0471628138127627
SNRPG	0.0471156567721063
POLR1A	0.0470466915396184
PFDN1	0.0470256195787305
OGFOD1	0.0469957380885081
PSMA3	0.0469803096386916
PELP1	0.0469357276630673
RPS14	0.0469314346459999
CENPI	0.0469171799892747
LSM7	0.0468781007217458
WDR33	0.0468209435028165
RAB18	0.046816300338658
USP39	0.0468030659355363
NFKBIE	0.0467764076957346
RBM48	0.0467623495618694
RPL13	0.0467535660773094
KRR1	0.0467249116396709
EIF1AD	0.0467044711883692
RCOR1	0.0466911229938996
PSMC2	0.046641085998605
CENPK	0.0465765005879778
HAMP	0.046565064311365
NRF1	0.0465643989016189
AURKB	0.0465314234577259
TPI1	0.0465284284746397
ZNRD1	0.0464778436909915
RARS	0.0464246710270012
RPL10	0.046371584988944
DDX49	0.0463169905952678
SF1	0.0462978227109354
SRFBP1	0.0462672541740917
GLE1	0.0462501337971738
CCT2	0.0461902229880281
CHERP	0.0461795136909024
CCDC174	0.046148896808503
BCAS2	0.0461358991120406
TPRKB	0.0460854317620861
NCBP2	0.0460742838388391
OR1E2	0.0460555078605509
CLP1	0.046041443205258
MARS	0.0460305832835594
CWF19L2	0.0459716929110609
RPTOR	0.0459488027477356
POLD3	0.0459348853871646
CDC26	0.0459283729809961
C12orf60	0.0459161603053221
EIF4E	0.0458396148358243
ZRANB2	0.0458352968762817
EPRS	0.0458261637716296
GPKOW	0.0458051221195979
TAF6	0.0457551639671726
RPS28	0.0457482640110501
RPP30	0.0457160980875625
PRIM1	0.0456770510087897
NOB1	0.0456606531100004
TUBGCP4	0.0456347672389342
RPL18A	0.0456320808871617
VPS72	0.0455811994997899
WDR36	0.0454066537031915
RPL11	0.0454031136106972
NDUFA2	0.0453923336950339
SRSF7	0.0452396393257064
RBM39	0.0452375281985334
EBNA1BP2	0.0451987564666909
RPS25	0.0451505982037117
AATF	0.0451498241723166
CMTR1	0.0451368262124693
WDR46	0.0451277885482513
TTI1	0.045125263325359
RPS21	0.0450786091377376
ILF2	0.0450771406511226
TARS	0.0450253991438858
NELFA	0.0450251616135025
PSMA4	0.0450177863158717
SF3B3	0.0449077609806025
POLE	0.0448461577146159
SUPT4H1	0.0448340157884078
SF3B2	0.0448234687294136
TTC27	0.0448212067091099
WDR77	0.0448177643070845
CCNH	0.0448095933800086
POP1	0.0447908044339792
GAB2	0.0447669426721737
GTF2E2	0.0447639925795648
HNRNPL	0.0447374203504171
RANGAP1	0.0447168870744149
SON	0.0447097420409071
WDTC1	0.0447009003926973
TOP2A	0.0446660956423568
NIFK	0.0446447821359122
MVD	0.0445673859900763
EIF4A1	0.0445299728088061
HLA-C	0.0444944840302736
POGZ	0.0444818662831853
HYOU1	0.0444574961719222
RPF2	0.0444033865123668
PRPF6	0.0442941625779182
SYF2	0.0442607445799034
ISCU	0.0442467075452233
PABPN1	0.044230727527005
RPS20	0.0442284624186181
MNAT1	0.0441731397780614
CNOT2	0.0441428489135069
WDR61	0.0441060830463283
GRPEL1	0.0441058519427979
GTF2F1	0.044075727540469
CTNNBL1	0.0440747791549677
DDX10	0.044064463499333
EFTUD2	0.0440623816911481
CXXC1	0.0440005486420747
SSU72	0.0439923839757681
SMG1	0.0439697169538539
RPSA	0.043932890283089
NOP16	0.0439271336993389
MRPS16	0.0438879282414474
RIOK1	0.0438420591217157
TADA2A	0.0438371922007271
RBM42	0.0437990334293043
PREB	0.0437942680281372
LAMTOR3	0.0437087797398327
PAXBP1	0.0436825808865692
CCDC84	0.0436734117713769
MRPL15	0.0436665814904088
POLR2L	0.0436570413847183
COG3	0.0436390340860259
XRCC5	0.0436310273639158
GINS2	0.04361833214275
PSMD12	0.0435858212747907
ARIH1	0.0435510038795992
RPL10A	0.0435353708838079
INTS3	0.0435134110241977
PRORP	0.0435088314237238
ABCB10	0.0434876292049681
PEX1	0.0434629898858986
NDC1	0.0434501545222564
HINFP	0.0434236154183566
LSG1	0.0433555452503052
EIF3E	0.0433405008220525
XRCC3	0.0433369673701422
ARL2	0.0432309510245913
ANAPC5	0.0431947020998292
EIF4B	0.0431892911246835
DDX52	0.0431438835277155
ANAPC4	0.0431127709621715
POLD1	0.0429392598521024
BRD8	0.0429122633724749
RPP38	0.042903739047487
UBA52	0.0428876873775852
EIF3L	0.0428711141048394
SLC25A26	0.0428629419327701
COPS3	0.0428614507721362
UBR5	0.0428431808170106
NUP54	0.0428417409096837
PSMD3	0.0428239198660621
RPL32	0.0428238219682152
CHTF8	0.0428043980106197
SRP68	0.0427814768506157
DHX8	0.0427260391172633
NCKAP1	0.0427253433046393
EIF3M	0.0427037343010873
GTF2A1	0.0426979796901038
RPS17	0.0426548450296857
SRSF2	0.0426493803804896
RPL28	0.0426183655044535
GTF2H1	0.0426147506901061
WDR3	0.0425880875863893
NMD3	0.0425612454271792
PNN	0.0425421319860308
OR7A10	0.0425366116097514
NEDD8	0.0425133858243139
RPL12	0.0424980406091604
CCT6A	0.0424555609149814
NUP85	0.042421331067638
PRMT1	0.0424124882562653
PMPCB	0.0423734904786116
CCT3	0.0423271719371137
NOL8	0.0423204185957978
DDX42	0.0422956621654945
HDAC7	0.0422847619654717
LAMTOR2	0.0422614354078207
DKC1	0.0421924495642656
NUP107	0.0421906837462973
CNIH4	0.0421804693040599
GTPBP4	0.0421396593171859
TPT1	0.0420813741607033
CD3EAP	0.0420504682207752
HARS2	0.0420349040640469
POLD2	0.0420348885773116
PSMB6	0.0419797774807402
BORA	0.0419594624577924
RNPC3	0.0419492558185067
UPF1	0.0419189062994267
NUDCD3	0.0419022280645367
DDX24	0.0418866295806052
COG8	0.0418343706617463
COG1	0.0418245610506249
MRPS14	0.0417540416800782
HSPA8	0.0417429179002768
PSMC6	0.0417072484599809
PPP1R8	0.0417040163816153
MTRNR2L1	0.0416871819419787
RPL41	0.0416824714148541
KANSL3	0.0416823908672332
CEBPZ	0.041681191646226
NDOR1	0.0416654217964686
PPRC1	0.0416599666171789
ZFC3H1	0.041500438229291
IMPDH2	0.0414846573139276
CTDP1	0.0414642201906719
UTP18	0.041450349465902
TICRR	0.041362684462346
XRN2	0.0413029109575904
NOM1	0.0412891211358204
MAU2	0.0412804043076308
SEC61A1	0.0412363262459395
PPAN	0.0412164459032498
FARS2	0.0411987928389063
SF3A2	0.0411927366153621
SART3	0.0411587300485521
RPA3	0.0411577178391315
MTPAP	0.0411003149167793
PRELID3B	0.0410426945366847
TOPBP1	0.0409406162596563
HNRNPU	0.0409370342419944
REXO2	0.040913348742009
NUP133	0.0408714919359333
PUF60	0.0408524955022483
CCT8	0.0407510756195752
EIF3F	0.0407264820565
DDX21	0.0407187868559719
SRP54	0.0407151778503869
SNRNP48	0.0407047940612806
MRPS12	0.0406969536858098
GNL2	0.0406835349898286
PRPF8	0.0406691146895444
NELFE	0.0406054030062131
UBAP1	0.0405781167103055
RBM14	0.0405563300050637
HAUS1	0.040534843941089
CPSF3	0.0405297087904824
NCAPH	0.0404936326295286
RBM17	0.0404898539246743
MRPL28	0.040394600007593
RAD9A	0.0403842760896419
GNL3L	0.0403754980712286
CCAR1	0.0403603062521363
THAP1	0.0403434479371284
RPN1	0.0403422142718884
PCF11	0.040319722902105
DSN1	0.0403190359101559
MRGBP	0.0402872257044101
C12orf45	0.0402652526234036
OPA1	0.0401568712209308
EIF6	0.0401513086657414
HIST1H2BJ	0.0401383352194364
CHMP1A	0.0401317064424923
FTSJ3	0.0401304188046091
DNAJC11	0.0400886715230179
NFS1	0.0400653547204226
CLCC1	0.0400455671447988
NOC3L	0.0400454423374742
KIF20A	0.0400377723691415
MYC	0.0400295103291546
SDHD	0.0400290318435598
BRIX1	0.0400139151170643
BPTF	0.0400107742343994
TRMT5	0.0399673483990541
C7orf26	0.0399079350103599
BTF3	0.0398966689738518
MAK16	0.0398708174610576
MYBBP1A	0.03987072866426
AURKA	0.0398267830392001
SUMO2	0.0398005187354608
UBE2I	0.0397572335823158
NCAPD2	0.0397173427031529
UTP23	0.0396875809007261
BCLAF1	0.0396703699467153
PIAS4	0.0396453838471537
SNAPC2	0.0395780082747344
CHMP2A	0.039551642689923
RSL24D1	0.0395150868974232
PSMB5	0.0395074051266653
WDR24	0.0394969105558185
TXN	0.0394962825971941
DNAJA3	0.039453900619636
IARS2	0.0394124140668869
PSMD4	0.0393806898416955
POLR2F	0.0393647628519335
CCT4	0.039334084950742
TOR2A	0.0392617195929571
RAD21	0.0392519839876138
ABHD11	0.0392299798241804
COX15	0.0391717533404162
SF3B4	0.0391327702792963
TFRC	0.03911117040747
PEF1	0.0390904489133294
RFC2	0.0390497195047144
NLE1	0.039035922149779
FAM32A	0.0390001771697553
EIF1AX	0.0389985783048096
MRPS18B	0.038967285017368
KIF18A	0.038897426904575
CHEK1	0.0388535155520479
RNMT	0.0388001102455449
GUCD1	0.0387906405289572
INCENP	0.038789029507848
GEMIN5	0.0386659238458317
PSMA2	0.0386654145338871
SUPV3L1	0.0386558125838689
MCM3AP	0.0385758400337877
EWSR1	0.0385631837706496
DPY19L2	0.0385517513415453
YKT6	0.0385134870431229
MCM4	0.0384821589630199
SDAD1	0.0384803805910399
LSM12	0.0384607153432593
HSD17B12	0.0384494964456374
MRPS27	0.0384425830826135
TNPO3	0.0384388009414972
THAP11	0.0382860743623921
MRPL41	0.0382722688583289
KPNB1	0.038230632534177
NUFIP1	0.0382056830263625
KAT8	0.0381808387171266
BIRC5	0.038145170655565
UQCRC2	0.0381338900400678
PDCD2	0.0381206445803827
WDR12	0.0381042871291612
MRPL32	0.0380023578347107
ERCC2	0.0379721137728253
TIMELESS	0.0379531088351177
DYNLL1	0.0379302494244102
TBCB	0.0379235812135913
MRPS34	0.0378988738882797
RFC4	0.0378635273412857
NHP2	0.0378595399410909
TRMT112	0.0378219453268113
PPP1R11	0.0378050131066154
CSTF1	0.0377747708102141
POLR2A	0.0377650429818887
RPF1	0.0377192280339408
RPLP2	0.037673377199679
UPF2	0.0376724447648999
THOC3	0.0376548128184614
POLA2	0.0376376633737969
PGD	0.0376369869435564
TUBA1B	0.0375164131271402
CCP110	0.0375148162773416
TOMM22	0.0374957663847044
CDC40	0.0374676527749116
EIF5A	0.037450537249845
HUWE1	0.0374417576667728
E4F1	0.0374387574200431
DCUN1D5	0.0374367830354203
MRPL44	0.037411260962131
GINS3	0.0373793861874642
TSEN54	0.0373609992136464
RAD51C	0.0373254664454076
COPB2	0.0373011893119488
IGBP1	0.0372427334328632
EIF2S2	0.0372366691450636
POP4	0.0372028980551704
AASDHPPT	0.0371853029833754
CSNK2B	0.0371460184458883
TUBA1C	0.03711081012018
NOL12	0.037071663543128
GTF2H3	0.0370549274807996
SAE1	0.0369913607827088
CBLL1	0.0369776694064562
PMPCA	0.0369462218522351
PHAX	0.0369442298019869
TCERG1	0.036926479621272
POLE2	0.0368402800621133
ZMAT5	0.036819740677468
ABT1	0.0368140643099399
INO80	0.0368134316198234
AIFM1	0.0367901024305852
SMG6	0.0367766042115008
FNTA	0.0367738092671612
EMC4	0.0367489145283912
ZNHIT6	0.036648261827387
TEX10	0.0366403473950563
NELFB	0.036638072121229
SNRPB	0.0365490449316764
CCDC86	0.0365475513027665
PPP2R3C	0.0365237971968276
STX5	0.0365070329155464
SCAF1	0.0364803297076402
MDN1	0.0364242559014038
ECT2	0.0364017805466722
BNIP1	0.0363879849198163
HDAC3	0.0363409027735813
ING3	0.0363403443929461
ZMAT2	0.0363385467151835
NUP35	0.0363168745519892
SF3B1	0.0362740488113698
MRPS9	0.0362677068027194
ACTR6	0.0362538109443825
LRPPRC	0.0361864567084907
CENPJ	0.0361585459890221
CENPC	0.0361498346111067
KTI12	0.036145287038029
FRG2	0.0361170279851285
EIF4G1	0.0361073196358709
NVL	0.0360967190482986
NEMF	0.0360795672095053
OXA1L	0.0360253044997713
MRPL17	0.0359981983880569
CTCF	0.0359703101492604
MCM10	0.0359372660804894
NUP98	0.0359364229469442
KPNA6	0.0359327337910523
TXNL4A	0.0359187535594542
RAB6A	0.0359161347355201
PDCD7	0.0358888482287334
LSM11	0.035850379334483
SNRNP35	0.0358443504829001
CINP	0.0358393938090095
RPLP1	0.0358267674272684
MICOS10	0.035823665488947
U2AF2	0.0358202538689267
THOC7	0.0358065880675461
SMUG1	0.0357660594947416
SYS1	0.0357620954754348
SDHA	0.035761087144039
PDPK1	0.0357450063396114
MRPS5	0.0356674220592257
MAGOH	0.0356544519034718
DHX37	0.0356480910816743
RRP9	0.0356357056590693
MRPS11	0.035616596181453
AAMP	0.0355997462996858
PLK1	0.0355840332201249
CUL2	0.0355142592408602
DDX51	0.0354962137676742
PWP1	0.0354822626430722
PNPT1	0.0354524251760312
MRPL43	0.035450199697287
EIF2B1	0.0354317785243455
RPL36A	0.0354161334104473
EIF3H	0.0354158766015401
RPP21	0.0353819235126352
DTL	0.0353703061484261
ESF1	0.0353644027828637
ORC6	0.0353637714865804
WBP11	0.035354589512016
INO80B	0.0353317264719451
ATP6V1C1	0.0352822254057837
PTCD3	0.0352804550493051
UBA3	0.0352785333542572
ATF4	0.0352431343746087
RFC1	0.0351964897636634
CENPT	0.0351915467763019
RBMXL1	0.0351834631461893
TIMM10	0.0351628849917168
TOP1	0.0351303468175
GEMIN4	0.0351258321761726
NAE1	0.035125012756631
ENO1	0.0350904573856477
UXT	0.0350874878825981
PSMA1	0.0350686784915157
HIST2H3A	0.0349995525016627
C17orf58	0.0349945047450332
METTL14	0.0349599510985811
PCBP1	0.0349548234628501
YPEL5	0.0349408965696421
NOS1AP	0.0349305190945874
TREML2	0.0349294725726462
HIST1H2AI	0.0349293508927047
HIST1H2BE	0.0349224074160322
COPS5	0.0349210614996566
LAS1L	0.0348910791799551
DDOST	0.0348885099126003
MRPL22	0.0348787199398795
POLR3B	0.0348780631200314
MRPL51	0.0348612646256714
MRPL27	0.0348411996026083
DPH3	0.0348290450222934
POLA1	0.0348248607769067
DDX54	0.0347892705189624
PDRG1	0.0347528599891079
KDM8	0.0347462235832342
RBMX	0.0347443889629583
CDCA5	0.0347147166789488
NSMCE1	0.0346895379167299
TARS2	0.0346864347490453
MRPL13	0.0346397125366801
NPM3	0.0346241225955864
ATP6V1B2	0.0345760609246853
DDX20	0.0345752782658824
TRIAP1	0.0345690073318275
NDC80	0.034556291790332
MRPL16	0.0345469254945902
RPS29	0.0345287825972364
ATP6V1H	0.034527425182532
TIGD1	0.0345252252239318
SUGP1	0.0344550477191173
DERL2	0.034415856360384
PRRC2A	0.034404625177021
MRPL10	0.0343754547910778
DHPS	0.0343446584314492
DAD1	0.0342971216587716
EXOSC7	0.0342935958471287
CDC6	0.0342913080346795
NOL7	0.0341712236796701
EIF3J	0.0341697131045127
COPS4	0.0341438592915451
CAPZB	0.0341372639602974
MCRS1	0.0341060596118693
TCOF1	0.0341060321843092
NAPG	0.0340987247016242
