cell_line	context_role	entrant_id	entrant_kind	reference_type	reference_seed	full_endpoint_n_targets	contract_n_targets	endpoint_coverage_fraction	missing_endpoint_targets	contract_n_genes	endpoint_alignment_spearman	endpoint_alignment_ci_low	endpoint_alignment_ci_high	endpoint_alignment_status	endpoint_alignment_n	directional_recovery_median_signed_cosine	directional_recovery_ci_low	directional_recovery_ci_high	directional_recovery_n	anchor_separation_auc	anchor_separation_ci_low	anchor_separation_ci_high	anchor_n	low_information_n	target_identity_spearman	target_identity_label_permutation_pvalue	target_identity_status	target_identity_n_targets	target_identity_n_pairs	predicted_homogenization_uncentered	observed_homogenization_uncentered	excess_homogenization_uncentered	predicted_homogenization_uncentered_n	observed_homogenization_uncentered_n	predicted_homogenization_centered	observed_homogenization_centered	excess_homogenization_centered	predicted_homogenization_centered_n	observed_homogenization_centered_n	conventional_pearson_median	conventional_pearson_ci_low	conventional_pearson_ci_high	conventional_pearson_n	conventional_normalized_rmse_median	conventional_normalized_rmse_ci_low	conventional_normalized_rmse_ci_high	conventional_normalized_rmse_n	secondary_absolute_projection_median	secondary_absolute_projection_ci_low	secondary_absolute_projection_ci_high	secondary_absolute_projection_n	entrant_role	display_name	model_family
HCC1143	qualified_primary_context	scgen_hcc_sens_e100_seed2	reference	NA	NA	48	47	0.9791666666666666	SS18L2	47	0.5243437065247368	0.48352158274118034	0.48352158274118034	estimated	47	0.5345226593410146	0.6436103826245331	0.6436103826245331	47	0.8541666666666666	0.5625	0.5625	8	6	0.35346281644772976	NA	estimated	47	1081	0.6773168488531626	0.0605282495699902	0.6167885992831723	47	47	0.07834024826436672	0.03613003595670656	0.042210212307660165	47	47	0.6066275612639912	0.7216615848851524	0.7216615848851524	47	1.4325781149012058	1.2169410483608005	1.2169410483608005	47	0.25882726923833327	0.2315123719248843	0.2315123719248843	47	sensitivity	scgen_hcc_sens_e100_seed2	scGen
HCC1143	qualified_primary_context	scgen_hcc_sens_e60_seed1	reference	NA	NA	48	47	0.9791666666666666	SS18L2	47	0.5511738211947278	0.7454020809718452	0.7454020809718452	estimated	47	0.5023369416386715	0.6169865842696676	0.6169865842696676	47	0.875	0.875	0.875	8	6	0.2996129014974952	NA	estimated	47	1081	0.8113767458162815	0.0605282495699902	0.7508484962462914	47	47	0.07251285580867509	0.03613003595670656	0.03638281985196853	47	47	0.5516109483538113	0.630796814447998	0.630796814447998	47	2.068414261409567	2.4520968811997386	2.4520968811997386	47	0.33395351083618585	0.3329833040109986	0.3329833040109986	47	sensitivity	scgen_hcc_sens_e60_seed1	scGen
HCC38	sensitivity_boundary_context	cellot_hcc_sens_iter100_seed1	reference	NA	NA	47	47	1.0	NA	47	0.046196987675053064	0.15406875795809702	0.15406875795809702	estimated	47	-0.07797991905291474	-0.09047993476134758	-0.09047993476134758	47	0.5	0.38095238095238093	0.38095238095238093	7	6	0.006374609590892863	NA	estimated	47	1081	0.9953274541532204	0.057312556253560604	0.9380148978996599	47	47	-0.02041568649402638	0.022149926807736132	-0.04256561330176251	47	47	0.0016908169958585813	0.0016908169958585813	0.0016908169958585813	47	496.299796303183	492.98624961084795	492.98624961084795	47	14.59168600236278	14.580031658227556	14.580031658227556	47	sensitivity	cellot_hcc_sens_iter100_seed1	CellOT
HCC38	sensitivity_boundary_context	cellot_hcc_sens_iter200_seed2	reference	NA	NA	47	47	1.0	NA	47	-0.13471712300735122	-0.12150886728956264	-0.12150886728956264	estimated	47	-0.08434026231250077	-0.05932661871088174	-0.05932661871088174	47	0.30952380952380953	0.21428571428571427	0.21428571428571427	7	6	0.010854460880622729	NA	estimated	47	1081	0.9955021998655162	0.057312556253560604	0.9381896436119557	47	47	-0.02032639708379185	0.022149926807736132	-0.04247632389152799	47	47	0.07116633928505268	0.0874311387751516	0.0874311387751516	47	556.1346513758946	524.5926260987004	524.5926260987004	47	13.062699119148979	12.15897533805758	12.15897533805758	47	sensitivity	cellot_hcc_sens_iter200_seed2	CellOT
HCC38	sensitivity_boundary_context	cellot_hcc_sens_iter500_seed1_full	reference	NA	NA	47	47	1.0	NA	47	0.05197883844790076	0.14423494710801815	0.14423494710801815	estimated	47	-0.06216042178992988	-0.07201491028815495	-0.07201491028815495	47	0.2619047619047619	0.5714285714285714	0.5714285714285714	7	6	-0.053689970473396506	NA	estimated	47	1081	0.36770419185577147	0.057312556253560604	0.31039163560221084	47	47	0.05088324377999216	0.022149926807736132	0.02873331697225603	47	47	-0.08624973425656805	-0.0547935765909581	-0.0547935765909581	47	330.6491104108518	292.7902994063004	292.7902994063004	47	9.716626217282075	11.066573362137152	11.066573362137152	47	sensitivity	cellot_hcc_sens_iter500_seed1_full	CellOT
HCC38	sensitivity_boundary_context	cpa_hcc_sens_e200_latent32_seed1	reference	NA	NA	47	47	1.0	NA	47	-0.2276892834347421	-0.363157132665006	-0.363157132665006	estimated	47	0.13059008226670146	0.17959007449100345	0.17959007449100345	47	0.19047619047619047	0.3333333333333333	0.3333333333333333	7	6	0.06858464194837205	NA	estimated	47	1081	0.995692367789483	0.057312556253560604	0.9383798115359224	47	47	-0.01918014554048487	0.022149926807736132	-0.041330072348221	47	47	0.1267688688238404	0.11144767705080698	0.11144767705080698	47	1.3615624657793928	1.02059553711076	1.02059553711076	47	0.036941914649127626	0.03534502351016522	0.03534502351016522	47	sensitivity	cpa_hcc_sens_e200_latent32_seed1	CPA
HCC38	sensitivity_boundary_context	cpa_hcc_sens_e200_latent64_seed2	reference	NA	NA	47	47	1.0	NA	47	-0.07030730539782794	-0.08479091856828448	-0.08479091856828448	estimated	47	0.13798234057498365	0.10399118044896985	0.10399118044896985	47	0.5952380952380952	0.5714285714285714	0.5714285714285714	7	6	0.03639389944387542	NA	estimated	47	1081	0.9482816893052883	0.057312556253560604	0.8909691330517278	47	47	0.01649321475142511	0.022149926807736132	-0.005656712056311023	47	47	0.12144901782699402	0.08912354961698651	0.08912354961698651	47	1.1336123558083904	1.1087898144139008	1.1087898144139008	47	0.022215676367255972	0.028041137649310207	0.028041137649310207	47	sensitivity	cpa_hcc_sens_e200_latent64_seed2	CPA
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	reference	NA	NA	47	47	1.0	NA	47	0.11968431099794723	0.32112137636913973	0.32112137636913973	estimated	47	0.11346034814512318	0.07494468470251442	0.07494468470251442	47	0.7857142857142857	0.5714285714285714	0.5714285714285714	7	6	0.05252681304763907	NA	estimated	47	1081	0.6182453610071568	0.057312556253560604	0.5609328047535962	47	47	-0.011182007421867047	0.022149926807736132	-0.03333193422960318	47	47	0.1708145372030895	0.17971445428351288	0.17971445428351288	47	2.1421634707025943	2.2435328279198807	2.2435328279198807	47	0.09313079624947673	0.0955857754116629	0.0955857754116629	47	sensitivity	gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	GEARS
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	reference	NA	NA	47	47	1.0	NA	47	0.12633343938672206	0.2635281856398546	0.2635281856398546	estimated	47	0.08477674515141197	0.21170912632882682	0.21170912632882682	47	0.5952380952380952	0.47619047619047616	0.47619047619047616	7	6	-0.04152994392016246	NA	estimated	47	1081	0.8195872415007046	0.057312556253560604	0.762274685247144	47	47	-0.01067406867773281	0.022149926807736132	-0.03282399548546894	47	47	0.07513178290347872	0.13137055861359812	0.13137055861359812	47	2.233200609510187	2.0398265020335766	2.0398265020335766	47	0.10761996501098471	0.14174974237456495	0.14174974237456495	47	sensitivity	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	GEARS
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	reference	NA	NA	47	47	1.0	NA	47	0.13546876360782142	0.3655092592592593	0.3655092592592593	estimated	47	0.05418244544000899	0.05418244544000899	0.05418244544000899	47	0.8095238095238095	0.9047619047619048	0.9047619047619048	7	6	-0.040020925681153334	NA	estimated	47	1081	0.7119459604433226	0.057312556253560604	0.654633404189762	47	47	-0.017132599560360576	0.022149926807736132	-0.039282526368096704	47	47	0.040522762683895194	0.017984437448053038	0.017984437448053038	47	1.9268531872522359	1.7949461775230968	1.7949461775230968	47	0.05714079660754853	0.05580824094405881	0.05580824094405881	47	sensitivity	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	GEARS
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	reference	NA	NA	47	47	1.0	NA	47	0.25075886801840436	0.20118171812547062	0.20118171812547062	estimated	47	0.05569121701104624	0.046438760121320845	0.046438760121320845	47	0.6190476190476191	0.5714285714285714	0.5714285714285714	7	6	0.015445457289970396	NA	estimated	47	1081	0.4443415055183273	0.057312556253560604	0.3870289492647667	47	47	-0.015229398231911499	0.022149926807736132	-0.03737932503964763	47	47	0.06428604670950044	0.04721940031489067	0.04721940031489067	47	1.9949784705998193	1.9949784705998193	1.9949784705998193	47	0.04807805046628755	0.04350410438787412	0.04350410438787412	47	sensitivity	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	GEARS
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	reference	NA	NA	47	47	1.0	NA	47	0.07961608514211271	-0.1886103464058278	-0.1886103464058278	estimated	47	0.0683058443300797	0.06957268409617295	0.06957268409617295	47	0.5952380952380952	0.38095238095238093	0.38095238095238093	7	6	-0.04992405083492783	NA	estimated	47	1081	0.46629835175852435	0.057312556253560604	0.4089857955049637	47	47	-0.006491330874012734	0.022149926807736132	-0.028641257681748866	47	47	0.03587070932442848	0.03084010399156604	0.03084010399156604	47	1.9162675811233278	2.296794323437518	2.296794323437518	47	0.07267286445525294	0.07641355024093562	0.07641355024093562	47	sensitivity	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	GEARS
HCC38	sensitivity_boundary_context	scgen_hcc_sens_e100_seed2	reference	NA	NA	47	47	1.0	NA	47	0.4440461393547027	0.5016792200765072	0.5016792200765072	estimated	47	0.46234132438572273	0.3711665553624855	0.3711665553624855	47	0.9761904761904762	0.9761904761904762	0.9761904761904762	7	6	0.4377824059745536	NA	estimated	47	1081	0.7288560248793455	0.057312556253560604	0.671543468625785	47	47	0.04451915315393039	0.022149926807736132	0.022369226346194256	47	47	0.526089475976038	0.5277036515727446	0.5277036515727446	47	1.9921988527516377	1.9921988527516377	1.9921988527516377	47	0.23226204942721276	0.25730565616711726	0.25730565616711726	47	sensitivity	scgen_hcc_sens_e100_seed2	scGen
HCC38	sensitivity_boundary_context	scgen_hcc_sens_e60_seed1	reference	NA	NA	47	47	1.0	NA	47	0.44682142772566963	0.5749696038596397	0.5749696038596397	estimated	47	0.37436581954715764	0.32649886385220367	0.32649886385220367	47	1.0	1.0	1.0	7	6	0.41911935446914517	NA	estimated	47	1081	0.8018645166411564	0.057312556253560604	0.7445519603875959	47	47	0.05097639876752238	0.022149926807736132	0.028826471959786246	47	47	0.44911954808034393	0.4236385992780995	0.4236385992780995	47	2.4581598530563302	2.5486079733673686	2.5486079733673686	47	0.2215472139401549	0.22649867802914417	0.22649867802914417	47	sensitivity	scgen_hcc_sens_e60_seed1	scGen
