scope	metric_x	metric_y	n_model_contexts	spearman_rho	inference_role
HCC1143	target_identity_spearman	negative_conventional_normalized_rmse_median	9	-0.6833333333333333	descriptive_not_independent_model_trials
HCC1143	negative_excess_homogenization_uncentered	negative_excess_homogenization_uncentered	9	1.0	descriptive_not_independent_model_trials
HCC1143	negative_excess_homogenization_uncentered	conventional_pearson_median	9	-0.5166666666666667	descriptive_not_independent_model_trials
HCC1143	negative_excess_homogenization_uncentered	negative_conventional_normalized_rmse_median	9	-0.6	descriptive_not_independent_model_trials
HCC1143	conventional_pearson_median	conventional_pearson_median	9	1.0	descriptive_not_independent_model_trials
HCC1143	conventional_pearson_median	negative_conventional_normalized_rmse_median	9	0.3	descriptive_not_independent_model_trials
HCC1143	negative_conventional_normalized_rmse_median	negative_conventional_normalized_rmse_median	9	1.0	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	endpoint_alignment_spearman	9	1.0	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	directional_recovery_median_signed_cosine	9	0.15	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	anchor_separation_auc	9	0.705907277725455	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	target_identity_spearman	9	0.18333333333333335	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	negative_excess_homogenization_uncentered	9	-0.03333333333333333	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	conventional_pearson_median	9	0.18333333333333335	descriptive_not_independent_model_trials
HCC38	endpoint_alignment_spearman	negative_conventional_normalized_rmse_median	9	-0.48333333333333334	descriptive_not_independent_model_trials
HCC38	directional_recovery_median_signed_cosine	directional_recovery_median_signed_cosine	9	1.0	descriptive_not_independent_model_trials
HCC38	directional_recovery_median_signed_cosine	anchor_separation_auc	9	0.5210268002259311	descriptive_not_independent_model_trials
HCC38	directional_recovery_median_signed_cosine	target_identity_spearman	9	0.7166666666666667	descriptive_not_independent_model_trials
HCC38	directional_recovery_median_signed_cosine	negative_excess_homogenization_uncentered	9	-0.9666666666666667	descriptive_not_independent_model_trials
HCC38	directional_recovery_median_signed_cosine	conventional_pearson_median	9	0.9333333333333332	descriptive_not_independent_model_trials
HCC38	directional_recovery_median_signed_cosine	negative_conventional_normalized_rmse_median	9	-0.049999999999999996	descriptive_not_independent_model_trials
HCC38	anchor_separation_auc	anchor_separation_auc	9	1.0	descriptive_not_independent_model_trials
HCC38	anchor_separation_auc	target_identity_spearman	9	0.25210974204480535	descriptive_not_independent_model_trials
HCC38	anchor_separation_auc	negative_excess_homogenization_uncentered	9	-0.3613572969308877	descriptive_not_independent_model_trials
HCC38	anchor_separation_auc	conventional_pearson_median	9	0.4369902195443293	descriptive_not_independent_model_trials
HCC38	anchor_separation_auc	negative_conventional_normalized_rmse_median	9	-0.3109353485219266	descriptive_not_independent_model_trials
HCC38	target_identity_spearman	target_identity_spearman	9	1.0	descriptive_not_independent_model_trials
HCC38	target_identity_spearman	negative_excess_homogenization_uncentered	9	-0.6166666666666666	descriptive_not_independent_model_trials
HCC38	target_identity_spearman	conventional_pearson_median	9	0.9	descriptive_not_independent_model_trials
HCC38	target_identity_spearman	negative_conventional_normalized_rmse_median	9	-0.35	descriptive_not_independent_model_trials
HCC38	negative_excess_homogenization_uncentered	negative_excess_homogenization_uncentered	9	1.0	descriptive_not_independent_model_trials
HCC38	negative_excess_homogenization_uncentered	conventional_pearson_median	9	-0.8666666666666667	descriptive_not_independent_model_trials
HCC38	negative_excess_homogenization_uncentered	negative_conventional_normalized_rmse_median	9	-0.06666666666666667	descriptive_not_independent_model_trials
HCC38	conventional_pearson_median	conventional_pearson_median	9	1.0	descriptive_not_independent_model_trials
HCC38	conventional_pearson_median	negative_conventional_normalized_rmse_median	9	-0.09999999999999999	descriptive_not_independent_model_trials
HCC38	negative_conventional_normalized_rmse_median	negative_conventional_normalized_rmse_median	9	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	endpoint_alignment_spearman	18	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	directional_recovery_median_signed_cosine	18	0.23219814241486067	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	anchor_separation_auc	18	0.6863057343983496	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	target_identity_spearman	18	0.13106295149638802	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	negative_excess_homogenization_uncentered	18	-0.01547987616099071	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	conventional_pearson_median	18	0.15170278637770898	descriptive_not_independent_model_trials
pooled_model_context_descriptive	endpoint_alignment_spearman	negative_conventional_normalized_rmse_median	18	-0.34365325077399383	descriptive_not_independent_model_trials
pooled_model_context_descriptive	directional_recovery_median_signed_cosine	directional_recovery_median_signed_cosine	18	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	directional_recovery_median_signed_cosine	anchor_separation_auc	18	0.24392794174399174	descriptive_not_independent_model_trials
pooled_model_context_descriptive	directional_recovery_median_signed_cosine	target_identity_spearman	18	0.38493292053663575	descriptive_not_independent_model_trials
pooled_model_context_descriptive	directional_recovery_median_signed_cosine	negative_excess_homogenization_uncentered	18	-0.7874097007223942	descriptive_not_independent_model_trials
pooled_model_context_descriptive	directional_recovery_median_signed_cosine	conventional_pearson_median	18	0.9484004127966976	descriptive_not_independent_model_trials
pooled_model_context_descriptive	directional_recovery_median_signed_cosine	negative_conventional_normalized_rmse_median	18	0.14344685242518057	descriptive_not_independent_model_trials
pooled_model_context_descriptive	anchor_separation_auc	anchor_separation_auc	18	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	anchor_separation_auc	target_identity_spearman	18	0.19534907198989168	descriptive_not_independent_model_trials
pooled_model_context_descriptive	anchor_separation_auc	negative_excess_homogenization_uncentered	18	-0.3483208320666323	descriptive_not_independent_model_trials
pooled_model_context_descriptive	anchor_separation_auc	conventional_pearson_median	18	0.107493669243115	descriptive_not_independent_model_trials
pooled_model_context_descriptive	anchor_separation_auc	negative_conventional_normalized_rmse_median	18	-0.20671859469829806	descriptive_not_independent_model_trials
pooled_model_context_descriptive	target_identity_spearman	target_identity_spearman	18	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	target_identity_spearman	negative_excess_homogenization_uncentered	18	-0.4633642930856553	descriptive_not_independent_model_trials
pooled_model_context_descriptive	target_identity_spearman	conventional_pearson_median	18	0.5479876160990712	descriptive_not_independent_model_trials
pooled_model_context_descriptive	target_identity_spearman	negative_conventional_normalized_rmse_median	18	-0.3766769865841073	descriptive_not_independent_model_trials
pooled_model_context_descriptive	negative_excess_homogenization_uncentered	negative_excess_homogenization_uncentered	18	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	negative_excess_homogenization_uncentered	conventional_pearson_median	18	-0.7151702786377709	descriptive_not_independent_model_trials
pooled_model_context_descriptive	negative_excess_homogenization_uncentered	negative_conventional_normalized_rmse_median	18	-0.2672858617131063	descriptive_not_independent_model_trials
pooled_model_context_descriptive	conventional_pearson_median	conventional_pearson_median	18	1.0	descriptive_not_independent_model_trials
pooled_model_context_descriptive	conventional_pearson_median	negative_conventional_normalized_rmse_median	18	0.07739938080495357	descriptive_not_independent_model_trials
pooled_model_context_descriptive	negative_conventional_normalized_rmse_median	negative_conventional_normalized_rmse_median	18	1.0	descriptive_not_independent_model_trials
