cell_line	context_role	model_id	display_name	model_family	metric	raw_value	ci_low	ci_high	orientation_multiplier	oriented_value	direction	display_zscore_within_context_metric
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	directional_response_recovery	0.5355425925563859	0.3382121871408243	0.6163973514315927	1.0	0.5355425925563859	higher_better	2.615524506285042
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	endpoint_anchor_separation	0.875	0.5625	1.0	1.0	0.875	higher_better	1.580023719321268
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	target_identity_preservation	0.32721042469025186	NA	NA	1.0	0.32721042469025186	higher_better	2.7664191693150295
HCC1143	qualified_primary_context	scgen_hcc_formal_v1	scGen	scGen	excess_output_homogenization	0.7184409975897765	NA	NA	-1.0	-0.7184409975897765	higher_is_warning	-1.3145812877975047
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	total_shift_endpoint_alignment	0.2626344414463338	-0.03446916033326093	0.5249549899340281	1.0	0.2626344414463338	higher_better	0.7877679470937218
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	directional_response_recovery	0.15959105137902435	0.09549985010564956	0.2167694945489785	1.0	0.15959105137902435	higher_better	0.08228642012159716
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	endpoint_anchor_separation	0.5833333333333334	0.20833333333333334	0.8958333333333334	1.0	0.5833333333333334	higher_better	-0.13620894132079822
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	target_identity_preservation	-0.033889011433507955	NA	NA	1.0	-0.033889011433507955	higher_better	-0.6663982490131642
HCC1143	qualified_primary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	excess_output_homogenization	0.19303540406657937	NA	NA	-1.0	-0.19303540406657937	higher_is_warning	0.37292391653591545
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	total_shift_endpoint_alignment	0.1952122136333824	-0.09334441899931996	0.4559828021916772	1.0	0.1952122136333824	higher_better	0.42067927760875207
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	directional_response_recovery	0.00037696600442162307	-0.02223932696301309	0.11975459809051137	1.0	0.00037696600442162307	higher_better	-0.990530527673133
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	endpoint_anchor_separation	0.625	0.3125	0.9583333333333334	1.0	0.625	higher_better	0.10896715305663963
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	target_identity_preservation	0.02819414449511522	NA	NA	1.0	0.02819414449511522	higher_better	-0.07620032086264764
HCC1143	qualified_primary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	excess_output_homogenization	-0.027940808037564928	NA	NA	-1.0	0.027940808037564928	higher_is_warning	1.0826584769525536
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	total_shift_endpoint_alignment	-0.0010408234139220626	-0.3145256376889962	0.3075714211974016	1.0	-0.0010408234139220626	higher_better	-0.6478446882848901
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	directional_response_recovery	0.09985833022018449	0.035054955637603157	0.17424720505651162	1.0	0.09985833022018449	higher_better	-0.3202048258402533
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	endpoint_anchor_separation	0.3541666666666667	0.0625	0.6666666666666666	1.0	0.3541666666666667	higher_better	-1.4846774603967077
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	target_identity_preservation	-0.01800605085430699	NA	NA	1.0	-0.01800605085430699	higher_better	-0.5154057569833116
HCC1143	qualified_primary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	excess_output_homogenization	-0.023732725759004543	NA	NA	-1.0	0.023732725759004543	higher_is_warning	1.0691428980685989
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	total_shift_endpoint_alignment	0.040245172004986424	-0.277842744602135	0.3536656802499938	1.0	0.040245172004986424	higher_better	-0.4230579730085021
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	directional_response_recovery	0.04299888697410376	-0.04180313426877245	0.1057298733049315	1.0	0.04299888697410376	higher_better	-0.703335339783453
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	endpoint_anchor_separation	0.5833333333333334	0.22916666666666666	0.9166666666666666	1.0	0.5833333333333334	higher_better	-0.13620894132079822
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	target_identity_preservation	0.010724221599429568	NA	NA	1.0	0.010724221599429568	higher_better	-0.24227938278786845
HCC1143	qualified_primary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	excess_output_homogenization	-0.03326954288323866	NA	NA	-1.0	0.03326954288323866	higher_is_warning	1.099773383789171
HCC38	sensitivity_boundary_context	cellot_hcc_formal_v1	CellOT	CellOT	total_shift_endpoint_alignment	0.21612558188904674	-0.06665787733576588	0.48091005814973325	1.0	0.21612558188904674	higher_better	0.3766028072719799
HCC38	sensitivity_boundary_context	cellot_hcc_formal_v1	CellOT	CellOT	directional_response_recovery	0.10572102074982648	0.05543341169235276	0.19485839592103585	1.0	0.10572102074982648	higher_better	-0.202347559146941
HCC38	sensitivity_boundary_context	cellot_hcc_formal_v1	CellOT	CellOT	endpoint_anchor_separation	0.42857142857142855	0.11904761904761904	0.7619047619047619	1.0	0.42857142857142855	higher_better	-0.3512456319670088
HCC38	sensitivity_boundary_context	cellot_hcc_formal_v1	CellOT	CellOT	target_identity_preservation	0.057300495935223475	NA	NA	1.0	0.057300495935223475	higher_better	-0.16155427103497746
HCC38	sensitivity_boundary_context	cellot_hcc_formal_v1	CellOT	CellOT	excess_output_homogenization	0.2697795729005138	NA	NA	-1.0	-0.2697795729005138	higher_is_warning	0.15897867722020084
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	total_shift_endpoint_alignment	-0.15767107057555654	-0.43057697402073275	0.14566185487781202	1.0	-0.15767107057555654	higher_better	-1.3052326629191442
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	directional_response_recovery	0.1904873666617649	0.0768825423983525	0.25688339033892593	1.0	0.1904873666617649	higher_better	0.5551248280291975
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	endpoint_anchor_separation	0.42857142857142855	0.09523809523809523	0.7619047619047619	1.0	0.42857142857142855	higher_better	-0.3512456319670088
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	target_identity_preservation	0.03303589189398693	NA	NA	1.0	0.03303589189398693	higher_better	-0.347144266999827
HCC38	sensitivity_boundary_context	cpa_v0.8.8	CPA	CPA	excess_output_homogenization	0.9370850338408129	NA	NA	-1.0	-0.9370850338408129	higher_is_warning	-1.8175346804023793
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	total_shift_endpoint_alignment	0.22676418731108647	-0.11347367778311152	0.5264788141998912	1.0	0.22676418731108647	higher_better	0.42446943163627476
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	directional_response_recovery	0.14855494063022878	0.09836307194146528	0.2222824386831517	1.0	0.14855494063022878	higher_better	0.1804165106600387
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	endpoint_anchor_separation	0.6190476190476191	0.2857142857142857	0.9047619047619048	1.0	0.6190476190476191	higher_better	0.4390570399587618
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	target_identity_preservation	0.09573759416224033	NA	NA	1.0	0.09573759416224033	higher_better	0.1324353153077243
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	GEARS	GEARS	excess_output_homogenization	0.48871754802783474	NA	NA	-1.0	-0.48871754802783474	higher_is_warning	-0.48950070390194
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	total_shift_endpoint_alignment	-0.12245959936891411	-0.37692805994290907	0.14253817564210833	1.0	-0.12245959936891411	higher_better	-1.1468045420612332
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	directional_response_recovery	0.1321248955352351	0.09306180709439345	0.21177183825332435	1.0	0.1321248955352351	higher_better	0.033597565645639024
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	endpoint_anchor_separation	0.35714285714285715	0.07142857142857142	0.6904761904761905	1.0	0.35714285714285715	higher_better	-0.6476091339391726
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	target_identity_preservation	0.0857608567407805	NA	NA	1.0	0.0857608567407805	higher_better	0.05612734610928136
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	Geneformer kernel	Geneformer	excess_output_homogenization	0.45737474360956254	NA	NA	-1.0	-0.45737474360956254	higher_is_warning	-0.3966654504472865
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	total_shift_endpoint_alignment	0.4864271055196764	0.224716516037943	0.6812462245191961	1.0	0.4864271055196764	higher_better	1.5927792687017568
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	directional_response_recovery	0.40550271706235363	0.33123476143996566	0.6504381359038878	1.0	0.40550271706235363	higher_better	2.47650281118123
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	endpoint_anchor_separation	1.0	1.0	1.0	1.0	1.0	higher_better	2.0196623838103025
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	target_identity_preservation	0.43124150618546336	NA	NA	1.0	0.43124150618546336	higher_better	2.6985670177976053
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	scGen	scGen	excess_output_homogenization	0.7364328008556157	NA	NA	-1.0	-0.7364328008556157	higher_is_warning	-1.223216422953679
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	total_shift_endpoint_alignment	0.4732444857575836	0.19643705463182906	0.6789470339265176	1.0	0.4732444857575836	higher_better	1.5334662776416519
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	directional_response_recovery	0.07172411401260619	0.017815879978748547	0.14732129866379262	1.0	0.07172411401260619	higher_better	-0.5061440461348264
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	endpoint_anchor_separation	0.7857142857142857	0.47619047619047616	1.0	1.0	0.7857142857142857	higher_better	1.1305718778938108
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	target_identity_preservation	-0.014339382857698719	NA	NA	1.0	-0.014339382857698719	higher_better	-0.7094982965589637
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	scGPT kernel	scGPT	excess_output_homogenization	0.1448758057113064	NA	NA	-1.0	-0.1448758057113064	higher_is_warning	0.5289351345208494
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	total_shift_endpoint_alignment	0.051689745909258365	-0.24620575979193646	0.33434935467819593	1.0	0.051689745909258365	higher_better	-0.3632487127935355
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	directional_response_recovery	0.01674223807418152	-0.06908086900392221	0.10569743631395924	1.0	0.01674223807418152	higher_better	-0.9974622971511801
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	endpoint_anchor_separation	0.14285714285714285	0.0	0.42857142857142855	1.0	0.14285714285714285	higher_better	-1.5366996398556645
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	target_identity_preservation	-0.013007845325511755	NA	NA	1.0	-0.013007845325511755	higher_better	-0.6993139125564202
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	Linear low-rank	linear	excess_output_homogenization	-0.03980486453209603	NA	NA	-1.0	0.03980486453209603	higher_is_warning	1.0759467101738067
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	total_shift_endpoint_alignment	-0.013645167823920553	-0.335189653325688	0.28512701943895696	1.0	-0.013645167823920553	higher_better	-0.6572122211177382
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	directional_response_recovery	0.05949922820909229	-0.0394832281970908	0.12085382626537229	1.0	0.05949922820909229	higher_better	-0.615385671840426
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	endpoint_anchor_separation	0.35714285714285715	0.047619047619047616	0.7142857142857143	1.0	0.35714285714285715	higher_better	-0.6476091339391726
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	target_identity_preservation	0.042451032975142064	NA	NA	1.0	0.042451032975142064	higher_better	-0.2751317176794045
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	linear_embedding	excess_output_homogenization	-0.03328370924778483	NA	NA	-1.0	0.03328370924778483	higher_is_warning	1.056631492060036
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	total_shift_endpoint_alignment	0.031337631188834494	-0.282791884308144	0.3437834640852891	1.0	0.031337631188834494	higher_better	-0.45481964636001276
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	directional_response_recovery	0.024929360387413266	-0.0023164397868879927	0.07420956393690448	1.0	0.024929360387413266	higher_better	-0.924302141242734
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	endpoint_anchor_separation	0.5	0.16666666666666666	0.8333333333333334	1.0	0.5	higher_better	-0.05488212999484482
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	target_identity_preservation	-0.012376788035237373	NA	NA	1.0	-0.012376788035237373	higher_better	-0.6944872143850188
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	scGPT ridge	linear_embedding	excess_output_homogenization	-0.050094950255687776	NA	NA	-1.0	0.050094950255687776	higher_is_warning	1.1064252437303903
