cell_line	truth_metric	depmap_endpoint	n_replicates	spearman_aligned_mean	spearman_aligned_std	spearman_aligned_q025	spearman_aligned_q50	spearman_aligned_q975	configured_replicates	completed_replicates	formal_interval_citable	sensitivity_claim_status
HCC38	real_shift_top50_concentration	depmap_gene_effect	24	0.226984081097749	0.03499966582882228	0.15503873728029605	0.2350254394079556	0.27202532377428307	24	24	True	formal_interval_citable
HCC38	real_shift_top50_concentration	depmap_gene_dependency	24	0.2266702322360277	0.035105239413243616	0.15460524420325408	0.23474314137761632	0.2718264867719682	24	24	True	formal_interval_citable
HCC38	real_Edistance	depmap_gene_effect	24	0.6181872494603762	0.013974479418928218	0.5885435938945421	0.6171369102682701	0.6363610083256245	24	24	True	formal_interval_citable
HCC38	real_Edistance	depmap_gene_dependency	24	0.6182942579169114	0.013979165850904727	0.5886184270043728	0.6172414792553554	0.6364863695527788	24	24	True	formal_interval_citable
HCC38	real_DEG_burden	depmap_gene_effect	24	0.5703381268081965	0.04704813810553827	0.4946483034396112	0.5671866870617078	0.6690633048207271	24	24	True	formal_interval_citable
HCC38	real_DEG_burden	depmap_gene_dependency	24	0.5705137233301059	0.04707996906621717	0.4947132622736594	0.5672931922896918	0.6692809300568351	24	24	True	formal_interval_citable
HCC1143	real_shift_L2	depmap_gene_effect	24	0.7626691634100449	0.008535287283704666	0.7477692140686062	0.7634064264003473	0.7762130916196266	24	24	True	formal_interval_citable
HCC1143	real_shift_L2	depmap_gene_dependency	24	0.7608334970956124	0.00854236261569128	0.7458779253047323	0.7617406220181897	0.774415034776833	24	24	True	formal_interval_citable
HCC1143	real_shift_mean_abs	depmap_gene_effect	24	0.7809831379360256	0.0071156961571664104	0.7668177377333911	0.7802865827181936	0.79469442032132	24	24	True	formal_interval_citable
HCC1143	real_shift_mean_abs	depmap_gene_dependency	24	0.7794080675177621	0.007122762250596129	0.7651487876250599	0.7786525071084335	0.7931579096733963	24	24	True	formal_interval_citable
HCC1143	real_shift_top20_mean	depmap_gene_effect	24	0.7081207482993198	0.013719438478261882	0.6829651541467651	0.7118432479374728	0.7287424012158055	24	24	True	formal_interval_citable
HCC1143	real_shift_top20_mean	depmap_gene_dependency	24	0.7061956211479586	0.013727654420529325	0.6811119204210111	0.7098376937797528	0.7268228727540152	24	24	True	formal_interval_citable
HCC1143	real_shift_top50_mean	depmap_gene_effect	24	0.7177413518598929	0.011490273697456498	0.6987923360833695	0.715914025184542	0.7387565132435954	24	24	True	formal_interval_citable
HCC1143	real_shift_top50_mean	depmap_gene_dependency	24	0.7157215639134771	0.011469569587377002	0.6968022407776097	0.7139095762252368	0.7366605407423048	24	24	True	formal_interval_citable
HCC1143	real_shift_top100_mean	depmap_gene_effect	24	0.7286419887103778	0.010843801023724559	0.708193117672601	0.7292661745549283	0.7428734259661312	24	24	True	formal_interval_citable
HCC1143	real_shift_top100_mean	depmap_gene_dependency	24	0.7264962172956109	0.01087106497030588	0.7058879678076333	0.7270481835826654	0.7407948587186196	24	24	True	formal_interval_citable
HCC1143	real_shift_top50_concentration	depmap_gene_effect	24	0.2688567448255898	0.039923652863777706	0.194515306122449	0.26867129830655667	0.3273094876248372	24	24	True	formal_interval_citable
HCC1143	real_shift_top50_concentration	depmap_gene_dependency	24	0.26649113311544737	0.04018840918164771	0.19191732071470363	0.2664368413495075	0.3255524306930453	24	24	True	formal_interval_citable
HCC1143	real_Edistance	depmap_gene_effect	24	0.7366026197713126	0.017835411410041184	0.6977936387320886	0.7391445940078158	0.7588960052105949	24	24	True	formal_interval_citable
HCC1143	real_Edistance	depmap_gene_dependency	24	0.7342848235510563	0.017809325454104852	0.695461234158897	0.736847847334797	0.7565734031948704	24	24	True	formal_interval_citable
HCC1143	real_DEG_burden	depmap_gene_effect	24	0.7079413588731317	0.021034743714837212	0.6684615129691545	0.7073113480486644	0.7450283309899797	24	24	True	formal_interval_citable
HCC1143	real_DEG_burden	depmap_gene_dependency	24	0.7051065293757022	0.021045643232670403	0.6653687907228616	0.7044130835465408	0.7421523073685213	24	24	True	formal_interval_citable
