replicate	cell_line	truth_metric	n_targets	spearman_rank_vs_baseline
16	HCC38	real_shift_mean_abs	48	0.9870820668693009
16	HCC38	real_shift_top20_mean	48	0.9889274858879722
16	HCC38	real_shift_top50_mean	48	0.9857794181502388
16	HCC38	real_shift_top100_mean	48	0.9833912288319583
16	HCC38	real_shift_top50_concentration	48	0.9618975249674337
16	HCC38	real_Edistance	48	0.9770950933564915
16	HCC38	real_DEG_burden	48	0.9516239350182063
17	HCC38	real_shift_L2	48	0.9931610942249239
17	HCC38	real_shift_mean_abs	48	0.9947894051237516
17	HCC38	real_shift_top20_mean	48	0.9858879722101606
17	HCC38	real_shift_top50_mean	48	0.9874077290490665
17	HCC38	real_shift_top100_mean	48	0.9872991749891445
17	HCC38	real_shift_top50_concentration	48	0.9596178897090751
17	HCC38	real_Edistance	48	0.9792661745549284
17	HCC38	real_DEG_burden	48	0.9324180232432467
18	HCC38	real_shift_L2	48	0.9956578376031262
18	HCC38	real_shift_mean_abs	48	0.9986973512809378
18	HCC38	real_shift_top20_mean	48	0.99587494572297
18	HCC38	real_shift_top50_mean	48	0.997286148501954
18	HCC38	real_shift_top100_mean	48	0.9967433782023448
18	HCC38	real_shift_top50_concentration	48	0.9777464177160226
18	HCC38	real_Edistance	48	0.991098567086409
18	HCC38	real_DEG_burden	48	0.9641568880124237
19	HCC38	real_shift_L2	48	0.9924012158054711
19	HCC38	real_shift_mean_abs	48	0.997286148501954
19	HCC38	real_shift_top20_mean	48	0.9779635258358662
19	HCC38	real_shift_top50_mean	48	0.9861050803300042
19	HCC38	real_shift_top100_mean	48	0.986322188449848
19	HCC38	real_shift_top50_concentration	48	0.9584237950499348
19	HCC38	real_Edistance	48	0.9841511072514111
19	HCC38	real_DEG_burden	48	0.9102606200636697
20	HCC38	real_shift_L2	48	0.9965262700825009
20	HCC38	real_shift_mean_abs	48	0.998588797221016
20	HCC38	real_shift_top20_mean	48	0.9938124185844551
20	HCC38	real_shift_top50_mean	48	0.9967433782023448
20	HCC38	real_shift_top100_mean	48	0.9959834997828919
20	HCC38	real_shift_top50_concentration	48	0.9722101606600086
20	HCC38	real_Edistance	48	0.9894702561875813
20	HCC38	real_DEG_burden	48	0.9094584312089757
21	HCC38	real_shift_L2	48	0.9917498914459401
21	HCC38	real_shift_mean_abs	48	0.9931610942249239
21	HCC38	real_shift_top20_mean	48	0.9837168910117239
21	HCC38	real_shift_top50_mean	48	0.9812201476335215
21	HCC38	real_shift_top100_mean	48	0.9850195397307858
21	HCC38	real_shift_top50_concentration	48	0.9527789839339992
21	HCC38	real_Edistance	48	0.9850195397307858
21	HCC38	real_DEG_burden	48	0.9779908816646903
22	HCC38	real_shift_L2	48	0.9948979591836735
22	HCC38	real_shift_mean_abs	48	0.9962006079027355
22	HCC38	real_shift_top20_mean	48	0.9947894051237516
22	HCC38	real_shift_top50_mean	48	0.9952236213634389
22	HCC38	real_shift_top100_mean	48	0.9944637429439861
22	HCC38	real_shift_top50_concentration	48	0.958315240990013
22	HCC38	real_Edistance	48	0.9909900130264871
22	HCC38	real_DEG_burden	48	0.964058198742796
23	HCC38	real_shift_L2	48	0.9943551888840643
23	HCC38	real_shift_mean_abs	48	0.9963091619626574
23	HCC38	real_shift_top20_mean	48	0.9919669995657837
23	HCC38	real_shift_top50_mean	48	0.9937038645245331
23	HCC38	real_shift_top100_mean	48	0.9926183239253147
23	HCC38	real_shift_top50_concentration	48	0.9710160660008683
23	HCC38	real_Edistance	48	0.9882761615284412
23	HCC38	real_DEG_burden	48	0.9650967282508987
0	HCC1143	real_shift_L2	49	0.9815306122448978
0	HCC1143	real_shift_mean_abs	49	0.9828571428571428
0	HCC1143	real_shift_top20_mean	49	0.9897959183673468
0	HCC1143	real_shift_top50_mean	49	0.9880612244897958
0	HCC1143	real_shift_top100_mean	49	0.988673469387755
0	HCC1143	real_shift_top50_concentration	49	0.9695918367346938
0	HCC1143	real_Edistance	49	0.9703061224489795
0	HCC1143	real_DEG_burden	49	0.9652618012971496
1	HCC1143	real_shift_L2	49	0.9941836734693876
1	HCC1143	real_shift_mean_abs	49	0.9955102040816326
1	HCC1143	real_shift_top20_mean	49	0.9894897959183672
1	HCC1143	real_shift_top50_mean	49	0.9919387755102039
1	HCC1143	real_shift_top100_mean	49	0.9922448979591836
1	HCC1143	real_shift_top50_concentration	49	0.9763265306122448
1	HCC1143	real_Edistance	49	0.9937755102040815
1	HCC1143	real_DEG_burden	49	0.9766782247235468
2	HCC1143	real_shift_L2	49	0.9962244897959182
2	HCC1143	real_shift_mean_abs	49	0.9970408163265306
2	HCC1143	real_shift_top20_mean	49	0.9926530612244897
2	HCC1143	real_shift_top50_mean	49	0.9946938775510203
2	HCC1143	real_shift_top100_mean	49	0.995204081632653
2	HCC1143	real_shift_top50_concentration	49	0.9785714285714285
2	HCC1143	real_Edistance	49	0.9933673469387755
2	HCC1143	real_DEG_burden	49	0.9982281936747538
3	HCC1143	real_shift_L2	49	0.995204081632653
3	HCC1143	real_shift_mean_abs	49	0.9948979591836734
3	HCC1143	real_shift_top20_mean	49	0.9949999999999999
3	HCC1143	real_shift_top50_mean	49	0.9944897959183673
3	HCC1143	real_shift_top100_mean	49	0.993469387755102
3	HCC1143	real_shift_top50_concentration	49	0.9704081632653061
3	HCC1143	real_Edistance	49	0.9917346938775509
3	HCC1143	real_DEG_burden	49	0.9794250648312843
4	HCC1143	real_shift_L2	49	0.9781632653061223
4	HCC1143	real_shift_mean_abs	49	0.973469387755102
4	HCC1143	real_shift_top20_mean	49	0.9839795918367346
4	HCC1143	real_shift_top50_mean	49	0.9909183673469387
4	HCC1143	real_shift_top100_mean	49	0.9887755102040816
4	HCC1143	real_shift_top50_concentration	49	0.9689795918367345
4	HCC1143	real_Edistance	49	0.9754081632653059
4	HCC1143	real_DEG_burden	49	0.9393907958033825
5	HCC1143	real_shift_L2	49	0.9808163265306122
5	HCC1143	real_shift_mean_abs	49	0.9792857142857142
5	HCC1143	real_shift_top20_mean	49	0.9896938775510203
5	HCC1143	real_shift_top50_mean	49	0.9901020408163265
5	HCC1143	real_shift_top100_mean	49	0.9891836734693876
5	HCC1143	real_shift_top50_concentration	49	0.9801020408163263
5	HCC1143	real_Edistance	49	0.973673469387755
5	HCC1143	real_DEG_burden	49	0.9898792003380271
6	HCC1143	real_shift_L2	49	0.9802040816326529
6	HCC1143	real_shift_mean_abs	49	0.9875510204081632
6	HCC1143	real_shift_top20_mean	49	0.9841836734693877
6	HCC1143	real_shift_top50_mean	49	0.9822448979591837
6	HCC1143	real_shift_top100_mean	49	0.9843877551020408
6	HCC1143	real_shift_top50_concentration	49	0.9577551020408163
6	HCC1143	real_Edistance	49	0.9688775510204081
6	HCC1143	real_DEG_burden	49	0.9665002415847962
7	HCC1143	real_shift_L2	49	0.9672448979591837
7	HCC1143	real_shift_mean_abs	49	0.9685714285714284
7	HCC1143	real_shift_top20_mean	49	0.9836734693877549
7	HCC1143	real_shift_top50_mean	49	0.9778571428571426
7	HCC1143	real_shift_top100_mean	49	0.9747959183673468
7	HCC1143	real_shift_top50_concentration	49	0.9457142857142855
7	HCC1143	real_Edistance	49	0.9384693877551019
7	HCC1143	real_DEG_burden	49	0.9793325014117755
8	HCC1143	real_shift_L2	49	0.996734693877551
8	HCC1143	real_shift_mean_abs	49	0.9970408163265306
8	HCC1143	real_shift_top20_mean	49	0.994081632653061
8	HCC1143	real_shift_top50_mean	49	0.9942857142857142
8	HCC1143	real_shift_top100_mean	49	0.995408163265306
8	HCC1143	real_shift_top50_concentration	49	0.9740816326530612
8	HCC1143	real_Edistance	49	0.9908163265306121
8	HCC1143	real_DEG_burden	49	0.9934390545691721
9	HCC1143	real_shift_L2	49	0.9922448979591836
9	HCC1143	real_shift_mean_abs	49	0.9936734693877551
9	HCC1143	real_shift_top20_mean	49	0.9881632653061224
9	HCC1143	real_shift_top50_mean	49	0.9914285714285713
9	HCC1143	real_shift_top100_mean	49	0.9930612244897958
9	HCC1143	real_shift_top50_concentration	49	0.971734693877551
9	HCC1143	real_Edistance	49	0.9863265306122448
9	HCC1143	real_DEG_burden	49	0.9873186881598037
10	HCC1143	real_shift_L2	49	0.950204081632653
10	HCC1143	real_shift_mean_abs	49	0.9247959183673469
10	HCC1143	real_shift_top20_mean	49	0.9742857142857141
10	HCC1143	real_shift_top50_mean	49	0.966734693877551
10	HCC1143	real_shift_top100_mean	49	0.9686734693877549
10	HCC1143	real_shift_top50_concentration	49	0.9597959183673468
10	HCC1143	real_Edistance	49	0.9153061224489796
10	HCC1143	real_DEG_burden	49	0.9636250405622321
11	HCC1143	real_shift_L2	49	0.9973469387755102
11	HCC1143	real_shift_mean_abs	49	0.9980612244897958
11	HCC1143	real_shift_top20_mean	49	0.9933673469387755
11	HCC1143	real_shift_top50_mean	49	0.9960204081632652
11	HCC1143	real_shift_top100_mean	49	0.9963265306122447
11	HCC1143	real_shift_top50_concentration	49	0.9891836734693876
11	HCC1143	real_Edistance	49	0.9958163265306123
11	HCC1143	real_DEG_burden	49	0.9715849432295579
12	HCC1143	real_shift_L2	49	0.9931632653061223
12	HCC1143	real_shift_mean_abs	49	0.9945918367346939
12	HCC1143	real_shift_top20_mean	49	0.9922448979591836
12	HCC1143	real_shift_top50_mean	49	0.9944897959183673
12	HCC1143	real_shift_top100_mean	49	0.9920408163265305
12	HCC1143	real_shift_top50_concentration	49	0.9812244897959181
12	HCC1143	real_Edistance	49	0.9901020408163265
12	HCC1143	real_DEG_burden	49	0.9776264220625532
13	HCC1143	real_shift_L2	49	0.9696938775510202
13	HCC1143	real_shift_mean_abs	49	0.9754081632653059
13	HCC1143	real_shift_top20_mean	49	0.9901020408163265
13	HCC1143	real_shift_top50_mean	49	0.985816326530612
13	HCC1143	real_shift_top100_mean	49	0.9805102040816326
13	HCC1143	real_shift_top50_concentration	49	0.9828571428571428
13	HCC1143	real_Edistance	49	0.9549999999999998
13	HCC1143	real_DEG_burden	49	0.983591948262645
14	HCC1143	real_shift_L2	49	0.996734693877551
14	HCC1143	real_shift_mean_abs	49	0.9963265306122447
14	HCC1143	real_shift_top20_mean	49	0.9973469387755102
14	HCC1143	real_shift_top50_mean	49	0.9975510204081631
14	HCC1143	real_shift_top100_mean	49	0.996938775510204
14	HCC1143	real_shift_top50_concentration	49	0.9842857142857142
14	HCC1143	real_Edistance	49	0.9922448979591836
14	HCC1143	real_DEG_burden	49	0.9964055930567014
15	HCC1143	real_shift_L2	49	0.9865306122448979
15	HCC1143	real_shift_mean_abs	49	0.9883673469387754
15	HCC1143	real_shift_top20_mean	49	0.986734693877551
15	HCC1143	real_shift_top50_mean	49	0.9896938775510203
15	HCC1143	real_shift_top100_mean	49	0.9898979591836734
15	HCC1143	real_shift_top50_concentration	49	0.9735714285714284
15	HCC1143	real_Edistance	49	0.9885714285714284
15	HCC1143	real_DEG_burden	49	0.9684354264977917
16	HCC1143	real_shift_L2	49	0.9898979591836734
16	HCC1143	real_shift_mean_abs	49	0.9944897959183673
16	HCC1143	real_shift_top20_mean	49	0.9906122448979591
16	HCC1143	real_shift_top50_mean	49	0.9927551020408163
16	HCC1143	real_shift_top100_mean	49	0.9935714285714285
16	HCC1143	real_shift_top50_concentration	49	0.9692857142857142
16	HCC1143	real_Edistance	49	0.9844897959183674
16	HCC1143	real_DEG_burden	49	0.9856111644523045
17	HCC1143	real_shift_L2	49	0.9818367346938774
17	HCC1143	real_shift_mean_abs	49	0.9795918367346939
17	HCC1143	real_shift_top20_mean	49	0.9890816326530613
17	HCC1143	real_shift_top50_mean	49	0.9920408163265305
17	HCC1143	real_shift_top100_mean	49	0.9922448979591836
17	HCC1143	real_shift_top50_concentration	49	0.9770408163265305
17	HCC1143	real_Edistance	49	0.97234693877551
17	HCC1143	real_DEG_burden	49	0.9549602291778073
18	HCC1143	real_shift_L2	49	0.9894897959183672
18	HCC1143	real_shift_mean_abs	49	0.9895918367346938
18	HCC1143	real_shift_top20_mean	49	0.9844897959183674
18	HCC1143	real_shift_top50_mean	49	0.9861224489795917
18	HCC1143	real_shift_top100_mean	49	0.9896938775510203
18	HCC1143	real_shift_top50_concentration	49	0.9773469387755102
18	HCC1143	real_Edistance	49	0.9848979591836733
18	HCC1143	real_DEG_burden	49	0.9705658329196969
19	HCC1143	real_shift_L2	49	0.9966326530612244
19	HCC1143	real_shift_mean_abs	49	0.997142857142857
19	HCC1143	real_shift_top20_mean	49	0.9923469387755102
19	HCC1143	real_shift_top50_mean	49	0.9942857142857142
19	HCC1143	real_shift_top100_mean	49	0.9946938775510203
19	HCC1143	real_shift_top50_concentration	49	0.9718367346938775
19	HCC1143	real_Edistance	49	0.9885714285714284
19	HCC1143	real_DEG_burden	49	0.9762736919882373
20	HCC1143	real_shift_L2	49	0.9926530612244897
20	HCC1143	real_shift_mean_abs	49	0.9937755102040815
20	HCC1143	real_shift_top20_mean	49	0.9932653061224489
20	HCC1143	real_shift_top50_mean	49	0.993469387755102
20	HCC1143	real_shift_top100_mean	49	0.9956122448979591
20	HCC1143	real_shift_top50_concentration	49	0.985816326530612
20	HCC1143	real_Edistance	49	0.9913265306122447
20	HCC1143	real_DEG_burden	49	0.9901516599360928
21	HCC1143	real_shift_L2	49	0.9688775510204081
21	HCC1143	real_shift_mean_abs	49	0.9633673469387755
21	HCC1143	real_shift_top20_mean	49	0.9901020408163265
21	HCC1143	real_shift_top50_mean	49	0.9887755102040816
21	HCC1143	real_shift_top100_mean	49	0.983469387755102
21	HCC1143	real_shift_top50_concentration	49	0.9664285714285713
21	HCC1143	real_Edistance	49	0.9651020408163263
21	HCC1143	real_DEG_burden	49	0.9860585992134938
22	HCC1143	real_shift_L2	49	0.9953061224489794
22	HCC1143	real_shift_mean_abs	49	0.9948979591836734
22	HCC1143	real_shift_top20_mean	49	0.9943877551020407
22	HCC1143	real_shift_top50_mean	49	0.9921428571428571
22	HCC1143	real_shift_top100_mean	49	0.9908163265306121
22	HCC1143	real_shift_top50_concentration	49	0.9799999999999998
22	HCC1143	real_Edistance	49	0.9909183673469387
22	HCC1143	real_DEG_burden	49	0.960082840379572
23	HCC1143	real_shift_L2	49	0.9941836734693876
23	HCC1143	real_shift_mean_abs	49	0.9958163265306123
23	HCC1143	real_shift_top20_mean	49	0.997142857142857
23	HCC1143	real_shift_top50_mean	49	0.9981632653061224
23	HCC1143	real_shift_top100_mean	49	0.9973469387755102
23	HCC1143	real_shift_top50_concentration	49	0.9914285714285713
23	HCC1143	real_Edistance	49	0.987142857142857
23	HCC1143	real_DEG_burden	49	0.9795795403463096
