target_gene	n_target_cells	n_control_cells	total_variation_distance	strat_column	n_strata
RPS3	69	1666	0.18407362945178074	num_umis_over_threshold_bin	4
RUVBL2	95	1666	0.10720288115246097	num_umis_over_threshold_bin	4
SMAD1	321	1666	0.040771448766422455	num_umis_over_threshold_bin	4
SMAD5	290	1666	0.051889721405803696	num_umis_over_threshold_bin	4
SS18L2	8	1666	0.6325030012004802	num_umis_over_threshold_bin	4
STAT3	394	1666	0.05644694425993747	num_umis_over_threshold_bin	4
TAB3	246	1666	0.02557608409217345	num_umis_over_threshold_bin	4
TADA3	177	1666	0.06666734490406331	num_umis_over_threshold_bin	4
THAP8	276	1666	0.05696191520086298	num_umis_over_threshold_bin	4
THRA	266	1666	0.05026221014721678	num_umis_over_threshold_bin	4
TMF1	206	1666	0.06561265282812152	num_umis_over_threshold_bin	4
TMSB4X	352	1666	0.026888027938448106	num_umis_over_threshold_bin	4
UBP1	371	1666	0.022027678996126746	num_umis_over_threshold_bin	4
UXT	12	1666	0.34083633453381357	num_umis_over_threshold_bin	4
VEZF1	226	1666	0.07935386543998132	num_umis_over_threshold_bin	4
XBP1	394	1666	0.025021175983083593	num_umis_over_threshold_bin	4
YBX1	177	1666	0.038418757333441855	num_umis_over_threshold_bin	4
ZBTB17	139	1666	0.10733502033907089	num_umis_over_threshold_bin	4
ZBTB20	471	1666	0.08556543636562904	num_umis_over_threshold_bin	4
ZBTB5	363	1666	0.06010668730302038	num_umis_over_threshold_bin	4
ZNF131	118	1666	0.2320792723869209	num_umis_over_threshold_bin	4
ZNF24	472	1666	0.02376289498850387	num_umis_over_threshold_bin	4
ZNF566	372	1666	0.040884095573713336	num_umis_over_threshold_bin	4
ARID1A	365	1666	0.13126017530299794	transcriptome_total_signal_quantile_bin	4
BMPR1A	212	1666	0.042452830188679264	transcriptome_total_signal_quantile_bin	4
CDKN2A	399	1666	0.03224447673806363	transcriptome_total_signal_quantile_bin	4
COMMD6	395	1666	0.04584314738553652	transcriptome_total_signal_quantile_bin	4
ENY2	93	1666	0.059675483096464366	transcriptome_total_signal_quantile_bin	4
ERC1	433	1666	0.03579676674364893	transcriptome_total_signal_quantile_bin	4
ETV3	244	1666	0.05138448822151813	transcriptome_total_signal_quantile_bin	4
GON4L	167	1666	0.07067377849343327	transcriptome_total_signal_quantile_bin	4
HDGF	254	1666	0.046847085290809234	transcriptome_total_signal_quantile_bin	4
HLX	289	1666	0.015500317774168493	transcriptome_total_signal_quantile_bin	4
KLF3	236	1666	0.03832889087838523	transcriptome_total_signal_quantile_bin	4
LAMTOR5	157	1666	0.015923566878980916	transcriptome_total_signal_quantile_bin	4
MAML3	423	1666	0.05653892762778871	transcriptome_total_signal_quantile_bin	4
MIER1	267	1666	0.043552252361618804	transcriptome_total_signal_quantile_bin	4
MTDH	282	1666	0.07141580036269828	transcriptome_total_signal_quantile_bin	4
MYBL1	220	1666	0.07345847429881042	transcriptome_total_signal_quantile_bin	4
NCOA1	389	1666	0.04901909349858198	transcriptome_total_signal_quantile_bin	4
NPM1	80	1666	0.09420768307322928	transcriptome_total_signal_quantile_bin	4
PA2G4	194	1666	0.04641031670400121	transcriptome_total_signal_quantile_bin	4
PARK7	254	1666	0.06032649280184513	transcriptome_total_signal_quantile_bin	4
PCBD1	428	1666	0.031596750849872665	transcriptome_total_signal_quantile_bin	4
PEX14	439	1666	0.06362681746958464	transcriptome_total_signal_quantile_bin	4
PFDN5	67	1666	0.07719804339646304	transcriptome_total_signal_quantile_bin	4
PMF1	94	1666	0.14893617021276592	transcriptome_total_signal_quantile_bin	4
PRDX2	302	1666	0.04769324948522455	transcriptome_total_signal_quantile_bin	4
PRPF6	25	1666	0.26	transcriptome_total_signal_quantile_bin	4
RORC	296	1666	0.06081081081081077	transcriptome_total_signal_quantile_bin	4
RPS3	69	1666	0.07703081232492998	transcriptome_total_signal_quantile_bin	4
RUVBL2	95	1666	0.054223794781070325	transcriptome_total_signal_quantile_bin	4
SMAD1	321	1666	0.06660608168501042	transcriptome_total_signal_quantile_bin	4
SMAD5	290	1666	0.05143022726331915	transcriptome_total_signal_quantile_bin	4
SS18L2	8	1666	0.25	transcriptome_total_signal_quantile_bin	4
STAT3	394	1666	0.06244020450819923	transcriptome_total_signal_quantile_bin	4
TAB3	246	1666	0.02439024390243902	transcriptome_total_signal_quantile_bin	4
TADA3	177	1666	0.12918387694060676	transcriptome_total_signal_quantile_bin	4
THAP8	276	1666	0.03732362510221479	transcriptome_total_signal_quantile_bin	4
THRA	266	1666	0.03800467555443229	transcriptome_total_signal_quantile_bin	4
TMF1	206	1666	0.033980582524271816	transcriptome_total_signal_quantile_bin	4
TMSB4X	352	1666	0.04131425297391686	transcriptome_total_signal_quantile_bin	4
UBP1	371	1666	0.03662597114317426	transcriptome_total_signal_quantile_bin	4
UXT	12	1666	0.41666666666666663	transcriptome_total_signal_quantile_bin	4
VEZF1	226	1666	0.05936533905597638	transcriptome_total_signal_quantile_bin	4
XBP1	394	1666	0.050718764663225696	transcriptome_total_signal_quantile_bin	4
YBX1	177	1666	0.018821087757136742	transcriptome_total_signal_quantile_bin	4
ZBTB17	139	1666	0.0329657042673184	transcriptome_total_signal_quantile_bin	4
ZBTB20	471	1666	0.050127057192303676	transcriptome_total_signal_quantile_bin	4
ZBTB5	363	1666	0.03719008264462813	transcriptome_total_signal_quantile_bin	4
ZNF131	118	1666	0.12524670885303274	transcriptome_total_signal_quantile_bin	4
ZNF24	472	1666	0.04044753494618185	transcriptome_total_signal_quantile_bin	4
ZNF566	372	1666	0.029569892473118295	transcriptome_total_signal_quantile_bin	4
ARID1A	365	1666	0.12368728313243106	transcriptome_detected_genes_quantile_bin	4
BMPR1A	212	1666	0.02890212688849124	transcriptome_detected_genes_quantile_bin	4
CDKN2A	399	1666	0.01770181756913293	transcriptome_detected_genes_quantile_bin	4
COMMD6	395	1666	0.043031896302824904	transcriptome_detected_genes_quantile_bin	4
ENY2	93	1666	0.07342937174869948	transcriptome_detected_genes_quantile_bin	4
ERC1	433	1666	0.0451233611227401	transcriptome_detected_genes_quantile_bin	4
ETV3	244	1666	0.0702723712435794	transcriptome_detected_genes_quantile_bin	4
GON4L	167	1666	0.06408551444529907	transcriptome_detected_genes_quantile_bin	4
HDGF	254	1666	0.03163785199119015	transcriptome_detected_genes_quantile_bin	4
HLX	289	1666	0.028034743309088353	transcriptome_detected_genes_quantile_bin	4
KLF3	236	1666	0.04320202657334121	transcriptome_detected_genes_quantile_bin	4
LAMTOR5	157	1666	0.04416926006071219	transcriptome_detected_genes_quantile_bin	4
MAML3	423	1666	0.03067751923464422	transcriptome_detected_genes_quantile_bin	4
MIER1	267	1666	0.050166133869278026	transcriptome_detected_genes_quantile_bin	4
MTDH	282	1666	0.060722161204907504	transcriptome_detected_genes_quantile_bin	4
MYBL1	220	1666	0.0736712866964968	transcriptome_detected_genes_quantile_bin	4
NCOA1	389	1666	0.039509377015587724	transcriptome_detected_genes_quantile_bin	4
NPM1	80	1666	0.10310624249699882	transcriptome_detected_genes_quantile_bin	4
PA2G4	194	1666	0.05357606960309898	transcriptome_detected_genes_quantile_bin	4
PARK7	254	1666	0.06338913518163174	transcriptome_detected_genes_quantile_bin	4
PCBD1	428	1666	0.02859555036968056	transcriptome_detected_genes_quantile_bin	4
PEX14	439	1666	0.07574783899892533	transcriptome_detected_genes_quantile_bin	4
PFDN5	67	1666	0.08277042160147641	transcriptome_detected_genes_quantile_bin	4
PMF1	94	1666	0.06322954713800416	transcriptome_detected_genes_quantile_bin	4
PRDX2	302	1666	0.0278256998163504	transcriptome_detected_genes_quantile_bin	4
PRPF6	25	1666	0.09939975990396159	transcriptome_detected_genes_quantile_bin	4
RORC	296	1666	0.040763602738392635	transcriptome_detected_genes_quantile_bin	4
RPS3	69	1666	0.09628199105729252	transcriptome_detected_genes_quantile_bin	4
RUVBL2	95	1666	0.050969861628862065	transcriptome_detected_genes_quantile_bin	4
SMAD1	321	1666	0.03979161758161211	transcriptome_detected_genes_quantile_bin	4
SMAD5	290	1666	0.05187730264519601	transcriptome_detected_genes_quantile_bin	4
SS18L2	8	1666	0.01560624249699881	transcriptome_detected_genes_quantile_bin	4
STAT3	394	1666	0.044210577632068024	transcriptome_detected_genes_quantile_bin	4
TAB3	246	1666	0.03718560594969697	transcriptome_detected_genes_quantile_bin	4
TADA3	177	1666	0.12353415942648248	transcriptome_detected_genes_quantile_bin	4
THAP8	276	1666	0.04350000869913183	transcriptome_detected_genes_quantile_bin	4
THRA	266	1666	0.030138371137928874	transcriptome_detected_genes_quantile_bin	4
TMF1	206	1666	0.05699949882865765	transcriptome_detected_genes_quantile_bin	4
TMSB4X	352	1666	0.017826448761322694	transcriptome_detected_genes_quantile_bin	4
UBP1	371	1666	0.023511291308976418	transcriptome_detected_genes_quantile_bin	4
UXT	12	1666	0.2493997599039616	transcriptome_detected_genes_quantile_bin	4
VEZF1	226	1666	0.06018867724080783	transcriptome_detected_genes_quantile_bin	4
XBP1	394	1666	0.05223612287554617	transcriptome_detected_genes_quantile_bin	4
YBX1	177	1666	0.021839244172245184	transcriptome_detected_genes_quantile_bin	4
ZBTB17	139	1666	0.07913237237340981	transcriptome_detected_genes_quantile_bin	4
ZBTB20	471	1666	0.040756429960519217	transcriptome_detected_genes_quantile_bin	4
ZBTB5	363	1666	0.04457320118129894	transcriptome_detected_genes_quantile_bin	4
ZNF131	118	1666	0.11377093210165419	transcriptome_detected_genes_quantile_bin	4
ZNF24	472	1666	0.04320202657334121	transcriptome_detected_genes_quantile_bin	4
ZNF566	372	1666	0.03823464869818893	transcriptome_detected_genes_quantile_bin	4
