cell_line	model_a	model_b	conventional_distance	audit_profile_distance	discordance_ratio	conventional_distance_median	audit_profile_distance_median	is_predefined_candidate
HCC1143	geneformer_hcc_formal_v1	scgen_hcc_formal_v1	3.167337157628578	4.905972660816267	1.435612710868924	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	lm_g_geneformer_ridge_hcc_formal_v1	3.1344047978120706	3.805790878563009	1.1245081797021896	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	cpa_v0.8.8	3.3120899290967913	3.5897303019640154	1.0077595943441644	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	gears_hcc_formal_v1	3.2086902256874645	3.314514685068079	0.9583149888508073	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	scgen_hcc_formal_v1	4.156415007676092	4.199857492724127	0.9531234541930036	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	lm_g_scgpt_ridge_hcc_formal_v1	3.061695384073924	3.0512444528069955	0.9213542004740389	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	lm_train_lowrank_hcc_formal_v1	3.18211753390952	2.5997554928861897	0.7574785732715896	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	scgpt_hcc_formal_v1	3.2685687763316356	1.9460983540339976	0.5530937371822378	0.9529706246952125	2.75855085048033	False
HCC1143	cellot_hcc_seed123_retrain_v1	geneformer_hcc_formal_v1	3.3109397738133546	1.6747543683882875	0.47031246658654363	0.9529706246952125	2.75855085048033	False
HCC38	lm_g_geneformer_ridge_hcc_formal_v1	scgpt_hcc_formal_v1	0.13684315554859536	2.4083848106135046	6.225739750256387	0.8807059307103386	2.8723332051064094	False
HCC38	cpa_v0.8.8	gears_hcc_formal_v1	0.17310256562447499	2.093620507668652	4.948257651377246	0.8807059307103386	2.8723332051064094	False
HCC38	lm_train_lowrank_hcc_formal_v1	scgpt_hcc_formal_v1	0.324317292062634	2.827651976248687	4.923501373419048	0.8807059307103386	2.8723332051064094	False
HCC38	cpa_v0.8.8	geneformer_hcc_formal_v1	0.08531176050194111	1.556580803572595	4.642189707997384	0.8807059307103386	2.8723332051064094	False
HCC38	cpa_v0.8.8	scgpt_hcc_formal_v1	0.5620730664456123	3.6313971399773437	4.471761581592305	0.8807059307103386	2.8723332051064094	True
HCC38	cpa_v0.8.8	lm_g_geneformer_ridge_hcc_formal_v1	0.4747785449810252	3.091390813350194	4.265290183819014	0.8807059307103386	2.8723332051064094	True
HCC38	lm_g_scgpt_ridge_hcc_formal_v1	scgpt_hcc_formal_v1	0.3010771564564966	2.005207762310933	3.6387060120668044	0.8807059307103386	2.8723332051064094	False
HCC38	gears_hcc_formal_v1	geneformer_hcc_formal_v1	0.1995018642871135	1.5686661905177428	3.489787952282613	0.8807059307103386	2.8723332051064094	False
HCC38	lm_g_scgpt_ridge_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.12278317563908886	1.2704913415653414	3.40812414451711	0.8807059307103386	2.8723332051064094	False
HCC38	geneformer_hcc_formal_v1	scgpt_hcc_formal_v1	0.6245441919212323	2.917014433964132	3.3354683055591767	0.8807059307103386	2.8723332051064094	True
HCC38	cpa_v0.8.8	lm_g_scgpt_ridge_hcc_formal_v1	0.7996757872716967	3.3080828466888414	3.151528202138649	0.8807059307103386	2.8723332051064094	True
HCC38	cpa_v0.8.8	lm_train_lowrank_hcc_formal_v1	0.8680234696467525	3.4732447913786615	3.1065938110190636	0.8807059307103386	2.8723332051064094	True
HCC38	gears_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.5791305905858798	2.159021992419119	2.603958914232693	0.8807059307103386	2.8723332051064094	False
HCC38	gears_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.9709246954593931	2.7560738308448394	2.257365946560546	0.8807059307103386	2.8723332051064094	False
HCC38	geneformer_hcc_formal_v1	lm_g_geneformer_ridge_hcc_formal_v1	0.5475158651747851	1.6377415752162747	2.05355359903385	0.8807059307103386	2.8723332051064094	False
HCC38	gears_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.8867818851369026	2.22264559838946	1.9552084946548802	0.8807059307103386	2.8723332051064094	False
HCC38	gears_hcc_formal_v1	scgpt_hcc_formal_v1	0.687851376188898	1.8010040614108724	1.920351248754922	0.8807059307103386	2.8723332051064094	False
HCC38	geneformer_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.8746299762837747	2.036073562276597	1.8104386377860873	0.8807059307103386	2.8723332051064094	False
HCC38	geneformer_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.9375855540786048	2.1486124321110758	1.8092274907958859	0.8807059307103386	2.8723332051064094	False
HCC38	geneformer_hcc_formal_v1	scgen_hcc_formal_v1	2.6013073917075973	4.798559076179528	1.6829329205735886	0.8807059307103386	2.8723332051064094	False
HCC38	lm_train_lowrank_hcc_formal_v1	scgen_hcc_formal_v1	3.5205237383005126	6.278646859621258	1.6651922373126953	0.8807059307103386	2.8723332051064094	False
HCC38	lm_g_geneformer_ridge_hcc_formal_v1	scgen_hcc_formal_v1	3.126632528523472	5.574366924703578	1.6508657301661214	0.8807059307103386	2.8723332051064094	False
HCC38	cpa_v0.8.8	scgen_hcc_formal_v1	2.660139664521825	4.697643357139406	1.6142329574107543	0.8807059307103386	2.8723332051064094	False
HCC38	lm_g_scgpt_ridge_hcc_formal_v1	scgen_hcc_formal_v1	3.4365739779140556	5.75919807793713	1.5622087370116498	0.8807059307103386	2.8723332051064094	False
HCC38	lm_g_geneformer_ridge_hcc_formal_v1	lm_train_lowrank_hcc_formal_v1	0.3945612940271758	0.971899149691252	1.5078459701154114	0.8807059307103386	2.8723332051064094	False
HCC38	scgen_hcc_formal_v1	scgpt_hcc_formal_v1	3.22221232110074	4.811852572088977	1.3858174924520608	0.8807059307103386	2.8723332051064094	False
HCC38	gears_hcc_formal_v1	scgen_hcc_formal_v1	2.5504900728799975	3.816940140903216	1.3629543549775596	0.8807059307103386	2.8723332051064094	False
HCC38	lm_g_geneformer_ridge_hcc_formal_v1	lm_g_scgpt_ridge_hcc_formal_v1	0.32793903251066164	0.7371062131188039	1.2754047947180414	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	lm_train_lowrank_hcc_formal_v1	3.3505081449786625	4.38563416789597	1.2180597824816086	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	lm_g_geneformer_ridge_hcc_formal_v1	3.2518989355059684	3.9500796926597577	1.127982207770092	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	cpa_v0.8.8	3.246854163787932	3.76649103689895	1.077108412442038	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	geneformer_hcc_formal_v1	3.299692917853631	3.7729337022597957	1.0628901681278813	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	lm_g_scgpt_ridge_hcc_formal_v1	3.2378030754567684	3.6583894590441153	1.0489094079845682	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	scgen_hcc_formal_v1	3.89862203897204	4.092099681705925	0.9863756310564942	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	gears_hcc_formal_v1	3.1026159845633647	2.312334466410212	0.6897105057832515	0.8807059307103386	2.8723332051064094	False
HCC38	cellot_hcc_seed123_retrain_v1	scgpt_hcc_formal_v1	3.3725279178692973	1.8586474118393856	0.5130802174556068	0.8807059307103386	2.8723332051064094	False
