cell_line	context_role	target_gene	raw_category	corrected_category	category_changed_from_raw	observed_shift_mean_abs	noise_corrected_shift	equal_n_primary_shift	depmap_gene_dependency
HCC38	sensitivity_boundary_context	ERC1	low_information	low_information	False	0.00417172244801	0.0001540531423909	0.0160564684202989	0.0054295617631019
HCC38	sensitivity_boundary_context	ETV3	middle	middle	False	0.0051298888376656	0.0001472977658825	0.0156384888962326	0.0807914252803547
HCC38	sensitivity_boundary_context	GON4L	middle	middle	False	0.0060144581054616	0.0001679449755795	0.0159178293405656	0.3129469325001975
HCC38	sensitivity_boundary_context	HDGF	middle	middle	False	0.0053940020400889	0.000499433390583	0.0161295046066455	0.0286996254177853
HCC38	sensitivity_boundary_context	HLX	middle	middle	False	0.0052991294769277	0.0006534833889089	0.0163687572433246	0.006315463793662
HCC38	sensitivity_boundary_context	KLF3	middle	middle	False	0.0054676604656395	0.0004151878526526	0.0162768765202744	0.1616884807733207
HCC38	sensitivity_boundary_context	LAMTOR5	middle	middle	False	0.0106435490794122	0.0046119790678145	0.0184613157123066	0.0890975409858624
HCC38	sensitivity_boundary_context	MAML3	low_information	low_information	False	0.0039010408237359	-0.0001588297680574	0.0157502305237748	0.009549016733777
HCC38	sensitivity_boundary_context	MIER1	middle	middle	False	0.0049938655360828	0.0001888196382934	0.0157189403107321	0.0068709338808792
HCC38	sensitivity_boundary_context	MTDH	middle	middle	False	0.0056310162158605	0.0009157505297965	0.0168390239074519	0.0342163047187118
HCC38	sensitivity_boundary_context	MYBL1	middle	middle	False	0.0071407239504648	0.0019411097801427	0.0161164751986796	0.0145675964421822
HCC38	sensitivity_boundary_context	NCOA1	middle	middle	False	0.0043489041564256	0.0001819874491868	0.0161017896806173	0.0459486880054965
HCC38	sensitivity_boundary_context	NPM1	endpoint_anchor	endpoint_anchor	False	0.0113723052385142	0.0031722798838418	0.018076447108605	0.8555302996262993
HCC38	sensitivity_boundary_context	PA2G4	middle	endpoint_anchor	True	0.0071702138866234	0.001678226549744	0.0163397612934232	0.3764696904296344
HCC38	sensitivity_boundary_context	PARK7	middle	middle	False	0.0050560733285705	0.0001615046790646	0.0157398633837141	0.0215311147572859
HCC38	sensitivity_boundary_context	PCBD1	middle	middle	False	0.0041690086810655	0.0001295065875872	0.0159654279138245	0.0210892465180688
HCC38	sensitivity_boundary_context	PEX14	low_information	middle	True	0.004391741095693	0.0003881482885448	0.0166917819485561	0.0049454685061893
HCC38	sensitivity_boundary_context	PFDN5	endpoint_anchor	middle	True	0.0091179791241103	0.0001812035372937	0.0161947495752336	0.8201974002162512
HCC38	sensitivity_boundary_context	PMF1	endpoint_anchor	endpoint_anchor	False	0.0092008578860405	0.0015908925687295	0.0176654407999732	0.9978434877605236
HCC38	sensitivity_boundary_context	PRDX2	middle	middle	False	0.0048643958897732	0.0002855126478934	0.0156638234105692	0.1572365253337959
HCC38	sensitivity_boundary_context	PRPF6	endpoint_anchor	middle	True	0.0144798741040019	0.0002308870003735	0.0160597010220824	0.9972796156547944
HCC38	sensitivity_boundary_context	RORC	middle	middle	False	0.0047603589109585	0.0001511530866577	0.0161038823069208	0.263229534078098
HCC38	sensitivity_boundary_context	RPS3	endpoint_anchor	middle	True	0.0096911866022176	0.0009218466160271	0.0165918848775053	1.0
HCC38	sensitivity_boundary_context	RUVBL2	endpoint_anchor	middle	True	0.0082501146934477	0.0006879403849594	0.0170069005853995	0.978029448287533
HCC38	sensitivity_boundary_context	SMAD1	middle	low_information	True	0.0045644798021591	8.928461131540999e-05	0.0159737063215863	0.0125810954880103
HCC38	sensitivity_boundary_context	STAT3	middle	middle	False	0.0049421595924907	0.0007970097757102	0.0163685593923038	0.0235621693286022
HCC38	sensitivity_boundary_context	TAB3	middle	middle	False	0.005355838101385	0.0003845878513856	0.015794543570039	0.0271522701939877
HCC38	sensitivity_boundary_context	TADA3	middle	middle	False	0.0091400872937874	0.0034369248792146	0.0174782203208373	0.035551946395066
HCC38	sensitivity_boundary_context	THAP8	middle	middle	False	0.0050563694115236	0.0003178300330347	0.0158714041316827	0.0267473201978675
HCC38	sensitivity_boundary_context	THRA	middle	middle	False	0.0058419151883759	0.0010262530786392	0.0162138310090702	0.0573416619307745
HCC38	sensitivity_boundary_context	TMF1	middle	middle	False	0.00630257681098	0.0009563640545694	0.0162286568687756	0.0809743969956026
HCC38	sensitivity_boundary_context	TMSB4X	middle	middle	False	0.0045126915949235	0.0001961393063308	0.0160158045617145	0.2174493812731642
HCC38	sensitivity_boundary_context	UBP1	middle	middle	False	0.004398069047543	0.0001585391625746	0.0156550263994747	0.0201784564207119
HCC38	sensitivity_boundary_context	VEZF1	middle	middle	False	0.0073740581188237	0.0022365591295995	0.0171604069916504	0.0694464693745538
HCC38	sensitivity_boundary_context	XBP1	low_information	low_information	False	0.0040282961697656	-0.0001168536470148	0.0154375408001065	0.0113924113087519
HCC38	sensitivity_boundary_context	YBX1	middle	endpoint_anchor	True	0.0076494599161971	0.0019462975016243	0.01667474212802	1.0
HCC38	sensitivity_boundary_context	ZBTB17	endpoint_anchor	endpoint_anchor	False	0.0079465191255336	0.0015980088443709	0.0168904362859265	0.2634223656448051
HCC38	sensitivity_boundary_context	ZBTB20	middle	middle	False	0.0048062658192207	0.0008809511967314	0.0162135320392535	0.0018330352467763
HCC38	sensitivity_boundary_context	ZBTB5	middle	middle	False	0.0046384099549855	0.0003590051660145	0.0157701275032364	0.0143722132742512
HCC38	sensitivity_boundary_context	ZNF131	endpoint_anchor	endpoint_anchor	False	0.0098454685363047	0.003003726532435	0.0183272663870769	0.6622862073859538
HCC38	sensitivity_boundary_context	ZNF24	middle	middle	False	0.0039710221358838	5.247577735052831e-05	0.0158970938878878	0.0403071652767106
HCC38	sensitivity_boundary_context	ZNF566	middle	middle	False	0.0045411647163488	0.0002923370664005	0.0157121555465061	0.0863639716532793
