timepoint	role	target_gene	crispr_real_shift_L2	crispr_real_shift_mean_abs	crispr_depmap_gene_effect	crispr_depmap_gene_dependency	crispr_depmap_join_status	rnai_real_shift_L2	rnai_real_shift_mean_abs	rnai_depmap_gene_effect	rnai_depmap_gene_dependency	rnai_depmap_join_status	platform_join_status	crispr_aligned_depmap_gene_dependency	rnai_aligned_depmap_gene_dependency	delta_rnai_minus_crispr_aligned_depmap_gene_dependency	crispr_aligned_depmap_gene_effect	rnai_aligned_depmap_gene_effect	delta_rnai_minus_crispr_aligned_depmap_gene_effect	delta_rnai_minus_crispr_real_shift_mean_abs	delta_rnai_minus_crispr_real_shift_L2
HCC38	primary	PA2G4	3.347055500027386	0.0071702138866234	-0.4663635980262615	0.3764696904296344	both	3.347055500027386	0.0071702138866234	-0.0198807454862	0.0198807454862	both	both	0.3764696904296344	0.0198807454862	-0.3565889449434344	0.4663635980262615	0.0198807454862	-0.4464828525400615	0.0	0.0
HCC38	primary	PARK7	2.227876740019074	0.0050560733285705	0.0134496621963463	0.0215311147572859	both	2.227876740019074	0.0050560733285705	-0.0715467080541	0.0715467080541	both	both	0.0215311147572859	0.0715467080541	0.0500155932968141	-0.0134496621963463	0.0715467080541	0.0849963702504463	0.0	0.0
HCC38	primary	PCBD1	1.7392892243046572	0.0041690086810655	0.016465541489049	0.0210892465180688	both	1.7392892243046572	0.0041690086810655	0.0568183343659	-0.0568183343659	both	both	0.0210892465180688	-0.0568183343659	-0.0779075808839688	-0.016465541489049	-0.0568183343659	-0.04035279287685101	0.0	0.0
HCC38	primary	PEX14	1.8521323648982424	0.004391741095693	0.232031509113923	0.0049454685061893	both	1.8521323648982424	0.004391741095693	-0.204951328739	0.204951328739	both	both	0.0049454685061893	0.204951328739	0.2000058602328107	-0.232031509113923	0.204951328739	0.436982837852923	0.0	0.0
HCC38	primary	PFDN5	3.763957430728924	0.0091179791241103	-0.8870801927678431	0.8201974002162512	both	3.763957430728924	0.0091179791241103	-0.074189236453	0.074189236453	both	both	0.8201974002162512	0.074189236453	-0.7460081637632512	0.8870801927678431	0.074189236453	-0.8128909563148431	0.0	0.0
HCC38	primary	PMF1	3.907662671107953	0.0092008578860405	-1.5920218294593655	0.9978434877605236	both	3.907662671107953	0.0092008578860405	-0.883205386631	0.883205386631	both	both	0.9978434877605236	0.883205386631	-0.11463810112952355	1.5920218294593655	0.883205386631	-0.7088164428283655	0.0	0.0
HCC38	primary	PRDX2	2.130357874677587	0.0048643958897732	-0.278397829186231	0.1572365253337959	both	2.130357874677587	0.0048643958897732	-0.147605511954	0.147605511954	both	both	0.1572365253337959	0.147605511954	-0.009631013379795883	0.278397829186231	0.147605511954	-0.130792317232231	0.0	0.0
HCC38	primary	PRPF6	5.908263551904799	0.0144798741040019	-1.5741714599009082	0.9972796156547944	both	5.908263551904799	0.0144798741040019	-0.683482905795	0.683482905795	both	both	0.9972796156547944	0.683482905795	-0.31379670985979435	1.5741714599009082	0.683482905795	-0.8906885541059082	0.0	0.0
HCC38	primary	RORC	1.944086166826961	0.0047603589109585	-0.377798049598536	0.263229534078098	both	1.944086166826961	0.0047603589109585	0.10641020877	-0.10641020877	both	both	0.263229534078098	-0.10641020877	-0.36963974284809803	0.377798049598536	-0.10641020877	-0.48420825836853604	0.0	0.0
HCC38	primary	RPS3	4.1654645837132325	0.0096911866022176	-1.977444057423196	1.0	both	4.1654645837132325	0.0096911866022176	-0.550710661505	0.550710661505	both	both	1.0	0.550710661505	-0.44928933849499997	1.977444057423196	0.550710661505	-1.426733395918196	0.0	0.0
HCC38	primary	RUVBL2	3.3300033506603586	0.0082501146934477	-1.3247838305863433	0.978029448287533	both	3.3300033506603586	0.0082501146934477	-0.591442369559	0.591442369559	both	both	0.978029448287533	0.591442369559	-0.38658707872853304	1.3247838305863433	0.591442369559	-0.7333414610273433	0.0	0.0
HCC38	primary	SMAD1	1.9253649364438048	0.0045644798021591	0.092940314960579	0.0125810954880103	both	1.9253649364438048	0.0045644798021591	-0.223944633657	0.223944633657	both	both	0.0125810954880103	0.223944633657	0.21136353816898967	-0.092940314960579	0.223944633657	0.316884948617579	0.0	0.0
HCC38	primary	SMAD5	2.454656887976536	0.0056882072248267			none	2.454656887976536	0.0056882072248267	-0.0878853327184	0.0878853327184	both	both		0.0878853327184			0.0878853327184		0.0	0.0
HCC38	primary	STAT3	2.1690524844948564	0.0049421595924907	0.0005423560077098	0.0235621693286022	both	2.1690524844948564	0.0049421595924907	0.0286445372147	-0.0286445372147	both	both	0.0235621693286022	-0.0286445372147	-0.0522067065433022	-0.0005423560077098	-0.0286445372147	-0.0281021812069902	0.0	0.0
HCC38	primary	TAB3	2.217455001567444	0.005355838101385	-0.0196506729762948	0.0271522701939877	both	2.217455001567444	0.005355838101385	-1.02636588284	1.02636588284	both	both	0.0271522701939877	1.02636588284	0.9992136126460123	0.0196506729762948	1.02636588284	1.006715209863705	0.0	0.0
HCC38	primary	TADA3	4.428444823703298	0.0091400872937874	-0.0575575471120086	0.035551946395066	both	4.428444823703298	0.0091400872937874	-0.718172162701	0.718172162701	both	both	0.035551946395066	0.718172162701	0.6826202163059341	0.0575575471120086	0.718172162701	0.6606146155889915	0.0	0.0
HCC38	primary	THAP8	2.1205903979959158	0.0050563694115236	-0.0175508210223816	0.0267473201978675	both	2.1205903979959158	0.0050563694115236	0.212759155205	-0.212759155205	both	both	0.0267473201978675	-0.212759155205	-0.23950647540286749	0.0175508210223816	-0.212759155205	-0.23030997622738159	0.0	0.0
HCC38	primary	THRA	2.5748785168349526	0.0058419151883759	-0.1244560670130739	0.0573416619307745	both	2.5748785168349526	0.0058419151883759	-0.200216632226	0.200216632226	both	both	0.0573416619307745	0.200216632226	0.1428749702952255	0.1244560670130739	0.200216632226	0.0757605652129261	0.0	0.0
HCC38	primary	TMF1	2.6709537577516334	0.00630257681098	-0.1739325679207107	0.0809743969956026	both	2.6709537577516334	0.00630257681098	0.148630280937	-0.148630280937	both	both	0.0809743969956026	-0.148630280937	-0.2296046779326026	0.1739325679207107	-0.148630280937	-0.3225628488577107	0.0	0.0
HCC38	primary	TMSB4X	1.993718373946049	0.0045126915949235	-0.3380993515689319	0.2174493812731642	both	1.993718373946049	0.0045126915949235	0.260855376361	-0.260855376361	both	both	0.2174493812731642	-0.260855376361	-0.4783047576341642	0.3380993515689319	-0.260855376361	-0.5989547279299319	0.0	0.0
HCC38	primary	UBP1	1.8193468573847944	0.004398069047543	0.0228586479772922	0.0201784564207119	both	1.8193468573847944	0.004398069047543	-0.0855084770496	0.0855084770496	both	both	0.0201784564207119	0.0855084770496	0.0653300206288881	-0.0228586479772922	0.0855084770496	0.1083671250268922	0.0	0.0
HCC38	primary	VEZF1	3.330757494619107	0.0073740581188237	-0.151644262020672	0.0694464693745538	both	3.330757494619107	0.0073740581188237	0.272258130618	-0.272258130618	both	both	0.0694464693745538	-0.272258130618	-0.3417045999925538	0.151644262020672	-0.272258130618	-0.423902392638672	0.0	0.0
HCC38	primary	XBP1	1.6387798034173342	0.0040282961697656	0.1080243659617565	0.0113924113087519	both	1.6387798034173342	0.0040282961697656	-0.25371039722	0.25371039722	both	both	0.0113924113087519	0.25371039722	0.2423179859112481	-0.1080243659617565	0.25371039722	0.3617347631817565	0.0	0.0
HCC38	primary	YBX1	3.716232319681118	0.0076494599161971	-2.475443696624305	1.0	both	3.716232319681118	0.0076494599161971	-0.228648738845	0.228648738845	both	both	1.0	0.228648738845	-0.771351261155	2.475443696624305	0.228648738845	-2.246794957779305	0.0	0.0
HCC38	primary	ZBTB17	3.493035111075968	0.0079465191255336	-0.3779576510823618	0.2634223656448051	both	3.493035111075968	0.0079465191255336	-0.164919075022	0.164919075022	both	both	0.2634223656448051	0.164919075022	-0.09850329062280508	0.3779576510823618	0.164919075022	-0.21303857606036178	0.0	0.0
HCC38	primary	ZBTB20	2.1590019433283736	0.0048062658192207	0.3536029010287363	0.0018330352467763	both	2.1590019433283736	0.0048062658192207	0.144204658139	-0.144204658139	both	both	0.0018330352467763	-0.144204658139	-0.1460376933857763	-0.3536029010287363	-0.144204658139	0.20939824288973632	0.0	0.0
HCC38	primary	ZBTB5	1.897499312170974	0.0046384099549855	0.0729011804312269	0.0143722132742512	both	1.897499312170974	0.0046384099549855	-0.288419153317	0.288419153317	both	both	0.0143722132742512	0.288419153317	0.2740469400427488	-0.0729011804312269	0.288419153317	0.3613203337482269	0.0	0.0
HCC38	primary	ZNF131	4.415636227925105	0.0098454685363047	-0.6933601874242165	0.6622862073859538	both	4.415636227925105	0.0098454685363047	0.0835305771345	-0.0835305771345	both	both	0.6622862073859538	-0.0835305771345	-0.7458167845204537	0.6933601874242165	-0.0835305771345	-0.7768907645587164	0.0	0.0
HCC38	primary	ZNF24	1.6212123105803893	0.0039710221358838	-0.0751354213507236	0.0403071652767106	both	1.6212123105803893	0.0039710221358838	0.0604061784546	-0.0604061784546	both	both	0.0403071652767106	-0.0604061784546	-0.1007133437313106	0.0751354213507236	-0.0604061784546	-0.1355415998053236	0.0	0.0
HCC38	primary	ZNF566	1.9239272325468384	0.0045411647163488	-0.1834100057572494	0.0863639716532793	both	1.9239272325468384	0.0045411647163488	-0.0221757776843	0.0221757776843	both	both	0.0863639716532793	0.0221757776843	-0.0641881939689793	0.1834100057572494	0.0221757776843	-0.1612342280729494	0.0	0.0
HCC1143	primary	ARID1A	3.4463519189121863	0.0073327186787757	-0.330631842036614	0.2654515287532237	both	3.4463519189121863	0.0073327186787757	0.0068068449661	-0.0068068449661	both	both	0.2654515287532237	-0.0068068449661	-0.2722583737193237	0.330631842036614	-0.0068068449661	-0.337438687002714	0.0	0.0
HCC1143	primary	BMPR1A	3.162989495400181	0.0070281282052424	-0.3585628390298763	0.307130270365165	both	3.162989495400181	0.0070281282052424	-0.125203843478	0.125203843478	both	both	0.307130270365165	0.125203843478	-0.18192642688716498	0.3585628390298763	0.125203843478	-0.23335899555187628	0.0	0.0
HCC1143	primary	CDKN2A	2.084157760547977	0.0050523230156554	0.5380502468314596	6.198489826465077e-05	both	2.084157760547977	0.0050523230156554	-0.310361184099	0.310361184099	both	both	6.198489826465077e-05	0.310361184099	0.31029919920073534	-0.5380502468314596	0.310361184099	0.8484114309304596	0.0	0.0
HCC1143	primary	COMMD6	1.9629627640817848	0.0045342930040741	-0.2218216265227303	0.1351756293730245	both	1.9629627640817848	0.0045342930040741	0.197980058039	-0.197980058039	both	both	0.1351756293730245	-0.197980058039	-0.3331556874120245	0.2218216265227303	-0.197980058039	-0.4198016845617303	0.0	0.0
HCC1143	primary	ENY2	4.81257682403588	0.0105137437444661	-0.2358088308059663	0.148881151602389	both	4.81257682403588	0.0105137437444661	-0.641979373191	0.641979373191	both	both	0.148881151602389	0.641979373191	0.49309822158861094	0.2358088308059663	0.641979373191	0.4061705423850337	0.0	0.0
HCC1143	primary	ERC1	2.171773525634778	0.0048784834929897	-0.0379118967638982	0.0303840215886299	both	2.171773525634778	0.0048784834929897	-0.121672572948	0.121672572948	both	both	0.0303840215886299	0.121672572948	0.09128855135937011	0.0379118967638982	0.121672572948	0.0837606761841018	0.0	0.0
HCC1143	primary	ETV3	2.391418251940516	0.0053871026377591	-0.2314760637952857	0.1444988533493548	both	2.391418251940516	0.0053871026377591	-0.231213750662	0.231213750662	both	both	0.1444988533493548	0.231213750662	0.0867148973126452	0.2314760637952857	0.231213750662	-0.00026231313328570205	0.0	0.0
HCC1143	primary	GON4L	3.3323369388260327	0.0076879048971422	-0.2362581803183601	0.1493363288328347	both	3.3323369388260327	0.0076879048971422	0.142770879432	-0.142770879432	both	both	0.1493363288328347	-0.142770879432	-0.2921072082648347	0.2362581803183601	-0.142770879432	-0.3790290597503601	0.0	0.0
HCC1143	primary	HDGF	1.703063739115492	0.0039901671750222	0.0093193516536966	0.0196252078195258	both	1.703063739115492	0.0039901671750222	0.031190433545	-0.031190433545	both	both	0.0196252078195258	-0.031190433545	-0.0508156413645258	-0.0093193516536966	-0.031190433545	-0.0218710818913034	0.0	0.0
HCC1143	primary	HLX	2.1525423051369463	0.0050212083343797	-0.0105503675972533	0.0236239287972883	both	2.1525423051369463	0.0050212083343797	0.214735549478	-0.214735549478	both	both	0.0236239287972883	-0.214735549478	-0.2383594782752883	0.0105503675972533	-0.214735549478	-0.2252859170752533	0.0	0.0
HCC1143	primary	KLF3	2.4761644999238697	0.0053919861225157	-0.0596711039921486	0.0369385703770605	both	2.4761644999238697	0.0053919861225157	0.0345685602718	-0.0345685602718	both	both	0.0369385703770605	-0.0345685602718	-0.0715071306488605	0.0596711039921486	-0.0345685602718	-0.0942396642639486	0.0	0.0
HCC1143	primary	LAMTOR5	4.656042860446887	0.0093777769035242	-0.2080048465520216	0.1226400958971878	both	4.656042860446887	0.0093777769035242	0.11589879933	-0.11589879933	both	both	0.1226400958971878	-0.11589879933	-0.2385388952271878	0.2080048465520216	-0.11589879933	-0.3239036458820216	0.0	0.0
HCC1143	primary	MAML3	1.7996119267653603	0.0042930848646172	0.1521238451421929	0.0050198572939971	both	1.7996119267653603	0.0042930848646172	0.102038538298	-0.102038538298	both	both	0.0050198572939971	-0.102038538298	-0.10705839559199709	-0.1521238451421929	-0.102038538298	0.050085306844192906	0.0	0.0
HCC1143	primary	MIER1	2.6261656244995977	0.0057833931966825	0.0742152031018489	0.0105919574277721	both	2.6261656244995977	0.0057833931966825	-0.250383791185	0.250383791185	both	both	0.0105919574277721	0.250383791185	0.23979183375722787	-0.0742152031018489	0.250383791185	0.3245989942868489	0.0	0.0
HCC1143	primary	MTDH	2.296174525630673	0.0047338690320834	0.0581370024256225	0.0123435627679496	both	2.296174525630673	0.0047338690320834	-0.554705770349	0.554705770349	both	both	0.0123435627679496	0.554705770349	0.5423622075810505	-0.0581370024256225	0.554705770349	0.6128427727746225	0.0	0.0
HCC1143	primary	MYBL1	4.1759196436307295	0.0084130142568229	0.0019970126997557	0.0210310036855235	both	4.1759196436307295	0.0084130142568229	-0.484945168226	0.484945168226	both	both	0.0210310036855235	0.484945168226	0.46391416454047646	-0.0019970126997557	0.484945168226	0.4869421809257557	0.0	0.0
HCC1143	primary	NCOA1	1.6312942916912654	0.0039071575713196	-0.0161660097106361	0.0248991192692647	both	1.6312942916912654	0.0039071575713196	0.0767535515856	-0.0767535515856	both	both	0.0248991192692647	-0.0767535515856	-0.10165267085486471	0.0161660097106361	-0.0767535515856	-0.0929195612962361	0.0	0.0
HCC1143	primary	NPM1	3.688200648316474	0.0074812035133293	-0.2486990570176843	0.1622748801750765	both	3.688200648316474	0.0074812035133293	-0.195960977214	0.195960977214	both	both	0.1622748801750765	0.195960977214	0.0336860970389235	0.2486990570176843	0.195960977214	-0.05273807980368431	0.0	0.0
HCC1143	primary	PA2G4	2.723108581584277	0.0059315461556859	-0.1608978437052549	0.0861889371200693	both	2.723108581584277	0.0059315461556859	-0.0660803430867	0.0660803430867	both	both	0.0861889371200693	0.0660803430867	-0.0201085940333693	0.1608978437052549	0.0660803430867	-0.0948175006185549	0.0	0.0
HCC1143	primary	PARK7	2.928387425848147	0.0061480042391653	-0.2182235899354996	0.1318604273725387	both	2.928387425848147	0.0061480042391653	-0.208652964937	0.208652964937	both	both	0.1318604273725387	0.208652964937	0.0767925375644613	0.2182235899354996	0.208652964937	-0.009570624998499588	0.0	0.0
HCC1143	primary	PCBD1	1.9660380677668263	0.004675198066501	0.0683543828600407	0.0111916491629234	both	1.9660380677668263	0.004675198066501	-0.0488070601758	0.0488070601758	both	both	0.0111916491629234	0.0488070601758	0.0376154110128766	-0.0683543828600407	0.0488070601758	0.1171614430358407	0.0	0.0
HCC1143	primary	PEX14	1.9268910846893088	0.0044493142820248	-0.0066559675281558	0.0227993432195642	both	1.9268910846893088	0.0044493142820248	-0.589101646714	0.589101646714	both	both	0.0227993432195642	0.589101646714	0.5663023034944358	0.0066559675281558	0.589101646714	0.5824456791858442	0.0	0.0
HCC1143	primary	PFDN5	4.766008110486418	0.0102329499993855	-1.230578156287104	0.9694975960688984	both	4.766008110486418	0.0102329499993855	-0.600454494189	0.600454494189	both	both	0.9694975960688984	0.600454494189	-0.3690431018798984	1.230578156287104	0.600454494189	-0.6301236620981041	0.0	0.0
HCC1143	primary	PMF1	5.460196344335996	0.0127756932567781	-1.119192133800067	0.9510487581740272	both	5.460196344335996	0.0127756932567781	-0.421232093016	0.421232093016	both	both	0.9510487581740272	0.421232093016	-0.5298166651580272	1.119192133800067	0.421232093016	-0.6979600407840669	0.0	0.0
HCC1143	primary	PRDX2	2.4223981708602773	0.0055213995831513	-0.252200600989717	0.1660158727868937	both	2.4223981708602773	0.0055213995831513	0.038680910651	-0.038680910651	both	both	0.1660158727868937	-0.038680910651	-0.20469678343789371	0.252200600989717	-0.038680910651	-0.290881511640717	0.0	0.0
HCC1143	primary	PRPF6	6.723676671381678	0.0154111896961658	-1.862027728723321	1.0	both	6.723676671381678	0.0154111896961658	-0.983721347043	0.983721347043	both	both	1.0	0.983721347043	-0.01627865295700004	1.862027728723321	0.983721347043	-0.8783063816803209	0.0	0.0
HCC1143	primary	RORC	1.921562432852684	0.0045634026869297	-0.0824404967576715	0.0451125018855452	both	1.921562432852684	0.0045634026869297	-0.188904331339	0.188904331339	both	both	0.0451125018855452	0.188904331339	0.1437918294534548	0.0824404967576715	0.188904331339	0.1064638345813285	0.0	0.0
HCC1143	primary	RPS3	3.49877472663025	0.007860948328555	-1.8308395717061807	1.0	both	3.49877472663025	0.007860948328555	-0.514973327413	0.514973327413	both	both	1.0	0.514973327413	-0.48502667258700005	1.8308395717061807	0.514973327413	-1.3158662442931808	0.0	0.0
HCC1143	primary	RUVBL2	5.345672749772987	0.0119327730703482	-3.079405316707214	1.0	both	5.345672749772987	0.0119327730703482	-1.02124794289	1.02124794289	both	both	1.0	1.02124794289	0.021247942890000093	3.079405316707214	1.02124794289	-2.058157373817214	0.0	0.0
HCC1143	primary	SMAD1	1.9146500705205347	0.0045476060135123	-0.0350665523770763	0.0296077539081418	both	1.9146500705205347	0.0045476060135123	0.186950308714	-0.186950308714	both	both	0.0296077539081418	-0.186950308714	-0.2165580626221418	0.0350665523770763	-0.186950308714	-0.22201686109107632	0.0	0.0
HCC1143	primary	SMAD5	2.4895298729545887	0.0053676664600747			none	2.4895298729545887	0.0053676664600747	0.0688945896359	-0.0688945896359	both	both		-0.0688945896359			-0.0688945896359		0.0	0.0
HCC1143	primary	SS18L2	11.5977256376572	0.0243279181183303	-3.306704834241443	1.0	both	11.5977256376572	0.0243279181183303	0.190848790245	-0.190848790245	both	both	1.0	-0.190848790245	-1.190848790245	3.306704834241443	-0.190848790245	-3.497553624486443	0.0	0.0
HCC1143	primary	STAT3	2.0256258230145	0.0045791788860737	0.1832408329754175	0.0037329167002494	both	2.0256258230145	0.0045791788860737	-0.255130108982	0.255130108982	both	both	0.0037329167002494	0.255130108982	0.2513971922817506	-0.1832408329754175	0.255130108982	0.4383709419574175	0.0	0.0
HCC1143	primary	TAB3	2.656227587222326	0.0060275444241772	0.0976441247104035	0.0084525379475361	both	2.656227587222326	0.0060275444241772	-0.126219663718	0.126219663718	both	both	0.0084525379475361	0.126219663718	0.1177671257704639	-0.0976441247104035	0.126219663718	0.2238637884284035	0.0	0.0
HCC1143	primary	TADA3	5.1135832829938925	0.0103750807743799	-0.3196085427253	0.2498577956515995	both	5.1135832829938925	0.0103750807743799	-0.653306738232	0.653306738232	both	both	0.2498577956515995	0.653306738232	0.40344894258040054	0.3196085427253	0.653306738232	0.33369819550670005	0.0	0.0
HCC1143	primary	THAP8	2.4487280363408086	0.0050716034302432	0.0324986749282021	0.0157775614105068	both	2.4487280363408086	0.0050716034302432	0.36500509736	-0.36500509736	both	both	0.0157775614105068	-0.36500509736	-0.38078265877050677	-0.0324986749282021	-0.36500509736	-0.3325064224317979	0.0	0.0
HCC1143	primary	THRA	2.3724404917219064	0.0053431820384494	-0.0854627248517602	0.0463338341696651	both	2.3724404917219064	0.0053431820384494	0.179319441838	-0.179319441838	both	both	0.0463338341696651	-0.179319441838	-0.2256532760076651	0.0854627248517602	-0.179319441838	-0.2647821666897602	0.0	0.0
HCC1143	primary	TMF1	2.502337580432542	0.0058951763799742	-0.2262288778701592	0.1394316818255967	both	2.502337580432542	0.0058951763799742	-0.0402119964581	0.0402119964581	both	both	0.1394316818255967	0.0402119964581	-0.0992196853674967	0.2262288778701592	0.0402119964581	-0.1860168814120592	0.0	0.0
HCC1143	primary	TMSB4X	1.8624986123191989	0.0039703565382887	0.091112482425534	0.0090048231316929	both	1.8624986123191989	0.0039703565382887	-0.022670416667	0.022670416667	both	both	0.0090048231316929	0.022670416667	0.0136655935353071	-0.091112482425534	0.022670416667	0.113782899092534	0.0	0.0
HCC1143	primary	UBP1	1.9683247358074805	0.0046551429363536	0.0714133084074786	0.0108785135935251	both	1.9683247358074805	0.0046551429363536	0.0980532648416	-0.0980532648416	both	both	0.0108785135935251	-0.0980532648416	-0.1089317784351251	-0.0714133084074786	-0.0980532648416	-0.026639956434121398	0.0	0.0
HCC1143	primary	VEZF1	2.8398473940734115	0.0060274132373266	-0.0273314385525012	0.0275909199432945	both	2.8398473940734115	0.0060274132373266	-0.099343871611	0.099343871611	both	both	0.0275909199432945	0.099343871611	0.0717529516677055	0.0273314385525012	0.099343871611	0.0720124330584988	0.0	0.0
HCC1143	primary	XBP1	2.055446583049452	0.0045885756847594	0.097035867478511	0.0085039693399301	both	2.055446583049452	0.0045885756847594	-0.389333184642	0.389333184642	both	both	0.0085039693399301	0.389333184642	0.3808292153020699	-0.097035867478511	0.389333184642	0.486369052120511	0.0	0.0
