model_id	object_role	cell_line	endpoint_recovery_score	common_response_score	common_response_quadrant	mean_stress_axis_share	mean_top_axis_share	mean_target_axis_cosine_proxy	panel	target_identity_preservation_spearman	target_identity_preservation_pvalue	target_identity_label_permutation_pvalue	target_identity_label_permutation_zscore	target_identity_preservation_status	target_identity_n_pairs	predicted_target_similarity_mean	observed_target_similarity_mean	target_identity_label_permutation_qvalue	target_gene	fine_axis	projected_mean_abs	label
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC38							b	-0.0400209256811533	0.1885653611006789	0.7822177822177823	-0.8255730486520597	estimated	1081.0	0.7119459604433226	0.0573125562535606	0.8423883808499194				
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC38							b	0.0154454572899703	0.6119673549033471	0.3256743256743257	0.4063443272753669	estimated	1081.0	0.4443415055183273	0.0573125562535606	0.56993006993007				
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC38							b	-0.0499240508349278	0.1008897971718665	0.8691308691308691	-1.0440748296342015	estimated	1081.0	0.4662983517585243	0.0573125562535606	0.8691308691308691				
geneformer_hcc_formal_v1	entrant	HCC38							b	0.0857608567407805	0.0047780059087968	0.0479520479520479	1.6798753661162231	estimated	1081.0	0.5146872998631231	0.0573125562535606	0.2237762237762237				
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC38							b	0.042451032975142	0.1630933609303713	0.0889110889110889	1.375635383195133	estimated	1081.0	0.0240288470057757	0.0573125562535606	0.3111888111888112				
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC38							b	-0.0123767880352373	0.6843930408420826	0.6383616383616384	-0.4099637443565785	estimated	1081.0	0.0072176059978728	0.0573125562535606	0.8124602670057215				
lm_train_lowrank_hcc_formal_v1	entrant	HCC38							b	-0.0130078453255117	0.6692318044177172	0.6373626373626373	-0.3867298008280773	estimated	1081.0	0.0175076917214645	0.0573125562535606	0.8124602670057215				
null_model		HCC38							b					non_estimable_constant_score	1081.0	0.0	0.0573125562535606					
scgen_hcc_formal_v1	entrant	HCC38							b	0.4312415061854633	3.464082371568211e-50	0.0009990009990009	7.234578989799254	estimated	1081.0	0.7937453571091763	0.0573125562535606	0.0139860139860139				
scgpt_hcc_formal_v1	entrant	HCC38							b	-0.0143393828576987	0.6376856675441671	0.6203796203796204	-0.3578043749713796	estimated	1081.0	0.202188361964867	0.0573125562535606	0.8124602670057215				
shared_mean_baseline	baseline	HCC38							b					non_estimable_constant_score	1081.0	1.0000000000000002	0.0573125562535606					
cellot_hcc_formal_v1	entrant	HCC1143							b	0.0317567825596778	0.2968683919023464	0.2847152847152847	0.5455765771673791	estimated	1081.0	0.3089680808051098	0.0605282495699902	0.5694305694305695				
cpa_v0.8.8	candidate	HCC1143							b	0.0061119841227771	0.8409154517244813	0.4185814185814185	0.1771441931322567	estimated	1081.0	0.9387438609106422	0.0605282495699902	0.6055944055944056				
gears_hcc_formal_v1	entrant	HCC1143							b	0.0034259390670155	0.9104190654212224	0.4325674325674326	0.1415934247752366	estimated	1081.0	0.4724202434574844	0.0605282495699902	0.6055944055944056				
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC1143							b	0.0632262787341007	0.0376666428831592	0.0839160839160839	1.461342756209563	estimated	1081.0	0.5608439204019287	0.0605282495699902	0.3916083916083916				
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC1143							b	0.0374886408737792	0.2181061678699387	0.1468531468531468	1.0401000191971943	estimated	1081.0	0.3929365713742335	0.0605282495699902	0.513986013986014				
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC1143							b	0.1080833470602305	0.0003709293591934	0.0149850149850149	2.52446058145892	estimated	1081.0	0.4643565027679994	0.0605282495699902	0.1048951048951049				
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC1143							b	-0.008688679480084	0.7753789315845937	0.5654345654345654	-0.2002880481436093	estimated	1081.0	0.3295028559342168	0.0605282495699902	0.719643992371265				
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC1143							b	0.023098824730606	0.4480447421916254	0.2827172827172827	0.5309533960653462	estimated	1081.0	0.6022141880314819	0.0605282495699902	0.5694305694305695				
geneformer_hcc_formal_v1	entrant	HCC1143							b	-0.0296412539525389	0.3302312001652588	0.6723276723276723	-0.5337534599211688	estimated	1081.0	0.4777565643621391	0.0605282495699902	0.7337278106508875				
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC1143							b	-0.0180060508543069	0.5542684408253034	0.6813186813186813	-0.5179197328883101	estimated	1081.0	0.0367955238109856	0.0605282495699902	0.7337278106508875				
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC1143							b	0.0107242215994295	0.7246888763680496	0.3646353646353646	0.272008353822316	estimated	1081.0	0.0272587066867515	0.0605282495699902	0.6055944055944056				
lm_train_lowrank_hcc_formal_v1	entrant	HCC1143							b	0.0281941444951152	0.3543968102254329	0.2077922077922078	0.8263143376518882	estimated	1081.0	0.0325874415324252	0.0605282495699902	0.5694305694305695				
null_model		HCC1143							b					non_estimable_constant_score	1081.0	0.0	0.0605282495699902					
scgen_hcc_formal_v1	entrant	HCC1143							b	0.3272104246902518	2.158161964400761e-28	0.0009990009990009	5.065632332804121	estimated	1081.0	0.7789692471597668	0.0605282495699902	0.0139860139860139				
scgpt_hcc_formal_v1	entrant	HCC1143							b	-0.0338890114335079	0.2655999106727913	0.7792207792207793	-0.7737214963621039	estimated	1081.0	0.2535636536365696	0.0605282495699902	0.7792207792207793				
shared_mean_baseline	baseline	HCC1143							b					non_estimable_constant_score	1081.0	1.0	0.0605282495699902					
cellot_hcc_formal_v1	entrant	HCC38							d	0.0573004959352234	0.0596562149619813	0.1458541458541458	1.0742101582128156	estimated	1081.0	0.3270921291540744	0.0573125562535606	0.3473193473193474				
cpa_v0.8.8	candidate	HCC38							d	0.0330358918939869	0.2778276555247682	0.2307692307692307	0.7299861387382959	estimated	1081.0	0.9943975900943736	0.0573125562535606	0.4615384615384615				
gears_hcc_formal_v1	entrant	HCC38							d	0.0957375941622403	0.0016253773209933	0.0359640359640359	1.9311724207648389	estimated	1081.0	0.5460301042813953	0.0573125562535606	0.2237762237762237				
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC38							d	0.052526813047639	0.0843114613501531	0.1488511488511488	1.0489699766820388	estimated	1081.0	0.6182453610071568	0.0573125562535606	0.3473193473193474				
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC38							d	-0.0415299439201624	0.1724247678912987	0.7652347652347652	-0.7703723837694278	estimated	1081.0	0.8195872415007046	0.0573125562535606	0.8423883808499194				
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC38							d	-0.0400209256811533	0.1885653611006789	0.7822177822177823	-0.8255730486520597	estimated	1081.0	0.7119459604433226	0.0573125562535606	0.8423883808499194				
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC38							d	0.0154454572899703	0.6119673549033471	0.3256743256743257	0.4063443272753669	estimated	1081.0	0.4443415055183273	0.0573125562535606	0.56993006993007				
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC38							d	-0.0499240508349278	0.1008897971718665	0.8691308691308691	-1.0440748296342015	estimated	1081.0	0.4662983517585243	0.0573125562535606	0.8691308691308691				
geneformer_hcc_formal_v1	entrant	HCC38							d	0.0857608567407805	0.0047780059087968	0.0479520479520479	1.6798753661162231	estimated	1081.0	0.5146872998631231	0.0573125562535606	0.2237762237762237				
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC38							d	0.042451032975142	0.1630933609303713	0.0889110889110889	1.375635383195133	estimated	1081.0	0.0240288470057757	0.0573125562535606	0.3111888111888112				
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC38							d	-0.0123767880352373	0.6843930408420826	0.6383616383616384	-0.4099637443565785	estimated	1081.0	0.0072176059978728	0.0573125562535606	0.8124602670057215				
lm_train_lowrank_hcc_formal_v1	entrant	HCC38							d	-0.0130078453255117	0.6692318044177172	0.6373626373626373	-0.3867298008280773	estimated	1081.0	0.0175076917214645	0.0573125562535606	0.8124602670057215				
null_model		HCC38							d					non_estimable_constant_score	1081.0	0.0	0.0573125562535606					
scgen_hcc_formal_v1	entrant	HCC38							d	0.4312415061854633	3.464082371568211e-50	0.0009990009990009	7.234578989799254	estimated	1081.0	0.7937453571091763	0.0573125562535606	0.0139860139860139				
scgpt_hcc_formal_v1	entrant	HCC38							d	-0.0143393828576987	0.6376856675441671	0.6203796203796204	-0.3578043749713796	estimated	1081.0	0.202188361964867	0.0573125562535606	0.8124602670057215				
shared_mean_baseline	baseline	HCC38							d					non_estimable_constant_score	1081.0	1.0000000000000002	0.0573125562535606					
cellot_hcc_formal_v1	entrant	HCC1143							d	0.0317567825596778	0.2968683919023464	0.2847152847152847	0.5455765771673791	estimated	1081.0	0.3089680808051098	0.0605282495699902	0.5694305694305695				
cpa_v0.8.8	candidate	HCC1143							d	0.0061119841227771	0.8409154517244813	0.4185814185814185	0.1771441931322567	estimated	1081.0	0.9387438609106422	0.0605282495699902	0.6055944055944056				
gears_hcc_formal_v1	entrant	HCC1143							d	0.0034259390670155	0.9104190654212224	0.4325674325674326	0.1415934247752366	estimated	1081.0	0.4724202434574844	0.0605282495699902	0.6055944055944056				
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC1143							d	0.0632262787341007	0.0376666428831592	0.0839160839160839	1.461342756209563	estimated	1081.0	0.5608439204019287	0.0605282495699902	0.3916083916083916				
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC1143							d	0.0374886408737792	0.2181061678699387	0.1468531468531468	1.0401000191971943	estimated	1081.0	0.3929365713742335	0.0605282495699902	0.513986013986014				
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC1143							d	0.1080833470602305	0.0003709293591934	0.0149850149850149	2.52446058145892	estimated	1081.0	0.4643565027679994	0.0605282495699902	0.1048951048951049				
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC1143							d	-0.008688679480084	0.7753789315845937	0.5654345654345654	-0.2002880481436093	estimated	1081.0	0.3295028559342168	0.0605282495699902	0.719643992371265				
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC1143							d	0.023098824730606	0.4480447421916254	0.2827172827172827	0.5309533960653462	estimated	1081.0	0.6022141880314819	0.0605282495699902	0.5694305694305695				
geneformer_hcc_formal_v1	entrant	HCC1143							d	-0.0296412539525389	0.3302312001652588	0.6723276723276723	-0.5337534599211688	estimated	1081.0	0.4777565643621391	0.0605282495699902	0.7337278106508875				
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC1143							d	-0.0180060508543069	0.5542684408253034	0.6813186813186813	-0.5179197328883101	estimated	1081.0	0.0367955238109856	0.0605282495699902	0.7337278106508875				
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC1143							d	0.0107242215994295	0.7246888763680496	0.3646353646353646	0.272008353822316	estimated	1081.0	0.0272587066867515	0.0605282495699902	0.6055944055944056				
lm_train_lowrank_hcc_formal_v1	entrant	HCC1143							d	0.0281941444951152	0.3543968102254329	0.2077922077922078	0.8263143376518882	estimated	1081.0	0.0325874415324252	0.0605282495699902	0.5694305694305695				
null_model		HCC1143							d					non_estimable_constant_score	1081.0	0.0	0.0605282495699902					
scgen_hcc_formal_v1	entrant	HCC1143							d	0.3272104246902518	2.158161964400761e-28	0.0009990009990009	5.065632332804121	estimated	1081.0	0.7789692471597668	0.0605282495699902	0.0139860139860139				
scgpt_hcc_formal_v1	entrant	HCC1143							d	-0.0338890114335079	0.2655999106727913	0.7792207792207793	-0.7737214963621039	estimated	1081.0	0.2535636536365696	0.0605282495699902	0.7792207792207793				
shared_mean_baseline	baseline	HCC1143							d					non_estimable_constant_score	1081.0	1.0	0.0605282495699902					
									c										NPM1	RNA processing / transcription	0.3537373510491295	
									c										YBX1	RNA processing / transcription	1.6682088048780424	
									c										PARK7	RNA processing / transcription	0.3200420848669996	
									c										PFDN5	RNA processing / transcription	0.3387747013073046	
									c										RPS3	RNA processing / transcription	0.324278492236937	
									c										TMSB4X	RNA processing / transcription	0.3126840824854948	
									c										RUVBL2	RNA processing / transcription	0.3373217851214938	
									c										PA2G4	RNA processing / transcription	0.2454942019097208	
									c										ENY2	RNA processing / transcription	0.3084605921505878	
									c										PRDX2	RNA processing / transcription	0.2675221014778128	
									c										LAMTOR5	RNA processing / transcription	0.2691096303664411	
									c										ZBTB17	RNA processing / transcription	0.2749889054454844	
									c										PMF1	RNA processing / transcription	0.1979777550876265	
									c										MTDH	RNA processing / transcription	0.2319736625306574	
									c										NPM1	ribosomal / translation	0.4205007135891021	
									c										YBX1	ribosomal / translation	0.2466685391901131	
									c										PARK7	ribosomal / translation	0.2922020119282891	
									c										PFDN5	ribosomal / translation	0.2313079912449285	
									c										RPS3	ribosomal / translation	1.2455113544352103	
									c										TMSB4X	ribosomal / translation	0.3019022919513601	
									c										RUVBL2	ribosomal / translation	0.3320642914603797	
									c										PA2G4	ribosomal / translation	0.251108474818086	
									c										ENY2	ribosomal / translation	0.3588835628606692	
									c										PRDX2	ribosomal / translation	0.2516895837345667	
									c										LAMTOR5	ribosomal / translation	0.1978841334210708	
									c										ZBTB17	ribosomal / translation	0.2351522779206516	
									c										PMF1	ribosomal / translation	0.1297133796361711	
									c										MTDH	ribosomal / translation	0.2458816084063735	
									c										NPM1	ribosome biogenesis / nucleolar	1.8887299139887053	
									c										YBX1	ribosome biogenesis / nucleolar	0.4052437292184989	
									c										PARK7	ribosome biogenesis / nucleolar	0.2200673025282165	
									c										PFDN5	ribosome biogenesis / nucleolar	0.2467047737318908	
									c										RPS3	ribosome biogenesis / nucleolar	0.2342346584042807	
									c										TMSB4X	ribosome biogenesis / nucleolar	0.2567237615414623	
									c										RUVBL2	ribosome biogenesis / nucleolar	0.3799489969350493	
									c										PA2G4	ribosome biogenesis / nucleolar	0.2403642997375592	
									c										ENY2	ribosome biogenesis / nucleolar	0.302877331654217	
									c										PRDX2	ribosome biogenesis / nucleolar	0.1956056437435536	
									c										LAMTOR5	ribosome biogenesis / nucleolar	0.2316319244205344	
									c										ZBTB17	ribosome biogenesis / nucleolar	0.2868290201080534	
									c										PMF1	ribosome biogenesis / nucleolar	0.4236934933465002	
									c										MTDH	ribosome biogenesis / nucleolar	0.1800217513435811	
									c										NPM1	oxidative stress / mitochondrial	0.3410961683574822	
									c										YBX1	oxidative stress / mitochondrial	0.3273345839248625	
									c										PARK7	oxidative stress / mitochondrial	1.2056759118642555	
									c										PFDN5	oxidative stress / mitochondrial	0.2079096735931902	
									c										RPS3	oxidative stress / mitochondrial	0.2431307480753703	
									c										TMSB4X	oxidative stress / mitochondrial	0.247207030828505	
									c										RUVBL2	oxidative stress / mitochondrial	0.3033859563382277	
									c										PA2G4	oxidative stress / mitochondrial	0.196829895298672	
									c										ENY2	oxidative stress / mitochondrial	0.3141710654521998	
									c										PRDX2	oxidative stress / mitochondrial	0.2355104896822175	
									c										LAMTOR5	oxidative stress / mitochondrial	0.2144375769374615	
									c										ZBTB17	oxidative stress / mitochondrial	0.4550124111155404	
									c										PMF1	oxidative stress / mitochondrial	0.2041967618748936	
									c										MTDH	oxidative stress / mitochondrial	0.1617592254058479	
									c										NPM1	cytoskeleton / cell motility	0.4486670908612788	
									c										YBX1	cytoskeleton / cell motility	0.1689592592207089	
									c										PARK7	cytoskeleton / cell motility	0.1845899442723659	
									c										PFDN5	cytoskeleton / cell motility	0.2634213747828959	
									c										RPS3	cytoskeleton / cell motility	0.4241016108767366	
									c										TMSB4X	cytoskeleton / cell motility	1.2525566423515428	
									c										RUVBL2	cytoskeleton / cell motility	0.3710902145968617	
									c										PA2G4	cytoskeleton / cell motility	0.1931648666917476	
									c										ENY2	cytoskeleton / cell motility	0.2433969096066017	
									c										PRDX2	cytoskeleton / cell motility	0.2718479679454373	
									c										LAMTOR5	cytoskeleton / cell motility	0.0172649093070442	
									c										ZBTB17	cytoskeleton / cell motility	0.2661460196704559	
									c										PMF1	cytoskeleton / cell motility	0.1138886338092568	
									c										MTDH	cytoskeleton / cell motility	0.0527734364470546	
									c										NPM1	proteostasis / chaperone	0.2836775959750746	
									c										YBX1	proteostasis / chaperone	0.2487036425975488	
									c										PARK7	proteostasis / chaperone	0.295004223357767	
									c										PFDN5	proteostasis / chaperone	1.0268854342236065	
									c										RPS3	proteostasis / chaperone	0.2211925402259282	
									c										TMSB4X	proteostasis / chaperone	0.2139043325948619	
									c										RUVBL2	proteostasis / chaperone	0.2136645389534748	
									c										PA2G4	proteostasis / chaperone	0.1634041853084109	
									c										ENY2	proteostasis / chaperone	0.2188543849231292	
									c										PRDX2	proteostasis / chaperone	0.2103369787086086	
									c										LAMTOR5	proteostasis / chaperone	0.2814096700839632	
									c										ZBTB17	proteostasis / chaperone	0.1744841591905104	
									c										PMF1	proteostasis / chaperone	0.1771427454901546	
									c										MTDH	proteostasis / chaperone	0.1666831921663278	
									c										NPM1	growth / proliferation	0.1840424347985567	
									c										YBX1	growth / proliferation	0.1925353641717042	
									c										PARK7	growth / proliferation	0.1777257623024808	
									c										PFDN5	growth / proliferation	0.2432979565571043	
									c										RPS3	growth / proliferation	0.1026744444239917	
									c										TMSB4X	growth / proliferation	0.1603758851699213	
									c										RUVBL2	growth / proliferation	0.2721571452684099	
									c										PA2G4	growth / proliferation	1.0638704745689755	
									c										ENY2	growth / proliferation	0.2545592053930816	
									c										PRDX2	growth / proliferation	0.1754978941065064	
									c										LAMTOR5	growth / proliferation	0.1976762624162651	
									c										ZBTB17	growth / proliferation	0.1919739287916322	
									c										PMF1	growth / proliferation	0.1696894285188632	
									c										MTDH	growth / proliferation	0.1514479559540851	
									c										NPM1	oxidative stress / antioxidant	0.2129994755725567	
									c										YBX1	oxidative stress / antioxidant	0.1159096813815695	
									c										PARK7	oxidative stress / antioxidant	0.12846319467555	
									c										PFDN5	oxidative stress / antioxidant	0.1972177499795049	
									c										RPS3	oxidative stress / antioxidant	0.0970277251326564	
									c										TMSB4X	oxidative stress / antioxidant	0.1138303802452873	
									c										RUVBL2	oxidative stress / antioxidant	0.2982866956302893	
									c										PA2G4	oxidative stress / antioxidant	0.1503501060515956	
									c										ENY2	oxidative stress / antioxidant	0.0564427958410054	
									c										PRDX2	oxidative stress / antioxidant	0.6408898005482193	
									c										LAMTOR5	oxidative stress / antioxidant	0.1532166067611529	
									c										ZBTB17	oxidative stress / antioxidant	0.2364803025986258	
									c										PMF1	oxidative stress / antioxidant	0.1413244016491893	
									c										MTDH	oxidative stress / antioxidant	0.1417062248130203	
									e										THAP8	ER stress / UPR	0.075278962588585	
									e										STAT3	ER stress / UPR	0.0746857771637803	
									e										VEZF1	ER stress / UPR	0.0725236484768754	
									e										MIER1	ER stress / UPR	0.0728371391060715	
									e										ZBTB20	ER stress / UPR	0.0722190985443955	
									e										ARID1A	ER stress / UPR	0.0718033561470872	
									e										LAMTOR5	ER stress / UPR	0.0720785507920152	
									e										PRPF6	ER stress / UPR	0.0706295022728806	
									e										HDGF	ER stress / UPR	0.0713857958081132	
									e										BMPR1A	ER stress / UPR	0.0719508478405839	
									e										ETV3	ER stress / UPR	0.0711710700753098	
									e										PEX14	ER stress / UPR	0.0708564469578629	
									e										TADA3	ER stress / UPR	0.0704595098259812	
									e										ZBTB17	ER stress / UPR	0.0713011572125321	
									e										THAP8	signaling / oncogene	0.0445820959993801	
									e										STAT3	signaling / oncogene	0.042863574881216	
									e										VEZF1	signaling / oncogene	0.0382500561663112	
									e										MIER1	signaling / oncogene	0.0374204787203273	
									e										ZBTB20	signaling / oncogene	0.0361241969057521	
									e										ARID1A	signaling / oncogene	0.0356286438890895	
									e										LAMTOR5	signaling / oncogene	0.0353972586580715	
									e										PRPF6	signaling / oncogene	0.0354730757662258	
									e										HDGF	signaling / oncogene	0.0339766415544948	
									e										BMPR1A	signaling / oncogene	0.0336378487535915	
									e										ETV3	signaling / oncogene	0.0328809889742336	
									e										PEX14	signaling / oncogene	0.0320580872484645	
									e										TADA3	signaling / oncogene	0.0314759882875881	
									e										ZBTB17	signaling / oncogene	0.0314514311739406	
									e										THAP8	JAK-STAT signaling	0.0249247334216323	
									e										STAT3	JAK-STAT signaling	0.0249869606707778	
									e										VEZF1	JAK-STAT signaling	0.023768194696733	
									e										MIER1	JAK-STAT signaling	0.0242380581114974	
									e										ZBTB20	JAK-STAT signaling	0.0232406637881484	
									e										ARID1A	JAK-STAT signaling	0.022151299497911	
									e										LAMTOR5	JAK-STAT signaling	0.0225953541014877	
									e										PRPF6	JAK-STAT signaling	0.0227880559180465	
									e										HDGF	JAK-STAT signaling	0.0232351503585067	
									e										BMPR1A	JAK-STAT signaling	0.0223555944178787	
									e										ETV3	JAK-STAT signaling	0.0223139009688583	
									e										PEX14	JAK-STAT signaling	0.022438564083406	
