path	bytes	sha256	role
configs/revision/amendment_010_formal_release_v2.json	3858	c0cea26ceb691f82d4bbdabff2b5fd39b83ff6e2ff90d7936e790d3ab8946b50	registered_implementation
configs/revision/amendment_011_cellot_training_seeds.json	1635	a9a6cfb28ceaf1ebfce11aa55616dce91b6f065d4d070bab1ab3af71399cd504	frozen_bundle_member
configs/revision/amendment_012_cellot_five_seeds.json	2263	6c96e1e8e3b5fd27a39acf820c8d3aa6d222976236e755969df59813bb0cc738	frozen_bundle_member
configs/revision/amendment_013_other_model_seeds.json	2729	752ead896150739f6ecaea5fa7aeb99f8abb14361c794ad7be65a6ac8194aa1d	frozen_bundle_member
configs/revision/amendment_014_seed_execution_fixes.json	1751	f1c64021ef7ac74acafc8dc170473e1f5d1a9daff4def9d0a598b71256347831	frozen_bundle_member
configs/revision/cellot_seed123_retrain_v1.json	4219	0c4c33875e3802ceb0d38f8b027e826d3c1ba849e3acdf0e78558d5a18955e81	registered_implementation
configs/revision/revision_analysis_registry_v1.json	7226	ddc483a7c13faa26282fe49fc08da9f7920852299b6cac70c93085d91d5ddefa	frozen_bundle_member
configs/revision/revision_attrition_audit_v1.json	4466	e9164bb5ca75848729fbc880c79ee1c740c44b47ebaaf5cf831521dd2b314942	frozen_bundle_member
configs/revision/revision_endpoint_object_v1.json	2449	8cdf76f8e53556f9991ab8fa630f69d6451b8fedb1ba7309ca6495d0ea4bbc97	frozen_bundle_member
configs/revision/revision_hcc_full_audit_v1.json	4640	07b11c288a0709fe6c11d5d04ad2973b5f2d016c4abe35487bb2a064bd51e7e2	frozen_bundle_member
configs/revision/revision_m5_candidate_qualification_v1.json	4649	a56ed474bfb2880f7ce0bd28e155ca5c8764b68639dfcb2ca42fbb1fb8fcb488	frozen_bundle_member
configs/revision/revision_m5_full_audit_v1.json	3690	e383fe699fd47d4063a93f8ecd3479900f58f55bcc11da2bdf3941f3dfe0e305	frozen_bundle_member
configs/revision/revision_m6_endpoint_tuning_v1.json	2307	e670cfac2e0b62d3b490cf293160b84404afa8a2b2e8dc241dfd6d324ba3b731	frozen_bundle_member
configs/revision/revision_metric_spec_v1.json	7894	6c7fffa1c032dbf789b1a1a000a7c32d598262122b2c04f1e6c8ba72f7cde0e9	frozen_bundle_member
configs/revision/revision_model_context_completion_v1.tsv	16769	f1d841cd1167f984f6db62d86a730ce520f4bd0fa91c3b6fcaeee1902908881c	frozen_bundle_member
configs/scgpt_hcc_formal_v1.json	2256	b7f533ec01924ef21b17c15f80b60e8c2b5c1618f107bb8b0a30d46adbd8758f	registered_implementation
configs/truth_driven_bridge_hcc38_hcc1143_v1.json	1869	2726e3a4acac44fe53cbb582dc5fa2647982173a6ce860abde5b606211f91389	referenced_scientific_config_or_script
docs/README.md	3747	8b33bb5931732f22460a14f662e72a061fb1da9d3c93c7a97ae5b2786e2c8c5b	translated_public_documentation
docs/data_dictionary.md	2112	99922b8770c6c4e096035f006d6240b0ca689dc85532f34aca77a18684a231fb	translated_public_documentation
docs/revision_cellot_seed123/new_context_metrics.tsv	3141	18c728f57083194d44d7136cf9eaf4d8b3516fa62bef5a6e602c8eeb9174d19f	frozen_bundle_member
docs/revision_cellot_seed123/old_new_comparison.tsv	1554	8641b6d22c2b0556e9134e35c6a92cf3557128af727c04467d5c9df13e0c8940	frozen_bundle_member
docs/revision_equal_n_attrition/group_comparison.tsv	17058	33dbb9c3b0384491081cbf13c2af64d7f3b6907d9bc6d8a54726f281812b4b3e	frozen_bundle_member
docs/revision_external_cell_count/association_inference.tsv	6168	3a9cf9bf22e9d9d42ce0aff2fc7a71bfe21f817698f7cb58072dae51b02769cd	frozen_bundle_member
docs/revision_external_cell_count/cohort_sources.tsv	1372	77a56bbdb83d2efde7ecbb2f4307397a9d7486ca5e4946fb5d3bbc27eadba841	frozen_bundle_member
docs/revision_external_cell_count/count_shift_dependency_summary.tsv	1229	60cc7a46138ed569371e06f9f5933d7b1002ec8948d639e37b165b0c3374a47e	frozen_bundle_member
expected/cellot_training_seeds.tsv	10649	6d26363776970f483c4165285c04a66a5e5a19631acbc138e9d07a2c29bfbf45	frozen_bundle_member
expected/m3.tsv	18632	a54ec5275a7bd42bde8643f12eff8a057bdb9dc409eb80a1e792fa32a204b4ec	frozen_bundle_member
expected/m4.tsv	26033	7eefe5b18dfff40c4b91fce5c85dcb7b23262d82944acf9151bbffd15db0bd30	frozen_bundle_member
expected/m5.tsv	9914	9ced9d124ce4c037e54246e268024e8b54cab2e85380019111c7a156b3acdfc5	frozen_bundle_member
expected/other_training_seeds.tsv	21084	142506d24c62294644ba86c8600affbb263ea9a30228f7d73cc61fc7e37e0c7e	frozen_bundle_member
expected/replogle_feature_seeds.tsv	8809	1875f5c8cd66d5ce252d31640454809f9ef686139fae068baa5a9a23b47365a0	frozen_bundle_member
manifests/archive_assets.json	2131	a6e8cb29bc731db23d33c68babac71f7996d4aec18f6483d8ea76f1b3340b430	generated_public_entry_or_index
manifests/axes/gene_adb55ef3e8bfe2da.tsv	6436	7e72bdc8e63e691a0b67953fefa1f343f4bc36857f8b096b5157ee06a53dbd3d	generated_public_entry_or_index
manifests/axes/gene_de4f9fb8d6aed127.tsv	281	e607ef62a69aa67fb52ee8c725bf1610d2f064d12fb1bf0a5e22ef6e2f1ed8bf	generated_public_entry_or_index
manifests/axes/target_916d2711e67b4f42.tsv	11494	bbc6409550e3d0b72af3c4374e8fbc1d16e6304d7f3c53cef4a14b26f33c3574	generated_public_entry_or_index
manifests/axes/target_de4f9fb8d6aed127.tsv	283	bbab39a01365295e649de79038292b261d9baf2ef204f4f11a8e3fe6c9f9f379	generated_public_entry_or_index
manifests/english_translation.json	80907	995d8c4a526fd51a707cca016f81a1a92bea95c1e1a4bec7b422c892e7f21b81	English_translation_provenance
manifests/outputs.tsv	54836	cbdfc4e4726aedca7ca549df96dc86e9ec1fbf064dd507b0502aa7b93d78bd31	generated_public_entry_or_index
manifests/source_provenance.json	127333	f20e85eed540aad53838af00d7f92a7a33e113e7798ea0a5cf4ba05da4ce9aca	generated_public_entry_or_index
pixi.lock	534711	d5cde7e0a5a6fd39d72ee928c3d82ab50c41cfdb048d7c1990c0fe86cffb203e	frozen_bundle_member
pixi.toml	31887	f066b2a364c77f7aa7a6274700a6b4d6b718c3a3e424a28bacfb3935ea193c67	frozen_bundle_member
presentation/INDEX.tsv	11997	0bb14ab5a054ce56f77b9b3ba6311413e1f35543648ed4ca2fbdba260b6376f4	generated_public_entry_or_index
presentation/Results/01_formal_and_diagnostic_context_metrics.csv	26056	27966a0cb0708681714fa20ebd7e256be75273ce910c04f975ffffd1bee5da0f	frozen_result_table
presentation/Results/02_formal_and_reference_context_metrics.csv	9922	65f45ab98802010fe7ee06fd6ed7ffa79bed0698ff4416b792bf788b101a43d2	frozen_result_table
presentation/Results/03_reference_context_metrics.csv	18635	06186a701d6869e9e9373104f648886148900c85fc23ba88f0d674932ace4c8f	frozen_result_table
presentation/Results/04_model_context_inflation.csv	2926	b0943a155fdaae4a1d2e974a026b925bf220f72604c6821abdb18808724b16ea	frozen_result_table
presentation/Results/05_cutoff_grid_scores.csv	10241	e9bf1bcb5a10aacb1438d8fbb5bc6ca561181560dcffdb6903b901fb526a9609	frozen_result_table
presentation/Results/06_inflation_summary.csv	810	4e831711f05edc253f816f94e452a80080518f25f32a67198879d0210b7c3856	frozen_result_table
presentation/Results/07_frozen_score_reproduction.csv	3545	84ccd35b48902823d9c38c9bcc54a477ad4e0b9feb988fbd19dc90bfabea55d0	frozen_result_table
presentation/Results/08_bridge_inference_summary.csv	6687	902cd7e617a0bbfd7a8aafad1a4870e594d318b0bba74ac175fb4d2647b64447	frozen_result_table
presentation/Results/09_covariate_pairwise_correlations.csv	2192	7ade547fb3a13ebf4c2e07d6c45fdab1df607e1e6d70d055ca8e9063335d1bd3	frozen_result_table
presentation/Results/10_equal_n_depth_summary.csv	960	9fd3ff5d1fac3489c90fc22b251999a691cca75afe5ee42a96eaf681b0eda69c	frozen_result_table
presentation/Results/11_fixed_cohort_equal_n_depth_summary.csv	960	26f2124ea73413a760c46542a3b58c2c3f0e51603b535827b3baa0b33f78d3eb	frozen_result_table
presentation/Results/12_fixed_cohort_equal_n_inference.csv	1674	af9abd7fa3d15bd94ef40228f37e63fe390ac3308ff07dcb534f77270fe8c3ae	frozen_result_table
presentation/Results/13_linear_model_sensitivity.csv	1213	81aa2b1c7b2f2a8bc57698b420a35d536ac7ee35c8663e27bddb55d7ece0008b	frozen_result_table
presentation/Results/14_combined_robustness_summary.csv	8072	cc174d0de67ee9ab7f7a9fd48b1c46514ceab096be6a154e9be6619d623a14cb	frozen_result_table
presentation/Results/15_truth_recalculation_validation.csv	254	703c794f78a0b5e6fee5a95a868c44fc578737f187e1306884aa2649cac07537	frozen_result_table
presentation/Results/16_association_inference.csv	6171	455809d33417daeab0cd714793b7b74b768016ef7d1fb261f0efa7b2fbc7478c	frozen_result_table
presentation/Results/17_count_shift_dependency_summary.csv	1232	c973ac3b4ca5c2600fcdc79ad6650a0117bd62fa872672f81203319c33b18751	frozen_result_table
presentation/Results/18_attrition_flow.csv	2472	b31f905479ead8115c382eaada23a0b574bcd1aa833e22955ff3d2ec6f65a882	frozen_result_table
presentation/Results/19_identifier_audit.csv	1697	ab6a021e816b93bc25c9a54a4890344eaf83518c3ee63f772de4c08e52e7fe0d	frozen_result_table
presentation/Results/20_preprocessing_registry.csv	1409	466182940e2677312893d397c5b2e8981f19b211d4fba982701453101cff8e00	frozen_result_table
presentation/Results/21_minimum_cell_filter_on_off_bridge.csv	2201	07e9476a740dd8cd177758afa4499d7be15ebe61133087b3e397d573dee18965	frozen_result_table
presentation/Results/22_target_eligibility_detail.csv	10240	782768c28e7a9800630ecb64424b6c68524299162e8d0e02b924c70443afad73	frozen_result_table
presentation/Results/23_endpoint_category_summary.csv	1282	f5483286ecd2aee289968bf70ac1dcaebd56e7c2a69998edad701e645f4ed7c1	frozen_result_table
presentation/Results/24_endpoint_statistic_candidate_summary.csv	1477	12ed044b622b604be588f45c8de436e80c738dcc86674e75122f31fb45c639bd	frozen_result_table
presentation/Results/25_group_comparison.csv	17061	83de0de375cc34a9681c0d1adb0a46bc36b62bad0b9f3f4cb21316f19cb7f698	frozen_result_table
presentation/Results/26_cohort_sources.csv	1375	1938cc0dbe3f1b3506ae53225be5895e1118f8ebd76f116b2e932b312d24fab8	frozen_result_table
presentation/Results/27_sampling_aware_endpoint_object.csv	20170	baf6b6cafc2cee3b5712609dc9b9d2d5d5d5cbb32dbdf8cad23a25fcafd2b0b5	frozen_result_table
presentation/Results/28_target_level_covariates_and_corrected_shift.csv	32861	7ba89a65a0222764af177deb9a2d4723ca19c011d60034c062723b34efc24d9f	frozen_result_table
presentation/Results/29_context_qualification_summary.csv	2418	aaf1beb544bcd04a99e313dbbb22697334936bb4153c138bb1f4f4247b830799	frozen_result_table
presentation/Results/30_candidate_qualification_summary.csv	894	733af055d524e51f1bd6ab83a0e2e8e0008cb86c84fadab5156a3e46f1a0b57a	frozen_result_table
presentation/Results/31_closed_form_null_validation.csv	436	1136128a84b6cc3ad040c6ef05816d8f664fb63080b65628040b300d8be3c5cc	frozen_result_table
presentation/Results/32_model_training_evaluation_registry.csv	12963	ad0a1fd92a0998619e4bbc6996251da951b48849e153863c8e04f796236ea2c2	frozen_result_table
presentation/Results/33_revised_model_context_completion.csv	14068	fb7973c9b3a9ed87e35329f329d001f7b8e35b85927e9889b6bc4dc0225e3eb1	frozen_result_table
presentation/Results/34_metric_correlation_summary.csv	11952	d022c7c62073c1231d36184c6bbf98a29141d1bc1048c930759f7523260a1a21	frozen_result_table
presentation/Results/35_sensitivity_completion_and_point_estimates.csv	18505	15cf0d7982551ac3a8c91f54e419a27f972b095e79b79c514e9800a0099fe56a	frozen_result_table
presentation/Results/36_model_training_evaluation_registry.csv	982	ab9aabdcb21d630f84aee5180056e3ee0b805cbfe0e20d76377eec18966c40b9	frozen_result_table
presentation/Results/37_model_completion.csv	489	6720302d0a20f47711341ef7fb5e160308b6caf562cde1865c9020d3155fadb1	frozen_result_table
presentation/Results/38_new_context_metrics.csv	13387	04c16290300033967cf7eb4a74b5e86366be1ed6c15f4363e40d94c9e60f27a0	frozen_result_table
presentation/Results/39_old_new_comparison.csv	1557	143ec461b09471f6f4341ee3e6ddf4f636a8bfef0e67bd96abb38b637aa17c64	frozen_result_table
presentation/Results/D40_historical_annotation.tsv	8273	42e06ad73cfca20f82b074b6525dae2dee2cee8812269869c338afec39194472	frozen_result_table
presentation/Results/D41_gene_effect_sensitivity.csv	2062	66fbb85e3d03b8490069a0d44abdf26ffa748c0d839b1807fdacafb6ec3ded5f	frozen_result_table
presentation/Results/D42_candidate_comparison.csv	10563	e93e6910d6fdca018b21e1dd77a630d099c5257d7ab6934a2db0e7284d4f7668	frozen_result_table
presentation/Results/D43_homogenization_intervals.csv	62028	a243ec6a6a4420a55256748a35531fb59572f2ccdc8dc37bcc64ad7579dc9fec	frozen_result_table
presentation/Results/D44_additional_homogenization_intervals.csv	9048	dd9544bab7c90f0f42855bcc9bd90b13d4bd73536212332d8256ddf587748e38	frozen_result_table
presentation/Results/D45_context_metrics.csv	8816	8a67b93d6673cb8b383e647a95cc7691c94ec91b465361056fd0d8c0e3b44b32	frozen_result_table
presentation/Results/D46_context_metrics.csv	21103	bf3cc514b37b809ef36da32096923e937a2912c582be9f2bf697d4c163a70d12	frozen_result_table
presentation/figure_manifest.json	10528	a4736639038238842e91fb2bc08daf0e7bf4cd2ed8c4ae4881ab4618231582aa	presentation_map
presentation/plot_source_provenance.json	2779	13aecc3d6566d6424b61c1d3fb724ce38bd4bdcb9c67792285dfb7b40a9fedbf	generated_public_entry_or_index
presentation/table_source_map.json	23937	fb2f669216ba188df8805e2727127bd88109a770b3829a48813842109213b735	presentation_map
presentation/workbook_manifest.json	14854	5ae4c8234f474f5613490992e7542b633999cea65b856b7c62d9e57b37db876d	presentation_map
provenance/README.md	3956	03d2e6141539fac1cab4bcebee5e84b1f5d5043950c1c29f402c1c0ba2d47c5f	public_documentation
provenance/commit_map.tsv	14910	73131d344629e528e4d50d4dc02b8bfd40c9b44aeb06a9e07c0a2ed55db6f92c	public_documentation
provenance/depmap_provenance.tsv	4172	5dc24f882c7ac6ad43e62b40c3d5a205aaf390ddb06c1266106c697819d92a01	generated_public_entry_or_index
provenance/revision_cellot_replay/prediction_comparison.tsv	506	4a84c4dfbcf325bcac6d21b38a80a28a7df6508da9ead4d85ec2c83d29436c9e	frozen_bundle_member
provenance/revision_cellot_replay/verification_manifest.json	127954	dcfaba5f622fe8ff88ebc6c1e3611d5de88067f036e5c89b4456e82feab3215e	frozen_bundle_member
provenance/revision_cellot_seed123/new_context_metrics.tsv	3141	18c728f57083194d44d7136cf9eaf4d8b3516fa62bef5a6e602c8eeb9174d19f	frozen_bundle_member
provenance/revision_cellot_seed123/old_new_comparison.tsv	1554	8641b6d22c2b0556e9134e35c6a92cf3557128af727c04467d5c9df13e0c8940	frozen_bundle_member
provenance/revision_cellot_seed123/pilot_comparison.json	267	4e7a5d8b1de4a8c9e14d4c00fb2fef3ff6d71d2c388ffad23329e448444b29cb	frozen_bundle_member
provenance/revision_cellot_seed123/pilot_repeat_1_completed.json	1095	4a614dd9b058df4609a3748111c5a6a481b7faaefc26808903eb7246a4a640b2	frozen_bundle_member
provenance/revision_cellot_seed123/pilot_repeat_2_completed.json	1094	4a3d622724db9f9f71f967daca459a2a6f9a2e2c8063d7fcf6fefe75534a79a3	frozen_bundle_member
provenance/revision_cellot_seed123/scoring_manifest.json	3800	cf6dad5ec212a6056816c393cca055efaf61a53ce98c966df093bb519243272b	frozen_bundle_member
provenance/revision_cellot_seed123/training_verification_manifest.json	270455	7ccde2174a41821c617c0bdbf63da84a7a6589a5181845c1439315abcad60133	frozen_bundle_member
provenance/revision_depmap_restore/comparison_summary.tsv	3078	53d0cd159450691596292c0c77e279faeea32ec462e126597c239be648272287	frozen_bundle_member
provenance/revision_depmap_restore/run_manifest.json	8086	9ff40e2a39bf268ef8579a02f5c2c8e07f3ba279a60e9086c308ce6629bb51d6	frozen_bundle_member
provenance/revision_scgpt_git_recovery/git_provenance.json	3562	df8b9ac474983f71142b0b8ba9c70d54f6097b305d66ac9f27e9add2641186cf	frozen_bundle_member
provenance/revision_scgpt_git_recovery/prediction_comparison.tsv	1005	9c25c491ba25e24bb9cba833fdc698beb069195d1cae741d38fb83923991951e	frozen_bundle_member
provenance/revision_scgpt_git_recovery/verification_manifest.json	7595	0f42bc9e0c2df7941f50546f4c39e7cd2c075d03949655bd18ce629e7e6fcd5b	frozen_bundle_member
provenance/run_registry.tsv	55016	8b652d50a1bc80c300ccebbeeaee9e70d67724f032bc175773c4081b7364409b	generated_public_entry_or_index
pytest.ini	46	ee1b0a2b81d88ed652a89fe47cf22bc5e48f15b3574684e38f5267e0fd6aa1d8	generated_public_entry_or_index
recompute.py	8552	255544d0650a7d2ad440dc0a398d33e822b6874f5c87de0aff8108b9d193eddd	frozen_bundle_member
recompute_auxiliary.py	2837	709806ee358e66683530436252a1c9b1871191f1e7d1a693b16164c47b4c8cdd	frozen_bundle_member
reports/hcc_prediction_contract/cpa_v0.8.8/HCC1143/prediction_manifest.json	638203	d0af12c424bf35af90f3a2551cad4788a33867a6a4f8781f1d42ceedefc97a21	frozen_bundle_member
reports/hcc_prediction_contract/cpa_v0.8.8/HCC38/prediction_manifest.json	638195	630a7415b66799ac9a53d0bc87d95f0d65dc4bddf8df6a6256e35fed542e1667	frozen_bundle_member
reports/hcc_prediction_contract/gears_hcc_formal_v1/HCC1143/prediction_manifest.json	1408	e4e9e79fd9f866a4ef962f761fce604903e1063da1572ef960975db3301aaff7	frozen_bundle_member
reports/hcc_prediction_contract/gears_hcc_formal_v1/HCC38/prediction_manifest.json	1400	f8e698b0350116200a05c26d468f9bc91b67cfec86d0382afaa21623b4eca97c	frozen_bundle_member
reports/hcc_prediction_contract/geneformer_hcc_formal_v1/HCC1143/prediction_manifest.json	1265	c1f61cd6c567672e806aa0331c88a314ebd46f33c826bb85c39c9d7598b82422	frozen_bundle_member
reports/hcc_prediction_contract/geneformer_hcc_formal_v1/HCC38/prediction_manifest.json	1257	9458a3244565fd2427b6a52511491529f7a2854d0ccb550dcb1404a82187c1b2	frozen_bundle_member
reports/hcc_prediction_contract/lm_g_geneformer_ridge_hcc_formal_v1/HCC1143/prediction_manifest.json	1331	0ca7a01a26e23154a32a0ec123fd48a7ba71e208d19848f7201dcca8c8a3598e	frozen_bundle_member
reports/hcc_prediction_contract/lm_g_geneformer_ridge_hcc_formal_v1/HCC38/prediction_manifest.json	1323	8445382f65bf0287e98a664f341abd526e9ff8a7e68bdf30a9080a559bb4d5de	frozen_bundle_member
reports/hcc_prediction_contract/lm_g_scgpt_ridge_hcc_formal_v1/HCC1143/prediction_manifest.json	1280	af5c783b4b63c587cee6d779f8aab17eae96c79904e4de5627d88f7f31ee4fe0	frozen_bundle_member
reports/hcc_prediction_contract/lm_g_scgpt_ridge_hcc_formal_v1/HCC38/prediction_manifest.json	1272	801914685343e859f3493aab01af626303d5a3537022ee22b901e14c9094ede4	frozen_bundle_member
reports/hcc_prediction_contract/lm_train_lowrank_hcc_formal_v1/HCC1143/prediction_manifest.json	1462	972b6e10b126ac8ab2251906d8df303d5bd1f828ef801c4aaa46916be1da2d4c	frozen_bundle_member
reports/hcc_prediction_contract/lm_train_lowrank_hcc_formal_v1/HCC38/prediction_manifest.json	1454	b4e047cf876bd493e56871ca92899ffa457160083fb6e738278e1969058b62db	frozen_bundle_member
reports/hcc_prediction_contract/null_model/HCC1143/prediction_manifest.json	1358	f260df681b0223b5d6986158c709a8c964d879bb28e6a2eb372f1a0093a46298	frozen_bundle_member
reports/hcc_prediction_contract/null_model/HCC38/prediction_manifest.json	1350	5b2881e56260e7907338d4d31d4c84e2fec8ae4fea1d00a1d0eb2a99d704289e	frozen_bundle_member
reports/hcc_prediction_contract/scgen_hcc_formal_v1/HCC1143/prediction_manifest.json	1403	d354b69a3aaf10f123cb6bdd3880bff5b57e13b59c626fe84db70d993fa5891e	frozen_bundle_member
reports/hcc_prediction_contract/scgen_hcc_formal_v1/HCC38/prediction_manifest.json	1395	9149316d51c81e677747c4389d5c796d50a9039926be86509631431edfdbe149	frozen_bundle_member
reports/hcc_prediction_contract/scgpt_hcc_formal_v1/HCC1143/prediction_manifest.json	1214	f3f98b16751cbb754c44cf9b6f5b6fce51d56223412bcd46a27ff6d35f54e2a3	frozen_bundle_member
reports/hcc_prediction_contract/scgpt_hcc_formal_v1/HCC38/prediction_manifest.json	1206	5a7312a7bdf2fb3c9bc73cbea2eba1f7730c7d8019fee576d02a8bdc01ad7f2e	frozen_bundle_member
reports/hcc_prediction_contract/shared_mean_baseline/HCC1143/prediction_manifest.json	1406	3b104c181a6b06bb46ccb5ecbf30108a72325b8e8999f2ee4129193e2c27d515	frozen_bundle_member
reports/hcc_prediction_contract/shared_mean_baseline/HCC38/prediction_manifest.json	1398	b33bf26c03a54410224e45cd8f7f985c430dd98718a05c4906a2a52cc5c057a4	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/additional_context_metrics.tsv	10649	6d26363776970f483c4165285c04a66a5e5a19631acbc138e9d07a2c29bfbf45	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/additional_homogenization_intervals.tsv	8999	6eeb1389be1e5bb0079f09e89a0c5cbeea94d6ae6d18f5b9bb9e6ce459e7595f	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/all_seed_context_metrics.tsv	13376	93cbd6d2300041e923701493ee4f49c02e2008d438bcd32df44869522dc298f4	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/fixed_recipe_verification.json	23848	2fd32d4e15ed0da0d3f6afd605dfdb3fa0e2cbee4fdb8cf402d2e8d18c0bfb38	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/scoring_manifest.json	4568	06129e92bbc79ec167429fa53da5aa3e24e573fa07498a34c950fb7d6d59cd8c	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/seed126_training_verification.json	287186	b674f725544fd13712a738942c574886d0170ac098da017dccc9873e5ea07eb4	frozen_bundle_member
reports/revision/finalization_v2/cellot_five_seeds/seed127_training_verification.json	287185	f1e7ce85a3814abecc96d0d2d67f22b6f14a5a6b9c30d30a8dd8174e91e64fa1	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/additional_context_metrics.tsv	6485	3754e80f1a375afe0db6035b5b372ed164e075ae6ffd606439538312c7344ff9	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/additional_homogenization_intervals.tsv	4612	14b21d8917b65a1a57d1b9360464beef5f1493d9e86201ff14e10ad6576527db	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/all_seed_context_metrics.tsv	9140	84ae88722652855ecca7080df602186a645adca39aba3cede1710817a235a8a5	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/fixed_recipe_verification.json	23848	dc794acee49e7a0b6962216f1acf1b61f22b318f2596496daebe69a78f242474	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/scoring_manifest.json	3924	8a1a5b70dc2eba1854940cf66e555eb4cdffa3797ecf1fd9a710ba3cd4a75a42	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/seed124_training_verification.json	287182	9feadabbdade06e04ae9f99abdcb016ee7bb7c3e8ff70e44bada23302c176fed	frozen_bundle_member
reports/revision/finalization_v2/cellot_seeds/seed125_training_verification.json	287188	b1ff6386e835f5bbafacc82563dae9c67280adae1f286d883aa08c3d157f9aee	frozen_bundle_member
reports/revision/finalization_v2/depmap/candidate_comparison.tsv	10563	573e7298c75dd01bb19e6d88648ef46c7d69b989b1ecd96c2e4d53db98d6cdcb	frozen_bundle_member
reports/revision/finalization_v2/depmap/candidate_file_registry.tsv	782	5cc9c81b893f3fd5e577dd27a85376241335dc4bbda5f1e5b70cb2102238f81a	frozen_bundle_member
reports/revision/finalization_v2/depmap/gene_effect_sensitivity.tsv	2053	b37bdce3545ca2e26d7f3b255d9d6f142f12fc0886dad28b2ee63c2b00e3830c	frozen_bundle_member
reports/revision/finalization_v2/depmap/run_manifest.json	2845	d8974cbe1bd96ea839798ac5db05f5b50276a63709cc17ea170d42f813f3333e	frozen_bundle_member
