pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast	display_label	q_value	minus_log10_FDR	term_order
Chromatin Organization (GO:0006325)	-0.68166686428662	-1.58048914328709	2.01078628143748e-06	0.0070960647871928	0.627256739718528	295	323	down	NASP;HNRNPU;DNMT1;SFPQ;HMGN2;HMGA2;HP1BP3;SUPT16H;MYO1E;SF3B1;NAP1L4;DHX9;HNRNPC;RUVBL2;SMARCA5;SSRP1;HDAC1;HMGB2;ATRX;EHMT1;NAP1L1;SMC5;PSME4;BCL7C;THAP7;ANP32B;YEATS4;SAFB;ARID1B;MECOM;NUCKS1;NSMCE2;PRMT2;SMARCC1;SLF2;PSIP1;EZH2;SMARCD2;TRIM28;ATAD2;CHAF1A;SRPK1;ASF1B;SUDS3;UCHL5;SMARCA4;GATAD2A;HMGN1;HMGN3;BRCA1;HIRIP3;HDGF;DNAJC9;RUVBL1;BPTF;PRMT1;HDAC2;HDGFL2;RBBP4;MTA3;RB1;BAZ2B;HMG20A;MTA1;PRMT3;CHD4;HDAC4;NPM1;MYBBP1A;DEK;TOP1;BRD9;GRWD1;PCBP2;PWWP2A;HDAC8;SMC6;ATAD2B;SLF1;ESR1;BARD1;ZNF827;ZBTB1;TOP2A;LOXL2;UBN1;PADI2;CTCF;SMARCC2;PARP10;HAT1;DDX56;KDM2B;ZBTB7A;SART3;GATAD2B;CABIN1;BAZ2A;ARID1A;PCGF6;MCRS1;HIRA;TCF7L1;KDM6A;KAT7;SATB2;INO80;DDX11;SETD7;SMARCB1;ING5;CHD8;CHD6;UBN2;HCFC1;CHD1;ACTR6;JARID2;BRD4;ASF1A;PHF10;PAXIP1;SMARCD1;BICRAL;CBX3;BCOR;DMAP1;BANF1;BAZ1B;SRCAP;CHAF1B;KAT6B	HCC1143	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0070960647871928	"Chromatin
organization"	0.0070960647871928	2.148982428042186	5
Chromatin Organization (GO:0006325)	-0.541065009621967	-1.31430554034051	0.0111050626020686	0.412523851817895	0.142470368773132	295	323	down	NPM1;HNRNPU;ANP32B;ATAD2;NPM3;RUVBL2;NAP1L1;SETD7;SF3B1;HMGN3;HMGN2;MYO1E;LOXL2;BRD7;HMGB2;RSF1;GATAD2A;SMARCC1;MORC2;BARD1;BCL7B;CFDP1;TCF7L1;PRMT2;PCBP2;PADI2;NASP;RUVBL1;PBRM1;PSME4;CHD4;MYBBP1A;DNAJC9;SMARCD1;SAFB;CHD1;ATAD2B;RBBP4;NSMCE2;HAT1;SOX9;ERCC6;DHX9;PML;ING5;ATRX;KDM6A;NSMCE4A;HDGF;SFPQ;SSRP1;MYC;SMC6;SKP1;DEK;CHD3;BCL7C;DNMT1;CHRAC1;NIPBL;SS18;HP1BP3;NUDT5;KAT7;HMGN1;CABIN1;HMGN4;PAXIP1;WAC;HMGA2;SMARCA1;SUPT16H;IWS1;SMARCA4;SART3;MOCOS;SMARCA2;ARID1A;HDAC8;KAT2A;BAZ2A;BRCA1;CTCF;RYBP;ASF1A;BICRAL;EZH1;INO80;HDAC1;TADA2A;ACTR6;TADA2B;DDX56;HIRIP3;CHAF1A;M1AP;HCFC1;MTA2;PWWP3A;SETDB1;NAP1L4;CARM1;KDM2B;PRMT7;PKN1;BRD9;YEATS4;ZNHIT1;GATAD2B;NSMCE1;BAZ1B;PHF2;UBN1	HCC38	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4125238518178957	"Chromatin
organization"	0.4125238518178957	0.38455093580878774	5
Response to dsRNA (GO:0043331)	0.937724299632088	1.76144311437457	2.02839203461482e-05	0.0159527076496515	0.575610261071129	23	24	up	SLC3A2;PMAIP1;RIOK3;TICAM1	HCC1143	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0159527076496515	"Response to
dsRNA"	0.0159527076496515	1.7971655936411053	6
Response to dsRNA (GO:0043331)	0.724083086640361	1.45982722234796	0.0409192825112108	0.602838620720058	0.118729771541953	23	24	up	SLC3A2;TICAM1;IRAK3;RIOK3;RFTN1;PMAIP1;TLR3	HCC38	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6028386207200583	"Response to
dsRNA"	0.6028386207200583	0.21979893248825302	6
Antimicrobial Humoral Response (GO:0019730)	0.690211534397561	1.75091569027257	6.3340647079611e-06	0.0111764571771974	0.610526878385931	141	147	up	SLPI;B2M;RPL30;HLA-E;LGALS3;PI3;HLA-A;WFDC2;FAU;CXCL8;ROMO1;S100A9;RPS19;CXCL1;DEFB1;CX3CL1;SLC48A1	HCC1143	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0111764571771973	"Antimicrobial/humoral
annotation"	0.0111764571771973	1.9516958415508974	7
Antimicrobial Humoral Response (GO:0019730)	0.367088357866204	1.00491127759149	0.405649038461538	0.865480679179581	0.0536439029062424	141	147	up	ROMO1;S100A9;HLA-A;B2M;WFDC2;TOR2A;HLA-E;CXCL1;PF4V1;CXCL6;FAM3A;CXCL5;CHAMP1;GNLY;DEFB1;FAU;TF	HCC38	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.865480679179581	"Antimicrobial/humoral
annotation"	0.865480679179581	0.06274262278494987	7
Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912)	0.839786708698138	1.83588116059517	1.3657279751688e-05	0.0159527076496515	0.593325476396405	50	51	up	HLA-B;HLA-E;HLA-C;HLA-A;RAET1L;FADD;IL23A;NECTIN2;LAMP1;IL23R;ITGAM;STX7;HLA-F;CADM1;HLA-DRB1;ULBP2	HCC1143	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0159527076496515	"Leukocyte-cytotoxicity
annotation"	0.0159527076496515	1.7971655936411053	8
Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912)	0.591413841411173	1.39156513933869	0.0386473429951691	0.590248300898789	0.135862926377654	50	51	up	HLA-A;HLA-C;HLA-B;HLA-F;HLA-E;NECTIN2	HCC38	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5902483008987893	"Leukocyte-cytotoxicity
annotation"	0.5902483008987893	0.22896525441669338	8
Double-Strand Break Repair (GO:0006302)	-0.717609551132814	-1.60593857487154	2.71227673272624e-05	0.0159527076496515	0.575610261071129	174	176	down	PRKDC;SFPQ;HMGB1;SPIDR;RAD51B;XRCC5;XRCC6;PARP1;NSD2;VCP;ZMYND8;HMGB2;PAXX;SMC5;REV3L;HTATSF1;MMS22L;DDX1;CIB1;NUCKS1;NSMCE2;SLF2;RPA3;PLK1;RECQL4;TOP3A;BLM;RNF168;POLA1;UHRF1;BRCA1;MORF4L1;SAMHD1;XRCC1;BRCA2;MTA1;TENT4A;CHD4;MCM8;BRIP1;PSMD14;EYA3;PPP5C;PALB2;SMC6;SWI5;CHEK2;SLF1;TRIP13;WRN;LRIG3;SETX;FEN1;GEN1;TOPBP1;RMI1;TNKS1BP1;INO80;POLM;TDP1;BRCC3;CSNK2A2;SEM1;NABP1;BABAM2;RMI2;ARTN;RAD54B;MPND;RBBP8;XRCC3;FBH1;MCM9;ZFYVE26;PARP9;RNF169;ERCC1;ERCC5;FAN1;TONSL;MRE11;RAD21;ATM;PRPF19;RECQL5;XRCC4;NSMCE4A;TP53BP1;MBTD1;ASTE1;POLK;SMARCAD1;ATP23;DCLRE1C;RAD51AP1;KDM4D;PNKP;SMARCAL1	HCC1143	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0159527076496515	"Double-strand
break repair"	0.0159527076496515	1.7971655936411053	9
Double-Strand Break Repair (GO:0006302)	-0.561279251166647	-1.32071569562123	0.0224329324699352	0.487798370544432	0.102704812014747	174	176	down	PARP1;SPIDR;VCP;HTATSF1;RAD21;XRCC6;CIB1;XRCC5;PSMD14;HMGB1;HMGB2;SETX;RAD51AP1;RNF138;POLR1B;RBBP8;CHD4;NSMCE2;UIMC1;PPP4C;UHRF1;MMS22L;FEN1;DDX1;MCM9;ATM;PLK1;NSMCE4A;SFPQ;SMC6;CSNK2A2;MORF4L1;XRCC2;DNA2;PRKDC;BRCC3;POLK;SEM1;TRIP13;AUNIP;RNF169;RMI2;TOP3A;NSD2;BRCA1;TENT4A;ZGRF1;POLL;ZNF83;BRIP1;RAD54B;MBTD1;INO80;RAD52;RPA3;LRIG3;MAD2L2;SLX4;REV3L;WRN;INTS3;PIAS4;RECQL5;ZFYVE26;RAD51;PARP3;HUS1;NSMCE1;WDR48;RAD51C;DTX3L	HCC38	endpoint_anchor_vs_middle	endpoint_anchor	middle	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4877983705444331	"Double-strand
break repair"	0.4877983705444331	0.31175965474951894	9
