target_gene	fine_axis	projected_mean_abs
TMF1	cytoskeleton / cell motility	0.0467257663744749
RORC	cytoskeleton / cell motility	0.0467257663744749
RPS3	cytoskeleton / cell motility	0.0467257663744749
RUVBL2	cytoskeleton / cell motility	0.0467257663744749
SMAD1	cytoskeleton / cell motility	0.0467257663744749
STAT3	cytoskeleton / cell motility	0.0467257663744749
TAB3	cytoskeleton / cell motility	0.0467257663744749
TADA3	cytoskeleton / cell motility	0.0467257663744749
THAP8	cytoskeleton / cell motility	0.0467257663744749
THRA	cytoskeleton / cell motility	0.0467257663744749
TMSB4X	cytoskeleton / cell motility	0.0467257663744749
PRDX2	cytoskeleton / cell motility	0.0467257663744749
UBP1	cytoskeleton / cell motility	0.0467257663744749
ARID1A	mTOR / lysosome / signaling	0.0456035252662751
TMF1	mTOR / lysosome / signaling	0.0456035252662751
RORC	mTOR / lysosome / signaling	0.0456035252662751
RPS3	mTOR / lysosome / signaling	0.0456035252662751
RUVBL2	mTOR / lysosome / signaling	0.0456035252662751
SMAD1	mTOR / lysosome / signaling	0.0456035252662751
STAT3	mTOR / lysosome / signaling	0.0456035252662751
TAB3	mTOR / lysosome / signaling	0.0456035252662751
TADA3	mTOR / lysosome / signaling	0.0456035252662751
THAP8	mTOR / lysosome / signaling	0.0456035252662751
THRA	mTOR / lysosome / signaling	0.0456035252662751
TMSB4X	mTOR / lysosome / signaling	0.0456035252662751
PRDX2	mTOR / lysosome / signaling	0.0456035252662751
UBP1	mTOR / lysosome / signaling	0.0456035252662751
