target_gene	real_shift_L2_HCC38	real_shift_L2_HCC1143	real_shift_L2_abs_diff	real_shift_mean_abs_HCC38	real_shift_mean_abs_HCC1143	real_shift_mean_abs_abs_diff	real_shift_top20_mean_HCC38	real_shift_top20_mean_HCC1143	real_shift_top20_mean_abs_diff	real_shift_top50_mean_HCC38	real_shift_top50_mean_HCC1143	real_shift_top50_mean_abs_diff	real_shift_top100_mean_HCC38	real_shift_top100_mean_HCC1143	real_shift_top100_mean_abs_diff	real_shift_top50_concentration_HCC38	real_shift_top50_concentration_HCC1143	real_shift_top50_concentration_abs_diff	real_Edistance_HCC38	real_Edistance_HCC1143	real_Edistance_abs_diff	real_DEG_burden_HCC38	real_DEG_burden_HCC1143	real_DEG_burden_abs_diff	depmap_gene_effect_HCC38	depmap_gene_effect_HCC1143	depmap_gene_effect_abs_diff	depmap_gene_dependency_HCC38	depmap_gene_dependency_HCC1143	depmap_gene_dependency_abs_diff
PARK7	2.227876740019074	2.928387425848147	0.7005106858290726	0.005056073328570589	0.006148004239165333	0.0010919309105947442	0.1479565709754708	0.19846212187637755	0.05050555090090675	0.10925135139191923	0.150449593105378	0.041198241713458775	0.08894969481174836	0.12502651778236365	0.03607682297061529	0.029518243224380868	0.03342981031595383	0.003911567091572962	0.10155690961560992	0.22627164271736078	0.12471473310175085	1	1	0.0	0.0134496621963463	-0.2182235899354996	0.2316732521318459	0.0215311147572859	0.1318604273725387	0.11032931261525279
PCBD1	1.7392892243046572	1.9660380677668265	0.2267488434621694	0.00416900868106558	0.004675198066501021	0.0005061893854354411	0.10142812816955948	0.11454240147730166	0.013114273307742175	0.08139214845497196	0.0935386938756392	0.012146545420667246	0.06942845262694869	0.07867464075307401	0.009246188126125321	0.02667023031348099	0.02733180665387904	0.0006615763403980505	0.07663152001835272	0.1345050472723699	0.057873527254017176	1	1	0.0	0.016465541489049	0.0683543828600407	0.0518888413709917	0.0210892465180688	0.0111916491629234	0.009897597355145398
PEX14	1.8521323648982426	1.9268910846893088	0.07475871979106619	0.004391741095693049	0.004449314282024882	5.7573186331832775e-05	0.11224108748760016	0.11829094941267375	0.006049861925073591	0.08790770163113092	0.09673689859326207	0.00882919696213115	0.07423105869267044	0.08198141428272326	0.0077503555900528265	0.02734432764240201	0.029701345870766442	0.0023570182283644305	0.08723553446895949	0.11225484898391258	0.025019314514953095	0	0	0.0	0.232031509113923	-0.0066559675281558	0.23868747664207882	0.0049454685061893	0.0227993432195642	0.0178538747133749
PFDN5	3.7639574307289236	4.766008110486418	1.002050679757494	0.009117979124110323	0.010232949999385592	0.0011149708752752688	0.19897527875684579	0.36785068161401824	0.16887540285717245	0.16002067897649938	0.27881557077849756	0.11879489180199818	0.13859628882066855	0.22606969597359272	0.08747340715292418	0.02397477656464689	0.03722144462927389	0.013246668064626998	0.2574333152486581	0.8441328021229424	0.5866994868742843	1	23	22.0	-0.8870801927678431	-1.230578156287104	0.343497963519261	0.8201974002162512	0.9694975960688984	0.1493001958526472
PMF1	3.9076626711079525	5.460196344335996	1.5525336732280435	0.009200857886040558	0.012775693256778122	0.003574835370737564	0.18516861186014238	0.29758103806019587	0.11241242620005348	0.1652157665258879	0.24796727120888687	0.08275150468299897	0.14931639217569243	0.21587283627027848	0.06655644409458605	0.024530150911000536	0.02651471357675895	0.0019845626657584124	0.36691145815741777	1.0245916696123523	0.6576802114549345	0	17	17.0	-1.5920218294593655	-1.119192133800067	0.47282969565929855	0.9978434877605236	0.9510487581740272	0.04679472958649633
PRDX2	2.130357874677587	2.4223981708602773	0.29204029618269045	0.004864395889773281	0.005521399583151324	0.0006570036933780431	0.13668609260830045	0.16222129144000486	0.02553519883170441	0.1043672327789711	0.12631282608712252	0.02194559330815142	0.08512741383848695	0.10484589783195672	0.019718483993469774	0.029309763147324922	0.03125182091975357	0.0019420577724286493	0.11052116827602632	0.1867747801282995	0.0762536118522732	1	1	0.0	-0.278397829186231	-0.252200600989717	0.02619722819651399	0.1572365253337959	0.1660158727868937	0.008779347453097802
PRPF6	5.908263551904799	6.723676671381678	0.8154131194768786	0.014479874104001962	0.015411189696165832	0.0009313155921638703	0.3006809034205444	0.37009600362284745	0.06941510020230307	0.24895017692847493	0.3162707465826982	0.06732056965422328	0.21586780046802076	0.27343908273874457	0.057571282270723806	0.023486846342390826	0.02803495805766768	0.004548111715276852	0.6982882796296401	1.3888179558882818	0.6905296762586417	16	53	37.0	-1.5741714599009082	-1.862027728723321	0.28785626882241266	0.9972796156547944	1.0	0.0027203843452056065
RORC	1.9440861668269611	1.9215624328526841	0.022523733974276983	0.0047603589109585145	0.004563402686929758	0.00019695622402875635	0.10338826042139834	0.11348210557790428	0.010093845156505937	0.08307223253335425	0.09289236918081487	0.00982013664746062	0.07241171600624406	0.07888579505084087	0.006474079044596806	0.02383928563904836	0.0278079067788911	0.00396862113984274	0.08508461743291562	0.09007986211570795	0.0049952446827923325	0	0	0.0	-0.377798049598536	-0.0824404967576715	0.2953575528408645	0.263229534078098	0.0451125018855452	0.21811703219255282
RPS3	4.1654645837132325	3.49877472663025	0.6666898570829827	0.009691186602217676	0.00786094832855505	0.0018302382736626252	0.3011808400688885	0.2236248683791814	0.0775559716897071	0.2238886269278741	0.16883128624298402	0.05505734068489007	0.17784065266288276	0.1410125990089198	0.03682805365396297	0.031559646505741425	0.02933965756466916	0.0022199889410722644	0.3846796262496035	0.31225538201687897	0.07242424423272453	10	2	8.0	-1.977444057423196	-1.8308395717061807	0.14660448571701523	1.0	1.0	0.0
RUVBL2	3.3300033506603586	5.345672749772987	2.0156693991126287	0.008250114693447786	0.011932773070348205	0.003682658376900419	0.16251811157060383	0.29841636033143465	0.13589824876083081	0.13585481840419858	0.2582937055568975	0.12243888715269893	0.11911249214749171	0.22642439250450047	0.10731190035700876	0.02249531677718609	0.02956987539155542	0.007074558614369328	0.1839681919202576	1.0355165695804445	0.8515483776601869	2	23	21.0	-1.3247838305863433	-3.079405316707214	1.7546214861208709	0.978029448287533	1.0	0.02197055171246698
SMAD1	1.9253649364438046	1.9146500705205347	0.010714865923269867	0.004564479802159118	0.004547606013512387	1.6873788646730968e-05	0.13063983982339086	0.09904098866039796	0.03159885116299291	0.09955471310822236	0.08318308772510827	0.016371625383114097	0.08153127644523378	0.07294099509151467	0.008590281353719115	0.0297952880678602	0.024987871171389894	0.004807416896470306	0.09779958759107643	0.09671192141282958	0.0010876661782468489	0	0	0.0	0.092940314960579	-0.0350665523770763	0.12800686733765532	0.0125810954880103	0.0296077539081418	0.0170266584201315
SMAD5	2.4546568879765354	2.4895298729545887	0.034872984978053356	0.005688207224826785	0.0053676664600747475	0.0003205407647520371	0.1498091113396137	0.2150425648117264	0.0652334534721127	0.11985235918974832	0.16055266770563953	0.04070030851589121	0.10145152658025239	0.12426272371957316	0.02281119713932077	0.028783806779975083	0.04086100627818011	0.012077199498205026	0.18983187687762282	0.18618569444988609	0.0036461824277367327	1	7	6.0						
STAT3	2.1690524844948564	2.0256258230145	0.14342666148035654	0.004942159592490753	0.004579178886073782	0.0003629807064169715	0.13910850063549876	0.14961004595215474	0.01050154531665598	0.11266392273676924	0.11271183137961793	4.790864284869023e-05	0.09560257946639064	0.09201040498107553	0.003592174485315111	0.0311419036012821	0.03362474116423584	0.002482837562953741	0.11900276729297943	0.10836185172647461	0.010640915566504816	1	0	1.0	0.0005423560077098	0.1832408329754175	0.1826984769677077	0.0235621693286022	0.0037329167002494	0.0198292526283528
TAB3	2.217455001567444	2.656227587222326	0.4387725856548821	0.005355838101385048	0.00602754442417726	0.0006717063227922124	0.11401728982375803	0.14419488472550385	0.03017759490174582	0.09789567485207734	0.12418045650926468	0.02628478165718734	0.08500661879675714	0.1070582133531146	0.022051594556357468	0.0249696880808653	0.02814426331140594	0.0031745752305406376	0.1290381142988366	0.2559222883587218	0.12688417405988517	0	0	0.0	-0.0196506729762948	0.0976441247104035	0.1172947976866983	0.0271522701939877	0.0084525379475361	0.0186997322464516
TADA3	4.428444823703298	5.1135832829938925	0.6851384592905942	0.00914008729378748	0.010375080774379914	0.001234993480592434	0.31296109388825555	0.3561943203740359	0.043233226485780374	0.26351730672404294	0.28628399644879216	0.02276668972474921	0.22277984965567985	0.24170760835538985	0.01892775869971	0.039385453704543195	0.037694903669052246	0.0016905500354909495	0.6329673762959622	0.9134916210408157	0.2805242447448535	28	28	0.0	-0.0575575471120086	-0.3196085427253	0.26205099561329137	0.035551946395066	0.2498577956515995	0.21430584925653348
THAP8	2.1205903979959153	2.4487280363408086	0.3281376383448933	0.005056369411523649	0.0050716034302432725	1.5234018719623328e-05	0.1384116913566634	0.20347824536533907	0.06506655400867567	0.10789258820063749	0.1614005195151411	0.0535079313145036	0.08887030031498779	0.12930912725796648	0.04043882694297869	0.029149416730640643	0.043474710081431896	0.014325293350791253	0.1164441090834849	0.20099870143491216	0.08455459235142726	1	4	3.0	-0.0175508210223816	0.0324986749282021	0.050049495950583694	0.0267473201978675	0.0157775614105068	0.0109697587873607
THRA	2.5748785168349526	2.3724404917219064	0.2024380251130462	0.005841915188375929	0.005343182038449481	0.0004987331499264483	0.15739585262451067	0.15979631871909392	0.002400466094583248	0.12867577354768486	0.12512208801091912	0.003553685536765744	0.11025324886095814	0.10501124536518108	0.005242003495777053	0.030089750952546325	0.03198976618277807	0.0019000152302317483	0.2107088300119102	0.16096798088216602	0.04974084912974419	1	2	1.0	-0.1244560670130739	-0.0854627248517602	0.03899334216131371	0.0573416619307745	0.0463338341696651	0.011007827761109402
TMF1	2.6709537577516334	2.502337580432542	0.1686161773190915	0.006302576810980054	0.005895176379974277	0.0004074004310057767	0.15318768302747024	0.14271245383601477	0.010475229191455465	0.12480066880440206	0.11994860076062926	0.004852068043772806	0.10553873816766192	0.10230997166154716	0.0032287665061147552	0.027050532490965448	0.02779556048639395	0.0007450279954285023	0.21050363251346838	0.2074845209660623	0.0030191115474060837	1	1	0.0	-0.1739325679207107	-0.2262288778701592	0.05229630994944848	0.0809743969956026	0.1394316818255967	0.0584572848299941
TMSB4X	1.9937183739460491	1.8624986123191989	0.13121976162685023	0.004512691594923522	0.003970356538288791	0.0005423350566347313	0.12869821449170496	0.13539372141780928	0.006695506926104322	0.09231521900460288	0.09064040439806366	0.0016748146065392183	0.07506057166604457	0.07026896671159295	0.00479160495445162	0.02794568139148024	0.03118669690018486	0.00324101550870462	0.08827143201457233	0.06835481049115799	0.019916621523414335	1	1	0.0	-0.3380993515689319	0.091112482425534	0.4292118339944659	0.2174493812731642	0.0090048231316929	0.2084445581414713
UBP1	1.8193468573847946	1.9683247358074805	0.14897787842268584	0.004398069047543032	0.004655142936353638	0.00025707388881060587	0.10046450808230374	0.10327425470156146	0.0028097466192577164	0.08346778279538658	0.08733826370081492	0.003870480905428339	0.07124766290015022	0.07631058577531291	0.00506292287516269	0.025925902717028125	0.02562999883284796	0.0002959038841801667	0.07843655617543632	0.11530028942785009	0.036863733252413766	0	0	0.0	0.0228586479772922	0.0714133084074786	0.0485546604301864	0.0201784564207119	0.0108785135935251	0.0092999428271868
VEZF1	3.330757494619107	2.8398473940734115	0.4909101005456957	0.007374058118823742	0.006027413237326677	0.0013466448814970647	0.2235085119879868	0.20401101157800006	0.01949750040998674	0.1803066484422265	0.1663444351154619	0.013962213326764589	0.14983713974875326	0.1391198841753344	0.010717255573418849	0.03340275112104222	0.03770112954942212	0.0042983784283798995	0.2807418710220162	0.23710541316457068	0.04363645785744552	6	2	4.0	-0.151644262020672	-0.0273314385525012	0.1243128234681708	0.0694464693745538	0.0275909199432945	0.0418555494312593
XBP1	1.6387798034173342	2.0554465830494517	0.4166667796321175	0.004028296169765673	0.004588575684759466	0.0005602795149937936	0.08714510580254903	0.1405954723102743	0.05345036650772528	0.07007444512399212	0.11335086136680117	0.04327641624280905	0.06053848017728979	0.09426239411486731	0.03372391393757752	0.023763769283550302	0.0337461302507138	0.009982360967163501	0.05340829691238369	0.11249618898419556	0.059087892071811865	0	1	1.0	0.1080243659617565	0.097035867478511	0.010988498483245498	0.0113924113087519	0.0085039693399301	0.002888441968821801
YBX1	3.716232319681118	3.8245990837962864	0.10836676411516866	0.007649459916197103	0.007749394852864845	9.993493666774194e-05	0.296725981651033	0.2747349702501908	0.021991011400842198	0.20879894660719536	0.2045421658170788	0.004256780790116571	0.16598006412471697	0.16682135025985065	0.0008412861351336787	0.037288471650469376	0.036057209512651976	0.0012312621378174002	0.32678664738509156	0.5152004796380538	0.18841383225296227	6	3	3.0	-2.475443696624305	-1.377081609330736	1.098362087293569	1.0	0.9913468022551738	0.008653197744826202
ZBTB17	3.493035111075968	4.9282218998578635	1.4351867887818957	0.007946519125533668	0.010587215682323039	0.0026406965567893712	0.24343047831795875	0.331468708688747	0.08803823037078826	0.1850768306895693	0.267377969903978	0.08230113921440871	0.1523329168587025	0.22369818317072931	0.0713652663120268	0.031816483226184765	0.03450014450013194	0.0026836612739471744	0.2812396124402099	0.7729151982489384	0.4916755858087285	6	22	16.0	-0.3779576510823618	-0.636991913780868	0.25903426269850616	0.2634223656448051	0.7578619386258375	0.4944395729810324
ZBTB20	2.1590019433283736	1.889601177535932	0.26940076579244154	0.00480626581922073	0.004381444869730686	0.0004248209494900441	0.1586639509474276	0.10771726518280485	0.05094668576462276	0.11827069573562728	0.09339202814549928	0.024878667590127995	0.09615535660496115	0.08081976857668235	0.015335588028278793	0.033616029652199106	0.02911853415263219	0.004497495499566916	0.1508912088631611	0.11475644933718598	0.03613475952597511	1	0	1.0	0.3536029010287363	0.1050163545153338	0.2485865465134025	0.0018330352467763	0.0078803596044426	0.0060473243576663
ZBTB5	1.897499312170974	2.288843476575004	0.39134416440402986	0.004638409954985529	0.005336821933752175	0.0006984119787666462	0.10047586968742886	0.12088163704466845	0.02040576735723959	0.08212000045982604	0.1003946202476223	0.018274619787796265	0.07056700618334542	0.08817115764637423	0.017604151463028808	0.024185600014822294	0.025698322908900763	0.0015127228940784686	0.10164683972159594	0.18657801877029456	0.08493117904869862	0	0	0.0	0.0729011804312269	-0.1471075087045335	0.2200086891357604	0.0143722132742512	0.0773557703888747	0.0629835571146235
ZNF131	4.415636227925105	4.6081861792207075	0.19254995129560282	0.009845468536304707	0.010552203785438943	0.0007067352491342358	0.2597964569267739	0.25979073692987215	5.719996901742963e-06	0.22073856434813763	0.2188515031520965	0.0018870611960411232	0.19109017229200448	0.18800837879402912	0.0030817934979753547	0.0306280169064887	0.028332403433595527	0.0022956134728931744	0.5302329603365514	0.5367398728001795	0.006506912463628112	7	10	3.0	-0.6933601874242165	-1.08124407956173	0.3878838921375135	0.6622862073859538	0.9463812533969612	0.28409504601100743
ZNF24	1.6212123105803893	1.8788468529612186	0.2576345423808293	0.003971022135883837	0.004361630795334456	0.00039060865945061973	0.08623280532196567	0.09828764078525873	0.012054835463293057	0.07096817592901185	0.08506113883271317	0.014092962903701323	0.0612238559245389	0.07386208751726685	0.01263823159272795	0.02441396895588967	0.02664154123732127	0.002227572281431601	0.05621993666633074	0.11926203245618083	0.0630420957898501	0	0	0.0	-0.0751354213507236	0.0882223029314296	0.1633577242821532	0.0403071652767106	0.0092505619875028	0.0310566032892078
ZNF566	1.9239272325468384	2.020865157655443	0.09693792510860466	0.004541164716348827	0.004454881018122255	8.628369822657155e-05	0.1261441377977676	0.14729404032965918	0.021149902531891585	0.09953976525004554	0.11591200954507543	0.016372244295029884	0.08290129233578636	0.09535219565325383	0.012450903317467468	0.029943765325745414	0.0355442519775766	0.005600486651831188	0.10331747969957306	0.14368958446838676	0.0403721047688137	0	0	0.0	-0.1834100057572494	0.1001260553605671	0.2835360611178165	0.0863639716532793	0.0082561267211935	0.07810784493208581
