model_id	object_role	cell_line	export_status	backbone_recovery_score	shift_excess_identification_score	structure_vs_context_separation_score	cosine_similarity_mean	l2_distance_mean	top20_overlap_mean	backbone_cosine_similarity_mean	backbone_l2_distance_mean	backbone_top20_overlap_mean	backbone_target_count	shift_excess_cosine_similarity_mean	shift_excess_l2_distance_mean	shift_excess_top20_overlap_mean	shift_excess_target_count	context_deviation_cosine_similarity_mean	context_deviation_l2_distance_mean	context_deviation_top20_overlap_mean	context_deviation_target_count
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC38	contract_validated	0.58	1.0	0.4229206586829836	0.1211613856672207	0.5484467250509322	0.5031914893617021	0.0588754411803531	0.6536863514630875	0.5750000000000001	6	0.2380895089970971	0.8266643397893634	0.55	1	0.1275810742570039	0.5257053407206479	0.4912500000000001	40
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC1143	contract_validated	0.7066666666666667	0.6666666666666666	0.4741281034924967	0.214472494349969	0.5915791039940055	0.5255319148936171	0.3385426606152357	0.6785984585891577	0.55	6	0.469579737992223	0.5590614163976789	0.55	1	0.1894842883191227	0.5793391429946408	0.52125	40
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC38	contract_validated	0.5333333333333333	1.0	0.4291352979388287	0.184773952429242	0.5748648582778392	0.5308510638297873	0.1652714335481893	0.6538885853936874	0.525	6	0.6984443180820488	0.6101519782255748	0.5	1	0.1748575711200797	0.5621291212117685	0.5325	40
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC1143	contract_validated	0.5266666666666667	0.8333333333333334	0.4626504812931767	0.2142845642675953	0.6440405507324493	0.524468085106383	0.2716738942044204	0.7203567837620785	0.625	6	0.3253534548345673	0.9049994090918678	0.5	1	0.2028994425128973	0.6260691443190194	0.51	40
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC38	contract_validated	0.3866666666666666	0.8333333333333334	0.4900535727623359	0.1573030442048559	0.560733511756173	0.4840425531914893	0.1041263736354905	0.6270715200634358	0.4833333333333334	6	0.266539496479043	0.8529681862588001	0.45	1	0.162548633483406	0.5434769436475181	0.485	40
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC1143	contract_validated	0.6	0.5	0.4467898346336644	0.2546616965936137	0.5900051970237808	0.5351063829787235	0.3108379649918286	0.728297396471715	0.5666666666666665	6	0.3560948122754822	0.7449051990925346	0.6	1	0.2436994284418347	0.5653888670548718	0.52875	40
geneformer_hcc_formal_v1	entrant	HCC38	contract_validated	0.4933333333333333	0.8333333333333334	0.4228204926686719	0.1462373412110174	0.4017559404470948	0.5563829787234043	0.1476697460419604	0.5165521401951079	0.5666666666666668	6	-0.1950924891508858	0.850501179895724	0.5	1	0.1545557262454235	0.3733178794986772	0.55625	40
geneformer_hcc_formal_v1	entrant	HCC1143	contract_validated	0.5733333333333334	0.6666666666666666	0.379510297290034	0.1147844663742971	0.4621991542174571	0.5744680851063831	0.2038837104098184	0.6326961127560929	0.6	6	-0.3440544749003116	0.5945181462621977	0.5	1	0.1128905533008341	0.4333166356355434	0.5725	40
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC38	contract_validated	0.5333333333333333	0.3333333333333333	0.3197359883174445	0.0512408599066373	0.7301642711089633	0.5797872340425532	0.0891374828446414	0.6721009422571781	0.5750000000000001	6	-0.0087150223810595	0.9503396167942604	0.6	1	0.047055263523129	0.7333693867945985	0.58	40
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC1143	contract_validated	0.7199999999999999	0.0	0.3315887752109247	0.1011341680096369	0.7729522639984209	0.5840425531914893	0.2222455331517015	0.712466967884665	0.6166666666666666	6	0.1994261842482857	0.7423101869296195	0.65	1	0.080510162832361	0.7827911103422044	0.5774999999999999	40
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC38	contract_validated	0.5	0.0	0.252801658315375	0.0415787050675857	0.7559280900600766	0.5819148936170213	0.0782131968284241	0.8378826225941286	0.6	6	0.0046083962312752	0.9706235150427552	0.7	1	0.0370077890243677	0.738267524555402	0.5762499999999999	40
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC1143	contract_validated	0.4333333333333333	0.3333333333333333	0.2651210611884321	0.0172899269726938	0.8437880932833334	0.5840425531914893	0.0876977779137452	0.9832293155281248	0.625	6	-0.0689629333671596	0.8177612242651476	0.6	1	0.0088850708400324	0.8235225816720693	0.5775	40
lm_train_lowrank_hcc_formal_v1	entrant	HCC38	contract_validated	0.5599999999999999	0.6666666666666666	0.2780542551669404	0.05812829091818	0.6688211218058587	0.5648936170212766	0.0963427707676543	0.7158537750410451	0.5750000000000001	6	-0.111169832421149	0.9310866877034696	0.5	1	0.056628572024242	0.6552095846731404	0.5650000000000001	40
lm_train_lowrank_hcc_formal_v1	entrant	HCC1143	contract_validated	0.5133333333333333	0.5	0.2944174276316009	0.0343167011148343	0.745478664388656	0.5851063829787235	0.1933582682054174	0.8309246889841079	0.6416666666666667	6	-0.107397362116198	0.7227852471322691	0.7	1	0.0140033176320226	0.7332290961307479	0.57375	40
scgpt_hcc_formal_v1	entrant	HCC38	contract_validated	0.4266666666666667	0.5	0.3084815260614605	0.0886729023328163	0.4655248112387513	0.5404255319148936	0.0854870177639041	0.5928462282624728	0.5416666666666666	6	0.001059976130083	0.8787131421983215	0.65	1	0.0913411081732215	0.4360968904112036	0.5375	40
scgpt_hcc_formal_v1	entrant	HCC1143	contract_validated	0.4666666666666667	0.1666666666666666	0.2811684804795292	0.1533824078096796	0.5190475788413795	0.5819148936170214	0.1371998230980148	0.7053888301160383	0.6333333333333333	6	0.2573305906535822	0.6221343851131679	0.65	1	0.1532110909453317	0.4885192209933858	0.5725	40
