pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection
HALLMARK_COMPLEMENT	-0.364123051186883	-0.962906634211163	0.554502369668246	down	200	167	0.825337819128316	0.0161266962023766	APOC1;PFN1;CD55;PPP4C;ATOX1;RABIF;CALM1;PCSK9;USP14;WAS;CEBPB;KIF2A;CALM3;GRB2;LAP3;STX4;ADAM9;XPNPEP1;CFH;SH2B3;USP8;CTSD;PRKCD;PREP;LYN;DGKH;PLSCR1;RNF4;PSEN1;RHOG;KCNIP2;LCP2;CASP3;FYN;CSRP1;JAK2;GPD2;DOCK4	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_DNA_REPAIR	-0.521111308446319	-1.35868964316633	0.0222053038954447	down	150	142	0.185044199128706	0.108256440008936	NME4;NME3;ZNRD1;SURF1;NT5C;TAF12;POLR2E;GPX4;RFC4;GTF2H5;ARL6IP1;ADRM1;MPG;POLR1C;IMPDH2;GTF2H1;PRIM1;GTF2B;RFC3;AK3;RBX1;CANT1;LIG1;DUT;ZWINT;NME1;SEC61A1;POLR2G;TYMS;POLR2H;RAE1;TARBP2;POLR2I;SSRP1;TAF10;EDF1;POLR1D;UMPS;TAF1C;RFC5;NUDT21;POLL;SDCBP;RAD51;DGCR8;SUPT4H1;POLR2F;GTF2F1;POM121;UPF3B;ADA;HCLS1;POLR2D;RALA	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_E2F_TARGETS	-0.475473824261978	-1.2777645826117	0.0363172598080894	down	200	198	0.25940899862921	0.0822473549270266	CKS1B;PA2G4;CDK1;HMGB2;POLD2;TUBB;TRA2B;HMGA1;SRSF2;LYAR;RAD1;ASF1B;RANBP1;SMC4;DCTPP1;UBE2S;PLK1;ANP32E;MYBL2;TBRG4;CDK4;TRIP13;CCNB2;STMN1;XRCC6;DSCC1;NOP56;DDX39A;PAICS;DNMT1;RFC3;LIG1;ILF3;DUT;MAD2L1;NME1;RAD51AP1;MCM2;CCNE1;NOLC1;RAN;SNRPB;H2AFX;AK2;RBBP7;KIF2C;PRKDC;PRPS1;TFRC;SMC3;SSRP1;BRCA1;HNRNPD;ZW10;GSPT1;MCM6;KIF22;DIAPH3;MTHFD2;NUDT21;RAD50;SYNCRIP;CSE1L;AURKB;MKI67	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.306303722500259	0.916471095306335	0.74706457925636	up	200	155	0.868679743321349	0.0339906522393914	SAT1;TIMP1;JUN;TPM1;PCOLCE;DAB2;PPIB;QSOX1;CALU;ITGA5;ID2;ECM1;TPM4;CRLF1;ENO2;MSX1;SLC6A8;TPM2;FGF2;ITGB5;FUCA1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.409317057890779	-1.0915845942785	0.257555199210559	down	200	182	0.643887998026397	0.0280880129991969	FKBP4;KRT8;SLC9A3R1;PPIF;IGFBP4;KRT19;CHPT1;UGCG;CANT1;XBP1;MED13L;MYB;SYNGR1;FASN;KRT18;MED24;NADSYN1;SLC39A6;ENDOD1;AKAP1;AQP3;RHOBTB3;ABCA3;SLC7A5;KLF10;SLC37A1;TOB1;GAB2;GLA;TGM2;MAPT;HES1;FKBP5;B4GALT1;SIAH2;ISG20L2;DHRS2;ARL3;DYNLT3;ABHD2;JAK2;TMEM164;FDFT1;MYBBP1A;CD44;KRT15;RAPGEFL1;TUBB2B;OPN3;NXT1;SNX24;SYBU;IL17RB;NRIP1;TFF1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.413773439747538	-1.10080145063396	0.242450495049505	down	200	178	0.638027618551329	0.0292337091963034	GAL;DCXR;FKBP4;PKP3;CKB;METTL3;SLC9A3R1;PPIF;IGFBP4;NMU;KRT19;CHPT1;XBP1;MYB;GALE;PTGER3;LSR;LLGL2;ABCA3;SLC7A5;CDC20;DNAJC1;TOB1;TSTA3;GLA;MAPT;JAK1;ST6GALNAC2;FKBP5;SIAH2;BTG3;DHRS2;ARL3;DYNLT3;ABHD2;JAK2;DLG5	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_FATTY_ACID_METABOLISM	-0.481921763253277	-1.25450841074212	0.0689304336767137	down	158	140	0.344652168383569	0.060295791275842	IDH3G;NTHL1;RDH11;UROD;GLUL;ALDOA;ODC1;SDHC;REEP6;MDH1;MIF;IDH1;CCDC58;DECR1;SDHD;CBR1;SDHA;SMS;HSDL2;FH;DLD;NCAPH2;HSPH1;FASN;YWHAH;MDH2;ACAA2;CPOX;ECHS1;ACSM3;GRHPR;LDHA;ADSL;CRAT;PDHB;LGALS1;METAP1;AUH;PPARA;HPGD;G0S2;HSD17B7;ACOX1;BLVRA;NSDHL;HADH;ACSL4;ACSL1;RETSAT;HSD17B10;ADIPOR2;GPD2;IDI1;DLST	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_G2M_CHECKPOINT	-0.429561873052784	-1.15425176412373	0.153360834748847	down	200	196	0.589849364418644	0.0379364958949899	CKS1B;CDK1;TRA2B;HMGA1;SRSF2;CDC45;H2AFV;SMC4;ODC1;KIF5B;UBE2S;PLK1;SMC2;MYBL2;RAD23B;CDK4;CCNB2;PAFAH1B1;STMN1;HSPA8;DDX39A;MTF2;SMARCC1;PRC1;ILF3;DKC1;MAD2L1;MCM2;NOLC1;H2AFX;CUL3;TLE3;NCL;CCNA2;KIF2C;SNRPD1;HNRNPD;GSPT1;DBF4;MCM6;KIF22;SLC7A1;BUB1;TROAP;MNAT1;SYNCRIP;TPX2;AURKB;MKI67;SFPQ;CDC27;SS18;ODF2;SLC7A5;TRAIP;INCENP;SRSF10;CDC20;PURA;CDC25B;E2F1;CENPA	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_GLYCOLYSIS	-0.467802121191268	-1.24948029072192	0.0599655935119194	down	200	184	0.33314218617733	0.063728697179177	CDK1;TPI1;FKBP4;NDUFV3;ALDOA;ENO1;DDIT4;SDHC;MDH1;MIF;B3GAT3;IDH1;G6PD;STMN1;AK3;TALDO1;FAM162A;DLD;HOMER1;GALK1;KIF2A;PRPS1;SLC16A3;CHST2;GALE;GOT1;MDH2;LHPP;GOT2;PGM2;MED24;ANKZF1;LDHA;BPNT1;CHPF;MPI;PGAM1;CLN6;CENPA;TSTA3;SLC37A4;ARPP19;NSDHL;B4GALT7;SRD5A3;DSC2;NANP;GYS1;PHKA2;B4GALT1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEDGEHOG_SIGNALING	0.300677066713216	0.691872302809264	0.960640989597976	up	36	29	0.980245907753037	0.0200270913221196	PML;CDK6;LDB1;CDK5R1;MYH9;HEY1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEME_METABOLISM	0.464712151485232	1.42203835038358	0.0034278411140986	up	200	195	0.0856960278524657	0.431707695803346	SLC25A37;HBZ;ALAS2;GCLM;HTATIP2;CAST;CLIC2;RBM38;GYPA;MPP1;SEC14L1;ADD1;KLF1;TNRC6B;GYPB;LMO2;CLCN3;GYPE;MYL4;TFDP2;CDR2;HEBP1;KLF3;BACH1;DAAM1;BLVRB;CROCCP2;TCEA1;RAD23A;RHCE;RIOK3;UROS;MARK3;RCL1;ASNS;AHSP;NCOA4;SIDT2;OPTN;USP15;NFE2;UBAC1;MGST3;HBQ1;ISCA1;ALAD;RHD;ARHGEF12;TAL1;EPOR;ERMAP;FOXO3;FECH;SLC11A2;RNF123;VEZF1;DCUN1D1;RNF19A;SLC10A3;PICALM;LPIN2;YPEL5;BNIP3L	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HYPOXIA	-0.341541562010746	-0.910837943861673	0.688910817811768	down	200	182	0.86113852226471	0.0128288009137175	SLC25A1;HK1;TPI1;ALDOA;ENO1;DDIT4;MIF;HEXA;GPI;PFKL;FAM162A;GALK1;TPST2;CHST2;PNRC1;PGM2;ANXA2;ANKZF1;GRHPR;S100A4;LDHA;VHL;XPNPEP1;NDST1;NR3C1;KLHL24;SLC37A4;HOXB9;TGM2;DUSP1;GYS1;KDM3A;SIAH2	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL2_STAT5_SIGNALING	-0.323154373733396	-0.861135402442959	0.81546442687747	down	200	181	0.926664121451671	0.0103518495019241	GPX4;ODC1;IFITM3;SNX14;GALM;XBP1;CAPG;CDC42SE2;POU2F1;CCNE1;PUS1;SLC1A5;TNFRSF1B;RHOH;AHNAK;CTSZ;SLC29A2;CCND3;MAPKAPK2;UMPS;PRNP;PHTF2;FURIN;RABGAP1L;SYNGR2;PLSCR1;SOCS1;TGM2;CCND2;SOCS2;AHCY;ETV4;PTRH2;SCN9A;TNFRSF21;CASP3	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.420991049686335	-1.0240348350799	0.417730299667037	down	87	76	0.760550665763936	0.0219827970887542	STAT3;BAK1;TNFRSF1B;GRB2;TNFRSF1A;IL10RB;PTPN11;PTPN1;LEPR;STAM2;IFNAR1;IL17RA;SOCS1;IL15RA;TNFRSF21;TGFB1;CBL;CD44;TNFRSF12A	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INFLAMMATORY_RESPONSE	-0.296021844150931	-0.782566305252706	0.952969061876247	down	200	166	0.980245907753037	0.0080223127008659	BST2;CD55;ADRM1;EMP3;TNFRSF1B;SLC31A1;CHST2;SLC7A1;NFKBIA;DCBLD2;BTG2;IFNAR1;BEST1;ICAM4;LYN;LY6E;PSEN1;RHOG;IL15RA;LCP2;KIF1B	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.321837843571133	-0.792971618124888	0.881409377570606	down	97	86	0.974585571162983	0.0107538650432684	IFITM2;BST2;IFITM3;B2M;LAP3;PSMA3;PLSCR1;LY6E;CNP;PNPT1;IFI35;NCOA7;TRIM21;LGALS3BP	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.351115114515835	-0.931172788973979	0.629588154784123	down	200	173	0.825337819128316	0.0142566440784238	IFITM2;STAT3;BST2;IFITM3;NUP93;ISOC1;B2M;TOR1B;MTHFD2;LAP3;NFKBIA;PTPN1;BPGM;RNF213;SOD2;CFH;PSMA3;PSMB10;LYSMD2;PLSCR1;LY6E;SOCS1;IL15RA;VAMP5;LCP2;PNPT1;CASP3;IFI35;JAK2;TRIM21;MVP;LGALS3BP;PTPN6	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_DN	0.255394895742989	0.749924181149773	0.998229305002213	up	200	132	0.998229305002213	0.026740979054125	SEPP1;TNNI3;SPTBN2;FGGY;BARD1;SLC25A23;MTHFR;STAG3	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_UP	-0.340669978115842	-0.89821608287386	0.713999248026068	down	200	162	0.865718856373062	0.0125399487417962	LAPTM5;GYPC;TFPI;WDR33;TNFRSF1B;DOCK2;TRIB2;ZNF277;TOR1AIP2;DCBLD2;BPGM;ATG10;CFH;RABGAP1L;ADAM17;MMD;EVI5;G0S2;CCND2;ETV4;AMMECR1;CBX8;CBL;CAB39L;MAP7;LCP1;SPRY2;ADAM8;PLAUR;NIN	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MITOTIC_SPINDLE	-0.398907419346936	-1.07233307543653	0.3	down	200	199	0.681818181818182	0.0251797850949631	CDK1;RHOT2;SMC4;CSNK1D;KIF5B;PLK1;CCNB2;PAFAH1B1;STAU1;CDC42BPA;PRC1;DYNC1H1;KATNB1;RALBP1;KIF2C;CNTRL;DOCK2;EPB41L2;VCL;SMC3;SPTBN1;FLNA;TBCD;CDC42EP1;PPP4R2;RANBP9;ATG4B;DLG1;NF1;PCGF5;KIF22;BUB1;CEP192;ARHGAP4;ARHGAP5;SEPT9;CTTN;CNTROB;TPX2;CDC27;RAB3GAP1;INCENP;AZI1;ACTN4;ALS2;MYO9B;KIF3B;TAOK2;ARF6;PLEKHG2;ARAP3;ARHGDIA;SAC3D1;KIF20B;EPB41;LRPPRC;KIF1B;PIF1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MTORC1_SIGNALING	-0.362702209587038	-0.97470778368226	0.531762419531155	down	200	198	0.825337819128316	0.0163506357883362	TPI1;RDH11;TOMM40;SSR1;ALDOA;PPA1;ENO1;ARPC5L;FADS1;CCT6A;GSR;DDIT4;SLC9A3R1;HSPD1;COPS5;PLK1;IDH1;G6PD;GTF2H1;M6PR;GPI;CACYBP;DDX39A;PFKL;HMBS;PSMC2;XBP1;EPRS;MCM2;EBP;SLC1A5;TFRC;NFYC;BCAT1;SEC11A;PSAT1;ATP5G1;GOT1;PSMD14;ACACA;MTHFD2;SHMT2;BUB1;SERPINH1;PSMB5;CYP51A1;HSPE1;LDHA;POLR3G;BTG2;TMEM97;SCD;RRP9;SLC7A5;RPA1;PSMA3;PSMG1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V1	-0.599170623432494	-1.61067567604649	1.88108054948099e-05	down	200	199	0.0009405402747404	0.575610261071129	SRM;TXNL4A;SRSF3;PA2G4;RPS2;RNPS1;POLD2;RPS10;EIF1AX;HNRNPR;PPM1G;PSMA7;TRA2B;NOP16;SET;PSMD3;EIF4G2;PSMB3;SRSF2;FBL;U2AF1;CYC1;CDC45;HDAC2;EIF4A1;C1QBP;CCT4;RANBP1;PRPF31;RFC4;NHP2;ODC1;CNBP;CCT5;SNRPD2;RPL6;HSPD1;COPS5;RSL1D1;CAD;RPS6;SNRPA1;RAD23B;CDK4;IMPDH2;RPL14;HNRNPA2B1;PHB2;XRCC6;NOP56;HNRNPC;PHB;COX5A;GNB2L1;LSM2;SMARCC1;DUT;MAD2L1;SRSF7;EPRS;NME1;PCBP1;MCM2;DDX21;SF3B3;NOLC1;RAN;CCNA2;PTGES3;PABPC1;PSMD8;VBP1;TYMS;SNRPD1;NDUFAB1;EIF3B;TRIM28;HDGF;PSMD14;HNRNPD;TARDBP;PSMD7;GSPT1;MCM6;UBE2E1;GOT2;KARS;SYNCRIP;HSPE1;CCT2;TCP1;LDHA	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V2	-0.640257416509353	-1.50265914723714	0.0091861633414669	down	58	58	0.114827041768336	0.180467893079923	SRM;PA2G4;NOP16;LAS1L;DCTPP1;FARSA;HSPD1;PLK1;TBRG4;CDK4;NOP56;PHB;SUPV3L1;PUS1;NOLC1;NOC4L;SLC29A2;IMP4;GRWD1;HSPE1;TMEM97;RRP9;UTP20;MAP3K6;TCOF1;UNG	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYOGENESIS	-0.420988733075517	-1.11929248414536	0.210565476190476	down	200	177	0.619310224089636	0.0319062895292908	TNNT1;EIF4A2;CFD;CKB;OCEL1;SIRT2;NQO1;TPM3;TEAD4;PDLIM7;MAPK12;FKBP1B;DES;PRNP;KCNH2;ITGB1;SCD;CRAT;MEF2C;SYNGR2;RB1;MAPRE3;ACSL1;TGFB1;FLII;MEF2A;CKM;MEF2D;AGRN;PFKM;AK1;ACHE	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_NOTCH_SIGNALING	-0.570845331659823	-1.20325671965767	0.203531598513011	down	32	30	0.619310224089636	0.0371008228654284	APH1A;PSENEN;RBX1;MAML2;DTX2;KAT2A;HES1;ARRB1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.378588810749296	-1.01740064134844	0.423175027329042	down	200	198	0.760550665763936	0.0197323873767823	ATP5A1;ATP5B;NDUFS7;IDH3G;RHOT2;CYC1;SURF1;UQCRC2;BAX;NDUFV1;UQCRFS1;NDUFS6;GPX4;NDUFA9;SDHC;MRPS12;COX11;NDUFB7;SLC25A5;UQCRC1;TIMM13;MDH1;IDH1;DECR1;SDHD;SLC25A11;GPI;PHB2;COX5A;SDHA;ATP5D;SUPV3L1;COX5B;FH;DLD;PMPCA;ATP5F1;MFN2;MRPS11;NDUFAB1;ATP6V1H;LDHB;COX6A1;NDUFB2;ATP5G1;MDH2;ACAA2;ATP6V0B;GOT2;ECHS1;CYB5R3;GRPEL1;COX6B1;OGDH;LDHA;NDUFA5;UQCR10;NDUFS2;PDHB;POLR2F;SLC25A3;MRPL15;HTRA2;PHYH;OPA1;MRPL11	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_P53_PATHWAY	-0.350369237479855	-0.939405159749988	0.623351245725452	down	200	192	0.825337819128316	0.014131708584212	DCXR;EI24;IRAK1;BAX;DDIT4;TRIAP1;GNB2L1;MKNK2;WRAP73;BAK1;NOL8;SEC61A1;FAM162A;RCHY1;CCNK;LDHB;SLC3A2;CCND3;SP1;TPRKB;MXD4;S100A4;SERTAD3;BTG2;HRAS;POM121;IP6K2;ADA;AEN;CTSD;APAF1;TAX1BP3;TOB1;RPL18;DEF6;SOCS1;SLC7A11;RB1;CCND2;ERCC5;HDAC3;CCP110;FBXW7;ADCK3;TCN2;GADD45A;RETSAT;RAD9A;TGFB1;MAPKAPK3;F2R	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PANCREAS_BETA_CELLS	-0.447416575556721	-0.900935954537893	0.616909061850727	down	40	23	0.825337819128316	0.0181977504878872	ELP4;SEC11A;SRP14;SRP9;PKLR;PAX6	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PEROXISOME	-0.39341372678907	-0.980879324570766	0.498649013780059	down	104	96	0.825337819128316	0.0188640854345587	GSTK1;RDH11;TSPO;FADS1;ITGB1BP1;CNBP;IDH1;SMARCC1;ISOC1;SLC25A19;PABPC1;YWHAH;SLC35B2;PEX2;SOD2;CRAT;HRAS;NUDT19;SIAH1;CLN6;SCP2;ACOX1;ACSL4;CDK7;ACSL1;RETSAT;CRABP2;PEX6;IDI1;MVP;CAT;PEX11B	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.36508929325596	-0.911354665834689	0.643763498920086	down	105	97	0.825337819128316	0.0151114679602407	PFN1;CDK1;CFL1;UBE2N;MAPK1;CDK4;MKNK2;CLTC;ARPC3;MAPK8;GRB2;TNFRSF1A;PAK4;PTEN;ACACA;MAP3K7;PTPN11;SMAD2;HRAS;PRKAG1;E2F1;PRKAR2A;GSK3B;RPTOR;ARHGDIA;EIF4E;AKT1S1;CAB39;YWHAB;TBK1;THEM4;AP2M1;CAB39L	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PROTEIN_SECRETION	0.377956697394362	1.06040718495767	0.281531531531532	up	96	92	0.67031317031317	0.0506841501632225	GOLGA4;LMAN1;ARF1;NAPG;CLTA;COPB1;COG2;CTSC;VAMP7;TSG101;GNAS;AP3S1;BNIP3;CLCN3;COPB2;ADAM10;RAB9A;VPS4B;TMED2;BET1;SNAP23;ARCN1;ARFGEF1;COPE;AP3B1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.409454001169232	1.03801894400416	0.362132352941176	up	49	47	0.73276740237691	0.0394145411934656	GCLM;NDUFA6;TXN;GLRX;PDLIM1;PRDX1;TXNRD1;NDUFB4;HHEX;PFKP;FES;OXSR1;MGST1;ABCC1;SBNO2;MSRA;PPP2R4;SOD1;SCAF4;PRDX6;STK25	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_SPERMATOGENESIS	0.326737824170515	0.936755687940371	0.618323746918652	up	135	110	0.825337819128316	0.0342826850032942	HBZ;TNNI3;CDKN3;ARL4A;RPL39L;SCG3;LPIN1;GSTM3;MLF1;NEFH;IP6K1;PHKG2;BRAF;CSNK2A2;CLGN;COIL	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_TGF_BETA_SIGNALING	0.389010337718767	1.00461686366365	0.425908372827804	up	54	52	0.760550665763936	0.0365580174075411	FNTA;TJP1;RAB31;PPP1CA;ID3;NCOR2;CDKN1C;PPP1R15A;ID2;XIAP;HDAC1;TGFBR1;TRIM33;CTNNB1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.350050353946069	1.06687106839445	0.240301724137931	up	200	186	0.638027618551329	0.0668120931524977	SAT1;PDLIM5;SQSTM1;MYC;JUN;SLC2A3;BHLHE40;TUBB2A;TSC22D1;KLF6;CD69;CCND1;PPP1R15A;FOSL1;ID2;RCAN1;KYNU;MXD1;CXCL3;BCL6;KDM6B;TIPARP;CSF1;ZBTB10;SOCS3;FJX1;NAMPT;RIPK2;TNFSF9;RELA;CDKN1A;EGR1;MCL1;BIRC2;IL6ST;NR4A2;TNFAIP3;TRIB1;MAP3K8;LAMB3;CXCL11;NFAT5;CCRL2;SPHK1;PER1;IRF1;YRDC;GPR183;SIK1;ICAM1	K562_13d	CREB1	1568	3491	21713	mean_log_expr_perturbed_minus_control	False	H
