pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection
HALLMARK_FATTY_ACID_METABOLISM	0.438515352454739	1.1788032000882	0.13035113035113	up	158	144	0.371077184054283	0.0485134835352845	SUCLG1;ODC1;UROD;OSTC;HCCS;PRDX6;ECI2;H2AFZ;ALDOA;HSP90AA1;YWHAH;MDH2;UROS;LDHA;SUCLA2;ACSM3;SDHC;ACOT8;ADSL;ACSL4;ECH1;ECI1;PTS;IDH3B;ACADVL;ECHS1;ME1;HADH;NBN;ACADS;SDHA;CBR1;HIBCH;MCEE;AUH;CRAT;PSME1;PDHA1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_G2M_CHECKPOINT	-0.44649045947559	-1.31686915330466	0.0142126208072769	down	200	197	0.142126208072769	0.204544131818546	ATF5;TOP2A;KPNB1;AURKA;CENPE;CENPA;CDK1;NDC80;NOLC1;DTYMK;PRC1;TPX2;PTTG1;HMGA1;AURKB;NUSAP1;SQLE;KIF4A;UBE2S;KIF23;CUL5;CDC20;DBF4;TACC3;KIF22;NASP;BUB3;KIF2C;NUP50;CUL3;HMMR;MKI67;RACGAP1;CDC27;PRIM2;G3BP1;HNRNPD;TNPO2;DMD;ORC6;PLK1;EWSR1;TTK;ILF3;SLC38A1;TRA2B;ODF2;UPF1;RAD54L;CCNA2;SRSF10;HIRA;LMNB1;HIST1H2BK;LIG3;CBX1;KIF20B;WRN;CDC25B;LBR;E2F2;MEIS2;BIRC5;KIF11;XPO1;RBL1;KPNA2;HUS1;POLE;CHEK1;POLQ;SS18;PURA;CDK4;KIF15;BUB1;ORC5	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_GLYCOLYSIS	-0.417644865823453	-1.22386954332212	0.0459965928449745	down	200	189	0.28747870528109	0.11260357881031	PPIA;AURKA;HSPA5;CENPA;CDK1;MDH1;PLOD1;RARS;HS2ST1;CTH;STC2;GFPT1;PGAM1;IL13RA1;DLD;IDH1;NASP;ARPP19;UGP2;HMMR;RBCK1;SRD5A3;MIF;NSDHL;GCLC;ME2;VEGFA;ECD;DSC2;FAM162A;P4HA2;GALK1;SLC16A3;ZNF292;KDELR3;SLC37A4;B4GALT2;DEPDC1;CHPF;AK3;MPI;GLRX;GUSB;SLC25A13;POLR3K;TXN;ERO1L;ENO2;CHST12;MXI1;KIF20A;P4HA1;GNPDA1;TSTA3;GNE	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEDGEHOG_SIGNALING	-0.426807256777985	-0.962181729233424	0.501017408998417	down	36	32	0.642330011536433	0.0270431395006687	VEGFA;NF1;MYH9;RASA1;CDK6;PTCH1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEME_METABOLISM	0.430785494595635	1.1975578934269	0.0882035466461064	up	200	196	0.371077184054283	0.0585987461758163	HBZ;PRDX2;HIST1H4C;ASNS;UROD;TOP1;RIOK3;BLVRB;MGST3;NARF;GLRX5;GYPC;MBOAT2;GMPS;UROS;HTRA2;SLC11A2;EPB41;PPOX;CCND3;MINPP1;TFDP2;GYPB;KLF1;UCP2;PICALM;CAT;MARK3;KLF3;ATG4A;FN3K;HTATIP2;NNT;CCDC28A;SLC25A38;GCLM;AHSP;NEK7;SPTB;FBXO9;ARL2BP;UBAC1;RCL1;PC;CA1;SEC14L1;SPTA1;BACH1;ANK1;HBQ1;RAP1GAP;ADD2;CTSB;LPIN2;RAD23A;XK;PGLS;TRIM58;SLC30A1;KEL;VEZF1;RNF19A;BNIP3L;GYPE;DAAM1;NCOA4;SDCBP;MOCOS	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HYPOXIA	-0.360176671243889	-1.05711340819337	0.267633674630262	down	200	191	0.498428925473535	0.0447763159319511	PIM1;WSB1;HSPA5;PRKCA;HK1;STC2;RBPJ;UGP2;SLC2A1;MIF;PPP1R15A;HEXA;VEGFA;HOXB9;FAM162A;P4HA2;ALDOC;GALK1;IDS;SCARB1;MYH9;ZNF292;KDELR3;SLC37A4;SLC25A1;KLHL24;KDM3A;NDST2;GLRX;SELENBP1;PNRC1;TIPARP;BHLHE40;CYR61;ENO3;S100A4;PFKFB3;ERO1L;FOXO3;ENO2;MXI1;P4HA1;NR3C1;TES;TGM2;SAP30;PRDX5;CITED2;VHL;TGFB3;CHST2	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL2_STAT5_SIGNALING	-0.39050698553135	-1.14246074547159	0.122089721749006	down	200	186	0.371077184054283	0.0681021234212085	HUWE1;GATA1;PIM1;CD81;IFITM3;ITGAE;COCH;ETV4;NCOA3;RABGAP1L;XBP1;BCL2L1;AHNAK;SYNGR2;DHRS3;SLC29A2;MYO1C;SERPINB6;FAM126B;MUC1;DENND5A;NOP2;SNX14;CDC42SE2;UMPS;SCN9A;S100A1;SLC1A5;BHLHE40;GPX4;MAPKAPK2;SPRED2;ECM1;ENO3;PLEC;ARL4A;DCPS;PUS1;P2RX4;N6AMT2;CTSZ;P4HA1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.419318601181088	1.0466575512801	0.362204724409449	up	87	78	0.565944881889764	0.0274736517713386	TNFRSF12A;INHBE;CBL;PTPN2;SOCS1;TYK2;IFNGR1;IL4R;STAT3;IL2RG;TNFRSF1A;GRB2;IFNGR2;IFNAR1;IL17RA;IL6ST;TGFB1;PTPN1;HAX1;ACVR1B;CXCL11	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INFLAMMATORY_RESPONSE	0.381989427388259	1.04896740183805	0.324261275272162	up	200	175	0.540435458786936	0.0281135455123913	TIMP1;NMI;LY6E;ABI1;SLC11A2;SPHK1;CD69;ATP2B1;EMP3;KLF6;DCBLD2;IL4R;RIPK2;IFITM1;CDKN1A;IFNGR2;IFNAR1;CD82;ITGA5;SLC7A1;ATP2A2;ADRM1;FZD5;EREG;ACVR1B;CXCL11;IL10RA;CCL5;NAMPT	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.324663382754635	0.82471660533123	0.843095198812077	up	97	88	0.896909785970295	0.0141147538988029	NMI;LY6E;PSME2;PLSCR1;NCOA7;TRIM14;TXNIP;NUB1;GMPR;WARS;PNPT1;IL4R;RIPK2;PSME1;IFITM1;SP110	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.327344066932115	0.901866468711415	0.725508461419034	up	200	181	0.808224369907144	0.0154053345290688	NMI;LY6E;PSME2;PSMB2;PLSCR1;PSMA2;BTG1;PTPN2;VAMP8;CD69;TRIM14;TXNIP;LYSMD2;SOCS1;WARS;RIPK1;PNPT1;ISOC1;IL4R;STAT3;TNFAIP3;RIPK2;PSME1;CASP3;CDKN1A;SP110;PFKP;PELI1;PARP14;IFI35;PTPN1;SPPL2A;BPGM;CXCL11;IL10RA;CCL5;PML;NAMPT	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_DN	0.231952091226995	0.624356768977148	1.0	up	200	147	1.0	0.0111791094637617	SEPP1;CCDC106;SLC25A23;TEX15;CCDC132;SGK1;TNNI3;SPHK2;SHOX2;MAST3	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_UP	-0.449985355726593	-1.30072630098057	0.0217391304347826	down	200	165	0.159219178791488	0.162190534576841	G0S2;LAPTM5;TFPI;ZNF277;ETV4;RABGAP1L;EVI5;ATG10;PPP1R15A;SDCCAG8;ST6GAL1;TRIB2;ZNF639;FBXO4;JUP;PTPRR;AKT2;YRDC;GLRX;IKZF1;MAP7;VWA5A;ETV1;WDR33;ID2	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MITOTIC_SPINDLE	-0.408040583410104	-1.20453648264891	0.0545919818026727	down	200	199	0.303288787792626	0.103250260704189	TOP2A;AURKA;CENPE;CDK1;NDC80;DYNC1H1;PRC1;BCL2L11;SSH2;TPX2;NUSAP1;SAC3D1;KIF4A;PPP4R2;YWHAE;CKAP5;KIF23;ARHGAP4;KIF22;KIF2C;CEP192;ARHGEF2;CD2AP;RACGAP1;CDC27;PLK1;TTK;PREX1;RALBP1;RICTOR;CCDC88A;NF1;LMNB1;TUBD1;MYH9;KIF20B;BIRC5;MAP1S;KIF11;MID1IP1;TUBGCP3;HDAC6;RASA1;DST;TUBGCP5;ANLN;GEMIN4;KATNB1;SHROOM1;KIF15;MYO9B;KIF3C;FGD6;BUB1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MTORC1_SIGNALING	0.396333479140469	1.10226669538823	0.218229487970389	up	200	197	0.495976109023611	0.0355432910251727	TUBG1;CTSC;ASNS;IMMT;PSMC6;PSMA4;CACYBP;PSMC2;ARPC5L;DDX39A;MTHFD2L;PSMG1;TPI1;MLLT11;COPS5;ALDOA;ENO1;HPRT1;PSMC4;GMPS;GAPDH;RAB1A;LDHA;ACTR3;ETF1;SEC11A;CDC25A;DDIT4;CCT6A;UNG;HSPA4;FADS2;SSR1;STIP1;POLR3G;DHFR;ATP5G1;PSMD14;GPI;UBE2D3;TOMM40;EIF2S2;ME1;WARS;RPN1;PDAP1;MCM2;NUP205;SRD5A1;PGK1;SLC7A5;GLA;LTA4H;AK4;PHGDH;SLC1A4;M6PR;USO1;RIT1;DAPP1;PNO1;HSPA9;CDKN1A;MCM4;PITPNB	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V1	0.638735355145184	1.77757318052591	1.02695018122609e-07	up	200	199	2.56737545306522e-06	0.704975715167238	PSMB3;HDDC2;VBP1;PCBP1;SRM;NME1;SSB;ODC1;PSMA1;EEF1B2;PSMC6;PSMA4;VDAC1;NHP2;TXNL4A;DEK;SRSF7;RNPS1;RAN;NDUFAB1;U2AF1;H2AFZ;COPS5;COX5A;PWP1;PRDX3;EIF3J;ERH;YWHAQ;SRSF2;PSMB2;HPRT1;CNBP;PSMC4;EIF1AX;SMARCC1;SYNCRIP;PHB;NOP16;ILF2;PA2G4;SET;EIF4G2;EIF4A1;PCNA;LDHA;DUT;PSMA2;UBA2;CCT2;ETF1;ACP1;PSMA7;SSBP1;GLO1;CLNS1A;MRPL23;MCM7;SLC25A3;LSM2;HNRNPA3;MAD2L1;XRCC6;PSMD14;HNRNPA1;SNRPG;PABPC4;EIF2S2;NCBP2;NOP56;RPL22;CDK2;SNRPD1;ABCE1;VDAC3;USP1;MCM5;PPM1G;NCBP1;RPLP0;HNRNPA2B1;PRPS2;C1QBP;CYC1;TRIM28;PRPF31;UBE2E1;AP3S1;GOT2;TYMS;HNRNPU;RPS2;GSPT1;RPS6;RSL1D1;MCM2;CBX3;LSM7;PSMD8;PGK1;AIMP2;XPOT;PHB2	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V2	0.551874339602853	1.32048766256678	0.065798492117889	up	58	58	0.328992460589445	0.0722438159950612	SRM;DCTPP1;IMP4;PHB;NOP16;PA2G4;NDUFAF4;WDR43;UNG;PPAN;MYBBP1A;NOP56;MCM5;RRP12;WDR74;PES1;NOC4L;FARSA;RCL1;CBX3;MRTO4;AIMP2;UTP20;MCM4;IPO4;NPM1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYOGENESIS	-0.295960262358821	-0.862731028036669	0.918683173888576	down	200	179	0.956682814702096	0.0207231791861388	GABARAPL2;KCNH2;SCD;SLC6A8;STC2;PDE4DIP;SYNGR2;SIRT2;DMD;MYO1C;MAPK12;CKM;NQO1;EIF4A2;MYH9;AKT2;TSC2;TPD52L1;MYL6B;BHLHE40;ENO3;SORBS1;OCEL1;MYL4;MEF2A;CFD;SPEG	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_NOTCH_SIGNALING	0.369425360188965	0.791955817701642	0.804084583408639	up	32	30	0.874004981965912	0.0161169037246187	SKP1;MAML2;RBX1;FBXW11;HES1;FZD5	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.656763519986955	1.82744145955114	3.65751901459026e-08	up	200	198	1.82875950729513e-06	0.719512826338911	SUCLG1;MRPL15;TIMM17A;TIMM13;TIMM8B;IMMT;CYCS;NDUFA9;VDAC1;HCCS;NDUFAB1;MGST3;COX6A1;ATP5B;UQCRFS1;TIMM10;COX5A;NDUFA8;MRPS22;ATP6V0B;NDUFS8;PRDX3;NDUFB6;MRPS12;NDUFB5;MDH2;NDUFS4;SLC25A6;LDHA;SUCLA2;TIMM50;ATP5J;GRPEL1;NDUFA6;MRPS15;NDUFB7;SDHC;UQCR10;COX7A2L;HTRA2;COX8A;NDUFB3;ECH1;ECI1;MRPL34;SDHB;ATP5O;UQCRQ;NDUFS6;NDUFA3;COX5B;IDH3B;SLC25A3;ISCU;ATP5C1;ATP5G1;CYB5R3;SLC25A11;ACADVL;NDUFB8;GPI;ETFB;ECHS1;ATP5G3;ATP5H;NQO2;NDUFB2;NDUFB1;UQCR11;IDH3A;VDAC3;COX11;NNT;COX7B;NDUFA4;NDUFS7;CYC1;NDUFC2;MRPL11;ATP5L;GOT2;UQCRC1;SDHA;MFN2;POR;PHB2;GLUD1;POLR2F;MRPS30;RHOT2;PDHA1;TIMM9;ATP5D;VDAC2;SLC25A5;HSPA9;SLC25A4;DLST;LRPPRC;ATP6V1F;CS;ETFA;UQCRB;NDUFB4	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_P53_PATHWAY	0.346111763155659	0.958955695175008	0.56356062943536	up	200	190	0.704450786794199	0.0190189714530975	STOM;WRAP73;PCNA;CCND2;DNTTIP2;BTG1;VAMP8;RAP2B;CCND3;SPHK1;DDIT4;ATF3;BAIAP2;FGF13;ISCU;AK1;TXNIP;HRAS;EI24;SOCS1;TRIAP1;HIST1H1C;IER3;JAG2;PRKAB1;NOL8;SLC35D1;MAPKAPK3;RCHY1;CDKN1A;SERTAD3;TPRKB;CD82;TOB1;F2R;PRMT2;EPS8L2;PLK3;PDGFA;NINJ1;TGFB1;TCN2;POLH;KIF13B;HIST3H2A;SLC3A2;GADD45A;EPHX1;ACVR1B	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PANCREAS_BETA_CELLS	0.514024515261227	1.07585493868763	0.350536071233872	up	40	26	0.565380760054633	0.0295151116826142	SEC11A;PKLR;SRP14;SRP9;SPCS1;STXBP1;ELP4;VDR	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PEROXISOME	0.381137915332483	0.976489197392842	0.497778509132796	up	104	94	0.642330011536433	0.0219098861398345	ECI2;YWHAH;CNBP;SMARCC1;ACOT8;ACSL4;ECH1;HSD3B7;SCP2;SLC35B2;CAT;HRAS;IDE;ERCC1;ISOC1;PEX13;MSH2;CRAT;SOD1;SIAH1;SLC25A4;PRDX1;FDPS;CLN8;PEX6;ACSL1;HSD17B4;VPS4B;ALDH9A1;PEX11B;CLN6;FIS1;MLYCD;ABCD3;PABPC1;SLC23A2;ERCC3;SLC27A2	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.381240148607742	0.986560327791893	0.477280210734277	up	105	103	0.642330011536433	0.0225822577747834	UBE2N;ARF1;PFN1;PPP1CA;PLA2G12A;YWHAB;PRKCB;ACTR3;PIN1;E2F1;PAK4;UBE2D3;HRAS;ECSIT;CDK2;RIPK1;ARPC3;RIT1;IL2RG;AKT1;TNFRSF1A;GRB2;DAPP1;RPS6KA3;PTEN;CDKN1A	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PROTEIN_SECRETION	0.484385671003002	1.23930235010203	0.0955592105263158	up	96	93	0.371077184054283	0.0581149628110713	CTSC;KRT18;ARF1;TMED2;AP2B1;RAB5A;SEC31A;ERGIC3;COG2;ARFGEF1;CLTA;GOSR2;NAPA;COPB2;SGMS1;AP3S1;BNIP3;GLA;RAB22A;TOM1L1;AP1G1;RAB14;M6PR;SOD1;USO1;RPS6KA3;ICA1;STX7;ATP7A;VPS4B;MAPK1;VAMP4;COPE	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.535304621262744	1.24085596064813	0.133587786259542	up	49	47	0.371077184054283	0.0499670502581102	PRDX2;FTL;PRDX6;NDUFA6;MGST1;FES;GLRX2;CAT;GCLM;CDKN2D;TXNRD2;PRNP;JUNB;SOD1;PPP2R4;NDUFB4;PFKP;PRDX1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_SPERMATOGENESIS	-0.377810969954599	-1.05271690050878	0.30352580480327	down	135	116	0.523320353109087	0.0393014653454297	AURKA;RPL39L;CDK1;GMCL1;PRKAR2A;MLLT10;RFC4;DBF4;KIF2C;PIAS2;MAST2;TTK;PARP2;CHFR;PHKG2;MTOR;MAP7;CLPB;CSNK2A2;NCAPH;BUB1;PHF7;ARL4A;SIRT1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_TGF_BETA_SIGNALING	0.415476648211336	0.977839651468954	0.491464045525091	up	54	52	0.642330011536433	0.0228540270557801	FKBP1A;PPP1CA;ARID4B;SLC20A1;UBE2D3;NCOR2;ACVR1;SPTBN1;JUNB;IFNGR2;FURIN;SMURF1;TGFB1;SMAD3;ID1;SMAD1;TGIF1;HIPK2;PPM1A;TJP1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H
