pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection
HALLMARK_COMPLEMENT	-0.510681666154123	-1.30042605246177	0.0281868969019807	down	200	195	0.156593871677671	0.136483198012004	CDA;CTSC;S100A9;S100A13;CTSB;ANXA5;F3;CD59;CD55;CALM1;LGMN;CALM3;IRF7;SERPINE1;GNAI3;TFPI2;FYN;PFN1;DYRK2;CA2;RABIF;RCE1;TNFAIP3;MAFF;CEBPB;RHOG;CSRP1;PLA2G7;COL4A2;LAMP2;GNB4;PREP;LCK;GNB2;CXCL1;KCNIP3;MMP14;CASP4;CPM;CASP3;FN1;STX4;DUSP6;CCL5	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_DNA_REPAIR	-0.42756930812286	-1.05208118407025	0.31524926686217	down	150	141	0.568159020326932	0.0374961780735526	CDA;SDCBP;POLR2K;TAF12;ZWINT;POLR2J;POLR2I;GUK1;RBX1;SUPT5H;UPF3B;DAD1;AK1;NME3;NT5C;IMPDH2;POLB;PNP;GTF2F1;RFC2;GMPR2;SSRP1;STX3;POLR2E;POLR2A;MPG;RPA2;POLE4;ITPA;GTF2H5;POLD1;POLR1D;TAF10;POLR2C;SF3A3;BOLA2;RFC5;DGUOK;POLR3C;TAF13;EIF1B;REV3L;NUDT21	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_E2F_TARGETS	-0.441058530420974	-1.12310924988451	0.174012738853503	down	200	196	0.511802173098539	0.0533057017908063	HMGA1;STMN1;UBE2S;TK1;TUBB;RAN;RANBP1;CCNB2;MYBL2;BIRC5;NAA38;SMC4;CENPM;CDC20;CKS1B;CDK4;PTTG1;PLK1;CDKN3;HMGB2;ASF1A;CDK1;MCM2;LYAR;DEK;KIF4A;SRSF2;MAD2L1;CIT;AURKB;RAD51C;TRIP13;TOP2A;KPNA2;CDCA8;TRA2B;MCM7;RFC2;HNRNPD;SSRP1;TIPIN;AK2;SMC1A;LUC7L3;RPA2;HMMR;POLE4;CDCA3;DEPDC1;DLGAP5;POLD1;SRSF1;PRPS1;GINS1;MYC;ATAD2;EIF2S1;ZW10;SYNCRIP;TACC3;CCNE1;CDC25B;ING3;H2AFZ;H2AFX;DONSON;DCTPP1;PRIM2;CDKN2C;TUBG1;BUB1B;MKI67;PPM1D;XRCC6;NUDT21;ILF3;WDR90;GINS3	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.644261374535469	-1.64058029016437	5.77990057991055e-05	down	200	195	0.0028899502899552	0.557332238758646	IGFBP3;TPM2;GEM;CDH2;LGALS1;CD59;TNFRSF12A;JUN;MGP;CALD1;FLNA;CAPG;GADD45A;TGFBI;PLOD1;LAMC2;PLOD2;TNC;CALU;QSOX1;DST;DAB2;SERPINE1;TFPI2;SLIT2;COL12A1;THBS1;PDLIM4;NT5E;ADAM12;CADM1;VIM;CD44;COL6A2;PMP22;PVR;PTX3;TPM4;SGCB;BMP1;SPOCK1;TNFAIP3;LOX;LOXL1;IL15;GLIPR1;COL4A2;MMP2;FZD8;PTHLH;MCM7;MYLK;SDC4;CXCL1;SERPINH1;MMP14;MEST;COPA;FBLN1;CAP2;ITGA5;VCAN;COL16A1;FN1;FSTL1;ENO2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.448887075675496	-1.14306912996877	0.145505332656171	down	200	195	0.511802173098539	0.0585444411550859	NRIP1;KRT19;FHL2;KAZN;PMAIP1;KRT18;LAD1;DYNLT3;PPIF;NAV2;ABLIM1;FOXC1;TIPARP;SLC9A3R1;TPD52L1;SYBU;OVOL2;RPS6KA2;CD44;FARP1;ISG20L2;SFN;NBL1;SLC16A1;SLC2A1;TPBG;SEC14L2;MAST4;INHBB;PRSS23;FAM102A;TIAM1;UNC119;NXT1;AKAP1;SH3BP5;GAB2;AFF1;TUBB2B;DHCR7;SNX24;AQP3;TOB1;MLPH;MYBBP1A;ABHD2;XBP1;ABAT;DLC1;MYC;SLC37A1;KLF10;INPP5F;KCNK5;P2RY2;BCL11B;TSKU;TMPRSS3;RARA;TFAP2C;FRK;ZNF185;HES1;SIAH2;BAG1;OPN3;CELSR2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.541120977602424	-1.37790776809547	0.0104458598726115	down	200	196	0.130573248407643	0.22623238004642	FABP5;S100A9;PERP;NRIP1;KRT19;ETFB;LAMC2;CD9;ASS1;DYNLT3;PPIF;TST;FOXC1;SLC9A3R1;IMPA2;TFPI2;CDC20;TPD52L1;OVOL2;RPS6KA2;SGK1;CA2;CD44;SNX10;CAV1;FARP1;MDK;SFN;ISG20;TSPAN13;NBL1;SLC16A1;TOP2A;TPBG;GALE;ATP2B4;PRSS23;METTL3;GJB3;FAM102A;TRIM29;TIAM1;NXT1;PKP3;AFF1;MAPK13;DHCR7;MEST;TOB1;ABHD2;XBP1;ZFP36;CDC6;JAK1;TSTA3;PRLR;KCNK5;TMPRSS3;TFAP2C;FRK;STIL;SIAH2;BAG1;OPN3;CELSR2;SLC29A1;DCXR;SCNN1A;AGR2;RBBP8;ABCA3;FOS;PLK4;ST14;PTPN6;HPRT1	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_FATTY_ACID_METABOLISM	-0.38411568705322	-0.95638576361956	0.549466898090751	down	158	157	0.68316445168627	0.0270431395006687	LGALS1;ODC1;MGLL;SMS;ECHS1;CBR3;BMPR1B;SUCLA2;ACAA1;CA2;NCAPH2;CBR1;HMGCL;ECH1;ECI1;HSD17B10;UBE2L6;GLUL;CYP1A1;RETSAT;LDHA;RDH11;ACADVL;PDHB;PTS;RDH16;PRDX6;HCCS;PTPRG;EPHX1;ACOX1;SDHC;ENO2;DHCR24;H2AFZ;MIF;GABARAPL1	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_G2M_CHECKPOINT	-0.453499272917083	-1.15264266191899	0.134860050890585	down	200	193	0.511802173098539	0.0610138668284157	HMGN2;HMGA1;STMN1;ODC1;UBE2S;HIF1A;EFNA5;MT2A;CCNB2;MYBL2;BIRC5;SMC4;KPNB1;CDC20;SRSF10;CKS1B;CDK4;SLC38A1;PTTG1;PLK1;CDKN3;MARCKS;DR1;PML;AMD1;DTYMK;CDK1;MCM2;BCL3;KIF4A;SRSF2;MAD2L1;AURKB;CDC7;TOP2A;KIF23;KPNA2;TRA2B;H2AFV;SS18;HNRNPD;SFPQ;NUP50;SMC1A;PRMT5;RPA2;HMMR;CENPF;SAP30;YTHDC1;MTF2;SRSF1;KIF5B;CDC6;MYC;CCNA2;ATF5;SYNCRIP;TACC3;CDC25B;H2AFZ;H2AFX	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_GLYCOLYSIS	-0.526262302598256	-1.34080425668565	0.0158365261813538	down	200	198	0.136545202576017	0.183397180948084	ENO1;IGFBP3;IER3;STMN1;CITED2;EXT1;PYGL;TGFBI;PLOD1;PLOD2;SDC2;TPI1;QSOX1;MET;DDIT4;PSMC4;TXN;G6PD;PGLS;AKR1A1;NT5E;UGP2;PGK1;CD44;SOX9;CYB5A;CDK1;FAM162A;PAM;IL13RA1;ISG20;PPIA;B4GALT7;TPBG;ARPP19;GALE;STC1;GOT1;LDHA;B4GALT2;HMMR;PGAM1;SRD5A3;SAP30;DEPDC1;PRPS1;GYS1;PGM2;VCAN;P4HA2;SDHC;B3GNT3;ENO2;TSTA3;B3GAT3;EXT2;MIF;GNE;GMPPB	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEDGEHOG_SIGNALING	-0.46571992916242	-0.934073334738414	0.560194850382742	down	36	35	0.68316445168627	0.0255715169616145	TLE1;MYH9;PML;L1CAM;UNC5C;ETS2;CDK6	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEME_METABOLISM	-0.411406922931213	-1.04565806187309	0.319592875318066	down	200	193	0.568159020326932	0.038074588399225	CTSB;MGST3;SDCBP;HIST1H4C;BSG;TSPAN5;NARF;ISCA1;RIOK3;PSMD9;LPIN2;MOSPD1;RAD23A;PGLS;NCOA4;GCLM;CA2;MFHAS1;ELL2;ARL2BP;ADIPOR1;PDZK1IP1;SLC25A37;SLC2A1;VEZF1;HDGF;RNF19A;LAMP2;SMOX;AGPAT4;IGSF3;HAGH;UCP2;KLF3;BPGM;SEC14L1;AQP3;FECH;OPTN;P4HA2;DCAF11;MBOAT2;NUDT4;ATG4A;MAP2K3;ACP5;FOXO3	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HYPOXIA	-0.576589289781964	-1.46422757773244	0.0019760050303518	down	200	191	0.0329334171725313	0.431707695803346	ENO1;IGFBP3;S100A4;IER3;BTG1;GAPDH;F3;CITED2;JUN;EXT1;KLF6;TGFBI;SDC2;PPP1R15A;TPI1;MT2A;MYH9;DDIT4;SERPINE1;TIPARP;ATF3;UGP2;NDRG1;PGK1;CAV1;TPD52;PKP1;TMEM45A;FAM162A;PAM;ISG20;SLC2A1;TNFAIP3;FOSL2;MAFF;HMOX1;LOX;TPBG;STC1;ERRFI1;IDS;PGM1;NEDD4L;SDC4;GBE1;LDHA;PLIN2;DUSP1;KLF7;ANXA2;EFNA1;SAP30;ADM;EDN2;GYS1;PGM2;P4HA2;PFKL;ZFP36	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL2_STAT5_SIGNALING	-0.442675701312229	-1.12608108173444	0.166793796084414	down	200	194	0.511802173098539	0.0544711998459118	ALCAM;ODC1;COL6A1;S100A1;CAPG;KLF6;AHR;IRF6;ARL4A;AHNAK;DCPS;CDCP1;CKAP4;ITGAE;PHLDA1;NT5E;NDRG1;PLEC;CA2;CD44;BMP2;CD81;CTSZ;SYNGR2;TWSG1;MAFF;ANXA4;RNH1;PNP;SLC39A8;TIAM1;PLIN2;WLS;FURIN;BATF3;CSF1;ST3GAL4;GLIPR2;XBP1;MAPKAPK2;CASP3;CDC6;MYC;POU2F1;CCNE1;GSTO1;IGF2R;GABARAPL1	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.450207367711286	-1.04075894550095	0.357435526632924	down	87	87	0.57650891392407	0.034580808198191	TNFRSF12A;JUN;CD9;LEPR;CD44;IL13RA1;HMOX1;CXCL1;CSF1;LTBR;IL1R1;IL15RA;FAS;BAK1;OSMR;IFNAR1;IL6;HAX1;SOCS3;PDGFC;TLR2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INFLAMMATORY_RESPONSE	-0.509964398359987	-1.29800558058383	0.0278772378516624	down	200	197	0.156593871677671	0.137749272114041	F3;EDN1;AXL;KLF6;RIPK2;HIF1A;AHR;CD55;KIF1B;MET;IRF7;SERPINE1;GNAI3;PTPRE;DCBLD2;IL18;PVR;LY6E;HBEGF;TPBG;RHOG;IL15;HRH1;PCDH7;LCK;SGMS2;ATP2B1;SPHK1;MMP14;NAMPT;CSF1;ADM;SLC31A2;ITGA5;MYC;BST2;RELA;IL1R1;IL15RA;CCL5;GNA15;CD82;P2RY2;OSMR;GCH1;PSEN1;LAMP3;IFNAR1;MXD1;CCL2;ICAM1;IL6	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.395031313423045	0.898281889444945	0.669904567143831	up	97	93	0.70817004600443	0.0179280941928514	IFITM3;PNPT1;HLA-C;PSME2;ADAR;IL4R;LAP3;IRF1;NMI;TRIM5;TRIM25;PROCR;PSME1;TRIM14;RNF31;PARP14;STAT2;PSMB9;USP18;IRF9;OGFR;PARP9;CD74;IFIT3;TRIM21;CNP;PARP12;HERC6;RTP4;EIF2AK2;IFIT2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.440389642391398	1.08790264502874	0.24774108756366	up	200	198	0.563047926281046	0.0342425086513012	RNF213;IFITM3;HLA-B;TAPBP;HLA-A;PNPT1;NFKBIA;NCOA3;PSME2;SRI;RAPGEF6;ADAR;PSMA2;PSMB10;HLA-DMA;DDX58;IL4R;XAF1;LAP3;APOL6;ISOC1;IRF1;IFIT1;NMI;TRIM25;LYSMD2;PSME1;CFB;NUP93;TRIM14;MTHFD2;STAT1;RNF31;PARP14;RBCK1;STAT2;PSMB9;NFKB1;LATS2;USP18;IRF9;OAS3;OGFR;RIPK1;ZNFX1;NOD1;CD74;VAMP8;IFIT3;TRIM21;HLA-DRB1	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_DN	0.390346617538761	0.961908754638142	0.543153049482163	up	200	190	0.68316445168627	0.0205407678082685	BARD1;CAMK1D;SLC25A23;CDKAL1;NR6A1;KRT15;PTPRJ;ASB7;DTNB;MSH5;DLK2;KLK8;ENTPD7;SPTBN2;H2AFY2;YPEL1;GAMT;SHOX2;RYR1;GTF3C5;EFHD1;CPEB3;GPR19;C5;TCF7L1;MAST3;KLK7;PDE6B;IGFBP2;THRB;SPRR3;MFSD6	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_UP	-0.349241401914906	-0.888402355243364	0.789473684210526	down	200	194	0.805585392051558	0.0215013868754499	IGFBP3;EPHB2;PCSK1N;PPP1R15A;MAFB;DCBLD2;TRIB1;GALNT3;CA2;LY96;SOX9;BMP2;MMD;GPNMB;TSPAN13;SDCCAG8;PTPRR;TNFAIP3;HBEGF;JUP;DNMBP;BPGM;TOR1AIP2;TRIB2;GFPT2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MITOTIC_SPINDLE	-0.416816788367159	-1.06196039758402	0.282758620689655	down	200	198	0.568159020326932	0.0409012441448883	ARHGAP29;CDC42;CAPZB;EPB41L2;PALLD;FLNA;TUBA4A;KIF1B;MYH9;DST;CCNB2;FSCN1;BIRC5;SMC4;SSH2;DYNLL2;ACTN4;PCNT;ARHGAP5;CYTH2;PLK1;MARCKS;ARHGAP27;DYNC1H1;FARP1;KIFAP3;CDK1;ANLN;BCR;KIF4A;TOP2A;KIF23;PPP4R2;RALBP1;CSNK1D;ARHGAP10;YWHAE;TIAM1;SUN2;BCAR1;ARFIP2;NEDD9;SMC1A;CENPF;NCK2;ABR;DLGAP5;ARL8A;SORBS2;KIF5B;TUBGCP2;KPTN;PCGF5;CDC42EP2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MTORC1_SIGNALING	-0.397964966300587	-1.01337601237541	0.394649681528662	down	200	196	0.597954062922216	0.0337044940604929	ENO1;CTSC;GAPDH;NUPR1;PPA1;SERP1;TUBA4A;IFI30;PLOD2;CD9;PRDX1;PSMG1;PPP1R15A;TPI1;LGMN;DDIT4;UBE2D3;PSMC4;G6PD;COPS5;SLC9A3R1;UCHL5;TRIB3;EBP;PLK1;PGK1;ARPC5L;MCM2;CALR;TOMM40;PSME3;SLC2A1;PPIA;STC1;YKT6;SSR1;PNP;GOT1;PGM1;EEF1E1;GBE1;LDHA;RDH11;SQSTM1;SERPINH1;DHCR7;PDAP1;NAMPT;XBP1;SHMT2;RIT1;PFKL;ABCF2;DHCR24;MAP2K3;ACSL3;ACTR3	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V1	-0.425488790613796	-1.08299094303189	0.241687979539642	down	200	197	0.563047926281046	0.0446715359620162	SNRPA1;ODC1;PABPC1;SRM;RPS5;EIF4A1;SNRPD2;RAN;MRPS18B;RPL18;RPL22;LSM7;RPLP0;RANBP1;SRSF3;PSMC4;COX5A;COPS5;PSMD8;KPNB1;CDC20;PRPF31;CDK4;ACP1;CYC1;TRIM28;EIF1AX;PGK1;RSL1D1;SSBP1;MCM2;MRPL9;DEK;RUVBL2;IMPDH2;SRSF2;MAD2L1;RNPS1;PPIA;LSM2;HNRNPA1;RPS2;ILF2;HDGF;KPNA2;EIF3B;TRA2B;YWHAE;TARDBP;MCM7;CNBP;HNRNPD;LDHA;HNRNPR;SF3A1;EIF3J;SRSF1;SERBP1;DDX21;TXNL4A;MYC;CCNA2;PHB2;EIF2S1;PSMA7;SYNCRIP;PRDX3;H2AFZ	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V2	0.419355678181491	0.886223487382248	0.667367683140554	up	58	58	0.70817004600443	0.0183990018875178	TMEM97;CBX3;HSPD1;PHB;TBRG4;WDR43;HSPE1;PA2G4;MCM4;NDUFAF4;LAS1L;GNL3;TCOF1;NIP7;SORD;NOLC1;NOP16;SLC19A1;UNG;UTP20;RRP9;DDX18;TFB2M;RABEPK;MCM5	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYOGENESIS	-0.48642229797139	-1.23991906637532	0.0529818274891221	down	200	199	0.240826488586919	0.0993535227577061	IGFBP7;IGFBP3;TPM2;CRYAB;CNN3;TNNT1;TPM3;NAV2;MYH9;ABLIM1;TPD52L1;MB;ADAM12;AK1;PDLIM7;MYL6B;COL6A2;FLII;SYNGR2;HBEGF;KLF5;COL4A2;SIRT2;MAPK12;MYLK;KIFC3;ATP6AP1;HSPB2;SPHK1;ERBB3;ST5;SORBS1;EIF4A2;HDAC5;RIT1;CHRNB1;MEF2D;GAA;DAPK2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_NOTCH_SIGNALING	-0.525005284946238	-1.03518482410527	0.393777571395403	down	32	32	0.597954062922216	0.0319289469770344	RBX1;JAG1;APH1A;MAML2;PSENEN;FZD7;SAP30;NOTCH3;SKP1;ARRB1;HES1;PPARD;PRKCA;KAT2A	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.438541002282387	-1.10601709204741	0.205521472392638	down	200	183	0.547757828192584	0.0488083137912282	ATP1B1;SDHB;NDUFS8;MRPS12;MGST3;ETFB;UQCRB;ATP6V0B;ATP6V0C;ISCU;ECHS1;UQCR10;OAT;ISCA1;TIMM8B;COX5A;CYB5R3;SUCLA2;MRPS15;ACAA1;MRPS22;CYC1;COX6B1;CYB5A;COX7A2;ATP6V1F;TIMM10;SLC25A11;TIMM9;ECH1;TIMM50;COX7B;ECI1;HSD17B10;NDUFB4;NDUFB2;RETSAT;BCKDHA;NDUFS7;LDHA;ATP6AP1;ACADVL;PDHB;COX5B;HCCS;NDUFS2;GLUD1;MRPS11;MRPL34;VDAC2;UQCRC1;MRPS30;SDHC;IDH3A;PHB2;MRPL11;TIMM13;NDUFA5;PRDX3;CASP7	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_P53_PATHWAY	-0.523961101295169	-1.33421194434809	0.0196178343949045	down	200	196	0.140127388535032	0.164313492356652	KRT17;S100A4;IER3;PERP;BTG1;UPP1;TSC22D1;JUN;NUPR1;FGF13;GADD45A;IFI30;RPL18;ISCU;PPP1R15A;DDIT4;PTPRE;IRAK1;TAX1BP3;TPD52L1;TRIB3;ATF3;PRMT2;RPS12;NDRG1;NUDT15;AK1;BMP2;CD81;FAM162A;SFN;TRAF4;RHBDF2;EPS8L2;RAD51C;HBEGF;HMOX1;NINJ1;HIST3H2A;INHBB;RPS27L;RETSAT;RCHY1;TRIAP1;EPHA2;DGKA;TPRKB;STEAP3;SPHK1;EPHX1;TOB1;STOM;MKNK2	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PANCREAS_BETA_CELLS	-0.574851432779013	-1.17664731110397	0.208147974713182	down	40	40	0.547757828192584	0.046199980919066	MAFB;AKT3;SRP9;SRP14;SPCS1;STXBP1;FOXO1;VDR	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PEROXISOME	0.388588979645586	0.895223022210359	0.679843244164253	up	104	103	0.70817004600443	0.0177083382684829	IDI1;ELOVL5;IDH2;SEMA3C;FDPS;CDK7;SLC23A2;SOD1;PRDX5;ISOC1;SLC25A17;SLC25A4;SLC35B2;FADS1;CLN6;LONP2;IDE;DHRS3;SMARCC1;SULT2B1;PEX13;EHHADH;GNPAT;MSH2;VPS4B;CACNA1B;YWHAH;PEX6;HSD17B11;NUDT19;ERCC3;IDH1;ACOT8;CRAT;ABCC5;DLG4;ESR2;PEX14;CTBP1	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.400593254556505	0.924568619608816	0.614742934967654	up	105	104	0.70817004600443	0.0191924507224364	PTEN;CDKN1B;E2F1;HSP90B1;TBK1;ACACA;ACTR2;AKT1;YWHAB;RPTOR;MAPKAP1;MAP2K6;RAC1;CAMK4;GSK3B;STAT2;SMAD2;MAPK9;TSC2;NCK1;TRAF2;EIF4E;PLA2G12A;RIPK1;RPS6KA3;PRKAG1;ITPR2;MAPK8;ARHGDIA;NOD1;PIKFYVE;EGFR;MAPK1	HCC1143	ARID1A	195	1325	36601	mean_log_expr_perturbed_minus_control	False	H
