pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.504542518235275	-1.13544864080181	0.205804416403786	down	200	196	0.38111928963664	0.032686317971351	CAV1;PRSS23;RAB31;KRT19;GAL;AREG;SLC16A1;NRIP1;FLNB;IMPA2;S100A9;FABP5;RBBP8;SLC7A5;MEST;CD44;ETFB;SFN;NBL1;DCXR;SLC9A3R1;GINS2;PPIF;TPD52L1;UGDH;AFF1;FKBP4;TIAM1;IGFBP4;ALDH3B1;GALE;HPRT1;CDC6;TOP2A;LAMC2;SCARB1;TPBG;DHCR7;PTGES;OLFM1;DYNLT3;CKB;ASS1;SNX10;UNC13B;STIL;BTG3;HOMER2;CDC20;IGSF1	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_FATTY_ACID_METABOLISM	-0.461618256643861	-1.02030457410716	0.420950658744511	down	158	157	0.553882445716461	0.020751485481662	SMS;H2AFZ;LDHA;ACSL4;PPARA;HSDL2;UGDH;ODC1;GPD2;UROD;RAP1GDS1;S100A10;LGALS1;OSTC;FASN;CBR3;YWHAH;HSP90AA1;DHCR24;HMGCS1;METAP1;SUCLG2;IDH1;ACADVL;ADSL;ME1;SDHD;SDHC;NTHL1;SUCLA2;IDI1;NCAPH2;PCBD1;ADIPOR2;PRDX6;ALDH9A1;ECHS1;SERINC1;SLC22A5;ACAT2;HSD17B11;MDH1;GRHPR;CPT1A;HSD17B10;GCDH	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_G2M_CHECKPOINT	-0.674224017656075	-1.51491119217984	0.0006890138749597	down	200	193	0.0068901387495976	0.477270815362862	HMGA1;H2AFZ;CDKN3;HMGN2;CDC25B;SLC7A1;SLC7A5;EFNA5;DTYMK;GSPT1;KPNB1;MYBL2;HIF1A;ILF3;LBR;CKS1B;DKC1;GINS2;KIF20B;CDC45;NOLC1;ODC1;RBL1;HNRNPD;KIF2C;CDK4;G3BP1;SRSF2;TPX2;HSPA8;SMAD3;BIRC5;ORC6;NUP98;RASAL2;FANCC;SMC1A;TFDP1;MAPK14;CENPE;CCNF;RPA2;CDC6;TOP2A;CDC27;SAP30;BARD1;STAG1;MYC;KPNA2;CCNA2;CDC7;XPO1;NCL;KATNA1;KIF4A;BUB3;SRSF10;EZH2;TRA2B;POLE;POLQ;E2F4;E2F1;CHAF1A;UCK2;SLC38A1;PRC1;H2AFV;BCL3;RPS6KA5;PLK1;CKS2;MCM6;TACC3;BRCA2;MCM2;STIL;MCM3;ODF2;SMC2;WRN;CCNT1;NASP;PBK;CDK1;MKI67;AURKA;CDC20;MEIS2;CENPF;CDKN2C;NDC80;DBF4;NUP50;KIF23;EXO1;PRMT5;SLC12A2;PRIM2;POLA2;PURA;SMARCC1;HMMR;H2AFX;CUL4A;SQLE	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_GLYCOLYSIS	-0.588196061096157	-1.324037806356	0.0286543802070184	down	200	198	0.160660893876442	0.0947688008055759	EXT1;TGFBI;PLOD2;G6PD;MET;PYGL;ENO1;COL5A1;PFKP;PAM;TXN;CD44;EGFR;LDHA;FUT8;POLR3K;VEGFA;ADORA2B;ANGPTL4;PGK1;P4HA2;GNE;SLC25A13;PRPS1;FKBP4;PPIA;NDUFV3;GALE;TPST1;AGRN;TALDO1;SAP30;B4GALT2;IDH1;TPBG;AGL;SLC25A10;SRD5A3;P4HA1;RBCK1;TPI1;ME1;SDHC;PGAM1;PDK3;STC1;STC2;IER3;GOT2;ANKZF1;AK3;NASP;CDK1;NANP;AURKA;GUSB;AKR1A1;GLCE;PGM2;NT5E;ARTN;AK4;PMM2;ALDH9A1;SLC35A3;EGLN3;CTH;SLC16A3;B4GALT7;HMMR;GMPPA	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEDGEHOG_SIGNALING	-0.596949938923468	-1.10216990980134	0.336747361887027	down	36	35	0.510223275586404	0.0274089539845351	UNC5C;NRP1;MYH9;VEGFA;L1CAM;ETS2;TLE1;CELSR1	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HEME_METABOLISM	-0.509556374595661	-1.14492013738276	0.188748419721871	down	200	193	0.38111928963664	0.0344445284087729	SMOX;CAST;ELL2;HIST1H4C;CTSB;FOXO3;TSPAN5;GCLM;TFRC;MOCOS;NEK7;SEC14L1;GLRX5;RAD23A;HDGF;P4HA2;ISCA1;LAMP2;NR3C1;UROD;SLC2A1;CDR2;MFHAS1;GMPS;RCL1;CDC27;ADIPOR1;AGPAT4;ENDOD1;PSMD9;SLC7A11;GDE1;BMP2K;SLC25A37;NCOA4;NUDT4;SDCBP;RIOK3;PICALM;MAP2K3;SLC10A3;BLVRB;EPB41	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HYPOXIA	-0.536453875521474	-1.20513913916645	0.114310976379942	down	200	191	0.285777440949855	0.0457493152110704	EXT1;CAV1;TGFBI;PRKCA;F3;TGM2;ENO1;MYH9;COL5A1;PFKP;FOXO3;PAM;EGFR;LDHA;KLF6;VEGFA;ADORA2B;ANGPTL4;PGK1;BTG1;P4HA2;SLC25A1;GBE1;NR3C1;SLC2A1;JUN;AKAP12;NEDD4L;SAP30;SCARB1;TPBG;P4HA1;TPI1;TPD52;PDK3;STC1;FOSL2;STC2;IER3;ANKZF1;IDS;LXN;PFKFB3;ADM;BHLHE40;PGM2;AK4;GAA;ANXA2;MAP3K1;NFIL3;XPNPEP1;GAPDH;GCNT2;GALK1;KLF7;B3GALT6;TPST2;SIAH2;CHST3;GRHPR;SLC37A4;DTNA;TNFAIP3;TES;STBD1;PDGFB	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL2_STAT5_SIGNALING	-0.436349602900897	-0.980874471762578	0.50511815998989	down	200	194	0.587346697662663	0.0176825181784759	MYO1E;NRP1;EMP1;TGM2;COL6A1;CDCP1;AHCY;CD44;AHNAK;KLF6;PLEC;AHR;ODC1;TIAM1;MAPKAPK2;PRNP;ST3GAL4;CDC6;SLC1A5;MYC;PHLDA1;PHTF2;PNP;WLS;P4HA1;CCNE1;GADD45B;HUWE1;PUS1;UCK2;NOP2;IL4R;PTGER2;ITGAE;BHLHE40;SLC39A8;PLAGL1;NT5E;ITGAV;TWSG1;NFIL3;RNH1;ARL4A;GLIPR2;SOCS2	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.429430078845779	1.00440125831234	0.411178355286579	up	87	87	0.553882445716461	0.0399337564978456	CD9;STAT3;CXCL1;IFNGR2;STAT1;IRF1;LTBR;IL10RB;MYD88;TGFB1;IL17RB;MAP3K8;IL13RA1;IRF9;HAX1;IL1R1;FAS;ACVR1B;TNFRSF1A;SOCS1;CXCL3;TNFRSF1B;HMOX1;IL7;IFNAR1	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INFLAMMATORY_RESPONSE	-0.575021539703515	-1.29404729095208	0.0417718324078748	down	200	197	0.160660893876442	0.0780352840716953	DCBLD2;ATP2B1;EMP3;EREG;MET;F3;SLC7A1;PCDH7;RIPK2;KLF6;ADORA2B;HIF1A;LYN;INHBA;AHR;IL7R;ATP2C1;KIF1B;MYC;TPBG;ATP2A2;LY6E;IL4R;PTGER2;LDLR;SPHK1;CD55;ADM;HRH1;GNAI3;ITGA5;TNFAIP6;EDN1	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.408049803720004	0.962641529037964	0.500363108206245	up	97	93	0.587346697662663	0.0360950011612582	PSME2;IRF1;PARP14;NMI;PSME1;IFI35;MOV10;ADAR;IRF2;C1S;PARP9;ISG20;SP110;LPAR6;TDRD7;IFIT2;HERC6;IRF9;IFIT3;IFIH1;OGFR;CASP8;TXNIP;TRIM21;TRIM26;PSMA3;CASP1;USP18;SAMD9L;LAMP3;PROCR;TRIM25;RTP4;PLSCR1;CNP;IL7	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.45599612674893	1.17437454456657	0.0975961538461539	up	200	198	0.285777440949855	0.100350475629529	MT2A;STAT3;ARID5B;VAMP8;NCOA3;PSME2;STAT1;RNF213;IRF1;PDE4B;PARP14;NFKBIA;NMI;PSME1;IFI35;CASP3;ADAR;IRF2;C1S;TAPBP;C1R;RIPK1;SPPL2A;MYD88;XAF1;ISG20;CDKN1A;SP110;IFNAR2;LATS2;METTL7B;HLA-B;TDRD7;IFIT2;CCL5;HERC6;IRF9;IFIT3;IFIH1;OGFR;CASP8;TXNIP;IFIT1;PSMB10;TRIM21;TRIM26;MVP;PSMA3;CASP1;FAS;USP18;SERPING1;SAMD9L;VAMP5	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_DN	0.4523116352984	1.15963710496627	0.11371237458194	up	200	190	0.285777440949855	0.0924960508813	KRT15;KLK7;SLC16A7;SKIL;KLK8;DTNB;CAMK1D;EFHD1;TFCP2L1;TCF7L1;LYPD3;SGK1;CPEB3;COPZ2;MFSD6;CLSTN3;GAMT;YPEL1;EPHA5;MTHFR;CELSR2;IGFBP2;CCDC106;ARHGDIG;NR6A1;SPHK2;SPTBN2;BMPR1B;BTG2	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_UP	-0.483883924723517	-1.08772733125503	0.283836724377607	down	200	194	0.472353147795685	0.0268100762198305	DCBLD2;NRP1;EREG;EMP1;NGF;EPHB2;ITGA2;AMMECR1;ANGPTL4;LCP1;INHBA;GFPT2;AKAP12;PLAU;IL7R;TOR1AIP2;DNMBP;GALNT3;ANKH;YRDC;ETV5;ZNF277;EVI5;ITGBL1;PLEK2;PTBP2;AKT2;BTC;STRN;TSPAN13;FBXO4;SLPI;ZNF639;ITGB2;MAP3K1;MALL;BIRC3;MMD;SDCCAG8;CROT	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MITOTIC_SPINDLE	-0.578337386957139	-1.30184578885714	0.0377429941933855	down	200	198	0.160660893876442	0.0822473549270266	FLNA;TRIO;MYO1E;FLNB;DLG1;ARHGAP10;TUBA4A;MYH9;ARHGAP29;FSCN1;VCL;ACTN4;DST;PDLIM5;CAPZB;WASF2;KIF20B;LRPPRC;RFC1;AKAP13;MAPRE1;KIF2C;TUBGCP2;TIAM1;CEP57;TPX2;BIRC5;CENPJ;KNTC1;RASAL2;BCAR1;SSH2;SMC1A;CENPE;TLK1;TOP2A;PALLD;KIF1B;CDC27;KIFAP3;KATNA1;KIF4A;ANLN;CDC42EP2;CEP250;NCK1;SPTBN1;PRC1;SAC3D1;PLK1;BRCA2;CDC42EP1;PIF1;BIN1;CDK1;AURKA;NET1;CENPF;FGD6;CTTN;NDC80;ECT2;ARHGDIA;KIF23;MID1;CCDC88A;EPB41;RAPGEF6;SMC3;NEDD9;BCL2L11;KIF5B;MID1IP1;GEMIN4;PCGF5;ALS2;SYNPO;ATG4B;STK38L	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MTORC1_SIGNALING	-0.686582445060937	-1.54512072990308	0.000253215352477	down	200	196	0.003165191905963	0.49849310876659	PLOD2;G6PD;HSPD1;TUBA4A;SDF2L1;ENO1;CTSC;TFRC;SLC7A5;LDHA;FADS1;TXNRD1;CCT6A;PNO1;POLR3G;PGK1;CALR;EPRS;MCM4;HSPE1;SQSTM1;SLC9A3R1;CANX;TRIB3;HSP90B1;DHFR;CYP51A1;GBE1;UFM1;SLC2A1;UCHL5;SKAP2;PPIA;PPA1;ELOVL6;RPA1;ACACA;M6PR;ETF1;DHCR24;IMMT;CCNF;GMPS;EEF1E1;HPRT1;UNG;CACYBP;SHMT2;SYTL2;HMGCS1;PDAP1;TOMM40;SLC1A5;SERP1;PITPNB;COPS5;IDH1;PNP;DHCR7;ATP2A2;SLC7A11;P4HA1;PSMC2;SSR1;TPI1;QDPR;ME1;HSPA9;NUP205;STC1;SRD5A1;IFRD1;PLK1;CYB5B;MCM2;GSK3B;LDLR;GSR;PSMC6;AURKA;ABCF2;IDI1;CCNG1;PSMD14;ADIPOR2;BHLHE40;PRDX1;AK4;ACTR3;MAP2K3;ACLY;YKT6;GLA;EGLN3;PSMD13;TUBG1;CTH;ITGB2;NFIL3;TMEM97;SQLE;RPN1;ADD3	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V1	-0.810525201030773	-1.82403243743367	1.47141379890451e-10	down	200	197	7.35706899452255e-09	0.826657301178302	PABPC1;FAM120A;RPS2;H2AFZ;HSPD1;NOP56;RANBP1;RPLP0;DDX21;PPM1G;LDHA;EIF4A1;GSPT1;KPNB1;SRM;POLE3;NME1;SSB;PGK1;HDGF;CCT3;EPRS;MCM4;HSPE1;VDAC1;RNPS1;PA2G4;RSL1D1;XRCC6;ACP1;HNRNPC;IARS;FBL;CANX;PSMA2;EIF3B;SSBP1;CDC45;EIF3J;NOLC1;ODC1;KARS;HNRNPD;CDK4;HNRNPR;NHP2;NPM1;G3BP1;SRSF2;PPIA;PCNA;C1QBP;CCT4;POLD2;CCT7;LSM2;EIF2S1;RPS10;TFDP1;ETF1;DEK;EEF1B2;RPS6;PTGES3;PHB2;PSMD1;HPRT1;RRM1;GNL3;MYC;COPS5;UBA2;KPNA2;TARDBP;CCNA2;PABPC4;CYC1;CBX3;SERBP1;TXNL4A;PSMB3;EXOSC7;XPO1;NAP1L1;EIF1AX;BUB3;TRA2B;PRDX4;EIF3D;VDAC3;IFRD1;CAD;EIF4H;ABCE1;SNRPA1;MCM6;GOT2;GLO1;MCM2;TUFM;PSMA1;RFC4;PSMC6;ORC2;CDC20;PSMD8;HNRNPA2B1;USP1;IMPDH2;SF3B3;PSMD14;NOP16;PRDX3;SRPK1;DDX18;SLC25A3;RAN;SMARCC1;SET;HSP90AB1;UBE2E1;CNBP;PWP1	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V2	-0.85232914899182	-1.68687541799165	0.0001273319413414	down	58	58	0.0021221990223577	0.518848077743792	HSPD1;MRTO4;NOP56;SRM;NIP7;TCOF1;MCM4;HSPE1;PA2G4;IMP4;NOLC1;CDK4;NPM1;GRWD1;LAS1L;EXOSC5;UNG;DCTPP1;RCL1;GNL3;MYC;WDR74;CBX3;FARSA;PUS1;WDR43;NOP2;PLK1;PRMT3;RRP12;UTP20;NOP16;MYBBP1A;IPO4;DDX18;PPAN;SLC19A1;PES1;TMEM97;AIMP2;NDUFAF4;PHB;PLK4;MCM5	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYOGENESIS	-0.426817207764354	-0.961174804780823	0.552163491863252	down	200	199	0.613514990959169	0.016353957693498	MYLK;SVIL;COL6A2;MYH9;KIFC3;TPM2;PDLIM7;WWTR1;TPD52L1;SPARC;MB;ADAM12;AK1;DAPK2;PRNP;MYL6B;AGRN;GNAO1;AGL;TPM3;SSPN;GADD45B;FDPS;CKB;ST5;GPX3;STC2;IFRD1;LPIN1;SPEG;MEF2C;SPHK1;CLU;AKT2;BIN1;CNN3;BHLHE40;COL1A1;MAPRE3;GAA;ATP6AP1;COL6A3;BAG1;MAPK12;DTNA;ADCY9;COL4A2;CAV3;TSC2	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_NOTCH_SIGNALING	0.451047463641839	0.894475646701735	0.620746432491767	up	32	32	0.660368545204008	0.0266874946086505	MAML2;SKP1;PSENEN;NOTCH1;NOTCH3;RBX1;CCND1;PSEN2;TCF7L2;JAG1	HCC38	ARID1A	365	1666	36601	mean_log_expr_perturbed_minus_control	False	H
