scope,metric_x,metric_y,n_model_contexts,spearman_rho,inference_role
pooled_model_context_descriptive,anchor_separation_auc,conventional_pearson_median,18,0.31834663583537903,descriptive_not_independent_model_trials
pooled_model_context_descriptive,anchor_separation_auc,negative_conventional_normalized_rmse_median,18,-0.4051684456086642,descriptive_not_independent_model_trials
pooled_model_context_descriptive,target_identity_spearman,target_identity_spearman,18,1.0,descriptive_not_independent_model_trials
pooled_model_context_descriptive,target_identity_spearman,negative_excess_homogenization_uncentered,18,-0.31888544891640863,descriptive_not_independent_model_trials
pooled_model_context_descriptive,target_identity_spearman,conventional_pearson_median,18,0.38080495356037153,descriptive_not_independent_model_trials
pooled_model_context_descriptive,target_identity_spearman,negative_conventional_normalized_rmse_median,18,-0.09597523219814243,descriptive_not_independent_model_trials
pooled_model_context_descriptive,negative_excess_homogenization_uncentered,negative_excess_homogenization_uncentered,18,1.0,descriptive_not_independent_model_trials
pooled_model_context_descriptive,negative_excess_homogenization_uncentered,conventional_pearson_median,18,-0.7048503611971104,descriptive_not_independent_model_trials
pooled_model_context_descriptive,negative_excess_homogenization_uncentered,negative_conventional_normalized_rmse_median,18,-0.07533539731682146,descriptive_not_independent_model_trials
pooled_model_context_descriptive,conventional_pearson_median,conventional_pearson_median,18,1.0,descriptive_not_independent_model_trials
pooled_model_context_descriptive,conventional_pearson_median,negative_conventional_normalized_rmse_median,18,-0.11661506707946334,descriptive_not_independent_model_trials
pooled_model_context_descriptive,negative_conventional_normalized_rmse_median,negative_conventional_normalized_rmse_median,18,1.0,descriptive_not_independent_model_trials
