scope,cell_line,entrant_id,metric,estimate,ci_low,ci_high,jackknife_se,n_targets,status
m4,HCC1143,scgen_hcc_formal_v1,predicted_homogenization_centered,0.07829756180265697,0.0227739657758423,0.13382115782947163,0.02758394228524375,47,target_delete_one_jackknife
m4,HCC1143,scgen_hcc_formal_v1,observed_homogenization_centered,0.03613003595670653,0.0006229633227230885,0.07163710859068997,0.017639798434178358,47,target_delete_one_jackknife
m4,HCC1143,scgen_hcc_formal_v1,excess_homogenization_centered,0.04216752584595044,0.01717303720696501,0.06716201448493586,0.012417180827660948,47,target_delete_one_jackknife
m4,HCC1143,scgpt_hcc_formal_v1,predicted_homogenization_uncentered,0.25356365363656963,0.20119376084977383,0.3059335464233654,0.026017192752028084,47,target_delete_one_jackknife
m4,HCC1143,scgpt_hcc_formal_v1,observed_homogenization_uncentered,0.060528249569990214,0.021331611724677534,0.09972488741530289,0.019472762455417156,47,target_delete_one_jackknife
m4,HCC1143,scgpt_hcc_formal_v1,excess_homogenization_uncentered,0.19303540406657943,0.12499278921274828,0.2610780189204106,0.03380335020373539,47,target_delete_one_jackknife
m4,HCC1143,scgpt_hcc_formal_v1,predicted_homogenization_centered,0.04652114174188301,0.011182055903052136,0.08186022758071387,0.01755634313960533,47,target_delete_one_jackknife
m4,HCC1143,scgpt_hcc_formal_v1,observed_homogenization_centered,0.03613003595670653,0.0006229633227230885,0.07163710859068997,0.017639798434178358,47,target_delete_one_jackknife
m4,HCC1143,scgpt_hcc_formal_v1,excess_homogenization_centered,0.010391105785176477,-0.03724382356029013,0.05802603513064308,0.023664878283323882,47,target_delete_one_jackknife
m4,HCC1143,shared_mean_baseline,predicted_homogenization_uncentered,1.0000000000000007,1.0000000000000007,1.0,0.0,47,target_delete_one_jackknife
m4,HCC1143,shared_mean_baseline,observed_homogenization_uncentered,0.060528249569990214,0.021331611724677534,0.09972488741530289,0.019472762455417156,47,target_delete_one_jackknife
m4,HCC1143,shared_mean_baseline,excess_homogenization_uncentered,0.9394717504300104,0.9002751125846976,0.9786683882753232,0.019472762455417205,47,target_delete_one_jackknife
m4,HCC1143,shared_mean_baseline,predicted_homogenization_centered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC1143,shared_mean_baseline,observed_homogenization_centered,0.03613003595670653,0.0006229633227230885,0.07163710859068997,0.017639798434178358,47,target_delete_one_jackknife
m4,HCC1143,shared_mean_baseline,excess_homogenization_centered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC38,cellot_hcc_seed123_retrain_v1,predicted_homogenization_uncentered,0.6367425889152823,0.6048600526156304,0.6686251252149343,0.015839140547958503,47,target_delete_one_jackknife
m4,HCC38,cellot_hcc_seed123_retrain_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,cellot_hcc_seed123_retrain_v1,excess_homogenization_uncentered,0.5794300326617218,0.5320417679922956,0.6268182973311479,0.02354233607290178,47,target_delete_one_jackknife
m4,HCC38,cellot_hcc_seed123_retrain_v1,predicted_homogenization_centered,-0.015574323716201528,-0.024049854759710734,-0.007098792672692322,0.004210616312171917,47,target_delete_one_jackknife
m4,HCC38,cellot_hcc_seed123_retrain_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,cellot_hcc_seed123_retrain_v1,excess_homogenization_centered,-0.037724250523937665,-0.068786584180039,-0.006661916867836331,0.015431666536891606,47,target_delete_one_jackknife
m4,HCC38,cpa_v0.8.8,predicted_homogenization_uncentered,0.9943975900943735,0.9926596298295073,0.9961355503592396,0.0008634130184392893,47,target_delete_one_jackknife
m4,HCC38,cpa_v0.8.8,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,cpa_v0.8.8,excess_homogenization_uncentered,0.9370850338408129,0.905499756559032,0.9686703111225937,0.015691463232736253,47,target_delete_one_jackknife
m4,HCC38,cpa_v0.8.8,predicted_homogenization_centered,-0.017856704535251792,-0.030869551765314515,-0.004843857305189067,0.006464740266235535,47,target_delete_one_jackknife
m4,HCC38,cpa_v0.8.8,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,cpa_v0.8.8,excess_homogenization_centered,-0.04000663134298793,-0.07087891962915727,-0.009134343056818591,0.015337252613966833,47,target_delete_one_jackknife
m4,HCC38,gears_hcc_formal_v1,predicted_homogenization_uncentered,0.5460301042813953,0.4592081507653245,0.6328520577974661,0.04313286469635033,47,target_delete_one_jackknife
m4,HCC38,gears_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,gears_hcc_formal_v1,excess_homogenization_uncentered,0.48871754802783474,0.40286726278219454,0.5745678332734749,0.04265014305348312,47,target_delete_one_jackknife
m4,HCC38,gears_hcc_formal_v1,predicted_homogenization_centered,-0.00773834881536236,-0.021353740250519344,0.005877042619794624,0.006764082271562449,47,target_delete_one_jackknife
m4,HCC38,gears_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,gears_hcc_formal_v1,excess_homogenization_centered,-0.0298882756230985,-0.06056018229898748,0.0007836310527904768,0.015237703680386802,47,target_delete_one_jackknife
m4,HCC38,geneformer_hcc_formal_v1,predicted_homogenization_uncentered,0.5146872998631232,0.4299632873069062,0.5994113124193403,0.04209061443708206,47,target_delete_one_jackknife
m4,HCC38,geneformer_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,geneformer_hcc_formal_v1,excess_homogenization_uncentered,0.45737474360956265,0.3779814910569042,0.536767996162221,0.0394423101701244,47,target_delete_one_jackknife
m4,HCC38,geneformer_hcc_formal_v1,predicted_homogenization_centered,0.008599486488035454,-0.010739831035900376,0.027938804011971283,0.009607710173502117,47,target_delete_one_jackknife
m4,HCC38,geneformer_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,geneformer_hcc_formal_v1,excess_homogenization_centered,-0.013550440319700685,-0.04816103150054834,0.021060150861146966,0.017194429358098583,47,target_delete_one_jackknife
m4,HCC38,lm_g_geneformer_ridge_hcc_formal_v1,predicted_homogenization_uncentered,0.02402884700577577,-0.005883447814347867,0.05394114182589941,0.014860330976023439,47,target_delete_one_jackknife
m4,HCC38,lm_g_geneformer_ridge_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,lm_g_geneformer_ridge_hcc_formal_v1,excess_homogenization_uncentered,-0.0332837092477848,-0.07157542945835953,0.005008010962789924,0.019023202311699947,47,target_delete_one_jackknife
m4,HCC38,lm_g_geneformer_ridge_hcc_formal_v1,predicted_homogenization_centered,-0.01634114197055881,-0.02502375047896061,-0.007658533462157009,0.00431349172458961,47,target_delete_one_jackknife
m4,HCC38,lm_g_geneformer_ridge_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,lm_g_geneformer_ridge_hcc_formal_v1,excess_homogenization_centered,-0.038491068778294946,-0.06583084497906203,-0.011151292577527859,0.013582312075918763,47,target_delete_one_jackknife
m4,HCC38,lm_g_scgpt_ridge_hcc_formal_v1,predicted_homogenization_uncentered,0.007217605997872838,-0.01742025049468195,0.03185546249042763,0.012240007134886176,47,target_delete_one_jackknife
m4,HCC38,lm_g_scgpt_ridge_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,lm_g_scgpt_ridge_hcc_formal_v1,excess_homogenization_uncentered,-0.050094950255687734,-0.08922185894890558,-0.010968041562469881,0.01943812123898633,47,target_delete_one_jackknife
m4,HCC38,lm_g_scgpt_ridge_hcc_formal_v1,predicted_homogenization_centered,-0.01993564581658284,-0.022511724009130776,-0.017359567624034906,0.0012797872845123398,47,target_delete_one_jackknife
m4,HCC38,lm_g_scgpt_ridge_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,lm_g_scgpt_ridge_hcc_formal_v1,excess_homogenization_centered,-0.04208557262431898,-0.07014786016364533,-0.014023285084992631,0.013941253363756605,47,target_delete_one_jackknife
m4,HCC38,lm_train_lowrank_hcc_formal_v1,predicted_homogenization_uncentered,0.01750769172146455,-0.011355246526703756,0.04637062996963286,0.014339014037122757,47,target_delete_one_jackknife
m4,HCC38,lm_train_lowrank_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,lm_train_lowrank_hcc_formal_v1,excess_homogenization_uncentered,-0.039804864532096015,-0.08247245914877342,0.0028627300845813913,0.02119712251325027,47,target_delete_one_jackknife
m4,HCC38,lm_train_lowrank_hcc_formal_v1,predicted_homogenization_centered,-0.019011231394780975,-0.022657272724713347,-0.015365190064848603,0.001811341498232524,47,target_delete_one_jackknife
m4,HCC38,lm_train_lowrank_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,lm_train_lowrank_hcc_formal_v1,excess_homogenization_centered,-0.04116115820251712,-0.06966404183295896,-0.012658274572075277,0.014160140071717025,47,target_delete_one_jackknife
m4,HCC38,null_model,predicted_homogenization_uncentered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC38,null_model,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,null_model,excess_homogenization_uncentered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC38,null_model,predicted_homogenization_centered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC38,null_model,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,null_model,excess_homogenization_centered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC38,scgen_hcc_formal_v1,predicted_homogenization_uncentered,0.7937453571091762,0.7393925844571715,0.8480981297611808,0.02700228103294706,47,target_delete_one_jackknife
m4,HCC38,scgen_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,scgen_hcc_formal_v1,excess_homogenization_uncentered,0.7364328008556156,0.6956365286344729,0.7772290730767583,0.020267455621167406,47,target_delete_one_jackknife
m4,HCC38,scgen_hcc_formal_v1,predicted_homogenization_centered,0.05613951616742998,0.0025586935150523696,0.10972033881980758,0.026618778778760857,47,target_delete_one_jackknife
m4,HCC38,scgen_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,scgen_hcc_formal_v1,excess_homogenization_centered,0.033989589359693845,0.00655384268473078,0.06142533603465691,0.013629989895994229,47,target_delete_one_jackknife
m4,HCC38,scgpt_hcc_formal_v1,predicted_homogenization_uncentered,0.202188361964867,0.1490059236298641,0.2553708002998699,0.026420862742982065,47,target_delete_one_jackknife
m4,HCC38,scgpt_hcc_formal_v1,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,scgpt_hcc_formal_v1,excess_homogenization_uncentered,0.14487580571130643,0.08217137312246973,0.2075802383001431,0.031151358581387904,47,target_delete_one_jackknife
m4,HCC38,scgpt_hcc_formal_v1,predicted_homogenization_centered,0.03238996613479068,0.006844899187130087,0.057935033082451265,0.012690706344319996,47,target_delete_one_jackknife
m4,HCC38,scgpt_hcc_formal_v1,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,scgpt_hcc_formal_v1,excess_homogenization_centered,0.010240039327054539,-0.026677687280239722,0.0471577659343488,0.01834060674935779,47,target_delete_one_jackknife
m4,HCC38,shared_mean_baseline,predicted_homogenization_uncentered,0.9999999999999988,0.9999999999999972,1.0,7.529898907871222e-16,47,target_delete_one_jackknife
m4,HCC38,shared_mean_baseline,observed_homogenization_uncentered,0.05731255625356057,0.025554880463540597,0.08907023204358054,0.01577711025205096,47,target_delete_one_jackknife
m4,HCC38,shared_mean_baseline,excess_homogenization_uncentered,0.9426874437464382,0.9109297679564183,0.9744451195364581,0.015777110252050926,47,target_delete_one_jackknife
m4,HCC38,shared_mean_baseline,predicted_homogenization_centered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m4,HCC38,shared_mean_baseline,observed_homogenization_centered,0.02214992680773614,-0.006005815162228298,0.050305668777700575,0.013987681221559193,47,target_delete_one_jackknife
m4,HCC38,shared_mean_baseline,excess_homogenization_centered,NA,NA,NA,NA,47,not_estimable_zero_vectors
m5,Replogle K562 essential day 6,geneformer_embedding_kernel_loo,predicted_homogenization_uncentered,0.2896447105937532,0.28104470869800846,0.2982447124894979,0.004385013292180336,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_kernel_loo,observed_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_kernel_loo,excess_homogenization_uncentered,0.21572546505547108,0.20561365445039784,0.22583727566054432,0.005155862108960202,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_kernel_loo,predicted_homogenization_centered,0.002662561111359572,0.0021954165084580118,0.0031297057142611324,0.00023819009785418826,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_kernel_loo,observed_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_kernel_loo,excess_homogenization_centered,-0.010823575469457255,-0.012645693209476073,-0.009001457729438436,0.0009290707847231456,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_ridge_loo,predicted_homogenization_uncentered,0.7260303048269106,0.7136729910251634,0.7383876186286578,0.006300810852508844,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_ridge_loo,observed_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_ridge_loo,excess_homogenization_uncentered,0.6521110592886284,0.6389927755044453,0.6652293430728116,0.006688818149295938,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_ridge_loo,predicted_homogenization_centered,0.0171392053878623,0.00995283403354952,0.02432557674217508,0.003664224065671163,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_ridge_loo,observed_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,geneformer_embedding_ridge_loo,excess_homogenization_centered,0.0036530688070454728,-0.0037239645824471285,0.011030102196538074,0.00376143980686668,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,chargram_lowrank_ridge_loo,predicted_homogenization_uncentered,0.6822036797600042,0.6688882245473657,0.6955191349726426,0.006789352933485037,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,chargram_lowrank_ridge_loo,observed_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,chargram_lowrank_ridge_loo,excess_homogenization_uncentered,0.6082844342217221,0.5934388876487391,0.623129980794705,0.00756952380259626,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,chargram_lowrank_ridge_loo,predicted_homogenization_centered,0.07810076497694748,0.07020081288029623,0.08600071707359874,0.004028068292466789,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,chargram_lowrank_ridge_loo,observed_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,chargram_lowrank_ridge_loo,excess_homogenization_centered,0.06461462839613066,0.05672849903773869,0.07250075775452264,0.004021020283438874,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,observed_shift_oracle,predicted_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,observed_shift_oracle,observed_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,observed_shift_oracle,excess_homogenization_uncentered,0.0,0.0,0.0,0.0,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,observed_shift_oracle,predicted_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,observed_shift_oracle,observed_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,observed_shift_oracle,excess_homogenization_centered,0.0,0.0,0.0,0.0,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,negated_oracle,predicted_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,negated_oracle,observed_homogenization_uncentered,0.0739192455382821,0.06825647861533134,0.07958201246123285,0.0028873607853440878,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,negated_oracle,excess_homogenization_uncentered,0.0,0.0,0.0,0.0,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,negated_oracle,predicted_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
m5,Replogle K562 essential day 6,negated_oracle,observed_homogenization_centered,0.013486136580816826,0.011732695592824666,0.015239577568808987,0.0008940535284304838,1882,target_delete_one_jackknife
