model_id,cell_line,entrant_role,completion_call,prediction_path,n_targets,n_genes,contract_pass,current_sha256,registered_sha256,hash_matches_registry
cellot_hcc_sens_iter500_seed1_full,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter500_seed1_full/HCC1143/predicted_shift.tsv.gz,47,47,True,cb3be49da7fb9ec591486fc1f6b6bd9ececf10d171d4497b9e58b37f86fe1a6b,cb3be49da7fb9ec591486fc1f6b6bd9ececf10d171d4497b9e58b37f86fe1a6b,True
cellot_hcc_sens_iter500_seed1_full,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter500_seed1_full/HCC38/predicted_shift.tsv.gz,47,47,True,1906fe87ba6385e7c7bf8126f01d6b1770f7246bd0e782f6fe9000d53bcc44ac,1906fe87ba6385e7c7bf8126f01d6b1770f7246bd0e782f6fe9000d53bcc44ac,True
cpa_hcc_sens_e200_latent32_seed1,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent32_seed1/HCC1143/predicted_shift.tsv.gz,47,47,True,89852d11fe27ab6cd1a9222f2a2e96cddf9400d31fcaca891c1f89c7ec6a750c,89852d11fe27ab6cd1a9222f2a2e96cddf9400d31fcaca891c1f89c7ec6a750c,True
cpa_hcc_sens_e200_latent32_seed1,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent32_seed1/HCC38/predicted_shift.tsv.gz,47,47,True,cfcbd9f5579054b6dc54858c6590ccc4a45f5bd37341e4be3e09bf9df72fa8d3,cfcbd9f5579054b6dc54858c6590ccc4a45f5bd37341e4be3e09bf9df72fa8d3,True
cpa_hcc_sens_e200_latent64_seed2,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent64_seed2/HCC1143/predicted_shift.tsv.gz,47,47,True,ec46ed731e3985e85420022910e7b487415448e349de1448ea1e068ef83f34f4,ec46ed731e3985e85420022910e7b487415448e349de1448ea1e068ef83f34f4,True
cpa_hcc_sens_e200_latent64_seed2,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent64_seed2/HCC38/predicted_shift.tsv.gz,47,47,True,3d7289e52af69a05f8783e94df3ac9a783b84ccaec69cff997b6bd5c2015b55c,3d7289e52af69a05f8783e94df3ac9a783b84ccaec69cff997b6bd5c2015b55c,True
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz,47,47,True,e0213a8488749afc7bec4226c37ec9b51d9bc04f63c599fced389e7bf79eeb37,e0213a8488749afc7bec4226c37ec9b51d9bc04f63c599fced389e7bf79eeb37,True
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC38/predicted_shift.tsv.gz,47,47,True,cd63e3e5716b9e8d7694e39e42fc1b8731484c5228658233f9453e86dc887367,cd63e3e5716b9e8d7694e39e42fc1b8731484c5228658233f9453e86dc887367,True
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC1143/predicted_shift.tsv.gz,47,47,True,d38206ebf366c310685166b82b2de2caab9e10e5cff6f46c6d77184d3faa5b8a,d38206ebf366c310685166b82b2de2caab9e10e5cff6f46c6d77184d3faa5b8a,True
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC38/predicted_shift.tsv.gz,47,47,True,de46443d01b70ef07c55e0e70e63fd7a6672d2d3c73f54d5046dc4fcb5e96d69,de46443d01b70ef07c55e0e70e63fd7a6672d2d3c73f54d5046dc4fcb5e96d69,True
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz,47,47,True,9e2b430d178f6c3784fa5a4e38e7bf9c938153e890ac392e800d9448937840cf,9e2b430d178f6c3784fa5a4e38e7bf9c938153e890ac392e800d9448937840cf,True
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC38/predicted_shift.tsv.gz,47,47,True,659372a0054b0aad381d74e6591f43f4f737c31c56d0027871c582160609f9d6,659372a0054b0aad381d74e6591f43f4f737c31c56d0027871c582160609f9d6,True
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC1143/predicted_shift.tsv.gz,47,47,True,8731893d6db75fbf2922c36113347a75ca867afd0af11d9e43983d68efacaf46,8731893d6db75fbf2922c36113347a75ca867afd0af11d9e43983d68efacaf46,True
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC38/predicted_shift.tsv.gz,47,47,True,5d3f1f583ceec9ca448f66f6a12cce37e349ba5e26cf820651963c4577658bb9,5d3f1f583ceec9ca448f66f6a12cce37e349ba5e26cf820651963c4577658bb9,True
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz,47,47,True,3f474c8032cebb94645474d5b174182dfbfbe3b395393c911342608da633b126,3f474c8032cebb94645474d5b174182dfbfbe3b395393c911342608da633b126,True
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC38/predicted_shift.tsv.gz,47,47,True,5023746280f0db6b92c50bf6985a3fa663162819939a3bb10f2e684d3d55d23a,5023746280f0db6b92c50bf6985a3fa663162819939a3bb10f2e684d3d55d23a,True
scgen_hcc_sens_e100_seed2,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/scgen_hcc_sens_e100_seed2/HCC1143/predicted_shift.tsv.gz,47,47,True,591db97fe755dd50ade76e2193f4aac713aaef36a1b733286331aeba794464eb,591db97fe755dd50ade76e2193f4aac713aaef36a1b733286331aeba794464eb,True
scgen_hcc_sens_e100_seed2,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/scgen_hcc_sens_e100_seed2/HCC38/predicted_shift.tsv.gz,47,47,True,d3a58ef4e7be851c81e52cd0b8b924da2b5da5eafe41153b71e22ed50f03fb07,d3a58ef4e7be851c81e52cd0b8b924da2b5da5eafe41153b71e22ed50f03fb07,True
scgen_hcc_sens_e60_seed1,HCC1143,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/scgen_hcc_sens_e60_seed1/HCC1143/predicted_shift.tsv.gz,47,47,True,b29c1bbdd4cb26373d96f2831325104d5f9bf332220a00503bf4d19dfccbe789,b29c1bbdd4cb26373d96f2831325104d5f9bf332220a00503bf4d19dfccbe789,True
scgen_hcc_sens_e60_seed1,HCC38,sensitivity,valid_for_rescore,data/predictions/hcc_scorer_ready/scgen_hcc_sens_e60_seed1/HCC38/predicted_shift.tsv.gz,47,47,True,adab1f015fd7173d2cead3ebba4f3fac423588b7ba25ab990d19723e6fd41e57,adab1f015fd7173d2cead3ebba4f3fac423588b7ba25ab990d19723e6fd41e57,True
