cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	control_target_prefix	real_shift_L2	real_shift_mean_abs	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	residual	quadrant
HCC38	ACH-000276	LAMTOR5	157	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	5.5264970297394775	0.0106435490794122	0.8951881345146226	59	-0.1880265849724247	0.0890975409858624	True	True	both	0.004612910275546005	middle
HCC38	ACH-000276	MAML3	423	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.5384476186420233	0.0039010408237359	0.0477434445130597	0	0.1348356419568611	0.009549016733777	True	True	both	-0.0012488260912194497	low_shift_high_depmap
HCC38	ACH-000276	MIER1	267	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.045207713573186	0.0049938655360828	0.0931820618504026	0	0.1844901338995709	0.0068709338808792	True	True	both	-2.0543350606927642e-05	middle
HCC38	ACH-000276	MTDH	282	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.564566136296016	0.0056310162158605	0.1768599083744533	1	-0.0521834016027112	0.0342163047187118	True	True	both	-2.904081276937972e-05	middle
HCC38	ACH-000276	MYBL1	220	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.414490893578291	0.0071407239504648	0.3997225226225005	12	0.0709136850199211	0.0145675964421822	True	True	both	0.0018164771977387173	middle
HCC38	ACH-000276	NCOA1	389	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.803675839063153	0.0043489041564256	0.0867254833194053	1	-0.0933676037953646	0.0459486880054965	True	True	both	-0.0014235038520742605	middle
HCC38	ACH-000276	NPM1	80	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	5.049583398617561	0.0113723052385142	0.8004780403231067	11	-0.9484209992220038	0.8555302996262993	True	True	both	0.0032673016787406993	high_shift_low_depmap
HCC38	ACH-000276	PA2G4	194	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.347055500027386	0.0071702138866234	0.2147717790127821	5	-0.4663635980262615	0.3764696904296344	True	True	both	0.0003802684922252497	middle
HCC38	ACH-000276	PARK7	254	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.227876740019074	0.0050560733285705	0.1015569096156099	1	0.0134496621963463	0.0215311147572859	True	True	both	-0.00042493594298012496	middle
HCC38	ACH-000276	PCBD1	428	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.7392892243046572	0.0041690086810655	0.0766315200183527	1	0.016465541489049	0.0210892465180688	True	True	both	-0.0013037732368964914	middle
HCC38	ACH-000276	PEX14	439	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.8521323648982424	0.004391741095693	0.0872355344689594	0	0.232031509113923	0.0049454685061893	True	True	both	-0.0004929743696039076	low_shift_high_depmap
HCC38	ACH-000276	PFDN5	67	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.763957430728924	0.0091179791241103	0.2574333152486581	1	-0.8870801927678431	0.8201974002162512	True	True	both	0.0011803139937399346	high_shift_low_depmap
HCC38	ACH-000276	PMF1	94	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.907662671107953	0.0092008578860405	0.3669114581574177	0	-1.5920218294593655	0.9978434877605236	True	True	both	-0.000659896181756681	high_shift_low_depmap
HCC38	ACH-000276	PRDX2	302	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.130357874677587	0.0048643958897732	0.1105211682760263	1	-0.278397829186231	0.1572365253337959	True	True	both	-0.0014127767134366103	middle
HCC38	ACH-000276	PRPF6	25	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	5.908263551904799	0.0144798741040019	0.6982882796296401	16	-1.5741714599009082	0.9972796156547944	True	True	both	0.004667816050796735	high_shift_low_depmap
HCC38	ACH-000276	RORC	296	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.944086166826961	0.0047603589109585	0.0850846174329156	0	-0.377798049598536	0.263229534078098	True	True	both	-0.001787978643083033	middle
HCC38	ACH-000276	RPS3	69	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	4.1654645837132325	0.0096911866022176	0.3846796262496035	10	-1.977444057423196	1.0	True	True	both	-0.0012210037608086297	high_shift_low_depmap
HCC38	ACH-000276	RUVBL2	95	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.3300033506603586	0.0082501146934477	0.1839681919202576	2	-1.3247838305863433	0.978029448287533	True	True	both	-0.0008816110228610334	high_shift_low_depmap
HCC38	ACH-000276	SMAD1	321	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.9253649364438048	0.0045644798021591	0.0977995875910764	0	0.092940314960579	0.0125810954880103	True	True	both	-0.0006996780493545695	middle
HCC38	ACH-000276	STAT3	394	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.1690524844948564	0.0049421595924907	0.1190027672929794	1	0.0005423560077098	0.0235621693286022	True	True	both	-0.0005740609596133657	middle
HCC38	ACH-000276	TAB3	246	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.217455001567444	0.005355838101385	0.1290381142988366	0	-0.0196506729762948	0.0271522701939877	True	True	both	-0.00021546926731644007	middle
HCC38	ACH-000276	TADA3	177	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	4.428444823703298	0.0091400872937874	0.6329673762959622	28	-0.0575575471120086	0.035551946395066	True	True	both	0.003465369534057062	middle
HCC38	ACH-000276	THAP8	276	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.1205903979959158	0.0050563694115236	0.1164441090834849	1	-0.0175508210223816	0.0267473201978675	True	True	both	-0.0005092095367631279	middle
HCC38	ACH-000276	THRA	266	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.5748785168349526	0.0058419151883759	0.2107088300119102	1	-0.1244560670130739	0.0573416619307745	True	True	both	-1.5302507314757935e-05	middle
HCC38	ACH-000276	TMF1	206	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.6709537577516334	0.00630257681098	0.2105036325134683	1	-0.1739325679207107	0.0809743969956026	True	True	both	0.0003103866486258355	middle
HCC38	ACH-000276	TMSB4X	352	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.993718373946049	0.0045126915949235	0.0882714320145723	1	-0.3380993515689319	0.2174493812731642	True	True	both	-0.0019273474517844573	middle
HCC38	ACH-000276	UBP1	371	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.8193468573847944	0.004398069047543	0.0784365561754363	0	0.0228586479772922	0.0201784564207119	True	True	both	-0.0010572724019838548	middle
HCC38	ACH-000276	VEZF1	226	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.330757494619107	0.0073740581188237	0.2807418710220162	6	-0.151644262020672	0.0694464693745538	True	True	both	0.001442670712725378	middle
HCC38	ACH-000276	XBP1	394	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.6387798034173342	0.0040282961697656	0.0534082969123836	0	0.1080243659617565	0.0113924113087519	True	True	both	-0.0011947122161723263	low_shift_high_depmap
HCC38	ACH-000276	YBX1	177	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.716232319681118	0.0076494599161971	0.3267866473850915	6	-2.475443696624305	1.0	True	True	both	-0.004621279221852443	middle
HCC38	ACH-000276	ZBTB17	139	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	3.493035111075968	0.0079465191255336	0.2812396124402099	6	-0.3779576510823618	0.2634223656448051	True	True	both	0.0013977461767984258	high_shift_low_depmap
HCC38	ACH-000276	ZBTB20	471	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	2.1590019433283736	0.0048062658192207	0.1508912088631611	1	0.3536029010287363	0.0018330352467763	True	True	both	0.00025319851702025435	middle
HCC38	ACH-000276	ZBTB5	363	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.897499312170974	0.0046384099549855	0.1016468397215959	0	0.0729011804312269	0.0143722132742512	True	True	both	-0.0006804148872734872	middle
HCC38	ACH-000276	ZNF131	118	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	4.415636227925105	0.0098454685363047	0.5302329603365514	7	-0.6933601874242165	0.6622862073859538	True	True	both	0.002436273820851268	high_shift_low_depmap
HCC38	ACH-000276	ZNF24	472	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.6212123105803893	0.0039710221358838	0.0562199366663307	0	-0.0751354213507236	0.0403071652767106	True	True	both	-0.001751648268054934	middle
HCC38	ACH-000276	ZNF566	372	1666	3	14485	36601	mtx_protospacer	intergenic_chr_	1.9239272325468384	0.0045411647163488	0.103317479699573	0	-0.1834100057572494	0.0863639716532793	True	True	both	-0.0014768800060284285	middle
