dataset_id	context	cell_line	depmap_model_id	depmap_id_source	target_gene	n_cells_target	n_cells_control	truth_source_cell_count	gene_universe_size	normalization	min_target_cells	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ADAT3	119	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.1326006971027973	0.0238761585027596	0.1442634965580988	0.1268981832872	0.1149628145622128	-0.1770769937881903	0.1449790605663635	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	AGBL5	50	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	6.319304276534407	0.0444474981377315	0.4549299357966715	0.3593519358648844	0.2946019898465933	-0.2968141657983105	0.1830026671028579	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	AHCTF1	64	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.739696399795511	0.0410058371704459	0.3608823142492083	0.2972482824202334	0.255710429851897	-1.055193996036356	0.9565335426757314	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	AKIRIN2	92	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.519681064392254	0.0313980495965071	0.3765639969807239	0.2781601274125947	0.2192282322454441	-0.9058643072447996	0.8921935273135808	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ALDOA	98	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.634582882480489	0.0270562715023509	0.206849334502392	0.1694579982158042	0.1446805411686882	-0.340599887332258	0.2752849638067437	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC1	78	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.133809622686787	0.0304902177015237	0.236025932364994	0.1973674069087929	0.1697771113799588	-1.5265331623183114	0.9806628900625164	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC11	80	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.882054427543887	0.0287189461498583	0.2319557180085108	0.1781750041158972	0.1499064926595106	-2.044777909300771	1.0	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC13	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.736220989206045	0.0354965646801928	0.2601399196078145	0.2203731947849373	0.1918111180005099	-0.3889999557440831	0.2638834016667142	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC15	200	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	2.2152930599041403	0.0170185069924495	0.0997081185459695	0.0881388110589667	0.0793756849353114	-0.1086939098573787	0.1359776955179171	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC2	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	6.2322372336113645	0.0432085687123945	0.4547905740181933	0.360121644476722	0.2981196699494566	-1.3312898704324196	0.99800642962313	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANAPC5	61	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.91441743803238	0.0417906600870878	0.4195560508249834	0.3368310339696474	0.2781506512632982	-1.4667991778430154	0.9730555059231274	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANKLE2	102	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.3103110014209336	0.0249292109732918	0.191156984396898	0.1509877084340218	0.1300172187979533	-2.508127342541344	1.0	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANKRD11	102	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.423751342154396	0.0246680899451113	0.2317461275506378	0.17084076020988	0.1397798640796656	-0.0527903201846333	0.0681357668167107	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ANKS6	63	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.9419863986611614	0.0303024499724395	0.1936457920287574	0.1626853687908379	0.1431030190811324	-0.1931458037773604	0.1954814330796048	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	AQP7	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.522062884244412	0.0344859906678734	0.207238819617624	0.1814465554892464	0.1625903544475704	-0.3465105862713347	0.6187919705602427	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ARCN1	94	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	10.517412958842865	0.0675864493352838	0.8739362621329996	0.6804644978070463	0.5602924145240259	-1.4952094970119871	0.9934240243142184	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ARHGAP6	50	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	8.677606702321825	0.0582266774664392	0.6255660234375549	0.5099189399891608	0.4279720812177657	-0.013726458011506	0.0162816514538282	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ARL2	75	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.322491424242234	0.0315982082774408	0.2846324112755941	0.2215148989907718	0.1851605336900644	-1.23668101412646	0.9738790578902988	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ARMC7	66	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.968308035727991	0.0360967708387767	0.3334116904084432	0.2634385985178229	0.2173063498453082	-1.1996417070684422	0.9822785513392626	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ARPC2	99	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.5688457378573863	0.0258616303174365	0.237110663602647	0.1833875206384357	0.1513313192142983	-0.2560890273210926	0.1151726553469805	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ARPC4	66	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.797719424249716	0.0416759638535586	0.3493327642118162	0.2936527233031503	0.2510060265044178	-0.5518543294596561	0.6305654346644396	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ASCC3	62	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.364301367473215	0.0327314013015568	0.2486864790954383	0.1978607208104185	0.1707343211222214	-0.3576481501365441	0.0894370263627928	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATF5	52	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	10.505410503033149	0.0686349708226364	0.7651045758776356	0.625429127538978	0.5286036591403068	-0.2675202653734302	0.3139654337438952	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP11B	62	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	7.7029020142306734	0.0504208528988535	0.5865858847259534	0.4754875936331703	0.4004072370039531	-0.1436928629004551	0.0251807561771756	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP2A2	74	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.5311392527413865	0.0328714456147675	0.2955922143129433	0.2363181011802542	0.2009646137209663	-1.8892240987842128	0.9999983841099944	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP5MF	60	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	7.89289137518932	0.0518442541807896	0.6017120350057975	0.4814082345834155	0.4006022148684879	-1.0569200580280826	0.9668738510714472	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6AP1	61	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	12.76858962932896	0.0807488165370279	0.9606032717488664	0.7961707178920279	0.6703183308740739	-1.2676024125202818	0.9945081233749756	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6AP2	128	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	9.810640146489757	0.0617604635311768	0.7419377423851328	0.6003984786566479	0.5044740023188684	-1.395594705814037	0.9953126420989292	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6V0B	53	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	9.846576420400869	0.0638470666929494	0.7392719212203706	0.6103343020998234	0.5122298003033415	-1.3437472949791445	0.9994328977868558	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6V0C	63	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	10.666324460372174	0.0692618734595377	0.7274919017401782	0.6112386512004863	0.531231747389443	-1.8473651828634523	1.0	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6V0D1	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.883315199246459	0.0357949100704496	0.3058108621837762	0.2482269235754914	0.2098513394634919	-1.2746510993502975	0.9073900088874128	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6V1G1	68	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	7.488167518983379	0.0491548137955019	0.5909619225500529	0.4699048149860189	0.389220724573633	-1.2047419992275163	0.9958753716054826	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATP6V1H	62	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	8.24072657358135	0.0549057636025852	0.582504478215802	0.4813790943430455	0.4053676289773829	-1.0365976142400597	0.9333427630620544	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	ATR	100	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	6.503569944737465	0.0429165943549947	0.517142499193082	0.4043409437449546	0.3285893652286543	-1.4722772110963338	0.969241816111594	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	AURKA	114	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.6184552981087887	0.0264051468644512	0.240223884991806	0.1878478292063023	0.155675115203846	-1.039890789238348	0.973690847778552	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	AURKAIP1	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.731750897610663	0.0398231322769827	0.4135706111066621	0.309327292313528	0.2545797844256476	-0.4562996295711857	0.5387363778502973	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BANP	57	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.517835183720949	0.0343256972165128	0.2253025277213179	0.1910035991376228	0.1678169073469017	-1.3637165134375877	0.9992864995888128	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BAP1	100	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.463890390305838	0.0384335707895532	0.366223751386361	0.290006300470342	0.2449648906065444	-0.055256385134197	0.0628747611864228	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BARD1	50	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.225020490160551	0.039070545895343	0.2709992958850487	0.2280083619920818	0.1999479754263858	-0.600712556898896	0.7142121242471793	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BCAR1	346	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	1.7963846538291064	0.013796474427397	0.0837231635900571	0.0732918079513646	0.0653493152904752	-0.0625531012667492	0.0468027366594644	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BCL2L1	119	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	2.9141509219528245	0.0223685279677172	0.140863185075975	0.1194172153000028	0.1057691557397258	-2.269007378915779	1.0	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BMS1	114	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	10.096601397498194	0.0602748244272663	0.8505674263124124	0.6919446588768063	0.5699368162180378	-0.8820660632302351	0.9561143485382724	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BOP1	126	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	7.210070112182093	0.0450892426321463	0.5901663884145896	0.4806839211446481	0.3966695896669989	-1.107644303021817	0.9716796843250178	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BORA	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.993407440534956	0.0366308488817498	0.3047440237920948	0.24823158851657	0.2115700400286907	-0.8409963280711025	0.9646378729501742	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BPTF	242	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.241408913229124	0.02758261879151	0.351816645145413	0.2731773148064856	0.2209111202709347	-1.22729214941479	0.9674438749336646	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BRCA2	115	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.788045982439012	0.0271090740887963	0.2548800318009563	0.2013523845636169	0.1694294727868313	-0.8290706226291865	0.8907941876196587	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BRD2	51	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.3807947906727565	0.0389072449433493	0.3266556720281841	0.2709552251647037	0.2317360557692868	0.1493862186473403	0.0063885685283106	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BRF1	63	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.97072836127703	0.036426031179631	0.2787321237584753	0.242773903075459	0.211416104992709	-1.0852525408952551	0.9537952794203984	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BRIP1	58	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.280356989837928	0.0328187514674356	0.2012900115771511	0.1762650776754481	0.1571963234442435	-0.7579327087584095	0.8889270045067982	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BRIX1	102	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	10.363217937755222	0.0636041651996966	0.8363451458317501	0.6863954677215702	0.565966526523341	-1.3893336586502698	0.9863433318292052	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BTF3	212	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.9583381216317592	0.0249090309695792	0.3359731993611268	0.239678181017113	0.1889307954383132	-1.0266330125110306	0.9010532262449952	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BTF3L4	81	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.660833585380185	0.0275832190689338	0.216349989828116	0.1675048352630668	0.1425852653984668	-0.6736426731652985	0.9251891378788027	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BUB1	67	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.4456505477449495	0.0329820898670686	0.268490615452321	0.2149561755251415	0.1838750364804583	-0.7094551996435572	0.7628188971369648	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	BUB1B	103	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.256711500874243	0.0247931451339149	0.162707820245406	0.1393589119176833	0.1222461553380542	-0.8676420460335956	0.961674824763152	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	C16orf86	59	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.108329738478214	0.0314198637782591	0.1901718966720009	0.1656016597383746	0.148072776306704	-0.1590386780154755	0.1780965569957755	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	C17orf58	56	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.823452672642739	0.0357980865667147	0.2693271899888579	0.2180883134327286	0.1888118351392724	-0.3234629465511347	0.4595455047367609	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	C6orf15	50	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.68798048323306	0.0358518010303542	0.2200090215478745	0.1880761225950476	0.1690095114886634	-0.1783240887119272	0.2056453403114408	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	CA5A	62	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.068332270458004	0.0313393988874715	0.1739627192243868	0.1574743406850442	0.1449158512239887	-0.4896027416583737	0.6178404827653553	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	CABIN1	61	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.659911622146336	0.0347955299272205	0.2398460663684727	0.2073629292415705	0.1836368704875574	-0.7249626164925403	0.8255489163612671	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	CACNB3	75	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.838457865611544	0.0295837404727775	0.1779746305880307	0.1551965272325103	0.1384941748461984	-0.2918916999561625	0.2957345545657123	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	CADM4	79	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	3.5314047024984987	0.0272092167577453	0.1532076566530942	0.1370995721448518	0.1241182329030877	-0.4258127911721224	0.4999910030548687	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	CALR	86	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	4.758735847998862	0.0300107438879059	0.4241908344181058	0.2868067479259366	0.2196041896453963	-0.3971665447716133	0.3182941063731178	True	True	both
gse264667_hepg2_day7	HepG2 day 7	HepG2	ACH-000739	DepMap/Harmonizome cell-line mapping; verified row exists in local CRISPRGeneEffect.csv	CARF	53	4976	145473	9624	log1p(raw_counts_per_cell_total * 10000)	50	5.751705871992959	0.0415633757323648	0.3557334829425187	0.2835670626844162	0.2440181961861075	-0.1649268817294422	0.0624770715249932	True	True	both
