target_gene	real_shift_mean_abs	depmap_gene_dependency	context	empirical_p
AP2S1	0.0318734903310532	0.9910792979795596	K562 essential CRISPRi day 6	0.001
AQP7	0.025621336346959	0.5488172395659165	K562 essential CRISPRi day 6	0.001
AQR	0.1113893838070112	0.9882694353038765	K562 essential CRISPRi day 6	0.001
ARCN1	0.027534397887063	0.9574909968119228	K562 essential CRISPRi day 6	0.001
ARF4	0.0283636000120474	0.214178526880743	K562 essential CRISPRi day 6	0.001
ARFRP1	0.0223649229201201	0.8493201724908613	K562 essential CRISPRi day 6	0.001
ARGFX	0.0299732643236642	0.1815876039097718	K562 essential CRISPRi day 6	0.001
ARGLU1	0.0213592209174929	0.7820351420642598	K562 essential CRISPRi day 6	0.001
ARID3A	0.0513294864870648	0.464792732692444	K562 essential CRISPRi day 6	0.001
ARIH1	0.0435510038795992	0.986694874057886	K562 essential CRISPRi day 6	0.001
ARL2	0.0432309510245913	0.9999882417922702	K562 essential CRISPRi day 6	0.001
ARL4D	0.0250902456494512	0.1720383317117796	K562 essential CRISPRi day 6	0.001
ARMC6	0.0294495661151221	0.4787831154700369	K562 essential CRISPRi day 6	0.001
ARMC7	0.0330032161837108	0.9843015646557312	K562 essential CRISPRi day 6	0.001
ARPC2	0.0199998669578578	0.0872530238902052	K562 essential CRISPRi day 6	0.001
ARPC3	0.0222495986505283	0.1691233087911342	K562 essential CRISPRi day 6	0.001
ARPC4	0.0214567325675251	0.4214121042833791	K562 essential CRISPRi day 6	0.001
ASF1B	0.0159551724745225	0.2576213505191337	K562 essential CRISPRi day 6	0.001
ATF4	0.0352431343746087	0.9550653178147234	K562 essential CRISPRi day 6	0.001
ATF5	0.0593439448665199	0.140585620647804	K562 essential CRISPRi day 6	0.001
ATL2	0.0261067225259048	0.9959398486587352	K562 essential CRISPRi day 6	0.001
ATP1A1	0.050390583450806	0.6783867023279748	K562 essential CRISPRi day 6	0.001
ATP2A2	0.0214665435791299	0.9101277246894024	K562 essential CRISPRi day 6	0.001
ATP6AP1	0.0334840854382323	0.9658066243015042	K562 essential CRISPRi day 6	0.001
ATP6AP2	0.0231340342477815	0.9907642410256052	K562 essential CRISPRi day 6	0.001
ATP6V0B	0.0272264570910241	0.9999726354498928	K562 essential CRISPRi day 6	0.001
ATP6V0C	0.0489927055749076	1.0	K562 essential CRISPRi day 6	0.001
ATP6V0D1	0.0275724122245501	0.8945349174594953	K562 essential CRISPRi day 6	0.001
ATP6V1A	0.0327613564810279	0.9962285327639294	K562 essential CRISPRi day 6	0.001
ATP6V1B2	0.0345760609246853	1.0	K562 essential CRISPRi day 6	0.001
ATP6V1C1	0.0352822254057837	0.9224597206475448	K562 essential CRISPRi day 6	0.001
ATP6V1D	0.024149972767444	0.708972129143813	K562 essential CRISPRi day 6	0.001
ATP6V1E1	0.0197451027947286	0.9866657580840884	K562 essential CRISPRi day 6	0.001
ATP6V1F	0.0302538139303481	1.0	K562 essential CRISPRi day 6	0.001
ATP6V1G1	0.032954815463736	0.984390873779848	K562 essential CRISPRi day 6	0.001
ATP6V1H	0.034527425182532	0.9157281810714452	K562 essential CRISPRi day 6	0.001
ATR	0.0324586959976751	0.9864353454160294	K562 essential CRISPRi day 6	0.001
ATRIP	0.0276503568066511	0.6508364610135331	K562 essential CRISPRi day 6	0.001
AURKA	0.0398267830392001	0.9999999995264084	K562 essential CRISPRi day 6	0.001
AURKAIP1	0.0322467127984547	0.0660925048275981	K562 essential CRISPRi day 6	0.001
AURKB	0.0465314234577259	1.0	K562 essential CRISPRi day 6	0.001
BANF1	0.0223868748324856	0.999999999993398	K562 essential CRISPRi day 6	0.001
BANP	0.0324914455905021	0.865661106777089	K562 essential CRISPRi day 6	0.001
BAP1	0.0321451708179171	0.1032577222072168	K562 essential CRISPRi day 6	0.001
BARD1	0.0221197501546265	0.0425593624202919	K562 essential CRISPRi day 6	0.001
BCAR1	0.016759174727506	0.1930786901741116	K562 essential CRISPRi day 6	0.001
BCAS2	0.0461358991120406	0.9570785931065056	K562 essential CRISPRi day 6	0.001
BCL2L1	0.0213969789374813	0.9879959796704304	K562 essential CRISPRi day 6	0.001
BCLAF1	0.0396703699467153	0.8553945021842022	K562 essential CRISPRi day 6	0.001
BCR	0.0556102838732182	0.9929341403938682	K562 essential CRISPRi day 6	0.001
BCS1L	0.0313119780105323	0.5218294490482236	K562 essential CRISPRi day 6	0.001
BDP1	0.0322039485325721	0.986433186862016	K562 essential CRISPRi day 6	0.001
BET1	0.0269655423095376	0.1630655096464583	K562 essential CRISPRi day 6	0.001
BGLAP	0.0292075624966997	0.0385874384691822	K562 essential CRISPRi day 6	0.001
BIRC5	0.038145170655565	0.9988900666445996	K562 essential CRISPRi day 6	0.001
BMS1	0.0674518814640859	0.9810522361713496	K562 essential CRISPRi day 6	0.001
BNIP1	0.0363879849198163	0.1592387331093922	K562 essential CRISPRi day 6	0.001
BOP1	0.0186098005458247	0.9565541749147828	K562 essential CRISPRi day 6	0.001
BORA	0.0419594624577924	0.9057901280086224	K562 essential CRISPRi day 6	0.001
BPTF	0.0400107742343994	0.7911744875298239	K562 essential CRISPRi day 6	0.001
BRCA1	0.0272869056753345	0.108245817509162	K562 essential CRISPRi day 6	0.001
BRCA2	0.0242267708286556	0.3191134452844685	K562 essential CRISPRi day 6	0.001
BRD4	0.0269580219678528	0.9799131702854772	K562 essential CRISPRi day 6	0.001
BRD8	0.0429122633724749	0.6389110446967862	K562 essential CRISPRi day 6	0.001
BRF1	0.0234891778277285	0.9669797012987796	K562 essential CRISPRi day 6	0.001
BRF2	0.0204455537950996	0.9935650748345304	K562 essential CRISPRi day 6	0.001
BRIP1	0.0242254079533262	0.4334408712578242	K562 essential CRISPRi day 6	0.001
BRIX1	0.0400139151170643	0.847973519971581	K562 essential CRISPRi day 6	0.001
BRK1	0.0201395007133466	0.0164668390783679	K562 essential CRISPRi day 6	0.001
BTF3	0.0398966689738518	0.347771978609304	K562 essential CRISPRi day 6	0.001
BTF3L4	0.0221784288817941	0.6247015133138503	K562 essential CRISPRi day 6	0.001
BUB1	0.012269263386998	0.5772650549871889	K562 essential CRISPRi day 6	0.001
BUB1B	0.024157591249886	0.5676003418196635	K562 essential CRISPRi day 6	0.001
BUB3	0.0264921404904408	0.9893270356628664	K562 essential CRISPRi day 6	0.001
BUD13	0.0534640490830538	0.1045124033944331	K562 essential CRISPRi day 6	0.001
BUD31	0.0533078418275003	1.0	K562 essential CRISPRi day 6	0.001
BYSL	0.0496205223502084	0.9895846137488822	K562 essential CRISPRi day 6	0.001
C12orf60	0.0459161603053221	0.0120432874202353	K562 essential CRISPRi day 6	0.001
C16orf86	0.0195851236169058	0.0288060780424077	K562 essential CRISPRi day 6	0.001
C17orf58	0.0349945047450332	0.1044299010385535	K562 essential CRISPRi day 6	0.001
C19orf25	0.0196026610907116	0.0045034020173015	K562 essential CRISPRi day 6	0.001
C19orf53	0.0215146776818443	0.6584338191009467	K562 essential CRISPRi day 6	0.001
C1D	0.0234004063285816	0.6143682564485771	K562 essential CRISPRi day 6	0.001
C1QBP	0.0284980261859103	0.8626882534896959	K562 essential CRISPRi day 6	0.001
C1QTNF4	0.0189102292119331	0.0453125049196856	K562 essential CRISPRi day 6	0.001
C6orf15	0.021071297828331	0.0209938351943278	K562 essential CRISPRi day 6	0.001
C9orf78	0.0186164000571061	0.7342641269049854	K562 essential CRISPRi day 6	0.001
CA5A	0.0195250392516112	0.6273226225937483	K562 essential CRISPRi day 6	0.001
CACNB3	0.0149376537092049	0.1526911904945976	K562 essential CRISPRi day 6	0.001
CACTIN	0.0570659597370328	0.9395336459683112	K562 essential CRISPRi day 6	0.001
CADM4	0.0141461991600125	0.0036889339385897	K562 essential CRISPRi day 6	0.001
CAMLG	0.0301032520729449	0.800980437748879	K562 essential CRISPRi day 6	0.001
CAP1	0.052278834135956	0.7568806419263631	K562 essential CRISPRi day 6	0.001
CAPZB	0.0341372639602974	0.9859046428801704	K562 essential CRISPRi day 6	0.001
CBLL1	0.0369776694064562	0.5906356751495082	K562 essential CRISPRi day 6	0.001
CBLN1	0.0207320299607731	0.0618259493313869	K562 essential CRISPRi day 6	0.001
CBX1	0.0219805638816443	0.7145847473187112	K562 essential CRISPRi day 6	0.001
CCAR1	0.0403603062521363	0.1323094925289827	K562 essential CRISPRi day 6	0.001
CCDC137	0.0201691942521533	0.6610880316616305	K562 essential CRISPRi day 6	0.001
CCDC144A	0.0247291799929764	0.0088314746349891	K562 essential CRISPRi day 6	0.001
CCDC174	0.046148896808503	0.2971380889605267	K562 essential CRISPRi day 6	0.001
CCDC59	0.0322498759844229	0.2584808083724713	K562 essential CRISPRi day 6	0.001
CCDC78	0.0292788285158755	0.2700328281476262	K562 essential CRISPRi day 6	0.001
CCDC86	0.0365475513027665	0.844791861639611	K562 essential CRISPRi day 6	0.001
CCNA2	0.0531880732786992	0.9825816772306344	K562 essential CRISPRi day 6	0.001
CCNB1	0.0230674369365347	0.7695089833495016	K562 essential CRISPRi day 6	0.001
CCND1	0.0217075329821113	0.0477360270631939	K562 essential CRISPRi day 6	0.001
CCNH	0.0448095933800086	0.9711793721760772	K562 essential CRISPRi day 6	0.001
CCNK	0.0203662055539091	0.9883946736602346	K562 essential CRISPRi day 6	0.001
CCNL1	0.0229442291001327	0.6778391159563512	K562 essential CRISPRi day 6	0.001
CCP110	0.0375148162773416	0.195316772401729	K562 essential CRISPRi day 6	0.001
CCT2	0.0461902229880281	0.9859081308080732	K562 essential CRISPRi day 6	0.001
CCT3	0.0423271719371137	1.0	K562 essential CRISPRi day 6	0.001
CCT4	0.039334084950742	0.995525508418324	K562 essential CRISPRi day 6	0.001
CCT5	0.0510272149559764	0.9787034295511136	K562 essential CRISPRi day 6	0.001
CCT6A	0.0424555609149814	0.9756115332873228	K562 essential CRISPRi day 6	0.001
CCT7	0.0506045434258148	0.8619117239557652	K562 essential CRISPRi day 6	0.001
CCT8	0.0407510756195752	0.9856475254144632	K562 essential CRISPRi day 6	0.001
CD2BP2	0.0254942347763205	0.5133615818757366	K562 essential CRISPRi day 6	0.001
CDAN1	0.0280746801556024	0.3207817991992761	K562 essential CRISPRi day 6	0.001
CDC123	0.0304781095171321	1.0	K562 essential CRISPRi day 6	0.001
CDC16	0.0264863654651798	1.0	K562 essential CRISPRi day 6	0.001
CDC20	0.0297961541587752	1.0	K562 essential CRISPRi day 6	0.001
CDC23	0.0284901234553496	0.989217212508022	K562 essential CRISPRi day 6	0.001
CDC26	0.0459283729809961	0.6097112075730023	K562 essential CRISPRi day 6	0.001
CDC27	0.0186034076392911	0.9998245191401384	K562 essential CRISPRi day 6	0.001
CDC37	0.0204242783808591	0.9804631524394858	K562 essential CRISPRi day 6	0.001
CDC40	0.0374676527749116	0.998461711595652	K562 essential CRISPRi day 6	0.001
CDC42	0.0320624888591987	0.9774052232722564	K562 essential CRISPRi day 6	0.001
CDC45	0.0277312977225082	1.0	K562 essential CRISPRi day 6	0.001
CDC5L	0.062943722074198	1.0	K562 essential CRISPRi day 6	0.001
CDC6	0.0342913080346795	0.9301159692591172	K562 essential CRISPRi day 6	0.001
CDC7	0.0308901097252267	1.0	K562 essential CRISPRi day 6	0.001
CDC73	0.0737954145871404	0.9528341092904864	K562 essential CRISPRi day 6	0.001
CDCA5	0.0347147166789488	0.969332969866618	K562 essential CRISPRi day 6	0.001
CDCA8	0.030214284536896	0.9563972908204444	K562 essential CRISPRi day 6	0.001
CDIPT	0.018573337475158	0.9729586929034884	K562 essential CRISPRi day 6	0.001
CDK1	0.0304290525303592	0.9999931348440204	K562 essential CRISPRi day 6	0.001
CDK2	0.0265594615447285	0.4660707147793741	K562 essential CRISPRi day 6	0.001
CDK9	0.0311372778760529	0.989668575621898	K562 essential CRISPRi day 6	0.001
CDT1	0.0545493506381286	1.0	K562 essential CRISPRi day 6	0.001
CEBPZ	0.041681191646226	0.9832728091158616	K562 essential CRISPRi day 6	0.001
CENPA	0.0314690387659957	0.8850687683085294	K562 essential CRISPRi day 6	0.001
CENPC	0.0361498346111067	0.9092397549928704	K562 essential CRISPRi day 6	0.001
CENPE	0.0279439852757809	0.8430473215646841	K562 essential CRISPRi day 6	0.001
CENPH	0.0338340515738706	0.7448615511498536	K562 essential CRISPRi day 6	0.001
CENPI	0.0469171799892747	0.6172879822528001	K562 essential CRISPRi day 6	0.001
CENPK	0.0465765005879778	0.9939122354709964	K562 essential CRISPRi day 6	0.001
CENPN	0.0226850508701764	0.9646883468807852	K562 essential CRISPRi day 6	0.001
CENPT	0.0351915467763019	0.4751972932983324	K562 essential CRISPRi day 6	0.001
CENPW	0.0322965858454709	0.9870419223964774	K562 essential CRISPRi day 6	0.001
CEP152	0.0243557941645871	0.0470008513109842	K562 essential CRISPRi day 6	0.001
CEP192	0.0240880866387312	0.8565042006923428	K562 essential CRISPRi day 6	0.001
CEP68	0.0317329375670435	0.1741586572478043	K562 essential CRISPRi day 6	0.001
CEP85	0.025182146609098	0.0799125477959276	K562 essential CRISPRi day 6	0.001
CEP97	0.0225234946519855	0.1709239034200466	K562 essential CRISPRi day 6	0.001
CFDP1	0.0221364031632867	0.1140957761702341	K562 essential CRISPRi day 6	0.001
CFL1	0.0526033587843566	0.9891964716823056	K562 essential CRISPRi day 6	0.001
CHAF1A	0.07016078967892	0.8922008367585926	K562 essential CRISPRi day 6	0.001
CHAF1B	0.0592460799301271	1.0	K562 essential CRISPRi day 6	0.001
CHCHD1	0.0316942931183094	0.8798353443388061	K562 essential CRISPRi day 6	0.001
CHCHD2	0.0286095063393521	0.9418466340027924	K562 essential CRISPRi day 6	0.001
CHCHD4	0.0323819902044469	0.9618097212256984	K562 essential CRISPRi day 6	0.001
CHD4	0.0486192577432671	0.9920197750431738	K562 essential CRISPRi day 6	0.001
CHEK1	0.0388535155520479	0.9930341632071124	K562 essential CRISPRi day 6	0.001
CHERP	0.0461795136909024	0.937191238884186	K562 essential CRISPRi day 6	0.001
CHMP1A	0.0401317064424923	0.4978544394912864	K562 essential CRISPRi day 6	0.001
CHMP2A	0.039551642689923	0.988638885497674	K562 essential CRISPRi day 6	0.001
CHMP3	0.0804876320697412	0.8702284369207975	K562 essential CRISPRi day 6	0.001
CHMP4B	0.0329008956364549	0.5327794769293719	K562 essential CRISPRi day 6	0.001
CHMP5	0.0259779664387673	0.3433927758374236	K562 essential CRISPRi day 6	0.001
CHMP6	0.0340089155729802	0.9977175572956068	K562 essential CRISPRi day 6	0.001
CHMP7	0.0172545389984564	0.009710438094079	K562 essential CRISPRi day 6	0.001
CHORDC1	0.0175787243233582	0.9751712505440178	K562 essential CRISPRi day 6	0.001
CHTF18	0.0269932096513483	0.587567505878035	K562 essential CRISPRi day 6	0.001
CHTF8	0.0428043980106197	0.8756956269451281	K562 essential CRISPRi day 6	0.001
CHTOP	0.0227131473293477	0.6685445811240591	K562 essential CRISPRi day 6	0.001
CIAO1	0.0196228477946526	0.9891114361885198	K562 essential CRISPRi day 6	0.001
CIAPIN1	0.0321548949177156	0.9976559978401236	K562 essential CRISPRi day 6	0.001
CINP	0.0358393938090095	0.8791847205962641	K562 essential CRISPRi day 6	0.001
CKAP5	0.0184524755850931	0.988234774011746	K562 essential CRISPRi day 6	0.001
CLASRP	0.0269969335667722	0.5621447614250329	K562 essential CRISPRi day 6	0.001
CLCC1	0.0400455671447988	0.1716092622477085	K562 essential CRISPRi day 6	0.001
CLK2	0.0294427390575617	0.4758187159981165	K562 essential CRISPRi day 6	0.001
CLNS1A	0.0485191335361902	0.9994704614312988	K562 essential CRISPRi day 6	0.001
CLP1	0.046041443205258	0.9959310273766198	K562 essential CRISPRi day 6	0.001
CLSPN	0.0299111595436077	0.9351553098412207	K562 essential CRISPRi day 6	0.001
CLTC	0.0286720489812378	0.9989802779848664	K562 essential CRISPRi day 6	0.001
CMPK1	0.0204839571553826	0.9289126742264954	K562 essential CRISPRi day 6	0.001
CMTR1	0.0451368262124693	0.7869540142203835	K562 essential CRISPRi day 6	0.001
CNIH4	0.0421804693040599	0.8141325596330119	K562 essential CRISPRi day 6	0.001
CNN2	0.0188084524170019	0.2973290079248472	K562 essential CRISPRi day 6	0.001
CNOT1	0.0734943710254942	0.9478720151215416	K562 essential CRISPRi day 6	0.001
CNOT2	0.0441428489135069	0.297908583887475	K562 essential CRISPRi day 6	0.001
CNOT3	0.0519731795521411	0.9776467529144014	K562 essential CRISPRi day 6	0.001
COA5	0.0210496855279487	0.680110376034285	K562 essential CRISPRi day 6	0.001
COASY	0.018168305209391	0.7412894537044615	K562 essential CRISPRi day 6	0.001
COG1	0.0418245610506249	0.0229571874079508	K562 essential CRISPRi day 6	0.001
COG2	0.0170284713134139	0.1861754766203247	K562 essential CRISPRi day 6	0.001
COG3	0.0436390340860259	0.7087628353443919	K562 essential CRISPRi day 6	0.001
COG4	0.0238111603150882	0.223786718205496	K562 essential CRISPRi day 6	0.001
COG6	0.021309519278847	0.0408653546402784	K562 essential CRISPRi day 6	0.001
COG8	0.0418343706617463	0.3583770076397417	K562 essential CRISPRi day 6	0.001
COPA	0.0287378579604658	0.9999999588148738	K562 essential CRISPRi day 6	0.001
COPB1	0.0486798167098894	0.9997366341486408	K562 essential CRISPRi day 6	0.001
COPB2	0.0373011893119488	0.998364733551896	K562 essential CRISPRi day 6	0.001
COPE	0.0242079240267561	0.9763145325024588	K562 essential CRISPRi day 6	0.001
COPG1	0.0168896200636037	0.0464877740247853	K562 essential CRISPRi day 6	0.001
COPS2	0.0521964139359139	0.6911796573824398	K562 essential CRISPRi day 6	0.001
COPS3	0.0428614507721362	0.9508481370914303	K562 essential CRISPRi day 6	0.001
COPS4	0.0341438592915451	0.9147000645667946	K562 essential CRISPRi day 6	0.001
COPS5	0.0349210614996566	0.9998567790409844	K562 essential CRISPRi day 6	0.001
COPS6	0.0325818346867864	0.9800111308595064	K562 essential CRISPRi day 6	0.001
COPS8	0.0256631233159458	0.7550054633372483	K562 essential CRISPRi day 6	0.001
COPZ1	0.0308198874295485	0.9871363233059866	K562 essential CRISPRi day 6	0.001
COQ2	0.0330051143960775	0.7742472303434494	K562 essential CRISPRi day 6	0.001
COQ4	0.0216920664729028	0.9363716745942964	K562 essential CRISPRi day 6	0.001
COQ5	0.0243039315174885	0.3960102885809622	K562 essential CRISPRi day 6	0.001
COX10	0.0337031201251115	0.955318700859086	K562 essential CRISPRi day 6	0.001
COX11	0.0303704042471022	0.8836034635948306	K562 essential CRISPRi day 6	0.001
COX15	0.0391717533404162	0.9322246009907764	K562 essential CRISPRi day 6	0.001
COX17	0.0271568426552603	0.7622205494123961	K562 essential CRISPRi day 6	0.001
COX5A	0.033430029930881	0.8458981544093944	K562 essential CRISPRi day 6	0.001
COX5B	0.0282258423116668	0.854421011792019	K562 essential CRISPRi day 6	0.001
COX6C	0.0273866010559857	0.7121618168108613	K562 essential CRISPRi day 6	0.001
COX7B	0.0267016006490977	0.9221033272370096	K562 essential CRISPRi day 6	0.001
COX7C	0.02699070547237	0.9111493444890242	K562 essential CRISPRi day 6	0.001
CPAMD8	0.0174641310811521	0.300463405183152	K562 essential CRISPRi day 6	0.001
CPNE7	0.0281176339756723	0.8471430618704294	K562 essential CRISPRi day 6	0.001
CPOX	0.0260815064191208	0.052947462411877	K562 essential CRISPRi day 6	0.001
CPSF1	0.0563868027951219	0.9891748411939392	K562 essential CRISPRi day 6	0.001
CPSF2	0.0747136730830286	0.9962042529943808	K562 essential CRISPRi day 6	0.001
CPSF3	0.0405297087904824	0.9938169504262444	K562 essential CRISPRi day 6	0.001
CPSF4	0.0678261195085423	0.9906806152965592	K562 essential CRISPRi day 6	0.001
CPSF6	0.0669453538034721	0.7481045626063482	K562 essential CRISPRi day 6	0.001
CRCP	0.021825499177701	0.7948104461216245	K562 essential CRISPRi day 6	0.001
CRKL	0.0244708560612945	0.9665288616904892	K562 essential CRISPRi day 6	0.001
CRLS1	0.0252420741019112	0.9616968856625098	K562 essential CRISPRi day 6	0.001
CRNKL1	0.0329999164588025	0.9999925746403848	K562 essential CRISPRi day 6	0.001
CS	0.0197910163830698	0.5371497043459702	K562 essential CRISPRi day 6	0.001
CSE1L	0.0677376978674175	1.0	K562 essential CRISPRi day 6	0.001
CSH2	0.0200550527190515	0.0297849464258767	K562 essential CRISPRi day 6	0.001
CSNK1A1	0.0295411636001572	0.3563915049677537	K562 essential CRISPRi day 6	0.001
CSNK2B	0.0371460184458883	0.938860986934082	K562 essential CRISPRi day 6	0.001
CSTF1	0.0377747708102141	0.9957078226570234	K562 essential CRISPRi day 6	0.001
CSTF3	0.0524917024670225	0.987452615211458	K562 essential CRISPRi day 6	0.001
CTBP2	0.0264049162517994	0.0479116822978861	K562 essential CRISPRi day 6	0.001
CTCF	0.0359703101492604	0.976075043378482	K562 essential CRISPRi day 6	0.001
CTDP1	0.0414642201906719	0.9876795522932488	K562 essential CRISPRi day 6	0.001
CTNNBL1	0.0440747791549677	0.9969835348829336	K562 essential CRISPRi day 6	0.001
CTR9	0.0809935688505982	0.9713901685859652	K562 essential CRISPRi day 6	0.001
CTU2	0.0266527438637243	0.5913557071330071	K562 essential CRISPRi day 6	0.001
CUL1	0.022032489294394	0.3525970730977867	K562 essential CRISPRi day 6	0.001
CUL2	0.0355142592408602	0.3254035824854145	K562 essential CRISPRi day 6	0.001
CUL3	0.0256923138588242	0.7319204766673362	K562 essential CRISPRi day 6	0.001
CUL7	0.0588677325099734	0.557409606127213	K562 essential CRISPRi day 6	0.001
CWC22	0.0604258436574698	0.9995884720831152	K562 essential CRISPRi day 6	0.001
CWC25	0.0218392792403303	0.1730903071171569	K562 essential CRISPRi day 6	0.001
CWF19L2	0.0459716929110609	0.3889940376068837	K562 essential CRISPRi day 6	0.001
