replicate	cell_line	truth_metric	depmap_endpoint	n_targets	spearman_rho_raw	spearman_rho_aligned	n_control_subsample
1	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5540281965647622	0.5540281965647622	500
1	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5542550827102504	0.5542550827102504	500
2	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7074468085106383	0.7074468085106383	500
2	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7076407160888288	0.7076407160888288	500
2	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7393617021276596	0.7393617021276596	500
2	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7398456248935906	0.7398456248935906	500
2	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6330943570767809	0.6330943570767809	500
2	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6332861151500078	0.6332861151500078	500
2	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6327474560592046	0.6327474560592046	500
2	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6329392041036368	0.6329392041036368	500
2	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6374884366327475	0.6374884366327475	500
2	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6376225032296434	0.6376225032296434	500
2	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2705827937095282	0.2705827937095282	500
2	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2704171606460865	0.2704171606460865	500
2	HCC38	real_Edistance	depmap_gene_effect	47	-0.6163274745605921	0.6163274745605921	500
2	HCC38	real_Edistance	depmap_gene_dependency	47	0.6164609294010209	0.6164609294010209	500
2	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5985718227127723	0.5985718227127723	500
2	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5987702251887189	0.5987702251887189	500
3	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7029370952821461	0.7029370952821461	500
3	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7030730539782793	0.7030730539782793	500
3	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7240980573543015	0.7240980573543015	500
3	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7245237203455444	0.7245237203455444	500
3	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6382978723404256	0.6382978723404256	500
3	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6384319623378422	0.6384319623378422	500
3	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6302035152636448	0.6302035152636448	500
3	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6303373712558554	0.6303373712558554	500
3	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.641304347826087	0.641304347826087	500
3	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6413807062319944	0.6413807062319944	500
3	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.23901480111008325	0.23901480111008325	500
3	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.23879043691860966	0.23879043691860966	500
3	HCC38	real_Edistance	depmap_gene_effect	47	-0.6172525439407955	0.6172525439407955	500
3	HCC38	real_Edistance	depmap_gene_dependency	47	0.6173282070169481	0.6173282070169481	500
3	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5209407767030496	0.5209407767030496	500
3	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5211065241440976	0.5211065241440976	500
4	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7036308973172988	0.7036308973172988	500
4	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7038246945787495	0.7038246945787495	500
4	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7327705827937095	0.7327705827937095	500
4	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7331964965048158	0.7331964965048158	500
4	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6401480111008326	0.6401480111008326	500
4	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6403977916006103	0.6403977916006103	500
4	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6395698427382054	0.6395698427382054	500
4	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6397617880155971	0.6397617880155971	500
4	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6418825161887142	0.6418825161887142	500
4	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6420167098170078	0.6420167098170078	500
4	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.24329324699352453	0.24329324699352453	500
4	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.24301118798278848	0.24301118798278848	500
4	HCC38	real_Edistance	depmap_gene_effect	47	-0.6358695652173914	0.6358695652173914	500
4	HCC38	real_Edistance	depmap_gene_dependency	47	0.6359457665055176	0.6359457665055176	500
4	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.6055754886949708	0.6055754886949708	500
4	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.605831465065598	0.605831465065598	500
5	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6938020351526365	0.6938020351526365	500
5	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6939955482649084	0.6939955482649084	500
5	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7124190564292323	0.7124190564292323	500
5	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7128443817843919	0.7128443817843919	500
5	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6327474560592046	0.6327474560592046	500
5	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6328235670881799	0.6328235670881799	500
5	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.621299722479186	0.621299722479186	500
5	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6214911395733984	0.6214911395733984	500
5	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6216466234967623	0.6216466234967623	500
5	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6217224136043122	0.6217224136043122	500
5	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.19865864939870492	0.19865864939870492	500
5	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.19831748150867584	0.19831748150867584	500
5	HCC38	real_Edistance	depmap_gene_effect	47	-0.608926919518964	0.608926919518964	500
5	HCC38	real_Edistance	depmap_gene_dependency	47	0.6090601604117759	0.6090601604117759	500
5	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5265209632746899	0.5265209632746899	500
5	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5266862977733007	0.5266862977733007	500
6	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6873265494912117	0.6873265494912117	500
6	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6874620568915905	0.6874620568915905	500
6	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7175069380203516	0.7175069380203516	500
6	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7179324104644978	0.7179324104644978	500
6	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6463922294172063	0.6463922294172063	500
6	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6463530978966435	0.6463530978966435	500
6	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6357539315448659	0.6357539315448659	500
6	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6358301294900607	0.6358301294900607	500
6	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6416512488436633	0.6416512488436633	500
6	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6417276172783654	0.6417276172783654	500
6	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.18975485661424607	0.18975485661424607	500
6	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.1890665202721195	0.1890665202721195	500
6	HCC38	real_Edistance	depmap_gene_effect	47	-0.6288159111933396	0.6288159111933396	500
6	HCC38	real_Edistance	depmap_gene_dependency	47	0.6289497270703719	0.6289497270703719	500
6	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.6891494556642767	0.6891494556642767	500
6	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.6893506596024999	0.6893506596024999	500
7	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7051341350601296	0.7051341350601296	500
7	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7052701572719614	0.7052701572719614	500
7	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7356614246068455	0.7356614246068455	500
7	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7361452403989681	0.7361452403989681	500
7	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6184088806660499	0.6184088806660499	500
7	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6185423956792461	0.6185423956792461	500
7	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6191026827012025	0.6191026827012025	500
7	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6193518547874448	0.6193518547874448	500
7	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6285846438482886	0.6285846438482886	500
7	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.628718453039458	0.628718453039458	500
7	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.26063829787234044	0.26063829787234044	500
7	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2604723773167885	0.2604723773167885	500
7	HCC38	real_Edistance	depmap_gene_effect	47	-0.6125115633672525	0.6125115633672525	500
7	HCC38	real_Edistance	depmap_gene_dependency	47	0.6127605449063984	0.6127605449063984	500
7	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.49418485775217663	0.49418485775217663	500
7	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.4944419047072625	0.4944419047072625	500
8	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6975023126734505	0.6975023126734505	500
8	HCC38	real_shift_L2	depmap_gene_dependency	47	0.697695932759531	0.697695932759531	500
8	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7111470860314523	0.7111470860314523	500
8	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7115723746143654	0.7115723746143654	500
8	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6132053654024052	0.6132053654024052	500
8	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6131074559527693	0.6131074559527693	500
8	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6238436632747456	0.6238436632747456	500
8	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6238038798825375	0.6238038798825375	500
8	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6239592969472711	0.6239592969472711	500
8	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6240351539134514	0.6240351539134514	500
8	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.1578399629972248	0.1578399629972248	500
8	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.15738197803691417	0.15738197803691417	500
8	HCC38	real_Edistance	depmap_gene_effect	47	-0.5906567992599445	0.5906567992599445	500
8	HCC38	real_Edistance	depmap_gene_dependency	47	0.5907316934618486	0.5907316934618486	500
8	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5662767781073228	0.5662767781073228	500
8	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5664132917960705	0.5664132917960705	500
9	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7106845513413507	0.7106845513413507	500
9	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7108785525216237	0.7108785525216237	500
9	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7200508788159113	0.7200508788159113	500
9	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7205342433122794	0.7205342433122794	500
9	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6415356151711379	0.6415356151711379	500
9	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6417276172783654	0.6417276172783654	500
9	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6398011100832564	0.6398011100832564	500
9	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6399930620465111	0.6399930620465111	500
9	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6476641998149861	0.6476641998149861	500
9	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6477985605898554	0.6477985605898554	500
9	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2706984273820537	0.2706984273820537	500
9	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.270474979153815	0.270474979153815	500
9	HCC38	real_Edistance	depmap_gene_effect	47	-0.6320536540240518	0.6320536540240518	500
9	HCC38	real_Edistance	depmap_gene_dependency	47	0.6321875635031666	0.6321875635031666	500
9	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5942754285566806	0.5942754285566806	500
9	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5945311369031193	0.5945311369031193	500
10	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6836262719703978	0.6836262719703978	500
10	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6837616723969681	0.6837616723969681	500
10	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7220166512488436	0.7220166512488436	500
10	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7224422540673191	0.7224422540673191	500
10	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6075393154486587	0.6075393154486587	500
10	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6074412421953785	0.6074412421953785	500
10	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6043015726179464	0.6043015726179464	500
10	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6043768612857692	0.6043768612857692	500
10	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.5930851063829788	0.5930851063829788	500
10	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.5931600707864447	0.5931600707864447	500
10	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.15124884366327476	0.15124884366327476	500
10	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.1508484866635963	0.1508484866635963	500
10	HCC38	real_Edistance	depmap_gene_effect	47	-0.6156336725254394	0.6156336725254394	500
10	HCC38	real_Edistance	depmap_gene_dependency	47	0.6157092888005506	0.6157092888005506	500
10	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.6157423589498927	0.6157423589498927	500
10	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.6159408936896722	0.6159408936896722	500
11	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6922987974098057	0.6922987974098057	500
11	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6924922670639682	0.6924922670639682	500
11	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7251387604070306	0.7251387604070306	500
11	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7255644534846568	0.7255644534846568	500
11	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.637372802960222	0.637372802960222	500
11	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6372755921832726	0.6372755921832726	500
11	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6421137835337651	0.6421137835337651	500
11	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6421901653401931	0.6421901653401931	500
11	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6446577243293248	0.6446577243293248	500
11	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6447919981879746	0.6447919981879746	500
11	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.26965772432932467	0.26965772432932467	500
11	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2693186089992455	0.2693186089992455	500
11	HCC38	real_Edistance	depmap_gene_effect	47	-0.6304347826086958	0.6304347826086958	500
11	HCC38	real_Edistance	depmap_gene_dependency	47	0.6305108267790408	0.6305108267790408	500
11	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5928516448648745	0.5928516448648745	500
11	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5930503115018279	0.5930503115018279	500
12	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7054810360777058	0.7054810360777058	500
12	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7056748868260608	0.7056748868260608	500
12	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.731267345050879	0.731267345050879	500
12	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7317510338116039	0.7317510338116039	500
12	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6487049028677151	0.6487049028677151	500
12	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6490127492521535	0.6490127492521535	500
12	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6366790009250695	0.6366790009250695	500
12	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6368708626291734	0.6368708626291734	500
12	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6419981498612396	0.6419981498612396	500
12	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6421323468324648	0.6421323468324648	500
12	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2568223866790009	0.2568223866790009	500
12	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2565985372989806	0.2565985372989806	500
12	HCC38	real_Edistance	depmap_gene_effect	47	-0.6370259019426457	0.6370259019426457	500
12	HCC38	real_Edistance	depmap_gene_dependency	47	0.6372177736755441	0.6372177736755441	500
12	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5620293700250149	0.5620293700250149	500
12	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5624360944368545	0.5624360944368545	500
13	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6905642923219243	0.6905642923219243	500
13	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6906998933243853	0.6906998933243853	500
13	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7206290471785385	0.7206290471785385	500
13	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7210546098818357	0.7210546098818357	500
13	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.614477335800185	0.614477335800185	500
13	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6145529186459812	0.6145529186459812	500
13	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6066142460684552	0.6066142460684552	500
13	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6067474201026367	0.6067474201026367	500
13	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6118177613321	0.6118177613321	500
13	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6119510857981997	0.6119510857981997	500
13	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.24051803885291398	0.24051803885291398	500
13	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.24040935513500702	0.24040935513500702	500
13	HCC38	real_Edistance	depmap_gene_effect	47	-0.5856845513413506	0.5856845513413506	500
13	HCC38	real_Edistance	depmap_gene_dependency	47	0.5857593017971996	0.5857593017971996	500
13	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5229847557750132	0.5229847557750132	500
13	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5230601215936158	0.5230601215936158	500
14	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6824699352451433	0.6824699352451433	500
14	HCC38	real_shift_L2	depmap_gene_dependency	47	0.682663120750127	0.682663120750127	500
14	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.6988899167437559	0.6988899167437559	500
14	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.6993726694836568	0.6993726694836568	500
14	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6091581868640148	0.6091581868640148	500
14	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6092914344426897	0.6092914344426897	500
14	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.604995374653099	0.604995374653099	500
14	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6051285018862395	0.6051285018862395	500
14	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6080018501387604	0.6080018501387604	500
14	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6081350642881203	0.6081350642881203	500
14	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.22224791859389453	0.22224791859389453	500
14	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.22208088818507984	0.22208088818507984	500
14	HCC38	real_Edistance	depmap_gene_effect	47	-0.5930851063829788	0.5930851063829788	500
14	HCC38	real_Edistance	depmap_gene_dependency	47	0.5932757078019016	0.5932757078019016	500
14	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.49499085025206285	0.49499085025206285	500
14	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.49491383090969193	0.49491383090969193	500
15	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6978492136910268	0.6978492136910268	500
15	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6979850252981733	0.6979850252981733	500
15	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7257169287696578	0.7257169287696578	500
15	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7261426385619415	0.7261426385619415	500
15	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6465078630897317	0.6465078630897317	500
15	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6464687349121004	0.6464687349121004	500
15	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6640841813135985	0.6640841813135985	500
15	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6641611982770144	0.6641611982770144	500
15	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6698658649398705	0.6698658649398705	500
15	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.669943049049862	0.669943049049862	500
15	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.19623034227567068	0.19623034227567068	500
15	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.19554219313770893	0.19554219313770893	500
15	HCC38	real_Edistance	depmap_gene_effect	47	-0.6137835337650324	0.6137835337650324	500
15	HCC38	real_Edistance	depmap_gene_dependency	47	0.613685641030054	0.613685641030054	500
15	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.6542170194146252	0.6542170194146252	500
15	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.6544467821317785	0.6544467821317785	500
16	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7127659574468086	0.7127659574468086	500
16	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7129022002921205	0.7129022002921205	500
16	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7400555041628122	0.7400555041628122	500
16	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.740481628478604	0.740481628478604	500
16	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6387604070305273	0.6387604070305273	500
16	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6388366918919414	0.6388366918919414	500
16	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6339037927844589	0.6339037927844589	500
16	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6340377557504779	0.6340377557504779	500
16	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6407261794634598	0.6407261794634598	500
16	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6408603396624383	0.6408603396624383	500
16	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2446808510638298	0.2446808510638298	500
16	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.24439883216827193	0.24439883216827193	500
16	HCC38	real_Edistance	depmap_gene_effect	47	-0.615518038852914	0.615518038852914	500
16	HCC38	real_Edistance	depmap_gene_dependency	47	0.6156514702928223	0.6156514702928223	500
16	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5342542802540475	0.5342542802540475	500
16	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5344203936511799	0.5344203936511799	500
17	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6932238667900094	0.6932238667900094	500
17	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6933595446798954	0.6933595446798954	500
17	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7101063829787235	0.7101063829787235	500
17	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7105316414752529	0.7105316414752529	500
17	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6370259019426457	0.6370259019426457	500
17	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6371021366600872	0.6371021366600872	500
