model_id	object_role	cell_line	target_identity_preservation_spearman	target_identity_preservation_pvalue	target_identity_label_permutation_pvalue	target_identity_label_permutation_zscore	target_identity_preservation_status	target_identity_n_pairs	predicted_target_similarity_mean	observed_target_similarity_mean	target_identity_label_permutation_qvalue
geneformer_hcc_formal_v1	entrant	HCC38	0.0857608567407805	0.004778005908796882	0.04795204795204795	1.6798753661162231	estimated	1081	0.5146872998631231	0.05731255625356063	0.2013986013986014
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC38	0.042451032975142064	0.16309336093037136	0.08891108891108891	1.375635383195133	estimated	1081	0.02402884700577577	0.05731255625356063	0.26673326673326675
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC38	-0.012376788035237373	0.6843930408420826	0.6383616383616384	-0.4099637443565785	estimated	1081	0.00721760599787283	0.05731255625356063	0.788564376799671
lm_train_lowrank_hcc_formal_v1	entrant	HCC38	-0.013007845325511755	0.6692318044177172	0.6373626373626373	-0.38672980082807734	estimated	1081	0.017507691721464578	0.05731255625356063	0.788564376799671
null_model	null	HCC38					non_estimable_constant_score	1081	0.0	0.05731255625356063	
scgen_hcc_formal_v1	entrant	HCC38	0.43124150618546336	3.4640823715682107e-50	0.000999000999000999	7.234578989799254	estimated	1081	0.7937453571091763	0.05731255625356063	0.006993006993006993
scgen_hcc_sens_e100_seed2	entrant	HCC38	0.4377824059745536	7.785666117959547e-52	0.000999000999000999	7.5055070086891105	estimated	1081	0.7288560248793455	0.05731255625356063	0.006993006993006993
scgen_hcc_sens_e60_seed1	entrant	HCC38	0.41911935446914517	3.1638850061249906e-47	0.000999000999000999	7.17587065290319	estimated	1081	0.8018645166411564	0.05731255625356063	0.006993006993006993
scgpt_hcc_formal_v1	entrant	HCC38	-0.014339382857698719	0.6376856675441671	0.6203796203796204	-0.3578043749713796	estimated	1081	0.202188361964867	0.05731255625356063	0.788564376799671
shared_mean_baseline	baseline	HCC38					non_estimable_constant_score	1081	1.0000000000000002	0.05731255625356063	
cellot_hcc_formal_v1	entrant	HCC1143	0.0317567825596778	0.29686839190234643	0.28471528471528473	0.5455765771673791	estimated	1081	0.30896808080510985	0.06052824956999022	0.54354736172918
cellot_hcc_sens_iter100_seed1	entrant	HCC1143	-0.04834640760924187	0.1121393301336884	0.8561438561438561	-1.0577081239189283	estimated	1081	0.9954802218443373	0.06052824956999022	0.8561438561438562
cellot_hcc_sens_iter200_seed2	entrant	HCC1143	-0.016145538549402295	0.5959299200673727	0.6233766233766234	-0.33484291384413406	estimated	1081	0.995560509996865	0.06052824956999022	0.7530364372469636
cellot_hcc_sens_iter500_seed1_full	entrant	HCC1143	0.10130062588951719	0.0008519244111864983	0.02197802197802198	2.0028361151441656	estimated	1081	0.6842188729206985	0.06052824956999022	0.09230769230769231
cpa_hcc_sens_e200_latent32_seed1	entrant	HCC1143	0.05270442674862146	0.0832655612872131	0.08591408591408592	1.4045211914491242	estimated	1081	0.9124302766243876	0.06052824956999022	0.2577422577422578
cpa_hcc_sens_e200_latent64_seed2	entrant	HCC1143	0.006111984122777168	0.8409154517244813	0.43756243756243757	0.1334462956524856	estimated	1081	0.9387438609106422	0.06052824956999022	0.6125874125874126
cpa_v0.8.8	candidate	HCC1143	0.006111984122777168	0.8409154517244813	0.41858141858141856	0.17714419313225677	estimated	1081	0.9387438609106422	0.06052824956999022	0.6125874125874126
gears_hcc_formal_v1	entrant	HCC1143	0.003425939067015567	0.9104190654212223	0.4325674325674326	0.14159342477523662	estimated	1081	0.4724202434574844	0.06052824956999022	0.6125874125874126
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC1143	0.06322627873410078	0.037666642883159254	0.08391608391608392	1.461342756209563	estimated	1081	0.5608439204019287	0.06052824956999022	0.2577422577422578
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC1143	0.037488640873779226	0.2181061678699387	0.14685314685314685	1.0401000191971945	estimated	1081	0.3929365713742335	0.06052824956999022	0.38548951048951047
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC1143	0.10808334706023057	0.0003709293591934035	0.014985014985014986	2.52446058145892	estimated	1081	0.46435650276799945	0.06052824956999022	0.07867132867132867
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC1143	-0.00868867948008403	0.7753789315845937	0.5654345654345654	-0.20028804814360934	estimated	1081	0.3295028559342168	0.06052824956999022	0.7421328671328671
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC1143	0.023098824730606076	0.4480447421916254	0.2827172827172827	0.5309533960653462	estimated	1081	0.6022141880314819	0.06052824956999022	0.54354736172918
geneformer_hcc_formal_v1	entrant	HCC1143	-0.029641253952538943	0.33023120016525886	0.6723276723276723	-0.5337534599211688	estimated	1081	0.4777565643621391	0.06052824956999022	0.7530364372469636
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC1143	-0.01800605085430699	0.5542684408253034	0.6813186813186813	-0.5179197328883101	estimated	1081	0.03679552381098566	0.06052824956999022	0.7530364372469636
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC1143	0.010724221599429568	0.7246888763680496	0.3646353646353646	0.27200835382231603	estimated	1081	0.027258706686751535	0.06052824956999022	0.6125874125874126
lm_train_lowrank_hcc_formal_v1	entrant	HCC1143	0.02819414449511522	0.3543968102254329	0.2077922077922078	0.8263143376518882	estimated	1081	0.03258744153242527	0.06052824956999022	0.4848484848484849
null_model	null	HCC1143					non_estimable_constant_score	1081	0.0	0.06052824956999022	
scgen_hcc_formal_v1	entrant	HCC1143	0.32721042469025186	2.1581619644007615e-28	0.000999000999000999	5.065632332804121	estimated	1081	0.7789692471597668	0.06052824956999022	0.006993006993006993
scgen_hcc_sens_e100_seed2	entrant	HCC1143	0.35346281644772976	3.670343060944987e-33	0.000999000999000999	5.936487832330316	estimated	1081	0.6773168488531626	0.06052824956999022	0.006993006993006993
scgen_hcc_sens_e60_seed1	entrant	HCC1143	0.2996129014974952	7.368370650387295e-24	0.000999000999000999	4.723099403984627	estimated	1081	0.8113767458162815	0.06052824956999022	0.006993006993006993
scgpt_hcc_formal_v1	entrant	HCC1143	-0.033889011433507955	0.2655999106727913	0.7792207792207793	-0.7737214963621039	estimated	1081	0.2535636536365696	0.06052824956999022	0.8181818181818181
shared_mean_baseline	baseline	HCC1143					non_estimable_constant_score	1081	1.0	0.06052824956999022	
