cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	control_target_prefix	real_shift_L2	real_shift_mean_abs	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	residual	quadrant
dixit_2016_raw__control_context	ACH-000551	CD274	141	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.848229103780495	0.0180657522578245	0.345276994770515	1	0.1272269095182601	0.0073853247924345	True	True	both	0.0007480627463719303	middle
dixit_2016_raw__control_context	ACH-000551	CD44	158	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.186934195567354	0.0157365969606051	0.1084514663197993	0	-0.1998880009268593	0.1109281659168331	True	True	both	-0.004315817458552976	middle
dixit_2016_raw__control_context	ACH-000551	CD47	130	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.533948441974683	0.0170226884508758	0.1199393555557364	1	0.1536048565474439	0.0058969430842712	True	True	both	-7.447785465904827e-05	middle
dixit_2016_raw__control_context	ACH-000551	CD58	128	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.763771368048176	0.0178582944690874	0.188355383620852	0	-0.2791345228843269	0.1870523621717285	True	True	both	-0.0028566315951412784	middle
dixit_2016_raw__control_context	ACH-000551	CD59	150	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.433362667717234	0.0166261854988446	0.1641381701764039	1	0.1479256073058201	0.0061850599345518	True	True	both	-0.0005184600987133553	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	CD63	103	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.393712933914436	0.0202158519524432	0.2134501938093116	1	-0.1151875962168351	0.0586646991371808	True	True	both	0.0008715443760397013	middle
dixit_2016_raw__control_context	ACH-000551	CDC123	39	3770	1	30486	23712	h5ad_obs	intergenic_chr_	8.456592094280742	0.0314386860897369	0.4941652133091168	64	-2.5907474398371075	1.0	True	True	both	-0.008601636705452324	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	CDH19	156	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.195380429190674	0.0156499728223919	0.1047294700300121	0	-0.0559843580011378	0.0360824798634074	True	True	both	-0.0031993876727398236	middle
dixit_2016_raw__control_context	ACH-000551	CDK4	126	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.357890514641973	0.0197704937410426	0.3746224290068483	1	-0.3085726100849438	0.2227409859780921	True	True	both	-0.0011905387149527755	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	CDK6	51	3770	1	30486	23712	h5ad_obs	intergenic_chr_	8.205918643804054	0.0298820621013329	1.3647749780841636	69	-0.2854039154178734	0.1943258654777352	True	True	both	0.009114723067318337	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	CDKN1A	145	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.610159192990223	0.0170151872626151	0.2688848735790614	0	-0.0406730779355631	0.0316704301513166	True	True	both	-0.0017061688596581547	middle
dixit_2016_raw__control_context	ACH-000551	CDKN2A	108	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.090084291844969	0.0189977532723694	0.1586338747621418	0	0.2519647887555473	0.002524060660382	True	True	both	0.002722889307512643	middle
dixit_2016_raw__control_context	ACH-000551	CDKN2B	134	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.5790805826632495	0.0169930024652686	0.1400505061368697	0	0.1234134380374595	0.0076352692579036	True	True	both	-0.00035656818369976875	middle
dixit_2016_raw__control_context	ACH-000551	CGAS	131	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.662171813471312	0.0174180009492602	0.1542515883125048	1	-0.089941864462792	0.0478344333900867	True	True	both	-0.001715248894106649	middle
dixit_2016_raw__control_context	ACH-000551	CHCHD2	140	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.4122320914629	0.0165359306748511	0.1283234466633587	0	-0.9583319757410388	0.9418466340027924	True	True	both	-0.009857177985976191	low_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	CITED1	147	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.405769605580965	0.0165267477039102	0.1556521863313804	0	-0.107095182902744	0.0549912093071782	True	True	both	-0.002749906202339964	middle
dixit_2016_raw__control_context	ACH-000551	CKS1B	133	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.809224508799834	0.0178492184006221	0.2214130717889482	1	-0.3683920601286859	0.3070730160574073	True	True	both	-0.003611912750896701	middle
dixit_2016_raw__control_context	ACH-000551	CMSS1	124	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.681086226338822	0.017373092027049	0.0973518615166426	1	0.2870142982088854	0.001834909122946	True	True	both	0.001391246703178299	middle
dixit_2016_raw__control_context	ACH-000551	CORO1A	136	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.50708020082141	0.0168181556940891	0.1417319096709057	0	-0.1883194874434591	0.1021661170671038	True	True	both	-0.003137544387207914	middle
dixit_2016_raw__control_context	ACH-000551	CSPG4	143	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.401048812868107	0.0164835135612581	0.1244610105755228	0	0.4662935164301572	0.0002462230905246	True	True	both	0.002000466756955154	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	CST3	95	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.7944175927828585	0.0215978569904268	0.330906279516526	1	0.0949829221967401	0.0097562000111257	True	True	both	0.004010603382577915	high_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	CTPS1	56	3770	1	30486	23712	h5ad_obs	intergenic_chr_	8.73251463928701	0.0316714232926206	1.3589405466629998	96	-1.194075568866407	0.9786756739625494	True	True	both	0.003307466298788017	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	CTSA	146	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.573341916998802	0.0169740565106782	0.1778891123631254	1	-0.1523229482143159	0.0782736740325338	True	True	both	-0.0026807076325804542	middle
dixit_2016_raw__control_context	ACH-000551	CTSB	133	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.62222213663386	0.0171753498335957	0.1207233426280645	1	0.0294179575062651	0.0172599305585798	True	True	both	-0.000960035749551686	middle
dixit_2016_raw__control_context	ACH-000551	CTSD	169	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.4502892024181895	0.0164120706578749	0.2543337196287005	1	0.181463685294505	0.0046499053256139	True	True	both	-0.00045219207022772004	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	CTSL	139	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.521162720013471	0.0168094058809417	0.1540011780811596	1	-0.111565465073547	0.0569582815485069	True	True	both	-0.002504620189054625	middle
dixit_2016_raw__control_context	ACH-000551	CTSO	168	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.290148490905302	0.0159585102464844	0.1587341203321628	0	0.1190791483185458	0.0079193494542382	True	True	both	-0.0014272956509335001	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	CXCR4	105	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.078495008027121	0.0190282578637111	0.1914951318172733	0	0.0535931606590312	0.0139821582482569	True	True	both	0.0010949802496585774	middle
dixit_2016_raw__control_context	ACH-000551	CYP27A1	148	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.4881982434861785	0.0167563115566202	0.1787385872383033	0	0.0739961372127273	0.0117050895691481	True	True	both	-0.0010063944130618493	middle
dixit_2016_raw__control_context	ACH-000551	DAG1	118	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.08073578382315	0.0189526226694822	0.2529448602034634	0	0.1183531150462271	0.0079674363647388	True	True	both	0.001560747035680439	middle
dixit_2016_raw__control_context	ACH-000551	DDR1	112	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.02965034250802	0.0188592234707423	0.1778936119747598	0	0.1993496159340847	0.003988129950287	True	True	both	0.0021444895426292396	middle
dixit_2016_raw__control_context	ACH-000551	DDX17	107	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.233915904288263	0.019439491432587	0.1832043701240024	0	-0.0243395184828457	0.0275457607648029	True	True	both	0.0008546860771560597	middle
dixit_2016_raw__control_context	ACH-000551	DDX39A	75	3770	1	30486	23712	h5ad_obs	intergenic_chr_	6.042491524672392	0.0225757490080795	0.2277231715390399	2	-0.377648753044689	0.3213984914894045	True	True	both	0.0010372306514164	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	DLL3	124	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.77955477685479	0.0179544942895011	0.147667807282918	0	-0.0602467914659962	0.0373847484271973	True	True	both	-0.000930500726074597	middle
dixit_2016_raw__control_context	ACH-000551	DNMT1	51	3770	1	30486	23712	h5ad_obs	intergenic_chr_	7.285965119904392	0.0271443579970256	0.3212896567115741	17	-0.266077667546463	0.1725358295799717	True	True	both	0.0065385890099236565	middle
dixit_2016_raw__control_context	ACH-000551	E2F1	97	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.426401444686373	0.0202426749176494	0.2316269315285346	2	-0.120487184448859	0.0611613813980129	True	True	both	0.000854062066628556	middle
dixit_2016_raw__control_context	ACH-000551	EEA1	107	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.20990186215901	0.0194982817858384	0.1951303987156087	0	-0.195804890143009	0.1077878892974388	True	True	both	-0.0005199972747500503	middle
dixit_2016_raw__control_context	ACH-000551	EEF1G	21	3770	1	30486	23712	h5ad_obs	intergenic_chr_	11.455230219096752	0.042101798798859	0.7953481114909415	358	-1.0080205158925148	0.9521612183392932	True	True	both	0.015293287219849648	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	EIF3K	116	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.306101672149877	0.019484448724349	0.2392905648365513	7	-0.1739020524836625	0.0919889310888144	True	True	both	-0.00035071965010490674	middle
dixit_2016_raw__control_context	ACH-000551	EIF4A1	30	3770	1	30486	23712	h5ad_obs	intergenic_chr_	10.072801630281342	0.0368147085889684	1.0989352519482587	206	-1.7196271596430983	0.9981969862053724	True	True	both	0.004057069192748362	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	EMP1	137	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.487120590931082	0.0167448186954136	0.1128037965729618	0	0.1832821334285435	0.0045789319960369	True	True	both	-0.00010424156026500944	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	ENPP1	131	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.531386986613817	0.0170444942103278	0.1482210298967743	0	0.0682472414166108	0.0122945767207434	True	True	both	-0.0007662733059956121	middle
dixit_2016_raw__control_context	ACH-000551	EVA1A	109	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.113462865593035	0.0191348223339581	0.1978963046662869	0	-0.0757071549527992	0.0425543022399868	True	True	both	0.00012057658795250684	middle
dixit_2016_raw__control_context	ACH-000551	FBL	52	3770	1	30486	23712	h5ad_obs	intergenic_chr_	7.086539485749784	0.0262339848847061	0.2763651462161185	15	-1.447340649355537	0.989652128012734	True	True	both	-0.0042473024470288424	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	FBXO32	125	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.674808858441569	0.0176551196085993	0.1686998756702635	0	-0.0557242159893113	0.0360030006722562	True	True	both	-0.00119206606411814	middle
dixit_2016_raw__control_context	ACH-000551	FGFR1	165	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.364415385094788	0.016193088485473	0.1782606658155003	0	-0.0948494669833246	0.0498022014476089	True	True	both	-0.00298118957893017	middle
dixit_2016_raw__control_context	ACH-000551	FKBP4	106	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.234697362722547	0.0194714568910308	0.2219132972348241	1	-0.1925264904042616	0.1052665072939584	True	True	both	-0.000519414304196917	middle
dixit_2016_raw__control_context	ACH-000551	FMN1	143	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.42400206915843	0.0165760133357103	0.1196917317160668	0	0.3113535336860475	0.0014561710908705	True	True	both	0.0007976473133588478	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	FOS	119	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.022288111352174	0.0187908454230405	0.2030058995269605	0	-0.0501421687689621	0.0343297944603204	True	True	both	-9.673579702450946e-06	middle
dixit_2016_raw__control_context	ACH-000551	FOXM1	43	3770	1	30486	23712	h5ad_obs	intergenic_chr_	7.911514450895311	0.0294317549641635	0.3779067715899415	37	-0.330316507383793	0.2516160182243664	True	True	both	0.00828894058495087	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	FRZB	113	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.979205690751922	0.0185251605326433	0.1837517993142547	1	-0.0463184652810998	0.0332482090125994	True	True	both	-0.0002433917916204939	middle
dixit_2016_raw__control_context	ACH-000551	FSTL3	157	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.265944477348465	0.0159617160370075	0.1354789739132194	0	0.006534052088007	0.0210797184188272	True	True	both	-0.0023649820914706104	middle
dixit_2016_raw__control_context	ACH-000551	GAA	123	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.722604657323981	0.0177934743450053	0.1669139556877787	0	-0.0068606719044393	0.0236891893098362	True	True	both	-0.000645205488263148	middle
dixit_2016_raw__control_context	ACH-000551	GPI	23	3770	1	30486	23712	h5ad_obs	intergenic_chr_	11.101690046250134	0.0406524636543089	0.9649235504360298	309	-0.4139678781641932	0.3802323520436352	True	True	both	0.01881031249792038	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	GPNMB	126	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.6138124132102405	0.0173229434396264	0.1335960695442501	0	0.0882005692259251	0.010338219016943	True	True	both	-0.0003210115566639332	middle
dixit_2016_raw__control_context	ACH-000551	GRN	106	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.098556486571179	0.019110371200797	0.1725303124729755	1	-0.2201350791874356	0.1276681512326501	True	True	both	-0.0011113115319091108	middle
dixit_2016_raw__control_context	ACH-000551	GSN	163	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.220405783820012	0.01574179326004	0.1469309820689943	0	0.1213704965664629	0.0077691687551265	True	True	both	-0.0016248566560217483	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	HASPIN	60	3770	1	30486	23712	h5ad_obs	intergenic_chr_	6.797224839354264	0.0252988683985433	0.3114425924225372	8	-0.2197353131026627	0.1273261295971079	True	True	both	0.0050805277643914785	middle
dixit_2016_raw__control_context	ACH-000551	HLA-A	156	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.190987310272894	0.0158607193788954	0.1263665650608736	0	-0.4009050560238831	0.3586111641667388	True	True	both	-0.005872224817090661	low_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	HLA-B	98	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.295917119496293	0.0196936427353681	0.1971374939356458	0	0.1548648403743337	0.0058335422817702	True	True	both	0.002607010065093146	high_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	HLA-C	94	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.607721649984408	0.0209532289208518	0.2437085500664544	2	-0.4275064302119891	0.4030596609963795	True	True	both	-0.0010021063623287217	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	HLA-DRB5	150	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.372765043952644	0.01641450408752	0.16366881355518	0	0.2707202350615593	0.0021321107668587	True	True	both	0.00029643819126363644	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	HLA-E	107	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.171990022865453	0.0192145560263519	0.2635374394805403	1	0.0161315268834599	0.0193897982823649	True	True	both	0.0009680940856357199	middle
dixit_2016_raw__control_context	ACH-000551	HLA-F	131	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.789237710381403	0.0177590166348639	0.193787221359404	0	-0.0432976562510952	0.0323937329535722	True	True	both	-0.0009842813172144908	middle
dixit_2016_raw__control_context	ACH-000551	HNRNPA1	112	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.345511971301494	0.0197640390210691	0.2472500782955435	4	-0.413960802326089	0.3802204877217495	True	True	both	-0.0020780529803555575	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	HNRNPC	40	3770	1	30486	23712	h5ad_obs	intergenic_chr_	8.048698798252495	0.0299597851066159	0.3539420984596582	48	-1.1259786267181124	0.9706651655272016	True	True	both	0.0021651277621882216	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	IDH2	158	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.214409714815736	0.015798618834356	0.1247779834336952	0	0.0185564837635145	0.0189718725196974	True	True	both	-0.0024275701387630327	middle
dixit_2016_raw__control_context	ACH-000551	IFNGR1	133	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.59566198792215	0.0171247001461401	0.1420743658825252	1	0.2153248281306291	0.0034774443152817	True	True	both	0.0005435211533258398	middle
dixit_2016_raw__control_context	ACH-000551	IFNGR2	141	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.524940436309013	0.0169620246219935	0.1346405456343937	1	0.2680263161218534	0.0021838848141445	True	True	both	0.0008214371989325973	middle
dixit_2016_raw__control_context	ACH-000551	ILF2	33	3770	1	30486	23712	h5ad_obs	intergenic_chr_	9.188990418793928	0.0340873742221783	0.7619315582488255	107	-0.9263197376963416	0.933902088203054	True	True	both	0.007961892202439015	high_shift_low_depmap
dixit_2016_raw__control_context	ACH-000551	IRF3	131	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.640116146676241	0.0173077917384757	0.1247431569017614	0	-0.0103116763354831	0.024395755563032	True	True	both	-0.001159738958733298	middle
dixit_2016_raw__control_context	ACH-000551	IRF4	103	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.211903353548596	0.0195142803503818	0.1589091384676635	1	-0.2682417660387655	0.1748830919320803	True	True	both	-0.001109580792903346	middle
dixit_2016_raw__control_context	ACH-000551	ISYNA1	106	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.151863825967293	0.0192909427650949	0.1522928648488708	1	-0.216657827842932	0.1246931735210862	True	True	both	-0.0009016696759231099	middle
dixit_2016_raw__control_context	ACH-000551	ITGA3	145	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.392356683036293	0.0163484251761133	0.1301409075456234	0	-0.0913479115975544	0.0483715582751977	True	True	both	-0.0027965794115286137	middle
dixit_2016_raw__control_context	ACH-000551	JAK1	135	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.788516342696017	0.0177101810544981	0.2100627346288455	1	0.0823102352888939	0.0108889703841488	True	True	both	1.698206957275253e-05	middle
dixit_2016_raw__control_context	ACH-000551	JAK2	161	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.185258333643636	0.0156581950549176	0.1224890259170621	0	0.1310275464392805	0.0071506219523976	True	True	both	-0.0016277206176753545	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	JMJD7	145	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.61459189982792	0.0173340921793765	0.1951840203340538	0	-0.1928115733251339	0.1054857615043866	True	True	both	-0.0026591623476394585	middle
dixit_2016_raw__control_context	ACH-000551	JPT1	99	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.346381739502967	0.020002784422666	0.1923495802986679	1	-0.1751548963786692	0.0928495144623401	True	True	both	0.0001571421037487239	middle
dixit_2016_raw__control_context	ACH-000551	KCNN4	120	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.680675827893688	0.0175971097053654	0.1426289944262748	0	-0.010136790446079	0.0243599490405884	True	True	both	-0.0008689589221473268	middle
dixit_2016_raw__control_context	ACH-000551	KDR	129	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.549110669917076	0.0168707336207881	0.1065523074160914	0	-0.0347773517904821	0.0301289985531061	True	True	both	-0.001801333433261318	middle
dixit_2016_raw__control_context	ACH-000551	KLF4	121	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.67248775138795	0.017494878597651	0.1224776537336502	0	-0.0845472240654422	0.0457736236689877	True	True	both	-0.001593271322136481	middle
dixit_2016_raw__control_context	ACH-000551	LAMP2	148	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.33322284268866	0.0162150962624154	0.1458721636159374	1	0.228556946816956	0.0030984102358833	True	True	both	-0.0002554604279670497	low_shift_high_depmap
dixit_2016_raw__control_context	ACH-000551	LCP1	145	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.4183988926399165	0.0166130381774332	0.1174745287635907	0	0.0300161594565501	0.0171728150886664	True	True	both	-0.001517346356477215	middle
dixit_2016_raw__control_context	ACH-000551	LGALS3	122	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.851081560663552	0.0181716033349537	0.182842607102021	1	0.034008593395578	0.0165914014731964	True	True	both	7.45960889222512e-05	middle
dixit_2016_raw__control_context	ACH-000551	LGALS3BP	121	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.703089673441617	0.0175475692532659	0.1560054982982919	1	-0.0209569470542834	0.0267410910870871	True	True	both	-0.001008957347383748	middle
dixit_2016_raw__control_context	ACH-000551	LRPAP1	122	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.816990522341038	0.0178254171407998	0.1557138951490984	1	-0.0187971725905387	0.026260767945592	True	True	both	-0.0007130534531304029	middle
dixit_2016_raw__control_context	ACH-000551	LY96	113	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.104180451593839	0.019054953363279	0.2144150492423904	0	-0.0382522280766189	0.0310375014203555	True	True	both	0.00035383587335075656	middle
dixit_2016_raw__control_context	ACH-000551	MC1R	134	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.495759979670147	0.016805822175796	0.1142039416037619	0	-0.1147484274987478	0.0584578029218607	True	True	both	-0.0025348138907077995	middle
dixit_2016_raw__control_context	ACH-000551	MDH2	122	3770	1	30486	23712	h5ad_obs	intergenic_chr_	5.0356868174232	0.0187166948721918	0.2972569595681236	2	-0.1965123229005812	0.1083319682279406	True	True	both	-0.0013074984219607101	middle
dixit_2016_raw__control_context	ACH-000551	MFGE8	162	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.159015225894375	0.0156375166268635	0.133805974185023	0	0.051186290627274	0.014276102783872	True	True	both	-0.0023158827462873774	middle
dixit_2016_raw__control_context	ACH-000551	MIA	110	3770	1	30486	23712	h5ad_obs	intergenic_chr_	4.921078158391104	0.0183780720036866	0.1373835788526598	1	0.1259132526488207	0.0074714251515679	True	True	both	0.0010494001430768306	middle
