cell_line	entrant_id	display_name	target_gene	depmap_gene_dependency	endpoint_category	predicted_shift_mean_abs	display_shift_percentile	display_target_position
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	SMAD1	0.0296077539081418	middle	0.4160438582618185	20.21276595744681	21
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	STAT3	0.0037329167002494	middle	0.3868435719545851	7.446808510638298	2
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	TAB3	0.0084525379475361	middle	0.5315252466404692	67.02127659574468	6
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	TADA3	0.2498577956515995	endpoint_anchor	0.510627695220582	60.638297872340424	37
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	THAP8	0.0157775614105068	middle	0.4385914009936312	32.97872340425532	14
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	THRA	0.0463338341696651	middle	0.4492452491788154	37.234042553191486	25
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	TMF1	0.1394316818255967	middle	0.5144439391950344	62.765957446808514	31
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	TMSB4X	0.0090048231316929	low_information	0.4250982227794667	28.72340425531915	8
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	UBP1	0.0108785135935251	low_information	0.3783943795777382	5.319148936170213	11
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	VEZF1	0.0275909199432945	middle	0.404042335821593	13.829787234042554	20
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	XBP1	0.0085039693399301	middle	0.5343370951236562	71.27659574468085	7
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	YBX1	0.9913468022551738	endpoint_anchor	0.4738824735296533	41.48936170212766	44
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	ZBTB17	0.7578619386258375	endpoint_anchor	0.5617545598998983	81.91489361702128	40
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	ZBTB20	0.0078803596044426	low_information	0.3767822403857048	3.1914893617021276	4
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	ZBTB5	0.0773557703888747	middle	0.4250921938330569	26.595744680851062	26
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	ZNF131	0.9463812533969612	middle	0.7399561274400417	94.68085106382979	41
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	ZNF24	0.0092505619875028	middle	0.4063991484172801	15.957446808510639	9
HCC1143	cellot_hcc_seed123_retrain_v1	CellOT	ZNF566	0.0082561267211935	middle	0.4452450244509159	35.1063829787234	5
HCC1143	cpa_v0.8.8	CPA	ARID1A	0.2654515287532237	endpoint_anchor	0.014353679525319	90.42553191489361	38
HCC1143	cpa_v0.8.8	CPA	BMPR1A	0.307130270365165	dependency_excess	0.0134224453696757	79.7872340425532	39
HCC1143	cpa_v0.8.8	CPA	CDKN2A	6.198489826465077e-05	low_information	0.0122055806433086	54.255319148936174	1
HCC1143	cpa_v0.8.8	CPA	COMMD6	0.1351756293730245	middle	0.0127555351541376	67.02127659574468	30
HCC1143	cpa_v0.8.8	CPA	ENY2	0.148881151602389	middle	0.0108560513446714	15.957446808510639	33
HCC1143	cpa_v0.8.8	CPA	ERC1	0.0303840215886299	middle	0.0108204043220256	9.574468085106384	22
HCC1143	cpa_v0.8.8	CPA	ETV3	0.1444988533493548	middle	0.0132013143392456	77.65957446808511	32
HCC1143	cpa_v0.8.8	CPA	GON4L	0.1493363288328347	middle	0.0108151181661739	7.446808510638298	34
HCC1143	cpa_v0.8.8	CPA	HDGF	0.0196252078195258	middle	0.0135791247359356	81.91489361702128	15
HCC1143	cpa_v0.8.8	CPA	HLX	0.0236239287972883	middle	0.0118536311842057	43.61702127659574	18
HCC1143	cpa_v0.8.8	CPA	KLF3	0.0369385703770605	middle	0.0111463908972285	24.46808510638298	23
HCC1143	cpa_v0.8.8	CPA	LAMTOR5	0.1226400958971878	middle	0.0141868897332768	86.17021276595744	28
HCC1143	cpa_v0.8.8	CPA	MAML3	0.0050198572939971	low_information	0.0122124698695106	56.38297872340426	3
HCC1143	cpa_v0.8.8	CPA	MIER1	0.0105919574277721	middle	0.0145829949959456	92.55319148936171	10
HCC1143	cpa_v0.8.8	CPA	MTDH	0.0123435627679496	middle	0.0106285782061612	3.1914893617021276	13
HCC1143	cpa_v0.8.8	CPA	MYBL1	0.0210310036855235	middle	0.0105500409055091	1.0638297872340425	16
HCC1143	cpa_v0.8.8	CPA	NCOA1	0.0248991192692647	middle	0.0110303434230493	18.085106382978722	19
HCC1143	cpa_v0.8.8	CPA	NPM1	0.1622748801750765	middle	0.012140470759653	52.12765957446808	35
HCC1143	cpa_v0.8.8	CPA	PA2G4	0.0861889371200693	middle	0.0110447903366113	20.21276595744681	27
HCC1143	cpa_v0.8.8	CPA	PARK7	0.1318604273725387	middle	0.0115561725476903	32.97872340425532	29
HCC1143	cpa_v0.8.8	CPA	PCBD1	0.0111916491629234	low_information	0.0119684760891128	47.87234042553192	12
HCC1143	cpa_v0.8.8	CPA	PEX14	0.0227993432195642	middle	0.0130712836560236	75.53191489361703	17
HCC1143	cpa_v0.8.8	CPA	PFDN5	0.9694975960688984	endpoint_anchor	0.0111168141342065	22.340425531914892	43
HCC1143	cpa_v0.8.8	CPA	PMF1	0.9510487581740272	endpoint_anchor	0.0107565653731652	5.319148936170213	42
HCC1143	cpa_v0.8.8	CPA	PRDX2	0.1660158727868937	middle	0.0108466156379501	13.829787234042554	36
HCC1143	cpa_v0.8.8	CPA	PRPF6	1.0	endpoint_anchor	0.0137457049754446	84.04255319148936	45
HCC1143	cpa_v0.8.8	CPA	RORC	0.0451125018855452	middle	0.011671139848386	37.234042553191486	24
HCC1143	cpa_v0.8.8	CPA	RPS3	1.0	middle	0.0113677726764565	26.595744680851062	46
HCC1143	cpa_v0.8.8	CPA	RUVBL2	1.0	endpoint_anchor	0.011889912995188	45.744680851063826	47
HCC1143	cpa_v0.8.8	CPA	SMAD1	0.0296077539081418	middle	0.0121136590361272	50.0	21
HCC1143	cpa_v0.8.8	CPA	STAT3	0.0037329167002494	middle	0.0167228266900722	96.80851063829788	2
HCC1143	cpa_v0.8.8	CPA	TAB3	0.0084525379475361	middle	0.0116118952142779	35.1063829787234	6
HCC1143	cpa_v0.8.8	CPA	TADA3	0.2498577956515995	endpoint_anchor	0.0129687312490582	73.40425531914893	37
HCC1143	cpa_v0.8.8	CPA	THAP8	0.0157775614105068	middle	0.0172726310208723	98.93617021276596	14
HCC1143	cpa_v0.8.8	CPA	THRA	0.0463338341696651	middle	0.0118212849839285	41.48936170212766	25
HCC1143	cpa_v0.8.8	CPA	TMF1	0.1394316818255967	middle	0.0126956917068781	62.765957446808514	31
HCC1143	cpa_v0.8.8	CPA	TMSB4X	0.0090048231316929	low_information	0.0113761491445657	28.72340425531915	8
HCC1143	cpa_v0.8.8	CPA	UBP1	0.0108785135935251	low_information	0.0108408947760203	11.702127659574469	11
HCC1143	cpa_v0.8.8	CPA	VEZF1	0.0275909199432945	middle	0.0151492752645539	94.68085106382979	20
HCC1143	cpa_v0.8.8	CPA	XBP1	0.0085039693399301	middle	0.0122848909544812	58.51063829787234	7
HCC1143	cpa_v0.8.8	CPA	YBX1	0.9913468022551738	endpoint_anchor	0.0114601267884417	30.851063829787233	44
HCC1143	cpa_v0.8.8	CPA	ZBTB17	0.7578619386258375	endpoint_anchor	0.0129034053708147	71.27659574468085	40
HCC1143	cpa_v0.8.8	CPA	ZBTB20	0.0078803596044426	low_information	0.0142866372443397	88.29787234042553	4
HCC1143	cpa_v0.8.8	CPA	ZBTB5	0.0773557703888747	middle	0.0125578227626812	60.638297872340424	26
HCC1143	cpa_v0.8.8	CPA	ZNF131	0.9463812533969612	middle	0.0116999869607658	39.361702127659576	41
HCC1143	cpa_v0.8.8	CPA	ZNF24	0.0092505619875028	middle	0.0127993574480405	69.14893617021276	9
HCC1143	cpa_v0.8.8	CPA	ZNF566	0.0082561267211935	middle	0.0127406149082796	64.8936170212766	5
HCC1143	gears_hcc_formal_v1	GEARS	ARID1A	0.2654515287532237	endpoint_anchor	0.0276071960103401	1.0638297872340425	38
HCC1143	gears_hcc_formal_v1	GEARS	BMPR1A	0.307130270365165	dependency_excess	0.0429366752949164	41.48936170212766	39
HCC1143	gears_hcc_formal_v1	GEARS	CDKN2A	6.198489826465077e-05	low_information	0.0563167644817913	64.8936170212766	1
HCC1143	gears_hcc_formal_v1	GEARS	COMMD6	0.1351756293730245	middle	0.0621833058165616	73.40425531914893	30
HCC1143	gears_hcc_formal_v1	GEARS	ENY2	0.148881151602389	middle	0.0735395829188994	94.68085106382979	33
HCC1143	gears_hcc_formal_v1	GEARS	ERC1	0.0303840215886299	middle	0.0498044315271878	54.255319148936174	22
HCC1143	gears_hcc_formal_v1	GEARS	ETV3	0.1444988533493548	middle	0.0638535937125921	77.65957446808511	32
HCC1143	gears_hcc_formal_v1	GEARS	GON4L	0.1493363288328347	middle	0.0338380789898969	11.702127659574469	34
HCC1143	gears_hcc_formal_v1	GEARS	HDGF	0.0196252078195258	middle	0.0497235393348173	52.12765957446808	15
HCC1143	gears_hcc_formal_v1	GEARS	HLX	0.0236239287972883	middle	0.0715940618143532	88.29787234042553	18
HCC1143	gears_hcc_formal_v1	GEARS	KLF3	0.0369385703770605	middle	0.0428726932378907	39.361702127659576	23
HCC1143	gears_hcc_formal_v1	GEARS	LAMTOR5	0.1226400958971878	middle	0.0354458609276465	18.085106382978722	28
HCC1143	gears_hcc_formal_v1	GEARS	MAML3	0.0050198572939971	low_information	0.0344386504165367	13.829787234042554	3
HCC1143	gears_hcc_formal_v1	GEARS	MIER1	0.0105919574277721	middle	0.0432073583798818	43.61702127659574	10
HCC1143	gears_hcc_formal_v1	GEARS	MTDH	0.0123435627679496	middle	0.03679006619071	22.340425531914892	13
HCC1143	gears_hcc_formal_v1	GEARS	MYBL1	0.0210310036855235	middle	0.0350870379789935	15.957446808510639	16
HCC1143	gears_hcc_formal_v1	GEARS	NCOA1	0.0248991192692647	middle	0.0686286554620823	84.04255319148936	19
HCC1143	gears_hcc_formal_v1	GEARS	NPM1	0.1622748801750765	middle	0.0323187736957216	5.319148936170213	35
HCC1143	gears_hcc_formal_v1	GEARS	PA2G4	0.0861889371200693	middle	0.0606304150832112	71.27659574468085	27
HCC1143	gears_hcc_formal_v1	GEARS	PARK7	0.1318604273725387	middle	0.0329816681536752	9.574468085106384	29
HCC1143	gears_hcc_formal_v1	GEARS	PCBD1	0.0111916491629234	low_information	0.0733314942972742	92.55319148936171	12
HCC1143	gears_hcc_formal_v1	GEARS	PEX14	0.0227993432195642	middle	0.0386301051266726	28.72340425531915	17
HCC1143	gears_hcc_formal_v1	GEARS	PFDN5	0.9694975960688984	endpoint_anchor	0.0541270142659729	62.765957446808514	43
HCC1143	gears_hcc_formal_v1	GEARS	PMF1	0.9510487581740272	endpoint_anchor	0.0485624257140544	47.87234042553192	42
HCC1143	gears_hcc_formal_v1	GEARS	PRDX2	0.1660158727868937	middle	0.0501237937774956	56.38297872340426	36
HCC1143	gears_hcc_formal_v1	GEARS	PRPF6	1.0	endpoint_anchor	0.0514616947937988	60.638297872340424	45
HCC1143	gears_hcc_formal_v1	GEARS	RORC	0.0451125018855452	middle	0.0373806914972796	26.595744680851062	24
HCC1143	gears_hcc_formal_v1	GEARS	RPS3	1.0	middle	0.057972365413751	67.02127659574468	46
HCC1143	gears_hcc_formal_v1	GEARS	RUVBL2	1.0	endpoint_anchor	0.0603807115146895	69.14893617021276	47
HCC1143	gears_hcc_formal_v1	GEARS	SMAD1	0.0296077539081418	middle	0.0308308335081824	3.1914893617021276	21
HCC1143	gears_hcc_formal_v1	GEARS	STAT3	0.0037329167002494	middle	0.0629445403226056	75.53191489361703	2
HCC1143	gears_hcc_formal_v1	GEARS	TAB3	0.0084525379475361	middle	0.0504151349118591	58.51063829787234	6
HCC1143	gears_hcc_formal_v1	GEARS	TADA3	0.2498577956515995	endpoint_anchor	0.0373737738122302	24.46808510638298	37
HCC1143	gears_hcc_formal_v1	GEARS	THAP8	0.0157775614105068	middle	0.0492285820052431	50.0	14
HCC1143	gears_hcc_formal_v1	GEARS	THRA	0.0463338341696651	middle	0.0480561929926098	45.744680851063826	25
HCC1143	gears_hcc_formal_v1	GEARS	TMF1	0.1394316818255967	middle	0.0421203965905027	37.234042553191486	31
HCC1143	gears_hcc_formal_v1	GEARS	TMSB4X	0.0090048231316929	low_information	0.0754521028961027	98.93617021276596	8
HCC1143	gears_hcc_formal_v1	GEARS	UBP1	0.0108785135935251	low_information	0.0402851157847699	30.851063829787233	11
HCC1143	gears_hcc_formal_v1	GEARS	VEZF1	0.0275909199432945	middle	0.0325799032886125	7.446808510638298	20
HCC1143	gears_hcc_formal_v1	GEARS	XBP1	0.0085039693399301	middle	0.0407567197911203	32.97872340425532	7
HCC1143	gears_hcc_formal_v1	GEARS	YBX1	0.9913468022551738	endpoint_anchor	0.0643392059171838	79.7872340425532	44
HCC1143	gears_hcc_formal_v1	GEARS	ZBTB17	0.7578619386258375	endpoint_anchor	0.0743264632325383	96.80851063829788	40
HCC1143	gears_hcc_formal_v1	GEARS	ZBTB20	0.0078803596044426	low_information	0.0644760148173022	81.91489361702128	4
HCC1143	gears_hcc_formal_v1	GEARS	ZBTB5	0.0773557703888747	middle	0.035891151234575	20.21276595744681	26
HCC1143	gears_hcc_formal_v1	GEARS	ZNF131	0.9463812533969612	middle	0.0702370179522152	86.17021276595744	41
HCC1143	gears_hcc_formal_v1	GEARS	ZNF24	0.0092505619875028	middle	0.0725881970907066	90.42553191489361	9
HCC1143	gears_hcc_formal_v1	GEARS	ZNF566	0.0082561267211935	middle	0.0415287717879571	35.1063829787234	5
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ARID1A	0.2654515287532237	endpoint_anchor	0.0207918237014275	88.29787234042553	38
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	BMPR1A	0.307130270365165	dependency_excess	0.0121727990542543	20.21276595744681	39
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	CDKN2A	6.198489826465077e-05	low_information	0.0163446653211644	56.38297872340426	1
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	COMMD6	0.1351756293730245	middle	0.0178369061870954	81.91489361702128	30
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ENY2	0.148881151602389	middle	0.0113985634372903	18.085106382978722	33
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ERC1	0.0303840215886299	middle	0.0153711799012299	45.744680851063826	22
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ETV3	0.1444988533493548	middle	0.0167761434517476	67.02127659574468	32
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	GON4L	0.1493363288328347	middle	0.0109142612287916	11.702127659574469	34
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	HDGF	0.0196252078195258	middle	0.0225744834992011	92.55319148936171	15
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	HLX	0.0236239287972883	middle	0.0145509698670828	35.1063829787234	18
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	KLF3	0.0369385703770605	middle	0.0086845351467379	1.0638297872340425	23
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	LAMTOR5	0.1226400958971878	middle	0.0098755133536964	5.319148936170213	28
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	MAML3	0.0050198572939971	low_information	0.0144011602689921	30.851063829787233	3
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	MIER1	0.0105919574277721	middle	0.0289186736968467	98.93617021276596	10
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	MTDH	0.0123435627679496	middle	0.0157624171853581	47.87234042553192	13
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	MYBL1	0.0210310036855235	middle	0.0090464112463749	3.1914893617021276	16
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	NCOA1	0.0248991192692647	middle	0.011077768779079	15.957446808510639	19
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	NPM1	0.1622748801750765	middle	0.0144648913909892	32.97872340425532	35
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PA2G4	0.0861889371200693	middle	0.0104144161343817	7.446808510638298	27
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PARK7	0.1318604273725387	middle	0.0166542419237103	58.51063829787234	29
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PCBD1	0.0111916491629234	low_information	0.016753294072139	64.8936170212766	12
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PEX14	0.0227993432195642	middle	0.0168413105087619	71.27659574468085	17
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PFDN5	0.9694975960688984	endpoint_anchor	0.0202291961930299	86.17021276595744	43
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PMF1	0.9510487581740272	endpoint_anchor	0.0166736112014823	60.638297872340424	42
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PRDX2	0.1660158727868937	middle	0.0149881261673833	43.61702127659574	36
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	PRPF6	1.0	endpoint_anchor	0.0169440200536375	73.40425531914893	45
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	RORC	0.0451125018855452	middle	0.0147510998832279	37.234042553191486	24
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	RPS3	1.0	middle	0.0177374503557241	79.7872340425532	46
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	RUVBL2	1.0	endpoint_anchor	0.0171926758564037	75.53191489361703	47
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	SMAD1	0.0296077539081418	middle	0.016722953095183	62.765957446808514	21
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	STAT3	0.0037329167002494	middle	0.0228608313558076	94.68085106382979	2
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	TAB3	0.0084525379475361	middle	0.0121752483842245	22.340425531914892	6
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	TADA3	0.2498577956515995	endpoint_anchor	0.016791699459157	69.14893617021276	37
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	THAP8	0.0157775614105068	middle	0.0161905182422525	52.12765957446808	14
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	THRA	0.0463338341696651	middle	0.014828247090471	41.48936170212766	25
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	TMF1	0.1394316818255967	middle	0.0171940723719697	77.65957446808511	31
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	TMSB4X	0.0090048231316929	low_information	0.0142695873888301	28.72340425531915	8
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	UBP1	0.0108785135935251	low_information	0.0126405437453123	24.46808510638298	11
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	VEZF1	0.0275909199432945	middle	0.010515241924163	9.574468085106384	20
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	XBP1	0.0085039693399301	middle	0.0236728690983886	96.80851063829788	7
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	YBX1	0.9913468022551738	endpoint_anchor	0.0216369143285795	90.42553191489361	44
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ZBTB17	0.7578619386258375	endpoint_anchor	0.010971193175959	13.829787234042554	40
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ZBTB20	0.0078803596044426	low_information	0.0142457918292142	26.595744680851062	4
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ZBTB5	0.0773557703888747	middle	0.0159644525964749	50.0	26
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ZNF131	0.9463812533969612	middle	0.0187761028838245	84.04255319148936	41
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ZNF24	0.0092505619875028	middle	0.014786463531477	39.361702127659576	9
HCC1143	geneformer_hcc_formal_v1	Geneformer kernel	ZNF566	0.0082561267211935	middle	0.0163442335687374	54.255319148936174	5
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	ARID1A	0.2654515287532237	endpoint_anchor	0.0338356671342422	26.595744680851062	38
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	BMPR1A	0.307130270365165	dependency_excess	0.0708621653664738	62.765957446808514	39
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	CDKN2A	6.198489826465077e-05	low_information	0.0889676786002282	75.53191489361703	1
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	COMMD6	0.1351756293730245	middle	0.0735622245430979	67.02127659574468	30
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	ENY2	0.148881151602389	middle	0.0548058001805601	54.255319148936174	33
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	ERC1	0.0303840215886299	middle	0.0967954150772012	84.04255319148936	22
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	ETV3	0.1444988533493548	middle	0.0286596313933933	22.340425531914892	32
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	GON4L	0.1493363288328347	middle	0.0238237546114497	5.319148936170213	34
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	HDGF	0.0196252078195258	middle	0.0394652065027159	37.234042553191486	15
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	HLX	0.0236239287972883	middle	0.0631623579126151	58.51063829787234	18
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	KLF3	0.0369385703770605	middle	0.0520186186587805	52.12765957446808	23
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	LAMTOR5	0.1226400958971878	middle	0.0482630772759564	47.87234042553192	28
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	MAML3	0.0050198572939971	low_information	0.0888161461762223	73.40425531914893	3
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	MIER1	0.0105919574277721	middle	0.0294503821141192	24.46808510638298	10
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	MTDH	0.0123435627679496	middle	0.1019357158691033	86.17021276595744	13
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	MYBL1	0.0210310036855235	middle	0.0867186289871865	69.14893617021276	16
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	NCOA1	0.0248991192692647	middle	0.0867689952396433	71.27659574468085	19
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	NPM1	0.1622748801750765	middle	0.1077672855841897	90.42553191489361	35
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	PA2G4	0.0861889371200693	middle	0.0932748663069981	81.91489361702128	27
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	PARK7	0.1318604273725387	middle	0.0734441271365648	64.8936170212766	29
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	PCBD1	0.0111916491629234	low_information	0.043534607662383	45.744680851063826	12
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	PEX14	0.0227993432195642	middle	0.0362539654210542	28.72340425531915	17
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	PFDN5	0.9694975960688984	endpoint_anchor	0.0923744632792974	77.65957446808511	43
HCC1143	lm_g_geneformer_ridge_hcc_formal_v1	Geneformer ridge	PMF1	0.9510487581740272	endpoint_anchor	0.0392026790636174	32.97872340425532	42
