target_gene	candidate_type	functional_category	grid	real_shift_mean_abs	liability	residual	real_shift_L2	depmap_gene_effect	depmap_gene_dependency
FOXM1	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0294317549641635	0.330316507383793	0.008294102688849156	7.911514450895311	-0.330316507383793	0.2516160182243664
TMED10	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0294193067886282	0.3294158579666905	0.008289147154728848	8.096192301655906	-0.3294158579666905	0.2503904734108461
SINHCAF	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0291268145920272	0.4109166946146134	0.007318636927550269	7.894323525140279	-0.4109166946146134	0.3751323289272936
PUF60	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0285739221705801	2.9639195927820983	-0.014473080373107211	7.737157974102638	-2.9639195927820983	1.0
PAICS	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.028359148282252	1.06895643801354	0.0010766364978874142	7.661094237920904	-1.06895643801354	0.9625125224104016
DNMT1	A: shift_excess_low_liability	chromatin / transcription regulation	middle	0.0271443579970256	0.266077667546463	0.00654111853837042	7.285965119904392	-0.266077667546463	0.1725358295799717
FBL	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0262339848847061	1.447340649355537	-0.004196363514931922	7.086539485749784	-1.447340649355537	0.989652128012734
NOLC1	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0261711889937863	0.3830124480985966	0.0045951510599635745	7.080318931443397	-0.3830124480985966	0.3298137893700956
UBC	unknown	other / unresolved	unknown	0.0258244064991597			6.957292049614815		
RPSA	unknown	other / unresolved	unknown	0.0256433493294806			6.899095627691386		
HASPIN	A: shift_excess_low_liability	other / unresolved	middle	0.0252988683985433	0.2197353131026627	0.005081158134245346	6.797224839354264	-0.2197353131026627	0.1273261295971079
PFN1	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0252060737491541	1.7647443408340262	-0.007864804915516273	6.775968054277659	-1.7647443408340262	0.9989967797483382
UQCRH	unknown	other / unresolved	unknown	0.0251419014213263			6.79517336701687		
RNASEH2A	A: shift_excess_low_liability	other / unresolved	middle	0.0248171678875677	0.0914020145065598	0.005667082128126551	6.741541439022169	-0.0914020145065598	0.0483922261589871
P2RX4	A: shift_excess_low_liability	other / unresolved	middle	0.024532421848294	0.2210301589856212	0.004303939561381632	6.612851143992997	-0.2210301589856212	0.1284339406984828
ACSL3	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0243512157197372	0.6170829499951321	0.0008279091781358446	6.618617878015156	-0.6170829499951321	0.7154272271862957
PET100	A: shift_excess_low_liability	other / unresolved	middle	0.0240636342600641	0.1824994465159545	0.004155694913076265	6.501109761155648	-0.1824994465159545	0.0979324019758583
CCND1	A: shift_excess_low_liability	cell cycle / DNA replication	middle	0.0240517128553758	0.0896842634135659	0.004915917332219286	6.670769587412708	-0.0896842634135659	0.0477360270631939
MRPL47	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.023890887180121	0.6295807899160317	0.00026360918057930297	6.469853768743944	-0.6295807899160317	0.7322519758356791
C1QBP	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0227424276123693	0.7622061313573727	-0.0019881810584536537	6.151525826611582	-0.7622061313573727	0.8626882534896959
DDX39A	B: shift_excess_high_liability	RNA processing / spliceosome	Q1: high_liability_high_shift	0.0225757490080795	0.377648753044689	0.0010443324806943474	6.042491524672392	-0.377648753044689	0.3213984914894045
UQCRFS1	B: shift_excess_high_liability	mitochondrial / oxidative phosphorylation	Q1: high_liability_high_shift	0.0223855048518012	1.010543090218231	-0.004411057282712426	6.032070185066465	-1.010543090218231	0.952637379155723
NDUFA13	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0220643874412155	0.5582186033454547	-0.0009692175215043689	5.945642192931263	-0.5582186033454547	0.6270552878177996
BOLA2	unknown	other / unresolved	unknown	0.0217543765530514			5.80136189045573		
CST3	A: shift_excess_low_liability	other / unresolved	Q2: low_liability_high_shift	0.0215978569904268	-0.0949829221967401	0.003998336267008733	5.7944175927828585	0.0949829221967401	0.0097562000111257
SSR2	A: shift_excess_low_liability	other / unresolved	middle	0.0210371108634589	0.1025576430918104	0.0017942197091982935	5.663094950423063	-0.1025576430918104	0.052994564684403
HLA-C	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0209532289208518	0.4275064302119891	-0.0009929613128227509	5.607721649984408	-0.4275064302119891	0.4030596609963795
SLC19A1	A: shift_excess_low_liability	other / unresolved	middle	0.0208877070964618	0.0794260842354929	0.0018372509480858758	5.5717679030715	-0.0794260842354929	0.0438748636924432
BOLA2B	unknown	other / unresolved	unknown	0.0208022655106723			5.589276697139684		
GSEC	unknown	other / unresolved	unknown	0.0206398517013635			5.541885712982546		
TIMM50	unknown	other / unresolved	unknown	0.0205620473792207			5.488418036820332		
E2F1	A: shift_excess_low_liability	other / unresolved	middle	0.0202426749176494	0.120487184448859	0.000850625143427864	5.426401444686373	-0.120487184448859	0.0611613813980129
CD63	A: shift_excess_low_liability	other / unresolved	middle	0.0202158519524432	0.1151875962168351	0.0008678902701202938	5.393712933914436	-0.1151875962168351	0.0586646991371808
JPT1	A: shift_excess_low_liability	other / unresolved	middle	0.020002784422666	0.1751548963786692	0.00015594552107693269	5.346381739502967	-0.1751548963786692	0.0928495144623401
MT2A	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0199176027678825	0.4316203980428525	-0.002062812198706035	5.3515574977045	-0.4316203980428525	0.4100464240501198
CDK4	B: shift_excess_high_liability	cell cycle / DNA replication	Q1: high_liability_high_shift	0.0197704937410426	0.3085726100849438	-0.0011862676989134006	5.357890514641973	-0.3085726100849438	0.2227409859780921
HNRNPA1	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0197640390210691	0.413960802326089	-0.0020694630449758396	5.345511971301494	-0.413960802326089	0.3802204877217495
HLA-B	A: shift_excess_low_liability	other / unresolved	Q2: low_liability_high_shift	0.0196936427353681	-0.1548648403743337	0.0025922889253201693	5.295917119496293	0.1548648403743337	0.0058335422817702
PTMA	B: shift_excess_high_liability	other / unresolved	Q1: high_liability_high_shift	0.0196724292277302	0.285405258664989	-0.0010915994424836525	5.32588009618779	-0.285405258664989	0.1943274482480877
SET	C: middle_range	other / unresolved	middle	0.0195486163113482	-0.0238660785919008	0.0013574635970814118	5.275521867282146	0.0238660785919008	0.0181286642317688
IRF4	C: middle_range	signaling / stress / immune	middle	0.0195142803503818	0.2682417660387655	-0.0011069625774164683	5.211903353548596	-0.2682417660387655	0.1748830919320803
EEA1	C: middle_range	other / unresolved	middle	0.0194982817858384	0.195804890143009	-0.0005203475988842347	5.20990186215901	-0.195804890143009	0.1077878892974388
ST6GALNAC2	C: middle_range	other / unresolved	middle	0.0194964520523083	0.1303691537854967	2.2192651002821834e-05	5.218568810511705	-0.1303691537854967	0.0661032784538763
EIF3K	C: middle_range	other / unresolved	middle	0.019484448724349	0.1739020524836625	-0.000351967575641713	5.306101672149877	-0.1739020524836625	0.0919889310888144
FKBP4	C: middle_range	other / unresolved	middle	0.0194714568910308	0.1925264904042616	-0.0005198989806122836	5.234697362722547	-0.1925264904042616	0.1052665072939584
DDX17	C: middle_range	RNA processing / spliceosome	middle	0.019439491432587	0.0243395184828457	0.0008473089211338443	5.233915904288263	-0.0243395184828457	0.0275457607648029
CCND2	C: middle_range	cell cycle / DNA replication	middle	0.0194320150718562	-0.0315137668602415	0.0013044846558557671	5.188308113849963	0.0315137668602415	0.0169547202251239
UCN2	C: middle_range	other / unresolved	middle	0.0193591532477917	0.0882897814805016	0.00023495863491806643	5.1919445182550055	-0.0882897814805016	0.0472033202075214
ISYNA1	C: middle_range	other / unresolved	middle	0.0192909427650949	0.216657827842932	-0.0009011654246630328	5.151863825967293	-0.216657827842932	0.1246931735210862
TIMP2	C: middle_range	other / unresolved	middle	0.0192565816778166	0.0294276365843087	0.0006220703270976222	5.155086120987139	-0.0294276365843087	0.028773423340902
PPIA	C: middle_range	other / unresolved	middle	0.019242648972354	0.5311002717965858	-0.0035653544075411013	5.128166274539376	-0.5311002717965858	0.5822624561422617
SERPINA3	C: middle_range	other / unresolved	middle	0.0192236978585559	-0.0809727879208386	0.0015076246672053907	5.11058062017773	0.0809727879208386	0.0110140228810695
XAGE1A	unknown	other / unresolved	unknown	0.0192212342147862			5.131327143887999		
HLA-E	C: middle_range	other / unresolved	middle	0.0192145560263519	-0.0161315268834599	0.0009590583834629476	5.171990022865453	0.0161315268834599	0.0193897982823649
GPATCH4	unknown	other / unresolved	unknown	0.0191852901357397			5.11985026674776		
C6orf226	unknown	other / unresolved	unknown	0.0191599711544241			5.119272369547762		
SLIRP	C: middle_range	other / unresolved	middle	0.0191355178907253	0.2271793143469225	-0.0011441201680694561	5.138968039349646	-0.2271793143469225	0.1339452716872196
EVA1A	C: middle_range	other / unresolved	middle	0.0191348223339581	0.0757071549527992	0.00011530453188409243	5.113462865593035	-0.0757071549527992	0.0425543022399868
NGFR	C: middle_range	other / unresolved	middle	0.0191117033135598	0.2150919889828196	-0.0010673784212094362	5.130264534664284	-0.2150919889828196	0.1233535131838779
GRN	C: middle_range	other / unresolved	middle	0.019110371200797	0.2201350791874356	-0.00111066477921919	5.098556486571179	-0.2201350791874356	0.1276681512326501
LY96	C: middle_range	other / unresolved	middle	0.019054953363279	0.0382522280766189	0.0003470288748505905	5.104180451593839	-0.0382522280766189	0.0310375014203555
CXCR4	C: middle_range	other / unresolved	middle	0.0190282578637111	-0.0535931606590312	0.0010844093301982348	5.078495008027121	0.0535931606590312	0.0139821582482569
TRIM22	C: middle_range	other / unresolved	middle	0.0190130559200578	-0.098880794587804	0.001445962198259959	5.079716084961079	0.098880794587804	0.0094260100931161
NEAT1	unknown	other / unresolved	unknown	0.0190066459118253			5.117088659959802		
CDKN2A	C: middle_range	cell cycle / DNA replication	middle	0.0189977532723694	-0.2519647887555473	0.002704188909379776	5.090084291844969	0.2519647887555473	0.002524060660382
DAG1	C: middle_range	other / unresolved	middle	0.0189526226694822	-0.1183531150462271	0.0015475221849443575	5.08073578382315	0.1183531150462271	0.0079674363647388
ARMC6	C: middle_range	other / unresolved	middle	0.0189512670125073	0.47128679071664	-0.0033591387927885755	5.087349111915738	-0.47128679071664	0.4787831154700369
SHMT2	C: middle_range	other / unresolved	middle	0.0189283168493912	0.062166013832987	2.144988884768967e-05	5.047163132727005	-0.062166013832987	0.0379855883956213
PIK3IP1	C: middle_range	other / unresolved	middle	0.0188869414299817	0.1693742479154678	-0.0009118073654479329	5.062309670763984	-0.1693742479154678	0.0889648688857342
SGK1	C: middle_range	other / unresolved	middle	0.018877047711374	0.1555209209274193	-0.0008064531201364411	5.032308632093067	-0.1555209209274193	0.0802231569601007
DDR1	C: middle_range	other / unresolved	middle	0.0188592234707423	-0.1993496159340847	0.002127945369806452	5.02965034250802	0.1993496159340847	0.003988129950287
FOS	C: middle_range	other / unresolved	middle	0.0187908454230405	0.0501421687689621	-1.599331588489697e-05	5.022288111352174	-0.0501421687689621	0.0343297944603204
STAT1	C: middle_range	signaling / stress / immune	middle	0.0187492540090211	-0.2141359638194184	0.002140985816755977	5.006907978531243	0.2141359638194184	0.0035136836456847
HSPA1A	unknown	proteostasis / chaperone	unknown	0.0187427443495612			5.049285083974769		
MDH2	C: middle_range	glycolysis / metabolism	middle	0.0187166948721918	0.1965123229005812	-0.0013078197547538965	5.0356868174232	-0.1965123229005812	0.1083319682279406
NME1	C: middle_range	other / unresolved	middle	0.0186185808047745	0.2768302172432341	-0.002074110773256907	4.997968011759815	-0.2768302172432341	0.1844450895672696
SERPINE2	C: middle_range	other / unresolved	middle	0.0185614901316183	-0.1945846653677799	0.0017905716719862318	4.9493386676729925	0.1945846653677799	0.004156786591738
TAPBP	C: middle_range	other / unresolved	middle	0.0185327391477732	0.0931030247894837	-0.00063149757857155	4.950317294010423	-0.0931030247894837	0.0490855890828259
FRZB	C: middle_range	other / unresolved	middle	0.0185251605326433	0.0463184652810998	-0.00024986822720724985	4.979205690751922	-0.0463184652810998	0.0332482090125994
TYR	C: middle_range	other / unresolved	middle	0.0185169781062387	-0.1045733508795721	0.0009972416382389958	4.944609945554769	0.1045733508795721	0.008980311308814
NONO	C: middle_range	other / unresolved	middle	0.0184343458107568	0.9673965631863282	-0.00800327371055632	5.050101719878159	-0.9673965631863282	0.943890725329764
SNHG6	unknown	other / unresolved	unknown	0.0184337227997594			4.937118669458151		
VAT1	C: middle_range	other / unresolved	middle	0.0184171611419155	0.2448956157405507	-0.002009861560694843	4.898521935198987	-0.2448956157405507	0.1506499775376086
MIA	C: middle_range	other / unresolved	middle	0.0183780720036866	-0.1259132526488207	0.0010358654699231425	4.921078158391104	0.1259132526488207	0.0074714251515679
PROS1	C: middle_range	other / unresolved	middle	0.0183680376907903	0.1144014138353326	-0.0009733836190419058	4.887841782821655	-0.1144014138353326	0.0582943217569506
NPC2	C: middle_range	other / unresolved	middle	0.0183665236682003	-0.0094407231737023	5.5364197275538374e-05	4.95017982094002	0.0094407231737023	0.0205476803284814
CCR10	C: middle_range	other / unresolved	middle	0.0183026984387816	-0.0115579538587972	9.152536482984891e-06	4.874544699588366	0.0115579538587972	0.020181281386874
TIMP3	C: middle_range	other / unresolved	middle	0.0182280314763544	0.0278388695607301	-0.00039326267644761853	4.866859226161664	-0.0278388695607301	0.0283900851836318
PYGB	C: middle_range	other / unresolved	middle	0.0182046932086297	0.0591855393569901	-0.0006773787250463938	4.902643822393222	-0.0591855393569901	0.0370605122200615
GAS5	unknown	other / unresolved	unknown	0.0181831450926112			4.87210183620642		
LGALS3	C: middle_range	other / unresolved	middle	0.0181716033349537	-0.034008593395578	6.482776569709942e-05	4.851081560663552	0.034008593395578	0.0165914014731964
CD274	C: middle_range	other / unresolved	middle	0.0180657522578245	-0.1272269095182601	0.0007344742381733549	4.848229103780495	0.1272269095182601	0.0073853247924345
RAB27A	C: middle_range	other / unresolved	middle	0.0180435339739692	-0.0782641760255648	0.0003049274224917742	4.776955303297	0.0782641760255648	0.011268773733284
STAT3	C: middle_range	signaling / stress / immune	middle	0.0180112516835115	0.1276060902722389	-0.0014400213662585613	4.8190790729137225	-0.1276060902722389	0.0647116904232788
CD151	C: middle_range	other / unresolved	middle	0.0179870439921821	0.0153352741554828	-0.0005302308219175753	4.7851417263227525	-0.0153352741554828	0.0254908588834302
B2M	C: middle_range	other / unresolved	middle	0.0179779233972647	-0.2501738333223598	0.0016694597997935004	4.800294484291836	0.2501738333223598	0.0025637618257157
DLL3	C: middle_range	other / unresolved	middle	0.0179544942895011	0.0602467914659962	-0.0009364063641549222	4.77955477685479	-0.0602467914659962	0.0373847484271973
TXNDC17	C: middle_range	other / unresolved	middle	0.0179116677100903	0.360049902924678	-0.003473341268739903	4.857691711894001	-0.360049902924678	0.2944177206493741
TFAP2A	C: middle_range	other / unresolved	middle	0.0179102492705977	0.0025780001276713	-0.0005008958132117075	4.764013769692836	-0.0025780001276713	0.0228123456512892
LRRC75A-AS1	unknown	other / unresolved	unknown	0.0178782492826732			4.764380133707861		
CD58	C: middle_range	other / unresolved	middle	0.0178582944690874	0.2791345228843269	-0.00285356698298311	4.763771368048176	-0.2791345228843269	0.1870523621717285
CKS1B	C: middle_range	other / unresolved	middle	0.0178492184006221	0.3683920601286859	-0.003605190270663583	4.809224508799834	-0.3683920601286859	0.3070730160574073
LRPAP1	C: middle_range	other / unresolved	middle	0.0178254171407998	0.0187971725905387	-0.000720657740336441	4.816990522341038	-0.0187971725905387	0.026260767945592
SLC25A13	C: middle_range	other / unresolved	middle	0.0178163322736052	-0.2711458148604281	0.001682337825219881	4.747080261867483	0.2711458148604281	0.0021240301798702
GAA	C: middle_range	other / unresolved	middle	0.0177934743450053	0.0068606719044393	-0.0006532989458645881	4.722604657323981	-0.0068606719044393	0.0236891893098362
SLC7A5P1	unknown	other / unresolved	unknown	0.0177696420774742			4.712644089332345		
HLA-F	C: middle_range	other / unresolved	middle	0.0177590166348639	0.0432976562510952	-0.0009908815487433345	4.789237710381403	-0.0432976562510952	0.0323937329535722
BZW2	C: middle_range	other / unresolved	middle	0.0177139815185196	-0.0018099593065408	-0.0006606594539677255	4.775646209143088	0.0018099593065408	0.0219693627336429
JAK1	C: middle_range	signaling / stress / immune	middle	0.0177101810544981	-0.0823102352888939	5.234294087278629e-06	4.788516342696017	0.0823102352888939	0.0108889703841488
IDI2-AS1	unknown	other / unresolved	unknown	0.0177052914889653			4.714072087539499		
SPINT1	C: middle_range	other / unresolved	middle	0.017688180001706	0.5416785095956866	-0.0052078253700031385	4.722795729403839	-0.5416785095956866	0.5999857320501064
APOD	C: middle_range	other / unresolved	middle	0.0176726173123064	0.1295880372020537	-0.0017951438596637732	4.719109317831753	-0.1295880372020537	0.0657098772588603
FBXO32	C: middle_range	other / unresolved	middle	0.0176551196085993	0.0557242159893113	-0.0011981570421144387	4.674808858441569	-0.0557242159893113	0.0360030006722562
TOP1MT	C: middle_range	other / unresolved	middle	0.0176321877700138	-0.2911356961170015	0.0016644922269956897	4.722599050841455	0.2911356961170015	0.0017660301924926
KCNN4	C: middle_range	other / unresolved	middle	0.0175971097053654	0.010136790446079	-0.000876918120953453	4.680675827893688	-0.010136790446079	0.0243599490405884
SDC3	C: middle_range	other / unresolved	middle	0.0175832608583963	-0.0031671609329082	-0.0007800893444295867	4.697830074887402	0.0031671609329082	0.0217137736148827
LGALS3BP	C: middle_range	other / unresolved	middle	0.0175475692532659	0.0209569470542834	-0.0010164731247529271	4.703089673441617	-0.0209569470542834	0.0267410910870871
WBP2	C: middle_range	other / unresolved	middle	0.0175276394393329	0.0156383847172773	-0.0009921569982814273	4.68587532071798	-0.0156383847172773	0.0255582691708031
KLF4	C: middle_range	chromatin / transcription regulation	middle	0.017494878597651	0.0845472240654422	-0.0015981811028432207	4.67248775138795	-0.0845472240654422	0.0457736236689877
SMAD4	C: middle_range	other / unresolved	middle	0.0174630480010474	0.258817167203359	-0.003079790235410454	4.70437204281796	-0.258817167203359	0.1647892501898137
S100A6	C: middle_range	other / unresolved	middle	0.0174605229773506	0.0507982689638041	-0.0013517739602910903	4.6384631577976165	-0.0507982689638041	0.0345153811370176
CGAS	C: middle_range	other / unresolved	middle	0.0174180009492602	0.089941864462792	-0.001719937596756628	4.662171813471312	-0.089941864462792	0.0478344333900867
TIMP1	C: middle_range	other / unresolved	middle	0.0174001201086613	-0.214763287504047	0.00079707071888558	4.657655247426784	0.214763287504047	0.0034945613707013
PSMB8-AS1	unknown	other / unresolved	unknown	0.0173921400891139			4.6590792285143925		
CMSS1	C: middle_range	other / unresolved	middle	0.017373092027049	-0.2870142982088854	0.001371109939158243	4.681086226338822	0.2870142982088854	0.001834909122946
JMJD7	C: middle_range	other / unresolved	middle	0.0173340921793765	0.1928115733251339	-0.002659635341055861	4.61459189982792	-0.1928115733251339	0.1054857615043866
GPNMB	C: middle_range	other / unresolved	middle	0.0173229434396264	-0.0882005692259251	-0.0003330007242505588	4.6138124132102405	0.0882005692259251	0.010338219016943
IRF3	C: middle_range	signaling / stress / immune	middle	0.0173077917384757	0.0103116763354831	-0.0011676909905311075	4.640116146676241	-0.0103116763354831	0.024395755563032
APOE	C: middle_range	other / unresolved	middle	0.0172935819024062	0.1682063751460764	-0.0024954511793248285	4.592106267698852	-0.1682063751460764	0.0882085597993294
TPP1	C: middle_range	other / unresolved	middle	0.01728293393112	-0.2003203661224559	0.0005597316507275109	4.611028254735493	0.2003203661224559	0.0039560044402053
LINC00518	unknown	other / unresolved	unknown	0.0172208234460089			4.579262361036701		
STOM	C: middle_range	other / unresolved	middle	0.0172011752512151	-0.212659417966356	0.0005806234462592819	4.64172769119531	0.212659417966356	0.0035586921740086
CTSB	C: middle_range	other / unresolved	middle	0.0171753498335957	-0.0294179575062651	-0.000969615943673327	4.62222213663386	0.0294179575062651	0.0172599305585798
A2M	C: middle_range	other / unresolved	middle	0.0171550054043045	0.0730851158089493	-0.001842699249714471	4.556172094335301	-0.0730851158089493	0.0416232375283471
RBP7	C: middle_range	other / unresolved	middle	0.0171444642232751	-0.2756963851671395	0.0010483266711409193	4.572092602568033	0.2756963851671395	0.0020376273964001
VDAC2	C: middle_range	other / unresolved	middle	0.0171368722420316	0.0053039009191514	-0.0012969500308988614	4.606502479166472	-0.0053039009191514	0.0233704525871986
ST3GAL6-AS1	unknown	other / unresolved	unknown	0.0171359404853332			4.566009952425147		
SLC26A2	C: middle_range	other / unresolved	middle	0.0171251319680928	-0.1809377218016113	0.00024068248006026832	4.575629253274951	0.1809377218016113	0.0046704334779587
IFNGR1	C: middle_range	other / unresolved	middle	0.0171247001461401	-0.2153248281306291	0.0005263222994476638	4.59566198792215	0.2153248281306291	0.0034774443152817
SP100	C: middle_range	other / unresolved	middle	0.0171108886621891	-0.0586193330496749	-0.0007911463679806108	4.571765864942158	0.0586193330496749	0.0133702403397969
HLA-H	unknown	other / unresolved	unknown	0.0170608483480554			4.557421446316688		
ENPP1	C: middle_range	other / unresolved	middle	0.0170444942103278	-0.0682472414166108	-0.0007774447651507019	4.531386986613817	0.0682472414166108	0.0122945767207434
RNF213	C: middle_range	other / unresolved	middle	0.0170418964800139	-0.242153900882241	0.0006667138275972297	4.533482502135994	0.242153900882241	0.0027528972179469
CD47	C: middle_range	other / unresolved	middle	0.0170226884508758	-0.1536048565474439	-8.914735896506376e-05	4.533948441974683	0.1536048565474439	0.0058969430842712
NSG1	C: middle_range	other / unresolved	middle	0.0170214695417409	-0.1035222051197081	-0.0005070115699614408	4.526974298609562	0.1035222051197081	0.0090626107825975
CDKN1A	C: middle_range	cell cycle / DNA replication	middle	0.0170151872626151	0.0406730779355631	-0.0017128766491762357	4.610159192990223	-0.0406730779355631	0.0316704301513166
AGA	C: middle_range	other / unresolved	middle	0.0170062158759598	-0.0565323480204028	-0.0009131811045602484	4.565859988575079	0.0565323480204028	0.0136232032350551
CDKN2B	C: middle_range	cell cycle / DNA replication	middle	0.0169930024652686	-0.1234134380374595	-0.0003700004118124822	4.5790805826632495	0.1234134380374595	0.0076352692579036
SAT1	C: middle_range	other / unresolved	middle	0.0169842079895765	-0.1957454738613737	0.00022294647484309704	4.5687244933241296	0.1957454738613737	0.0041150650203883
CTSA	C: middle_range	other / unresolved	middle	0.0169740565106782	0.1523229482143159	-0.002682839892583902	4.573341916998802	-0.1523229482143159	0.0782736740325338
IFNGR2	C: middle_range	other / unresolved	middle	0.0169620246219935	-0.2680263161218534	0.0008020785824575938	4.524940436309013	0.2680263161218534	0.0021838848141445
NPC1	C: middle_range	other / unresolved	middle	0.0169354631437284	-0.0053364441960049	-0.0014098404570464726	4.538706592555053	0.0053364441960049	0.0213052527387029
SCARB2	C: middle_range	other / unresolved	middle	0.0169242607752587	0.1261041987349996	-0.002514517807164735	4.527193030119197	-0.1261041987349996	0.0639552784637094
SEC11C	C: middle_range	other / unresolved	middle	0.0169117731898027	-0.0443945356009232	-0.001108600124343554	4.52494716566429	0.0443945356009232	0.015151383045691
TM4SF1	D: depmap_excess	other / unresolved	middle	0.0168992394275527	0.3262305103000438	-0.004204420807807044	4.514504396286752	-0.3262305103000438	0.2460560606660101
KDR	C: middle_range	other / unresolved	middle	0.0168707336207881	0.0347773517904821	-0.0018082828358589285	4.549110669917076	-0.0347773517904821	0.0301289985531061
CORO1A	C: middle_range	other / unresolved	middle	0.0168181556940891	0.1883194874434591	-0.003138201471044509	4.50708020082141	-0.1883194874434591	0.1021661170671038
CTSL	C: middle_range	other / unresolved	middle	0.0168094058809417	0.111565465073547	-0.00250842273373093	4.521162720013471	-0.111565465073547	0.0569582815485069
MC1R	C: middle_range	other / unresolved	middle	0.016805822175796	0.1147484274987478	-0.0025384859942247547	4.495759979670147	-0.1147484274987478	0.0584578029218607
