cell_line	entrant_id	entrant_kind	reference_type	reference_seed	target_gene	predicted_shift_mean_abs	predicted_shift_l2	observed_contract_shift_mean_abs	observed_contract_shift_l2	signed_cosine	signed_response_axis_projection	absolute_response_axis_projection	pearson	normalized_rmse	direction_status	pearson_status	normalized_rmse_status	context_role	depmap_gene_dependency	noise_corrected_shift	endpoint_category	corrected_shift_percentile	corrected_dependency_percentile
HCC1143	negated_oracle	reference	negated_oracle		MAML3	0.015722563996182586	0.13436616443167707	0.015722563996182586	0.13436616443167707	-0.9999999999999998	-0.13436616443167704	0.13436616443167704	-0.9999999999999997	2.0	estimated	estimated	estimated	qualified_primary_context	0.0050198572939971	0.0003873163964322	low_information	0.25	0.0625
HCC1143	negated_oracle	reference	negated_oracle		MIER1	0.029814972509536804	0.3324632857261194	0.029814972509536804	0.3324632857261194	-1.0	-0.3324632857261194	0.3324632857261194	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.0105919574277721	0.001451416208981	middle	0.6458333333333334	0.2083333333333333
HCC1143	negated_oracle	reference	negated_oracle		MTDH	0.03279660488329147	0.743097496021889	0.03279660488329147	0.743097496021889	-1.0000000000000002	-0.7430974960218891	0.7430974960218891	-1.0000000000000004	2.0	estimated	estimated	estimated	qualified_primary_context	0.0123435627679496	0.0006004795018292	middle	0.4375	0.2708333333333333
HCC1143	negated_oracle	reference	negated_oracle		MYBL1	0.042125312875277515	0.44527876938836175	0.042125312875277515	0.44527876938836175	-1.0	-0.44527876938836175	0.44527876938836175	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.0210310036855235	0.002892924147223	middle	0.8541666666666666	0.3333333333333333
HCC1143	negated_oracle	reference	negated_oracle		NCOA1	0.013332836620250319	0.12398291870418209	0.013332836620250319	0.12398291870418209	-1.0	-0.12398291870418209	0.12398291870418209	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.0248991192692647	-3.731790556072735e-05	middle	0.0625	0.3958333333333333
HCC1143	negated_oracle	reference	negated_oracle		NPM1	0.062276520095979976	1.6149969298884634	0.062276520095979976	1.6149969298884634	-1.0	-1.6149969298884634	1.6149969298884634	-0.9999999999999997	2.0	estimated	estimated	estimated	qualified_primary_context	0.1622748801750765	0.0016454699152962	middle	0.7291666666666666	0.7291666666666666
HCC1143	negated_oracle	reference	negated_oracle		PA2G4	0.03494234978525658	0.9931797557905168	0.03494234978525658	0.9931797557905168	-1.0000000000000002	-0.9931797557905169	0.9931797557905169	-1.0	2.0	estimated	estimated	estimated	qualified_primary_context	0.0861889371200693	0.0006252623413598	middle	0.4791666666666667	0.5625
HCC1143	negated_oracle	reference	negated_oracle		PARK7	0.04550742293621029	1.0705967316527991	0.04550742293621029	1.0705967316527991	-1.0	-1.0705967316527991	1.0705967316527991	-0.9999999999999996	2.0	estimated	estimated	estimated	qualified_primary_context	0.1318604273725387	0.0015154817356561	middle	0.6875	0.6041666666666666
HCC1143	negated_oracle	reference	negated_oracle		PCBD1	0.020571518983791972	0.32515937306369896	0.020571518983791972	0.32515937306369896	-1.0	-0.32515937306369896	0.32515937306369896	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.0111916491629234	3.5101351587623654e-05	low_information	0.1041666666666666	0.25
HCC1143	negated_oracle	reference	negated_oracle		PEX14	0.016433745797745855	0.20979201529749514	0.016433745797745855	0.20979201529749514	-1.0	-0.20979201529749514	0.20979201529749514	-0.9999999999999993	2.0	estimated	estimated	estimated	qualified_primary_context	0.0227993432195642	0.000275420560782	middle	0.1458333333333333	0.3541666666666667
HCC1143	negated_oracle	reference	negated_oracle		PFDN5	0.048604024204220254	0.9581015414504783	0.048604024204220254	0.9581015414504783	-1.0	-0.9581015414504783	0.9581015414504783	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.9694975960688984	0.0019242298235236	endpoint_anchor	0.7708333333333334	0.8958333333333334
HCC1143	negated_oracle	reference	negated_oracle		PMF1	0.049251870029838093	0.5081380428171314	0.049251870029838093	0.5081380428171314	-1.0	-0.5081380428171314	0.5081380428171314	-0.9999999999999999	2.0	estimated	estimated	estimated	qualified_primary_context	0.9510487581740272	0.0029423176940619	endpoint_anchor	0.875	0.875
HCC1143	negated_oracle	reference	negated_oracle		PRDX2	0.03292791866912277	0.6223894253531942	0.03292791866912277	0.6223894253531942	-1.0000000000000002	-0.6223894253531943	0.6223894253531943	-0.9999999999999999	2.0	estimated	estimated	estimated	qualified_primary_context	0.1660158727868937	0.0006112575546722	middle	0.4583333333333333	0.75
HCC1143	negated_oracle	reference	negated_oracle		PRPF6	0.0572714944493481	0.5349938290589119	0.0572714944493481	0.5349938290589119	-1.0000000000000002	-0.534993829058912	0.534993829058912	-0.9999999999999998	2.0	estimated	estimated	estimated	qualified_primary_context	1.0	0.0025883202614396	endpoint_anchor	0.8125	0.96875
HCC1143	negated_oracle	reference	negated_oracle		RORC	0.014692237319313187	0.13660591038756495	0.014692237319313187	0.13660591038756495	-1.0000000000000002	-0.13660591038756495	0.13660591038756495	-0.9999999999999998	2.0	estimated	estimated	estimated	qualified_primary_context	0.0451125018855452	5.970803625961543e-05	middle	0.125	0.5
HCC1143	negated_oracle	reference	negated_oracle		RPS3	0.055391170400717796	1.1111548400000688	0.055391170400717796	1.1111548400000688	-0.9999999999999998	-1.1111548400000686	1.1111548400000686	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	1.0	0.0004164407695485	middle	0.2708333333333333	0.96875
HCC1143	negated_oracle	reference	negated_oracle		RUVBL2	0.06250063595835022	0.67799504374013	0.06250063595835022	0.67799504374013	-0.9999999999999999	-0.6779950437401299	0.6779950437401299	-0.9999999999999999	2.0	estimated	estimated	estimated	qualified_primary_context	1.0	0.0031427387771154	endpoint_anchor	0.8958333333333334	0.96875
HCC1143	negated_oracle	reference	negated_oracle		SMAD1	0.01728563631189452	0.16292780153452174	0.01728563631189452	0.16292780153452174	-0.9999999999999999	-0.16292780153452174	0.16292780153452174	-0.9999999999999999	2.0	estimated	estimated	estimated	qualified_primary_context	0.0296077539081418	0.0004516434159773	middle	0.3333333333333333	0.4375
HCC1143	negated_oracle	reference	negated_oracle		STAT3	0.018735934081915928	0.26351192532344425	0.018735934081915928	0.26351192532344425	-1.0000000000000002	-0.2635119253234443	0.2635119253234443	-1.0000000000000004	2.0	estimated	estimated	estimated	qualified_primary_context	0.0037329167002494	0.0005131955358154	middle	0.375	0.0416666666666666
HCC1143	negated_oracle	reference	negated_oracle		TAB3	0.018278670402593723	0.17655622063357843	0.018278670402593723	0.17655622063357843	-1.0	-0.17655622063357843	0.17655622063357843	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.0084525379475361	0.0014569268678928	middle	0.6666666666666666	0.125
HCC1143	negated_oracle	reference	negated_oracle		TADA3	0.04418020785681385	0.5223770774879363	0.04418020785681385	0.5223770774879363	-1.0	-0.5223770774879363	0.5223770774879363	-1.0000000000000004	2.0	estimated	estimated	estimated	qualified_primary_context	0.2498577956515995	0.0047211986633615	endpoint_anchor	0.9375	0.7708333333333334
HCC1143	negated_oracle	reference	negated_oracle		THAP8	0.01647374082889139	0.1896153969639016	0.01647374082889139	0.1896153969639016	-1.0000000000000002	-0.18961539696390162	0.18961539696390162	-1.0	2.0	estimated	estimated	estimated	qualified_primary_context	0.0157775614105068	0.0011315266762759	middle	0.6041666666666666	0.2916666666666667
HCC1143	negated_oracle	reference	negated_oracle		THRA	0.02357240656062861	0.21824728804926108	0.02357240656062861	0.21824728804926108	-1.0000000000000002	-0.2182472880492611	0.2182472880492611	-0.9999999999999999	2.0	estimated	estimated	estimated	qualified_primary_context	0.0463338341696651	0.0004492409036489	middle	0.3125	0.5208333333333334
HCC1143	negated_oracle	reference	negated_oracle		TMF1	0.023492244592705335	0.220602772598931	0.023492244592705335	0.220602772598931	-1.0	-0.220602772598931	0.220602772598931	-1.0000000000000002	2.0	estimated	estimated	estimated	qualified_primary_context	0.1394316818255967	0.0004469662783664	middle	0.2916666666666667	0.6458333333333334
