cell_line	context_role	entrant_id	entrant_kind	reference_type	reference_seed	full_endpoint_n_targets	contract_n_targets	endpoint_coverage_fraction	missing_endpoint_targets	contract_n_genes	endpoint_alignment_spearman	endpoint_alignment_ci_low	endpoint_alignment_ci_high	endpoint_alignment_status	endpoint_alignment_n	directional_recovery_median_signed_cosine	directional_recovery_ci_low	directional_recovery_ci_high	directional_recovery_n	anchor_separation_auc	anchor_separation_ci_low	anchor_separation_ci_high	anchor_n	low_information_n	target_identity_spearman	target_identity_label_permutation_pvalue	target_identity_status	target_identity_n_targets	target_identity_n_pairs	predicted_homogenization_uncentered	observed_homogenization_uncentered	excess_homogenization_uncentered	predicted_homogenization_uncentered_n	observed_homogenization_uncentered_n	predicted_homogenization_centered	observed_homogenization_centered	excess_homogenization_centered	predicted_homogenization_centered_n	observed_homogenization_centered_n	conventional_pearson_median	conventional_pearson_ci_low	conventional_pearson_ci_high	conventional_pearson_n	conventional_normalized_rmse_median	conventional_normalized_rmse_ci_low	conventional_normalized_rmse_ci_high	conventional_normalized_rmse_n	secondary_absolute_projection_median	secondary_absolute_projection_ci_low	secondary_absolute_projection_ci_high	secondary_absolute_projection_n
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260920	reference	observed_magnitude_random_direction	20260920.0	47	47	1.0		47	0.5692232085868553	0.34000673460609804	0.7281008257925421	estimated	47	0.028981446531004627	-0.020010074202787585	0.07928766940250705	47	1.0	1.0	1.0	7	6	0.01441106671006076	0.30646935306469353	estimated	47	1081	-0.0014448850770950516	0.05731255625356063	-0.058757441330655684	47	47	0.011265846482740215	0.022149926807736017	-0.010884080324995802	47	47	0.013529772701359438	-0.03265318935222391	0.07308919948244369	47	1.393569914621434	1.3569910320982177	1.4282927390439168	47	0.022996736277005946	0.015573921213575091	0.03215122235517846	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260921	reference	observed_magnitude_random_direction	20260921.0	47	47	1.0		47	0.5581798736107162	0.33332295720023747	0.7199232879500732	estimated	47	0.004816578039075154	-0.06343462514973208	0.04874862064927062	47	1.0	1.0	1.0	7	6	0.014488317317986568	0.31826817318268175	estimated	47	1081	-0.0012513627981772825	0.05731255625356063	-0.05856391905173791	47	47	0.009697711661662422	0.022149926807736017	-0.012452215146073595	47	47	0.011009258073945458	-0.05897987112660073	0.05786618213091978	47	1.4108036163555329	1.3796409293084764	1.451870133013861	47	0.026035926425547303	0.018119928577513905	0.03885021224893484	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260922	reference	observed_magnitude_random_direction	20260922.0	47	47	1.0		47	0.5780116217615837	0.3521648024552158	0.7394790550957241	estimated	47	-0.02373248133729144	-0.06309626151202814	0.025243100307619577	47	1.0	1.0	1.0	7	6	0.0021757749617214305	0.46495350464953505	estimated	47	1081	0.006780606914572846	0.05731255625356063	-0.05053194933898779	47	47	0.019235111368206333	0.022149926807736017	-0.0029148154395296846	47	47	-0.02946435334884249	-0.07732391516296609	0.004796701719974212	47	1.4308965590407237	1.3962499057778879	1.4581469483642784	47	0.021810420325991123	0.013548738131505398	0.03890964596089279	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260923	reference	observed_magnitude_random_direction	20260923.0	47	47	1.0		47	0.5918880636164182	0.3690889628948782	0.7478851253490104	estimated	47	-0.01043521244793783	-0.09016863720933517	0.010200102011433955	47	1.0	1.0	1.0	7	6	0.01156826903730657	0.34426557344265574	estimated	47	1081	-0.0019802378581610055	0.05731255625356063	-0.059292794111721635	47	47	0.010388420140153343	0.022149926807736017	-0.011761506667582675	47	47	-0.02286208612463067	-0.059410069813126305	0.010176751488580356	47	1.421573221784891	1.401390008123741	1.4765965171361708	47	0.020537437799114027	0.014997994061732672	0.028233732539167482	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260924	reference	observed_magnitude_random_direction	20260924.0	47	47	1.0		47	0.5693388456023122	0.34495661938974914	0.734944867473822	estimated	47	0.01037854635729389	-0.03330281877346859	0.06658040503625447	47	1.0	1.0	1.0	7	6	-0.0472088990572424	0.9462053794620537	estimated	47	1081	-0.002641001603887559	0.05731255625356063	-0.05995355785744819	47	47	0.014704856402621548	0.022149926807736017	-0.0074450704051144696	47	47	0.0017685303720394972	-0.024587580363324712	0.07125358617859993	47	1.4068556810438708	1.3675467482849721	1.4375693505173712	47	0.02410795978100102	0.014932883197425811	0.0448278665149057	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260925	reference	observed_magnitude_random_direction	20260925.0	47	47	1.0		47	0.5616489840744248	0.3409737459216166	0.7209465712020656	estimated	47	-0.018132151553723774	-0.06488891707281075	0.07241950341001749	47	1.0	1.0	1.0	7	6	0.04957365872064557	0.064993500649935	estimated	47	1081	0.00523262938310461	0.05731255625356063	-0.052079926870456025	47	47	0.010658332958935169	0.022149926807736017	-0.011491593848800849	47	47	-0.03276603577209028	-0.0629601914126357	0.06225540910327864	47	1.4269773309718161	1.3690263445310324	1.4593758371802728	47	0.02486451415037828	0.01835311413049858	0.03531105995018786	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260926	reference	observed_magnitude_random_direction	20260926.0	47	47	1.0		47	0.5563296813634049	0.3270653440132246	0.724841952699314	estimated	47	-0.01468500034638338	-0.0652775180490774	0.03508391483780042	47	1.0	1.0	1.0	7	6	-0.00900497759143396	0.6177382261773823	estimated	47	1081	-0.0014856508478709714	0.05731255625356063	-0.058798207101431604	47	47	0.025651374231696965	0.022149926807736017	0.0035014474239609475	47	47	-0.020726269138916092	-0.0654417106853102	0.028687583605495174	47	1.4245595813067162	1.3891839944098114	1.4596420917807742	47	0.021015263606844244	0.012722430705807397	0.027262383645297195	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260927	reference	observed_magnitude_random_direction	20260927.0	47	47	1.0		47	0.5780694402693122	0.3644446440295131	0.7366543537322965	estimated	47	0.004476361565831992	-0.03164143335718004	0.041519413972188564	47	1.0	1.0	1.0	7	6	0.0075179033888621944	0.40545945405459455	estimated	47	1081	0.008458766449280144	0.05731255625356063	-0.048853789804280484	47	47	0.021114117857449176	0.022149926807736017	-0.0010358089502868414	47	47	0.006876894440533722	-0.05758748970475336	0.05966829224116242	47	1.4110447465861373	1.3845436692483282	1.4450639776094074	47	0.023164513385266497	0.011867183641827627	0.03811594263392855	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260928	reference	observed_magnitude_random_direction	20260928.0	47	47	1.0		47	0.5710734008341665	0.32989481761794887	0.73442617199928	estimated	47	-0.030123754584242376	-0.07543070994346115	0.014143187263987597	47	1.0	1.0	1.0	7	6	0.004383649013971797	0.45015498450154984	estimated	47	1081	0.0026261979537848513	0.05731255625356063	-0.05468635829977578	47	47	0.008970297982896341	0.022149926807736017	-0.013179628824839676	47	47	-0.049036370946188505	-0.0959851378537251	0.02031435447107391	47	1.4353562307554473	1.395742864267135	1.466581542188133	47	0.02660570256320433	0.016483639378079534	0.043519994947180396	47
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260929	reference	observed_magnitude_random_direction	20260929.0	47	47	1.0		47	0.5540169410542658	0.3244411214091137	0.7195019470793708	estimated	47	-0.04613287159117776	-0.07296654517663581	0.01965086185064591	47	1.0	1.0	1.0	7	6	-0.00014521062380150885	0.5004499550044995	estimated	47	1081	0.0039088009052478815	0.05731255625356063	-0.05340375534831275	47	47	0.013237026029416633	0.022149926807736017	-0.008912900778319384	47	47	-0.027741492512771103	-0.0859035573717201	0.022861832187585435	47	1.4464666408812739	1.4011278012020827	1.464900368746377	47	0.02632811312688756	0.013736363323143682	0.04104487523375353	47
