cell_line	context_role	entrant_id	entrant_kind	reference_type	reference_seed	full_endpoint_n_targets	contract_n_targets	endpoint_coverage_fraction	missing_endpoint_targets	contract_n_genes	endpoint_alignment_spearman	endpoint_alignment_ci_low	endpoint_alignment_ci_high	endpoint_alignment_status	endpoint_alignment_n	directional_recovery_median_signed_cosine	directional_recovery_ci_low	directional_recovery_ci_high	directional_recovery_n	anchor_separation_auc	anchor_separation_ci_low	anchor_separation_ci_high	anchor_n	low_information_n	target_identity_spearman	target_identity_label_permutation_pvalue	target_identity_status	target_identity_n_targets	target_identity_n_pairs	predicted_homogenization_uncentered	observed_homogenization_uncentered	excess_homogenization_uncentered	predicted_homogenization_uncentered_n	observed_homogenization_uncentered_n	predicted_homogenization_centered	observed_homogenization_centered	excess_homogenization_centered	predicted_homogenization_centered_n	observed_homogenization_centered_n	conventional_pearson_median	conventional_pearson_ci_low	conventional_pearson_ci_high	conventional_pearson_n	conventional_normalized_rmse_median	conventional_normalized_rmse_ci_low	conventional_normalized_rmse_ci_high	conventional_normalized_rmse_n	secondary_absolute_projection_median	secondary_absolute_projection_ci_low	secondary_absolute_projection_ci_high	secondary_absolute_projection_n	entrant_role	display_name	model_family	endpoint_alignment_label_permutation_pvalue	endpoint_alignment_permutation_qvalue_bh	target_identity_permutation_qvalue_bh	scored_target_held_out	training_seed	predicted_homogenization_uncentered_ci_low	predicted_homogenization_uncentered_ci_high	predicted_homogenization_uncentered_jackknife_status	observed_homogenization_uncentered_ci_low	observed_homogenization_uncentered_ci_high	observed_homogenization_uncentered_jackknife_status	excess_homogenization_uncentered_ci_low	excess_homogenization_uncentered_ci_high	excess_homogenization_uncentered_jackknife_status	predicted_homogenization_centered_ci_low	predicted_homogenization_centered_ci_high	predicted_homogenization_centered_jackknife_status	observed_homogenization_centered_ci_low	observed_homogenization_centered_ci_high	observed_homogenization_centered_jackknife_status	excess_homogenization_centered_ci_low	excess_homogenization_centered_ci_high	excess_homogenization_centered_jackknife_status
HCC1143	qualified_primary_context	shared_mean_baseline	diagnostic	NA	NA	48	47	0.9791666666666666	SS18L2	47	NA	NA	NA	non_estimable_constant_score	47	0.1189087251214756	0.082272457349243	0.2113900306728784	47	0.5	0.5	0.5	8	6	NA	NA	non_estimable_constant_score	47	1081	1.0	0.0605282495699902	0.93947175043001	47	47	NA	0.0361300359567065	NA	0	47	0.1100193212932184	0.0655200577993854	0.199831331134747	47	1.4443997614827857	1.1861616716389751	1.7029909681448565	47	0.0545092908478458	0.0356507618554344	0.0694799016929888	47	diagnostic	Shared-mean reference	diagnostic	NA	NA	NA	NA	NA	1.0000000000000007	1.0	target_delete_one_jackknife	0.021331611724677534	0.09972488741530289	target_delete_one_jackknife	0.9002751125846976	0.9786683882753232	target_delete_one_jackknife	NA	NA	not_estimable_zero_vectors	0.0006229633227230885	0.07163710859068997	target_delete_one_jackknife	NA	NA	not_estimable_zero_vectors
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	formal	NA	NA	47	47	1.0	NA	47	0.6681506753102793	0.4354400301888028	0.8267948813291516	estimated	47	0.1717857903548792	0.0753362957717988	0.233104720426804	47	1.0	1.0	1.0	7	6	-0.0337178289501308	0.7592240775922408	estimated	47	1081	0.6367425889152823	0.0573125562535605	0.5794300326617218	47	47	-0.0155743237162015	0.0221499268077361	-0.0377242505239376	47	47	0.1679523654017835	0.0980398778444498	0.2221761087836062	47	19.22681561411964	14.02709915064448	25.34216617549296	47	0.9973724529385922	0.6786818794678516	1.0953880041202018	47	formal	CellOT	CellOT	9.999000099990002e-05	0.0008999100089991	0.7976202379762024	False	123.0	0.6048600526156304	0.6686251252149343	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.5320417679922956	0.6268182973311479	target_delete_one_jackknife	-0.024049854759710734	-0.007098792672692322	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.068786584180039	-0.006661916867836331	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	cpa_v0.8.8	formal	NA	NA	47	47	1.0	NA	47	-0.1576710705755565	-0.4305769740207327	0.145661854877812	estimated	47	0.1904873666617649	0.0768825423983525	0.2568833903389259	47	0.4285714285714285	0.0952380952380952	0.7619047619047619	7	6	0.0330358918939869	0.225977402259774	estimated	47	1081	0.9943975900943736	0.0573125562535606	0.9370850338408128	47	47	-0.0178567045352518	0.0221499268077361	-0.0400066313429879	47	47	0.1332676922967131	0.0487182523648546	0.2490604805707261	47	1.3493085397382332	1.0438766060431013	1.5188444915520083	47	0.0485594764267065	0.0386026512111025	0.0586922359836734	47	formal	CPA	CPA	0.290970902909709	0.5237476252374762	0.5810847486679903	NA	NA	0.9926596298295073	0.9961355503592396	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.905499756559032	0.9686703111225937	target_delete_one_jackknife	-0.030869551765314515	-0.004843857305189067	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.07087891962915727	-0.009134343056818591	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	gears_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	0.2267641873110864	-0.1134736777831115	0.5264788141998912	estimated	47	0.1485549406302287	0.0983630719414652	0.2222824386831517	47	0.6190476190476191	0.2857142857142857	0.9047619047619048	7	6	0.0957375941622403	0.0342965703429657	estimated	47	1081	0.5460301042813953	0.0573125562535606	0.4887175480278347	47	47	-0.0077383488153623	0.0221499268077361	-0.0298882756230984	47	47	0.1479818620553273	0.099536075094625	0.2245200198955818	47	2.1121474409297014	1.508696262408425	2.552953115455064	47	0.1021918391275857	0.0674758020694402	0.1239455146074914	47	formal	GEARS	GEARS	0.1260873912608739	0.3242247203851043	0.2057794220577942	NA	NA	0.4592081507653245	0.6328520577974661	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.40286726278219454	0.5745678332734749	target_delete_one_jackknife	-0.021353740250519344	0.005877042619794624	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.06056018229898748	0.0007836310527904768	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	geneformer_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	-0.1224595993689141	-0.376928059942909	0.1425381756421083	estimated	47	0.1321248955352351	0.0930618070943934	0.2117718382533243	47	0.3571428571428571	0.0714285714285714	0.6904761904761905	7	6	0.0857608567407805	0.0488951104889511	estimated	47	1081	0.5146872998631231	0.0573125562535606	0.4573747436095625	47	47	0.0085994864880354	0.0221499268077361	-0.0135504403197006	47	47	0.1422077327000572	0.0864575349861189	0.2078166698928845	47	1.0339432051088768	1.0062674368458242	1.0979452197865245	47	0.0222084837618362	0.017611601405777	0.0259612271049052	47	formal	Geneformer kernel	Geneformer	0.4148585141485851	0.6222877712228777	0.2200279972002799	NA	NA	0.4299632873069062	0.5994113124193403	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.3779814910569042	0.536767996162221	target_delete_one_jackknife	-0.010739831035900376	0.027938804011971283	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.04816103150054834	0.021060150861146966	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	lm_g_geneformer_ridge_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	-0.0136451678239205	-0.335189653325688	0.2851270194389569	estimated	47	0.0594992282090922	-0.0394832281970908	0.1208538262653722	47	0.3571428571428571	0.0476190476190476	0.7142857142857143	7	6	0.042451032975142	0.0880911908809119	estimated	47	1081	0.0240288470057757	0.0573125562535606	-0.0332837092477848	47	47	-0.0163411419705588	0.0221499268077361	-0.0384910687782949	47	47	0.0669325779951642	-0.033800709069424	0.1204630518288163	47	1.7107898229887666	1.570001598183431	2.16829834645878	47	0.072898570286323	0.0531137724623694	0.1062725446300218	47	formal	Geneformer ridge	linear_embedding	0.923007699230077	0.9773022697730228	0.3171282871712828	NA	NA	-0.005883447814347867	0.05394114182589941	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	-0.07157542945835953	0.005008010962789924	target_delete_one_jackknife	-0.02502375047896061	-0.007658533462157009	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.06583084497906203	-0.011151292577527859	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	lm_g_scgpt_ridge_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	0.0313376311888344	-0.282791884308144	0.3437834640852891	estimated	47	0.0249293603874132	-0.0023164397868879	0.0742095639369044	47	0.5	0.1666666666666666	0.8333333333333334	7	6	-0.0123767880352373	0.6345365463453655	estimated	47	1081	0.0072176059978728	0.0573125562535606	-0.0500949502556877	47	47	-0.0199356458165828	0.0221499268077361	-0.0420855726243189	47	47	0.022954899799636	-0.0155453281504989	0.0691431857043951	47	2.272660152626755	1.862841919304374	3.165668029230366	47	0.0499052770566382	0.01688584439159	0.0843967973774681	47	formal	scGPT ridge	linear_embedding	0.834016598340166	0.9773022697730228	0.7976202379762024	NA	NA	-0.01742025049468195	0.03185546249042763	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	-0.08922185894890558	-0.010968041562469881	target_delete_one_jackknife	-0.022511724009130776	-0.017359567624034906	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.07014786016364533	-0.014023285084992631	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	lm_train_lowrank_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	0.0516897459092583	-0.2462057597919364	0.3343493546781959	estimated	47	0.0167422380741815	-0.0690808690039222	0.1056974363139592	47	0.1428571428571428	0.0	0.4285714285714285	7	6	-0.0130078453255117	0.6397360263973603	estimated	47	1081	0.0175076917214645	0.0573125562535606	-0.039804864532096	47	47	-0.0190112313947809	0.0221499268077361	-0.0411611582025171	47	47	0.0112951194144016	-0.0672979970203874	0.1005579576783742	47	1.771291075900598	1.462606009827638	2.4680000656915926	47	0.0501089066841956	0.0445497271629091	0.0753689150045198	47	formal	Linear low-rank	linear	0.7266273372662734	0.9773022697730228	0.7976202379762024	NA	NA	-0.011355246526703756	0.04637062996963286	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	-0.08247245914877342	0.0028627300845813913	target_delete_one_jackknife	-0.022657272724713347	-0.015365190064848603	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.06966404183295896	-0.012658274572075277	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	null_model	diagnostic	NA	NA	47	47	1.0	NA	47	NA	NA	NA	non_estimable_constant_score	47	NA	NA	NA	0	0.5	0.5	0.5	7	6	NA	NA	non_estimable_too_few_targets	0	0	NA	0.0573125562535606	NA	0	47	NA	0.0221499268077361	NA	0	47	NA	NA	NA	0	1.0	1.0	1.0	47	NA	NA	NA	0	diagnostic	Zero-output reference	diagnostic	NA	NA	NA	NA	NA	NA	NA	not_estimable_zero_vectors	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	NA	NA	not_estimable_zero_vectors	NA	NA	not_estimable_zero_vectors	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	NA	NA	not_estimable_zero_vectors
HCC38	sensitivity_boundary_context	scgen_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	0.4864271055196764	0.224716516037943	0.6812462245191961	estimated	47	0.4055027170623536	0.3312347614399656	0.6504381359038878	47	1.0	1.0	1.0	7	6	0.4312415061854633	9.999000099990002e-05	estimated	47	1081	0.7937453571091763	0.0573125562535606	0.7364328008556157	47	47	0.0561395161674299	0.0221499268077361	0.0339895893596938	47	47	0.5077358969571859	0.4512717687444322	0.7053011848417048	47	2.299124060055308	1.5246318875417797	2.8287066994378245	47	0.221942402472262	0.1796022864906791	0.4499548210578158	47	formal	scGen	scGen	0.0006999300069993	0.0031496850314968	0.0008999100089991	NA	NA	0.7393925844571715	0.8480981297611808	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.6956365286344729	0.7772290730767583	target_delete_one_jackknife	0.0025586935150523696	0.10972033881980758	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	0.00655384268473078	0.06142533603465691	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	scgpt_hcc_formal_v1	formal	NA	NA	47	47	1.0	NA	47	0.4732444857575836	0.196437054631829	0.6789470339265176	estimated	47	0.0717241140126061	0.0178158799787485	0.1473212986637926	47	0.7857142857142857	0.4761904761904761	1.0	7	6	-0.0143393828576987	0.6344365563443656	estimated	47	1081	0.202188361964867	0.0573125562535606	0.1448758057113064	47	47	0.0323899661347906	0.0221499268077361	0.0102400393270545	47	47	0.0541514781916088	-0.0156778561924248	0.1178463501290266	47	1.1445012358138944	1.0883576312412453	1.23492804804433	47	0.0208874896837059	0.017945325598337	0.0332739304717052	47	formal	scGPT kernel	scGPT	0.0008999100089991	0.0032396760323967	0.7976202379762024	NA	NA	0.1490059236298641	0.2553708002998699	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.08217137312246973	0.2075802383001431	target_delete_one_jackknife	0.006844899187130087	0.057935033082451265	target_delete_one_jackknife	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	-0.026677687280239722	0.0471577659343488	target_delete_one_jackknife
HCC38	sensitivity_boundary_context	shared_mean_baseline	diagnostic	NA	NA	47	47	1.0	NA	47	NA	NA	NA	non_estimable_constant_score	47	0.1728823514528865	0.0778167419295066	0.2333188679562234	47	0.5	0.5	0.5	7	6	NA	NA	non_estimable_constant_score	47	1081	1.0000000000000002	0.0573125562535606	0.9426874437464396	47	47	NA	0.0221499268077361	NA	0	47	0.1705471363955729	0.0790797196539249	0.246539263345301	47	1.3614083266939514	1.0823568745582748	1.5003286860336775	47	0.0413291225841954	0.0301098188873744	0.0584726458906575	47	diagnostic	Shared-mean reference	diagnostic	NA	NA	NA	NA	NA	0.9999999999999972	1.0	target_delete_one_jackknife	0.025554880463540597	0.08907023204358054	target_delete_one_jackknife	0.9109297679564183	0.9744451195364581	target_delete_one_jackknife	NA	NA	not_estimable_zero_vectors	-0.006005815162228298	0.050305668777700575	target_delete_one_jackknife	NA	NA	not_estimable_zero_vectors
