pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast
Complement	-0.395260821679516	-0.863963784501864	0.791191767179374	0.824158090811848	0.0091101274860878	200	200	down	USP14;CTSD;HSPA1A;F3;CDA;CALM1;CTSH;CTSB;PFN1;PSMB9;DGKH;KIF2A;CA2;PLSCR1;DOCK9;CTSV;GNB2;ADAM9;CTSC;GPD2;LYN;COL4A2;ME1;GNAI2;APOC1;LAP3;PREP;HSPA5;GNB4;KCNIP3;L3MBTL4;USP15;IRF2;DOCK10;STX4;AKAP10	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.824158090811848
DNA Repair	0.392558031049839	1.01741605397674	0.362186788154898	0.564172669435827	0.0644973452335783	150	150	up	POLR2K;EIF1B;ARL6IP1;UPF3B;ZNRD1;SDCBP;POLR1D;NUDT21;DGUOK;SUPT4H1;TSG101;COX17;GTF2A2;DAD1;RALA;POLD4;POLR1C;POLR2C;STX3;POLR2F;SURF1;POLR2A;ITPA;PNP;NELFE;GTF2B;ELOA;TAF9;TAF10;RFC4;MPC2;TAF13;ZNF707;RRM2B;SUPT5H;CSTF3;AK1;SEC61A1;BOLA2;BRF2;CLP1;TMED2;NCBP2;USP11;POLR2H;POLR2G	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272
E2F Targets	-0.805686055892288	-1.7594760876645	1e-10	2.5e-09		198	200	down	PRKDC;DNMT1;NASP;STMN1;SMC4;HMMR;LMNB1;ANP32E;CDKN3;XRCC6;MCM4;HNRNPD;TK1;PAICS;RANBP1;BIRC5;DLGAP5;CDC20;TUBB;TMPO;SMC1A;MKI67;MYBL2;PCNA;SSRP1;UBE2T;MCM3;ILF3;CENPE;GINS1;STAG1;CCNB2;PLK1;ATAD2;MCM5;KPNA2;XPO1;POLD2;KIF4A;RFC3;HMGA1;DEPDC1;NBN;HMGB3;TOP2A;HMGB2;MCM7;SPC25;MELK;CBX5;NAP1L1;GSPT1;MMS22L;LIG1;RAN;RRM2;MCM6;EZH2;PSIP1;JPT1;RPA3;IPO7;AURKA;PA2G4;DEK;BRCA1;RPA1;MSH2;ASF1B;NOP56;CIT;DIAPH3;TIMELESS;TACC3;NUP107;CDCA3;PRIM2;CCP110;HELLS;UNG;DSCC1;KIF22;RACGAP1;PNN;KIF18B;SHMT1;UBR7;CDC25B;BRCA2;BARD1;SRSF1;AURKB;TIPIN;CTPS1;TCF19;MCM2;CTCF;POLA2;LBR;CSE1L;TP53;NOLC1;E2F8;KIF2C;NCAPD2;SRSF2;POLE;BUB1B;DUT;GINS4;NUP205;SNRPB;CHEK2;CENPM;TRIP13;DDX39A;PDS5B;ASF1A;TUBG1;POLD1;SMC3;TFRC;CDK4;LUC7L3;DCTPP1;PLK4;MTHFD2;SMC6;NUP153;USP1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	2.5e-09
Epithelial Mesenchymal Transition	-0.449524072835656	-0.982572766867047	0.526723470178157	0.642345695339215	0.0151387527063786	200	200	down	IGFBP3;MGP;LGALS1;PPIB;PMEPA1;ITGB1;TPM4;BASP1;TPM1;THBS1;SPOCK1;FLNA;DST;MCM7;LAMA3;COL6A2;ADAM12;PLOD1;CALU;CAP2;NT5E;SFRP1;GPC1;TGFBI;CALD1;VIM;COL12A1;OXTR;PLOD2;PFN2;FBLN1;FZD8;SERPINH1;COL4A2;COLGALT1;LOXL2;PLOD3;ITGAV;PCOLCE2;COL5A1;SLIT2;QSOX1;MATN2;ECM1;TGFBR3;MYLK;LOXL1;FGF2;LAMC1;CDH2;PCOLCE;IGFBP4;COPA;ITGB5;COL4A1;TNC;IGFBP2;SERPINE1;VEGFC;FSTL1;TPM2;CD44;SLC6A8;FBLN2;CDH11	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6423456953392159
Estrogen Response Early	-0.562611683500007	-1.22976043316469	0.0732543985836008	0.218767990788716	0.0542061922482673	200	200	down	KRT19;SFN;NRIP1;IGF1R;WWC1;SLC7A5;CCND1;MED13L;RAB31;KAZN;MYOF;PPIF;THSD4;FHL2;NAV2;PTGES;SLC9A3R1;FASN;FLNB;TIAM1;CELSR1;SLC16A1;AKAP1;FARP1;DHRS3;TPBG;MYBL1;ITPK1;LAD1;RPS6KA2;MYBBP1A;PRSS23;B4GALT1;ABHD2;FKBP5;RHOBTB3;TJP3;ARL3;ASB13;PLAAT3;ADD3;DHCR7;CALB2;IL6ST;SVIL;SCARB1;SLC37A1;ENDOD1;KRT18;TSKU;FKBP4;ABCA3;IGFBP4;TBC1D30;SEC14L2;CELSR2;HES1;GAB2;KRT15;CHPT1;FDFT1;BCL11B;MREG;DLC1;NBL1;CLDN7;CD44;ADCY9;TOB1;SCNN1A;NCOR2;TFAP2C;INPP5F;ADCY1;RBBP8;MED24;ALDH3B1;SYT12;WFS1;AFF1;PEX11A;SH3BP5;KCNK5;NADSYN1;ZNF185	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.21876799078871612
Estrogen Response Late	-0.52809833906747	-1.15432093085062	0.163107225849286	0.37040012394489	0.0347045752570053	200	200	down	IDH2;CAV1;IMPA2;KRT19;SFN;NRIP1;CDC20;CKB;SLC7A5;CCND1;RAB31;LLGL2;TOP2A;ETFB;GINS2;MYOF;PPIF;PKP3;PTGES;SLC9A3R1;TST;FLNB;TIAM1;EMP2;SLC16A1;CA2;KIF20A;GAL;FARP1;TPBG;HPRT1;ITPK1;RPS6KA2;PRSS23;ABHD2;FKBP5;TJP3;ARL3;PLAAT3;GALE;ADD3;DHCR7;ALDH3A2;IL6ST;TSTA3;SCARB1;HSPA4L;JAK1;FKBP4;ABCA3;IGFBP4;PLK4;ASS1;CELSR2;PRLR;SORD;CHPT1;FDFT1;XRCC3;NAB2;TSPAN13;CDC6;NBL1;CD44;ST14;TOB1;ATP2B4;SCNN1A;NCOR2;TFAP2C;CPE;RBBP8	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.37040012394489136
Fatty Acid Metabolism	-0.58200276917576	-1.2496986644128	0.0677966101694915	0.218767990788716	0.0575384272415454	157	158	down	HSP90AA1;LDHA;LGALS1;ACADVL;SMS;ERP29;ACAT2;PTPRG;PSME1;NBN;CBR1;FH;SUCLG2;DECR1;SDHA;MIF;FASN;PCBD1;CA2;YWHAH;HSDL2;DHCR24;BCKDHB;GPD2;IDH1;METAP1;UBE2L6;HIBCH;ME1;CBR3;HMGCS1;GSTZ1;BMPR1B;RAP1GDS1;NTHL1;ACADM;ALDH3A2;APEX1;HSPH1;PPARA;ECI2;KMT5A;ECHS1;SDHC;UROS;RDH11;ACO2;ALDH9A1;ALDOA;CYP1A1;ADSL;IDH3G;PDHA1;IDI1;BPHL;ACSL4;AUH;CPT2;ETFDH;ADIPOR2;ACADS;EHHADH	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.21876799078871612
G2-M Checkpoint	-0.802278877314962	-1.74948348130823	1e-10	2.5e-09		195	200	down	MT2A;NCL;CENPF;NASP;HNRNPU;STMN1;PRC1;HMGN2;TPX2;HSPA8;SMC4;SFPQ;HMMR;LMNB1;CDKN3;RASAL2;HNRNPD;BIRC5;CDC20;SMAD3;G3BP1;TMPO;SMC1A;MKI67;MYBL2;NSD2;CBX1;DKC1;EFNA5;NUSAP1;MCM3;ILF3;RAD23B;KIF23;CENPE;SLC7A5;CCND1;RBL1;NDC80;STAG1;CCNB2;PLK1;MCM5;KPNA2;XPO1;SMC2;CASP8AP2;KIF4A;HMGA1;HMGB3;TOP2A;KPNB1;GSPT1;GINS2;ATRX;MCM6;DTYMK;SMARCC1;EZH2;KNL1;JPT1;CCNA2;TFDP1;MNAT1;UCK2;AURKA;FBXO5;FANCC;KIF20B;PBK;TACC3;CHAF1A;BUB1;DBF4;PRIM2;KIF11;KIF22;RACGAP1;CDC25B;BRCA2;TTK;CUL5;BARD1;CUL3;CDC45;TENT4A;MAP3K20;SRSF1;MAPK14;SQLE;AURKB;MCM2;TROAP;CTCF;CUL4A;POLA2;LBR;NOLC1;KIF2C;SRSF2;POLE;NEK2;HIF1A;MEIS2;CDC7;POLQ;DDX39A;WRN;CCNF;PDS5B;E2F1;NUP98;ODF2;INCENP;PURA;KMT5A;SRSF10;AMD1;CUL1;CDK4;SNRPD1;PLK4;HIRA;EWSR1;MAD2L1;PRPF4B;BUB3;ESPL1;RAD54L;TOP1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	2.5e-09
Glycolysis	-0.635162030767945	-1.38811280861032	0.004315591457342	0.0304304525838221	0.232056818075608	199	200	down	ENO1;EXT1;IGFBP3;NASP;STMN1;PKM;EGFR;HMMR;LDHA;PAM;HDLBP;PGLS;FUT8;TALDO1;HS6ST2;DEPDC1;PPIA;PGK1;G6PD;PLOD1;ADORA2B;NT5E;AURKA;GOT2;COPB2;PMM2;GPC1;MIF;CLDN3;TXN;TGFBI;POLR3K;PFKP;PYGL;KIF2A;KIF20A;IER3;GUSB;PLOD2;GALK2;MET;SLC16A3;SLC25A10;TPBG;SLC25A13;PGAM1;IDH1;HS2ST1;LHPP;ALDH7A1;ME1;TPI1;ARTN;COL5A1;B4GALT1;QSOX1;CASP6;MPI;HOMER1;GALE;HSPA5;AKR1A1;TSTA3;GYS1;GLCE;IL13RA1;FKBP4;GALK1;TPST1;SDHC;COG2;B4GALT2;ALDH9A1;ALDOA;CHST12;PGM2;PYGB;AGL;AGRN;CLN6;PC;B4GALT7;CD44;ALG1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.030430452583821876
Hedgehog Signaling	-0.709280554666272	-1.29554636530334	0.0933857604269063	0.245752001123438	0.0540750048245249	36	36	down	MYH9;RASA1;NRP1;OPHN1;CELSR1;CDK6;NF1;UNC5C;DPYSL2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.24575200112343762
Hypoxia	-0.431702912576707	-0.94361915391823	0.620338607945115	0.704930236301267	0.0127742656104759	200	200	down	MT2A;ENO1;EXT1;S100A4;CAV1;IGFBP3;ANXA2;EGFR;LDHA;CAVIN3;MYH9;F3;PAM;HDLBP;ILVBL;PRKCA;GCNT2;GAPDH;PGK1;ADORA2B;GPI;GPC1;MIF;TGFBI;PFKP;IER3;PFKL;TPBG;TPI1;FOXO3;COL5A1;ETS1;HK1;SLC25A1;CASP6;PLAC8;HSPA5;SCARB1;GYS1;HEXA;CAVIN1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.704930236301267
IL-2/STAT5 Signaling	-0.462116435180684	-1.00993087066001	0.460219099258604	0.590024486228979	0.0170992122670336	199	199	down	MYO1E;IGF1R;HIPK2;COL6A1;GPX4;ALCAM;NRP1;CKAP4;MYO1C;POU2F1;NT5E;UCK2;ITGA6;PLEC;AHNAK;RABGAP1L;NCOA3;TIAM1;CTSZ;CA2;ADAM19;PLSCR1;DHRS3;GSTO1;PUS1;ITGAV;LCLAT1;ST3GAL4;ITGAE;TWSG1;CYFIP1;RNH1;HUWE1;CD81;ECM1;IGF2R;TNFRSF21;CDCP1;EEF1AKMT1;PRKCH;NCS1;PHLDA1;SERPINB6;UMPS;AHCY;DENND5A;SWAP70;PHTF2;CDC6;GUCY1B1;SNX9;IKZF2;CD44;BMP2;FAH;MAPKAPK2;NOP2;PLPP1;CCNE1;IL4R	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5900244862289795
IL-6/JAK/STAT3 Signaling	0.422961704550138	1.01921750067559	0.384654994850669	0.564172669435827	0.0507941255783484	87	87	up	JUN;HMOX1;IRF1;CD9;TNF;IL6;IL10RB;TNFRSF12A;IFNGR1;HAX1;CXCL1;BAK1;CXCL3;EBI3;STAT3;PIM1;MYD88;SOCS1;INHBE;OSMR	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272
Inflammatory Response	0.437912639861805	1.16801421823735	0.0787564766839378	0.218767990788716	0.165406383146814	200	200	up	TIMP1;PLAUR;EMP3;CD55;KLF6;EDN1;CXCL8;HBEGF;IRF1;CDKN1A;SELENOS;RHOG;TNFSF15;INHBA;IL6;RELA;ICOSLG;ABI1;ATP2C1;CX3CL1;TNFRSF9;MXD1;ADM;NFKBIA;PTPRE;RNF144B;NAMPT;IFITM1;EBI3;ITGA5;GNAI3;LCK;RIPK2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.21876799078871612
Interferon Alpha Response	-0.492633235805038	-1.01592091384606	0.451110293215556	0.590024486228979	0.0189209233051137	96	97	down	LY6E;MX1;EIF2AK2;LGALS3BP;IFI27;PSMB9;PSME1;ISG15;TRIM25;PNPT1;USP18;PLSCR1;NMI;PARP14;UBE2L6;DDX60;BST2;PSMB8;IFI30;PSME2;HERC6;TRIM14;LAP3;MOV10;SAMD9;IRF2;SP110;PSMA3;IFI35;CMTR1;IFIT3;NUB1;IFI44L;STAT2;IRF9;ADAR;IL4R;OGFR;PARP9;RNF31;MVB12A;TAP1;OAS1;UBA7	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5900244862289795
Interferon Gamma Response	-0.416061071255523	-0.908603916535994	0.692358877675502	0.752563997473372	0.0111934198354773	198	200	down	MT2A;LY6E;MX1;RNF213;EIF2AK2;LGALS3BP;PTPN2;IFI27;PSMB9;PSME1;ISG15;STAT1;SRI;TRIM25;NCOA3;PNPT1;PFKP;SAMHD1;USP18;PLSCR1;RAPGEF6;NMI;PARP14;UBE2L6;DDX60;BST2;PSMB8;IFI30;OAS3;DDX58;HIF1A;MVP;TNFAIP2;PSME2;HERC6;TRIM14;LAP3;XAF1;NFKB1;PSMA2;IRF2;SP110;PSMA3;IFI35;MTHFD2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7525639974733717
KRAS Signaling Dn	-0.487679443340125	-1.06579746427523	0.338718601305743	0.564172669435827	0.021724371579306	199	200	down	CAMK1D;MX1;THRB;PTPRJ;GAMT;CDKAL1;FGGY;BARD1;TCF7L1;DTNB;BMPR1B;NR6A1;GTF3C5;SLC16A7;CELSR2;MSH5;KRT15;RIBC2;TFCP2L1;IGFBP2;LYPD3;MAST3;C5;IFI44L;CLSTN3;PDE6B;PDK2;EGF;KMT2D;PTGFR;YBX2;ENTPD7;SNN;EFHD1;MTHFR;DLK2;COQ8A;CPEB3;MFSD6	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272
KRAS Signaling Up	0.374093756604058	0.996914656567507	0.408290155440415	0.567069660333909	0.0712828552644706	199	200	up	SLPI;PPP1R15A;PLAUR;PCSK1N;HBEGF;SOX9;RBM4;KLF4;YRDC;ITGA2;INHBA;PTPRR;TRIB1;CFB;PRDM1;ADAM17;ETV5;MAFB;USP12;CAB39L;CTSS;MTMR10;ETV4;PECAM1;LCP1;PRELID3B;LAT2;CCSER2;ZNF639;ST6GAL1;TNFAIP3;BTBD3;GPNMB;BPGM	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5670696603339098
Mitotic Spindle	-0.788792835233653	-1.72386475401254	6.963724398466921e-10	1.16062073307782e-08	0.801215574617779	199	199	down	ARHGAP29;TRIO;CENPF;PRC1;TPX2;MYO1E;SMC4;LMNB1;ANLN;MYH9;RASAL2;SEPTIN9;EPB41L2;BIRC5;VCL;DLGAP5;SMC1A;PDLIM5;NUSAP1;AKAP13;KIF23;CENPE;TBCD;NDC80;SPTBN1;CCNB2;PLK1;FLNA;ACTN4;KIF4A;DST;RASA1;NIN;SAC3D1;TOP2A;CLASP1;CTTN;YWHAE;ECT2;TLK1;ARHGDIA;CKAP5;KIF1B;DYNC1H1;PALLD;AURKA;FBXO5;DLG1;FSCN1;TUBGCP5;KIF20B;CDC42BPA;ALMS1;FLNB;ITSN1;OPHN1;LRPPRC;TIAM1;BUB1;KIF3B;RABGAP1;KIF11;KIF22;CCDC88A;SORBS2;RACGAP1;CEP192;CDC42;FARP1;BRCA2;TTK;SSH2;STAU1;RAPGEF6;RALBP1;MYO9B;FGD6;ARHGEF3;NCK2;CEP250;KNTC1;ARHGAP10;HOOK3;ABR;ARFGEF1;EPB41;CLIP2;KIF2C;PCM1;PXN;NF1;CDK5RAP2;NEK2;GEMIN4;CAPZB;PCNT;SOS1;PIF1;BCAR1;KIF3C;CEP131;MID1;RAPGEF5;SMC3;INCENP;MYH10	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.1606207330778201e-08
