model_id	cell_line	total_shift_depmap_spearman	total_shift_depmap_pvalue	total_shift_depmap_qvalue	total_shift_depmap_status	panel	axis_aligned_depmap_spearman	axis_aligned_depmap_pvalue	axis_aligned_depmap_qvalue	axis_aligned_endpoint_permutation_qvalue	anchor_vs_low_information_axis_auc	metric_family	metric	pvalue_column	qvalue_column	source_table	correction_scope	object_role	n_targets	predicted_shift_mean_abs_n_unique	dependency_strength_n_unique	axis_aligned_depmap_status	axis_aligned_magnitude_n_unique	axis_aligned_endpoint_permutation_pvalue	axis_aligned_endpoint_permutation_zscore	predicted_vs_observed_shift_spearman	predicted_vs_observed_shift_pvalue	predicted_vs_observed_shift_status	observed_shift_mean_abs_n_unique	q1_anchor_count	low_information_count	mean_top_axis_share	mean_axis_entropy	mean_stress_axis_share	mean_target_axis_cosine_proxy	target_identity_preservation_spearman	target_identity_preservation_pvalue	target_identity_label_permutation_pvalue	target_identity_label_permutation_zscore	target_identity_preservation_status	target_identity_n_pairs	predicted_target_similarity_mean	observed_target_similarity_mean	target_identity_label_permutation_qvalue	endpoint_recovery_score	common_response_score	common_response_quadrant	target_gene	predicted_shift_mean_abs	predicted_shift_l2	predicted_topk_abs_shift	expected_axis	predicted_shift_axis_aligned_magnitude	axis_total_magnitude	top_axis	top_axis_magnitude	axis_entropy	stress_axis_magnitude	top_axis_share	common_axis_dominance_score	stress_axis_share	observed_shift_mean_abs	observed_shift_l2	depmap_gene_effect	dependency_strength	endpoint_category	depmap_gene_dependency	residual	quadrant	dataset_id	context	evidence_layer	claim_role	source_path	source_sha256	n_targets_total	n_targets_matched_depmap	dependency_strength_variable	shift_metric	spearman_rho	spearman_permutation_pvalue	spearman_bootstrap_ci_low	spearman_bootstrap_ci_high	pearson_r	pearson_permutation_pvalue	pearson_bootstrap_ci_low	pearson_bootstrap_ci_high	n_permutations	n_bootstrap	status	supported_claim
gears_hcc_formal_v1	HCC1143					b	0.0860314523589269	0.5652996105866848	0.706624513233356	0.3608891108891108																																																																																	
gears_hcc_formal_v1	HCC38					b	0.2046716003700277	0.1675763276334002	0.4025520832136204	0.2247752247752247																																																																																	
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC1143					b	0.075277520814061	0.615038450353651	0.7096597504080588	0.3608891108891108																																																																																	
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC38					b	0.0884597594819611	0.554332594653234	0.6619874503686194	0.3321678321678321																																																																																	
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC1143					b	0.094472710453284	0.5276174525574285	0.706624513233356	0.3608891108891108																																																																																	
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC38					b	0.1705596669750231	0.2516981255277919	0.4025520832136204	0.2337662337662337																																																																																	
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC1143					b	0.1957678075855689	0.1872429963522215	0.4688820004203888	0.2584915084915085																																																																																	
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC38					b	0.2208603145235892	0.1357353681064436	0.4025520832136204	0.2247752247752247																																																																																	
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC1143					b	0.1267345050878816	0.3959467360277486	0.593920104041623	0.3479853479853479																																																																																	
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC38					b	0.291049953746531	0.047165747902719	0.2358287395135951	0.1348651348651348																																																																																	
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC1143					b	-0.0124884366327474	0.9336017522402232	0.9336017522402232	0.6074694536232998																																																																																	
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC38					b	0.1720629047178538	0.2474808444709792	0.4025520832136204	0.2247752247752247																																																																																	
geneformer_hcc_formal_v1	HCC1143					b	0.2015494912118409	0.1742939499144057	0.4688820004203888	0.2584915084915085																																																																																	
geneformer_hcc_formal_v1	HCC38					b	0.0679925994449583	0.6497510601791079	0.6961618501919012	0.3626373626373626																																																																																	
lm_g_geneformer_ridge_hcc_formal_v1	HCC1143					b	0.1711378353376503	0.2500704002242074	0.4688820004203888	0.2584915084915085																																																																																	
lm_g_geneformer_ridge_hcc_formal_v1	HCC38					b	0.1761100832562442	0.2363651902647547	0.4025520832136204	0.2247752247752247																																																																																	
lm_g_scgpt_ridge_hcc_formal_v1	HCC1143					b	-0.0350370027752081	0.8151361740758842	0.8733601865098759	0.6550592264877979																																																																																	
lm_g_scgpt_ridge_hcc_formal_v1	HCC38					b	0.0555041628122109	0.7109676514438327	0.7109676514438327	0.3626373626373626																																																																																	
lm_train_lowrank_hcc_formal_v1	HCC1143					b	0.1596901017576318	0.2836304780628932	0.4727174634381554	0.2584915084915085																																																																																	
lm_train_lowrank_hcc_formal_v1	HCC38					b	0.1647779833487511	0.268368055475747	0.4025520832136204	0.2247752247752247																																																																																	
null_model	HCC1143					b																																																																																					
null_model	HCC38					b																																																																																					
scgen_hcc_formal_v1	HCC1143					b	0.3497918593894542	0.0159454883321251	0.2391823249818778	0.1048951048951049																																																																																	
scgen_hcc_formal_v1	HCC38					b	0.4205596669750231	0.0032461547025935	0.0243461602694518	0.0224775224775224																																																																																	
scgpt_hcc_formal_v1	HCC1143					b	0.1838575393154486	0.2160496632832835	0.4688820004203888	0.2584915084915085																																																																																	
scgpt_hcc_formal_v1	HCC38					b	0.1107770582793709	0.4585205880332863	0.6252553473181177	0.3010625737898464																																																																																	
shared_mean_baseline	HCC1143					b	0.230621014478879	0.1188567450568381	0.4688820004203888	0.2584915084915085																																																																																	
shared_mean_baseline	HCC38					b	0.4501127051622612	0.001500827893862	0.0225124184079307	0.0224775224775224																																																																																	
cellot_hcc_formal_v1	HCC1143					c					0.5384615384615384																																																																																
cellot_hcc_formal_v1	HCC38					c					0.6115702479338843																																																																																
cpa_v0.8.8	HCC1143					c					0.3286713286713286																																																																																
cpa_v0.8.8	HCC38					c					0.7603305785123967																																																																																
gears_hcc_formal_v1	HCC1143					c					0.5594405594405595																																																																																
gears_hcc_formal_v1	HCC38					c					0.7520661157024794																																																																																
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC1143					c					0.4895104895104895																																																																																
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC38					c					0.628099173553719																																																																																
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC1143					c					0.5944055944055944																																																																																
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC38					c					0.6694214876033058																																																																																
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC1143					c					0.5944055944055944																																																																																
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC38					c					0.6859504132231405																																																																																
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC1143					c					0.4615384615384615																																																																																
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC38					c					0.71900826446281																																																																																
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC1143					c					0.4685314685314685																																																																																
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC38					c					0.6694214876033058																																																																																
geneformer_hcc_formal_v1	HCC1143					c					0.5944055944055944																																																																																
geneformer_hcc_formal_v1	HCC38					c					0.628099173553719																																																																																
lm_g_geneformer_ridge_hcc_formal_v1	HCC1143					c					0.5594405594405595																																																																																
lm_g_geneformer_ridge_hcc_formal_v1	HCC38					c					0.6776859504132231																																																																																
lm_g_scgpt_ridge_hcc_formal_v1	HCC1143					c					0.4405594405594406																																																																																
lm_g_scgpt_ridge_hcc_formal_v1	HCC38					c					0.5454545454545454																																																																																
lm_train_lowrank_hcc_formal_v1	HCC1143					c					0.6013986013986014																																																																																
lm_train_lowrank_hcc_formal_v1	HCC38					c					0.7024793388429752																																																																																
null_model	HCC1143					c					0.5																																																																																
null_model	HCC38					c					0.5																																																																																
scgen_hcc_formal_v1	HCC1143					c					0.6573426573426573																																																																																
scgen_hcc_formal_v1	HCC38					c					0.8347107438016529																																																																																
scgpt_hcc_formal_v1	HCC1143					c					0.6503496503496503																																																																																
scgpt_hcc_formal_v1	HCC38					c					0.6446280991735537																																																																																
shared_mean_baseline	HCC1143					c					0.5454545454545454																																																																																
shared_mean_baseline	HCC38					c					0.8925619834710743																																																																																
						d						total_endpoint_alignment	total_shift_vs_DepMap	total_shift_depmap_pvalue	total_shift_depmap_qvalue	reports/model_endpoint_recovery/model_summary.tsv	model x cell_line within cell_line																																																																										
						d						axis_aligned_endpoint_alignment	axis_aligned_shift_vs_DepMap	axis_aligned_depmap_pvalue	axis_aligned_depmap_qvalue	reports/model_endpoint_recovery/model_summary.tsv	model x cell_line within cell_line																																																																										
						d						axis_aligned_endpoint_alignment	axis_endpoint_permutation	axis_aligned_endpoint_permutation_pvalue	axis_aligned_endpoint_permutation_qvalue	reports/model_endpoint_recovery/model_summary.tsv	model x cell_line within cell_line																																																																										
						d						target_identity	target_label_permutation	target_identity_label_permutation_pvalue	target_identity_label_permutation_qvalue	reports/model_endpoint_recovery/target_identity_summary.tsv	model x cell_line within cell_line																																																																										
						d						residual_endpoint_recovery	residual_total_shift	residual_total_shift_pvalue	residual_total_shift_qvalue	reports/model_endpoint_recovery/residual_endpoint_recovery.tsv	model x cell_line within cell_line																																																																										
						d						residual_endpoint_recovery	residual_axis_aligned	residual_axis_aligned_pvalue	residual_axis_aligned_qvalue	reports/model_endpoint_recovery/residual_endpoint_recovery.tsv	model x cell_line within cell_line																																																																										
gears_hcc_formal_v1	HCC1143	0.0158418131359852	0.9158298597897396	0.971078286353992	estimated	e	0.0860314523589269	0.5652996105866848	0.706624513233356	0.3608891108891108	0.5594405594405595							entrant	47.0	47.0	47.0	estimated	47.0	0.2577422577422577	0.6308542779548804	-0.0558510638297872	0.7092404276698757	estimated	47.0	13.0	11.0	0.1240927683255225	0.908853018283206	0.1000376672244845	0.8951722923241306	0.0034259390670155	0.9104190654212224	0.4325674325674326	0.1415934247752366	estimated	1081.0	0.4724202434574844	0.0605282495699902	0.6055944055944056	0.6308542779548804	0.1065350359555124	low_recovery/low_common																																												
gears_hcc_formal_v1	HCC38	0.2273358001850139	0.1243501393594644	0.3986171424464242	estimated	e	0.2046716003700277	0.1675763276334002	0.4025520832136204	0.2247752247752247	0.7520661157024794							entrant	47.0	47.0	47.0	estimated	47.0	0.0879120879120879	1.3672536929012795	0.049491211840888	0.7411273599620365	estimated	47.0	11.0	11.0	0.1475447730062259	0.8962223704017135	0.0835094002854025	0.9296548583009722	0.0957375941622403	0.0016253773209933	0.0359640359640359	1.9311724207648389	estimated	1081.0	0.5460301042813953	0.0573125562535606	0.2237762237762237	1.3672536929012795	0.3218258701853763	high_recovery/low_common																																												
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC1143	-0.2291859389454209	0.121233360062147	0.3459829576556604	estimated	e	0.075277520814061	0.615038450353651	0.7096597504080588	0.3608891108891108	0.4895104895104895							entrant	47.0	47.0	47.0	estimated	47.0	0.2887112887112887	0.5493274545802985	-0.2615633672525439	0.0757389469610815	estimated	47.0	13.0	11.0	0.1113892663851426	0.9181308997044744	0.0830625690272641	0.9305959190636376	0.0632262787341007	0.0376666428831592	0.0839160839160839	1.461342756209563	estimated	1081.0	0.5608439204019287	0.0605282495699902	0.3916083916083916	0.5493274545802985	0.1449922281442987	low_recovery/low_common																																												
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC38	0.1195652173913043	0.4234194199093813	0.5927871878731339	estimated	e	0.0884597594819611	0.554332594653234	0.6619874503686194	0.3321678321678321	0.628099173553719							entrant	47.0	47.0	47.0	estimated	47.0	0.2657342657342657	0.5801109996819873	0.1958834412580943	0.1869774704203973	estimated	47.0	11.0	11.0	0.1503240631485726	0.9019313059334272	0.083009868139477	0.9336356310905876	0.052526813047639	0.0843114613501531	0.1488511488511488	1.0489699766820388	estimated	1081.0	0.6182453610071568	0.0573125562535606	0.3473193473193474	0.5801109996819873	0.339077516584952	low_recovery/low_common																																												
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC1143	0.0568917668825161	0.7040674447966342	0.9293728162671568	estimated	e	0.094472710453284	0.5276174525574285	0.706624513233356	0.3608891108891108	0.5944055944055944							entrant	47.0	47.0	47.0	estimated	47.0	0.2757242757242757	0.6187361160599738	-0.0095975948196114	0.948948377427092	estimated	47.0	13.0	11.0	0.1223953683524476	0.9134563582713088	0.1091571012565679	0.9109621949734708	0.0374886408737792	0.2181061678699387	0.1468531468531468	1.0401000191971943	estimated	1081.0	0.3929365713742335	0.0605282495699902	0.513986013986014	0.6187361160599738	0.1656279901845046	low_recovery/low_common																																												
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC38	0.1274283071230342	0.3933445199855087	0.5927871878731339	estimated	e	0.1705596669750231	0.2516981255277919	0.4025520832136204	0.2337662337662337	0.6694214876033058							entrant	47.0	47.0	47.0	estimated	47.0	0.1558441558441558	1.0958920807196828	-0.0283302497687326	0.8500690614294806	estimated	47.0	11.0	11.0	0.1635213057673427	0.8764927971374852	0.0984713473943082	0.9672754806151588	-0.0415299439201624	0.1724247678912987	0.7652347652347652	-0.7703723837694278	estimated	1081.0	0.8195872415007046	0.0573125562535606	0.8423883808499194	1.0958920807196828	0.5188067113229822	low_recovery/high_common																																												
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC1143	0.4927150786308972	0.0004342321778229	0.0030396252447603	estimated	e	0.1957678075855689	0.1872429963522215	0.4688820004203888	0.2584915084915085	0.5944055944055944							entrant	47.0	47.0	47.0	estimated	47.0	0.0789210789210789	1.4176800562405845	0.3058510638297872	0.0365514684698264	estimated	47.0	13.0	11.0	0.1424783040589142	0.889068886367344	0.1167486285801652	0.932085031380762	0.1080833470602305	0.0003709293591934	0.0149850149850149	2.52446058145892	estimated	1081.0	0.4643565027679994	0.0605282495699902	0.1048951048951049	1.4176800562405845	0.2987954814104352	high_recovery/low_common																																												
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC38	0.1376040703052728	0.356340108919035	0.5927871878731339	estimated	e	0.2208603145235892	0.1357353681064436	0.4025520832136204	0.2247752247752247	0.6859504132231405							entrant	47.0	47.0	47.0	estimated	47.0	0.0809190809190809	1.4573236370680276	0.1830481036077706	0.2181134239942068	estimated	47.0	11.0	11.0	0.1426414537599799	0.9116326374574236	0.120397980235844	0.9270389877073802	-0.0400209256811533	0.1885653611006789	0.7822177822177823	-0.8255730486520597	estimated	1081.0	0.7119459604433226	0.0573125562535606	0.8423883808499194	1.4573236370680276	0.4010322335752296	high_recovery/high_common																																												
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC1143	0.2277983348751156	0.1235653420198787	0.3459829576556604	estimated	e	0.1267345050878816	0.3959467360277486	0.593920104041623	0.3479853479853479	0.4615384615384615							entrant	47.0	47.0	47.0	estimated	47.0	0.2087912087912088	0.8627817884676641	0.1466234967622571	0.3253807089026174	estimated	47.0	13.0	11.0	0.1499963305647873	0.8891507671125951	0.1395152442519359	0.906949264095796	-0.008688679480084	0.7753789315845937	0.5654345654345654	-0.2002880481436093	estimated	1081.0	0.3295028559342168	0.0605282495699902	0.719643992371265	0.8627817884676641	0.287131891462135	low_recovery/low_common																																												
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC38	0.2511563367252544	0.0885883622041651	0.3986171424464242	estimated	e	0.291049953746531	0.047165747902719	0.2358287395135951	0.1348651348651348	0.71900826446281							entrant	47.0	47.0	47.0	estimated	47.0	0.0269730269730269	1.9491623961271196	0.1244218316373728	0.4046930421610909	estimated	47.0	11.0	11.0	0.1260066823169737	0.9042236911183378	0.1046763184106925	0.9212922727194258	0.0154454572899703	0.6119673549033471	0.3256743256743257	0.4063443272753669	estimated	1081.0	0.4443415055183273	0.0573125562535606	0.56993006993007	1.9491623961271196	0.3113900489545178	high_recovery/low_common																																												
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC1143	-0.1666281221091582	0.2629558640250296	0.4920389924407438	estimated	e	-0.0124884366327474	0.9336017522402232	0.9336017522402232	0.6074694536232998	0.4685314685314685							entrant	47.0	47.0	47.0	estimated	47.0	0.5264735264735265	-0.067834692573133	-0.0919287696577243	0.5388421748914506	estimated	47.0	13.0	11.0	0.1299242228586277	0.9021968214426612	0.0907985362917787	0.9396809649994838	0.023098824730606	0.4480447421916254	0.2827172827172827	0.5309533960653462	estimated	1081.0	0.6022141880314819	0.0605282495699902	0.5694305694305695	-0.067834692573133	0.2382628746451952	low_recovery/low_common																																												
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC38	0.0779370952821461	0.6025651179900802	0.766901059260102	estimated	e	0.1720629047178538	0.2474808444709792	0.4025520832136204	0.2247752247752247	0.6694214876033058							entrant	47.0	47.0	47.0	estimated	47.0	0.1268731268731268	1.1272633904034095	0.1378353376503237	0.3555245628031305	estimated	47.0	11.0	11.0	0.1578913846471374	0.8989417603418828	0.0839248186645132	0.9327295093160508	-0.0499240508349278	0.1008897971718665	0.8691308691308691	-1.0440748296342015	estimated	1081.0	0.4662983517585243	0.0573125562535606	0.8691308691308691	1.1272633904034095	0.3513107291948283	high_recovery/low_common																																												
null_model	HCC38					f																																										ARID1A	0.0	0.0	0.0	chromatin remodeling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0085365617536346	4.5521106820450274	-0.1959555409927433	0.1959555409927433	shift_excess	0.0939245801107399	0.0024842926660479	middle																						
null_model	HCC38					f																																										BMPR1A	0.0	0.0	0.0	TGF-beta / BMP signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0056197913890013	2.4112086854129164	-0.3519701364399601	0.3519701364399601	dependency_excess	0.2329854350238944	-0.0008580873192481	middle																						
null_model	HCC38					f																																										CDKN2A	0.0	0.0	0.0	cell cycle / replication	0.0	0.0	ER stress / UPR	0.0		0.0				0.0040551040534158	1.6153802596872924	0.2816188048418129	-0.2816188048418129	low_information	0.0034117871973033	-0.0006943366956666	low_shift_high_depmap																						
null_model	HCC38					f																																										COMMD6	0.0	0.0	0.0	NF-κB / copper signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0042202270388882	1.715292039582324	0.1473822164133259	-0.1473822164133259	low_information	0.0087958879569685	-0.0008954126758508	low_shift_high_depmap																						
null_model	HCC38					f																																										ENY2	0.0	0.0	0.0	transcription / chromatin	0.0	0.0	ER stress / UPR	0.0		0.0				0.0103397858020701	4.544919712264169	-0.5509808712071267	0.5509808712071267	Q1_anchor	0.4895161201697765	0.0033190035078499	high_shift_low_depmap																						
null_model	HCC38					f																																										ERC1	0.0	0.0	0.0	synaptic / signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.00417172244801	1.7068626495623005	0.2188525570329813	-0.2188525570329813	low_information	0.0054295617631019	-0.000748945350976	low_shift_high_depmap																						
null_model	HCC38					f																																										ETV3	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0051298888376656	2.131250251028423	-0.1735948251121793	0.1735948251121793	middle	0.0807914252803547	-0.0008613799584009	middle																						
null_model	HCC38					f																																										GON4L	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0060144581054616	2.438389539750892	-0.4178073081616394	0.4178073081616394	dependency_excess	0.3129469325001975	-0.0006430251686404	middle																						
null_model	HCC38					f																																										HDGF	0.0	0.0	0.0	growth factor / proliferation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0053940020400889	2.310398267970584	-0.0275129839181656	0.0275129839181656	middle	0.0286996254177853	-0.0001987538037882	middle																						
null_model	HCC38					f																																										HLX	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0052991294769277	2.2837459862813443	0.1969791502719058	-0.1969791502719058	middle	0.006315463793662	0.000318790771335	middle																						
null_model	HCC38					f																																										KLF3	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0054676604656395	2.319837106922052	-0.2832468490799181	0.2832468490799181	dependency_excess	0.1616884807733207	-0.0008227403199183	middle																						
null_model	HCC38					f																																										LAMTOR5	0.0	0.0	0.0	mTOR / lysosome / signaling	0.0	0.0	ER stress / UPR	0.0		0.0				0.0106435490794122	5.5264970297394775	-0.1880265849724247	0.1880265849724247	shift_excess	0.0890975409858624	0.004612910275546	middle																						
null_model	HCC38					f																																										MAML3	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0039010408237359	1.5384476186420233	0.1348356419568611	-0.1348356419568611	low_information	0.009549016733777	-0.0012488260912194	low_shift_high_depmap																						
null_model	HCC38					f																																										MIER1	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0049938655360828	2.045207713573186	0.1844901338995709	-0.1844901338995709	middle	0.0068709338808792	-2.054335060692764e-05	middle																						
null_model	HCC38					f																																										MTDH	0.0	0.0	0.0	signaling / oncogene	0.0	0.0	ER stress / UPR	0.0		0.0				0.0056310162158605	2.564566136296016	-0.0521834016027112	0.0521834016027112	middle	0.0342163047187118	-2.904081276937972e-05	middle																						
null_model	HCC38					f																																										MYBL1	0.0	0.0	0.0	transcription regulation	0.0	0.0	ER stress / UPR	0.0		0.0				0.0071407239504648	3.414490893578291	0.0709136850199211	-0.0709136850199211	shift_excess	0.0145675964421822	0.0018164771977387	middle																						
