panel	panel_title	target	ctrl_x	ctrl_y	pert_x	pert_y	n_ctrl	n_pert	is_highlighted
c	K562_7d	ETS1	-4.383339881896973	0.40383031964302063	-4.454319953918457	0.32794469594955444	5381	1784	False
c	K562_7d	GABPA	-4.383339881896973	0.40383031964302063	-4.406827449798584	0.351100355386734	5381	2020	False
c	K562_7d	IRF1	-4.383339881896973	0.40383031964302063	-4.450409412384033	0.14539070427417755	5381	1402	True
c	K562_7d	NR2C2	-4.383339881896973	0.40383031964302063	-4.384566307067871	0.45859649777412415	5381	1816	False
c	K562_7d	YY1	-4.383339881896973	0.40383031964302063	-3.8732540607452393	0.5259249806404114	5381	1994	True
d	K562_13d	CREB1	7.702755928039551	-0.7792063355445862	7.755451202392578	-0.4983103275299072	3491	1568	False
d	K562_13d	E2F4	7.702755928039551	-0.7792063355445862	7.776095867156982	-0.6264814138412476	3491	840	False
d	K562_13d	EGR1	7.702755928039551	-0.7792063355445862	7.7473039627075195	-0.6659823656082153	3491	1246	False
d	K562_13d	ELF1	7.702755928039551	-0.7792063355445862	7.666268825531006	-0.6301799416542053	3491	2347	False
d	K562_13d	ELK1	7.702755928039551	-0.7792063355445862	7.810194492340088	-0.4360199570655823	3491	1507	False
d	K562_13d	ETS1	7.702755928039551	-0.7792063355445862	7.774899005889893	-0.37682363390922546	3491	1029	False
d	K562_13d	GABPA	7.702755928039551	-0.7792063355445862	7.576183319091797	-0.7364001274108887	3491	1173	False
d	K562_13d	IRF1	7.702755928039551	-0.7792063355445862	7.90415096282959	-0.5959579944610596	3491	813	True
d	K562_13d	NR2C2	7.702755928039551	-0.7792063355445862	7.814284801483154	-0.2638895511627197	3491	1011	False
d	K562_13d	YY1	7.702755928039551	-0.7792063355445862	7.8899006843566895	-0.44703230261802673	3491	824	True
