model_id	object_role	cell_line	target_gene	predicted_shift_mean_abs	predicted_shift_l2	predicted_topk_abs_shift	predicted_shift_response_aligned_signed	predicted_shift_response_aligned_magnitude	predicted_observed_shift_cosine	predicted_target_similarity_mean	leading_singular_energy_share	normalized_inverse_effective_rank	output_homogenization_score	expected_axis	predicted_shift_axis_aligned_magnitude	axis_total_magnitude	top_axis	top_axis_magnitude	axis_entropy	top_axis_share	common_axis_dominance_score	observed_shift_mean_abs	observed_shift_l2	depmap_gene_effect	dependency_strength	model_pipeline_endpoint_category	depmap_gene_dependency	residual	quadrant	frozen_endpoint_category	frozen_endpoint_category_label	endpoint_category	endpoint_category_source	dependency_strength_percentile	predicted_shift_mean_abs_percentile	metric_status	visualization_percentile_scope	rank_endpoint_alignment_note
cellot_hcc_formal_v1	entrant	HCC38	KLF3	0.517123837737327	4.373726702462264	1.133125615119934	-1.103777665444598	1.103777665444598	-0.2523654861249578	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	0.5078248406449953	12.731723556915918	nuclear receptor / metabolism	1.2012255489826202	0.9182459881042044	0.0943490128113966	0.0943490128113966	0.0054676604656395	2.319837106922052	-0.2832468490799181	0.2832468490799181	dependency_excess	0.1616884807733207	-0.0008227403199183	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	68.08510638297872	8.51063829787234	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	LAMTOR5	0.8755091235358664	8.328532945760664	2.170165538787842	0.6910514275767229	0.6910514275767229	0.082973968173888	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	mTOR / lysosome / signaling	1.3003036975860596	23.9719361787041	cytoskeleton / cell motility	4.05302619934082	0.8508910822037828	0.1690737940033979	0.1690737940033979	0.0106435490794122	5.5264970297394775	-0.1880265849724247	0.1880265849724247	shift_excess	0.0890975409858624	0.004612910275546	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	61.702127659574465	61.702127659574465	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	MAML3	1.4651890219526087	13.066471836029317	3.3292379140853883	-0.8197913380789421	0.8197913380789421	-0.0627400685025364	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	1.6605195187860065	31.686341025763088	NF-κB / MAPK signaling	4.850144386291504	0.875020966029686	0.1530673542378407	0.1530673542378407	0.0039010408237359	1.5384476186420233	0.1348356419568611	-0.1348356419568611	low_information	0.009549016733777	-0.0012488260912194	low_shift_high_depmap	Q4_low_information	Low-information	Q4_low_information	Fig. 2 frozen observed-shift x DepMap joint_grid	17.02127659574468	76.59574468085107	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	MIER1	3.911349268352732	34.274006322186246	8.699719762802124	17.18725493995914	17.18725493995914	0.501466177557232	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	3.4749649034606085	110.2192671166526	growth factor / proliferation	9.46364402770996	0.925378647061328	0.0858619756352937	0.0858619756352937	0.0049938655360828	2.045207713573186	0.1844901338995709	-0.1844901338995709	middle	0.0068709338808792	-2.054335060692764e-05	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	12.76595744680851	89.36170212765957	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	MTDH	2.140405144463194	16.539136608426727	3.782649493217469	-3.067738576069756	3.067738576069756	-0.1854835986121993	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	signaling / oncogene	3.157111644744873	57.90992727213436	proteostasis / chaperone	4.802190780639648	0.9514099432069716	0.0829251737456491	0.0829251737456491	0.0056310162158605	2.564566136296016	-0.0521834016027112	0.0521834016027112	middle	0.0342163047187118	-2.904081276937972e-05	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	42.5531914893617	85.1063829787234	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	MYBL1	1.7060021154106932	16.366030598647296	4.150866532325745	-2.082376949932036	2.082376949932036	-0.127237752451969	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	1.8341436083945963	42.27647511619661	ribosomal / translation	9.327762603759766	0.8326949166207778	0.220637188368294	0.220637188368294	0.0071407239504648	3.414490893578291	0.0709136850199211	-0.0709136850199211	shift_excess	0.0145675964421822	0.0018164771977387	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	25.53191489361702	80.85106382978722	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	NCOA1	7.027925374025994	68.98606673376982	18.092508125305176	1.5018032670487813	1.5018032670487813	0.021769660717787	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	nuclear receptor / co-activator	7.562775611877441	234.2452503889799	growth / proliferation	32.998497009277344	0.8779633577809896	0.1408715735088807	0.1408715735088807	0.0043489041564256	1.803675839063153	-0.0933676037953646	0.0933676037953646	middle	0.0459486880054965	-0.0014235038520742	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	48.93617021276596	95.74468085106383	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	NPM1	0.9631166030117806	8.44002961132025	2.182207226753235	2.7417108917916986	2.7417108917916986	0.3248461223541631	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	ribosome biogenesis / nucleolar	3.161098957061768	25.507846905953357	ribosome biogenesis / nucleolar	3.161098957061768	0.9065921551289012	0.1239265300876488	0.1239265300876488	0.0113723052385142	5.049583398617561	-0.9484209992220038	0.9484209992220038	endpoint_anchor	0.8555302996262993	0.0032673016787406	high_shift_low_depmap	Q1_anchor	Endpoint anchors	Q1_anchor	Fig. 2 frozen observed-shift x DepMap joint_grid	89.36170212765957	68.08510638297872	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PA2G4	7.048836854544092	64.35419240706291	16.02026824951172	12.668532547509074	12.668532547509074	0.1968563674511855	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	growth / proliferation	15.30356788635254	233.60257577564985	RNA processing / transcription	31.96986198425293	0.9139989805863448	0.1368557768599116	0.1368557768599116	0.0071702138866234	3.347055500027386	-0.4663635980262615	0.4663635980262615	endpoint_anchor	0.3764696904296344	0.0003802684922252	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	80.85106382978722	97.87234042553192	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PARK7	0.5697460269674341	4.932750148964638	1.2669890582561494	1.174686673814206	1.174686673814206	0.2381403149033947	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	oxidative stress / mitochondrial	1.3081636428833008	13.742227812608084	nuclear receptor / metabolism	1.3393378853797913	0.9201186898449912	0.0974614817657868	0.0974614817657868	0.0050560733285705	2.227876740019074	0.0134496621963463	-0.0134496621963463	middle	0.0215311147572859	-0.0004249359429801	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	31.914893617021278	19.148936170212767	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PCBD1	0.570312113203901	4.628147560610767	1.0809012234210968	0.1219294461206215	0.1219294461206215	0.0263451941676057	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	metabolism / transcription	0.0700548291206359	14.72379066546758	cytoskeleton / cell motility	1.534628987312317	0.9297841724344664	0.104227846088002	0.104227846088002	0.0041690086810655	1.7392892243046572	0.016465541489049	-0.016465541489049	low_information	0.0210892465180688	-0.0013037732368964	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	29.78723404255319	21.27659574468085	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PEX14	0.507068745316343	4.337861004104958	1.095754426717758	1.4188615719538864	1.4188615719538864	0.3270878367497724	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	peroxisome / metabolism	0.6049447059631348	13.890561040076944	nuclear receptor / metabolism	1.4048652052879331	0.9375404156395464	0.1011381182685585	0.1011381182685585	0.004391741095693	1.8521323648982424	0.232031509113923	-0.232031509113923	low_information	0.0049454685061893	-0.0004929743696039	low_shift_high_depmap	Q4_low_information	Low-information	Q4_low_information	Fig. 2 frozen observed-shift x DepMap joint_grid	6.382978723404255	6.382978723404255	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PFDN5	0.7988774603668679	7.217676182338528	1.8404466032981872	2.1639392458795754	2.1639392458795754	0.2998110737046752	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	proteostasis / chaperone	1.7181814908981323	18.63977952549855	ribosomal / translation	2.592099666595459	0.8662987834027585	0.1390627857507413	0.1390627857507413	0.0091179791241103	3.763957430728924	-0.8870801927678431	0.8870801927678431	endpoint_anchor	0.8201974002162512	0.0011803139937399	high_shift_low_depmap	Q1_anchor	Endpoint anchors	Q1_anchor	Fig. 2 frozen observed-shift x DepMap joint_grid	87.2340425531915	53.191489361702125	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PMF1	0.7903404736772497	6.438044536673774	1.553207421302795	3.5880959243391013	3.5880959243391013	0.5573269808712594	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	0.8678877850373586	20.65636928876241	ribosomal / translation	2.362467765808105	0.935932811285598	0.1143699424028668	0.1143699424028668	0.0092008578860405	3.907662671107953	-1.5920218294593655	1.5920218294593655	endpoint_anchor	0.9978434877605236	-0.0006598961817566	high_shift_low_depmap	Q1_anchor	Endpoint anchors	Q1_anchor	Fig. 2 frozen observed-shift x DepMap joint_grid	95.74468085106383	51.06382978723404	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PRDX2	1.77244119726597	16.192459827745736	4.193310642242432	6.090532993396909	6.090532993396909	0.3761338955407379	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	oxidative stress / antioxidant	5.591651439666748	47.604912758701374	nuclear receptor / co-activator	6.217123031616211	0.9014677259659352	0.1305983494419875	0.1305983494419875	0.0048643958897732	2.130357874677587	-0.278397829186231	0.278397829186231	middle	0.1572365253337959	-0.0014127767134366	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	65.95744680851064	82.97872340425532	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	PRPF6	0.9277019608528057	7.850445110761161	1.9902899622917176	1.049334848969786	1.049334848969786	0.1336656500573946	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	RNA processing / spliceosome	0.3830439150333404	25.9043174220456	oxidative stress / antioxidant	2.397550106048584	0.934005806311076	0.0925540737857147	0.0925540737857147	0.0144798741040019	5.908263551904799	-1.5741714599009082	1.5741714599009082	endpoint_anchor	0.9972796156547944	0.0046678160507967	high_shift_low_depmap	Q1_anchor	Endpoint anchors	Q1_anchor	Fig. 2 frozen observed-shift x DepMap joint_grid	93.61702127659575	63.829787234042556	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	RORC	0.6347096822363265	5.704977865205703	1.482344740629196	1.0013992604206234	1.0013992604206234	0.1755307880383013	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	nuclear receptor / metabolism	0.554807648062706	15.90676535665989	cytoskeleton / cell motility	2.3685860633850098	0.885092551866307	0.1489043190288416	0.1489043190288416	0.0047603589109585	1.944086166826961	-0.377798049598536	0.377798049598536	dependency_excess	0.263229534078098	-0.001787978643083	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	74.46808510638297	29.78723404255319	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	RPS3	0.7552541889091755	6.724145347421547	1.709520947933197	1.0709277618385646	1.0709277618385646	0.1592660043033163	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	ribosomal / translation	1.1233890056610107	21.50358402356505	cytoskeleton / cell motility	3.3154916763305664	0.9131060411192556	0.1541832130261276	0.1541832130261276	0.0096911866022176	4.1654645837132325	-1.977444057423196	1.977444057423196	endpoint_anchor	1.0	-0.0012210037608086	high_shift_low_depmap	Q1_anchor	Endpoint anchors	Q1_anchor	Fig. 2 frozen observed-shift x DepMap joint_grid	97.87234042553192	44.680851063829785	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	RUVBL2	1.1710408227716356	10.454796869568453	2.588280713558197	0.7191097586897228	0.7191097586897228	0.0687827575859353	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	chromatin remodeling	0.963441789150238	34.90058927051723	ribosomal / translation	5.071727275848389	0.9164682870022828	0.1453192447994797	0.1453192447994797	0.0082501146934477	3.3300033506603586	-1.3247838305863433	1.3247838305863433	endpoint_anchor	0.978029448287533	-0.000881611022861	high_shift_low_depmap	Q1_anchor	Endpoint anchors	Q1_anchor	Fig. 2 frozen observed-shift x DepMap joint_grid	91.48936170212765	74.46808510638297	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	SMAD1	5.144170280466688	46.79780030164117	12.56747360229492	-9.936834378484695	9.936834378484695	-0.2123355011226076	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	TGF-beta / BMP signaling	5.14799702167511	157.0488587717215	RNA processing / transcription	20.20487403869629	0.9095399027343046	0.1286534279632372	0.1286534279632372	0.0045644798021591	1.9253649364438048	0.092940314960579	-0.092940314960579	low_information	0.0125810954880103	-0.0006996780493545	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	21.27659574468085	93.61702127659575	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	STAT3	0.5314275685777056	4.810437823861674	1.2449610114097596	1.1553116053850565	1.1553116053850565	0.2401676620066169	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	JAK-STAT signaling	1.2669451236724854	14.77385184996658	cell cycle / replication	1.6830873489379885	0.8900484261109196	0.1139233942529209	0.1139233942529209	0.0049421595924907	2.1690524844948564	0.0005423560077098	-0.0005423560077098	middle	0.0235621693286022	-0.0005740609596133	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	34.04255319148936	10.638297872340425	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	TAB3	0.6188414176093772	5.064160682792949	1.2259832441806793	-0.3488794380111047	0.3488794380111047	-0.0688918578742042	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	NF-κB / MAPK signaling	1.016643762588501	15.904362480673525	signaling / oncogene	1.475743055343628	0.9374884646495808	0.0927885702515208	0.0927885702515208	0.005355838101385	2.217455001567444	-0.0196506729762948	0.0196506729762948	middle	0.0271522701939877	-0.0002154692673164	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	38.297872340425535	27.659574468085108	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	TADA3	0.7483835454950941	6.384694663504884	1.5870562314987182	1.5397632383953388	1.5397632383953388	0.2411647415492982	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription / chromatin	0.8822765350341797	21.535588458180428	cytoskeleton / cell motility	2.22006893157959	0.9191821924263136	0.1030883802358455	0.1030883802358455	0.0091400872937874	4.428444823703298	-0.0575575471120086	0.0575575471120086	shift_excess	0.035551946395066	0.003465369534057	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	44.680851063829785	42.5531914893617	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	THAP8	0.6448459396971032	5.275679003019576	1.2792363047599793	0.1836519070605995	0.1836519070605995	0.0348110464938228	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	0.6278199661109183	16.999300110671253	cell cycle / replication	1.476305365562439	0.9471190894944648	0.086845067499908	0.086845067499908	0.0050563694115236	2.120590397995916	-0.0175508210223816	0.0175508210223816	middle	0.0267473201978675	-0.0005092095367631	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	36.17021276595745	31.914893617021278	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	THRA	0.5598362186487685	5.052249325784124	1.3048092424869535	0.3394645358322127	0.3394645358322127	0.0671907726524416	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	nuclear receptor / metabolism	1.2547538578510284	16.833452008664608	cytoskeleton / cell motility	2.097342014312744	0.8987014088242065	0.1245936967196739	0.1245936967196739	0.0058419151883759	2.5748785168349526	-0.1244560670130739	0.1244560670130739	middle	0.0573416619307745	-1.5302507314757935e-05	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	51.06382978723404	14.893617021276595	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	TMF1	0.5627251800070417	4.928763041677351	1.284883689880371	0.7476239883320318	0.7476239883320318	0.1516859264708333	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	0.6788855575852923	13.802632921271854	cytoskeleton / cell motility	1.5497593879699707	0.9055606504084732	0.112279982870628	0.112279982870628	0.00630257681098	2.6709537577516334	-0.1739325679207107	0.1739325679207107	middle	0.0809743969956026	0.0003103866486258	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	57.446808510638306	17.02127659574468	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	TMSB4X	0.7650971292181218	6.2342280366282665	1.50505028963089	1.9172064452184008	1.9172064452184008	0.3075290852298221	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	cytoskeleton / cell motility	1.6697397232055664	19.02435082362758	cytoskeleton / cell motility	1.6697397232055664	0.9323810714139572	0.0877685519303927	0.0877685519303927	0.0045126915949235	1.993718373946049	-0.3380993515689319	0.3380993515689319	dependency_excess	0.2174493812731642	-0.0019273474517844	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	70.2127659574468	48.93617021276596	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
cellot_hcc_formal_v1	entrant	HCC38	UBP1	0.758636493315088	6.397175281406219	1.5643388509750369	-0.7498517493268585	0.7498517493268585	-0.11721607058452	0.3270921291540744	0.5147364477758585	0.912901547177661	0.6970613531768522	transcription regulation	0.7762311788068877	18.694991582797638	RNA processing / transcription	1.7737399339675903	0.9353657066085752	0.0948778139916207	0.0948778139916207	0.004398069047543	1.8193468573847944	0.0228586479772922	-0.0228586479772922	low_information	0.0201784564207119	-0.0010572724019838	middle	middle	Middle band	middle	Fig. 2 frozen observed-shift x DepMap joint_grid	27.659574468085108	46.808510638297875	estimated	within model x cell line	Raw predicted scores retained; percentiles used for cross-model visualization.
