target	expression_control	expression_perturbed
ARFRP1	0.2264363318681717	0.1181113198399543
ARGLU1	1.1052807569503784	0.2514122724533081
ARID3A	0.9342494010925292	0.3696498274803161
ARIH1	0.2470739930868148	0.0171932484954595
ARL2	0.6129783391952515	0.0357373021543026
ARL4D	0.0560787543654441	0.0089118396863341
ARMC6	0.2204023003578186	0.0635135322809219
ARPC2	1.12368643283844	0.4238762259483337
ARPC3	1.5611605644226074	1.2400964498519895
ARPC4	0.584042489528656	0.0849077627062797
ASF1B	0.230862945318222	0.0220590345561504
ATF4	0.9454757571220398	0.2354913800954818
ATF5	0.118548072874546	0.0283590927720069
ATL2	0.2321178168058395	0.0434255562722682
ATP1A1	0.5975059270858765	0.0819504782557487
ATP2A2	0.6827138066291809	0.2283020913600921
ATP6AP1	0.1974605470895767	0.0212696939706802
ATP6AP2	0.3072205781936645	0.0290263891220092
ATP6V0B	1.6966898441314695	0.3634302020072937
ATP6V0C	1.1307334899902344	0.2922080457210541
ATP6V0D1	0.3458261489868164	0.0828867405652999
ATP6V1A	0.4210349023342132	0.0379292294383049
ATP6V1B2	0.1822842359542846	0.043477039784193
ATP6V1C1	0.2924659848213196	0.0377835258841514
ATP6V1D	0.2651395499706268	0.0518940761685371
ATP6V1E1	0.6499823331832886	0.0966569036245346
ATP6V1F	1.4287525415420532	0.2485259175300598
ATP6V1G1	1.3644030094146729	0.1630906611680984
ATP6V1H	0.2972646653652191	0.0492305234074592
ATR	0.3012146651744842	0.0340466313064098
ATRIP	0.1048165634274482	0.0031027882359921
AURKA	0.4832378625869751	0.1032592505216598
AURKAIP1	1.7438786029815674	0.4839540421962738
AURKB	0.2849532961845398	0.1710941195487976
BANF1	1.3578978776931765	0.5435264110565186
BANP	0.0953540727496147	0.0427961610257625
BAP1	0.1763269007205963	0.0282963830977678
BARD1	0.170820727944374	0.0197749678045511
BCAR1	0.0750221088528633	0.0405650474131107
BCAS2	0.5305906534194946	0.0895092785358429
BCL2L1	0.3798806369304657	0.2256135493516922
BCLAF1	1.2421056032180786	0.158352792263031
BCR	0.1300167888402938	0.0905933678150177
BCS1L	0.2345685064792633	0.0154687520116567
BDP1	0.621571958065033	0.1088368073105812
BET1	0.1915807574987411	0.02245301194489
BIRC5	0.7313262224197388	0.4163587093353271
BMS1	0.7821881175041199	0.2962218225002289
BNIP1	0.0938157439231872	0.0165223628282547
BOP1	0.5841187238693237	0.4738427102565765
BORA	0.1194791495800018	0.0154257835820317
BPTF	0.9667455554008484	0.4887235462665558
BRCA1	0.5514345169067383	0.1048182100057601
BRCA2	0.3664469718933105	0.0276769269257783
BRD4	0.8346900939941406	0.5840657353401184
BRD8	0.2382355034351349	0.0624518282711505
BRF1	0.0567463003098964	0.0087256170809268
BRF2	0.1041095107793808	0.0107596889138221
BRIP1	0.1483349949121475	0.0029697604477405
BRIX1	1.0276257991790771	0.27945077419281
BRK1	1.3646047115325928	0.2058368474245071
BTF3	2.5892488956451416	0.817501962184906
BTF3L4	0.6280106902122498	0.085428811609745
BUB1	0.506968080997467	0.0735774263739585
BUB1B	0.2182226032018661	0.0227570552378892
BUB3	0.7778899669647217	0.2714608013629913
BUD13	0.1192704737186431	0.0435338653624057
BUD31	0.7409119009971619	0.4551623165607452
BYSL	0.3573302328586578	0.0640412345528602
C12orf45	0.3914753198623657	0.0380752049386501
C17orf58	0.3429376184940338	0.0550528243184089
C19orf25	0.6011267900466919	0.1141987070441246
C19orf53	1.084981918334961	0.1951238811016082
C1D	0.601113498210907	0.0507880859076976
C1QBP	2.02793025970459	0.5233951210975647
C1orf109	0.3816784918308258	0.2700579762458801
C7orf26	0.084654301404953	0.015078404918313
C7orf50	0.3630208373069763	0.2652111351490021
C9orf16	1.2589449882507324	0.1556013226509094
C9orf78	1.266082763671875	0.3206229209899902
CACTIN	0.1168765872716903	0.0429512821137905
CAMLG	0.3206875920295715	0.0747327208518982
CAP1	1.2747691869735718	0.3884206116199493
CAPZB	0.7088700532913208	0.134678766131401
CASP8AP2	0.3638015389442444	0.0462270677089691
CBLL1	0.1963897198438644	0.0539092980325222
CBX1	0.4504423439502716	0.0462362989783287
CCAR1	0.9434210062026978	0.1375015377998352
CCDC115	0.1437015384435653	0.0196687877178192
CCDC130	0.1002999395132064	0.0482291728258132
CCDC137	0.5316334962844849	0.0491494759917259
CCDC174	0.2229440808296203	0.0410122126340866
CCDC59	0.5760709643363953	0.1277140825986862
CCDC84	0.0793784782290458	0.0117555046454072
CCDC86	0.3502078056335449	0.0458860769867897
CCNA2	0.8725583553314209	0.4406757056713104
CCNB1	0.8527896404266357	0.1004543453454971
CCNH	0.4280086457729339	0.0310343373566865
CCNK	0.258231371641159	0.2147588431835174
CCNL1	0.3557557463645935	0.0298802629113197
CCP110	0.1542849391698837	0.0
CCT2	1.6617590188980105	0.2744570672512054
CCT3	2.0905649662017822	0.3690263330936432
CCT4	1.5643742084503174	0.3693416118621826
CCT5	2.1286535263061523	0.3080182373523712
CCT6A	1.899182677268982	0.6589823961257935
CCT7	1.4139572381973269	0.1740432232618332
CCT8	2.0777151584625244	0.5226525068283081
CD2BP2	0.2374411523342132	0.0572280623018741
CD3EAP	0.4926236569881439	0.0169468093663454
CDC123	0.8799337148666382	0.0884097218513488
CDC16	0.5724822282791138	0.0762793347239494
CDC20	0.4579827785491943	0.2148454785346985
CDC23	0.2608372867107391	0.0598961636424064
CDC26	0.375843346118927	0.0712972432374954
CDC27	0.4260191023349762	0.2239030301570892
CDC37	0.9091381430625916	0.9055421352386476
CDC40	0.3232123553752899	0.1220529228448867
CDC42	1.045587182044983	0.2623420655727386
CDC45	0.9547259211540222	0.2377020567655563
CDC5L	0.5897150635719299	0.1396246403455734
CDC6	0.4827305674552917	0.1320231854915619
CDC7	0.1633762717247009	0.0152464061975479
CDC73	0.4904057681560516	0.1248733773827552
CDCA5	0.3388392031192779	0.17901511490345
CDCA8	0.4601343870162964	0.2257341295480728
CDIPT	0.1016802638769149	0.0087780468165874
CDK1	0.6683045029640198	0.2572088837623596
CDK11A	0.1580844968557357	0.0679524540901184
CDK2	0.1490954458713531	0.007326534949243
CDK9	0.1446956992149353	0.0235643554478883
CDT1	0.6391700506210327	0.4631525576114654
CEBPZ	0.8032044172286987	0.1485578268766403
CENPA	0.2617338597774505	0.1612193882465362
CENPC	0.301822692155838	0.041099801659584
CENPE	0.4023057818412781	0.0228296071290969
CENPH	0.4602223634719848	0.0563580244779586
CENPJ	0.1572170704603195	0.0301737152040004
CENPK	0.3831850886344909	0.0205685086548328
CENPN	0.4167145788669586	0.0874086543917656
CENPT	0.2346426099538803	0.0396869964897632
CENPW	0.6196023225784302	0.0811835601925849
CEP152	0.2110431641340255	0.0153169333934783
CEP192	0.1931258738040924	0.0515643954277038
CEP68	0.1061471998691558	0.025505980476737
CEP85	0.1987290233373642	0.0236283428966999
CEP97	0.0810592919588089	0.0030224556103348
CFDP1	0.6030140519142151	0.2886019051074981
CFL1	2.219170093536377	1.1444758176803589
CHAF1A	0.5316588282585144	0.0777917206287384
CHAF1B	0.1889213472604751	0.0099684027954936
CHCHD1	0.7482766509056091	0.1079935133457183
CHCHD2	2.714653253555298	0.7011626958847046
CHCHD4	0.3423130512237549	0.0316063798964023
CHD4	1.361898422241211	0.4332170188426971
CHEK1	0.5270380973815918	0.2154395580291748
CHERP	0.2747637033462524	0.1084967777132988
CHMP1A	0.1613772213459015	0.0519496351480484
CHMP2A	0.4673613309860229	0.2036138325929641
CHMP3	0.3873855173587799	0.0453841537237167
CHMP4B	0.2321694195270538	0.0236794147640466
CHMP5	0.4050870537757873	0.0897922739386558
CHMP6	0.0726144909858703	0.0024766672868281
CHMP7	0.1360032558441162	0.0319185219705104
CHORDC1	0.5008682012557983	0.048637967556715
CHTF18	0.0717273354530334	0.0058571882545948
CHTOP	0.4650979042053222	0.1154537051916122
CIAO1	0.4931396245956421	0.096244029700756
CIAPIN1	0.4024121165275574	0.0348960533738136
CINP	0.253375768661499	0.0403051003813743
CKAP5	0.7592106461524963	0.400259256362915
CLASRP	0.1746556460857391	0.0562989823520183
CLCC1	0.1485812813043594	0.010242992080748
CLK2	0.1004947274923324	0.0243291091173887
CLNS1A	0.92937034368515	0.1151526793837547
CLP1	0.1320419460535049	0.0357217192649841
CLSPN	0.9354132413864136	0.345684140920639
CLTC	1.1970434188842771	0.3462718725204468
CMPK1	0.5997800827026367	0.0940516665577888
CMTR1	0.129286840558052	0.0254102349281311
CNIH4	0.4085919857025146	0.0139387147501111
CNN2	0.2246158421039581	0.0261431727558374
CNOT1	0.544208288192749	0.1421155482530594
CNOT2	0.382222831249237	0.1198621168732643
CNOT3	0.2353670448064804	0.0463554784655571
COA5	0.3499331772327423	0.038163311779499
COASY	0.2642014622688293	0.0129716396331787
COG1	0.0619684159755706	0.0348510146141052
COG2	0.1815179735422134	0.018439145758748
COG3	0.1070658266544342	0.0114564355462789
COG4	0.2315642237663269	0.0157888047397136
COG6	0.115294374525547	0.0051178899593651
COG8	0.0998015031218528	0.0647527799010276
COPA	0.482891708612442	0.3385981321334839
COPB1	0.5002282857894897	0.2430185228586197
COPB2	0.6552858352661133	0.3660111427307129
COPE	1.047938108444214	0.1658278852701187
COPG1	0.1897940635681152	0.1354496479034423
COPS2	0.5323957800865173	0.0398688092827796
COPS3	0.6486748456954956	0.1413109600543975
COPS4	0.3707375228404999	0.0204632133245468
COPS5	0.7580610513687134	0.1760527342557907
COPS6	0.5432051420211792	0.0291482862085104
COPS8	0.4801838994026184	0.0780574083328247
COPZ1	0.6778495907783508	0.4763677716255188
COQ2	0.0845205932855606	0.0
COQ4	0.6260892152786255	0.0777307376265525
COQ5	0.1648313403129577	0.0103316437453031
COX10	0.1138844639062881	0.01652760989964
COX11	0.2738028466701507	0.0326688811182975
COX15	0.128240630030632	0.0
COX17	0.6298233270645142	0.0714067369699478
COX5A	1.7882494926452637	0.1952430307865142
COX5B	1.7841565608978271	0.4154714941978454
COX6C	1.3791344165802002	0.1529136598110199
COX7B	1.569478154182434	0.2696540653705597
COX7C	1.6957272291183472	0.2345781028270721
CPNE7	0.2015149146318435	0.0260149091482162
CPOX	0.1671469807624817	0.0135220699012279
CPSF1	0.1761695593595504	0.0240360777825117
CPSF2	0.3911757469177246	0.110734686255455
CPSF3	0.3584277331829071	0.0503825135529041
CPSF4	0.2039217054843902	0.0212534572929143
CPSF6	0.5699483752250671	0.1061723008751869
CRCP	0.3424975574016571	0.1123874634504318
CRKL	0.6971745491027832	0.1092995777726173
CRLS1	0.3778523802757263	0.0710860267281532
CRNKL1	0.1980937272310257	0.0997210592031478
CS	0.4633267819881439	0.0703297704458236
CSE1L	0.7022770643234253	0.0829725638031959
CSNK1A1	0.915730893611908	0.1809210032224655
CSNK2B	1.230790138244629	0.2689753174781799
CSTF1	0.2266541421413421	0.0459077097475528
CSTF3	0.4233530461788177	0.0593423284590244
CTCF	0.5510453581809998	0.3209441304206848
CTNNBL1	0.2815638482570648	0.0304668359458446
CTR9	0.281411349773407	0.0378524027764797
CTU2	0.2120597064495086	0.0205822456628084
CUL1	0.4674137234687805	0.1347754895687103
CUL2	0.3623033761978149	0.0668625086545944
CUL3	0.6595681309700012	0.1952621191740036
CWC15	0.5847021341323853	0.1440665572881698
CWC22	0.2938359379768371	0.1231166720390319
CWC25	0.2240673899650573	0.0660364851355552
CWF19L2	0.1690218299627304	0.0203162766993045
CXXC1	0.1461035311222076	0.0310625061392784
CYC1	1.1373883485794067	0.4360834956169128
CYCS	1.893722891807556	0.202802836894989
CYFIP1	0.2197161018848419	0.0346678048372268
DAD1	1.3524991273880005	0.192457914352417
DAP3	0.8379760384559631	0.0936614349484443
DARS	0.830119252204895	0.1047915518283844
DBF4	0.6146161556243896	0.1530922949314117
DBR1	0.1341503113508224	0.0095456466078758
DCAF6	0.2610040605068207	0.0921545028686523
DCLRE1B	0.0651793479919433	0.0149125847965478
DCTN1	0.3193413615226745	0.0358045175671577
DCTN2	0.5547690987586975	0.0526339262723922
DCTN3	0.453305721282959	0.0488996878266334
DCTN4	0.1833615005016327	0.0310653466731309
DCTN5	0.3342133164405823	0.0546210184693336
DCTN6	0.241173505783081	0.0515762418508529
DCUN1D5	1.0376091003417969	0.1995490044355392
DDB1	0.7487310767173767	0.4330080449581146
DDOST	0.5398209095001221	0.0837954357266426
DDX1	1.175475835800171	0.1450109928846359
DDX10	0.497450441122055	0.0567696839570999
DDX11	0.1750138700008392	0.03179332613945
DDX18	0.8189825415611267	0.1322204768657684
DDX19A	0.3419674038887024	0.0578370243310928
DDX19B	0.1135467439889907	0.0500319637358188
DDX20	0.2138879001140594	0.0189900565892457
DDX21	1.565377950668335	0.2892652153968811
DDX23	0.5101274251937866	0.1290360540151596
DDX24	0.6512120962142944	0.137234941124916
DDX27	0.537835955619812	0.1060615926980972
DDX3X	0.9909786581993104	0.3838209807872772
DDX41	0.2893528640270233	0.0654659494757652
DDX42	0.5668922662734985	0.1859292834997177
DDX46	1.2599833011627195	0.5129079818725586
DDX49	0.456145703792572	0.0616053864359855
DDX5	1.509454369544983	0.2754162847995758
DDX51	0.1653677821159362	0.0457149259746074
DDX52	0.5883931517601013	0.0564200729131698
DDX54	0.5046660900115967	0.1921237707138061
DDX55	0.3384847342967987	0.0408898554742336
DDX56	0.4459118247032165	0.0913779288530349
DDX59	0.0827751606702804	0.0066093523055315
DDX6	0.6384351849555969	0.1878783702850341
DENR	0.6288805603981018	0.0570262558758258
DERL2	0.2084892243146896	0.0071863774210214
DHDDS	0.1193133220076561	0.0047767111100256
DHFR	0.7745267152786255	0.6824299097061157
DHODH	0.1121809259057045	0.0363244228065013
DHPS	0.3709182739257812	0.1003865003585815
DHX15	0.6071767807006836	0.082856647670269
DHX16	0.2463533580303192	0.0417046621441841
DHX33	0.2233118265867233	0.0496708564460277
DHX36	0.7906808257102966	0.0439770631492137
DHX37	0.2368533760309219	0.0445185229182243
DHX8	0.1540660709142685	0.100646749138832
DHX9	1.2138198614120483	0.4909543097019195
DICER1	0.3073740303516388	0.0169900804758071
DIMT1	0.5549649596214294	0.0857784077525138
DIS3	0.5626237988471985	0.0396692007780075
DKC1	0.9752038717269896	0.134971484541893
DLD	0.6777004599571228	0.0644620507955551
DMAP1	0.2068173289299011	0.0510827265679836
DNAJA1	1.6807715892791748	0.6638336181640625
DNAJA3	0.2900393903255462	0.0240062065422534
DNAJC11	0.2641151547431946	0.0626528784632682
DNAJC17	0.0841946303844451	0.0155072463676333
DNAJC19	0.6122202277183533	0.127323105931282
DNAJC8	1.0882236957550049	0.0740385353565216
DNAJC9	0.8994049429893494	0.1275674998760223
DNM1	0.1610331535339355	0.0803723037242889
DNM1L	0.4883465468883514	0.0771792605519294
DNMT1	0.9592223167419434	0.1090696081519126
DNTTIP2	0.6266325116157532	0.0659162104129791
DOHH	0.3010388314723968	0.0104350671172142
DOLK	0.0822405591607093	0.0040832632221281
DONSON	0.2694458067417145	0.0424690693616867
DPAGT1	0.1665015369653701	0.0097575755789875
DPH2	0.229976087808609	0.0079640066251158
DPH3	0.6220881938934326	0.0782146230340004
DPH6	0.0969505906105041	0.0057625193148851
DPM2	0.5712944865226746	0.1027067974209785
DR1	0.4500980377197265	0.1064242646098136
DRAP1	0.8056573867797852	0.1256764829158783
DRG1	0.4806186854839325	0.0604554452002048
DSN1	0.1909558922052383	0.0223653614521026
DTL	0.4609001278877258	0.2452234029769897
DTYMK	0.9827157258987428	0.3309247493743896
DUT	1.2047498226165771	0.0897860825061798
DYNC1H1	0.6433711051940918	0.1723574101924896
DYNC1I2	0.4256164133548736	0.139171689748764
DYNLL1	1.7723942995071411	0.4542592465877533
DYNLRB1	0.3588397800922394	0.1926863044500351
E2F6	0.2713429629802704	0.0352269187569618
E4F1	0.188135415315628	0.0161003377288579
EARS2	0.129894807934761	0.0123371304944157
EBNA1BP2	1.2000370025634766	0.2338406443595886
ECD	0.1989372968673706	0.0238234624266624
ECT2	0.2815253436565399	0.0724250078201294
EDC4	0.2021274715662002	0.053199216723442
EEF1A1	4.437424659729004	3.5257301330566406
EEF1B2	2.75876784324646	0.9763559103012084
EEF1G	2.782350540161133	0.3890919387340545
EEF2	2.670839309692383	1.4358736276626587
EFTUD2	0.5686038732528687	0.3415933549404144
EGLN2	0.3894093930721283	0.2193514853715896
EIF1	2.362423896789551	0.7283050417900085
EIF1AD	0.2532962262630462	0.0271459724754095
EIF1AX	1.5618542432785034	0.5753045082092285
EIF2B1	0.5510085821151733	0.0531869567930698
EIF2B2	0.1379906982183456	0.0208467654883861
EIF2B3	0.6383476257324219	0.0462361760437488
EIF2B4	0.1982192099094391	0.0418880432844162
EIF2B5	0.3592607080936432	0.0720880478620529
EIF2S1	0.7906017303466797	0.1172622591257095
EIF2S2	1.5407830476760864	0.7661112546920776
EIF2S3	1.3725379705429075	0.277186632156372
EIF3A	1.5833616256713867	0.632571280002594
EIF3B	1.2333325147628784	0.4586898684501648
EIF3D	0.8734179139137268	0.1847669184207916
EIF3E	1.8911491632461548	0.7116977572441101
EIF3F	0.8910073041915894	0.343892902135849
EIF3G	1.3805261850357056	0.4009838402271271
EIF3H	1.3788563013076782	0.1880955100059509
EIF3I	1.7890708446502686	0.71787428855896
EIF3J	0.9563307166099548	0.0734042599797248
EIF3L	1.0519856214523315	0.0832909122109413
EIF3M	1.4058952331542969	0.2905637621879577
EIF4A1	2.3071539402008057	0.9050605893135072
EIF4B	1.5162372589111328	0.2363565564155578
EIF4E	0.7886478900909424	0.0592664815485477
EIF4G1	1.2352110147476196	0.336704671382904
EIF4G2	1.4402600526809692	0.6572020053863525
EIF5	1.4267046451568604	0.7317145466804504
EIF5A	2.1678388118743896	1.043906807899475
EIF6	0.9177451133728028	0.1382804214954376
ELAC2	0.2729655802249908	0.0177386291325092
ELL	0.0977209359407424	0.0183761529624462
ELOVL1	0.2690907120704651	0.0141562074422836
ELP2	0.3156491816043854	0.06014384329319
ELP3	0.1233837157487869	0.008267069235444
ELP5	0.215482160449028	0.0351794846355915
ELP6	0.56590735912323	0.1152917072176933
EMC1	0.1949154436588287	0.0081324502825737
EMC3	0.4807363450527191	0.1685700267553329
EMC4	0.4369697570800781	0.0155281675979495
EMC7	0.4439865946769714	0.0474653840065002
ENO1	2.555651903152466	0.3189877271652221
EP400	0.2849047183990478	0.0337073095142841
EPRS	1.4820042848587036	0.2209905087947845
ERAL1	0.3214624226093292	0.0393778644502162
ERCC2	0.1450751423835754	0.0052296845242381
ERCC3	0.1464948952198028	0.0090164886787533
ERH	1.4745177030563354	0.8568778038024902
ESF1	0.3896011710166931	0.1129254102706909
ESPL1	0.0888218060135841	0.0531294271349906
ETF1	1.0404428243637085	0.1892094314098358
EWSR1	0.9204440116882324	0.3165150880813598
EXOC1	0.1914122700691223	0.0222282875329256
EXOC2	0.1973212510347366	0.0148413572460412
EXOC3	0.4927858412265777	0.514853298664093
EXOC4	0.1819226890802383	0.0026413819286972
EXOC5	0.2663438022136688	0.0489799119532108
EXOC7	0.1490770429372787	0.0
EXOSC1	0.2662329077720642	0.0592444352805614
EXOSC10	0.384535014629364	0.0968062058091163
EXOSC2	0.2804952263832092	0.0432075783610343
EXOSC3	0.4407804906368255	0.0985891744494438
EXOSC4	0.4550003409385681	0.0886308699846267
EXOSC5	0.3864815235137939	0.0451731383800506
EXOSC6	0.4090308547019958	0.09498031437397
EXOSC7	0.7375847101211548	0.1721705943346023
EXOSC8	1.072922706604004	0.1556224822998047
EXOSC9	0.5455998182296753	0.1656513959169387
FAF2	0.3944109976291656	0.0247551072388887
FAM133B	0.4502357244491577	0.0958353728055954
FAM136A	0.9890164136886596	0.1991200298070907
FAM207A	0.7533389329910278	0.1608680188655853
FAM32A	0.3699712753295898	0.0959728062152862
FAM50A	0.2582539319992065	0.0
FARS2	0.1520260721445083	0.0094302613288164
FARSA	0.5816657543182373	0.0430863909423351
FARSB	0.5890921950340271	0.0418555177748203
FASTKD5	0.1426063477993011	0.0134216211736202
FAU	2.651852369308472	1.3317368030548096
FBL	1.257664442062378	0.0947790592908859
FBXO5	0.3921282589435577	0.167744368314743
FCF1	0.0812526792287826	0.0100314896553754
FDXR	0.3045473396778106	0.0290737431496381
FEN1	0.5785573124885559	0.055747490376234
FGFR1OP	0.1681977659463882	0.0131681729108095
FIP1L1	0.4982756972312927	0.0955552831292152
FNBP4	0.6658456325531006	0.080738864839077
FNTA	0.4857065677642822	0.0885068327188491
FOXL2	0.2366222143173217	0.0369786135852336
FTSJ3	0.3816741108894348	0.1885299980640411
FXN	0.288161426782608	0.0149018131196498
GAB2	0.0895646810531616	0.0327482409775257
GABPA	0.1699135303497314	0.0759717524051666
GAK	0.2572610080242157	0.159841313958168
GAPDH	3.112253189086914	1.7438808679580688
GAR1	0.7351490259170532	0.116372250020504
GARS	0.8290088772773743	0.3303059935569763
GATA1	0.5925734639167786	0.1159077137708664
GBF1	0.1412440240383148	0.0175850465893745
GEMIN4	0.1098938211798667	0.0
GEMIN5	0.3929444551467895	0.0168693009763956
GEMIN6	0.3021948039531708	0.0686222612857818
GEMIN7	0.2800805568695068	0.0254728104919195
GEMIN8	0.0728245079517364	0.0062367557547986
GET1	0.3205024600028991	0.1441320031881332
GET3	0.3975900113582611	0.0744647532701492
GFER	0.3444082140922546	0.0581620559096336
GFM1	0.4207342863082886	0.0200327467173337
GGPS1	0.2612721920013428	0.0408903807401657
GINS1	0.135773703455925	0.0114333042874932
GINS2	0.6318644881248474	0.0718615278601646
GINS3	0.1489811539649963	0.0082422392442822
GINS4	0.1755547523498535	0.0159607790410518
GIT2	0.1262711137533188	0.1053951680660247
GLE1	0.1435298025608062	0.0207485854625701
GLI4	0.0989933609962463	0.0281586088240146
GLMN	0.2428493648767471	0.0186867788434028
GLRX3	0.7040759325027466	0.1262342482805252
GLRX5	0.8211799263954163	0.0841044634580612
GMPPB	0.0622016936540603	0.0060754842124879
GMPS	0.9311196208000184	0.1709648221731186
GNB1L	0.2952735424041748	0.0242625568062067
GNL2	0.8156713843345642	0.11882134526968
GNL3	1.12894606590271	0.2579917311668396
GNL3L	0.3192769885063171	0.0213669929653406
GNPNAT1	0.25169637799263	0.0384538769721984
GOLT1B	0.1246865168213844	0.0209952574223279
GON4L	0.3187136948108673	0.1838401407003402
GOSR2	0.2338768541812896	0.0517521202564239
GPKOW	0.0761268064379692	0.012472616508603
GPN1	0.2884066104888916	0.0717431530356407
GPN2	0.1327477246522903	0.0236494485288858
GPN3	0.5117146372795105	0.0597699135541915
GPS1	0.3445503413677215	0.0800845921039581
GRB2	0.7188929915428162	0.5892969369888306
GRPEL1	0.4783211946487427	0.1350037753582
GRSF1	0.5231976509094238	0.0915627777576446
GRWD1	0.4397530853748321	0.0801350846886634
GSPT1	1.2592395544052124	0.2499868124723434
GTF2A1	0.1999336332082748	0.0418662652373313
GTF2A2	1.0807024240493774	0.1446174383163452
GTF2B	0.3565723598003387	0.0112388413399457
GTF2E1	0.1220012307167053	0.0184587612748146
GTF2E2	0.2790636420249939	0.0044021583162248
GTF2F1	0.4183835089206695	0.0516173727810382
GTF2F2	0.6482470631599426	0.0617861114442348
GTF2H1	0.2128133922815323	0.0363246016204357
GTF2H2	0.3073283433914184	0.0524321086704731
GTF2H2C	0.1254249066114425	0.0069845342077314
GTF2H3	0.420271098613739	0.034098070114851
GTF2H4	0.1674703508615493	0.0327830016613006
GTF3A	1.440884709358215	0.1534984707832336
GTF3C1	0.295121431350708	0.0220937598496675
GTF3C2	0.270947128534317	0.023246431723237
GTF3C3	0.2920173406600952	0.0136660588905215
GTF3C4	0.2905645072460174	0.1783451735973358
GTF3C5	0.3490821719169616	0.0492726638913154
GTF3C6	1.0133674144744873	0.1200268492102623
GTPBP4	1.1154658794403076	0.3527013957500458
GUCD1	0.1037573218345642	0.066433310508728
GUK1	1.284693717956543	0.343222975730896
H2AFX	0.5721302032470703	0.1136098653078079
H2AFZ	2.715151786804199	0.6351452469825745
H3F3A	2.8477354049682617	1.587411642074585
HARS	0.3860150873661041	0.0572071224451065
HARS2	0.0734646543860435	0.0
HAUS1	0.2332887053489685	0.0348196774721145
HAUS3	0.1539517343044281	0.0338847115635871
HAUS4	0.3430994749069214	0.012809345498681
HAUS5	0.1022194400429725	0.0214581359177827
HAUS6	0.3114278316497803	0.0642150864005088
HAUS8	0.1453450173139572	0.0373961143195629
HBS1L	0.5420070886611938	0.1070507764816284
HCFC1	0.3824991285800934	0.2495280802249908
HDAC3	0.3548791110515594	0.0833286121487617
HDAC7	0.1679031699895858	0.0648617967963218
HEATR1	0.6315688490867615	0.0484478622674942
HECTD1	0.8131280541419983	0.1202296763658523
HGS	0.2632299363613128	0.0172901898622512
HINFP	0.083617053925991	0.0081572607159614
HIRA	0.4253173172473907	0.2174294888973236
HIST1H2AE	0.0500201396644115	0.0100811757147312
HIST1H2BC	0.1932369023561477	0.0175362955778837
HIST1H2BJ	0.6168689727783203	0.1600202918052673
HIST1H2BN	0.2541984319686889	0.031219707801938
HIST2H2AC	0.3826007544994354	0.2292977422475814
HJURP	0.1797800958156585	0.0079451575875282
HLA-C	0.1136353015899658	0.152298554778099
HMGA1	2.429127693176269	0.6761890053749084
