context	target	expression_control	expression_perturbed	delta	abs_delta	direction	expression_available	shown_in_panel
HCC1143	HDGF	0.915727350983555	0.5054015967809091	-0.41032575420264583	0.41032575420264583	decreased_or_unchanged	True	True
HCC1143	COMMD6	1.077316247861834	0.7037319862387551	-0.373584261623079	0.373584261623079	decreased_or_unchanged	True	True
HCC1143	TADA3	0.5820443536826683	0.2584589851933935	-0.32358536848927477	0.32358536848927477	decreased_or_unchanged	True	True
HCC1143	PCBD1	0.6593165487438917	0.3639882976626391	-0.29532825108125255	0.29532825108125255	decreased_or_unchanged	True	True
HCC1143	XBP1	0.5603312799694902	0.2802665825940025	-0.28006469737548767	0.28006469737548767	decreased_or_unchanged	True	True
HCC1143	PMF1	0.4057354744443542	0.1777277196886487	-0.2280077547557055	0.2280077547557055	decreased_or_unchanged	True	True
HCC1143	STAT3	0.4265814802859512	0.1993690841957231	-0.2272123960902281	0.2272123960902281	decreased_or_unchanged	True	True
HCC1143	SS18L2	0.3660170574614728	0.1441169413091184	-0.2219001161523544	0.2219001161523544	decreased_or_unchanged	True	True
HCC1143	PRPF6	0.7216963514738823	0.5340959944809673	-0.187600356992915	0.187600356992915	decreased_or_unchanged	True	True
HCC1143	VEZF1	0.3548826051221964	0.1699268811726396	-0.18495572394955678	0.18495572394955678	decreased_or_unchanged	True	True
HCC1143	MIER1	0.3981860927505127	0.2391140046680167	-0.159072088082496	0.159072088082496	decreased_or_unchanged	True	True
HCC1143	MYBL1	0.5285678197828075	0.3888307559814423	-0.13973706380136525	0.13973706380136525	decreased_or_unchanged	True	True
HCC1143	TMF1	0.2115358687788996	0.0744284031026104	-0.1371074656762892	0.1371074656762892	decreased_or_unchanged	True	True
HCC1143	ARID1A	0.356178503558978	0.2322133910162439	-0.12396511254273412	0.12396511254273412	decreased_or_unchanged	True	True
HCC1143	GON4L	0.3374881304704646	0.2366018443144507	-0.10088628615601392	0.10088628615601392	decreased_or_unchanged	True	True
HCC1143	ZNF131	0.5956981160308014	0.5012400908186349	-0.09445802521216651	0.09445802521216651	decreased_or_unchanged	True	True
HCC1143	ZNF24	0.2996439352278122	0.2212955537645963	-0.07834838146321588	0.07834838146321588	decreased_or_unchanged	True	True
HCC1143	UBP1	0.1941515503496482	0.1414977377048119	-0.05265381264483632	0.05265381264483632	decreased_or_unchanged	True	True
HCC1143	ZBTB20	0.3526567327377557	0.3081133373177117	-0.04454339542004404	0.04454339542004404	decreased_or_unchanged	True	True
HCC1143	ERC1	0.5055874868859743	0.4620922126689402	-0.04349527421703414	0.04349527421703414	decreased_or_unchanged	True	True
HCC1143	CDKN2A	0.3922839858040306	0.432005499343213	0.03972151353918235	0.03972151353918235	increased	True	True
HCC1143	KLF3	0.3271675486877748	0.3638879854504294	0.036720436762654574	0.036720436762654574	increased	True	True
HCC1143	BMPR1A	0.1555422013007293	0.1316118804150579	-0.023930320885671402	0.023930320885671402	decreased_or_unchanged	True	True
HCC1143	NCOA1	0.0995314602590118	0.0761025581403533	-0.0234289021186585	0.0234289021186585	decreased_or_unchanged	True	True
HCC1143	ZBTB17	0.0754022248142971	0.0544009631476684	-0.021001261666628704	0.021001261666628704	decreased_or_unchanged	True	True
HCC1143	SMAD1	0.0987524473955501	0.0833149876223848	-0.015437459773165296	0.015437459773165296	decreased_or_unchanged	True	True
HCC1143	PEX14	0.209960639581057	0.1956093131706837	-0.014351326410373316	0.014351326410373316	decreased_or_unchanged	True	True
HCC1143	THRA	0.0440544487427032	0.029984707871015	-0.014069740871688202	0.014069740871688202	decreased_or_unchanged	True	True
HCC1143	ZNF566	0.074892488786397	0.0883486584627897	0.01345616967639271	0.01345616967639271	increased	True	True
HCC1143	ZBTB5	0.0578939130082983	0.069236710634077	0.011342797625778708	0.011342797625778708	increased	True	True
HCC1143	TAB3	0.0612031222967565	0.0563175835552555	-0.004885538741501001	0.004885538741501001	decreased_or_unchanged	True	True
HCC1143	RORC	0.0086201813837128	0.004505567105755	-0.004114614277957801	0.004114614277957801	decreased_or_unchanged	True	True
HCC1143	MAML3	0.0182634885299204	0.0196416044601981	0.0013781159302776978	0.0013781159302776978	increased	True	True
HCC1143	ETV3	0.0694481952272534	0.0701819680744949	0.0007337728472414928	0.0007337728472414928	increased	True	True
HCC1143	THAP8	0.0388118608901373	0.0383644051508729	-0.0004474557392643991	0.0004474557392643991	decreased_or_unchanged	True	True
HCC1143	HLX	0.004762195914178	0.0043367910909408	-0.0004254048232372005	0.0004254048232372005	decreased_or_unchanged	True	True
K562 7d	YY1	0.6593188510050945	0.561478321913286	-0.09784052909180851	0.09784052909180851	decreased_or_unchanged	True	True
K562 7d	EGR1	0.1705049563597471	0.2373399727977416	0.0668350164379945	0.0668350164379945	increased	True	True
K562 7d	ELF1	0.2217666196741481	0.1874649512640195	-0.034301668410128605	0.034301668410128605	decreased_or_unchanged	True	True
K562 7d	E2F4	0.2268873169963149	0.2063712236967946	-0.02051609329952031	0.02051609329952031	decreased_or_unchanged	True	True
K562 7d	GABPA	0.1074791937616465	0.1275835995775943	0.0201044058159478	0.0201044058159478	increased	True	True
K562 7d	IRF1	0.0366960514891962	0.0296741885390087	-0.007021862950187498	0.007021862950187498	decreased_or_unchanged	True	True
K562 7d	ELK1	0.1379550051210986	0.1330015780371728	-0.004953427083925793	0.004953427083925793	decreased_or_unchanged	True	True
K562 7d	CREB1	0.1136627277217232	0.1088498238925666	-0.004812903829156598	0.004812903829156598	decreased_or_unchanged	True	True
K562 7d	NR2C2	0.0355270951167275	0.0336721700400204	-0.0018549250767070993	0.0018549250767070993	decreased_or_unchanged	True	True
K562 7d	ETS1	0.0001440369232562	0.0003127220995662	0.00016868517630999998	0.00016868517630999998	increased	True	True
K562 13d	E2F4	0.3159649230490701	0.2799389478623006	-0.03602597518676948	0.03602597518676948	decreased_or_unchanged	True	True
K562 13d	YY1	0.53078581369142	0.5000870084916116	-0.030698805199808388	0.030698805199808388	decreased_or_unchanged	True	True
K562 13d	ELF1	0.1292229806462932	0.1126873074855554	-0.0165356731607378	0.0165356731607378	decreased_or_unchanged	True	True
K562 13d	CREB1	0.103690520029913	0.0909320442470726	-0.012758475782840395	0.012758475782840395	decreased_or_unchanged	True	True
K562 13d	IRF1	0.0507679036560319	0.0405929538914521	-0.010174949764579798	0.010174949764579798	decreased_or_unchanged	True	True
K562 13d	GABPA	0.0399644144772223	0.0466745548653145	0.006710140388092201	0.006710140388092201	increased	True	True
K562 13d	NR2C2	0.0187492802994971	0.0224162869496323	0.0036670066501351996	0.0036670066501351996	increased	True	True
K562 13d	ELK1	0.0764430280111289	0.07974238897771	0.003299360966581094	0.003299360966581094	increased	True	True
K562 13d	EGR1	0.0540157506214963	0.0539934686802192	-2.2281941277096928e-05	2.2281941277096928e-05	decreased_or_unchanged	True	True
K562 13d	ETS1	0.0	0.0	0.0	0.0	decreased_or_unchanged	True	True
Replogle K562 essential	RPS8	3.8368749618530273	0.7754154801368713	-3.061459481716156	3.061459481716156	decreased_or_unchanged	True	True
Replogle K562 essential	RPS18	4.183973789215088	1.448773980140686	-2.735199809074402	2.735199809074402	decreased_or_unchanged	True	True
Replogle K562 essential	RPS3	3.779446840286255	1.160308599472046	-2.619138240814209	2.619138240814209	decreased_or_unchanged	True	True
Replogle K562 essential	RPS4X	3.498402833938598	0.8964027166366577	-2.6020001173019405	2.6020001173019405	decreased_or_unchanged	True	True
Replogle K562 essential	RPL41	3.3530642986297607	0.7899795770645142	-2.5630847215652466	2.5630847215652466	decreased_or_unchanged	True	True
Replogle K562 essential	RPL28	3.4089467525482178	0.8525147438049316	-2.556432008743286	2.556432008743286	decreased_or_unchanged	True	True
Replogle K562 essential	RPS2	4.322216510772705	1.8454819917678835	-2.4767345190048218	2.4767345190048218	decreased_or_unchanged	True	True
Replogle K562 essential	PTMA	3.460167169570923	1.0333640575408936	-2.4268031120300293	2.4268031120300293	decreased_or_unchanged	True	True
Replogle K562 essential	RPS19	3.663975477218628	1.2403875589370728	-2.423587918281555	2.423587918281555	decreased_or_unchanged	True	True
Replogle K562 essential	RPS6	3.225022077560425	0.8249009251594543	-2.4001211524009705	2.4001211524009705	decreased_or_unchanged	True	True
Replogle K562 essential	EEF1G	2.782350540161133	0.3890919387340545	-2.3932586014270782	2.3932586014270782	decreased_or_unchanged	True	True
Replogle K562 essential	RPS27A	3.7755300998687744	1.382726788520813	-2.3928033113479614	2.3928033113479614	decreased_or_unchanged	True	True
Replogle K562 essential	RPL29	3.4245400428771973	1.0661673545837402	-2.358372688293457	2.358372688293457	decreased_or_unchanged	True	True
Replogle K562 essential	RPS12	4.07343339920044	1.7185245752334597	-2.354908823966981	2.354908823966981	decreased_or_unchanged	True	True
Replogle K562 essential	RPL14	3.667335510253906	1.3293582201004028	-2.337977290153503	2.337977290153503	decreased_or_unchanged	True	True
Replogle K562 essential	RPL19	3.778722047805786	1.4440816640853882	-2.334640383720398	2.334640383720398	decreased_or_unchanged	True	True
Replogle K562 essential	RPL6	3.2394251823425293	0.9226832389831544	-2.316741943359375	2.316741943359375	decreased_or_unchanged	True	True
Replogle K562 essential	RPS23	3.826218366622925	1.5460463762283323	-2.2801719903945923	2.2801719903945923	decreased_or_unchanged	True	True
Replogle K562 essential	RPL17	3.045003890991211	0.7789221405982971	-2.266081750392914	2.266081750392914	decreased_or_unchanged	True	True
Replogle K562 essential	RPS24	3.2473466396331787	0.9904609322547911	-2.2568857073783875	2.2568857073783875	decreased_or_unchanged	True	True
Replogle K562 essential	ENO1	2.555651903152466	0.3189877271652221	-2.2366641759872437	2.2366641759872437	decreased_or_unchanged	True	True
Replogle K562 essential	RPL26	2.9458987712860107	0.745294988155365	-2.2006037831306458	2.2006037831306458	decreased_or_unchanged	True	True
Replogle K562 essential	RPL27	2.5449042320251465	0.3576213419437408	-2.1872828900814056	2.1872828900814056	decreased_or_unchanged	True	True
Replogle K562 essential	RPS5	3.3184731006622314	1.1351580619812012	-2.1833150386810303	2.1833150386810303	decreased_or_unchanged	True	True
Replogle K562 essential	RPLP1	4.30178689956665	2.129270076751709	-2.1725168228149414	2.1725168228149414	decreased_or_unchanged	True	True
Replogle K562 essential	RPL24	2.996793031692505	0.8328521251678467	-2.163940906524658	2.163940906524658	decreased_or_unchanged	True	True
Replogle K562 essential	RPS13	2.95680570602417	0.832048773765564	-2.124756932258606	2.124756932258606	decreased_or_unchanged	True	True
Replogle K562 essential	NPM1	3.5871970653533936	1.4699534177780151	-2.1172436475753784	2.1172436475753784	decreased_or_unchanged	True	True
Replogle K562 essential	RPL36	2.926652431488037	0.8160289525985718	-2.1106234788894653	2.1106234788894653	decreased_or_unchanged	True	True
Replogle K562 essential	H2AFZ	2.715151786804199	0.6351452469825745	-2.0800065398216248	2.0800065398216248	decreased_or_unchanged	True	True
Replogle K562 essential	UQCRH	3.0479273796081543	0.98045015335083	-2.067477226257324	2.067477226257324	decreased_or_unchanged	True	True
Replogle K562 essential	RPL23A	2.8922338485717773	0.8255484104156494	-2.066685438156128	2.066685438156128	decreased_or_unchanged	True	True
Replogle K562 essential	RPS16	3.2819066047668457	1.2180070877075195	-2.063899517059326	2.063899517059326	decreased_or_unchanged	True	True
Replogle K562 essential	RPS7	3.4581079483032227	1.4013019800186155	-2.056805968284607	2.056805968284607	decreased_or_unchanged	True	True
Replogle K562 essential	RPS11	3.0031192302703857	0.9726284742355348	-2.030490756034851	2.030490756034851	decreased_or_unchanged	True	True
Replogle K562 essential	RPS27	3.0799460411071777	1.0655174255371094	-2.0144286155700684	2.0144286155700684	decreased_or_unchanged	True	True
Replogle K562 essential	CHCHD2	2.714653253555298	0.7011626958847046	-2.0134905576705933	2.0134905576705933	decreased_or_unchanged	True	True
Replogle K562 essential	RPL39	3.132746458053589	1.148220419883728	-1.9845260381698608	1.9845260381698608	decreased_or_unchanged	True	True
Replogle K562 essential	RPLP0	3.7164108753204346	1.73446786403656	-1.9819430112838745	1.9819430112838745	decreased_or_unchanged	True	True
Replogle K562 essential	RPL23	2.6768031120300293	0.7003974318504333	-1.976405680179596	1.976405680179596	decreased_or_unchanged	True	True
Replogle K562 essential	NACA	2.864809989929199	0.9172566533088684	-1.9475533366203308	1.9475533366203308	decreased_or_unchanged	True	True
Replogle K562 essential	TUBA1B	2.8593504428863525	0.9207969903945924	-1.9385534524917603	1.9385534524917603	decreased_or_unchanged	True	True
Replogle K562 essential	PPIA	2.642384529113769	0.7143736481666565	-1.9280108809471126	1.9280108809471126	decreased_or_unchanged	True	True
Replogle K562 essential	RPSA	3.7342281341552734	1.8458560705184937	-1.8883720636367798	1.8883720636367798	decreased_or_unchanged	True	True
Replogle K562 essential	RPL7	3.225902557373047	1.337571382522583	-1.8883311748504639	1.8883311748504639	decreased_or_unchanged	True	True
Replogle K562 essential	RPLP2	2.8788421154022217	0.9928438067436218	-1.8859983086585999	1.8859983086585999	decreased_or_unchanged	True	True
Replogle K562 essential	UBE2L3	2.38101863861084	0.4990045428276062	-1.8820140957832336	1.8820140957832336	decreased_or_unchanged	True	True
Replogle K562 essential	RPL11	3.6009676456451416	1.720290184020996	-1.8806774616241455	1.8806774616241455	decreased_or_unchanged	True	True
Replogle K562 essential	RPS15A	3.234790086746216	1.3575056791305542	-1.8772844076156616	1.8772844076156616	decreased_or_unchanged	True	True
Replogle K562 essential	RPS9	3.212590456008911	1.3402295112609863	-1.8723609447479248	1.8723609447479248	decreased_or_unchanged	True	True
Replogle K562 essential	RPL5	3.3530690670013428	1.4959783554077148	-1.857090711593628	1.857090711593628	decreased_or_unchanged	True	True
Replogle K562 essential	RPL15	3.657918930053711	1.8066110610961916	-1.8513078689575193	1.8513078689575193	decreased_or_unchanged	True	True
Replogle K562 essential	RPL30	3.1541996002197266	1.319204807281494	-1.8349947929382326	1.8349947929382326	decreased_or_unchanged	True	True
Replogle K562 essential	RPL32	3.7101643085479736	1.8754322528839111	-1.8347320556640625	1.8347320556640625	decreased_or_unchanged	True	True
Replogle K562 essential	CCT5	2.1286535263061523	0.3080182373523712	-1.8206352889537811	1.8206352889537811	decreased_or_unchanged	True	True
Replogle K562 essential	RPL18	3.4405977725982666	1.6200581789016724	-1.8205395936965942	1.8205395936965942	decreased_or_unchanged	True	True
Replogle K562 essential	TPT1	3.3328187465667725	1.5168501138687134	-1.815968632698059	1.815968632698059	decreased_or_unchanged	True	True
Replogle K562 essential	PFN1	2.2317214012146	0.4227046072483063	-1.8090167939662938	1.8090167939662938	decreased_or_unchanged	True	True
Replogle K562 essential	RPL36A	2.367538928985596	0.5600262880325317	-1.8075126409530644	1.8075126409530644	decreased_or_unchanged	True	True
Replogle K562 essential	RPS14	3.650329351425171	1.8537676334381104	-1.7965617179870605	1.7965617179870605	decreased_or_unchanged	True	True
Replogle K562 essential	RPL34	3.0818986892700195	1.2932430505752563	-1.7886556386947632	1.7886556386947632	decreased_or_unchanged	True	True
Replogle K562 essential	EEF1B2	2.75876784324646	0.9763559103012084	-1.7824119329452515	1.7824119329452515	decreased_or_unchanged	True	True
Replogle K562 essential	YBX1	3.726728439331055	1.9474472999572756	-1.7792811393737795	1.7792811393737795	decreased_or_unchanged	True	True
Replogle K562 essential	BTF3	2.5892488956451416	0.817501962184906	-1.7717469334602356	1.7717469334602356	decreased_or_unchanged	True	True
Replogle K562 essential	RPL27A	2.417574405670166	0.6566992998123169	-1.7608751058578491	1.7608751058578491	decreased_or_unchanged	True	True
Replogle K562 essential	RPL8	3.5176424980163574	1.7574782371520996	-1.7601642608642578	1.7601642608642578	decreased_or_unchanged	True	True
Replogle K562 essential	HMGA1	2.429127693176269	0.6761890053749084	-1.7529386878013606	1.7529386878013606	decreased_or_unchanged	True	True
Replogle K562 essential	RPS26	2.227825880050659	0.4938137829303741	-1.734012097120285	1.734012097120285	decreased_or_unchanged	True	True
Replogle K562 essential	RPL10A	3.046816825866699	1.3164292573928833	-1.730387568473816	1.730387568473816	decreased_or_unchanged	True	True
Replogle K562 essential	CCT3	2.0905649662017822	0.3690263330936432	-1.721538633108139	1.721538633108139	decreased_or_unchanged	True	True
Replogle K562 essential	NDUFA4	1.8520334959030151	0.1309145241975784	-1.7211189717054367	1.7211189717054367	decreased_or_unchanged	True	True
Replogle K562 essential	RPL13	3.592498302459717	1.8743345737457275	-1.7181637287139893	1.7181637287139893	decreased_or_unchanged	True	True
Replogle K562 essential	RPL21	3.193138837814331	1.4750397205352783	-1.7180991172790527	1.7180991172790527	decreased_or_unchanged	True	True
Replogle K562 essential	RPL10	3.587798357009888	1.871722221374512	-1.7160761356353762	1.7160761356353762	decreased_or_unchanged	True	True
Replogle K562 essential	TOMM20	2.041100025177002	0.3391406834125519	-1.70195934176445	1.70195934176445	decreased_or_unchanged	True	True
Replogle K562 essential	RPL37A	3.131023645401001	1.438204646110535	-1.692818999290466	1.692818999290466	decreased_or_unchanged	True	True
Replogle K562 essential	CYCS	1.893722891807556	0.202802836894989	-1.690920054912567	1.690920054912567	decreased_or_unchanged	True	True
Replogle K562 essential	HSPE1	2.561159133911133	0.8778442740440369	-1.683314859867096	1.683314859867096	decreased_or_unchanged	True	True
Replogle K562 essential	RPS3A	3.69629430770874	2.0190272331237797	-1.67726707458496	1.67726707458496	decreased_or_unchanged	True	True
Replogle K562 essential	RPL4	2.814540386199951	1.1519657373428345	-1.6625746488571167	1.6625746488571167	decreased_or_unchanged	True	True
Replogle K562 essential	RPS15	3.634512186050415	1.9755693674087524	-1.6589428186416626	1.6589428186416626	decreased_or_unchanged	True	True
Replogle K562 essential	RPL18A	3.628854990005493	1.9702610969543457	-1.6585938930511475	1.6585938930511475	decreased_or_unchanged	True	True
Replogle K562 essential	RPS28	3.068057060241699	1.4252727031707764	-1.6427843570709229	1.6427843570709229	decreased_or_unchanged	True	True
Replogle K562 essential	EIF1	2.362423896789551	0.7283050417900085	-1.6341188549995422	1.6341188549995422	decreased_or_unchanged	True	True
Replogle K562 essential	RPL9	3.250806331634521	1.6258699893951416	-1.6249363422393794	1.6249363422393794	decreased_or_unchanged	True	True
Replogle K562 essential	SERBP1	2.506314754486084	0.8992695808410645	-1.6070451736450195	1.6070451736450195	decreased_or_unchanged	True	True
Replogle K562 essential	RPL38	2.064688444137573	0.4710071384906769	-1.593681305646896	1.593681305646896	decreased_or_unchanged	True	True
Replogle K562 essential	COX5A	1.7882494926452637	0.1952430307865142	-1.5930064618587494	1.5930064618587494	decreased_or_unchanged	True	True
Replogle K562 essential	RPL35	2.975877523422241	1.4056938886642456	-1.5701836347579956	1.5701836347579956	decreased_or_unchanged	True	True
Replogle K562 essential	PPA1	1.8373732566833496	0.275922417640686	-1.5614508390426636	1.5614508390426636	decreased_or_unchanged	True	True
Replogle K562 essential	RPL12	3.222578525543213	1.6620105504989624	-1.5605679750442505	1.5605679750442505	decreased_or_unchanged	True	True
Replogle K562 essential	SLC25A3	2.1001718044281006	0.5397729277610779	-1.5603988766670227	1.5603988766670227	decreased_or_unchanged	True	True
Replogle K562 essential	CCT8	2.0777151584625244	0.5226525068283081	-1.5550626516342163	1.5550626516342163	decreased_or_unchanged	True	True
Replogle K562 essential	HSP90B1	1.864848494529724	0.3270464241504669	-1.537802070379257	1.537802070379257	decreased_or_unchanged	True	True
Replogle K562 essential	RPL37	3.326557159423828	1.8218110799789429	-1.5047460794448853	1.5047460794448853	decreased_or_unchanged	True	True
Replogle K562 essential	C1QBP	2.02793025970459	0.5233951210975647	-1.5045351386070251	1.5045351386070251	decreased_or_unchanged	True	True
Replogle K562 essential	RPS21	2.8376917839050293	1.366840958595276	-1.4708508253097532	1.4708508253097532	decreased_or_unchanged	True	True
Replogle K562 essential	NEDD8	1.6715068817138672	0.201645016670227	-1.4698618650436401	1.4698618650436401	decreased_or_unchanged	True	True
Replogle K562 essential	RPL35A	2.795182466506958	1.3281913995742798	-1.4669910669326782	1.4669910669326782	decreased_or_unchanged	True	True
Replogle K562 essential	SOD1	1.5988011360168457	0.1346804201602935	-1.4641207158565521	1.4641207158565521	decreased_or_unchanged	True	True
Replogle K562 essential	COX7C	1.6957272291183472	0.2345781028270721	-1.461149126291275	1.461149126291275	decreased_or_unchanged	True	True
Replogle K562 essential	PFDN5	1.7430012226104736	0.2889957129955292	-1.4540055096149445	1.4540055096149445	decreased_or_unchanged	True	True
Replogle K562 essential	HSPA9	1.7609121799468994	0.3093700706958771	-1.4515421092510223	1.4515421092510223	decreased_or_unchanged	True	True
Replogle K562 essential	SKP1	1.6363632678985596	0.2171235084533691	-1.4192397594451904	1.4192397594451904	decreased_or_unchanged	True	True
