context	profile	umap1	umap2	is_control	umap_available	n_cells_profile	n_features_umap	umap_method	is_highlight
HCC38	UBP1	-0.8879886865615845	2.402462720870972	False	True				False
HCC38	VEZF1	-0.4223670065402984	6.135856628417969	False	True				False
HCC38	XBP1	-0.1378452777862548	4.139520168304443	False	True				False
HCC38	YBX1	0.0151034360751509	2.557588815689087	False	True				False
HCC38	ZBTB17	1.70743727684021	3.063954591751098	False	True				False
HCC38	ZBTB20	-0.4005516171455383	5.753397941589356	False	True				False
HCC38	ZBTB5	0.6255407929420471	5.1982011795043945	False	True				False
HCC38	ZNF131	0.2349481433629989	6.12861967086792	False	True				False
HCC38	ZNF24	-0.6282921433448792	4.147018909454346	False	True				False
HCC38	ZNF566	1.2197508811950684	5.643124103546143	False	True				False
HCC1143	control	5.943431377410889	3.564429998397827	True	True				False
HCC1143	ARID1A	5.326613903045654	2.5981884002685547	False	True				False
HCC1143	BMPR1A	5.735822677612305	4.945460796356201	False	True				False
HCC1143	CDKN2A	6.407556533813477	3.793292760848999	False	True				False
HCC1143	COMMD6	4.27923059463501	2.845875740051269	False	True				False
HCC1143	ENY2	4.412012100219727	3.759512424468994	False	True				False
HCC1143	ERC1	3.767275094985962	2.966454267501831	False	True				False
HCC1143	ETV3	6.529021263122559	4.608123779296875	False	True				False
HCC1143	GON4L	7.626965522766113	4.45113468170166	False	True				False
HCC1143	HDGF	6.860710144042969	4.253717422485352	False	True				False
HCC1143	HLX	7.776236057281494	3.7328927516937256	False	True				False
HCC1143	KLF3	6.088342189788818	3.90878701210022	False	True				False
HCC1143	LAMTOR5	3.7114453315734863	2.585392713546753	False	True				False
HCC1143	MAML3	3.93117618560791	4.361451625823975	False	True				False
HCC1143	MIER1	3.1981565952301025	4.747197151184082	False	True				False
HCC1143	MTDH	5.116885185241699	4.738487720489502	False	True				False
HCC1143	MYBL1	5.56870174407959	4.487830638885498	False	True				False
HCC1143	NCOA1	6.636699676513672	2.92720627784729	False	True				False
HCC1143	NPM1	6.460617542266846	5.114940166473389	False	True				False
HCC1143	PA2G4	5.310665607452393	3.3915464878082275	False	True				False
HCC1143	PARK7	3.379523038864136	3.481804132461548	False	True				False
HCC1143	PCBD1	4.849058151245117	4.172760486602783	False	True				False
HCC1143	PEX14	5.807249069213867	2.6974825859069824	False	True				False
HCC1143	PFDN5	6.124223232269287	5.542069435119629	False	True				False
HCC1143	PMF1	4.9953227043151855	6.160761833190918	False	True				False
HCC1143	PRDX2	4.605700492858887	5.96426248550415	False	True				False
HCC1143	PRPF6	8.101171493530273	4.256793022155762	False	True				False
HCC1143	RORC	7.216287136077881	4.720755100250244	False	True				False
HCC1143	RPS3	5.756421089172363	3.887739896774292	False	True				False
HCC1143	RUVBL2	3.219010829925537	5.389406204223633	False	True				False
HCC1143	SMAD1	3.83758544921875	3.657460927963257	False	True				False
HCC1143	STAT3	4.959218978881836	3.112080812454224	False	True				False
HCC1143	TAB3	4.03501558303833	2.186943292617798	False	True				False
HCC1143	TADA3	7.195237159729004	3.5311670303344727	False	True				False
HCC1143	THAP8	7.539765357971191	5.657246112823486	False	True				False
HCC1143	THRA	6.179967880249023	3.0742897987365723	False	True				False
HCC1143	TMF1	4.089914798736572	4.208193302154541	False	True				False
HCC1143	TMSB4X	6.806154251098633	3.6219735145568848	False	True				False
HCC1143	UBP1	3.6951382160186768	5.256480693817139	False	True				False
HCC1143	VEZF1	7.258550643920898	4.126148223876953	False	True				False
HCC1143	XBP1	4.622771739959717	4.876387596130371	False	True				False
HCC1143	YBX1	3.1567931175231934	4.224655628204346	False	True				False
HCC1143	ZBTB17	3.6861982345581055	5.885105133056641	False	True				False
HCC1143	ZBTB20	5.048190593719482	3.6833035945892334	False	True				False
HCC1143	ZBTB5	4.911611080169678	2.466936588287353	False	True				False
HCC1143	ZNF131	7.4896559715271	3.228759527206421	False	True				False
HCC1143	ZNF24	4.5583696365356445	2.1585867404937744	False	True				False
HCC1143	ZNF566	7.288137912750244	6.05203914642334	False	True				False
K562 7d	control	38.527374267578125	15.182329177856444	True	True				False
K562 7d	CREB1	38.833126068115234	15.968850135803224	False	True				False
K562 7d	E2F4	38.062461853027344	17.720003128051758	False	True				False
K562 7d	EGR1	40.55795669555664	15.97243309020996	False	True				False
K562 7d	ELF1	39.38759994506836	17.952911376953125	False	True				False
K562 7d	ELK1	39.79161071777344	16.590059280395508	False	True				False
K562 7d	ETS1	40.64326095581055	17.16521644592285	False	True				False
K562 7d	GABPA	39.10269165039063	17.17169761657715	False	True				False
K562 7d	IRF1	39.652374267578125	15.167753219604492	False	True				False
K562 7d	NR2C2	37.69041061401367	15.874521255493164	False	True				False
K562 7d	YY1	37.74470138549805	16.68938636779785	False	True				False
K562 13d	control	5.131092071533203	-7.357706069946289	True	True				False
K562 13d	CREB1	5.460148811340332	-9.010440826416016	False	True				False
K562 13d	E2F4	4.987846374511719	-8.189717292785645	False	True				False
K562 13d	EGR1	5.831075191497803	-8.090229988098145	False	True				False
K562 13d	ELF1	4.10812520980835	-8.549774169921875	False	True				False
K562 13d	ELK1	6.656441688537598	-7.623875141143799	False	True				False
K562 13d	ETS1	5.2062087059021	-6.346015453338623	False	True				False
K562 13d	GABPA	5.984195232391357	-6.919660568237305	False	True				False
K562 13d	IRF1	6.431313514709473	-8.710470199584961	False	True				False
K562 13d	NR2C2	3.9432199001312256	-7.594933032989502	False	True				False
K562 13d	YY1	4.431514263153076	-6.725462436676025	False	True				False
Replogle K562 essential	control	7.3025374	-11.697992	True	True	200.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AAAS	8.4781065	-12.205116	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AAMP	5.6140866	-8.464613	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AARS	7.925223	-7.476813	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AARS2	7.705787	-12.929629	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AASDHPPT	5.9816732	-10.968307	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AATF	4.0572047	-8.547904	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABCB10	7.8819475	-9.075146	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABCB7	7.107392	-9.172617	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABCE1	6.725326	-8.58788	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABCF1	5.644486	-11.355767	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABCG1	6.487721	-11.612482	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABHD11	8.150649	-12.595585	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABHD17A	6.045307	-11.397574	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ABT1	4.523223	-9.700547	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACD	6.0497794	-11.41118	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACIN1	8.472705	-11.452738	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACOT12	9.523056	-12.239674	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTB	6.1917624	-10.898724	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTL6A	6.738027	-10.00739	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR10	7.225042	-12.16079	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR1A	9.1015	-11.530687	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR1B	8.145924	-11.898544	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR2	7.5481143	-12.455122	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR3	6.71234	-10.974169	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR6	7.5845604	-13.084328	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ACTR8	9.738484	-12.006282	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ADAT2	7.8894744	-10.52493	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ADAT3	4.766865	-9.605191	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ADRM1	9.103135	-12.496164	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ADSL	8.00029	-10.075465	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AHCTF1	9.544299	-12.403882	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AHCY	5.965773	-10.910771	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AIFM1	8.627029	-11.334259	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AKIRIN2	6.55123	-10.876074	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALDOA	9.540689	-9.05143	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALG1	6.445559	-11.75555	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALG11	7.8235474	-10.848406	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALG13	8.842361	-9.64008	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALG14	7.28779	-12.151302	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALG1L	6.90651	-11.868933	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALG2	7.4138737	-9.335225	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ALYREF	7.23368	-9.3108635	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC1	7.7066827	-12.9321575	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC10	6.7297387	-10.775128	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC11	9.097355	-12.139587	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC13	8.880758	-11.924582	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC15	7.0657144	-10.506586	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC2	8.667969	-12.227998	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC4	8.851506	-12.962504	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANAPC5	9.299643	-12.545513	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANKLE2	7.62998	-10.65137	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANKRD11	8.508683	-11.6052265	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANKRD49	8.255791	-12.382709	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANKS6	7.055645	-11.935775	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ANLN	7.5084324	-9.244119	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AP2M1	8.497404	-12.453664	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AP2S1	8.736591	-11.74157	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AQP7	8.067745	-11.42282	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AQR	11.28779	-9.453575	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARCN1	8.34245	-9.66566	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARF4	9.675155	-12.378327	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARFRP1	7.305962	-12.693096	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARGFX	7.470987	-10.962657	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARGLU1	7.0503764	-10.252671	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARHGAP11B	6.2209926	-11.248304	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARID3A	8.563685	-12.876551	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARIH1	9.855017	-8.360211	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARL2	10.303631	-11.647541	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARL4D	9.96175	-11.501046	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARMC6	6.509922	-11.402368	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARMC7	9.382614	-12.010324	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARPC2	7.872617	-10.0840645	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARPC3	8.861071	-9.417511	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ARPC4	7.545254	-10.1270275	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ASF1B	7.1219134	-11.810311	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATF4	6.3194027	-9.189187	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATF5	9.154259	-9.103789	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATL2	6.720982	-10.838689	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP1A1	8.099437	-10.011843	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP2A2	8.519728	-12.089792	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6AP1	7.1093655	-10.211369	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6AP2	7.3074594	-9.9956045	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V0B	8.9150095	-12.077449	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V0C	8.181317	-9.171519	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V0D1	10.27707	-10.901219	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1A	8.3755455	-9.414254	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1B2	9.410465	-9.564569	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1C1	7.891441	-11.871342	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1D	6.7645235	-11.227683	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1E1	7.293771	-11.132904	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1F	6.921628	-11.147564	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1G1	7.9117584	-9.818078	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATP6V1H	9.842835	-9.878167	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATR	9.387257	-10.292378	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	ATRIP	8.152916	-10.276128	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AURKA	9.39642	-8.992352	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AURKAIP1	8.871215	-11.22206	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	AURKB	5.621075	-9.989533	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BANF1	6.0713997	-12.041788	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BANP	7.492455	-9.672354	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BAP1	7.8153596	-12.525616	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BARD1	9.40251	-11.861032	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BCAR1	8.99536	-11.326281	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BCAS2	10.764478	-9.546624	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BCL2L1	8.084786	-11.422532	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BCLAF1	7.4502234	-10.294385	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BCR	10.431303	-10.004936	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BCS1L	8.404045	-11.12235	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BDP1	5.594025	-8.220144	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BET1	6.9228873	-10.105808	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BGLAP	11.26436	-10.458028	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BIRC5	8.429025	-10.775583	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BMS1	4.146659	-8.745948	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BNIP1	7.905223	-8.142239	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BOP1	9.382235	-12.027762	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BORA	7.3547	-9.023241	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BPTF	8.575845	-11.397934	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRCA1	7.920661	-10.404821	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRCA2	7.0486813	-12.059033	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRD4	7.914658	-11.497944	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRD8	8.604618	-10.261558	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRF1	7.456583	-9.35477	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRF2	7.7647038	-12.810326	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRIP1	9.2315645	-11.54259	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRIX1	7.041429	-9.422742	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BRK1	7.5553327	-11.189172	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BTF3	8.754136	-9.04123	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BTF3L4	6.6848464	-11.536419	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BUB1	9.42725	-12.488471	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BUB1B	6.52958	-10.169748	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BUB3	6.236033	-10.796372	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BUD13	11.18534	-10.00327	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BUD31	9.018837	-12.262414	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	BYSL	3.8129196	-8.726132	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	C12orf45	4.7833505	-9.7586775	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	C12orf60	7.785378	-9.562848	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	C14orf178	11.409026	-10.030007	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	C16orf86	6.9367757	-10.137212	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
Replogle K562 essential	C17orf58	9.848657	-11.684375	False	True	20.0	256.0	target-level sampled pseudobulk; log1p CPM; PCA; UMAP	False
