cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	dataset_role	control_target_prefix	single_perturbation_filter_status	single_perturbation_evidence_source	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_shift_top50_concentration	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	quadrant	shift_quantile	depmap_quantile	bridge_truth_metric	bridge_depmap_endpoint	bridge_n_targets	bridge_spearman_rho_aligned	bridge_ci_lo_fisher95	bridge_ci_hi_fisher95	bridge_ci_method	bridge_empirical_p_two_sided_shuffle	bridge_perm_iterations	bridge_perm_seed	bridge_null_type	record_type
K562_essential_day7	ACH-000551	ALG2	247.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.822139930100493	0.020196794535706	0.2823307793422722	0.1887949562072157	0.1408832704287736	0.0545823211724881	0.2383333318324929	9.0	-1.117725639404624	0.9695627568263976	1.0	1.0	both	middle	0.07013815090329437	0.638682252922423												joint_grid_target
K562_essential_day7	ACH-000551	ALYREF	319.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.6051213112251355	0.019687016725978	0.1865014317560211	0.1466356496899435	0.1210508849395052	0.0434914330293041	0.1586283072549559	2.0	-1.2105779339910698	0.980287775796484	1.0	1.0	both	middle	0.05579171094580234	0.6806588735387885												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC1	124.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.379332843307494	0.0268624009296784	0.1878014501956305	0.1570443431461833	0.1367313592339763	0.0341366996408938	0.2941650663583637	1.0	-1.5024327420215495	0.9909655193558876	1.0	1.0	both	middle	0.30340063761955366	0.7890541976620616												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC10	29.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.798735570125353	0.0476633490728805	0.2831146333381592	0.2403351990725479	0.2134797759725823	0.0294426493641988	0.5434198217096142	10.0	-1.2861392657663815	0.985697253557718	1.0	1.0	both	middle	0.78586609989373	0.7151965993623804												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC11	77.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.939552775817306	0.0315158003597508	0.2114045666529792	0.171275783201274	0.1502269951592074	0.0317330401856028	0.2708654175181042	2.0	-2.137598390492478	1.0	1.0	1.0	both	middle	0.45164718384697133	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC13	112.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.13062125504144	0.0256329351560104	0.155886844141569	0.1304086124884193	0.1152238142354142	0.0297065348206908	0.1263032973589393	2.0	-0.9605698169553476	0.9423657563726124	1.0	1.0	both	middle	0.2592986184909671	0.5515409139213603												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC15	424.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	1.6065777157102257	0.0132207083131801	0.071186019949912	0.0642407352663669	0.0584118233090137	0.0283726460189471	0.0318247550124457	0.0	-1.3473283418464992	0.987889086744036	1.0	1.0	both	middle	0.003188097768331562	0.7412327311370882												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC2	237.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.897449578981887	0.0221952622699242	0.1870969683691373	0.1512196141670598	0.1290030470155228	0.0397824847276188	0.2930724631938322	1.0	-1.578248654136062	0.9936053817413212	1.0	1.0	both	Q3_dep_excess	0.13868225292242295	0.8129649309245484												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC4	63.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.520814795866878	0.0431127709621715	0.3179845144632958	0.2658091209776526	0.2305469930537848	0.0360004560711641	0.9855778794868008	22.0	-1.2434293239864875	0.9830426074463712	1.0	1.0	both	middle	0.7109458023379384	0.6950053134962806												joint_grid_target
K562_essential_day7	ACH-000551	ANAPC5	40.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.295465382678591	0.0431947020998292	0.2653980723759465	0.2210088816826498	0.1966800806248623	0.0298760587081065	0.4008243758128369	7.0	-1.2733832894022126	0.9850143484423488	1.0	1.0	both	middle	0.7125398512221042	0.7114771519659936												joint_grid_target
K562_essential_day7	ACH-000551	ANKLE2	126.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.0428274944193943	0.0248169691732812	0.1536301209183124	0.127928162432514	0.1134267730570797	0.0300996524361274	0.1253400874167916	1.0	-2.52250300158539	1.0	1.0	1.0	both	Q3_dep_excess	0.22688629117959616	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	ANKRD11	260.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.261104596712401	0.0227465035535173	0.3303095034592678	0.2217610076932621	0.16709376018628	0.056926515014521	0.4208551481641667	10.0	-0.0967938012871545	0.0506000142857949	1.0	1.0	both	Q4_low_info	0.15568544102019127	0.04303931987247609												joint_grid_target
K562_essential_day7	ACH-000551	ANKRD49	144.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.819106082169268	0.0229802361038848	0.1369432947801931	0.117400735145695	0.1044427891261358	0.0298304902133009	0.139692370226502	1.0	-0.5745803163816168	0.6529991700483915	1.0	1.0	both	middle	0.15993623804463336	0.31243358129649307												joint_grid_target
K562_essential_day7	ACH-000551	ANKS6	95.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.3776518490803173	0.027776491751957	0.1537401137097544	0.1367125145622607	0.1233018985610791	0.0287392175178006	0.156760854739673	0.0	-0.2962934557868899	0.2073774431120377	1.0	1.0	both	middle	0.3379383634431456	0.1339001062699256												joint_grid_target
K562_essential_day7	ACH-000551	ANLN	96.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.202792111986079	0.0263559844228732	0.1496170372721989	0.1288360930211368	0.11575852612715	0.0285431805334091	0.112271628701249	0.0	0.1699566398476729	0.0051276800321084	1.0	1.0	both	middle	0.2842720510095643	0.005313496280552604												joint_grid_target
K562_essential_day7	ACH-000551	AP2M1	215.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.3109248945871763	0.0186887165138633	0.1286120300802834	0.101711371598477	0.0878937183882941	0.0317785512922342	0.067611114437982	2.0	-1.0611516507684442	0.961296929840996	1.0	1.0	both	middle	0.036663124335812966	0.6105207226354942												joint_grid_target
K562_essential_day7	ACH-000551	AP2S1	123.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.261664350495332	0.0318734903310532	0.3041810460050947	0.2316765086490106	0.1924338365285748	0.0424420581698828	0.6744097957676463	8.0	-1.5062376323265538	0.9910792979795596	1.0	1.0	both	middle	0.4622741764080765	0.7901168969181721												joint_grid_target
K562_essential_day7	ACH-000551	AQP7	108.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.1269739615897696	0.025621336346959	0.1662075534665862	0.137402874440376	0.1189125558059332	0.0313139678057386	0.0961104088502331	3.0	-0.5115040183853931	0.5488172395659165	1.0	1.0	both	middle	0.25823591923485656	0.2640807651434644												joint_grid_target
K562_essential_day7	ACH-000551	AQR	90.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	15.488198426955206	0.1113893838070112	1.006265287405964	0.8565910948130105	0.7371492479791145	0.044902840410154	11.054662426241226	908.0	-1.364935886175327	0.9882694353038765	1.0	1.0	both	middle	0.9994686503719448	0.7492029755579172												joint_grid_target
K562_essential_day7	ACH-000551	ARCN1	333.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.8295782606503175	0.027534397887063	0.2591130614540627	0.2152496102340517	0.1838955927661382	0.0456468538921359	0.662659308477977	8.0	-1.0379154619554631	0.9574909968119228	1.0	1.0	both	middle	0.3289054197662062	0.5982996811902231												joint_grid_target
K562_essential_day7	ACH-000551	ARF4	89.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.491803582709633	0.0283636000120474	0.1740972086831061	0.1464203798134012	0.1302186243386875	0.030142844778084	0.1333706030528336	2.0	-0.3018356509485668	0.214178526880743	1.0	1.0	both	middle	0.36238044633368754	0.13549415515409138												joint_grid_target
K562_essential_day7	ACH-000551	ARFRP1	138.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.7063520443744524	0.0223649229201201	0.1262242248843307	0.1091078614056162	0.0973505529428441	0.0284860805461902	0.0887825443972261	1.0	-0.7434986189093183	0.8493201724908613	1.0	1.0	both	middle	0.14187035069075452	0.4208289054197662												joint_grid_target
K562_essential_day7	ACH-000551	ARGFX	84.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.646703157657127	0.0299732643236642	0.1730713353304499	0.1494056630727634	0.1324238910696921	0.0291056348153541	0.1746314016120234	2.0	-0.2743047734869296	0.1815876039097718	1.0	1.0	both	middle	0.4032943676939426	0.11955366631243358												joint_grid_target
K562_essential_day7	ACH-000551	ARGLU1	498.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.020527321472722	0.0213592209174929	0.2348697839097507	0.1805850382078589	0.1486986859499215	0.0493674185210538	0.1965437867976049	4.0	-0.6706869241956387	0.7820351420642598	1.0	1.0	both	middle	0.10520722635494155	0.37778958554729014												joint_grid_target
K562_essential_day7	ACH-000551	ARID3A	31.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.381139840510532	0.0513294864870648	0.3911972346117714	0.3071943758531052	0.2581748553829245	0.0349454309939244	0.5410339853691166	35.0	-0.4632752863915323	0.464792732692444	1.0	1.0	both	Q2_shift_excess	0.8310308182784272	0.22794899043570668												joint_grid_target
K562_essential_day7	ACH-000551	ARIH1	59.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.518562940434669	0.0435510038795992	0.3197541190199444	0.2632495914531492	0.226358596003711	0.0352950332968081	0.8019269275795775	19.0	-1.308582397752969	0.986694874057886	1.0	1.0	both	middle	0.7189160467587673	0.7242295430393199												joint_grid_target
