context,depth,metric,n_excluded,n_retained,excluded_mean,excluded_median,excluded_min,excluded_max,retained_mean,retained_median,retained_min,retained_max,mean_difference,median_difference,rank_superiority,fraction_excluded_above_retained_median,every_excluded_above_every_retained
HCC38,100,noise_corrected_shift,7,40,0.0013541867573793143,0.0009218466160271,0.0001812035372937,0.0031722798838418,0.0008678712818544741,0.00034969749116325,-0.0001588297680574,0.0046119790678145,0.0004863154755248402,0.00057214912486385,0.6714285714285714,0.7142857142857143,False
HCC38,100,equal_n_20_expected_shift,7,40,0.017011196099722185,0.0170069005853995,0.0160597010220824,0.018076447108605,0.016294066640471293,0.0160791290504581,0.0154375408001065,0.0187305108965319,0.0007171294592508912,0.000927771534941401,0.7892857142857143,0.8571428571428571,False
HCC1143,20,raw_shift,0,48,NA,NA,NA,NA,0.006940465612719301,0.0054566928528335,0.0039071575713196,0.0243279181183303,NA,NA,NA,NA,NA
HCC1143,20,depmap_gene_dependency,0,48,NA,NA,NA,NA,0.2364818366388691,0.04572316802760515,6.198489826465077e-05,1.0,NA,NA,NA,NA,NA
HCC1143,20,noise_corrected_shift,0,48,NA,NA,NA,NA,0.0015140340483213704,0.00067123977381805,-0.0002807008856658,0.0122222557914382,NA,NA,NA,NA,NA
HCC1143,20,equal_n_20_expected_shift,0,48,NA,NA,NA,NA,0.014799363612578735,0.0141370462940846,0.0135790008209455,0.0257390744257771,NA,NA,NA,NA,NA
HCC1143,25,raw_shift,1,47,0.0154111896961658,0.0154111896961658,0.0154111896961658,0.0154111896961658,0.006760237440731079,0.0053919861225157,0.0039071575713196,0.0243279181183303,0.008650952255434722,0.0100192035736501,0.9787234042553191,1.0,False
HCC1143,25,depmap_gene_dependency,1,47,1.0,1.0,1.0,1.0,0.2202367693333131,0.0451125018855452,6.198489826465077e-05,1.0,0.7797632306666868,0.9548874981144548,0.9680851063829787,1.0,False
HCC1143,25,noise_corrected_shift,1,47,0.0025883202614396,0.0025883202614396,0.0025883202614396,0.0025883202614396,0.0014911768948507697,0.0006522417044015,-0.0002807008856658,0.0122222557914382,0.0010971433665888301,0.0019360785570380998,0.8085106382978723,1.0,False
HCC1143,25,equal_n_20_expected_shift,1,47,0.0161807344389335,0.0161807344389335,0.0161807344389335,0.0161807344389335,0.014769972743932892,0.0141017240814643,0.0135790008209455,0.0257390744257771,0.0014107616950006074,0.0020790103574691993,0.8723404255319149,1.0,False
HCC1143,50,raw_shift,4,44,0.015766751214178275,0.01409344147647195,0.0105522037854389,0.0243279181183303,0.006138076012586669,0.00536514233810425,0.0039071575713196,0.0119327730703482,0.009628675201591606,0.008728299138367701,0.9886363636363636,1.0,False
HCC1143,50,depmap_gene_dependency,4,44,0.9743575028927471,0.9755243790870136,0.9463812533969612,1.0,0.16940223061578927,0.0336612959828452,6.198489826465077e-05,1.0,0.8049552722769578,0.9418630831041684,0.9431818181818182,1.0,False
HCC1143,50,noise_corrected_shift,4,44,0.004700911637578825,0.00276531897775075,0.0010507528033756,0.0122222557914382,0.0012243179038434202,0.000618259948016,-0.0002807008856658,0.0052970777139176,0.003476593733735405,0.00214705902973475,0.8352272727272727,1.0,False
HCC1143,50,equal_n_20_expected_shift,4,44,0.0182837901465206,0.016341096372423848,0.0147138934154576,0.0257390744257771,0.014482597564038567,0.014063974630702601,0.0135790008209455,0.0176433942167485,0.0038011925824820315,0.002277121741721247,0.8806818181818182,1.0,False
HCC1143,100,raw_shift,9,39,0.012301002238063024,0.010587215682323,0.0070281282052424,0.0243279181183303,0.0057034186991784435,0.0050716034302432,0.0039071575713196,0.0105137437444661,0.006597583538884581,0.005515612252079801,0.9601139601139601,1.0,False
HCC1143,100,depmap_gene_dependency,9,39,0.8813244240700988,0.9694975960688984,0.307130270365165,1.0,0.08767200877012378,0.0275909199432945,6.198489826465077e-05,0.9913468022551738,0.793652415299975,0.9419066761256039,0.9857549857549858,1.0,False
HCC1143,100,noise_corrected_shift,9,39,0.0031006403952360444,0.0025883202614396,0.0003716073858904,0.0122222557914382,0.001147894122110292,0.0006112575546722,-0.0002807008856658,0.0052970777139176,0.0019527462731257525,0.0019770627067673997,0.7350427350427351,0.7777777777777778,False
HCC1143,100,equal_n_20_expected_shift,9,39,0.016509203761988955,0.0161807344389335,0.013708179679072,0.0257390744257771,0.014404785116560993,0.0140549787094812,0.0135790008209455,0.0176433942167485,0.0021044186454279613,0.002125755729452299,0.7378917378917379,0.7777777777777778,False
Replogle K562 essential day 6,20,raw_shift,0,1882,NA,NA,NA,NA,0.03699778526267622,0.0332052320374355,0.0094290877283091,0.1189075364544144,NA,NA,NA,NA,NA
Replogle K562 essential day 6,20,depmap_gene_dependency,0,1882,NA,NA,NA,NA,0.7347283690616349,0.9187038725643488,0.0014234302049221,1.0,NA,NA,NA,NA,NA
Replogle K562 essential day 6,20,noise_corrected_shift,0,1882,NA,NA,NA,NA,0.011635571910557146,0.00596068843231885,-0.0021895935875928,0.0935203923863898,NA,NA,NA,NA,NA
Replogle K562 essential day 6,25,raw_shift,18,1864,0.07038732289680397,0.0660505502605554,0.0526033587843566,0.1041667245342168,0.03667535410526512,0.033045830690338604,0.0094290877283091,0.1189075364544144,0.03371196879153884,0.03300471957021679,0.9404804482594182,1.0,False
Replogle K562 essential day 6,25,depmap_gene_dependency,18,1864,0.8969018413180048,0.9765182893954074,0.4746181024251272,1.0,0.7331623162179575,0.9179740883822372,0.0014234302049221,1.0,0.1637395251000473,0.05854420101317026,0.6363406056270863,0.6666666666666666,False
Replogle K562 essential day 6,25,noise_corrected_shift,18,1864,0.01442032222108954,0.009985356211807,-0.0021895935875928,0.0481449417342846,0.011608680544897498,0.0059263997967945,-0.0019321144056872,0.0935203923863898,0.0028116416761920417,0.0040589564150125,0.5419051025274201,0.6111111111111112,False
Replogle K562 essential day 6,50,raw_shift,173,1709,0.055139453878135375,0.0522824572449857,0.0371853029833754,0.1041667245342168,0.035161326122550754,0.0316382063121748,0.0094290877283091,0.1189075364544144,0.01997812775558462,0.0206442509328109,0.8673767237034807,1.0,False
Replogle K562 essential day 6,50,depmap_gene_dependency,173,1709,0.8064200407286599,0.9556942196092616,0.0229571874079508,1.0,0.7274711079742181,0.9122929401947032,0.0014234302049221,1.0,0.07894893275444181,0.0434012794145584,0.565281728489432,0.5953757225433526,False
Replogle K562 essential day 6,50,noise_corrected_shift,173,1709,0.010344959287624814,0.0063335336556243,-0.0021895935875928,0.0481449417342846,0.01176621906314187,0.0059087056333962,-0.0010474247997772,0.0935203923863898,-0.0014212597755170562,0.00042482802222809993,0.5071078986798891,0.5202312138728323,False
Replogle K562 essential day 6,100,raw_shift,665,1217,0.044920734315589295,0.0421924495642656,0.0260415318074626,0.1113893838070112,0.0326684827810105,0.0275336373622836,0.0094290877283091,0.1189075364544144,0.012252251534578797,0.014658812201982,0.781465578490186,0.9864661654135338,False
Replogle K562 essential day 6,100,depmap_gene_dependency,665,1217,0.7740962825218045,0.9357538663177408,0.0014234302049221,1.0,0.7132167318792085,0.9061695981556352,0.0024390147873086,1.0,0.06087955064259598,0.029584268162105576,0.5375964562186073,0.562406015037594,False
Replogle K562 essential day 6,100,noise_corrected_shift,665,1217,0.010489039786916288,0.0064813988466692,-0.0021895935875928,0.0836027811104827,0.012262066456342825,0.0055870941465206,-0.0007935369649004,0.0935203923863898,-0.0017730266694265372,0.0008943047001486,0.50362595066137,0.5413533834586466,False
HepG2 day 7,20,raw_shift,0,1000,NA,NA,NA,NA,0.04597127089132064,0.03976045196053705,0.0103393919555968,0.119369995337909,NA,NA,NA,NA,NA
HepG2 day 7,20,depmap_gene_dependency,0,1000,NA,NA,NA,NA,0.6767807574641992,0.8942295266717946,1.653485361292979e-05,1.0,NA,NA,NA,NA,NA
HepG2 day 7,25,raw_shift,0,1000,NA,NA,NA,NA,0.04597127089132064,0.03976045196053705,0.0103393919555968,0.119369995337909,NA,NA,NA,NA,NA
HepG2 day 7,25,depmap_gene_dependency,0,1000,NA,NA,NA,NA,0.6767807574641992,0.8942295266717946,1.653485361292979e-05,1.0,NA,NA,NA,NA,NA
HepG2 day 7,50,raw_shift,0,1000,NA,NA,NA,NA,0.04597127089132064,0.03976045196053705,0.0103393919555968,0.119369995337909,NA,NA,NA,NA,NA
HepG2 day 7,50,depmap_gene_dependency,0,1000,NA,NA,NA,NA,0.6767807574641992,0.8942295266717946,1.653485361292979e-05,1.0,NA,NA,NA,NA,NA
HepG2 day 7,100,raw_shift,760,240,0.04756087858214821,0.04077744995407885,0.0251542371036648,0.1173040724886599,0.04093751320369998,0.0333268603195784,0.0103393919555968,0.119369995337909,0.00662336537844823,0.007450589634500453,0.6441611842105263,0.7618421052631579,False
HepG2 day 7,100,depmap_gene_dependency,760,240,0.6700787362687125,0.8873441912675566,1.653485361292979e-05,1.0,0.6980038245832402,0.9120748873358879,0.0005043741881874,1.0,-0.02792508831452767,-0.024730696068331337,0.4850767543859649,0.4631578947368421,False
Jurkat day 7,20,raw_shift,0,1687,NA,NA,NA,NA,0.04177418607128924,0.0385384922216676,0.0079436841888418,0.1190666793825743,NA,NA,NA,NA,NA
Jurkat day 7,20,depmap_gene_dependency,0,1687,NA,NA,NA,NA,0.5908404952182925,0.6912894866711353,2.417311713592126e-05,1.0,NA,NA,NA,NA,NA
Jurkat day 7,25,raw_shift,0,1687,NA,NA,NA,NA,0.04177418607128924,0.0385384922216676,0.0079436841888418,0.1190666793825743,NA,NA,NA,NA,NA
Jurkat day 7,25,depmap_gene_dependency,0,1687,NA,NA,NA,NA,0.5908404952182925,0.6912894866711353,2.417311713592126e-05,1.0,NA,NA,NA,NA,NA
Jurkat day 7,50,raw_shift,0,1687,NA,NA,NA,NA,0.04177418607128924,0.0385384922216676,0.0079436841888418,0.1190666793825743,NA,NA,NA,NA,NA
Jurkat day 7,50,depmap_gene_dependency,0,1687,NA,NA,NA,NA,0.5908404952182925,0.6912894866711353,2.417311713592126e-05,1.0,NA,NA,NA,NA,NA
Jurkat day 7,100,raw_shift,842,845,0.047940523581026115,0.04329468969848345,0.0294279732925891,0.1190666793825743,0.035629740884072156,0.0320919272906993,0.0079436841888418,0.0950368616304409,0.012310782696953959,0.011202762407784152,0.7774234353258654,0.9596199524940617,False
Jurkat day 7,100,depmap_gene_dependency,842,845,0.614161140074853,0.7678314570236697,2.417311713592126e-05,1.0,0.5676026455505719,0.624109042229304,0.0010710600156184,1.0,0.04655849452428107,0.14372241479436576,0.5340777804326132,0.5700712589073634,False
Replogle K562 genome-wide day 8,20,raw_shift,0,9261,NA,NA,NA,NA,0.027194525706990488,0.0236154344038248,0.0075471773182636,0.1118473018764282,NA,NA,NA,NA,NA
Replogle K562 genome-wide day 8,20,depmap_gene_dependency,0,9261,NA,NA,NA,NA,0.22450952159546858,0.0485545781924291,8.60358298056919e-07,1.0,NA,NA,NA,NA,NA
Replogle K562 genome-wide day 8,25,raw_shift,50,9211,0.06844121447716484,0.0650162325947663,0.0570896098774532,0.09401194270522,0.026970626625619443,0.0235570912346151,0.0075471773182636,0.1118473018764282,0.04147058785154539,0.0414591413601512,0.9867397676690913,1.0,False
Replogle K562 genome-wide day 8,25,depmap_gene_dependency,50,9211,0.4672613464872006,0.2768259654146774,0.0023083617230548,1.0,0.22319179374348871,0.0483255422355545,8.60358298056919e-07,1.0,0.24406955274371187,0.22850042317912292,0.6435240473347085,0.66,False
Replogle K562 genome-wide day 8,50,raw_shift,436,8825,0.05660572397030364,0.053267437083970054,0.0404117824442988,0.1079972661265948,0.02574146254066703,0.0231423749332529,0.0075471773182636,0.1118473018764282,0.030864261429636608,0.030125062150717155,0.9751207214699691,1.0,False
Replogle K562 genome-wide day 8,50,depmap_gene_dependency,436,8825,0.37192998539561684,0.1006158527823455,6.0183817521402174e-05,1.0,0.2172261989646624,0.047351374002966,8.60358298056919e-07,1.0,0.15470378643095445,0.0532644787793795,0.5929425371000858,0.5986238532110092,False
Replogle K562 genome-wide day 8,100,raw_shift,1689,7572,0.043954222244920356,0.0398832287650455,0.0288332274996318,0.1079972661265948,0.023456130639298522,0.022010587291720347,0.0075471773182636,0.1118473018764282,0.020498091605621833,0.01787264147332515,0.9589678967446361,1.0,False
Replogle K562 genome-wide day 8,100,depmap_gene_dependency,1689,7572,0.3205270021219567,0.0727916976859384,2.605555728928673e-05,1.0,0.20309199325299124,0.04493346142779515,8.60358298056919e-07,1.0,0.11743500886896543,0.02785823625814326,0.5709976411177387,0.5748963883955003,False
K562 TF day 7,20,raw_shift,0,10,NA,NA,NA,NA,0.00309918738661144,0.00290233974798725,0.0023201360490387,0.0053201925384121,NA,NA,NA,NA,NA
K562 TF day 7,20,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 7,25,raw_shift,0,10,NA,NA,NA,NA,0.00309918738661144,0.00290233974798725,0.0023201360490387,0.0053201925384121,NA,NA,NA,NA,NA
K562 TF day 7,25,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 7,50,raw_shift,0,10,NA,NA,NA,NA,0.00309918738661144,0.00290233974798725,0.0023201360490387,0.0053201925384121,NA,NA,NA,NA,NA
K562 TF day 7,50,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 7,100,raw_shift,0,10,NA,NA,NA,NA,0.00309918738661144,0.00290233974798725,0.0023201360490387,0.0053201925384121,NA,NA,NA,NA,NA
K562 TF day 7,100,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 13,20,raw_shift,0,10,NA,NA,NA,NA,0.004382685449453,0.0044183505802962,0.0033302761709936,0.005413713961871,NA,NA,NA,NA,NA
K562 TF day 13,20,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 13,25,raw_shift,0,10,NA,NA,NA,NA,0.004382685449453,0.0044183505802962,0.0033302761709936,0.005413713961871,NA,NA,NA,NA,NA
K562 TF day 13,25,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 13,50,raw_shift,0,10,NA,NA,NA,NA,0.004382685449453,0.0044183505802962,0.0033302761709936,0.005413713961871,NA,NA,NA,NA,NA
K562 TF day 13,50,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
K562 TF day 13,100,raw_shift,0,10,NA,NA,NA,NA,0.004382685449453,0.0044183505802962,0.0033302761709936,0.005413713961871,NA,NA,NA,NA,NA
K562 TF day 13,100,depmap_gene_dependency,0,10,NA,NA,NA,NA,0.13325704941462915,0.0406821749982804,0.0071578592789096,0.7276949214878715,NA,NA,NA,NA,NA
