path	figure_group	bytes	sha256
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_e_source_data.tsv	Extended_Data_Figure_6	5520	217ff5dee7d5f8e47f230c95cbce8e3d8bfdf3d3cd9e8e45be1e37023cbc8eb7
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_f_source_data.tsv	Extended_Data_Figure_6	5757	b07b354679d45773b828948586decb9e39c6966bf3a839448265e8c91538b0a3
figures/Extended_Data_Figure_6/panels/Extended_Data_Figure_6_panel_g_source_data.tsv	Extended_Data_Figure_6	3366	565c7447ce7c06222b9ba6fcac41ad823d9d680868dc82b9b445b63904da6600
figures/Extended_Data_Figure_7/Extended_Data_Figure_7_source_data.tsv	Extended_Data_Figure_7	10840286	39879f36d36979dddd215d0091bf7735ec516751a4751788903f2ff7b871e85e
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_a_source_data.tsv	Extended_Data_Figure_7	673	dc4fbcd2ae9a69276e5a6c9bd351b2f26f843a650ffa6cdf5f1e82b0699a28bd
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_b_source_data.tsv	Extended_Data_Figure_7	129831	76af8b3cf4417673f19001a96490e5c069e3a287516c6a382ce17cb1b4bdc447
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_c_source_data.tsv	Extended_Data_Figure_7	2934051	82200cf2a906357197ecf84d2fd4a2e640f3b3e4bef07a73b0f60e8eb8cbed77
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_d_source_data.tsv	Extended_Data_Figure_7	6655320	cad26c46cbe014853076688b14f0e9acaec41e74c22f23e0ae4dbb7b3b11ab11
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_e_source_data.tsv	Extended_Data_Figure_7	66336	b56d2581c3369df2a1462d9d8d7aa0ff9c2c8f9224ec0f85bbcac31084a870a9
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_f_source_data.tsv	Extended_Data_Figure_7	63697	08737ce8cf0d2c10e984e54fd0491c65b03a76f349f04042d4378818120e10e3
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_g_source_data.tsv	Extended_Data_Figure_7	442527	80f30b41be0c2756b4c334040f79ea050fac39f1fada84fa4de58a9b6e9f00d3
figures/Extended_Data_Figure_7/panels/Extended_Data_Figure_7_panel_h_source_data.tsv	Extended_Data_Figure_7	1189	573f10838102fb51d1e8d1130c81b98181f3132477af9034b065f2abf47f8f0d
figures/Figure_1/Figure_1_source_data.tsv	Figure_1	1740	6c36f202ece5fdf1579c7778db23d188826321dc88d83a1da662b7308c98c059
figures/Figure_1/panels/Figure_1_panel_a_source_data.tsv	Figure_1	274	aa6a7131a8ddfa8871370bb1397b436762cd3544139d1b2c970696de33a56fa3
figures/Figure_1/panels/Figure_1_panel_b_source_data.tsv	Figure_1	574	78fea97cfd0d4f4def4c993eba45936ba6f4e133487ff1ca05e0ba855e59c091
figures/Figure_1/panels/Figure_1_panel_c_source_data.tsv	Figure_1	406	e7b0cd1adf148ac724ce97996b60616903267cc9bfaff382350ae3bd286033ed
figures/Figure_1/panels/Figure_1_panel_d_source_data.tsv	Figure_1	238	356508c86765b22cbcad5954e2dafa42b00d11e4dc19da235fe95270ad4f885f
figures/Figure_2/Figure_2_source_data.tsv	Figure_2	50805	7d5393679e1a0d1256fadbe94f60a6b7371c81aa15a0eb05f12e1630b2ad4f13
figures/Figure_2/panels/Figure_2_panel_a_source_data.tsv	Figure_2	23207	99fe2e64f266fcc88cd1c523816bccc13c2ca6e5b8268f2bad434c74c96e65b0
figures/Figure_2/panels/Figure_2_panel_b_source_data.tsv	Figure_2	23295	ff66cb061f37069d4096413d6cf6fb4bafd1588dc7da3a10472c3f0072066eeb
figures/Figure_2/panels/Figure_2_panel_c_source_data.tsv	Figure_2	347	bf87856dfb0d3a487ea78267a491469ab977e15c3f68279e577b24d546e3bfd3
figures/Figure_2/panels/Figure_2_panel_d_source_data.tsv	Figure_2	725	62845389e50bec585a116426d3df6eb47084c02983975eb0861f3a37e54d93e4
figures/Figure_2/panels/Figure_2_panel_e_source_data.tsv	Figure_2	263	7f63f453249dbc1d547e3960acf83cfb8bdd3ede1fbb2145c2e9bbae77cf00e1
figures/Figure_3/Figure_3_source_data.tsv	Figure_3	528209	ed2f489f4c8a2cfc640b7beb6545b49b90823a06db7df328d38169e469417eea
figures/Figure_3/panels/Figure_3_panel_a_source_data.tsv	Figure_3	2846	7b4f1797f4797e82bb9f10f537597b4fa13132bf12b41aedf65bdf1020567166
figures/Figure_3/panels/Figure_3_panel_b_source_data.tsv	Figure_3	246752	0ba2d14cf61dbfc5537d088f9cc50dac49c479d2ced460b93867874cd3f23d72
figures/Figure_3/panels/Figure_3_panel_c_source_data.tsv	Figure_3	246752	0ba2d14cf61dbfc5537d088f9cc50dac49c479d2ced460b93867874cd3f23d72
figures/Figure_3/panels/Figure_3_panel_d_source_data.tsv	Figure_3	3412	d8642d5639e6b5b772ac4493d3ef3f25bb7129fa835065c81e1fde82f0c9cead
figures/Figure_3/panels/Figure_3_panel_e_source_data.tsv	Figure_3	4108	065f3ac2e9096c20c1c63afe5ab311f547f08274e12e29fdcca4969bc4fd0de5
figures/Figure_4/Figure_4_source_data.tsv	Figure_4	18331	e911c2584a54d80bf21676265088eb1902c3fd9f1901e6433f59aabece2f4ff0
figures/Figure_4/panels/Figure_4_panel_a_source_data.tsv	Figure_4	4929	468af96b2e33b684b5584901dd142489efb11e346f4cb2b6cbbc66dcdd031fb8
figures/Figure_4/panels/Figure_4_panel_b_source_data.tsv	Figure_4	2640	44935186da67937bcfad6df50e4b18db3ff164ad18acfe92041a468009cd3d2b
figures/Figure_4/panels/Figure_4_panel_c_source_data.tsv	Figure_4	9417	85e55ec075ed5af5e17c6fd291b302de64655fb92ca2a907525dce53d00e85cc
figures/Figure_4/panels/Figure_4_panel_d_source_data.tsv	Figure_4	319	605e9e9fbacd0e542530054c409959c38d5167857314482d081885a3f0d93e61
figures/Figure_5/Figure_5_source_data.tsv	Figure_5	33653	1463a8a6c533be0b7406a95ecfd48d05d8e3c0ca05d9fdd022a06fa87a98768b
figures/Figure_5/panels/Figure_5_panel_a_source_data.tsv	Figure_5	633	a51feab6134fbbcf78aaf64dc9c07d1b420d261b83722206deb24c29b3f9ea7c
figures/Figure_5/panels/Figure_5_panel_b_source_data.tsv	Figure_5	15160	19c585eb2780d2063205bae90e99f52e15725534a79038cbffb712b5d9839422
figures/Figure_5/panels/Figure_5_panel_c_source_data.tsv	Figure_5	15878	f7582de794c9deaaf17aea5e4b9e2d812eab89a00b9913d93ebb97077e031c1b
figures/Figure_5/panels/Figure_5_panel_d_source_data.tsv	Figure_5	474	bc7c6c08417800c6575dcf959fc0e55bca7dbbbeafd602045c4c529011de11a1
figures/Figure_5/panels/Figure_5_panel_e_source_data.tsv	Figure_5	850	52cd3034e88507c737c9f7ea6d45758e60571f096fb981b85ad51ba04a489f7b
