model_id	object_role	cell_line	n_targets	residual_total_shift_spearman	residual_total_shift_pvalue	residual_total_shift_status	residual_response_aligned_spearman	residual_response_aligned_pvalue	residual_response_aligned_status	residual_model	residual_total_shift_qvalue	residual_response_aligned_qvalue
gears_hcc_formal_v1	entrant	HCC38	47	0.21958834412580944	0.13806031733044785	estimated	0.323427382053654	0.02658363253811087	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4316776734823848	0.11165125666006566
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC1143	47	-0.14789546716003701	0.3211549999214249	estimated	-0.0851063829787234	0.5695038532105314	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.5187888460269171	0.6294516272326927
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC38	47	0.03746530989824237	0.8025714097364854	estimated	-0.0938945420906568	0.5301583729697712	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8426999802233096	0.7041551945048473
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC1143	47	0.16535615171137835	0.26666886421708375	estimated	0.23982423681776138	0.10444564252298955	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4975905385714721	0.3722369199305339
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC38	47	0.16246530989824237	0.2752365572201225	estimated	0.11470860314523591	0.4426261865318104	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.5948825892937086	0.6639392797977156
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC1143	47	0.5331868640148012	0.00011397438313739981	estimated	0.3664431082331175	0.011297434908383946	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.002393462045885396	0.1627954070113666
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC38	47	0.13448196114708602	0.3674612246732344	estimated	-0.02497687326549491	0.8676471590902454	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.6430571431781602	0.8834610290483198
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC1143	47	0.3072386679000925	0.03566640856225071	estimated	0.30989824236817765	0.034019394667519756	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.12483242996787748	0.23813576267263828
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC38	47	0.3625115633672525	0.012274365455512196	estimated	0.02197039777983349	0.8834610290483198	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.05155233491315122	0.8834610290483198
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC1143	47	-0.06637372802960222	0.6575692154090024	estimated	0.11228029602220167	0.45240710881274226	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8355755494355092	0.5278082936148659
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC38	47	0.14743293246993525	0.32268759599100383	estimated	0.2801803885291397	0.05645625243019638	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.6160399559828256	0.16936875729058912
geneformer_hcc_formal_v1	entrant	HCC1143	47	0.16651248843663274	0.26329197730495385	estimated	-0.14569842738205366	0.32847579563415885	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4975905385714721	0.46023496680359033
geneformer_hcc_formal_v1	entrant	HCC38	47	0.04960684551341351	0.7405435577285905	estimated	-0.038274745605920445	0.7983939237112971	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8184955111737052	0.8824353893651179
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC1143	47	0.041281221091581874	0.7829271831009544	estimated	-0.04197502312673451	0.7793694424339963	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8355755494355092	0.818337914555696
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC38	47	0.11366790009250695	0.4468036286227355	estimated	0.2106845513413506	0.1551717278508182	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.6661049377981424	0.39792283088257857
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC1143	47	-0.04532839962997225	0.7622377996199788	estimated	-0.02983348751156337	0.8422120152537552	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.8355755494355092	0.8422120152537553
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC38	47	-0.0851063829787234	0.5695038532105314	estimated	-0.11840888066604996	0.4279491856057066	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.7035047598483035	0.6639392797977156
lm_train_lowrank_hcc_formal_v1	entrant	HCC1143	47	0.15945883441258096	0.2843374506122698	estimated	0.1595744680851064	0.2839838204375747	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.4975905385714721	0.45874309455300527
lm_train_lowrank_hcc_formal_v1	entrant	HCC38	47	0.10291396854764107	0.491216513179186	estimated	-0.09227567067530064	0.5373047477994621	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.6661049377981424	0.7041551945048473
null_model	null	HCC1143	47			non_estimable_constant_score			non_estimable_constant_score	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank		
null_model	null	HCC38	47			non_estimable_constant_score			non_estimable_constant_score	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank		
scgen_hcc_formal_v1	entrant	HCC1143	47	0.4058741905642923	0.004646655642113413	estimated	0.2385522664199815	0.10635340569443825	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.02480224053841608	0.3722369199305339
scgen_hcc_formal_v1	entrant	HCC38	47	0.4176688251618872	0.0034880029585021804	estimated	0.367368177613321	0.011077516156834694	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.028615887066662057	0.05815695982338214
scgen_hcc_sens_e100_seed2	entrant	HCC1143	47	0.40518038852913973	0.004724236293031634	estimated	0.3511794634597595	0.015504324477273011	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.02480224053841608	0.1627954070113666
scgen_hcc_sens_e100_seed2	entrant	HCC38	47	0.41119333950046255	0.004087983866666008	estimated	0.37858464384828866	0.00868976770685492	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.028615887066662057	0.05815695982338214
scgen_hcc_sens_e60_seed1	entrant	HCC1143	47	0.4121184088806661	0.0039970847631295835	estimated	0.26364477335800185	0.07335493586879029	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.02480224053841608	0.3722369199305339
scgen_hcc_sens_e60_seed1	entrant	HCC38	47	0.3963922294172063	0.005809472658754722	estimated	0.41177150786308975	0.004030962055101447	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.03049973145846229	0.04232510157856519
scgpt_hcc_formal_v1	entrant	HCC1143	47	0.3625115633672525	0.012274365455512196	estimated	0.199468085106383	0.17887898250953013	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.05155233491315122	0.4018953735261881
scgpt_hcc_formal_v1	entrant	HCC38	47	0.580018501387604	1.929187602940035e-05	estimated	0.12974098057354302	0.38474304958514394	estimated	DepMap_strength ~ shared_total + shared_response_aligned + shared_target_similarity + shared_leading_energy + shared_inverse_effective_rank	0.0004051293966174073	0.6639392797977156
