model_id	object_role	cell_line	n_targets	total_shift_depmap_spearman	total_shift_depmap_pvalue	total_shift_depmap_status	predicted_shift_mean_abs_n_unique	dependency_strength_n_unique	response_aligned_depmap_spearman	response_aligned_depmap_pvalue	response_aligned_depmap_status	response_aligned_magnitude_n_unique	response_aligned_endpoint_permutation_pvalue	response_aligned_endpoint_permutation_zscore	predicted_vs_observed_shift_spearman	predicted_vs_observed_shift_pvalue	predicted_vs_observed_shift_status	observed_shift_mean_abs_n_unique	anchor_vs_low_information_response_auc	q1_anchor_count	low_information_count	predicted_target_similarity_mean	leading_singular_energy_share	normalized_inverse_effective_rank	output_homogenization_score	total_shift_depmap_qvalue	response_aligned_depmap_qvalue	response_aligned_endpoint_permutation_qvalue	target_identity_preservation_spearman	target_identity_preservation_pvalue	target_identity_label_permutation_pvalue	target_identity_label_permutation_zscore	target_identity_preservation_status	target_identity_n_pairs	observed_target_similarity_mean	target_identity_label_permutation_qvalue	endpoint_recovery_score	output_homogenization_quadrant
cpa_hcc_sens_e200_latent64_seed2	entrant	HCC38	47	-0.06822386679000925	0.6486371917185871	estimated	47	47	-0.05689176688251619	0.7040674447966342	estimated	47	0.6653346653346653	-0.4267462300975097	0.20814061054579094	0.16033493558004633	estimated	47	0.5041322314049587	11	11	0.9482816893052886	0.9524213281810863	0.9951488113922788	0.9739036614086697	0.8405214792073776	0.7514707862729322	0.7001569858712716	0.03639389944387542	0.2318562593468842	0.22977022977022976	0.770443979375648	estimated	1081	0.05731255625356063	0.44055944055944063	-0.4267462300975097	low_recovery/high_common
cpa_v0.8.8	candidate	HCC1143	47	-0.1604995374653099	0.2811651385375679	estimated	47	47	0.0463691026827012	0.7569434686329544	estimated	47	0.4145854145854146	0.2084398149440855	-0.1352913968547641	0.3645581099027422	estimated	47	0.44755244755244755	13	11	0.938743860910642	0.9360535281954157	0.9940320568743726	0.9664858385083694	0.4217477078063519	0.8358717622817377	0.5067155067155067	0.006111984122777168	0.8409154517244813	0.41858141858141856	0.17714419313225677	estimated	1081	0.06052824956999022	0.6125874125874126	0.2084398149440855	low_recovery/high_common
cpa_v0.8.8	candidate	HCC38	47	-0.15575855689176688	0.2958056476814158	estimated	47	47	0.30434782608695654	0.0375306029108791	estimated	47	0.023976023976023976	2.0365472884589164	-0.1273126734505088	0.3937775261553862	estimated	47	0.7520661157024794	11	11	0.9943975900943732	0.9946940301777658	0.9991762009254318	0.9970230087167945	0.6351291298640721	0.11795332343419145	0.07535321821036108	0.03303589189398693	0.2778276555247682	0.23076923076923078	0.7299861387382959	estimated	1081	0.05731255625356063	0.44055944055944063	2.0365472884589164	high_recovery/high_common
gears_hcc_formal_v1	entrant	HCC1143	47	0.0158418131359852	0.9158298597897396	estimated	47	47	0.1628122109158187	0.2741989598476375	estimated	47	0.10789210789210789	1.2146333336588262	-0.05585106382978723	0.7092404276698757	estimated	47	0.6293706293706294	13	11	0.47242024345748446	0.46332182208751854	0.9089168539819809	0.7028162659327473	0.9616213527792267	0.4549326785913322	0.1978021978021978	0.003425939067015567	0.9104190654212223	0.4325674325674326	0.14159342477523662	estimated	1081	0.06052824956999022	0.6125874125874126	1.2146333336588262	low_recovery/low_common
gears_hcc_formal_v1	entrant	HCC38	47	0.2273358001850139	0.12435013935946443	estimated	47	47	0.37511563367252543	0.009375579202501757	estimated	47	0.005994005994005994	2.5148089099784703	0.04949121184088807	0.7411273599620365	estimated	47	0.8842975206611571	11	11	0.5460301042813954	0.5911442343083585	0.9192966656323605	0.7611519840271386	0.37370357104352275	0.03437712374250644	0.02197802197802198	0.09573759416224033	0.0016253773209933475	0.03596403596403597	1.9311724207648389	estimated	1081	0.05731255625356063	0.18881118881118883	2.5148089099784703	high_recovery/low_common
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC1143	47	-0.22918593894542091	0.12123336006214708	estimated	47	47	-0.15124884366327476	0.3101813717668174	estimated	47	0.8491508491508492	-1.0435235769135498	-0.2615633672525439	0.07573894696108154	estimated	47	0.3776223776223776	13	11	0.5608439204019288	0.6394085530816641	0.9508716774527963	0.7902340635784747	0.28831913137971704	0.4549326785913322	0.8491508491508492	0.06322627873410078	0.037666642883159254	0.08391608391608392	1.461342756209563	estimated	1081	0.06052824956999022	0.2577422577422578	-1.0435235769135498	low_recovery/low_common
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	entrant	HCC38	47	0.11956521739130434	0.42341941990938137	estimated	47	47	0.054232192414431085	0.7173130232605262	estimated	47	0.3786213786213786	0.33929417537809314	0.19588344125809434	0.1869774704203973	estimated	47	0.5702479338842975	11	11	0.618245361007157	0.5778015421515675	0.9299349286202464	0.7722863837584638	0.6351291298640721	0.7514707862729322	0.4627594627594628	0.05252681304763907	0.08431146135015313	0.14885114885114886	1.0489699766820388	estimated	1081	0.05731255625356063	0.3473193473193474	0.33929417537809314	low_recovery/low_common
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC1143	47	0.05689176688251619	0.7040674447966342	estimated	47	47	0.22028214616096206	0.13678851501993305	estimated	47	0.06693306693306693	1.5253258547941102	-0.009597594819611472	0.9489483774270921	estimated	47	0.6153846153846154	13	11	0.3929365713742333	0.3899602241350271	0.9061958039768172	0.6642081045996541	0.8697303729840775	0.31511845922094633	0.1636141636141636	0.037488640873779226	0.2181061678699387	0.14685314685314685	1.0401000191971945	estimated	1081	0.06052824956999022	0.38548951048951047	1.5253258547941102	high_recovery/low_common
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	entrant	HCC38	47	0.12742830712303424	0.3933445199855087	estimated	47	47	0.20605920444033304	0.16465181356650294	estimated	47	0.07992007992007992	1.4010685571825168	-0.028330249768732656	0.8500690614294806	estimated	47	0.7272727272727273	11	11	0.8195872415007048	0.8860620591374007	0.9809991134163484	0.925618264434701	0.6351291298640721	0.3739549408407946	0.1758241758241758	-0.04152994392016246	0.1724247678912987	0.7652347652347652	-0.7703723837694278	estimated	1081	0.05731255625356063	0.8645564961354435	1.4010685571825168	high_recovery/high_common
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC1143	47	0.49271507863089725	0.00043423217782291216	estimated	47	47	0.3524514338575393	0.015109082188987356	estimated	47	0.008991008991008992	2.3582125365801176	0.3058510638297872	0.036551468469826466	estimated	47	0.7552447552447552	13	11	0.4643565027679992	0.5133538721443638	0.9294884212579563	0.7250068482621066	0.002279718933570289	0.07725217151108738	0.049450549450549455	0.10808334706023057	0.0003709293591934035	0.014985014985014986	2.52446058145892	estimated	1081	0.06052824956999022	0.07867132867132867	2.3582125365801176	high_recovery/low_common
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	entrant	HCC38	47	0.13760407030527289	0.356340108919035	estimated	47	47	-0.11043015726179464	0.4599377184812413	estimated	47	0.7922077922077922	-0.7845583327850103	0.1830481036077706	0.21811342399420683	estimated	47	0.38016528925619836	11	11	0.7119459604433227	0.7115207492760683	0.9576766256613898	0.8417234517197068	0.6351291298640721	0.6324143629117068	0.7922077922077922	-0.040020925681153334	0.18856536110067895	0.7822177822177823	-0.8255730486520597	estimated	1081	0.05731255625356063	0.8645564961354435	-0.7845583327850103	low_recovery/high_common
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC1143	47	0.2277983348751156	0.12356534201987872	estimated	47	47	0.3376503237742831	0.020280990099989953	estimated	47	0.016983016983016984	2.2791359336767334	0.14662349676225717	0.3253807089026174	estimated	47	0.6643356643356644	13	11	0.3295028559342169	0.46106492976717983	0.8849102108349237	0.6702421895230705	0.28831913137971704	0.07725217151108738	0.07221350078492936	-0.00868867948008403	0.7753789315845937	0.5654345654345654	-0.20028804814360934	estimated	1081	0.06052824956999022	0.7421328671328671	2.2791359336767334	high_recovery/low_common
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	entrant	HCC38	47	0.25115633672525445	0.08858836220416513	estimated	47	47	0.08094357076780759	0.5885990624579864	estimated	47	0.28771228771228774	0.5515069192220439	0.1244218316373728	0.4046930421610909	estimated	47	0.5289256198347108	11	11	0.44434150551832724	0.4269164295157685	0.879825335484449	0.6763041725864604	0.37207112125749353	0.7514707862729322	0.39560439560439564	0.015445457289970396	0.6119673549033471	0.3256743256743257	0.4063443272753669	estimated	1081	0.05731255625356063	0.5699300699300699	0.5515069192220439	low_recovery/low_common
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC1143	47	-0.1666281221091582	0.26295586402502963	estimated	47	47	0.15529602220166513	0.29725991198939977	estimated	47	0.14585414585414586	1.052322922395134	-0.09192876965772433	0.5388421748914506	estimated	47	0.5804195804195804	13	11	0.6022141880314819	0.6308574470624011	0.933796504478454	0.7885870151855325	0.4217477078063519	0.4549326785913322	0.22919937205651492	0.023098824730606076	0.4480447421916254	0.2827172827172827	0.5309533960653462	estimated	1081	0.06052824956999022	0.54354736172918	1.052322922395134	low_recovery/high_common
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	entrant	HCC38	47	0.07793709528214617	0.6025651179900802	estimated	47	47	0.3770814061054579	0.008981442976787102	estimated	47	0.005994005994005994	2.4986219888024865	0.13783533765032377	0.3555245628031305	estimated	47	0.8760330578512396	11	11	0.46629835175852447	0.5730046902178406	0.9199335898405826	0.7420291519792286	0.8405214792073776	0.03437712374250644	0.02197802197802198	-0.04992405083492783	0.10088979717186652	0.8691308691308691	-1.0440748296342017	estimated	1081	0.05731255625356063	0.9125874125874125	2.4986219888024865	high_recovery/low_common
geneformer_hcc_formal_v1	entrant	HCC1143	47	0.14581406105457909	0.3280879043060074	estimated	47	47	-0.09747918593894543	0.5145021374860006	estimated	47	0.7562437562437563	-0.6676807621388461	-0.00393154486586494	0.9790757982636723	estimated	47	0.5104895104895105	13	11	0.47775656436213904	0.5612693666614963	0.9096461889258124	0.7365979459227929	0.4306153744016348	0.6658262955701184	0.7922553636839351	-0.029641253952538943	0.33023120016525886	0.6723276723276723	-0.5337534599211688	estimated	1081	0.06052824956999022	0.7530364372469636	-0.6676807621388461	low_recovery/low_common
geneformer_hcc_formal_v1	entrant	HCC38	47	-0.12361239592969474	0.4077804191672295	estimated	47	47	0.12002775208140612	0.42161513432342557	estimated	47	0.1968031968031968	0.8334044589629348	-0.05400092506938021	0.7184687697978308	estimated	47	0.6363636363636364	11	11	0.5146872998631231	0.49587293014632267	0.8849605062914734	0.7127256954564528	0.6351291298640721	0.6183688636743575	0.2915750915750916	0.0857608567407805	0.004778005908796882	0.04795204795204795	1.6798753661162231	estimated	1081	0.05731255625356063	0.2013986013986014	0.8334044589629348	low_recovery/low_common
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC1143	47	-0.005434782608695652	0.971078286353992	estimated	47	47	0.028908418131359855	0.8470453745561374	estimated	47	0.45454545454545453	0.11454746949300575	-0.14130434782608697	0.3434282264496834	estimated	47	0.45454545454545453	13	11	0.03679552381098565	0.270315989435718	0.8192260127687655	0.5359799213699922	0.971078286353992	0.88738086858262	0.5263157894736842	-0.01800605085430699	0.5542684408253034	0.6813186813186813	-0.5179197328883101	estimated	1081	0.06052824956999022	0.7530364372469636	0.11454746949300575	low_recovery/low_common
lm_g_geneformer_ridge_hcc_formal_v1	entrant	HCC38	47	-0.01387604070305273	0.926243491979	estimated	47	47	0.12916281221091583	0.3868829277015138	estimated	47	0.1848151848151848	0.8937700130476851	-0.054232192414431085	0.7173130232605262	estimated	47	0.6859504132231405	11	11	0.024028847005775764	0.4315427665344917	0.8421662116621106	0.5952411338998299	0.926243491979	0.6183688636743575	0.2915750915750916	0.042451032975142064	0.16309336093037136	0.08891108891108891	1.375635383195133	estimated	1081	0.05731255625356063	0.26673326673326675	0.8937700130476851	low_recovery/low_common
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC1143	47	0.03862164662349676	0.7966052710861344	estimated	47	47	0.045790934320074	0.7598834202561251	estimated	47	0.3786213786213786	0.30149300142030444	0.05943570767807586	0.6914783505359943	estimated	47	0.6083916083916084	13	11	0.027258706686751538	0.25862042377921274	0.7947119401696103	0.5223205724307328	0.880458457516254	0.8358717622817377	0.5067155067155067	0.010724221599429568	0.7246888763680496	0.3646353646353646	0.27200835382231603	estimated	1081	0.06052824956999022	0.6125874125874126	0.30149300142030444	low_recovery/low_common
lm_g_scgpt_ridge_hcc_formal_v1	entrant	HCC38	47	0.02948658649398705	0.8440238618371709	estimated	47	47	-0.05966697502312674	0.6903379021531417	estimated	47	0.6683316683316683	-0.4068367327050943	0.10592044403330249	0.47857427398687735	estimated	47	0.4380165289256198	11	11	0.007217605997872834	0.2601626665350631	0.7865301100628858	0.5167671931989619	0.8862250549290295	0.7514707862729322	0.7001569858712716	-0.012376788035237373	0.6843930408420826	0.6383616383616384	-0.4099637443565785	estimated	1081	0.05731255625356063	0.788564376799671	-0.4068367327050943	low_recovery/low_common
lm_train_lowrank_hcc_formal_v1	entrant	HCC1143	47	0.19576780758556891	0.18724299635222158	estimated	47	47	0.16558741905642924	0.26599119455101294	estimated	47	0.12287712287712288	1.1051155768887224	0.05272895467160037	0.7248364422399163	estimated	47	0.7062937062937062	13	11	0.03258744153242526	0.23085057418933652	0.7992639788908227	0.5154694246154573	0.3932102923396653	0.4549326785913322	0.20794590025359258	0.02819414449511522	0.3543968102254329	0.2077922077922078	0.8263143376518882	estimated	1081	0.06052824956999022	0.4848484848484849	1.1051155768887224	low_recovery/low_common
lm_train_lowrank_hcc_formal_v1	entrant	HCC38	47	0.05099444958371878	0.7335492754755175	estimated	47	47	0.006244218316373728	0.9667730478729228	estimated	47	0.5034965034965035	0.007697412226936864	-0.056313598519889	0.7069397084622403	estimated	47	0.4380165289256198	11	11	0.01750769172146458	0.24016957523917284	0.7897532732253745	0.5128922314417601	0.8405214792073776	0.9667730478729228	0.5829959514170041	-0.013007845325511755	0.6692318044177172	0.6373626373626373	-0.38672980082807734	estimated	1081	0.05731255625356063	0.788564376799671	0.007697412226936864	low_recovery/low_common
null_model	null	HCC1143	47			non_estimable_constant_score	1	47			non_estimable_constant_score	1					non_estimable_constant_score	47	0.5	13	11												non_estimable_constant_score	1081	0.06052824956999022			not_estimable
null_model	null	HCC38	47			non_estimable_constant_score	1	47			non_estimable_constant_score	1					non_estimable_constant_score	47	0.5	11	11												non_estimable_constant_score	1081	0.05731255625356063			not_estimable
scgen_hcc_formal_v1	entrant	HCC1143	47	0.5201202590194265	0.00017880374373144977	estimated	47	47	0.44206753006475485	0.0018642301956369727	estimated	47	0.000999000999000999	3.002532171079509	0.5354995374653099	0.00010503948471502884	estimated	47	0.7972027972027972	13	11	0.7789692471597667	0.6724040385366731	0.9290929279411712	0.8303271966859089	0.0012516262061201486	0.013671021434671133	0.007326007326007325	0.32721042469025186	2.1581619644007615e-28	0.000999000999000999	5.065632332804121	estimated	1081	0.06052824956999022	0.006993006993006993	3.002532171079509	high_recovery/high_common
scgen_hcc_formal_v1	entrant	HCC38	47	0.4868177613320999	0.0005205873441632901	estimated	47	47	0.4449583718778908	0.0017255355125606019	estimated	47	0.000999000999000999	3.06877157975614	0.4347826086956522	0.002258549123941513	estimated	47	0.9338842975206612	11	11	0.7937453571091759	0.6996044653052507	0.9339754343372549	0.8434841927323642	0.008326871572421285	0.01265392709211108	0.010989010989010988	0.43124150618546336	3.4640823715682107e-50	0.000999000999000999	7.234578989799254	estimated	1081	0.05731255625356063	0.006993006993006993	3.06877157975614	high_recovery/high_common
scgen_hcc_sens_e100_seed2	entrant	HCC1143	47	0.5241674375578168	0.0001558303729650035	estimated	47	47	0.450277520814061	0.0014940936989413667	estimated	47	0.000999000999000999	3.1161351336670404	0.5293709528214616	0.00013024109824554502	estimated	47	0.8041958041958042	13	11	0.6773168488531627	0.5393955917328336	0.8847323398157829	0.754262118658399	0.0012516262061201486	0.013671021434671133	0.007326007326007325	0.35346281644772976	3.670343060944987e-33	0.000999000999000999	5.936487832330316	estimated	1081	0.06052824956999022	0.006993006993006993	3.1161351336670404	high_recovery/high_common
scgen_hcc_sens_e100_seed2	entrant	HCC38	47	0.44438020351526364	0.00175251749777182	estimated	47	47	0.4335106382978724	0.002334497680490542	estimated	47	0.001998001998001998	2.985661759948729	0.4680851063829788	0.0009068702702268726	estimated	47	0.9421487603305785	11	11	0.7288560248793455	0.6130541523275546	0.9047951523344159	0.7940924390338814	0.009200716863302054	0.01283973724269798	0.010989010989010988	0.4377824059745536	7.785666117959547e-52	0.000999000999000999	7.5055070086891105	estimated	1081	0.05731255625356063	0.006993006993006993	2.985661759948729	high_recovery/high_common
scgen_hcc_sens_e60_seed1	entrant	HCC1143	47	0.551572617946346	5.85680312525668e-05	estimated	47	47	0.45929694727104536	0.0011641469921785952	estimated	47	0.000999000999000999	3.1842781258347577	0.5838344125809436	1.648959031784056e-05	estimated	47	0.8251748251748252	13	11	0.8113767458162815	0.7018211430896761	0.9380928420799948	0.8485341193592706	0.0012299286563039026	0.013671021434671133	0.007326007326007325	0.2996129014974952	7.368370650387295e-24	0.000999000999000999	4.723099403984627	estimated	1081	0.06052824956999022	0.006993006993006993	3.1842781258347577	high_recovery/high_common
scgen_hcc_sens_e60_seed1	entrant	HCC38	47	0.4471554116558742	0.0016263378524549409	estimated	47	47	0.44842738205365407	0.0015712542502910843	estimated	47	0.001998001998001998	3.0502866862050264	0.495259019426457	0.00040114541647164254	estimated	47	0.9669421487603306	11	11	0.801864516641156	0.709609682452323	0.9368613616262719	0.8491344341330573	0.009200716863302054	0.01265392709211108	0.010989010989010988	0.41911935446914517	3.1638850061249906e-47	0.000999000999000999	7.17587065290319	estimated	1081	0.05731255625356063	0.006993006993006993	3.0502866862050264	high_recovery/high_common
scgpt_hcc_formal_v1	entrant	HCC1143	47	0.26063829787234044	0.0768179229531643	estimated	47	47	0.18813598519888994	0.20536689266296232	estimated	47	0.1028971028971029	1.3067722996389457	0.186054579093432	0.2105166242280033	estimated	47	0.6573426573426573	13	11	0.2535636536365697	0.5347064052009594	0.8972329853089304	0.6862404057760579	0.26886273033607505	0.4107337853259247	0.1978021978021978	-0.033889011433507955	0.2655999106727913	0.7792207792207793	-0.7737214963621039	estimated	1081	0.06052824956999022	0.8181818181818181	1.3067722996389457	high_recovery/low_common
scgpt_hcc_formal_v1	entrant	HCC38	47	0.4727104532839963	0.0007930353878496463	estimated	47	47	0.20282146160962072	0.17153407005340277	estimated	47	0.07892107892107893	1.3725971908137384	0.336840888066605	0.020602311891259148	estimated	47	0.6446280991735537	11	11	0.20218836196486695	0.3873448601279407	0.8417126966049429	0.6100505792384392	0.008326871572421285	0.3739549408407946	0.1758241758241758	-0.014339382857698719	0.6376856675441671	0.6203796203796204	-0.3578043749713796	estimated	1081	0.05731255625356063	0.788564376799671	1.3725971908137384	high_recovery/low_common
shared_mean_baseline	baseline	HCC1143	47			non_estimable_constant_score	1	47	-0.01006012950971323	0.9464915433713946	estimated	47	0.5134865134865135	-0.07007178555480234			non_estimable_constant_score	47	0.5664335664335665	13	11	1.0	1.0	1.0	1.0		0.9464915433713945	0.5648351648351648					non_estimable_constant_score	1081	0.06052824956999022		-0.07007178555480234	low_recovery/high_common
shared_mean_baseline	baseline	HCC38	47			non_estimable_constant_score	1	47	0.2793709528214616	0.05720313566100819	estimated	47	0.029970029970029972	1.9270462501207504			non_estimable_constant_score	47	0.7768595041322314	11	11	1.0000000000000002	1.0	1.0	1.0		0.15730862306777252	0.08241758241758242					non_estimable_constant_score	1081	0.05731255625356063		1.9270462501207504	high_recovery/high_common
