step_name	model_id	command	dry_run	started_utc	returncode	status
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC1143 --model-id gears_hcc_formal_v1_e20_lr1e-03_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T08:13:54.859781+00:00	0	completed
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	pixi run audit-hcc-model-after-run --model-id gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	False	2026-05-19T08:13:56.202927+00:00	0	completed
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	False	2026-05-19T08:14:03.738250+00:00	0	completed
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06_generate	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	pixi run --environment gears python scripts/pipeline/gears_hcc_predictions.py --config configs/generated/gears_hcc_backbone_sweep_v1/e30_lr5e-04_wd1e-06.json	False	2026-05-19T08:14:04.459982+00:00	0	completed
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06_generate	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC38 --model-id gears_hcc_formal_v1_e30_lr5e-04_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC38/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T08:58:28.727419+00:00	0	completed
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06_generate	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC1143 --model-id gears_hcc_formal_v1_e30_lr5e-04_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC1143/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T08:58:29.727067+00:00	0	completed
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06_generate	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	pixi run audit-hcc-model-after-run --model-id gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	False	2026-05-19T08:58:30.676573+00:00	0	completed
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06_generate	gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	False	2026-05-19T08:58:36.369554+00:00	0	completed
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05_generate	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	pixi run --environment gears python scripts/pipeline/gears_hcc_predictions.py --config configs/generated/gears_hcc_backbone_sweep_v1/e30_lr1e-03_wd1e-05.json	False	2026-05-19T08:58:36.912162+00:00	0	completed
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05_generate	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC38 --model-id gears_hcc_formal_v1_e30_lr1e-03_wd1e-05 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC38/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T09:40:55.412108+00:00	0	completed
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05_generate	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC1143 --model-id gears_hcc_formal_v1_e30_lr1e-03_wd1e-05 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC1143/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T09:40:56.426097+00:00	0	completed
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05_generate	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	pixi run audit-hcc-model-after-run --model-id gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	False	2026-05-19T09:40:57.418835+00:00	0	completed
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05_generate	gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	False	2026-05-19T09:41:03.047479+00:00	0	completed
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06_generate	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	pixi run --environment gears python scripts/pipeline/gears_hcc_predictions.py --config configs/generated/gears_hcc_backbone_sweep_v1/e30_lr2e-03_wd1e-06.json	False	2026-05-19T09:41:03.562902+00:00	0	completed
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06_generate	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC38 --model-id gears_hcc_formal_v1_e30_lr2e-03_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC38/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T10:25:19.457175+00:00	0	completed
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06_generate	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC1143 --model-id gears_hcc_formal_v1_e30_lr2e-03_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T10:25:20.515581+00:00	0	completed
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06_generate	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	pixi run audit-hcc-model-after-run --model-id gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	False	2026-05-19T10:25:21.516540+00:00	0	completed
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06_generate	gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	False	2026-05-19T10:25:27.109419+00:00	0	completed
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	pixi run --environment gears python scripts/pipeline/gears_hcc_predictions.py --config configs/generated/gears_hcc_backbone_sweep_v1/e40_lr1e-03_wd1e-06.json	False	2026-05-19T10:25:27.632997+00:00	0	completed
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC38 --model-id gears_hcc_formal_v1_e40_lr1e-03_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC38/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T11:22:16.022819+00:00	0	completed
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	pixi run python scripts/pipeline/hcc_prediction_export.py --cell-line HCC1143 --model-id gears_hcc_formal_v1_e40_lr1e-03_wd1e-06 --model-version v1 --object-role entrant --input-prediction-path data/predictions/gears_raw/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz --source-kind gears_generated_shift	False	2026-05-19T11:22:17.004503+00:00	0	completed
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	pixi run audit-hcc-model-after-run --model-id gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	False	2026-05-19T11:22:18.018555+00:00	0	completed
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06_generate	gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	False	2026-05-19T11:22:23.697626+00:00	0	completed
final_all_model_endpoint_recovery	all_models	pixi run run-model-endpoint-recovery	False	2026-05-19T11:22:24.237191+00:00	0	completed
final_all_model_endpoint_recovery	all_models	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id null_model	False	2026-05-19T11:23:37.016884+00:00	0	completed
final_all_model_endpoint_recovery	all_models	pixi run python scripts/pipeline/hash_hcc_model_artifacts.py --model-id shared_mean_baseline	False	2026-05-19T11:23:37.567563+00:00	0	completed
