context	target	expression_control	expression_perturbed
Replogle K562 essential	AASDHPPT	0.5458394289016724	0.1260034143924713
Replogle K562 essential	AATF	0.6521533131599426	0.09454929828643799
Replogle K562 essential	ABCB10	0.2797841429710388	0.21753422915935516
Replogle K562 essential	ABCB7	0.1987483650445938	0.013966933824121952
Replogle K562 essential	ABCE1	1.0473852157592773	0.2744831442832947
Replogle K562 essential	ABCF1	1.0372673273086548	0.5723915696144104
Replogle K562 essential	ABHD11	0.0674724131822586	0.0
Replogle K562 essential	ABHD17A	0.6219686269760132	0.22697407007217407
Replogle K562 essential	ABT1	0.5743061304092407	0.10023174434900284
Replogle K562 essential	ACD	0.10384518653154373	0.02015022188425064
Replogle K562 essential	ACIN1	0.8032127618789673	0.5556499361991882
Replogle K562 essential	ACTB	3.0752382278442383	2.156658172607422
Replogle K562 essential	ACTL6A	0.6052507758140564	0.13314928114414215
Replogle K562 essential	ACTR10	0.1928878128528595	0.01655677706003189
Replogle K562 essential	ACTR1A	0.18490593135356903	0.1211828887462616
Replogle K562 essential	ACTR1B	0.09550923854112625	0.015185300260782242
Replogle K562 essential	ACTR2	1.0107991695404053	0.11732905358076096
Replogle K562 essential	ACTR3	0.9907023310661316	0.39766696095466614
Replogle K562 essential	ACTR6	0.2429625540971756	0.017913995310664177
Replogle K562 essential	ACTR8	0.15106509625911713	0.019960753619670868
Replogle K562 essential	ADAT2	0.1462726891040802	0.0035762162879109383
Replogle K562 essential	ADRM1	0.9495953917503357	0.355932354927063
Replogle K562 essential	ADSL	0.7064281702041626	0.1502188891172409
Replogle K562 essential	AHCTF1	0.8086520433425903	0.3396329879760742
Replogle K562 essential	AHCY	0.7648491859436035	0.06348150968551636
Replogle K562 essential	AIFM1	0.5421933531761169	0.10772990435361862
Replogle K562 essential	AKIRIN2	0.3607099652290344	0.09165813773870468
Replogle K562 essential	ALDOA	0.1260712444782257	0.00543617457151413
Replogle K562 essential	ALG1	0.10791294276714325	0.015439242124557495
Replogle K562 essential	ALG11	0.11458395421504974	0.03340943157672882
Replogle K562 essential	ALG13	0.24212534725666046	0.011403183452785015
Replogle K562 essential	ALG14	0.10043305903673172	0.018030835315585136
Replogle K562 essential	ALG2	0.1472036987543106	0.04426639527082443
Replogle K562 essential	ALYREF	1.1565366983413696	0.7701089382171631
Replogle K562 essential	ANAPC1	0.33600810170173645	0.10840260237455368
Replogle K562 essential	ANAPC10	0.2662070691585541	0.0
Replogle K562 essential	ANAPC11	0.9913943409919739	0.24881044030189514
Replogle K562 essential	ANAPC13	0.4074254333972931	0.03830870985984802
Replogle K562 essential	ANAPC15	0.49359145760536194	0.40801623463630676
Replogle K562 essential	ANAPC4	0.18287236988544464	0.03677249327301979
Replogle K562 essential	ANAPC5	0.9478508830070496	0.14622335135936737
Replogle K562 essential	ANKLE2	0.43889614939689636	0.06952426582574844
Replogle K562 essential	ANKRD11	0.7601324915885925	0.20777638256549835
Replogle K562 essential	ANKRD49	0.12526921927928925	0.02169022336602211
Replogle K562 essential	ANKS6	0.2166772335767746	0.03464719280600548
Replogle K562 essential	ANLN	0.26560860872268677	0.01717064157128334
Replogle K562 essential	AP2M1	1.0647532939910889	0.7036111950874329
Replogle K562 essential	AP2S1	1.1699362993240356	0.2637084722518921
Replogle K562 essential	AQR	0.2543103098869324	0.04754982888698578
Replogle K562 essential	ARCN1	0.5301121473312378	0.24154603481292725
Replogle K562 essential	ARF4	0.7396951913833618	0.20308831334114075
Replogle K562 essential	ARFRP1	0.2264363318681717	0.11811131983995438
Replogle K562 essential	ARGLU1	1.1052807569503784	0.2514122724533081
Replogle K562 essential	ARID3A	0.9342494010925293	0.36964982748031616
Replogle K562 essential	ARIH1	0.24707399308681488	0.017193248495459557
Replogle K562 essential	ARL2	0.6129783391952515	0.0357373021543026
Replogle K562 essential	ARL4D	0.05607875436544418	0.008911839686334133
Replogle K562 essential	ARMC6	0.2204023003578186	0.06351353228092194
Replogle K562 essential	ARPC2	1.12368643283844	0.42387622594833374
Replogle K562 essential	ARPC3	1.5611605644226074	1.2400964498519897
Replogle K562 essential	ARPC4	0.584042489528656	0.08490776270627975
Replogle K562 essential	ASF1B	0.23086294531822205	0.022059034556150436
Replogle K562 essential	ATF4	0.9454757571220398	0.23549138009548187
Replogle K562 essential	ATF5	0.11854807287454605	0.02835909277200699
Replogle K562 essential	ATL2	0.23211781680583954	0.043425556272268295
Replogle K562 essential	ATP1A1	0.5975059270858765	0.08195047825574875
Replogle K562 essential	ATP2A2	0.6827138066291809	0.22830209136009216
Replogle K562 essential	ATP6AP1	0.19746054708957672	0.021269693970680237
Replogle K562 essential	ATP6AP2	0.30722057819366455	0.029026389122009277
Replogle K562 essential	ATP6V0B	1.6966898441314697	0.3634302020072937
Replogle K562 essential	ATP6V0C	1.1307334899902344	0.2922080457210541
Replogle K562 essential	ATP6V0D1	0.3458261489868164	0.08288674056529999
Replogle K562 essential	ATP6V1A	0.42103490233421326	0.0379292294383049
Replogle K562 essential	ATP6V1B2	0.18228423595428467	0.04347703978419304
Replogle K562 essential	ATP6V1C1	0.2924659848213196	0.03778352588415146
Replogle K562 essential	ATP6V1D	0.26513954997062683	0.05189407616853714
Replogle K562 essential	ATP6V1E1	0.6499823331832886	0.0966569036245346
Replogle K562 essential	ATP6V1F	1.4287525415420532	0.24852591753005981
Replogle K562 essential	ATP6V1G1	1.3644030094146729	0.16309066116809845
Replogle K562 essential	ATP6V1H	0.2972646653652191	0.04923052340745926
Replogle K562 essential	ATR	0.30121466517448425	0.034046631306409836
Replogle K562 essential	ATRIP	0.10481656342744827	0.0031027882359921932
Replogle K562 essential	AURKA	0.4832378625869751	0.10325925052165985
Replogle K562 essential	AURKAIP1	1.7438786029815674	0.4839540421962738
Replogle K562 essential	AURKB	0.2849532961845398	0.1710941195487976
Replogle K562 essential	BANF1	1.3578978776931763	0.5435264110565186
Replogle K562 essential	BANP	0.09535407274961472	0.04279616102576256
Replogle K562 essential	BAP1	0.1763269007205963	0.02829638309776783
Replogle K562 essential	BARD1	0.17082072794437408	0.019774967804551125
Replogle K562 essential	BCAR1	0.07502210885286331	0.04056504741311073
Replogle K562 essential	BCAS2	0.5305906534194946	0.0895092785358429
Replogle K562 essential	BCL2L1	0.3798806369304657	0.2256135493516922
Replogle K562 essential	BCLAF1	1.2421056032180786	0.158352792263031
Replogle K562 essential	BCR	0.13001678884029388	0.0905933678150177
Replogle K562 essential	BCS1L	0.2345685064792633	0.015468752011656761
Replogle K562 essential	BDP1	0.621571958065033	0.10883680731058121
Replogle K562 essential	BET1	0.19158075749874115	0.022453011944890022
Replogle K562 essential	BIRC5	0.7313262224197388	0.41635870933532715
Replogle K562 essential	BMS1	0.7821881175041199	0.2962218225002289
Replogle K562 essential	BNIP1	0.09381574392318726	0.0165223628282547
Replogle K562 essential	BOP1	0.5841187238693237	0.47384271025657654
Replogle K562 essential	BORA	0.11947914958000183	0.015425783582031727
Replogle K562 essential	BPTF	0.9667455554008484	0.4887235462665558
Replogle K562 essential	BRCA1	0.5514345169067383	0.10481821000576019
Replogle K562 essential	BRCA2	0.36644697189331055	0.02767692692577839
Replogle K562 essential	BRD4	0.8346900939941406	0.5840657353401184
Replogle K562 essential	BRD8	0.2382355034351349	0.06245182827115059
Replogle K562 essential	BRF1	0.05674630030989647	0.008725617080926895
Replogle K562 essential	BRF2	0.1041095107793808	0.010759688913822174
Replogle K562 essential	BRIP1	0.14833499491214752	0.002969760447740555
Replogle K562 essential	BRIX1	1.0276257991790771	0.27945077419281006
Replogle K562 essential	BRK1	1.3646047115325928	0.20583684742450714
Replogle K562 essential	BTF3	2.5892488956451416	0.817501962184906
Replogle K562 essential	BTF3L4	0.6280106902122498	0.08542881160974503
Replogle K562 essential	BUB1	0.506968080997467	0.07357742637395859
Replogle K562 essential	BUB1B	0.21822260320186615	0.02275705523788929
Replogle K562 essential	BUB3	0.7778899669647217	0.27146080136299133
Replogle K562 essential	BUD13	0.11927047371864319	0.04353386536240578
Replogle K562 essential	BUD31	0.7409119009971619	0.45516231656074524
Replogle K562 essential	BYSL	0.35733023285865784	0.06404123455286026
Replogle K562 essential	C12orf45	0.3914753198623657	0.03807520493865013
Replogle K562 essential	C17orf58	0.3429376184940338	0.055052824318408966
Replogle K562 essential	C19orf25	0.6011267900466919	0.1141987070441246
Replogle K562 essential	C19orf53	1.084981918334961	0.19512388110160828
Replogle K562 essential	C1D	0.601113498210907	0.05078808590769768
Replogle K562 essential	C1QBP	2.02793025970459	0.5233951210975647
Replogle K562 essential	C1orf109	0.3816784918308258	0.2700579762458801
Replogle K562 essential	C7orf26	0.084654301404953	0.015078404918313026
Replogle K562 essential	C7orf50	0.3630208373069763	0.2652111351490021
Replogle K562 essential	C9orf16	1.2589449882507324	0.15560132265090942
Replogle K562 essential	C9orf78	1.266082763671875	0.32062292098999023
Replogle K562 essential	CACTIN	0.11687658727169037	0.04295128211379051
Replogle K562 essential	CAMLG	0.32068759202957153	0.0747327208518982
Replogle K562 essential	CAP1	1.2747691869735718	0.38842061161994934
Replogle K562 essential	CAPZB	0.7088700532913208	0.13467876613140106
Replogle K562 essential	CASP8AP2	0.3638015389442444	0.046227067708969116
Replogle K562 essential	CBLL1	0.19638971984386444	0.0539092980325222
Replogle K562 essential	CBX1	0.4504423439502716	0.046236298978328705
Replogle K562 essential	CCAR1	0.9434210062026978	0.1375015377998352
Replogle K562 essential	CCDC115	0.14370153844356537	0.019668787717819214
Replogle K562 essential	CCDC130	0.10029993951320648	0.04822917282581329
Replogle K562 essential	CCDC137	0.5316334962844849	0.04914947599172592
Replogle K562 essential	CCDC174	0.22294408082962036	0.04101221263408661
Replogle K562 essential	CCDC59	0.5760709643363953	0.12771408259868622
Replogle K562 essential	CCDC84	0.07937847822904587	0.0117555046454072
Replogle K562 essential	CCDC86	0.3502078056335449	0.0458860769867897
Replogle K562 essential	CCNA2	0.8725583553314209	0.4406757056713104
Replogle K562 essential	CCNB1	0.8527896404266357	0.10045434534549713
Replogle K562 essential	CCNH	0.42800864577293396	0.031034337356686592
Replogle K562 essential	CCNK	0.25823137164115906	0.21475884318351746
Replogle K562 essential	CCNL1	0.3557557463645935	0.029880262911319733
Replogle K562 essential	CCP110	0.15428493916988373	0.0
Replogle K562 essential	CCT2	1.6617590188980103	0.27445706725120544
Replogle K562 essential	CCT3	2.0905649662017822	0.3690263330936432
Replogle K562 essential	CCT4	1.5643742084503174	0.3693416118621826
Replogle K562 essential	CCT5	2.1286535263061523	0.3080182373523712
Replogle K562 essential	CCT6A	1.899182677268982	0.6589823961257935
Replogle K562 essential	CCT7	1.4139572381973267	0.1740432232618332
Replogle K562 essential	CCT8	2.0777151584625244	0.5226525068283081
Replogle K562 essential	CD2BP2	0.23744115233421326	0.05722806230187416
Replogle K562 essential	CD3EAP	0.4926236569881439	0.016946809366345406
Replogle K562 essential	CDC123	0.8799337148666382	0.08840972185134888
Replogle K562 essential	CDC16	0.5724822282791138	0.07627933472394943
Replogle K562 essential	CDC20	0.45798277854919434	0.2148454785346985
Replogle K562 essential	CDC23	0.26083728671073914	0.059896163642406464
Replogle K562 essential	CDC26	0.375843346118927	0.07129724323749542
Replogle K562 essential	CDC27	0.4260191023349762	0.22390303015708923
Replogle K562 essential	CDC37	0.9091381430625916	0.9055421352386475
Replogle K562 essential	CDC40	0.3232123553752899	0.12205292284488678
Replogle K562 essential	CDC42	1.045587182044983	0.26234206557273865
Replogle K562 essential	CDC45	0.9547259211540222	0.23770205676555634
Replogle K562 essential	CDC5L	0.5897150635719299	0.13962464034557343
Replogle K562 essential	CDC6	0.48273056745529175	0.1320231854915619
Replogle K562 essential	CDC7	0.16337627172470093	0.015246406197547913
Replogle K562 essential	CDC73	0.49040576815605164	0.12487337738275528
Replogle K562 essential	CDCA5	0.33883920311927795	0.17901511490345
Replogle K562 essential	CDCA8	0.4601343870162964	0.22573412954807281
Replogle K562 essential	CDIPT	0.10168026387691498	0.008778046816587448
Replogle K562 essential	CDK1	0.6683045029640198	0.2572088837623596
Replogle K562 essential	CDK11A	0.15808449685573578	0.06795245409011841
Replogle K562 essential	CDK2	0.14909544587135315	0.007326534949243069
Replogle K562 essential	CDK9	0.1446956992149353	0.023564355447888374
Replogle K562 essential	CDT1	0.6391700506210327	0.46315255761146545
Replogle K562 essential	CEBPZ	0.8032044172286987	0.14855782687664032
Replogle K562 essential	CENPA	0.26173385977745056	0.16121938824653625
Replogle K562 essential	CENPC	0.301822692155838	0.041099801659584045
Replogle K562 essential	CENPE	0.4023057818412781	0.022829607129096985
Replogle K562 essential	CENPH	0.46022236347198486	0.05635802447795868
Replogle K562 essential	CENPJ	0.15721707046031952	0.030173715204000473
Replogle K562 essential	CENPK	0.38318508863449097	0.02056850865483284
Replogle K562 essential	CENPN	0.4167145788669586	0.0874086543917656
Replogle K562 essential	CENPT	0.2346426099538803	0.03968699648976326
Replogle K562 essential	CENPW	0.6196023225784302	0.08118356019258499
Replogle K562 essential	CEP152	0.21104316413402557	0.015316933393478394
Replogle K562 essential	CEP192	0.1931258738040924	0.05156439542770386
Replogle K562 essential	CEP68	0.10614719986915588	0.025505980476737022
Replogle K562 essential	CEP85	0.1987290233373642	0.023628342896699905
Replogle K562 essential	CEP97	0.0810592919588089	0.003022455610334873
Replogle K562 essential	CFDP1	0.6030140519142151	0.28860190510749817
Replogle K562 essential	CFL1	2.219170093536377	1.1444758176803589
Replogle K562 essential	CHAF1A	0.5316588282585144	0.0777917206287384
Replogle K562 essential	CHAF1B	0.18892134726047516	0.009968402795493603
Replogle K562 essential	CHCHD1	0.7482766509056091	0.10799351334571838
Replogle K562 essential	CHCHD2	2.714653253555298	0.7011626958847046
Replogle K562 essential	CHCHD4	0.3423130512237549	0.03160637989640236
Replogle K562 essential	CHD4	1.361898422241211	0.43321701884269714
Replogle K562 essential	CHEK1	0.5270380973815918	0.2154395580291748
Replogle K562 essential	CHERP	0.27476370334625244	0.1084967777132988
Replogle K562 essential	CHMP1A	0.1613772213459015	0.0519496351480484
Replogle K562 essential	CHMP2A	0.46736133098602295	0.20361383259296417
Replogle K562 essential	CHMP3	0.3873855173587799	0.045384153723716736
Replogle K562 essential	CHMP4B	0.23216941952705383	0.02367941476404667
Replogle K562 essential	CHMP5	0.40508705377578735	0.08979227393865585
Replogle K562 essential	CHMP6	0.07261449098587036	0.0024766672868281603
Replogle K562 essential	CHMP7	0.1360032558441162	0.03191852197051048
Replogle K562 essential	CHORDC1	0.5008682012557983	0.04863796755671501
Replogle K562 essential	CHTF18	0.07172733545303345	0.005857188254594803
Replogle K562 essential	CHTOP	0.46509790420532227	0.11545370519161224
Replogle K562 essential	CIAO1	0.4931396245956421	0.09624402970075607
Replogle K562 essential	CIAPIN1	0.4024121165275574	0.03489605337381363
Replogle K562 essential	CINP	0.253375768661499	0.04030510038137436
Replogle K562 essential	CKAP5	0.7592106461524963	0.40025925636291504
Replogle K562 essential	CLASRP	0.17465564608573914	0.056298982352018356
Replogle K562 essential	CLCC1	0.14858128130435944	0.010242992080748081
Replogle K562 essential	CLK2	0.10049472749233246	0.024329109117388725
Replogle K562 essential	CLNS1A	0.9293703436851501	0.11515267938375473
Replogle K562 essential	CLP1	0.13204194605350494	0.03572171926498413
Replogle K562 essential	CLSPN	0.9354132413864136	0.34568414092063904
Replogle K562 essential	CLTC	1.1970434188842773	0.3462718725204468
Replogle K562 essential	CMPK1	0.5997800827026367	0.09405166655778885
Replogle K562 essential	CMTR1	0.12928684055805206	0.025410234928131104
Replogle K562 essential	CNIH4	0.40859198570251465	0.013938714750111103
Replogle K562 essential	CNN2	0.22461584210395813	0.02614317275583744
Replogle K562 essential	CNOT1	0.544208288192749	0.1421155482530594
Replogle K562 essential	CNOT2	0.38222283124923706	0.11986211687326431
Replogle K562 essential	CNOT3	0.2353670448064804	0.0463554784655571
Replogle K562 essential	COA5	0.3499331772327423	0.038163311779499054
Replogle K562 essential	COASY	0.26420146226882935	0.012971639633178711
Replogle K562 essential	COG1	0.06196841597557068	0.034851014614105225
Replogle K562 essential	COG2	0.18151797354221344	0.018439145758748055
Replogle K562 essential	COG3	0.1070658266544342	0.011456435546278954
Replogle K562 essential	COG4	0.2315642237663269	0.01578880473971367
Replogle K562 essential	COG6	0.11529437452554703	0.0051178899593651295
Replogle K562 essential	COG8	0.09980150312185287	0.06475277990102768
Replogle K562 essential	COPA	0.482891708612442	0.3385981321334839
Replogle K562 essential	COPB1	0.5002282857894897	0.2430185228586197
Replogle K562 essential	COPB2	0.6552858352661133	0.3660111427307129
Replogle K562 essential	COPE	1.0479381084442139	0.1658278852701187
Replogle K562 essential	COPG1	0.18979406356811523	0.13544964790344238
Replogle K562 essential	COPS2	0.5323957800865173	0.039868809282779694
Replogle K562 essential	COPS3	0.6486748456954956	0.14131096005439758
Replogle K562 essential	COPS4	0.3707375228404999	0.020463213324546814
Replogle K562 essential	COPS5	0.7580610513687134	0.1760527342557907
Replogle K562 essential	COPS6	0.5432051420211792	0.0291482862085104
Replogle K562 essential	COPS8	0.4801838994026184	0.07805740833282471
Replogle K562 essential	COPZ1	0.6778495907783508	0.4763677716255188
Replogle K562 essential	COQ2	0.08452059328556061	0.0
Replogle K562 essential	COQ4	0.6260892152786255	0.07773073762655258
Replogle K562 essential	COQ5	0.16483134031295776	0.010331643745303154
Replogle K562 essential	COX10	0.11388446390628815	0.016527609899640083
Replogle K562 essential	COX11	0.27380284667015076	0.03266888111829758
Replogle K562 essential	COX15	0.12824063003063202	0.0
Replogle K562 essential	COX17	0.6298233270645142	0.07140673696994781
Replogle K562 essential	COX5A	1.7882494926452637	0.19524303078651428
Replogle K562 essential	COX5B	1.7841565608978271	0.41547149419784546
Replogle K562 essential	COX6C	1.3791344165802002	0.1529136598110199
Replogle K562 essential	COX7B	1.569478154182434	0.2696540653705597
Replogle K562 essential	COX7C	1.6957272291183472	0.23457810282707214
Replogle K562 essential	CPNE7	0.20151491463184357	0.026014909148216248
Replogle K562 essential	CPOX	0.1671469807624817	0.013522069901227951
Replogle K562 essential	CPSF1	0.17616955935955048	0.02403607778251171
Replogle K562 essential	CPSF2	0.3911757469177246	0.11073468625545502
Replogle K562 essential	CPSF3	0.3584277331829071	0.05038251355290413
Replogle K562 essential	CPSF4	0.20392170548439026	0.02125345729291439
Replogle K562 essential	CPSF6	0.5699483752250671	0.10617230087518692
Replogle K562 essential	CRCP	0.3424975574016571	0.11238746345043182
Replogle K562 essential	CRKL	0.6971745491027832	0.10929957777261734
Replogle K562 essential	CRLS1	0.3778523802757263	0.07108602672815323
Replogle K562 essential	CRNKL1	0.1980937272310257	0.09972105920314789
Replogle K562 essential	CS	0.4633267819881439	0.07032977044582367
Replogle K562 essential	CSE1L	0.7022770643234253	0.08297256380319595
Replogle K562 essential	CSNK1A1	0.915730893611908	0.18092100322246552
Replogle K562 essential	CSNK2B	1.230790138244629	0.26897531747817993
Replogle K562 essential	CSTF1	0.22665414214134216	0.04590770974755287
Replogle K562 essential	CSTF3	0.42335304617881775	0.05934232845902443
Replogle K562 essential	CTCF	0.5510453581809998	0.3209441304206848
Replogle K562 essential	CTNNBL1	0.2815638482570648	0.03046683594584465
Replogle K562 essential	CTR9	0.281411349773407	0.03785240277647972
Replogle K562 essential	CTU2	0.21205970644950867	0.02058224566280842
Replogle K562 essential	CUL1	0.4674137234687805	0.13477548956871033
Replogle K562 essential	CUL2	0.36230337619781494	0.06686250865459442
Replogle K562 essential	CUL3	0.6595681309700012	0.1952621191740036
Replogle K562 essential	CWC15	0.5847021341323853	0.14406655728816986
Replogle K562 essential	CWC22	0.29383593797683716	0.12311667203903198
Replogle K562 essential	CWC25	0.22406738996505737	0.06603648513555527
Replogle K562 essential	CWF19L2	0.1690218299627304	0.02031627669930458
Replogle K562 essential	CXXC1	0.14610353112220764	0.031062506139278412
Replogle K562 essential	CYC1	1.1373883485794067	0.43608349561691284
Replogle K562 essential	CYCS	1.8937228918075562	0.202802836894989
Replogle K562 essential	CYFIP1	0.21971610188484192	0.03466780483722687
Replogle K562 essential	DAD1	1.3524991273880005	0.192457914352417
Replogle K562 essential	DAP3	0.8379760384559631	0.09366143494844437
Replogle K562 essential	DARS	0.830119252204895	0.1047915518283844
Replogle K562 essential	DBF4	0.6146161556243896	0.15309229493141174
Replogle K562 essential	DBR1	0.13415031135082245	0.009545646607875824
Replogle K562 essential	DCAF6	0.2610040605068207	0.09215450286865234
Replogle K562 essential	DCLRE1B	0.06517934799194336	0.01491258479654789
Replogle K562 essential	DCTN1	0.31934136152267456	0.035804517567157745
Replogle K562 essential	DCTN2	0.5547690987586975	0.05263392627239227
Replogle K562 essential	DCTN3	0.453305721282959	0.04889968782663345
Replogle K562 essential	DCTN4	0.1833615005016327	0.03106534667313099
Replogle K562 essential	DCTN5	0.3342133164405823	0.05462101846933365
Replogle K562 essential	DCTN6	0.24117350578308105	0.051576241850852966
Replogle K562 essential	DCUN1D5	1.0376091003417969	0.19954900443553925
