cell_line	context_role	entrant_id	entrant_kind	reference_type	reference_seed	full_endpoint_n_targets	contract_n_targets	endpoint_coverage_fraction	missing_endpoint_targets	contract_n_genes	endpoint_alignment_spearman	endpoint_alignment_ci_low	endpoint_alignment_ci_high	endpoint_alignment_status	endpoint_alignment_n	directional_recovery_median_signed_cosine	directional_recovery_ci_low	directional_recovery_ci_high	directional_recovery_n	anchor_separation_auc	anchor_separation_ci_low	anchor_separation_ci_high	anchor_n	low_information_n	target_identity_spearman	target_identity_label_permutation_pvalue	target_identity_status	target_identity_n_targets	target_identity_n_pairs	predicted_homogenization_uncentered	observed_homogenization_uncentered	excess_homogenization_uncentered	predicted_homogenization_uncentered_n	observed_homogenization_uncentered_n	predicted_homogenization_centered	observed_homogenization_centered	excess_homogenization_centered	predicted_homogenization_centered_n	observed_homogenization_centered_n	conventional_pearson_median	conventional_pearson_ci_low	conventional_pearson_ci_high	conventional_pearson_n	conventional_normalized_rmse_median	conventional_normalized_rmse_ci_low	conventional_normalized_rmse_ci_high	conventional_normalized_rmse_n	secondary_absolute_projection_median	secondary_absolute_projection_ci_low	secondary_absolute_projection_ci_high	secondary_absolute_projection_n	source_file	source_data_row_1based
HCC1143	qualified_primary_context	observed_magnitude_random_direction_seed20260927	reference	observed_magnitude_random_direction	20260927	48	47	0.97916666666666663	SS18L2	47	0.5421533516074033	0.30109541586958588	0.71046067347291886	estimated	47	0.0025340159211853001	-0.073043253558951804	0.040678401793010598	47	0.83333333333333337	0.5	1	8	6	-0.022300384790103801	0.76132386761323867	estimated	47	1081	0.0084587664492801005	0.0605282495699902	-0.052069483120709997	47	47	0.0197236757718409	0.036130035956706399	-0.0164063601848655	47	47	-0.00024849591663639997	-0.095325193267492697	0.042772059077814402	47	1.4124206059660944	1.3851509652070348	1.4649527320421991	47	0.039020454382219703	0.022497627819609699	0.049480409169122698	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	11
HCC1143	qualified_primary_context	observed_magnitude_random_direction_seed20260928	reference	observed_magnitude_random_direction	20260928	48	47	0.97916666666666663	SS18L2	47	0.54886088027490099	0.29897369919907391	0.71887957355368759	estimated	47	0.015728646682499701	-0.074461791716287598	0.060044897143304	47	0.85416666666666663	0.5625	1	8	6	0.036671809740834199	0.1100889911008899	estimated	47	1081	0.0026261979537848001	0.0605282495699902	-0.057902051616205298	47	47	0.0102089667447131	0.036130035956706399	-0.025921069211993299	47	47	0.015351567077625	-0.045380132507085003	0.065640081498666403	47	1.4030476494527906	1.3710981750820732	1.4630920998608763	47	0.0326865479138337	0.021833970994832901	0.045946972894442203	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	12
HCC1143	qualified_primary_context	observed_magnitude_random_direction_seed20260929	reference	observed_magnitude_random_direction	20260929	48	47	0.97916666666666663	SS18L2	47	0.52943217654835595	0.29131965346972077	0.70953706250211512	estimated	47	-0.0356346878914496	-0.080436351768167894	-0.008523990649026	47	0.83333333333333337	0.5	1	8	6	-0.0115069112315278	0.63313668633136688	estimated	47	1081	0.0039088009052477999	0.0605282495699902	-0.056619448664742299	47	47	0.010107665842234499	0.036130035956706399	-0.0260223701144719	47	47	-0.037903229020023299	-0.069693591863090695	3.6066884785295096e-05	47	1.4391905279645569	1.4202281441015214	1.4704399709076832	47	0.019571566129533799	0.0138617937248268	0.0362074905609499	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	13
HCC38	sensitivity_boundary_context	observed_shift_oracle	reference	observed_shift_oracle		47	47	1		47	0.67734381803910704	0.47089188252816672	0.81222495326415511	estimated	47	1	1	1	47	1	1	1	7	6	1	9.9990000999900015e-05	estimated	47	1081	0.057312556253560597	0.057312556253560597	0	47	47	0.022149926807736	0.022149926807736	0	47	47	1	1	1	47	0	0	0	47	0.22776697568839141	0.1837939184203467	0.4030218159651357	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	14
HCC38	sensitivity_boundary_context	negated_oracle	reference	negated_oracle		47	47	1		47	0.67734381803910704	0.46485157038412889	0.81036185859825582	estimated	47	-1	-1	-1	47	1	1	1	7	6	1	9.9990000999900015e-05	estimated	47	1081	0.057312556253560597	0.057312556253560597	0	47	47	0.022149926807736	0.022149926807736	0	47	47	-1	-1	-1	47	2	2	2	47	0.22776697568839141	0.1837939184203467	0.4030218159651357	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	15
HCC38	sensitivity_boundary_context	shared_mean_baseline	reference	shared_mean_baseline		47	47	1		47				non_estimable_constant_score	47	0.1728823514528865	0.077816741929506494	0.23331886795622339	47	0.5	0.5	0.5	7	6			non_estimable_constant_score	47	1081	1.0000000000000002	0.057312556253560597	0.94268744374643965	47	47		0.022149926807736		0	47	0.1705471363955729	0.079079719653924699	0.24653926334530049	47	1.3614083266939507	1.0823568745582743	1.5003286860336762	47	0.041329122584195403	0.0301098188873744	0.058472645890657399	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	16
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260920	reference	observed_magnitude_random_direction	20260920	47	47	1		47	0.56922320858685527	0.34000673460609798	0.72810082579254209	estimated	47	0.028981446531004599	-0.020010074202787501	0.079287669402507005	47	1	1	1	7	6	0.0144110667100607	0.30646935306469347	estimated	47	1081	-0.001444885077095	0.057312556253560597	-0.058757441330655601	47	47	0.0112658464827402	0.022149926807736	-0.0108840803249958	47	47	0.0135297727013594	-0.032653189352223902	0.073089199482443606	47	1.393569914621434	1.3569910320982177	1.4282927390439168	47	0.022996736277005901	0.015573921213575001	0.032151222355178401	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	17
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260921	reference	observed_magnitude_random_direction	20260921	47	47	1		47	0.55817987361071619	0.33332295720023741	0.71992328795007321	estimated	47	0.0048165780390751001	-0.063434625149731999	0.048748620649270602	47	1	1	1	7	6	0.014488317317986501	0.31826817318268169	estimated	47	1081	-0.0012513627981771999	0.057312556253560597	-0.058563919051737898	47	47	0.0096977116616623997	0.022149926807736	-0.0124522151460735	47	47	0.011009258073945399	-0.058979871126600698	0.057866182130919701	47	1.4108036163555329	1.3796409293084764	1.451870133013861	47	0.0260359264255473	0.018119928577513902	0.038850212248934798	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	18
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260922	reference	observed_magnitude_random_direction	20260922	47	47	1		47	0.57801162176158372	0.35216480245521581	0.73947905509572409	estimated	47	-0.023732481337291399	-0.063096261512028101	0.0252431003076195	47	1	1	1	7	6	0.0021757749617214001	0.464953504649535	estimated	47	1081	0.0067806069145728001	0.057312556253560597	-0.050531949338987699	47	47	0.019235111368206301	0.022149926807736	-0.0029148154395296001	47	47	-0.029464353348842402	-0.077323915162965995	0.0047967017199741996	47	1.4308965590407237	1.3962499057778881	1.4581469483642784	47	0.021810420325991099	0.013548738131505301	0.038909645960892698	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	19
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260923	reference	observed_magnitude_random_direction	20260923	47	47	1		47	0.59188806361641821	0.36908896289487819	0.74788512534901042	estimated	47	-0.010435212447937801	-0.090168637209335101	0.0102001020114339	47	1	1	1	7	6	0.011568269037306501	0.34426557344265568	estimated	47	1081	-0.0019802378581609999	0.057312556253560597	-0.0592927941117216	47	47	0.010388420140153299	0.022149926807736	-0.0117615066675826	47	47	-0.022862086124630601	-0.059410069813126298	0.010176751488580301	47	1.4215732217848911	1.4013900081237409	1.4765965171361708	47	0.020537437799113999	0.014997994061732601	0.028233732539167399	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	20
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260924	reference	observed_magnitude_random_direction	20260924	47	47	1		47	0.56933884560231218	0.34495661938974909	0.73494486747382204	estimated	47	0.010378546357293799	-0.033302818773468502	0.066580405036254398	47	1	1	1	7	6	-0.047208899057242397	0.94620537946205363	estimated	47	1081	-0.0026410016038874999	0.057312556253560597	-0.059953557857448103	47	47	0.014704856402621499	0.022149926807736	-0.0074450704051144002	47	47	0.0017685303720394001	-0.024587580363324701	0.071253586178599906	47	1.4068556810438708	1.3675467482849719	1.4375693505173712	47	0.024107959781001002	0.014932883197425801	0.044827866514905702	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	21
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260925	reference	observed_magnitude_random_direction	20260925	47	47	1		47	0.56164898407442476	0.34097374592161661	0.72094657120206562	estimated	47	-0.018132151553723701	-0.064888917072810706	0.072419503410017405	47	1	1	1	7	6	0.049573658720645501	0.064993500649935004	estimated	47	1081	0.0052326293831046001	0.057312556253560597	-0.052079926870455998	47	47	0.010658332958935099	0.022149926807736	-0.0114915938488008	47	47	-0.032766035772090203	-0.062960191412635702	0.062255409103278599	47	1.4269773309718159	1.3690263445310324	1.4593758371802728	47	0.0248645141503782	0.018353114130498501	0.035311059950187802	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	22
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260926	reference	observed_magnitude_random_direction	20260926	47	47	1		47	0.55632968136340488	0.32706534401322462	0.72484195269931395	estimated	47	-0.014685000346383301	-0.065277518049077402	0.035083914837800399	47	1	1	1	7	6	-0.0090049775914338992	0.61773822617738228	estimated	47	1081	-0.0014856508478709	0.057312556253560597	-0.058798207101431597	47	47	0.025651374231696899	0.022149926807736	0.0035014474239608998	47	47	-0.020726269138915999	-0.065441710685310198	0.028687583605495101	47	1.4245595813067162	1.3891839944098114	1.4596420917807742	47	0.021015263606844199	0.0127224307058073	0.027262383645297102	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	23
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260927	reference	observed_magnitude_random_direction	20260927	47	47	1		47	0.57806944026931217	0.3644446440295131	0.73665435373229649	estimated	47	0.0044763615658319003	-0.031641433357179997	0.041519413972188501	47	1	1	1	7	6	0.0075179033888620999	0.40545945405459449	estimated	47	1081	0.0084587664492801005	0.057312556253560597	-0.048853789804280401	47	47	0.0211141178574491	0.022149926807736	-0.0010358089502868	47	47	0.0068768944405337004	-0.057587489704753303	0.0596682922411624	47	1.4110447465861371	1.3845436692483282	1.4450639776094074	47	0.0231645133852664	0.0118671836418276	0.0381159426339285	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	24
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260928	reference	observed_magnitude_random_direction	20260928	47	47	1		47	0.57107340083416647	0.32989481761794881	0.73442617199927995	estimated	47	-0.030123754584242299	-0.075430709943461099	0.0141431872639875	47	1	1	1	7	6	0.0043836490139717004	0.45015498450154978	estimated	47	1081	0.0026261979537848001	0.057312556253560597	-0.054686358299775702	47	47	0.0089702979828962994	0.022149926807736	-0.0131796288248396	47	47	-0.049036370946188498	-0.095985137853725103	0.020314354471073898	47	1.4353562307554473	1.395742864267135	1.466581542188133	47	0.026605702563204301	0.0164836393780795	0.043519994947180299	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	25
HCC38	sensitivity_boundary_context	observed_magnitude_random_direction_seed20260929	reference	observed_magnitude_random_direction	20260929	47	47	1		47	0.5540169410542658	0.32444112140911369	0.71950194707937076	estimated	47	-0.046132871591177703	-0.072966545176635797	0.0196508618506459	47	1	1	1	7	6	-0.00014521062380150001	0.50044995500449951	estimated	47	1081	0.0039088009052477999	0.057312556253560597	-0.053403755348312702	47	47	0.0132370260294166	0.022149926807736	-0.0089129007783192993	47	47	-0.027741492512771099	-0.085903557371720105	0.022861832187585401	47	1.4464666408812741	1.4011278012020827	1.4649003687463771	47	0.026328113126887501	0.0137363633231436	0.041044875233753497	47	docs/revision_delivery/Results/03_reference_context_metrics.csv	26
