cell_line	context_role	entrant_id	entrant_kind	reference_type	reference_seed	full_endpoint_n_targets	contract_n_targets	endpoint_coverage_fraction	missing_endpoint_targets	contract_n_genes	endpoint_alignment_spearman	endpoint_alignment_ci_low	endpoint_alignment_ci_high	endpoint_alignment_status	endpoint_alignment_n	directional_recovery_median_signed_cosine	directional_recovery_ci_low	directional_recovery_ci_high	directional_recovery_n	anchor_separation_auc	anchor_separation_ci_low	anchor_separation_ci_high	anchor_n	low_information_n	target_identity_spearman	target_identity_label_permutation_pvalue	target_identity_status	target_identity_n_targets	target_identity_n_pairs	predicted_homogenization_uncentered	observed_homogenization_uncentered	excess_homogenization_uncentered	predicted_homogenization_uncentered_n	observed_homogenization_uncentered_n	predicted_homogenization_centered	observed_homogenization_centered	excess_homogenization_centered	predicted_homogenization_centered_n	observed_homogenization_centered_n	conventional_pearson_median	conventional_pearson_ci_low	conventional_pearson_ci_high	conventional_pearson_n	conventional_normalized_rmse_median	conventional_normalized_rmse_ci_low	conventional_normalized_rmse_ci_high	conventional_normalized_rmse_n	secondary_absolute_projection_median	secondary_absolute_projection_ci_low	secondary_absolute_projection_ci_high	secondary_absolute_projection_n	entrant_role	display_name	model_family	endpoint_alignment_label_permutation_pvalue	endpoint_alignment_permutation_qvalue_bh	target_identity_permutation_qvalue_bh	scored_target_held_out	training_seed	predicted_homogenization_uncentered_ci_low	predicted_homogenization_uncentered_ci_high	predicted_homogenization_uncentered_jackknife_status	observed_homogenization_uncentered_ci_low	observed_homogenization_uncentered_ci_high	observed_homogenization_uncentered_jackknife_status	excess_homogenization_uncentered_ci_low	excess_homogenization_uncentered_ci_high	excess_homogenization_uncentered_jackknife_status	predicted_homogenization_centered_ci_low	predicted_homogenization_centered_ci_high	predicted_homogenization_centered_jackknife_status	observed_homogenization_centered_ci_low	observed_homogenization_centered_ci_high	observed_homogenization_centered_jackknife_status	excess_homogenization_centered_ci_low	excess_homogenization_centered_ci_high	excess_homogenization_centered_jackknife_status	inference_family	source_file	source_data_row_1based	context_order	model_order
HCC1143	qualified_primary_context	gears_training_seed125_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	0.28981149725429878	-0.029270042498761199	0.58057951132483521	estimated	47	0.24470793954240369	0.169635540120818	0.30109191147231817	47	0.70833333333333337	0.39583333333333331	0.95833333333333337	8	6	0.050428336191757801	0.13998600139986001	estimated	47	1081	0.45653470619704029	0.0605282495699902	0.39600645662705009	47	47	0.0026379574760799999	0.036130035956706497	-0.033492078480626401	47	47	0.25288113849105143	0.16918163699536559	0.29190710511056001	47	1.7704401406045569	1.3285630681449128	2.2942802797807853	47	0.1187284816742618	0.084882305932363594	0.13836683630884611	47	training_seed_sensitivity	GEARS	gears	0.051294870512948697	0.1298120187981201	0.314968503149685	False	125	0.36052713569122929	0.55254227670285128		0.021331611724677499	0.099724887415302804		0.29798562942179507	0.4940272838323051		-0.022129839671873399	0.0274057546240336		0.00062296332272300005	0.071637108590689905		-0.075199597154523304	0.0082154401932704006		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	18	0	7
HCC1143	qualified_primary_context	scgen_training_seed123_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	0.4791257115421228	0.2098303760303252	0.67945263616602336	estimated	47	0.57370723144369373	0.47035388827057678	0.69440431232126809	47	0.85416666666666663	0.5625	1	8	6	0.34876596618642469	9.9990000999900015e-05	estimated	47	1081	0.74960682763527031	0.0605282495699902	0.68907857806528006	47	47	0.074346620645016501	0.036130035956706497	0.038216584688309997	47	47	0.62958246635654291	0.49452406415732658	0.70957391157597838	47	1.7265023845124501	1.1713127647667705	2.3767783383953014	47	0.33632464640721332	0.25980202715912049	0.46738231685649251	47	training_seed_sensitivity	scGen	scgen	0.00049995000499950004	0.0032396760323966998	0.00029997000299969998	False	123	0.6910778012992842	0.80813585397125642		0.021331611724677499	0.099724887415302804		0.62855891900784089	0.74959823712271922		0.0201394444906795	0.1285537967993535		0.00062296332272300005	0.071637108590689905		0.0141241425075103	0.062309026869109697		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	4	0	8
HCC1143	qualified_primary_context	scgen_training_seed124_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	0.47577194720837401	0.21884492830164301	0.66512418171051058	estimated	47	0.59983961371069772	0.44131676102598161	0.68809699341770325	47	0.89583333333333337	0.66666666666666663	1	8	6	0.33764243912049818	9.9990000999900015e-05	estimated	47	1081	0.73746800321540329	0.0605282495699902	0.67693975364541303	47	47	0.070724200510775895	0.036130035956706497	0.034594164554069398	47	47	0.65689445515322575	0.49329849584747548	0.70660962923988713	47	1.7464418395451118	1.0294932914471702	2.225194276080884	47	0.31739647330493498	0.23741356234073399	0.46743555748321758	47	training_seed_sensitivity	scGen	scgen	0.00089991000899910004	0.0032396760323966998	0.00029997000299969998	False	124	0.67764880667364114	0.79728719975716544		0.021331611724677499	0.099724887415302804		0.61564084999766544	0.73823865729316063		0.0128629960400246	0.12858540498152729		0.00062296332272300005	0.071637108590689905		0.0094284852370659002	0.059759843871072797		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	5	0	8
HCC1143	qualified_primary_context	scgen_training_seed125_sensitivity	reference			48	47	0.97916666666666663	SS18L2	47	0.51590147216736915	0.25254007462164818	0.71452090971200544	estimated	47	0.48423043285669543	0.4222830181408645	0.68763832366227406	47	0.85416666666666663	0.5	1	8	6	0.3440057442077718	9.9990000999900015e-05	estimated	47	1081	0.75378354279459914	0.0605282495699902	0.69325529322460888	47	47	0.074175584532634495	0.036130035956706497	0.038045548575927998	47	47	0.61373399101276083	0.51713053604293935	0.69861840270860032	47	1.7142303153218219	1.1651044394812442	2.4963447839250001	47	0.29986828924150638	0.23025191800014749	0.4790779254361443	47	training_seed_sensitivity	scGen	scgen	0.0001999800019998	0.0032396760323966998	0.00029997000299969998	False	125	0.69706476190985533	0.81050232367934294		0.021331611724677499	0.099724887415302804		0.63380405954652286	0.75270652690269491		0.020972241327401799	0.1273789277378673		0.00062296332272300005	0.071637108590689905		0.015948345421652101	0.060142751730203899		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	6	0	8
HCC38	sensitivity_boundary_context	cpa_training_seed123_sensitivity	reference			47	47	1		47	0.041687144072231799	-0.24737512166734979	0.31732770476820038	estimated	47	0.1671285117140891	0.092904893045387404	0.2469653387756196	47	0.61904761904761907	0.2857142857142857	0.90476190476190477	7	6	0.0029994932922495	0.44875512448755123	estimated	47	1081	0.94530704488859163	0.0573125562535605	0.88799448863503117	47	47	-0.015052323792335899	0.022149926807736101	-0.037202250600071998	47	47	0.1576602203358127	0.090362328607501805	0.23576102085406761	47	1.0277703931930604	1.0203867569666998	1.0778376375191188	47	0.0205669270297737	0.0143735622638861	0.026666074315920298	47	training_seed_sensitivity	CPA	cpa	0.7802219778022198	0.82611738826117387	0.62135324929045566	False	123	0.92105435129990143	0.96955973847728205		0.0255548804635405	0.0890702320435805		0.84559647886567513	0.9303924984043872		-0.0466033303135715	0.016498682728899601		-0.0060058151622281999	0.050305668777700499		-0.083287507379027306	0.0088830061788830999		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	7	1	5
HCC38	sensitivity_boundary_context	cpa_training_seed124_sensitivity	reference			47	47	1		47	-0.073313867799708707	-0.39384719425333897	0.25467984467596338	estimated	47	0.14262867502112209	0.068848017722405105	0.19185433220471521	47	0.38095238095238088	0.070833333333335899	0.7142857142857143	7	6	-0.021097899091250899	0.66653334666533348	estimated	47	1081	0.95829680804121964	0.0573125562535605	0.90098425178765917	47	47	-0.019704950986500502	0.022149926807736101	-0.041854877794236703	47	47	0.17216295432546189	0.079725836637631595	0.2161737753701411	47	1.0831798489776134	1.0169792627018517	1.143098075743586	47	0.021259981999172398	0.017542815248292699	0.025321678805858901	47	training_seed_sensitivity	CPA	cpa	0.62703729627037297	0.76919808019198077	0.78398042548686298	False	124	0.94215533754775038	0.97443827853468923		0.0255548804635405	0.0890702320435805		0.86539284534630578	0.93657565822901256		-0.031132454637681401	-0.0082774473353196994		-0.0060058151622281999	0.050305668777700499		-0.072718496852799894	-0.0109912587356735		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	8	1	5
HCC38	sensitivity_boundary_context	cpa_training_seed125_sensitivity	reference			47	47	1		47	0.21462230068810631	-0.079776146068636103	0.49437309267708562	estimated	47	0.1228590662436575	0.041571570316663101	0.16959828681801739	47	0.52380952380952384	0.14285714285714279	0.8571428571428571	7	6	-0.028115563945587101	0.7127287271272873	estimated	47	1081	0.99292104921418955	0.0573125562535605	0.93560849296062898	47	47	-0.019586604520047301	0.022149926807736101	-0.041736531327783398	47	47	0.11573123269286199	0.077988944715151498	0.15500434713294639	47	1.0571166794205038	0.997222188632644	1.2276892278764155	47	0.0193139638570979	0.0099771569420580002	0.024758494212395701	47	training_seed_sensitivity	CPA	cpa	0.14488551144885509	0.27141285871412851	0.78398042548686298	False	125	0.99038746692378921	0.99545463150458979		0.0255548804635405	0.0890702320435805		0.90345895626666017	0.96775802965459778		-0.031501522875673302	-0.0076716861644213		-0.0060058151622281999	0.050305668777700499		-0.0767712342114273	-0.0067018284441396		A013_eighteen_HCC_training_sensitivity_outputs	docs/revision_delivery/Results/D46_context_metrics.csv	9	1	5
HCC38	sensitivity_boundary_context	cellot_hcc_seed123_retrain_v1	formal			47	47	1		47	0.66815067531027927	0.43544003018880278	0.82679488132915158	estimated	47	0.1717857903548792	0.075336295771798803	0.233104720426804	47	1	1	1	7	6	-0.033717828950130799	0.75922407759224075	estimated	47	1081	0.63674258891528235	0.0573125562535605	0.57943003266172177	47	47	-0.0155743237162015	0.022149926807736101	-0.037724250523937602	47	47	0.16795236540178349	0.098039877844449799	0.22217610878360619	47	19.226815614119641	14.02709915064448	25.342166175492959	47	0.99737245293859222	0.67868187946785163	1.0953880041202018	47	formal	CellOT	CellOT	9.9990000999900015e-05	0.00089991000899910004	0.79762023797620241	False	123	0.60486005261563036	0.66862512521493433	target_delete_one_jackknife	0.0255548804635405	0.0890702320435805	target_delete_one_jackknife	0.53204176799229563	0.62681829733114791	target_delete_one_jackknife	-0.0240498547597107	-0.0070987926726922999	target_delete_one_jackknife	-0.0060058151622281999	0.050305668777700499	target_delete_one_jackknife	-0.068786584180038995	-0.0066619168678362997	target_delete_one_jackknife	A010_eighteen_formal_HCC_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	6	1	6
HCC38	sensitivity_boundary_context	cellot_hcc_seed124_sensitivity_v1	training_seed_sensitivity			47	47	1		47	-0.14073024781111279	-0.3899559794015473	0.15802297096442119	estimated	47	0.076920430089717995	0.0052398612022438998	0.13653361709613021	47	0.3571428571428571	0.047619047619047603	0.69047619047619047	7	6	0.063237250752319396	0.097290270972902701	estimated	47	1081	0.29815223444143529	0.0573125562535605	0.24083967818787469	47	47	0.077481309187006603	0.022149926807736101	0.055331382379270502	47	47	0.034221916545925102	-0.0117281462642485	0.14306101250469189	47	63.880517168533657	52.922287482288652	78.668088219900923	47	2.1407543558744511	1.3566258102433797	3.0463392654570742	47	training_seed_sensitivity	CellOT	CellOT	0.34266573342665729	0.54826517348265169	0.3891610838916108	False	124	0.2345690449783267	0.361735423904544		0.0255548804635405	0.0890702320435805		0.17659734663912829	0.3050820097366212		0.0244124283880536	0.13055018998595971		-0.0060058151622281999	0.050305668777700499		-0.0078105239027933	0.1184732886613344		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	7	1	6
HCC38	sensitivity_boundary_context	cellot_hcc_seed125_sensitivity_v1	training_seed_sensitivity			47	47	1		47	-0.1055765951121988	-0.42130300270823873	0.2409149276354762	estimated	47	0.1002880562037385	0.00098854877419170002	0.1706064639638411	47	0.40476190476190471	0.119047619047619	0.73809523809523814	7	6	0.064092080216757594	0.067193280671932795	estimated	47	1081	0.27529558278291277	0.0573125562535605	0.2179830265293522	47	47	0.0275496247470748	0.022149926807736101	0.0053996979393386999	47	47	0.098754440052296194	0.043597753150798002	0.14109249790437309	47	38.868185967029859	24.43911853027813	63.62102569123104	47	1.6317088421999331	1.2038748506535313	1.9853712366835887	47	training_seed_sensitivity	CellOT	CellOT	0.4803519648035196	0.54897367406116526	0.3891610838916108	False	125	0.2246868622165987	0.32590430334922688		0.0255548804635405	0.0890702320435805		0.1601412530197858	0.27582480003891868		-0.0050661535311952999	0.060165403025345003		-0.0060058151622281999	0.050305668777700499		-0.035235477011461798	0.046034872890139203		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	8	1	6
HCC38	sensitivity_boundary_context	cellot_hcc_seed126_sensitivity_v1	training_seed_sensitivity			47	47	1		47	0.41617761862957681	0.14592516072124681	0.63657361408262747	estimated	47	0.15034760642015091	0.084142957362369694	0.21360856770006259	47	0.80952380952380953	0.5	1	7	6	-0.041241584082042898	0.81621837816218379	estimated	47	1081	0.52453894960997993	0.0573125562535605	0.4672263933564193	47	47	-0.016186959872043102	0.022149926807736101	-0.038336886679779303	47	47	0.1248795120107308	0.068653448780589696	0.20939073592381829	47	25.906973862945289	17.106303189845324	29.04334611601217	47	1.1299426559334047	0.84971141074880263	1.5169002783995444	47	training_seed_sensitivity	CellOT	CellOT	0.0034996500349965	0.019198080191980799	0.93282100361392439	False	126	0.48440630473817309	0.56467159448178683		0.0255548804635405	0.0890702320435805		0.41213584694232552	0.52231693977051319		-0.0222604303548515	-0.0101134893892348		-0.0060058151622281999	0.050305668777700499		-0.067306455083058006	-0.0093673182765005997		A012_eight_additional_seed_context_outputs	docs/revision_delivery/Results/38_new_context_metrics.csv	9	1	6
