cell_line	source_type	permutation_id	n_targets	spearman_rho	ci_lo_fisher95	ci_hi_fisher95	ci_method	empirical_p_two_sided
HCC38	endpoint_label_permutation	97		0.0486831835073775				
HCC38	endpoint_label_permutation	98		0.0875950392086425				
HCC38	endpoint_label_permutation	99		0.101240207032563				
HCC38	endpoint_label_permutation	100		-0.0528461160638279				
HCC38	endpoint_label_permutation	101		-0.285507791163219				
HCC38	endpoint_label_permutation	102		0.0655661877640928				
HCC38	endpoint_label_permutation	103		-0.0193692000890397				
HCC38	endpoint_label_permutation	104		0.1018183921098478				
HCC38	endpoint_label_permutation	105		0.1699864127217221				
HCC38	endpoint_label_permutation	106		0.0130091642389073				
HCC38	endpoint_label_permutation	107		-0.0532508456179272				
HCC38	endpoint_label_permutation	108		-0.1704489607835499				
HCC38	endpoint_label_permutation	109		0.1647249285184307				
HCC38	endpoint_label_permutation	110		-0.0806568182812253				
HCC38	endpoint_label_permutation	111		0.0341707380675298				
HCC38	endpoint_label_permutation	112		-0.2326038565916626				
HCC38	endpoint_label_permutation	113		-0.0156688155944172				
HCC38	endpoint_label_permutation	114		0.2194790553372984				
HCC38	endpoint_label_permutation	115		0.184151947115199				
HCC38	endpoint_label_permutation	116		-0.1651874765802585				
HCC38	endpoint_label_permutation	117		-0.1435055361820797				
HCC38	endpoint_label_permutation	118		0.2419704548436759				
HCC38	endpoint_label_permutation	119		-0.3748373856037159				
HCC38	endpoint_label_permutation	120		-0.0361943858380265				
HCC38	endpoint_label_permutation	121		0.077592437371616				
HCC38	endpoint_label_permutation	122		-0.0636003585013246				
HCC38	endpoint_label_permutation	123		0.1972767483695632				
HCC38	endpoint_label_permutation	124		0.0159579081330596				
HCC38	endpoint_label_permutation	125		0.0866121245772584				
HCC38	endpoint_label_permutation	126		-0.1795264664969208				
HCC38	endpoint_label_permutation	127		-0.0097135092983841				
HCC38	endpoint_label_permutation	128		-0.0497817351542186				
HCC38	endpoint_label_permutation	129		0.3085195572391528				
HCC38	endpoint_label_permutation	130		-0.3380069961806761				
HCC38	endpoint_label_permutation	131		-0.1617183661165499				
HCC38	endpoint_label_permutation	132		-0.1964672892613645				
HCC38	endpoint_label_permutation	133		-0.1910323495348877				
HCC38	endpoint_label_permutation	134		-0.1386487815328876				
HCC38	endpoint_label_permutation	135		-0.1836315805456427				
HCC38	endpoint_label_permutation	136		-0.1883726981793778				
HCC38	endpoint_label_permutation	137		-0.1355844006232784				
HCC38	endpoint_label_permutation	138		-0.106328235712669				
HCC38	endpoint_label_permutation	139		0.1120522679777882				
HCC38	endpoint_label_permutation	140		-0.0050302101723774				
HCC38	endpoint_label_permutation	141		0.0145702639475761				
HCC38	endpoint_label_permutation	142		-0.1010667515093776				
HCC38	endpoint_label_permutation	143		0.0772455263252451				
HCC38	endpoint_label_permutation	144		-0.2926772861215502				
HCC38	endpoint_label_permutation	145		0.2504119569720335				
HCC38	endpoint_label_permutation	146		0.0195426556122252				
HCC38	endpoint_label_permutation	147		-0.3312422307764442				
HCC38	endpoint_label_permutation	148		-0.1392269666101724				
HCC38	endpoint_label_permutation	149		0.0513428348628875				
HCC38	endpoint_label_permutation	150		-0.0204099332281523				
HCC38	endpoint_label_permutation	151		-0.0892139574250398				
HCC38	endpoint_label_permutation	152		-0.2595472811931328				
HCC38	endpoint_label_permutation	153		0.0446358879663841				
HCC38	endpoint_label_permutation	154		0.2147957562112917				
HCC38	endpoint_label_permutation	155		-0.1190483074129339				
HCC38	endpoint_label_permutation	156		-0.0093087797442847				
HCC38	endpoint_label_permutation	157		-0.0485097279841921				
HCC38	endpoint_label_permutation	158		0.1443149952902784				
HCC38	endpoint_label_permutation	159		-0.1245410656471392				
HCC38	endpoint_label_permutation	160		-0.0108120609452251				
HCC38	endpoint_label_permutation	161		-0.1532190454804638				
HCC38	endpoint_label_permutation	162		-0.1085253390063511				
HCC38	endpoint_label_permutation	163		0.1352374895769075				
HCC38	endpoint_label_permutation	164		0.4017808102051861				
HCC38	endpoint_label_permutation	165		-0.1026278512180465				
HCC38	endpoint_label_permutation	166		0.0407042294408477				
HCC38	endpoint_label_permutation	167		0.0300078055110795				
HCC38	endpoint_label_permutation	168		-0.0342285565752583				
HCC38	endpoint_label_permutation	169		0.0791535370802849				
HCC38	endpoint_label_permutation	170		0.0254979619082583				
HCC38	endpoint_label_permutation	171		-0.1929403602899274				
HCC38	endpoint_label_permutation	172		-0.2431846435059739				
HCC38	endpoint_label_permutation	173		-0.201613136449199				
HCC38	endpoint_label_permutation	174		-0.1980283889700334				
HCC38	endpoint_label_permutation	175		0.0227226735372914				
HCC38	endpoint_label_permutation	176		-0.0657974617950067				
HCC38	endpoint_label_permutation	177		-0.047526813352808				
HCC38	endpoint_label_permutation	178		0.0225492180141059				
HCC38	endpoint_label_permutation	179		-0.0890983204095829				
HCC38	endpoint_label_permutation	180		0.0916423347496359				
HCC38	endpoint_label_permutation	181		-0.3345378857169674				
HCC38	endpoint_label_permutation	182		-0.030065624018808				
HCC38	endpoint_label_permutation	183		-0.1129773641014439				
HCC38	endpoint_label_permutation	184		-0.0197739296431391				
HCC38	endpoint_label_permutation	185		-0.0882888613013842				
HCC38	endpoint_label_permutation	186		0.1635685583638612				
HCC38	endpoint_label_permutation	187		-0.1099129831918346				
HCC38	endpoint_label_permutation	188		-0.1693504091367089				
HCC38	endpoint_label_permutation	189		-0.1908588940117023				
HCC38	endpoint_label_permutation	190		-0.2375762482563116				
HCC38	endpoint_label_permutation	191		0.1583070741605698				
HCC38	endpoint_label_permutation	192		-0.4142696078745371				
HCC38	endpoint_label_permutation	193		-0.0632534474549537				
HCC38	endpoint_label_permutation	194		0.2737128155866097				
HCC38	endpoint_label_permutation	195		0.4297071494380404				
HCC38	endpoint_label_permutation	196		-0.2236998064014771				
HCC38	endpoint_label_permutation	197		0.1588274407301261				
HCC38	endpoint_label_permutation	198		-0.0031221994173377				
HCC38	endpoint_label_permutation	199		-0.1321731086672982				
HCC38	endpoint_label_permutation	200		0.2256078171565169				
HCC38	endpoint_label_permutation	201		-0.0371194819616821				
HCC38	endpoint_label_permutation	202		0.0951114452133445				
HCC38	endpoint_label_permutation	203		0.1470902836612453				
HCC38	endpoint_label_permutation	204		0.0205833887513377				
HCC38	endpoint_label_permutation	205		0.0043363880796357				
HCC38	endpoint_label_permutation	206		0.0707698534596557				
HCC38	endpoint_label_permutation	207		-0.1658812986730002				
HCC38	endpoint_label_permutation	208		0.1675002168893976				
HCC38	endpoint_label_permutation	209		0.0962099968601855				
HCC38	endpoint_label_permutation	210		-0.366974068552643				
HCC38	endpoint_label_permutation	211		-0.0930877974428478				
HCC38	endpoint_label_permutation	212		0.0112167904993245				
HCC38	endpoint_label_permutation	213		0.0770720708020597				
HCC38	endpoint_label_permutation	214		-0.0552744933884239				
HCC38	endpoint_label_permutation	215		-0.1296869128349737				
HCC38	endpoint_label_permutation	216		-0.08389465471402				
HCC38	endpoint_label_permutation	217		0.1217079587684439				
HCC38	endpoint_label_permutation	218		-0.0600734295298875				
HCC38	endpoint_label_permutation	219		-0.2768350150039474				
HCC38	endpoint_label_permutation	220		-0.1780231852959804				
HCC38	endpoint_label_permutation	221		-0.0981180076152253				
HCC38	endpoint_label_permutation	222		-0.0381023965930662				
HCC38	endpoint_label_permutation	223		-0.0004625480618278				
HCC38	endpoint_label_permutation	224		-0.3074788241000402				
HCC38	endpoint_label_permutation	225		-0.0103495128833973				
HCC38	endpoint_label_permutation	226		-0.4158885260909345				
HCC38	endpoint_label_permutation	227		-0.0231274030913907				
HCC38	endpoint_label_permutation	228		-0.3639675061507622				
HCC38	endpoint_label_permutation	229		-0.0629065364085828				
HCC38	endpoint_label_permutation	230		-0.1921309011817288				
HCC38	endpoint_label_permutation	231		0.0168251857489867				
HCC38	endpoint_label_permutation	232		0.0760891561706756				
HCC38	endpoint_label_permutation	233		0.0706542164441988				
HCC38	endpoint_label_permutation	234		0.0492035500769338				
HCC38	endpoint_label_permutation	235		-0.1155791969492253				
HCC38	endpoint_label_permutation	236		-0.2268798243265434				
HCC38	endpoint_label_permutation	237		0.1813766587442321				
HCC38	endpoint_label_permutation	238		0.1730507936313314				
HCC38	endpoint_label_permutation	239		-0.0174033708262715				
HCC38	endpoint_label_permutation	240		0.195310919106795				
HCC38	endpoint_label_permutation	241		0.1673845798739406				
HCC38	endpoint_label_permutation	242		0.0600734295298875				
HCC38	endpoint_label_permutation	243		-0.2392529849804374				
HCC38	endpoint_label_permutation	244		-0.004856754649192				
HCC38	endpoint_label_permutation	245		0.0004047295540993				
HCC38	endpoint_label_permutation	246		0.1651874765802585				
HCC38	endpoint_label_permutation	247		-0.1475528317230731				
HCC38	endpoint_label_permutation	248		-0.2311005753907222				
HCC38	endpoint_label_permutation	249		-0.1845566766692983				
HCC38	endpoint_label_permutation	250		0.0330143679129603				
HCC38	endpoint_label_permutation	251		0.1192217629361194				
HCC38	endpoint_label_permutation	252		-0.0630221734240398				
HCC38	endpoint_label_permutation	253		0.1459339135066757				
HCC38	endpoint_label_permutation	254		0.1568616114673579				
HCC38	endpoint_label_permutation	255		0.1057500506353842				
HCC38	endpoint_label_permutation	256		-0.1743228008013579				
HCC38	endpoint_label_permutation	257		0.1005463849398213				
HCC38	endpoint_label_permutation	258		0.281865225176325				
HCC38	endpoint_label_permutation	259		0.2080309908070599				
HCC38	endpoint_label_permutation	260		-0.1002572924011789				
HCC38	endpoint_label_permutation	261		-0.1404989737801989				
HCC38	endpoint_label_permutation	262		-0.2791477553130865				
HCC38	endpoint_label_permutation	263		0.0215663033827218				
HCC38	endpoint_label_permutation	264		-0.0987540112002385				
HCC38	endpoint_label_permutation	265		-0.1696395016753512				
HCC38	endpoint_label_permutation	266		0.1962360152304506				
HCC38	endpoint_label_permutation	267		0.1263912578944505				
HCC38	endpoint_label_permutation	268		0.0246306842923311				
HCC38	endpoint_label_permutation	269		-0.0996212888161657				
HCC38	endpoint_label_permutation	270		0.2281518314965699				
HCC38	endpoint_label_permutation	271		-0.0664334653800199				
HCC38	endpoint_label_permutation	272		-0.0590905148985034				
HCC38	endpoint_label_permutation	273		-0.1152322859028544				
HCC38	endpoint_label_permutation	274		-0.0529617530792848				
HCC38	endpoint_label_permutation	275		-0.0128935272234503				
HCC38	endpoint_label_permutation	276		-0.3088664682855236				
HCC38	endpoint_label_permutation	277		-0.0501864647083179				
HCC38	endpoint_label_permutation	278		0.1517157642795234				
HCC38	endpoint_label_permutation	279		0.2522043307116163				
HCC38	endpoint_label_permutation	280		0.0514584718783444				
HCC38	endpoint_label_permutation	281		-0.0055505767419337				
HCC38	endpoint_label_permutation	282		0.2041571507892519				
HCC38	endpoint_label_permutation	283		-0.2060073430365632				
HCC38	endpoint_label_permutation	284		-0.1419444364734108				
HCC38	endpoint_label_permutation	285		-0.1647827470261592				
HCC38	endpoint_label_permutation	286		0.1802202885896625				
HCC38	endpoint_label_permutation	287		-0.1104333497613909				
HCC38	endpoint_label_permutation	288		-0.1233268769848412				
HCC38	endpoint_label_permutation	289		0.1410193403497552				
HCC38	endpoint_label_permutation	290		-0.2928507416447355				
HCC38	endpoint_label_permutation	291		-0.0715793125678544				
HCC38	endpoint_label_permutation	292		0.117602844719722				
HCC38	endpoint_label_permutation	293		-0.2144488451649208				
HCC38	endpoint_label_permutation	294		0.1391113295947154				
HCC38	endpoint_label_permutation	295		0.1102598942382054				
HCC38	endpoint_label_permutation	296		0.0715793125678544				
HCC38	endpoint_label_permutation	297		-0.1025122142025895				
HCC38	endpoint_label_permutation	298		-0.0096556907906556				
HCC38	endpoint_label_permutation	299		0.1156370154569538				
HCC38	endpoint_label_permutation	300		0.1255239802785233				
HCC38	endpoint_label_permutation	301		0.0186175594885695				
HCC38	endpoint_label_permutation	302		0.2668324131669209				
HCC38	endpoint_label_permutation	303		0.1178341187506359				
HCC38	endpoint_label_permutation	304		-0.0882888613013842				
HCC38	endpoint_label_permutation	305		-0.0385071261471656				
HCC38	endpoint_label_permutation	306		-0.0659709173181921				
HCC38	endpoint_label_permutation	307		-0.0309907201424636				
HCC38	endpoint_label_permutation	308		-0.1567459744519009				
HCC38	endpoint_label_permutation	309		-0.0408776849640331				
HCC38	endpoint_label_permutation	310		0.1743228008013579				
HCC38	endpoint_label_permutation	311		0.1324622012059406				
HCC38	endpoint_label_permutation	312		0.2306958458366229				
HCC38	endpoint_label_permutation	313		-0.3444826690462655				
HCC38	endpoint_label_permutation	314		-0.1053453210812849				
HCC38	endpoint_label_permutation	315		-0.028735798341053				
HCC38	endpoint_label_permutation	316		-0.0667803764263908				
HCC38	endpoint_label_permutation	317		0.2193634183218414				
HCC38	endpoint_label_permutation	318		0.0823335550053511				
HCC38	endpoint_label_permutation	319		-0.082680466051722				
HCC38	endpoint_label_permutation	320		-0.0276372466942119				
HCC38	endpoint_label_permutation	321		0.126449076402179				
HCC38	endpoint_label_permutation	322		0.2833106878695369				
HCC38	endpoint_label_permutation	323		-0.0679945650886888				
HCC38	endpoint_label_permutation	324		-0.0460813506595961				
HCC38	endpoint_label_permutation	325		0.0246306842923311				
HCC38	endpoint_label_permutation	326		-0.1233268769848412				
HCC38	endpoint_label_permutation	327		-0.0872481281622716				
HCC38	endpoint_label_permutation	328		0.0270012431091987				
HCC38	endpoint_label_permutation	329		0.1336763898682386				
HCC38	endpoint_label_permutation	330		0.166459483750285				
HCC38	endpoint_label_permutation	331		0.0423809661649735				
HCC38	endpoint_label_permutation	332		0.0694978462896292				
HCC38	endpoint_label_permutation	333		-0.0904281460873379				
HCC38	endpoint_label_permutation	334		0.0026018328477814				
HCC38	endpoint_label_permutation	335		0.3387586367811462				
HCC38	endpoint_label_permutation	336		-0.0156688155944172				
HCC38	endpoint_label_permutation	337		0.348183053540888				
HCC38	endpoint_label_permutation	338		-0.0580497817593908				
HCC38	endpoint_label_permutation	339		0.0781706224489008				
HCC38	endpoint_label_permutation	340		0.1060391431740266				
HCC38	endpoint_label_permutation	341		-0.0715793125678544				
HCC38	endpoint_label_permutation	342		-0.1981440259854904				
HCC38	endpoint_label_permutation	343		-0.1165042930728809				
HCC38	endpoint_label_permutation	344		-0.1370876818242187				
HCC38	endpoint_label_permutation	345		0.0620392587926557				
HCC38	endpoint_label_permutation	346		0.0163048191794304				
HCC38	endpoint_label_permutation	347		-0.1679627649512254				
HCC38	endpoint_label_permutation	348		0.1032638548030597				
HCC38	endpoint_label_permutation	349		0.1450088173830201				
HCC38	endpoint_label_permutation	350		-0.1133242751478147				
HCC38	endpoint_label_permutation	351		0.2138706600876361				
HCC38	endpoint_label_permutation	352		-0.246595935461954				
HCC38	endpoint_label_permutation	353		-0.037466393008053				
HCC38	endpoint_label_permutation	354		-0.0627330808853974				
HCC38	endpoint_label_permutation	355		0.095053626705616				
HCC38	endpoint_label_permutation	356		-0.0840102917294769				
HCC38	endpoint_label_permutation	357		-0.1020496661407617				
HCC38	endpoint_label_permutation	358		0.2556734411753249				
HCC38	endpoint_label_permutation	359		0.0367147524075828				
HCC38	endpoint_label_permutation	360		-0.040010407348106				
HCC38	endpoint_label_permutation	361		-0.0235321326454901				
HCC38	endpoint_label_permutation	362		0.0076320430201589				
HCC38	endpoint_label_permutation	363		0.036252204345755				
HCC38	endpoint_label_permutation	364		-0.0788644445416425				
HCC38	endpoint_label_permutation	365		-0.0004047295540993				
HCC38	endpoint_label_permutation	366		0.1128039085782584				
HCC38	endpoint_label_permutation	367		-0.1061547801894836				
HCC38	endpoint_label_permutation	368		0.1749588043863711				
HCC38	endpoint_label_permutation	369		-0.1221705068302717				
HCC38	endpoint_label_permutation	370		0.039894770332649				
HCC38	endpoint_label_permutation	371		0.1979127519545765				
HCC38	endpoint_label_permutation	372		0.0486831835073775				
HCC38	endpoint_label_permutation	373		0.1799890145587486				
HCC38	endpoint_label_permutation	374		0.0616345292385564				
HCC38	endpoint_label_permutation	375		0.1487092018776426				
HCC38	endpoint_label_permutation	376		-0.0515741088938014				
HCC38	endpoint_label_permutation	377		-0.0230117660759338				
HCC38	endpoint_label_permutation	378		0.1396316961642717				
HCC38	endpoint_label_permutation	379		0.0109276979606821				
HCC38	endpoint_label_permutation	380		-0.0216241218904503				
HCC38	endpoint_label_permutation	381		-0.0737764158615365				
HCC38	endpoint_label_permutation	382		0.0728513197378809				
HCC38	endpoint_label_permutation	383		0.1414240699038545				
HCC38	endpoint_label_permutation	384		0.0805411812657683				
HCC38	endpoint_label_permutation	385		-0.0334769159747881				
HCC38	endpoint_label_permutation	386		-0.0196582926276821				
HCC38	endpoint_label_permutation	387		-0.1055765951121988				
HCC38	endpoint_label_permutation	388		0.1557052413127883				
HCC38	endpoint_label_permutation	389		0.0743546009388213				
HCC38	endpoint_label_permutation	390		0.0612876181921855				
HCC38	endpoint_label_permutation	391		0.0156109970866887				
HCC38	endpoint_label_permutation	392		0.2565985372989806				
HCC38	endpoint_label_permutation	393		-0.4453181465247292				
HCC38	endpoint_label_permutation	394		-0.1268538059562783				
HCC38	endpoint_label_permutation	395		0.286837616840974				
HCC38	endpoint_label_permutation	396		-0.3499754272804708				
HCC38	endpoint_label_permutation	397		0.2063542540829341				
HCC38	endpoint_label_permutation	398		-0.0472955393218941				
HCC38	endpoint_label_permutation	399		-0.2544014340052984				
HCC38	endpoint_label_permutation	400		0.0257292359391722				
HCC38	endpoint_label_permutation	401		0.0003469110463708				
HCC38	endpoint_label_permutation	402		-0.0379289410698808				
HCC38	endpoint_label_permutation	403		-0.1471481021689737				
HCC38	endpoint_label_permutation	404		-0.1763464485718546				
HCC38	endpoint_label_permutation	405		-0.022433580998649				
HCC38	endpoint_label_permutation	406		-0.0700182128591855				
HCC38	endpoint_label_permutation	407		-0.2047931543742652				
HCC38	endpoint_label_permutation	408		0.1355844006232784				
HCC38	endpoint_label_permutation	409		-0.1343702119609803				
HCC38	endpoint_label_permutation	410		0.0985805556770531				
HCC38	endpoint_label_permutation	411		0.1166199300883379				
HCC38	endpoint_label_permutation	412		0.1444306323057353				
HCC38	endpoint_label_permutation	413		-0.0197161111354106				
HCC38	endpoint_label_permutation	414		0.2266485502956295				
HCC38	endpoint_label_permutation	415		-0.0897343239945961				
HCC38	endpoint_label_permutation	416		-0.0502442832160464				
HCC38	endpoint_label_permutation	417		-0.0304125350651788				
HCC38	endpoint_label_permutation	418		0.027521609678755				
HCC38	endpoint_label_permutation	419		0.1081784279599803				
HCC38	endpoint_label_permutation	420		-0.3026220694508482				
HCC38	endpoint_label_permutation	421		0.17386025273953				
HCC38	endpoint_label_permutation	422		-0.2274001908960997				
HCC38	endpoint_label_permutation	423		0.1307276459740863				
HCC38	endpoint_label_permutation	424		0.095169263721073				
HCC38	endpoint_label_permutation	425		0.1949061895526957				
HCC38	endpoint_label_permutation	426		0.1935185453672122				
HCC38	endpoint_label_permutation	427		0.2721517158779408				
HCC38	endpoint_label_permutation	428		-0.2337602267462321				
HCC38	endpoint_label_permutation	429		0.0546963083111391				
HCC38	endpoint_label_permutation	430		0.1269694429717353				
HCC38	endpoint_label_permutation	431		-0.1396895146720002				
HCC38	endpoint_label_permutation	432		0.1238472435543975				
HCC38	endpoint_label_permutation	433		0.0120840681152516				
HCC38	endpoint_label_permutation	434		-0.0305859905883642				
HCC38	endpoint_label_permutation	435		0.1206672256293313				
HCC38	endpoint_label_permutation	436		0.1423491660275102				
HCC38	endpoint_label_permutation	437		-0.0282732502792252				
HCC38	endpoint_label_permutation	438		-0.1303807349277154				
HCC38	endpoint_label_permutation	439		0.0242259547382318				
HCC38	endpoint_label_permutation	440		-0.0611141626690001				
HCC38	endpoint_label_permutation	441		-0.102570032710318				
HCC38	endpoint_label_permutation	442		0.0420340551186027				
HCC38	endpoint_label_permutation	443		0.221618340123252				
HCC38	endpoint_label_permutation	444		0.3108322975482919				
HCC38	endpoint_label_permutation	445		-0.0171720967953576				
HCC38	endpoint_label_permutation	446		0.0514584718783444				
HCC38	endpoint_label_permutation	447		0.1022809401716756				
HCC38	endpoint_label_permutation	448		-0.0693822092741723				
HCC38	endpoint_label_permutation	449		0.093723801027861				
HCC38	endpoint_label_permutation	450		0.0747015119851921				
HCC38	endpoint_label_permutation	451		-0.093839438043318				
HCC38	endpoint_label_permutation	452		0.1443149952902784				
HCC38	endpoint_label_permutation	453		0.1306120089586293				
HCC38	endpoint_label_permutation	454		-0.0434216993040861				
HCC38	endpoint_label_permutation	455		0.0879997687627418				
HCC38	endpoint_label_permutation	456		0.0051458471878344				
HCC38	endpoint_label_permutation	457		-0.2652134949505236				
HCC38	endpoint_label_permutation	458		0.2297707497129672				
HCC38	endpoint_label_permutation	459		0.1174293891965366				
HCC38	endpoint_label_permutation	460		0.2187274147368282				
HCC38	endpoint_label_permutation	461		0.1750166228940996				
HCC38	endpoint_label_permutation	462		-0.0385649446548941				
HCC38	endpoint_label_permutation	463		0.1229221474307419				
HCC38	endpoint_label_permutation	464		-0.0452718915513974				
HCC38	endpoint_label_permutation	465		-0.0435951548272715				
HCC38	endpoint_label_permutation	466		-0.0740076898924504				
HCC38	endpoint_label_permutation	467		-0.1280679946185763				
HCC38	endpoint_label_permutation	468		0.1822439363601592				
HCC38	endpoint_label_permutation	469		0.3086351942546098				
HCC38	endpoint_label_permutation	470		-0.0361943858380265				
HCC38	endpoint_label_permutation	471		0.0206412072590662				
HCC38	endpoint_label_permutation	472		0.2686247869065037				
HCC38	endpoint_label_permutation	473		-0.042438784672702				
HCC38	endpoint_label_permutation	474		-0.1058656876508412				
HCC38	endpoint_label_permutation	475		0.1829955769606294				
HCC38	endpoint_label_permutation	476		0.2063542540829341				
HCC38	endpoint_label_permutation	477		0.0121418866229801				
HCC38	endpoint_label_permutation	478		0.1421178919965962				
HCC38	endpoint_label_permutation	479		-0.0204677517358808				
HCC38	endpoint_label_permutation	480		0.1116475384236889				
HCC38	endpoint_label_permutation	481		0.0669538319495762				
HCC38	endpoint_label_permutation	482		-0.0703651239055564				
