dataset_kind	dataset_label	role	cells_or_models	features	benchmark_use	panel	context	profile	umap1	umap2	is_control	is_highlight	target	expression_control	expression_perturbed	delta
						b	HCC38	PEX14	2.0694689750671387	2.909268856048584	False	False				
						b	HCC38	PFDN5	-1.6881695985794067	2.8786323070526123	False	False				
						b	HCC38	PMF1	2.437258720397949	3.339988946914673	False	False				
						b	HCC38	PRDX2	-0.6447674036026001	3.401027202606201	False	False				
						b	HCC38	PRPF6	0.178042322397232	5.21047830581665	False	True				
						b	HCC38	RORC	0.3128008544445038	3.6970231533050537	False	False				
						b	HCC38	RPS3	1.7534065246582031	2.4304983615875244	False	False				
						b	HCC38	RUVBL2	0.911173701286316	4.250853538513184	False	False				
						b	HCC38	SMAD1	-1.4075947999954224	2.523812055587769	False	False				
						b	HCC38	STAT3	0.8650009632110596	1.621477127075195	False	False				
						b	HCC38	TAB3	1.626545786857605	4.213476181030273	False	False				
						b	HCC38	TADA3	-1.353236436843872	3.290724992752075	False	False				
						b	HCC38	THAP8	1.340551733970642	5.163301467895508	False	False				
						b	HCC38	THRA	0.599963366985321	2.2182040214538574	False	False				
						b	HCC38	TMF1	-0.5246832370758057	4.913764953613281	False	False				
						b	HCC38	TMSB4X	1.582026720046997	4.7744669914245605	False	False				
						b	HCC38	UBP1	-0.8879886865615845	2.402462720870972	False	False				
						b	HCC38	VEZF1	-0.4223670065402984	6.135856628417969	False	False				
						b	HCC38	XBP1	-0.1378452777862548	4.139520168304443	False	False				
						b	HCC38	YBX1	0.0151034360751509	2.557588815689087	False	False				
						b	HCC38	ZBTB17	1.70743727684021	3.063954591751098	False	False				
						b	HCC38	ZBTB20	-0.4005516171455383	5.753397941589356	False	False				
						b	HCC38	ZBTB5	0.6255407929420471	5.1982011795043945	False	False				
						b	HCC38	ZNF131	0.2349481433629989	6.12861967086792	False	False				
						b	HCC38	ZNF24	-0.6282921433448792	4.147018909454346	False	False				
						b	HCC38	ZNF566	1.2197508811950684	5.643124103546143	False	False				
						b	HCC1143	control	5.943431377410889	3.564429998397827	True	False				
						b	HCC1143	ARID1A	5.326613903045654	2.5981884002685547	False	False				
						b	HCC1143	BMPR1A	5.735822677612305	4.945460796356201	False	False				
						b	HCC1143	CDKN2A	6.407556533813477	3.793292760848999	False	False				
						b	HCC1143	COMMD6	4.27923059463501	2.845875740051269	False	False				
						b	HCC1143	ENY2	4.412012100219727	3.759512424468994	False	False				
						b	HCC1143	ERC1	3.767275094985962	2.966454267501831	False	False				
						b	HCC1143	ETV3	6.529021263122559	4.608123779296875	False	False				
						b	HCC1143	GON4L	7.626965522766113	4.45113468170166	False	False				
						b	HCC1143	HDGF	6.860710144042969	4.253717422485352	False	False				
						b	HCC1143	HLX	7.776236057281494	3.7328927516937256	False	False				
						b	HCC1143	KLF3	6.088342189788818	3.90878701210022	False	False				
						b	HCC1143	LAMTOR5	3.7114453315734863	2.585392713546753	False	False				
						b	HCC1143	MAML3	3.93117618560791	4.361451625823975	False	False				
						b	HCC1143	MIER1	3.1981565952301025	4.747197151184082	False	False				
						b	HCC1143	MTDH	5.116885185241699	4.738487720489502	False	False				
						b	HCC1143	MYBL1	5.56870174407959	4.487830638885498	False	False				
						b	HCC1143	NCOA1	6.636699676513672	2.92720627784729	False	False				
						b	HCC1143	NPM1	6.460617542266846	5.114940166473389	False	False				
						b	HCC1143	PA2G4	5.310665607452393	3.3915464878082275	False	False				
						b	HCC1143	PARK7	3.379523038864136	3.481804132461548	False	False				
						b	HCC1143	PCBD1	4.849058151245117	4.172760486602783	False	False				
						b	HCC1143	PEX14	5.807249069213867	2.6974825859069824	False	False				
						b	HCC1143	PFDN5	6.124223232269287	5.542069435119629	False	False				
						b	HCC1143	PMF1	4.9953227043151855	6.160761833190918	False	True				
						b	HCC1143	PRDX2	4.605700492858887	5.96426248550415	False	False				
						b	HCC1143	PRPF6	8.101171493530273	4.256793022155762	False	True				
						b	HCC1143	RORC	7.216287136077881	4.720755100250244	False	False				
						b	HCC1143	RPS3	5.756421089172363	3.887739896774292	False	False				
						b	HCC1143	RUVBL2	3.219010829925537	5.389406204223633	False	False				
						b	HCC1143	SMAD1	3.83758544921875	3.657460927963257	False	False				
						b	HCC1143	STAT3	4.959218978881836	3.112080812454224	False	False				
						b	HCC1143	TAB3	4.03501558303833	2.186943292617798	False	False				
						b	HCC1143	TADA3	7.195237159729004	3.5311670303344727	False	False				
						b	HCC1143	THAP8	7.539765357971191	5.657246112823486	False	False				
						b	HCC1143	THRA	6.179967880249023	3.0742897987365723	False	False				
						b	HCC1143	TMF1	4.089914798736572	4.208193302154541	False	False				
						b	HCC1143	TMSB4X	6.806154251098633	3.6219735145568848	False	False				
						b	HCC1143	UBP1	3.6951382160186768	5.256480693817139	False	False				
						b	HCC1143	VEZF1	7.258550643920898	4.126148223876953	False	False				
						b	HCC1143	XBP1	4.622771739959717	4.876387596130371	False	False				
						b	HCC1143	YBX1	3.1567931175231934	4.224655628204346	False	False				
						b	HCC1143	ZBTB17	3.6861982345581055	5.885105133056641	False	False				
						b	HCC1143	ZBTB20	5.048190593719482	3.6833035945892334	False	False				
						b	HCC1143	ZBTB5	4.911611080169678	2.466936588287353	False	False				
						b	HCC1143	ZNF131	7.4896559715271	3.228759527206421	False	False				
						b	HCC1143	ZNF24	4.5583696365356445	2.1585867404937744	False	False				
						b	HCC1143	ZNF566	7.288137912750244	6.05203914642334	False	False				
						b	K562 7d	control	38.527374267578125	15.182329177856444	True	False				
						b	K562 7d	CREB1	38.833126068115234	15.968850135803224	False	False				
						b	K562 7d	E2F4	38.062461853027344	17.720003128051758	False	False				
						b	K562 7d	EGR1	40.55795669555664	15.97243309020996	False	False				
						b	K562 7d	ELF1	39.38759994506836	17.952911376953125	False	False				
						b	K562 7d	ELK1	39.79161071777344	16.590059280395508	False	False				
						b	K562 7d	ETS1	40.64326095581055	17.16521644592285	False	False				
						b	K562 7d	GABPA	39.10269165039063	17.17169761657715	False	False				
						b	K562 7d	IRF1	39.652374267578125	15.167753219604492	False	True				
						b	K562 7d	NR2C2	37.69041061401367	15.874521255493164	False	False				
						b	K562 7d	YY1	37.74470138549805	16.68938636779785	False	True				
						b	K562 13d	control	5.131092071533203	-7.357706069946289	True	False				
						b	K562 13d	CREB1	5.460148811340332	-9.010440826416016	False	False				
						b	K562 13d	E2F4	4.987846374511719	-8.189717292785645	False	False				
						b	K562 13d	EGR1	5.831075191497803	-8.090229988098145	False	False				
						b	K562 13d	ELF1	4.10812520980835	-8.549774169921875	False	False				
						b	K562 13d	ELK1	6.656441688537598	-7.623875141143799	False	False				
						b	K562 13d	ETS1	5.2062087059021	-6.346015453338623	False	False				
						b	K562 13d	GABPA	5.984195232391357	-6.919660568237305	False	False				
						b	K562 13d	IRF1	6.431313514709473	-8.710470199584961	False	True				
						b	K562 13d	NR2C2	3.9432199001312256	-7.594933032989502	False	False				
						b	K562 13d	YY1	4.431514263153076	-6.725462436676025	False	True				
						b	Replogle K562	control	8.698752	15.7122198	True	False				
						b	Replogle K562	NAF1	5.3361745	13.257585	False	False				
						b	Replogle K562	BUB1	8.723466	15.541945	False	False				
						b	Replogle K562	UBL5	2.8061297	13.373832	False	False				
						b	Replogle K562	C9orf16	5.1086035	12.998931	False	False				
						b	Replogle K562	TIMM9	10.195968	15.250091	False	False				
						b	Replogle K562	SMG5	9.948041	16.440159	False	False				
						b	Replogle K562	ZNF687	5.9508224	14.521029	False	False				
						b	Replogle K562	MED9	5.7570577	7.9130507	False	False				
						b	Replogle K562	RPL3	7.232592	16.241528	False	False				
						b	Replogle K562	PSTK	7.1167912	16.2415	False	False				
						b	Replogle K562	RNF8	10.557234	15.872929	False	False				
						b	Replogle K562	MED1	5.7292247	7.987178	False	False				
						b	Replogle K562	HNRNPH1	5.7545295	11.81441	False	False				
						b	Replogle K562	RPL10A	-1.2193158	14.15727	False	False				
						b	Replogle K562	SLC35B1	5.2294807	14.234117	False	False				
						b	Replogle K562	LIN54	8.183279	16.071377	False	False				
						b	Replogle K562	EIF1AX	0.70023876	14.125294	False	False				
						b	Replogle K562	OR7A17	7.2265368	15.752353	False	False				
						b	Replogle K562	NUP98	4.7582345	11.851826	False	False				
						b	Replogle K562	OIP5	9.949805	14.236412	False	False				
						b	Replogle K562	ANAPC15	7.614515	15.386122	False	False				
						b	Replogle K562	RRM2	10.623071	14.318921	False	False				
						b	Replogle K562	N6AMT1	3.1632283	13.128643	False	False				
						b	Replogle K562	RPS20	1.4673033	7.2238507	False	False				
						b	Replogle K562	WTAP	5.423319	14.535095	False	False				
						b	Replogle K562	RIOK2	2.8435473	7.3426385	False	False				
						b	Replogle K562	CIAO1	6.593427	14.115104	False	False				
						b	Replogle K562	POP7	5.5826187	11.974095	False	False				
						b	Replogle K562	EIF3E	8.418674	11.942189	False	False				
						b	Replogle K562	MRPS14	1.1648723	11.80114	False	False				
						b	Replogle K562	MYO1H	7.8247676	15.21381	False	False				
						b	Replogle K562	MRPL2	11.902829	11.428379	False	False				
						b	Replogle K562	MED10	5.470676	8.799415	False	False				
						b	Replogle K562	TRA2B	1.8665253	12.571805	False	False				
						b	Replogle K562	PSMC4	3.77815	10.337049	False	False				
						b	Replogle K562	NAA38	2.641656	13.483992	False	False				
						b	Replogle K562	LENG8	7.6116443	16.494003	False	False				
						b	Replogle K562	CDAN1	4.8408065	13.167661	False	False				
						b	Replogle K562	KLC2	7.0163894	15.525982	False	False				
						b	Replogle K562	CHORDC1	4.069639	14.224998	False	False				
						b	Replogle K562	PPP4C	10.420023	14.439903	False	False				
						b	Replogle K562	RAB18	4.37045	13.986177	False	False				
						b	Replogle K562	TUBGCP2	12.531966	14.067717	False	False				
						b	Replogle K562	EIF3M	8.535712	11.722783	False	False				
						b	Replogle K562	CADM4	6.094872	15.080615	False	False				
						b	Replogle K562	RPL5	-0.77110785	14.270626	False	False				
						b	Replogle K562	TICRR	13.209835	13.232871	False	False				
						b	Replogle K562	RPL13	-1.1895263	14.216929	False	False				
						b	Replogle K562	KIF11	9.624227	15.289014	False	False				
						b	Replogle K562	ASF1B	8.353133	16.018356	False	False				
						b	Replogle K562	CNOT3	10.499103	14.165965	False	False				
						b	Replogle K562	WDR36	2.9822743	7.4193854	False	False				
						b	Replogle K562	RPL31	-1.666486	13.943132	False	False				
						b	Replogle K562	SNAPC3	5.610295	13.969647	False	False				
						b	Replogle K562	MED12	5.766571	7.911475	False	False				
						b	Replogle K562	PRODH	6.9821796	15.738134	False	False				
						b	Replogle K562	NBAS	5.9166393	13.137054	False	False				
						b	Replogle K562	CKAP5	6.8738837	13.399946	False	False				
						b	Replogle K562	ELP5	6.626715	16.277164	False	False				
						b	Replogle K562	ZNF407	8.559588	15.404735	False	False				
						b	Replogle K562	SNX15	8.394331	15.2682	False	False				
						b	Replogle K562	RPS6	0.7933228	7.3625135	False	False				
						b	Replogle K562	TUBD1	6.3449535	14.814527	False	False				
						b	Replogle K562	SEC13	5.680361	14.917817	False	False				
						b	Replogle K562	EIF4E	-0.021262752	14.141186	False	False				
						b	Replogle K562	H2AFZ	3.6821604	14.031116	False	False				
						b	Replogle K562	EEF1G	4.730681	12.114966	False	False				
						b	Replogle K562	DNAJA1	4.5086713	12.769948	False	False				
						b	Replogle K562	LSG1	0.049514696	14.401618	False	False				
						b	Replogle K562	FBXO5	12.368952	14.081926	False	False				
						b	Replogle K562	MTOR	5.8892217	13.594301	False	False				
						b	Replogle K562	SFSWAP	2.3383815	12.930227	False	False				
						b	Replogle K562	USP8	8.239175	15.856072	False	False				
						b	Replogle K562	HTATSF1	8.69684	16.46824	False	False				
						b	Replogle K562	SUPT5H	5.771681	7.8996797	False	False				
						b	Replogle K562	WDR4	8.266526	15.408219	False	False				
						b	Replogle K562	AP2M1	6.93443	14.693514	False	False				
						b	Replogle K562	PPP2R3C	3.7278166	14.064505	False	False				
						b	Replogle K562	LTB4R2	5.6159897	15.225231	False	False				
						b	Replogle K562	EIF4G1	-0.1271723	14.1808405	False	False				
						b	Replogle K562	RPA1	6.8023567	14.889673	False	False				
						b	Replogle K562	TRRAP	10.836083	13.741816	False	False				
						b	Replogle K562	BRF1	6.0453095	15.477601	False	False				
						b	Replogle K562	NUP205	8.98461	15.9852495	False	False				
						b	Replogle K562	PRPF40A	3.0296865	11.989423	False	False				
						b	Replogle K562	HSPA9	1.1421607	11.670163	False	False				
						b	Replogle K562	SLU7	2.3359556	11.998251	False	False				
						b	Replogle K562	DDX46	5.6770964	14.025998	False	False				
						b	Replogle K562	NOP16	-0.5506726	14.259037	False	False				
						b	Replogle K562	PMPCA	8.358295	14.72245	False	False				
						b	Replogle K562	NSUN4	9.321296	13.491071	False	False				
						b	Replogle K562	HARS2	9.702559	13.805676	False	False				
						b	Replogle K562	POLA1	12.42145	13.779179	False	False				
						b	Replogle K562	SNRNP40	5.2430463	14.901052	False	False				
						b	Replogle K562	EMC3	9.085717	14.733859	False	False				
						b	Replogle K562	ERH	11.586013	14.117055	False	False				
						b	Replogle K562	MRPS7	1.7019342	13.79806	False	False				
						b	Replogle K562	CENPJ	-0.5569492	14.243753	False	False				
						b	Replogle K562	MRPS28	1.6009582	13.964472	False	False				
						b	Replogle K562	SLC7A5	3.878753	13.641893	False	False				
						b	Replogle K562	RPS27	1.4120927	7.2409134	False	False				
						b	Replogle K562	SUPT6H	5.8044066	7.870324	False	False				
						b	Replogle K562	U2SURP	2.0515387	13.59821	False	False				
						b	Replogle K562	GFER	8.520235	16.297247	False	False				
						b	Replogle K562	FAM136A	5.499523	8.638497	False	False				
						b	Replogle K562	KDM8	10.706716	15.910341	False	False				
						b	Replogle K562	C1QBP	10.136062	13.8022785	False	False				
						b	Replogle K562	DNLZ	6.8344045	14.678112	False	False				
						b	Replogle K562	ZMAT2	3.4282033	14.324708	False	False				
						b	Replogle K562	RSL24D1	-0.3353762	14.340909	False	False				
						b	Replogle K562	PMPCB	1.940485	12.600135	False	False				
						b	Replogle K562	UPF3A	8.776364	14.273095	False	False				
						b	Replogle K562	RPS13	0.7677686	7.3696184	False	False				
						b	Replogle K562	SUGP1	7.2367034	15.538885	False	False				
						b	Replogle K562	BTF3	3.401627	13.075993	False	False				
						b	Replogle K562	PGD	6.886682	12.899264	False	False				
						b	Replogle K562	SNRNP200	2.5770128	13.420124	False	False				
						b	Replogle K562	BCAS2	2.0766976	12.960601	False	False				
						b	Replogle K562	CACNB3	7.2505493	15.655235	False	False				
						b	Replogle K562	RAD51	13.613693	13.226928	False	False				
						b	Replogle K562	SLC39A9	7.376911	14.591816	False	False				
						b	Replogle K562	SLC1A5	6.8842483	14.516307	False	False				
						b	Replogle K562	NUDC	3.633972	11.44813	False	False				
						b	Replogle K562	URB1	4.9481006	12.985863	False	False				
						b	Replogle K562	FXN	9.864706	16.253746	False	False				
						b	Replogle K562	PCF11	5.3181763	10.0928955	False	False				
						b	Replogle K562	SAE1	10.252575	15.240851	False	False				
						b	Replogle K562	SERBP1	11.584858	14.978364	False	False				
						b	Replogle K562	ABCB7	10.569236	15.021863	False	False				
						b	Replogle K562	PSMA3	4.2496967	10.64549	False	False				
						b	Replogle K562	TFIP11	6.260503	14.615671	False	False				
						b	Replogle K562	RPS26	0.8323453	7.318038	False	False				
						b	Replogle K562	MAK16	-0.26119524	14.371977	False	False				
						b	Replogle K562	ACOT12	8.302662	14.690752	False	False				
						b	Replogle K562	TIMM23B	1.2395725	11.722614	False	False				
						b	Replogle K562	GRPEL1	2.0446613	11.967441	False	False				
						b	Replogle K562	COX7B	10.259599	16.206745	False	False				
						b	Replogle K562	SACM1L	6.9150014	14.451107	False	False				
						b	Replogle K562	EIF3A	-1.1791505	14.134154	False	False				
						b	Replogle K562	METAP2	4.5765486	12.468903	False	False				
						b	Replogle K562	ZCCHC9	1.6520894	7.3054504	False	False				
						b	Replogle K562	VPS37A	6.342193	14.248103	False	False				
						b	Replogle K562	LAMTOR4	6.4580336	12.706724	False	False				
						b	Replogle K562	RPL37	0.12973772	14.297804	False	False				
						b	Replogle K562	RSL1D1	0.47777984	14.222888	False	False				
						b	Replogle K562	ACTL6A	11.444319	15.489163	False	False				
						b	Replogle K562	PHF5A	2.4576325	13.283585	False	False				
						b	Replogle K562	ZNHIT6	3.3314352	7.837934	False	False				
						b	Replogle K562	NUF2	6.660327	13.199592	False	False				
						b	Replogle K562	NIP7	-0.07897769	14.3361435	False	False				
						b	Replogle K562	BUB3	4.1006384	13.793032	False	False				
						b	Replogle K562	CDK9	9.184934	14.195936	False	False				
						b	Replogle K562	SAMM50	2.3329585	13.21419	False	False				
						b	Replogle K562	SRBD1	12.64155	14.043078	False	False				
						b	Replogle K562	CBLN1	7.222236	14.280971	False	False				
						b	Replogle K562	MFAP1	2.2472796	12.233498	False	False				
						b	Replogle K562	ALG2	8.352976	15.005577	False	False				
						b	Replogle K562	PSMC2	3.8437953	10.357236	False	False				
						b	Replogle K562	CSE1L	6.7280207	15.902991	False	False				
						b	Replogle K562	FOLR3	9.474045	15.77719	False	False				
						b	Replogle K562	USF2	8.650855	15.451337	False	False				
						b	Replogle K562	ACTR2	6.3540835	14.721521	False	False				
						b	Replogle K562	RNF14	8.279237	15.049908	False	False				
						b	Replogle K562	RPS24	0.8103502	7.3063545	False	False				
						b	Replogle K562	RPS19	0.8834167	7.254535	False	False				
						b	Replogle K562	ARGLU1	3.3962095	13.902472	False	False				
						b	Replogle K562	GTF2H4	3.697013	11.323059	False	False				
						b	Replogle K562	NPEPPS	6.811811	14.666972	False	False				
						b	Replogle K562	GTF2E2	5.463785	9.982533	False	False				
						b	Replogle K562	TRNT1	6.8593154	15.4562235	False	False				
						b	Replogle K562	NUMA1	5.6558185	10.7303095	False	False				
						b	Replogle K562	PDCD6IP	8.746455	16.173176	False	False				
						b	Replogle K562	TARDBP	9.614873	15.71998	False	False				
						b	Replogle K562	CPNE7	5.433362	15.132806	False	False				
						b	Replogle K562	DYNLRB1	9.196227	13.969856	False	False				
						b	Replogle K562	KRR1	2.343497	7.2442904	False	False				
						b	Replogle K562	THOC6	8.708773	14.292448	False	False				
						b	Replogle K562	INTS8	2.8392065	10.945652	False	False				
						b	Replogle K562	DYNC1I2	9.865194	14.367841	False	False				
						b	Replogle K562	HSPA5	1.9928367	11.294656	False	False				
						b	Replogle K562	PSME2	7.9989767	14.999637	False	False				
						b	Replogle K562	MCM4	7.182456	13.468975	False	False				
						b	Replogle K562	UBE2D3	5.9566154	15.4737	False	False				
						b	Replogle K562	PSMD11	3.8393648	10.407139	False	False				
						b	Replogle K562	SRP72	6.069924	13.7162695	False	False				
						b	Replogle K562	MRPL55	11.858325	11.441089	False	False				
						b	Replogle K562	AHCY	9.013424	14.672222	False	False				
						b	Replogle K562	OLFML3	7.2895246	14.388845	False	False				
						b	Replogle K562	CRNKL1	3.9330893	13.658188	False	False				
						b	Replogle K562	NELFCD	7.466593	13.370768	False	False				
						b	Replogle K562	HCRTR1	11.39181	15.390913	False	False				
						b	Replogle K562	PSMB7	4.2941027	10.706787	False	False				
						b	Replogle K562	SRSF11	5.8640895	15.208384	False	False				
						b	Replogle K562	TSR2	0.8089591	7.305077	False	False				
						b	Replogle K562	DNMT1	7.8249936	14.864845	False	False				
						b	Replogle K562	PDCD11	1.369508	7.1554675	False	False				
						b	Replogle K562	PSMD8	8.224979	13.418541	False	False				
						b	Replogle K562	NCBP2	5.33073	8.899494	False	False				
						b	Replogle K562	C7orf26	3.6565287	11.358325	False	False				
						b	Replogle K562	ZNF131	8.162443	15.678957	False	False				
						b	Replogle K562	CDC20	10.287668	14.71057	False	False				
						b	Replogle K562	BUD13	3.8357003	13.150581	False	False				
						b	Replogle K562	DYNLL1	11.171789	14.348163	False	False				
						b	Replogle K562	CLASRP	3.232544	13.223572	False	False				
						b	Replogle K562	RRP15	8.273384	11.335142	False	False				
						b	Replogle K562	SNRPD3	3.083282	12.545453	False	False				
						b	Replogle K562	COG2	6.3207493	14.074223	False	False				
						b	Replogle K562	PC	5.266374	14.347771	False	False				
						b	Replogle K562	SFPQ	2.6532977	11.43312	False	False				
						b	Replogle K562	SDE2	3.3484302	13.852982	False	False				
						b	Replogle K562	MRPL18	11.66607	11.400102	False	False				
						b	Replogle K562	CDK11A	7.9349275	15.979742	False	False				
						b	Replogle K562	VHL	7.5022554	15.068874	False	False				
						b	Replogle K562	RPL34	-1.4600116	14.088102	False	False				
						b	Replogle K562	TRAPPC3	8.70162	15.253859	False	False				
						b	Replogle K562	SLC16A5	5.6276717	12.336844	False	False				
						b	Replogle K562	RPS3	0.81941646	7.2937455	False	False				
						b	Replogle K562	NAA15	5.6060734	11.629807	False	False				
						b	Replogle K562	TTC1	4.0507917	14.151281	False	False				
						b	Replogle K562	DONSON	12.069753	13.896607	False	False				
						b	Replogle K562	KANSL3	3.6269639	13.918629	False	False				
						b	Replogle K562	KRT10	6.692942	15.326785	False	False				
						b	Replogle K562	DNM1L	8.172075	16.470293	False	False				
						b	Replogle K562	PTPN23	8.1555195	15.112907	False	False				
						b	Replogle K562	ARPC3	7.297116	15.38823	False	False				
						b	Replogle K562	WDR33	3.8120027	11.424234	False	False				
						b	Replogle K562	ANAPC4	4.665511	13.421931	False	False				
						b	Replogle K562	SPCS2	5.4763446	14.813876	False	False				
						b	Replogle K562	ATP6V1H	4.3640327	12.103339	False	False				
						b	Replogle K562	COG1	10.1986065	15.058	False	False				
						b	Replogle K562	NANOG	9.020748	16.444227	False	False				
						b	Replogle K562	DSN1	6.365064	12.582692	False	False				
						b	Replogle K562	PSMB4	4.9190288	12.168158	False	False				
						b	Replogle K562	EGLN2	10.533348	15.924375	False	False				
						b	Replogle K562	PPWD1	2.9649491	12.1307535	False	False				
						b	Replogle K562	RPLP2	0.059170637	14.340032	False	False				
						b	Replogle K562	GTF3C5	4.5329595	13.583789	False	False				
						b	Replogle K562	RARS2	10.455966	14.5970745	False	False				
						b	Replogle K562	COPS3	4.141794	13.259634	False	False				
						b	Replogle K562	PPIE	2.5062687	12.938749	False	False				
						b	Replogle K562	UQCRQ	11.232133	14.49703	False	False				
						b	Replogle K562	RPF1	0.18498322	14.325281	False	False				
						b	Replogle K562	GEMIN7	7.468205	15.609996	False	False				
						b	Replogle K562	LSM5	7.350527	16.600306	False	False				
						b	Replogle K562	ZBTB17	3.3542292	11.873165	False	False				
						b	Replogle K562	PPP1R12A	7.6231413	15.916614	False	False				
						b	Replogle K562	DPH2	5.8715706	15.382616	False	False				
						b	Replogle K562	POLR2G	5.522435	9.012177	False	False				
						b	Replogle K562	RPS29	1.695629	7.3247085	False	False				
						b	Replogle K562	TCOF1	3.5003533	8.377774	False	False				
						b	Replogle K562	DDX19A	8.961531	14.81378	False	False				
						b	Replogle K562	LSM12	3.9655173	13.952281	False	False				
						b	Replogle K562	C19orf53	7.2020254	15.806395	False	False				
						b	Replogle K562	TUBA1B	7.88588	13.227141	False	False				
						b	Replogle K562	USP39	2.2175746	12.887503	False	False				
						b	Replogle K562	TAF10	5.032316	8.896594	False	False				
						b	Replogle K562	HUS1	10.527169	15.65677	False	False				
						b	Replogle K562	GARS	4.3163357	12.462465	False	False				
						b	Replogle K562	CNOT1	11.185229	13.885956	False	False				
						b	Replogle K562	CHD4	10.525495	14.319576	False	False				
						b	Replogle K562	TUBGCP6	9.546811	14.902081	False	False				
						b	Replogle K562	ZNF506	5.859786	14.795404	False	False				
						b	Replogle K562	KIAA1143	7.0968814	15.010235	False	False				
						b	Replogle K562	XPO1	4.4413404	11.137694	False	False				
						b	Replogle K562	SART1	2.3692737	12.483084	False	False				
						b	Replogle K562	SLC4A5	8.564259	15.2635975	False	False				
						b	Replogle K562	VCP	6.915975	13.241797	False	False				
						b	Replogle K562	RPS10	2.0123122	7.195174	False	False				
						b	Replogle K562	MRPS23	1.601149	13.912521	False	False				
						b	Replogle K562	SGPP1	9.132668	15.350786	False	False				
						b	Replogle K562	NUP54	5.6667843	12.764543	False	False				
						b	Replogle K562	POLR2B	5.429315	8.919367	False	False				
						b	Replogle K562	ANAPC2	9.761622	15.800747	False	False				
						b	Replogle K562	SMARCE1	8.588489	15.909834	False	False				
						b	Replogle K562	ERCC2	5.4842067	9.896095	False	False				
						b	Replogle K562	TOMM22	1.1647286	11.752401	False	False				
						b	Replogle K562	PRIM2	13.557382	13.028291	False	False				
						b	Replogle K562	PPP2CA	4.686044	13.2225485	False	False				
						b	Replogle K562	CEP85	7.6696053	15.697249	False	False				
						b	Replogle K562	NISCH	8.863802	16.15027	False	False				
						b	Replogle K562	SSRP1	5.2964187	10.143254	False	False				
						b	Replogle K562	PRIM1	13.374685	13.148155	False	False				
						b	Replogle K562	CWF19L2	2.3585565	12.992507	False	False				
						b	Replogle K562	SOD1	4.683903	13.68934	False	False				
						b	Replogle K562	MRPS9	1.6178911	13.950912	False	False				
						b	Replogle K562	NDUFB4	9.738168	14.710955	False	False				
						b	Replogle K562	YPEL1	7.8404994	15.283573	False	False				
						b	Replogle K562	SON	5.7903647	12.68314	False	False				
						b	Replogle K562	SEH1L	2.2853434	11.304909	False	False				
						b	Replogle K562	BGLAP	6.7448964	13.040021	False	False				
						b	Replogle K562	RNF123	7.839314	15.128247	False	False				
