group	metric	passed	max_abs_difference	absolute_tolerance
m3	conventional_pearson_ci_high	True	9.367506770274758e-16	1e-10
m3	conventional_pearson_n	True	0.0	1e-12
m3	conventional_normalized_rmse_median	True	6.661338147750939e-16	1e-10
m3	conventional_normalized_rmse_ci_low	True	4.440892098500626e-16	1e-10
m3	conventional_normalized_rmse_ci_high	True	1.5543122344752192e-15	1e-10
m3	conventional_normalized_rmse_n	True	0.0	1e-12
m3	secondary_absolute_projection_median	True	1.491862189340054e-16	1e-10
m3	secondary_absolute_projection_ci_low	True	2.220446049250313e-16	1e-10
m3	secondary_absolute_projection_ci_high	True	1.457167719820518e-16	1e-10
m3	secondary_absolute_projection_n	True	0.0	1e-12
m4	reference_type	True	0.0	1e-10
m4	reference_seed	True	0.0	1e-10
m4	full_endpoint_n_targets	True	0.0	1e-12
m4	contract_n_targets	True	0.0	1e-12
m4	endpoint_coverage_fraction	True	0.0	1e-10
m4	missing_endpoint_targets	True	0.0	0.0
m4	contract_n_genes	True	0.0	1e-12
m4	endpoint_alignment_spearman	True	9.71445146547012e-17	1e-10
m4	endpoint_alignment_ci_low	True	5.551115123125783e-17	1e-10
m4	endpoint_alignment_ci_high	True	5.551115123125783e-17	1e-10
m4	endpoint_alignment_status	True	0.0	0.0
m4	endpoint_alignment_n	True	0.0	1e-12
m4	directional_recovery_median_signed_cosine	True	9.71445146547012e-17	1e-10
m4	directional_recovery_ci_low	True	9.280770596475918e-17	1e-10
m4	directional_recovery_ci_high	True	9.71445146547012e-17	1e-10
m4	directional_recovery_n	True	0.0	1e-12
m4	anchor_separation_auc	True	5.551115123125783e-17	1e-10
m4	anchor_separation_ci_low	True	5.551115123125783e-17	1e-10
m4	anchor_separation_ci_high	True	5.551115123125783e-17	1e-10
m4	anchor_n	True	0.0	1e-12
m4	low_information_n	True	0.0	1e-12
m4	target_identity_spearman	True	9.020562075079397e-17	1e-10
m4	target_identity_label_permutation_pvalue	True	5.551115123125783e-17	1e-12
m4	target_identity_status	True	0.0	0.0
m4	target_identity_n_targets	True	0.0	1e-12
m4	target_identity_n_pairs	True	0.0	1e-10
m4	predicted_homogenization_uncentered	True	1.4432899320127035e-15	1e-10
m4	observed_homogenization_uncentered	True	6.938893903907228e-17	1e-10
m4	excess_homogenization_uncentered	True	1.4432899320127035e-15	1e-10
m4	predicted_homogenization_uncentered_n	True	0.0	1e-12
m4	observed_homogenization_uncentered_n	True	0.0	1e-12
m4	predicted_homogenization_centered	True	8.326672684688674e-17	1e-10
m4	observed_homogenization_centered	True	3.8163916471489756e-17	1e-10
m4	excess_homogenization_centered	True	9.71445146547012e-17	1e-10
m4	predicted_homogenization_centered_n	True	0.0	1e-12
m4	observed_homogenization_centered_n	True	0.0	1e-12
m4	conventional_pearson_median	True	9.71445146547012e-17	1e-10
m4	conventional_pearson_ci_low	True	9.020562075079397e-17	1e-10
m4	conventional_pearson_ci_high	True	8.326672684688674e-17	1e-10
m4	conventional_pearson_n	True	0.0	1e-12
m4	conventional_normalized_rmse_median	True	3.552713678800501e-15	1e-10
m4	conventional_normalized_rmse_ci_low	True	4.440892098500626e-16	1e-10
m4	conventional_normalized_rmse_ci_high	True	4.440892098500626e-16	1e-10
m4	conventional_normalized_rmse_n	True	0.0	1e-12
m4	secondary_absolute_projection_median	True	9.71445146547012e-17	1e-10
m4	secondary_absolute_projection_ci_low	True	9.194034422677078e-17	1e-10
m4	secondary_absolute_projection_ci_high	True	8.326672684688674e-17	1e-10
m4	secondary_absolute_projection_n	True	0.0	1e-12
m4	endpoint_alignment_label_permutation_pvalue	True	1.1102230246251565e-16	1e-12
m4	predicted_homogenization_uncentered_ci_low	True	2.220446049250313e-16	1e-10
m4	predicted_homogenization_uncentered_ci_high	True	8.326672684688674e-17	1e-10
m4	predicted_homogenization_uncentered_jackknife_status	True	0.0	0.0
m4	observed_homogenization_uncentered_ci_low	True	9.71445146547012e-17	1e-10
m4	observed_homogenization_uncentered_ci_high	True	8.326672684688674e-17	1e-10
m4	observed_homogenization_uncentered_jackknife_status	True	0.0	0.0
m4	excess_homogenization_uncentered_ci_low	True	1.1102230246251565e-16	1e-10
m4	excess_homogenization_uncentered_ci_high	True	1.1102230246251565e-16	1e-10
m4	excess_homogenization_uncentered_jackknife_status	True	0.0	0.0
m4	predicted_homogenization_centered_ci_low	True	8.760353553682876e-17	1e-10
m4	predicted_homogenization_centered_ci_high	True	8.673617379884035e-17	1e-10
m4	predicted_homogenization_centered_jackknife_status	True	0.0	0.0
m4	observed_homogenization_centered_ci_low	True	9.80118763926896e-17	1e-10
m4	observed_homogenization_centered_ci_high	True	7.632783294297951e-17	1e-10
m4	observed_homogenization_centered_jackknife_status	True	0.0	0.0
m4	excess_homogenization_centered_ci_low	True	8.326672684688674e-17	1e-10
m4	excess_homogenization_centered_ci_high	True	9.82287168271867e-17	1e-10
m4	excess_homogenization_centered_jackknife_status	True	0.0	0.0
m4	endpoint_alignment_permutation_qvalue_bh	True	1.6653345369377348e-16	1e-12
m4	target_identity_permutation_qvalue_bh	True	1.1102230246251565e-16	1e-12
m5	reference_seed	True	0.0	1e-06
m5	full_endpoint_n_targets	True	0.0	1e-12
m5	contract_n_targets	True	0.0	1e-12
m5	endpoint_coverage_fraction	True	0.0	1e-06
m5	missing_endpoint_targets	True	0.0	1e-06
m5	contract_n_genes	True	0.0	1e-12
m5	endpoint_alignment_spearman	True	5.551115123125783e-17	1e-06
m5	endpoint_alignment_ci_low	True	5.551115123125783e-17	1e-06
m5	endpoint_alignment_ci_high	True	5.551115123125783e-17	1e-06
m5	endpoint_alignment_status	True	0.0	0.0
m5	endpoint_alignment_n	True	0.0	1e-12
m5	directional_recovery_median_signed_cosine	True	1.8230605358660057e-09	1e-06
m5	directional_recovery_ci_low	True	1.98422825392619e-09	1e-06
m5	directional_recovery_ci_high	True	1.323420623089433e-09	1e-06
m5	directional_recovery_n	True	0.0	1e-12
m5	anchor_separation_auc	True	1.1102230246251565e-16	1e-06
m5	anchor_separation_ci_low	True	5.551115123125783e-17	1e-06
m5	anchor_separation_ci_high	True	0.0	1e-06
m5	anchor_n	True	0.0	1e-12
m5	low_information_n	True	0.0	1e-12
m5	target_identity_spearman	True	3.0861617775213013e-10	1e-06
m5	target_identity_label_permutation_pvalue	True	0.0	1e-12
m5	target_identity_status	True	0.0	0.0
m5	target_identity_n_targets	True	0.0	1e-12
m5	target_identity_n_pairs	True	0.0	1e-06
m5	predicted_homogenization_uncentered	True	1.806743643584241e-11	1e-06
m5	observed_homogenization_uncentered	True	3.359590383666955e-12	1e-06
m5	excess_homogenization_uncentered	True	2.1426971308358134e-11	1e-06
m5	predicted_homogenization_uncentered_n	True	0.0	1e-12
m5	observed_homogenization_uncentered_n	True	0.0	1e-12
m5	predicted_homogenization_centered	True	2.331618231821153e-11	1e-06
m5	observed_homogenization_centered	True	3.0603731354661434e-12	1e-06
m5	excess_homogenization_centered	True	2.637666474125666e-11	1e-06
m5	predicted_homogenization_centered_n	True	0.0	1e-12
m5	observed_homogenization_centered_n	True	0.0	1e-12
m5	conventional_pearson_median	True	6.643080252555222e-10	1e-06
m5	conventional_pearson_ci_low	True	2.1362347168984996e-09	1e-06
m5	conventional_pearson_ci_high	True	4.074550544186373e-09	1e-06
m5	conventional_pearson_n	True	0.0	1e-12
m5	conventional_normalized_rmse_median	True	6.296860810550697e-10	1e-06
m5	conventional_normalized_rmse_ci_low	True	1.19853460489594e-09	1e-06
m5	conventional_normalized_rmse_ci_high	True	5.807108127697802e-10	1e-06
m5	conventional_normalized_rmse_n	True	0.0	1e-12
m5	secondary_absolute_projection_median	True	5.035940109365811e-09	1e-06
m5	secondary_absolute_projection_ci_low	True	5.874700281793821e-09	1e-06
m5	secondary_absolute_projection_ci_high	True	6.084249104532091e-09	1e-06
m5	secondary_absolute_projection_n	True	0.0	1e-12
m5	endpoint_alignment_label_permutation_pvalue	True	1.3877787807814457e-17	1e-12
m5	predicted_homogenization_uncentered_ci_low	True	1.1102230246251565e-16	1e-06
m5	predicted_homogenization_uncentered_ci_high	True	5.551115123125783e-17	1e-06
m5	predicted_homogenization_uncentered_jackknife_status	True	0.0	0.0
m5	observed_homogenization_uncentered_ci_low	True	4.163336342344337e-17	1e-06
m5	observed_homogenization_uncentered_ci_high	True	5.551115123125783e-17	1e-06
m5	observed_homogenization_uncentered_jackknife_status	True	0.0	0.0
m5	excess_homogenization_uncentered_ci_low	True	4.163336342344337e-17	1e-06
m5	excess_homogenization_uncentered_ci_high	True	1.1102230246251565e-16	1e-06
m5	excess_homogenization_uncentered_jackknife_status	True	0.0	0.0
m5	predicted_homogenization_centered_ci_low	True	6.591949208711867e-17	1e-06
m5	predicted_homogenization_centered_ci_high	True	8.673617379884035e-17	1e-06
m5	predicted_homogenization_centered_jackknife_status	True	0.0	0.0
m5	observed_homogenization_centered_ci_low	True	6.591949208711867e-17	1e-06
m5	observed_homogenization_centered_ci_high	True	8.673617379884035e-17	1e-06
m5	observed_homogenization_centered_jackknife_status	True	0.0	0.0
m5	excess_homogenization_centered_ci_low	True	9.020562075079397e-17	1e-06
m5	excess_homogenization_centered_ci_high	True	7.632783294297951e-17	1e-06
m5	excess_homogenization_centered_jackknife_status	True	0.0	0.0
m5	endpoint_alignment_permutation_qvalue_bh	True	5.000882520589389e-17	1e-12
m5	target_identity_permutation_qvalue_bh	True	0.0	1e-12
cellot_training_seeds	reference_type	True	0.0	1e-10
cellot_training_seeds	reference_seed	True	0.0	1e-10
cellot_training_seeds	full_endpoint_n_targets	True	0.0	1e-12
cellot_training_seeds	contract_n_targets	True	0.0	1e-12
cellot_training_seeds	endpoint_coverage_fraction	True	0.0	1e-10
cellot_training_seeds	missing_endpoint_targets	True	0.0	0.0
cellot_training_seeds	contract_n_genes	True	0.0	1e-12
cellot_training_seeds	endpoint_alignment_spearman	True	6.938893903907228e-17	1e-10
cellot_training_seeds	endpoint_alignment_ci_low	True	5.551115123125783e-17	1e-10
cellot_training_seeds	endpoint_alignment_ci_high	True	5.551115123125783e-17	1e-10
cellot_training_seeds	endpoint_alignment_status	True	0.0	0.0
cellot_training_seeds	endpoint_alignment_n	True	0.0	1e-12
cellot_training_seeds	directional_recovery_median_signed_cosine	True	8.326672684688674e-17	1e-10
cellot_training_seeds	directional_recovery_ci_low	True	7.37257477290143e-17	1e-10
cellot_training_seeds	directional_recovery_ci_high	True	8.326672684688674e-17	1e-10
cellot_training_seeds	directional_recovery_n	True	0.0	1e-12
cellot_training_seeds	anchor_separation_auc	True	5.551115123125783e-17	1e-10
cellot_training_seeds	anchor_separation_ci_low	True	5.551115123125783e-17	1e-10
cellot_training_seeds	anchor_separation_ci_high	True	0.0	1e-10
cellot_training_seeds	anchor_n	True	0.0	1e-12
cellot_training_seeds	low_information_n	True	0.0	1e-12
cellot_training_seeds	target_identity_spearman	True	7.810321400042453e-17	1e-10
cellot_training_seeds	target_identity_label_permutation_pvalue	True	1.3877787807814457e-17	1e-12
cellot_training_seeds	target_identity_status	True	0.0	0.0
cellot_training_seeds	target_identity_n_targets	True	0.0	1e-12
cellot_training_seeds	target_identity_n_pairs	True	0.0	1e-10
cellot_training_seeds	predicted_homogenization_uncentered	True	5.551115123125783e-17	1e-10
cellot_training_seeds	observed_homogenization_uncentered	True	6.938893903907228e-17	1e-10
cellot_training_seeds	excess_homogenization_uncentered	True	8.326672684688674e-17	1e-10
cellot_training_seeds	predicted_homogenization_uncentered_n	True	0.0	1e-12
cellot_training_seeds	observed_homogenization_uncentered_n	True	0.0	1e-12
cellot_training_seeds	predicted_homogenization_centered	True	9.020562075079397e-17	1e-10
cellot_training_seeds	observed_homogenization_centered	True	3.8163916471489756e-17	1e-10
cellot_training_seeds	excess_homogenization_centered	True	5.551115123125783e-17	1e-10
cellot_training_seeds	predicted_homogenization_centered_n	True	0.0	1e-12
cellot_training_seeds	observed_homogenization_centered_n	True	0.0	1e-12
cellot_training_seeds	conventional_pearson_median	True	9.020562075079397e-17	1e-10
cellot_training_seeds	conventional_pearson_ci_low	True	7.632783294297951e-17	1e-10
cellot_training_seeds	conventional_pearson_ci_high	True	6.938893903907228e-17	1e-10
cellot_training_seeds	conventional_pearson_n	True	0.0	1e-12
cellot_training_seeds	conventional_normalized_rmse_median	True	7.105427357601002e-15	1e-10
cellot_training_seeds	conventional_normalized_rmse_ci_low	True	3.552713678800501e-15	1e-10
cellot_training_seeds	conventional_normalized_rmse_ci_high	True	1.4210854715202004e-14	1e-10
cellot_training_seeds	conventional_normalized_rmse_n	True	0.0	1e-12
cellot_training_seeds	secondary_absolute_projection_median	True	4.440892098500626e-16	1e-10
cellot_training_seeds	secondary_absolute_projection_ci_low	True	2.220446049250313e-16	1e-10
cellot_training_seeds	secondary_absolute_projection_ci_high	True	4.440892098500626e-16	1e-10
cellot_training_seeds	secondary_absolute_projection_n	True	0.0	1e-12
cellot_training_seeds	endpoint_alignment_label_permutation_pvalue	True	5.551115123125783e-17	1e-12
cellot_training_seeds	predicted_homogenization_uncentered_ci_low	True	8.326672684688674e-17	1e-10
cellot_training_seeds	predicted_homogenization_uncentered_ci_high	True	8.326672684688674e-17	1e-10
cellot_training_seeds	observed_homogenization_uncentered_ci_low	True	9.71445146547012e-17	1e-10
cellot_training_seeds	observed_homogenization_uncentered_ci_high	True	8.326672684688674e-17	1e-10
cellot_training_seeds	excess_homogenization_uncentered_ci_low	True	5.551115123125783e-17	1e-10
cellot_training_seeds	excess_homogenization_uncentered_ci_high	True	5.551115123125783e-17	1e-10
cellot_training_seeds	predicted_homogenization_centered_ci_low	True	6.938893903907228e-17	1e-10
cellot_training_seeds	predicted_homogenization_centered_ci_high	True	9.020562075079397e-17	1e-10
cellot_training_seeds	observed_homogenization_centered_ci_low	True	9.80118763926896e-17	1e-10
cellot_training_seeds	observed_homogenization_centered_ci_high	True	7.632783294297951e-17	1e-10
cellot_training_seeds	excess_homogenization_centered_ci_low	True	8.326672684688674e-17	1e-10
cellot_training_seeds	excess_homogenization_centered_ci_high	True	8.326672684688674e-17	1e-10
cellot_training_seeds	endpoint_alignment_permutation_qvalue_bh	True	1.1102230246251565e-16	1e-12
cellot_training_seeds	target_identity_permutation_qvalue_bh	True	1.1102230246251565e-16	1e-12
other_training_seeds	reference_type	True	0.0	1e-10
other_training_seeds	reference_seed	True	0.0	1e-10
other_training_seeds	full_endpoint_n_targets	True	0.0	1e-12
other_training_seeds	contract_n_targets	True	0.0	1e-12
other_training_seeds	endpoint_coverage_fraction	True	0.0	1e-10
other_training_seeds	missing_endpoint_targets	True	0.0	0.0
other_training_seeds	contract_n_genes	True	0.0	1e-12
other_training_seeds	endpoint_alignment_spearman	True	8.326672684688674e-17	1e-10
other_training_seeds	endpoint_alignment_ci_low	True	6.938893903907228e-17	1e-10
other_training_seeds	endpoint_alignment_ci_high	True	6.938893903907228e-17	1e-10
other_training_seeds	endpoint_alignment_status	True	0.0	0.0
other_training_seeds	endpoint_alignment_n	True	0.0	1e-12
other_training_seeds	directional_recovery_median_signed_cosine	True	8.326672684688674e-17	1e-10
other_training_seeds	directional_recovery_ci_low	True	9.020562075079397e-17	1e-10
other_training_seeds	directional_recovery_ci_high	True	8.326672684688674e-17	1e-10
other_training_seeds	directional_recovery_n	True	0.0	1e-12
other_training_seeds	anchor_separation_auc	True	1.1102230246251565e-16	1e-10
other_training_seeds	anchor_separation_ci_low	True	5.551115123125783e-17	1e-10
other_training_seeds	anchor_separation_ci_high	True	0.0	1e-10
other_training_seeds	anchor_n	True	0.0	1e-12
other_training_seeds	low_information_n	True	0.0	1e-12
other_training_seeds	target_identity_spearman	True	8.153200337090993e-17	1e-10
other_training_seeds	target_identity_label_permutation_pvalue	True	5.551115123125783e-17	1e-12
other_training_seeds	target_identity_status	True	0.0	0.0
other_training_seeds	target_identity_n_targets	True	0.0	1e-12
other_training_seeds	target_identity_n_pairs	True	0.0	1e-10
other_training_seeds	predicted_homogenization_uncentered	True	1.1102230246251565e-16	1e-10
other_training_seeds	observed_homogenization_uncentered	True	6.938893903907228e-17	1e-10
other_training_seeds	excess_homogenization_uncentered	True	5.551115123125783e-17	1e-10
other_training_seeds	predicted_homogenization_uncentered_n	True	0.0	1e-12
other_training_seeds	observed_homogenization_uncentered_n	True	0.0	1e-12
other_training_seeds	predicted_homogenization_centered	True	9.324138683375338e-17	1e-10
other_training_seeds	observed_homogenization_centered	True	3.8163916471489756e-17	1e-10
other_training_seeds	excess_homogenization_centered	True	9.71445146547012e-17	1e-10
other_training_seeds	predicted_homogenization_centered_n	True	0.0	1e-12
other_training_seeds	observed_homogenization_centered_n	True	0.0	1e-12
other_training_seeds	conventional_pearson_median	True	8.326672684688674e-17	1e-10
other_training_seeds	conventional_pearson_ci_low	True	8.326672684688674e-17	1e-10
other_training_seeds	conventional_pearson_ci_high	True	7.632783294297951e-17	1e-10
other_training_seeds	conventional_pearson_n	True	0.0	1e-12
other_training_seeds	conventional_normalized_rmse_median	True	4.440892098500626e-16	1e-10
other_training_seeds	conventional_normalized_rmse_ci_low	True	2.220446049250313e-16	1e-10
other_training_seeds	conventional_normalized_rmse_ci_high	True	4.440892098500626e-16	1e-10
other_training_seeds	conventional_normalized_rmse_n	True	0.0	1e-12
other_training_seeds	secondary_absolute_projection_median	True	9.71445146547012e-17	1e-10
other_training_seeds	secondary_absolute_projection_ci_low	True	9.020562075079397e-17	1e-10
other_training_seeds	secondary_absolute_projection_ci_high	True	8.673617379884035e-17	1e-10
other_training_seeds	secondary_absolute_projection_n	True	0.0	1e-12
other_training_seeds	endpoint_alignment_label_permutation_pvalue	True	1.1102230246251565e-16	1e-12
other_training_seeds	predicted_homogenization_uncentered_ci_low	True	1.1102230246251565e-16	1e-10
other_training_seeds	predicted_homogenization_uncentered_ci_high	True	1.1102230246251565e-16	1e-10
other_training_seeds	observed_homogenization_uncentered_ci_low	True	9.71445146547012e-17	1e-10
other_training_seeds	observed_homogenization_uncentered_ci_high	True	8.326672684688674e-17	1e-10
other_training_seeds	excess_homogenization_uncentered_ci_low	True	5.551115123125783e-17	1e-10
other_training_seeds	excess_homogenization_uncentered_ci_high	True	1.1102230246251565e-16	1e-10
other_training_seeds	predicted_homogenization_centered_ci_low	True	9.974659986866641e-17	1e-10
other_training_seeds	predicted_homogenization_centered_ci_high	True	8.326672684688674e-17	1e-10
other_training_seeds	observed_homogenization_centered_ci_low	True	9.80118763926896e-17	1e-10
other_training_seeds	observed_homogenization_centered_ci_high	True	7.632783294297951e-17	1e-10
other_training_seeds	excess_homogenization_centered_ci_low	True	9.020562075079397e-17	1e-10
other_training_seeds	excess_homogenization_centered_ci_high	True	9.8879238130678e-17	1e-10
other_training_seeds	endpoint_alignment_permutation_qvalue_bh	True	1.1102230246251565e-16	1e-12
other_training_seeds	target_identity_permutation_qvalue_bh	True	2.7755575615628914e-17	1e-12
replogle_feature_seeds	reference_type	True	0.0	1e-06
replogle_feature_seeds	reference_seed	True	0.0	1e-06
replogle_feature_seeds	full_endpoint_n_targets	True	0.0	1e-12
replogle_feature_seeds	contract_n_targets	True	0.0	1e-12
replogle_feature_seeds	endpoint_coverage_fraction	True	0.0	1e-06
replogle_feature_seeds	missing_endpoint_targets	True	0.0	1e-06
replogle_feature_seeds	contract_n_genes	True	0.0	1e-12
replogle_feature_seeds	endpoint_alignment_spearman	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	endpoint_alignment_ci_low	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	endpoint_alignment_ci_high	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	endpoint_alignment_status	True	0.0	0.0
replogle_feature_seeds	endpoint_alignment_n	True	0.0	1e-12
replogle_feature_seeds	directional_recovery_median_signed_cosine	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	directional_recovery_ci_low	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	directional_recovery_ci_high	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	directional_recovery_n	True	0.0	1e-12
replogle_feature_seeds	anchor_separation_auc	True	0.0	1e-06
replogle_feature_seeds	anchor_separation_ci_low	True	0.0	1e-06
replogle_feature_seeds	anchor_separation_ci_high	True	0.0	1e-06
replogle_feature_seeds	anchor_n	True	0.0	1e-12
replogle_feature_seeds	low_information_n	True	0.0	1e-12
replogle_feature_seeds	target_identity_spearman	True	7.28583859910259e-17	1e-06
replogle_feature_seeds	target_identity_label_permutation_pvalue	True	0.0	1e-12
replogle_feature_seeds	target_identity_status	True	0.0	0.0
replogle_feature_seeds	target_identity_n_targets	True	0.0	1e-12
replogle_feature_seeds	target_identity_n_pairs	True	0.0	1e-06
replogle_feature_seeds	predicted_homogenization_uncentered	True	0.0	1e-06
replogle_feature_seeds	observed_homogenization_uncentered	True	0.0	1e-06
replogle_feature_seeds	excess_homogenization_uncentered	True	0.0	1e-06
replogle_feature_seeds	predicted_homogenization_uncentered_n	True	0.0	1e-12
replogle_feature_seeds	observed_homogenization_uncentered_n	True	0.0	1e-12
replogle_feature_seeds	predicted_homogenization_centered	True	7.28583859910259e-17	1e-06
replogle_feature_seeds	observed_homogenization_centered	True	2.6020852139652106e-17	1e-06
replogle_feature_seeds	excess_homogenization_centered	True	9.237402509576498e-17	1e-06
replogle_feature_seeds	predicted_homogenization_centered_n	True	0.0	1e-12
replogle_feature_seeds	observed_homogenization_centered_n	True	0.0	1e-12
replogle_feature_seeds	conventional_pearson_median	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	conventional_pearson_ci_low	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	conventional_pearson_ci_high	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	conventional_pearson_n	True	0.0	1e-12
replogle_feature_seeds	conventional_normalized_rmse_median	True	1.1102230246251565e-16	1e-06
replogle_feature_seeds	conventional_normalized_rmse_ci_low	True	1.1102230246251565e-16	1e-06
replogle_feature_seeds	conventional_normalized_rmse_ci_high	True	1.1102230246251565e-16	1e-06
replogle_feature_seeds	conventional_normalized_rmse_n	True	0.0	1e-12
replogle_feature_seeds	secondary_absolute_projection_median	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	secondary_absolute_projection_ci_low	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	secondary_absolute_projection_ci_high	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	secondary_absolute_projection_n	True	0.0	1e-12
replogle_feature_seeds	endpoint_alignment_label_permutation_pvalue	True	0.0	1e-12
replogle_feature_seeds	predicted_homogenization_uncentered_ci_low	True	0.0	1e-06
replogle_feature_seeds	predicted_homogenization_uncentered_ci_high	True	0.0	1e-06
replogle_feature_seeds	observed_homogenization_uncentered_ci_low	True	4.163336342344337e-17	1e-06
replogle_feature_seeds	observed_homogenization_uncentered_ci_high	True	5.551115123125783e-17	1e-06
replogle_feature_seeds	excess_homogenization_uncentered_ci_low	True	0.0	1e-06
replogle_feature_seeds	excess_homogenization_uncentered_ci_high	True	0.0	1e-06
replogle_feature_seeds	predicted_homogenization_centered_ci_low	True	8.500145032286355e-17	1e-06
replogle_feature_seeds	predicted_homogenization_centered_ci_high	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	observed_homogenization_centered_ci_low	True	6.591949208711867e-17	1e-06
replogle_feature_seeds	observed_homogenization_centered_ci_high	True	8.673617379884035e-17	1e-06
replogle_feature_seeds	excess_homogenization_centered_ci_low	True	9.80118763926896e-17	1e-06
replogle_feature_seeds	excess_homogenization_centered_ci_high	True	8.326672684688674e-17	1e-06
replogle_feature_seeds	endpoint_alignment_permutation_qvalue_bh	True	0.0	1e-12
replogle_feature_seeds	target_identity_permutation_qvalue_bh	True	0.0	1e-12
