cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	dataset_role	control_target_prefix	single_perturbation_filter_status	single_perturbation_evidence_source	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_shift_top50_concentration	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	shift_value	depmap_value_raw	depmap_strength	shift_quantile	depmap_quantile	shift_band	depmap_band	joint_grid	grid_role	is_q1_anchor	is_q2_transcriptomic_excess	is_q3_dependency_excess	is_q4_low_information	category_label	panel	n_targets	fraction	truth_metric	depmap_endpoint	observed_spearman_rho_aligned	null_iterations	null_mean	null_sd	null_q005	null_q025	null_q500	null_q975	null_q995	null_abs_q95	empirical_p_two_sided	seed	claim_tier	covariate_status
HCC38	ACH-000276	PA2G4	194.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.347055500027386	0.0071702138866234	0.2482401442741427	0.1817246023014009	0.1494029151942502	0.0346225195694191	0.2147717790127821	5.0	-0.4663635980262615	0.3764696904296344	True	True	both	0.0071702138866234	0.3764696904296344	0.3764696904296344	0.7021276595744681	0.8085106382978723	middle	high	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	PARK7	254.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.227876740019074	0.0050560733285705	0.1479565709754708	0.1092513513919192	0.0889496948117483	0.0295182432243808	0.1015569096156099	1.0	0.0134496621963463	0.0215311147572859	True	True	both	0.0050560733285705	0.0215311147572859	0.0215311147572859	0.425531914893617	0.3191489361702128	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	PCBD1	428.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.7392892243046572	0.0041690086810655	0.1014281281695594	0.0813921484549719	0.0694284526269486	0.0266702303134809	0.0766315200183527	1.0	0.016465541489049	0.0210892465180688	True	True	both	0.0041690086810655	0.0210892465180688	0.0210892465180688	0.1063829787234042	0.2978723404255319	low	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	PEX14	439.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.8521323648982424	0.004391741095693	0.1122410874876001	0.0879077016311309	0.0742310586926704	0.027344327642402	0.0872355344689594	0.0	0.232031509113923	0.0049454685061893	True	True	both	0.004391741095693	0.0049454685061893	0.0049454685061893	0.1914893617021276	0.0638297872340425	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information	a																		
HCC38	ACH-000276	PFDN5	67.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.763957430728924	0.0091179791241103	0.1989752787568457	0.1600206789764993	0.1385962888206685	0.0239747765646468	0.2574333152486581	1.0	-0.8870801927678431	0.8201974002162512	True	True	both	0.0091179791241103	0.8201974002162512	0.8201974002162512	0.8297872340425532	0.8723404255319149	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	PMF1	94.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.907662671107953	0.0092008578860405	0.1851686118601423	0.1652157665258879	0.1493163921756924	0.0245301509110005	0.3669114581574177	0.0	-1.5920218294593655	0.9978434877605236	True	True	both	0.0092008578860405	0.9978434877605236	0.9978434877605236	0.8723404255319149	0.9574468085106383	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	PRDX2	302.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.130357874677587	0.0048643958897732	0.1366860926083004	0.1043672327789711	0.0851274138384869	0.0293097631473249	0.1105211682760263	1.0	-0.278397829186231	0.1572365253337959	True	True	both	0.0048643958897732	0.1572365253337959	0.1572365253337959	0.3617021276595745	0.6595744680851063	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	PRPF6	25.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	5.908263551904799	0.0144798741040019	0.3006809034205444	0.2489501769284749	0.2158678004680207	0.0234868463423908	0.6982882796296401	16.0	-1.5741714599009082	0.9972796156547944	True	True	both	0.0144798741040019	0.9972796156547944	0.9972796156547944	1.0	0.9361702127659576	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	RORC	296.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.944086166826961	0.0047603589109585	0.1033882604213983	0.0830722325333542	0.072411716006244	0.0238392856390483	0.0850846174329156	0.0	-0.377798049598536	0.263229534078098	True	True	both	0.0047603589109585	0.263229534078098	0.263229534078098	0.3191489361702128	0.7446808510638298	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	RPS3	69.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	4.1654645837132325	0.0096911866022176	0.3011808400688885	0.2238886269278741	0.1778406526628827	0.0315596465057414	0.3846796262496035	10.0	-1.977444057423196	1.0	True	True	both	0.0096911866022176	1.0	1.0	0.8936170212765957	0.9893617021276596	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	RUVBL2	95.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.3300033506603586	0.0082501146934477	0.1625181115706038	0.1358548184041985	0.1191124921474917	0.022495316777186	0.1839681919202576	2.0	-1.3247838305863433	0.978029448287533	True	True	both	0.0082501146934477	0.978029448287533	0.978029448287533	0.7872340425531915	0.9148936170212766	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	SMAD1	321.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.9253649364438048	0.0045644798021591	0.1306398398233908	0.0995547131082223	0.0815312764452337	0.0297952880678602	0.0977995875910764	0.0	0.092940314960579	0.0125810954880103	True	True	both	0.0045644798021591	0.0125810954880103	0.0125810954880103	0.2765957446808511	0.2127659574468085	middle	low	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	STAT3	394.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.1690524844948564	0.0049421595924907	0.1391085006354987	0.1126639227367692	0.0956025794663906	0.0311419036012821	0.1190027672929794	1.0	0.0005423560077098	0.0235621693286022	True	True	both	0.0049421595924907	0.0235621693286022	0.0235621693286022	0.3829787234042553	0.3404255319148936	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	TAB3	246.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.217455001567444	0.005355838101385	0.114017289823758	0.0978956748520773	0.0850066187967571	0.0249696880808653	0.1290381142988366	0.0	-0.0196506729762948	0.0271522701939877	True	True	both	0.005355838101385	0.0271522701939877	0.0271522701939877	0.5106382978723404	0.3829787234042553	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	TADA3	177.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	4.428444823703298	0.0091400872937874	0.3129610938882555	0.2635173067240429	0.2227798496556798	0.0393854537045431	0.6329673762959622	28.0	-0.0575575471120086	0.035551946395066	True	True	both	0.0091400872937874	0.035551946395066	0.035551946395066	0.851063829787234	0.4468085106382978	high	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	THAP8	276.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.120590397995916	0.0050563694115236	0.1384116913566634	0.1078925882006374	0.0888703003149877	0.0291494167306406	0.1164441090834849	1.0	-0.0175508210223816	0.0267473201978675	True	True	both	0.0050563694115236	0.0267473201978675	0.0267473201978675	0.4468085106382978	0.3617021276595745	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	THRA	266.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.5748785168349526	0.0058419151883759	0.1573958526245106	0.1286757735476848	0.1102532488609581	0.0300897509525463	0.2107088300119102	1.0	-0.1244560670130739	0.0573416619307745	True	True	both	0.0058419151883759	0.0573416619307745	0.0573416619307745	0.6170212765957447	0.5106382978723404	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	TMF1	206.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.6709537577516334	0.00630257681098	0.1531876830274702	0.124800668804402	0.1055387381676619	0.0270505324909654	0.2105036325134683	1.0	-0.1739325679207107	0.0809743969956026	True	True	both	0.00630257681098	0.0809743969956026	0.0809743969956026	0.6595744680851063	0.574468085106383	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	TMSB4X	352.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.993718373946049	0.0045126915949235	0.1286982144917049	0.0923152190046028	0.0750605716660445	0.0279456813914802	0.0882714320145723	1.0	-0.3380993515689319	0.2174493812731642	True	True	both	0.0045126915949235	0.2174493812731642	0.2174493812731642	0.2340425531914893	0.7021276595744681	low	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	UBP1	371.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.8193468573847944	0.004398069047543	0.1004645080823037	0.0834677827953865	0.0712476629001502	0.0259259027170281	0.0784365561754363	0.0	0.0228586479772922	0.0201784564207119	True	True	both	0.004398069047543	0.0201784564207119	0.0201784564207119	0.2127659574468085	0.2765957446808511	low	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	VEZF1	226.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.330757494619107	0.0073740581188237	0.2235085119879868	0.1803066484422265	0.1498371397487532	0.0334027511210422	0.2807418710220162	6.0	-0.151644262020672	0.0694464693745538	True	True	both	0.0073740581188237	0.0694464693745538	0.0694464693745538	0.723404255319149	0.5319148936170213	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	XBP1	394.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.6387798034173342	0.0040282961697656	0.087145105802549	0.0700744451239921	0.0605384801772897	0.0237637692835503	0.0534082969123836	0.0	0.1080243659617565	0.0113924113087519	True	True	both	0.0040282961697656	0.0113924113087519	0.0113924113087519	0.0638297872340425	0.1914893617021276	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information	a																		
HCC38	ACH-000276	YBX1	177.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.716232319681118	0.0076494599161971	0.296725981651033	0.2087989466071953	0.1659800641247169	0.0372884716504693	0.3267866473850915	6.0	-2.475443696624305	1.0	True	True	both	0.0076494599161971	1.0	1.0	0.7446808510638298	0.9893617021276596	middle	high	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	ZBTB17	139.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.493035111075968	0.0079465191255336	0.2434304783179587	0.1850768306895693	0.1523329168587025	0.0318164832261847	0.2812396124402099	6.0	-0.3779576510823618	0.2634223656448051	True	True	both	0.0079465191255336	0.2634223656448051	0.2634223656448051	0.7659574468085106	0.7659574468085106	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	ZBTB20	471.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.1590019433283736	0.0048062658192207	0.1586639509474276	0.1182706957356272	0.0961553566049611	0.0336160296521991	0.1508912088631611	1.0	0.3536029010287363	0.0018330352467763	True	True	both	0.0048062658192207	0.0018330352467763	0.0018330352467763	0.3404255319148936	0.0212765957446808	middle	low	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	ZBTB5	363.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.897499312170974	0.0046384099549855	0.1004758696874288	0.082120000459826	0.0705670061833454	0.0241856000148222	0.1016468397215959	0.0	0.0729011804312269	0.0143722132742512	True	True	both	0.0046384099549855	0.0143722132742512	0.0143722132742512	0.2978723404255319	0.2340425531914893	middle	low	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	ZNF131	118.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	4.415636227925105	0.0098454685363047	0.2597964569267739	0.2207385643481376	0.1910901722920044	0.0306280169064887	0.5302329603365514	7.0	-0.6933601874242165	0.6622862073859538	True	True	both	0.0098454685363047	0.6622862073859538	0.6622862073859538	0.9148936170212766	0.851063829787234	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor	a																		
HCC38	ACH-000276	ZNF24	472.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.6212123105803893	0.0039710221358838	0.0862328053219656	0.0709681759290118	0.0612238559245389	0.0244139689558896	0.0562199366663307	0.0	-0.0751354213507236	0.0403071652767106	True	True	both	0.0039710221358838	0.0403071652767106	0.0403071652767106	0.0425531914893617	0.4680851063829787	low	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC38	ACH-000276	ZNF566	372.0	1666.0	3.0	14485.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.9239272325468384	0.0045411647163488	0.1261441377977676	0.0995397652500455	0.0829012923357863	0.0299437653257454	0.103317479699573	0.0	-0.1834100057572494	0.0863639716532793	True	True	both	0.0045411647163488	0.0863639716532793	0.0863639716532793	0.2553191489361702	0.5957446808510638	middle	middle	middle	middle_band	False	False	False	False	Middle	a																		
HCC1143	ACH-000374	ARID1A	195.0	1325.0	3.0	11636.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.4463519189121863	0.0073327186787757	0.2500565427239029	0.2007866035932409	0.1676035872613459	0.0374064731664861	0.4000778801630993	8.0	-0.330631842036614	0.2654515287532237	True	True	both	0.0073327186787757	0.2654515287532237	0.2654515287532237	0.6875	0.7916666666666666	middle	high	middle	middle_band	False	False	False	False	Middle	b																		
HCC1143	ACH-000374	BMPR1A	93.0	1325.0	3.0	11636.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.162989495400181	0.0070281282052424	0.2468947670309841	0.1899910203131733	0.1508672131512466	0.0369292470579484	0.3718529994281674	6.0	-0.3585628390298763	0.307130270365165	True	True	both	0.0070281282052424	0.307130270365165	0.307130270365165	0.6666666666666666	0.8125	middle	high	middle	middle_band	False	False	False	False	Middle	b																		
HCC1143	ACH-000374	CDKN2A	169.0	1325.0	3.0	11636.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.084157760547977	0.0050523230156554	0.1076107932410576	0.0882028309437659	0.076917506955731	0.0238489063690797	0.12153266987956	0.0	0.5380502468314596	6.198489826465077e-05	True	True	both	0.0050523230156554	6.198489826465077e-05	6.198489826465077e-05	0.3958333333333333	0.0208333333333333	middle	low	middle	middle_band	False	False	False	False	Middle	b																		
HCC1143	ACH-000374	COMMD6	324.0	1325.0	3.0	11636.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.9629627640817848	0.0045342930040741	0.1255758532539634	0.095691376233032	0.0794509411087985	0.0288297099568098	0.1174521441587685	1.0	-0.2218216265227303	0.1351756293730245	True	True	both	0.0045342930040741	0.1351756293730245	0.1351756293730245	0.1875	0.625	low	middle	middle	middle_band	False	False	False	False	Middle	b																		
HCC1143	ACH-000374	ENY2	161.0	1325.0	3.0	11636.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	4.81257682403588	0.0105137437444661	0.3002357544370303	0.245898627127064	0.2103480314363766	0.0319503610054262	0.6093855920338918	18.0	-0.2358088308059663	0.148881151602389	True	True	both	0.0105137437444661	0.148881151602389	0.148881151602389	0.875	0.6875	high	middle	middle	middle_band	False	False	False	False	Middle	b																		
HCC1143	ACH-000374	ERC1	412.0	1325.0	3.0	11636.0	36601.0	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.171773525634778	0.0048784834929897	0.1315724429370423	0.1061191114095798	0.0907487953108761	0.0297156899314862	0.1750005664808043	0.0	-0.0379118967638982	0.0303840215886299	True	True	both	0.0048784834929897	0.0303840215886299	0.0303840215886299	0.3541666666666667	0.4583333333333333	middle	middle	middle	middle_band	False	False	False	False	Middle	b																		
