cell_line	depmap_model_id	target_gene	n_cells_target	n_sgrnas_observed	raw_shift_mean_abs	depmap_gene_column_found	depmap_gene_dependency	passes_minimum_cells	endpoint_nonmissing	final_eligible	exclusion_reason	expression_feature_match_count
HCC1143	ACH-000374	SMAD1	299	3	0.0045476060135123	True	0.0296077539081418	True	True	True	retained	1
HCC1143	ACH-000374	SMAD5	186	3	0.0053676664600747	True	NA	True	False	False	exact_model_endpoint_missing	1
HCC1143	ACH-000374	SS18L2	26	3	0.0243279181183303	True	1.0	True	True	True	retained	1
HCC1143	ACH-000374	STAT3	305	3	0.0045791788860737	True	0.0037329167002494	True	True	True	retained	1
HCC1143	ACH-000374	TAB3	222	3	0.0060275444241772	True	0.0084525379475361	True	True	True	retained	1
HCC1143	ACH-000374	TADA3	133	3	0.0103750807743799	True	0.2498577956515995	True	True	True	retained	1
HCC1143	ACH-000374	THAP8	335	3	0.0050716034302432	True	0.0157775614105068	True	True	True	retained	1
HCC1143	ACH-000374	THRA	188	3	0.0053431820384494	True	0.0463338341696651	True	True	True	retained	1
HCC1143	ACH-000374	TMF1	145	3	0.0058951763799742	True	0.1394316818255967	True	True	True	retained	1
HCC1143	ACH-000374	TMSB4X	266	3	0.0039703565382887	True	0.0090048231316929	True	True	True	retained	1
HCC1143	ACH-000374	UBP1	267	3	0.0046551429363536	True	0.0108785135935251	True	True	True	retained	1
HCC1143	ACH-000374	UXT	19	3	0.0188514075262397	True	0.9790010779577124	False	True	False	below_minimum_cells	1
HCC1143	ACH-000374	VEZF1	255	3	0.0060274132373266	True	0.0275909199432945	True	True	True	retained	1
HCC1143	ACH-000374	XBP1	314	3	0.0045885756847594	True	0.0085039693399301	True	True	True	retained	1
HCC1143	ACH-000374	YBX1	177	3	0.0077493948528648	True	0.9913468022551738	True	True	True	retained	1
HCC1143	ACH-000374	ZBTB17	75	3	0.010587215682323	True	0.7578619386258375	True	True	True	retained	1
HCC1143	ACH-000374	ZBTB20	315	3	0.0043814448697306	True	0.0078803596044426	True	True	True	retained	1
HCC1143	ACH-000374	ZBTB5	212	3	0.0053368219337521	True	0.0773557703888747	True	True	True	retained	1
HCC1143	ACH-000374	ZNF131	43	3	0.0105522037854389	True	0.9463812533969612	True	True	True	retained	1
HCC1143	ACH-000374	ZNF24	462	3	0.0043616307953344	True	0.0092505619875028	True	True	True	retained	1
HCC1143	ACH-000374	ZNF566	372	3	0.0044548810181222	True	0.0082561267211935	True	True	True	retained	1
HCC38	ACH-000276	ARID1A	365	3	0.0085365617536346	True	0.0939245801107399	True	True	True	retained	1
HCC38	ACH-000276	BMPR1A	212	3	0.0056197913890013	True	0.2329854350238944	True	True	True	retained	1
HCC38	ACH-000276	CDKN2A	399	3	0.0040551040534158	True	0.0034117871973033	True	True	True	retained	1
HCC38	ACH-000276	COMMD6	395	3	0.0042202270388882	True	0.0087958879569685	True	True	True	retained	1
HCC38	ACH-000276	ENY2	93	3	0.0103397858020701	True	0.4895161201697765	True	True	True	retained	1
HCC38	ACH-000276	ERC1	433	3	0.00417172244801	True	0.0054295617631019	True	True	True	retained	1
HCC38	ACH-000276	ETV3	244	3	0.0051298888376656	True	0.0807914252803547	True	True	True	retained	1
HCC38	ACH-000276	GON4L	167	3	0.0060144581054616	True	0.3129469325001975	True	True	True	retained	1
HCC38	ACH-000276	HDGF	254	3	0.0053940020400889	True	0.0286996254177853	True	True	True	retained	1
HCC38	ACH-000276	HLX	289	3	0.0052991294769277	True	0.006315463793662	True	True	True	retained	1
HCC38	ACH-000276	KLF3	236	3	0.0054676604656395	True	0.1616884807733207	True	True	True	retained	1
HCC38	ACH-000276	LAMTOR5	157	3	0.0106435490794122	True	0.0890975409858624	True	True	True	retained	1
HCC38	ACH-000276	MAML3	423	3	0.0039010408237359	True	0.009549016733777	True	True	True	retained	1
HCC38	ACH-000276	MIER1	267	3	0.0049938655360828	True	0.0068709338808792	True	True	True	retained	1
HCC38	ACH-000276	MTDH	282	3	0.0056310162158605	True	0.0342163047187118	True	True	True	retained	1
HCC38	ACH-000276	MYBL1	220	3	0.0071407239504648	True	0.0145675964421822	True	True	True	retained	1
HCC38	ACH-000276	NCOA1	389	3	0.0043489041564256	True	0.0459486880054965	True	True	True	retained	1
HCC38	ACH-000276	NPM1	80	3	0.0113723052385142	True	0.8555302996262993	True	True	True	retained	1
HCC38	ACH-000276	PA2G4	194	3	0.0071702138866234	True	0.3764696904296344	True	True	True	retained	1
HCC38	ACH-000276	PARK7	254	3	0.0050560733285705	True	0.0215311147572859	True	True	True	retained	1
HCC38	ACH-000276	PCBD1	428	3	0.0041690086810655	True	0.0210892465180688	True	True	True	retained	1
HCC38	ACH-000276	PEX14	439	3	0.004391741095693	True	0.0049454685061893	True	True	True	retained	1
HCC38	ACH-000276	PFDN5	67	3	0.0091179791241103	True	0.8201974002162512	True	True	True	retained	1
HCC38	ACH-000276	PMF1	94	3	0.0092008578860405	True	0.9978434877605236	True	True	True	retained	1
HCC38	ACH-000276	PRDX2	302	3	0.0048643958897732	True	0.1572365253337959	True	True	True	retained	1
HCC38	ACH-000276	PRPF6	25	3	0.0144798741040019	True	0.9972796156547944	True	True	True	retained	1
HCC38	ACH-000276	RORC	296	3	0.0047603589109585	True	0.263229534078098	True	True	True	retained	1
HCC38	ACH-000276	RPS3	69	3	0.0096911866022176	True	1.0	True	True	True	retained	1
HCC38	ACH-000276	RUVBL2	95	3	0.0082501146934477	True	0.978029448287533	True	True	True	retained	1
HCC38	ACH-000276	SMAD1	321	3	0.0045644798021591	True	0.0125810954880103	True	True	True	retained	1
HCC38	ACH-000276	SMAD5	290	3	0.0056882072248267	True	NA	True	False	False	exact_model_endpoint_missing	1
HCC38	ACH-000276	SS18L2	8	3	0.023768290499025	True	1.0	False	True	False	below_minimum_cells	1
HCC38	ACH-000276	STAT3	394	3	0.0049421595924907	True	0.0235621693286022	True	True	True	retained	1
HCC38	ACH-000276	TAB3	246	3	0.005355838101385	True	0.0271522701939877	True	True	True	retained	1
HCC38	ACH-000276	TADA3	177	3	0.0091400872937874	True	0.035551946395066	True	True	True	retained	1
HCC38	ACH-000276	THAP8	276	3	0.0050563694115236	True	0.0267473201978675	True	True	True	retained	1
HCC38	ACH-000276	THRA	266	3	0.0058419151883759	True	0.0573416619307745	True	True	True	retained	1
HCC38	ACH-000276	TMF1	206	3	0.00630257681098	True	0.0809743969956026	True	True	True	retained	1
HCC38	ACH-000276	TMSB4X	352	3	0.0045126915949235	True	0.2174493812731642	True	True	True	retained	1
HCC38	ACH-000276	UBP1	371	3	0.004398069047543	True	0.0201784564207119	True	True	True	retained	1
HCC38	ACH-000276	UXT	12	3	0.0214219127122932	True	0.7604185997179438	False	True	False	below_minimum_cells	1
HCC38	ACH-000276	VEZF1	226	3	0.0073740581188237	True	0.0694464693745538	True	True	True	retained	1
HCC38	ACH-000276	XBP1	394	3	0.0040282961697656	True	0.0113924113087519	True	True	True	retained	1
HCC38	ACH-000276	YBX1	177	3	0.0076494599161971	True	1.0	True	True	True	retained	1
HCC38	ACH-000276	ZBTB17	139	3	0.0079465191255336	True	0.2634223656448051	True	True	True	retained	1
HCC38	ACH-000276	ZBTB20	471	3	0.0048062658192207	True	0.0018330352467763	True	True	True	retained	1
HCC38	ACH-000276	ZBTB5	363	3	0.0046384099549855	True	0.0143722132742512	True	True	True	retained	1
HCC38	ACH-000276	ZNF131	118	3	0.0098454685363047	True	0.6622862073859538	True	True	True	retained	1
HCC38	ACH-000276	ZNF24	472	3	0.0039710221358838	True	0.0403071652767106	True	True	True	retained	1
HCC38	ACH-000276	ZNF566	372	3	0.0045411647163488	True	0.0863639716532793	True	True	True	retained	1
