replicate	cell_line	truth_metric	depmap_endpoint	n_targets	spearman_rho_raw	spearman_rho_aligned	n_control_subsample
21	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2493712238329209	0.2493712238329209	500
21	HCC38	real_Edistance	depmap_gene_dependency	47	0.6229944207743388	0.6229944207743388	500
21	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5842268922987326	0.5842268922987326	500
22	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7107629155061669	0.7107629155061669	500
22	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7248128128841866	0.7248128128841866	500
22	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6297591861785706	0.6297591861785706	500
22	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6309155563331401	0.6309155563331401	500
22	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6332282966422792	0.6332282966422792	500
22	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2736549970788812	0.2736549970788812	500
22	HCC38	real_Edistance	depmap_gene_dependency	47	0.6324188375340805	0.6324188375340805	500
22	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.582831185274835	0.582831185274835	500
23	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6987366658986435	0.6987366658986435	500
23	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7300742970874781	0.7300742970874781	500
23	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6402243360774249	0.6402243360774249	500
23	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6330548411190938	0.6330548411190938	500
23	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6340955742582064	0.6340955742582064	500
23	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2326038565916626	0.2326038565916626	500
23	HCC38	real_Edistance	depmap_gene_dependency	47	0.6220693246506832	0.6220693246506832	500
23	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5835749917495722	0.5835749917495722	500
0	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7625821443902564	0.7625821443902564	500
0	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.777240921193999	0.777240921193999	500
0	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7143167644697852	0.7143167644697852	500
0	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7067159172382149	0.7067159172382149	500
0	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7061187078128774	0.7061187078128774	500
0	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2533253798750489	0.2533253798750489	500
0	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7486291605437309	0.7486291605437309	500
0	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7054698371432755	0.7054698371432755	500
1	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7486291605437309	0.7486291605437309	500
1	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7792497165337711	0.7792497165337711	500
1	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6818502884377923	0.6818502884377923	500
1	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7040013289412256	0.7040013289412256	500
1	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7149682656610626	0.7149682656610626	500
1	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2034312469763841	0.2034312469763841	500
1	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7393995603339671	0.7393995603339671	500
1	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7261864574168604	0.7261864574168604	500
2	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7567729254346992	0.7567729254346992	500
2	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7742548740673107	0.7742548740673107	500
2	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7024811594949114	0.7024811594949114	500
2	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7193116069362457	0.7193116069362457	500
2	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7342418425696874	0.7342418425696874	500
2	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2826972252484739	0.2826972252484739	500
2	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7281068730184913	0.7281068730184913	500
2	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7205151992420883	0.7205151992420883	500
3	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7693143233667901	0.7693143233667901	500
3	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7785982153424936	0.7785982153424936	500
3	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7287583742097687	0.7287583742097687	500
3	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7365220967391585	0.7365220967391585	500
3	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7380965579514122	0.7380965579514122	500
3	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3150008259826475	0.3150008259826475	500
3	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7404853956527628	0.7404853956527628	500
3	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7439431721339695	0.7439431721339695	500
4	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7586188454766518	0.7586188454766518	500
4	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7769151705983602	0.7769151705983602	500
4	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7113307173430969	0.7113307173430969	500
4	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7107335079177591	0.7107335079177591	500
4	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7213204022760179	0.7213204022760179	500
4	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2356262641786781	0.2356262641786781	500
4	HCC1143	real_Edistance	depmap_gene_dependency	48	0.724577908232405	0.724577908232405	500
4	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6539488931562885	0.6539488931562885	500
5	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7543297959674087	0.7543297959674087	500
5	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.785167519021208	0.785167519021208	500
5	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7083446702164087	0.7083446702164087	500
5	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7126337197256518	0.7126337197256518	500
5	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7267495788699966	0.7267495788699966	500
5	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2800369287174243	0.2800369287174243	500
5	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7184429386812091	0.7184429386812091	500
5	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7106906439080722	0.7106906439080722	500
6	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7582930948810133	0.7582930948810133	500
6	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7829415566176767	0.7829415566176767	500
6	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7029697853883697	0.7029697853883697	500
6	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7086161290461075	0.7086161290461075	500
6	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7266409953381171	0.7266409953381171	500
6	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3241218426605319	0.3241218426605319	500
6	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7574787183919164	0.7574787183919164	500
6	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7408286247157988	0.7408286247157988	500
7	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7608990996461229	0.7608990996461229	500
7	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7814213871713627	0.7814213871713627	500
7	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7127965950234713	0.7127965950234713	500
7	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.711547884406856	0.711547884406856	500
7	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7273467882953343	0.7273467882953343	500
7	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3223845061504587	0.3223845061504587	500
7	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7443401110344877	0.7443401110344877	500
7	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7376254183426139	0.7376254183426139	500
8	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7708887845790439	0.7708887845790439	500
8	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7775123800236979	0.7775123800236979	500
8	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7220804869991749	0.7220804869991749	500
8	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7259352023808997	0.7259352023808997	500
8	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7307128777836011	0.7307128777836011	500
8	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3230902991076759	0.3230902991076759	500
8	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7238178235092481	0.7238178235092481	500
8	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7006781322487355	0.7006781322487355	500
9	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7657310668147641	0.7657310668147641	500
9	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7769694623643001	0.7769694623643001	500
9	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6830447072884676	0.6830447072884676	500
9	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7092133384714451	0.7092133384714451	500
9	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7263695365084181	0.7263695365084181	500
9	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2467017844303947	0.2467017844303947	500
9	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7415712309715585	0.7415712309715585	500
9	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6985503800225509	0.6985503800225509	500
10	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7455345298851631	0.7455345298851631	500
10	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.766002525644463	0.766002525644463	500
10	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.680112951927719	0.680112951927719	500
10	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.6920571404344722	0.6920571404344722	500
