context	model	target_i	target_j	cosine
HCC1143	Observed	BMPR1A	PARK7	0.18798122357228944
HCC1143	Observed	BMPR1A	PCBD1	0.15284568744028
HCC1143	Observed	BMPR1A	PEX14	0.25423162884627104
HCC1143	Observed	BMPR1A	PFDN5	0.10047907993084547
HCC1143	Observed	BMPR1A	PMF1	0.0930920201929912
HCC1143	Observed	BMPR1A	PRDX2	0.07965670621427684
HCC1143	Observed	BMPR1A	PRPF6	0.12635190208025038
HCC1143	Observed	BMPR1A	RORC	0.014675288603435635
HCC1143	Observed	BMPR1A	RPS3	-0.004804948789576975
HCC1143	Observed	BMPR1A	RUVBL2	-0.16430054892130513
HCC1143	Observed	BMPR1A	SMAD1	0.22102650829878057
HCC1143	Observed	BMPR1A	STAT3	0.23783351840134503
HCC1143	Observed	BMPR1A	TAB3	0.34694112382526815
HCC1143	Observed	BMPR1A	TADA3	0.033176225391544995
HCC1143	Observed	BMPR1A	THAP8	-0.1392392004846717
HCC1143	Observed	BMPR1A	THRA	0.2736013290688975
HCC1143	Observed	BMPR1A	TMF1	0.15869887388292758
HCC1143	Observed	BMPR1A	TMSB4X	-0.6856360731994758
HCC1143	Observed	BMPR1A	UBP1	-0.009107932559360262
HCC1143	Observed	BMPR1A	VEZF1	-0.22484634282851299
HCC1143	Observed	BMPR1A	XBP1	0.020009760605681576
HCC1143	Observed	BMPR1A	YBX1	-0.010084387127154884
HCC1143	Observed	BMPR1A	ZBTB17	0.0449981059966076
HCC1143	Observed	BMPR1A	ZBTB20	-0.2189039444601807
HCC1143	Observed	BMPR1A	ZBTB5	0.12001710749005223
HCC1143	Observed	BMPR1A	ZNF131	-0.43388550265344417
HCC1143	Observed	BMPR1A	ZNF24	0.2828712178792538
HCC1143	Observed	BMPR1A	ZNF566	0.18855218485392627
HCC1143	Observed	CDKN2A	COMMD6	0.1358541452772295
HCC1143	Observed	CDKN2A	ENY2	-0.31152303066869164
HCC1143	Observed	CDKN2A	ERC1	0.05151533300596021
HCC1143	Observed	CDKN2A	ETV3	0.13808381342483214
HCC1143	Observed	CDKN2A	GON4L	-0.05596475790724756
HCC1143	Observed	CDKN2A	HDGF	-0.24315941212407335
HCC1143	Observed	CDKN2A	HLX	0.25731370127735487
HCC1143	Observed	CDKN2A	KLF3	-0.10317617815266276
HCC1143	Observed	CDKN2A	LAMTOR5	-0.13864932568300586
HCC1143	Observed	CDKN2A	MAML3	-0.27515988087231563
HCC1143	Observed	CDKN2A	MIER1	-0.4665978908743207
HCC1143	Observed	CDKN2A	MTDH	0.06143858137004891
HCC1143	Observed	CDKN2A	MYBL1	-0.04497592367169224
HCC1143	Observed	CDKN2A	NCOA1	0.36126917142188253
HCC1143	Observed	CDKN2A	NPM1	-0.48485370217314977
HCC1143	Observed	CDKN2A	PA2G4	0.013524550713061356
HCC1143	Observed	CDKN2A	PARK7	-0.3218067680788056
HCC1143	Observed	CDKN2A	PCBD1	0.3342256708076211
HCC1143	Observed	CDKN2A	PEX14	-0.15464807641308695
HCC1143	Observed	CDKN2A	PFDN5	-0.41623307077091753
HCC1143	Observed	CDKN2A	PMF1	-0.16437738497044369
HCC1143	Observed	CDKN2A	PRDX2	-0.10262681765833283
HCC1143	Observed	CDKN2A	PRPF6	0.23279550526257584
HCC1143	Observed	CDKN2A	RORC	0.025423448142651503
HCC1143	Observed	CDKN2A	RPS3	-0.08623353187945029
HCC1143	Observed	CDKN2A	RUVBL2	-0.23908254033157114
HCC1143	Observed	CDKN2A	SMAD1	-0.22910176678991587
HCC1143	Observed	CDKN2A	STAT3	-0.09143065924248613
HCC1143	Observed	CDKN2A	TAB3	0.0018276906151151924
HCC1143	Observed	CDKN2A	TADA3	0.0853394992290319
HCC1143	Observed	CDKN2A	THAP8	-0.2316896732658746
HCC1143	Observed	CDKN2A	THRA	0.23543790393860714
HCC1143	Observed	CDKN2A	TMF1	-0.10795575339435105
HCC1143	Observed	CDKN2A	TMSB4X	-0.04375237338289151
HCC1143	Observed	CDKN2A	UBP1	0.0007850178703948527
HCC1143	Observed	CDKN2A	VEZF1	0.02873773435849211
HCC1143	Observed	CDKN2A	XBP1	0.22408658952832972
HCC1143	Observed	CDKN2A	YBX1	-0.4757143434776429
HCC1143	Observed	CDKN2A	ZBTB17	-0.4535646503526217
HCC1143	Observed	CDKN2A	ZBTB20	-0.12786742936712436
HCC1143	Observed	CDKN2A	ZBTB5	0.04165683061328858
HCC1143	Observed	CDKN2A	ZNF131	-0.13131161170794847
HCC1143	Observed	CDKN2A	ZNF24	0.2180968684077122
HCC1143	Observed	CDKN2A	ZNF566	0.14956630832216825
HCC1143	Observed	COMMD6	ENY2	0.13451031172612923
HCC1143	Observed	COMMD6	ERC1	0.30471514004986283
HCC1143	Observed	COMMD6	ETV3	-0.10509959814126428
HCC1143	Observed	COMMD6	GON4L	-0.019807843435272653
HCC1143	Observed	COMMD6	HDGF	-0.0692797140172352
HCC1143	Observed	COMMD6	HLX	-0.2176888277429064
HCC1143	Observed	COMMD6	KLF3	0.09764662772711902
HCC1143	Observed	COMMD6	LAMTOR5	0.2276932759861637
HCC1143	Observed	COMMD6	MAML3	-0.06541465857423442
HCC1143	Observed	COMMD6	MIER1	0.19139684356192888
HCC1143	Observed	COMMD6	MTDH	0.08740276808223374
HCC1143	Observed	COMMD6	MYBL1	-0.04382652398293469
HCC1143	Observed	COMMD6	NCOA1	0.1989341187043713
HCC1143	Observed	COMMD6	NPM1	0.04624478761054892
HCC1143	Observed	COMMD6	PA2G4	0.08297809086071133
HCC1143	Observed	COMMD6	PARK7	0.09693591256699806
HCC1143	Observed	COMMD6	PCBD1	0.05012591516916678
HCC1143	Observed	COMMD6	PEX14	0.21603836985269337
HCC1143	Observed	COMMD6	PFDN5	0.053582348725120264
HCC1143	Observed	COMMD6	PMF1	0.02397575524597493
HCC1143	Observed	COMMD6	PRDX2	-0.009879812675130035
HCC1143	Observed	COMMD6	PRPF6	-0.25104061676261086
HCC1143	Observed	COMMD6	RORC	-0.12449147937202545
HCC1143	Observed	COMMD6	RPS3	0.09492126634644088
HCC1143	Observed	COMMD6	RUVBL2	-0.06962318106177932
HCC1143	Observed	COMMD6	SMAD1	0.34604216877811117
HCC1143	Observed	COMMD6	STAT3	0.13429506450968529
HCC1143	Observed	COMMD6	TAB3	0.27631547876649426
HCC1143	Observed	COMMD6	TADA3	-0.1281535905509833
HCC1143	Observed	COMMD6	THAP8	0.11947967090268964
HCC1143	Observed	COMMD6	THRA	-0.24896990087918341
HCC1143	Observed	COMMD6	TMF1	0.08555062857341526
HCC1143	Observed	COMMD6	TMSB4X	-0.1155721368693062
HCC1143	Observed	COMMD6	UBP1	-0.034722972295747716
HCC1143	Observed	COMMD6	VEZF1	-0.15589236844812587
HCC1143	Observed	COMMD6	XBP1	0.10068105191805539
HCC1143	Observed	COMMD6	YBX1	0.08032261398931526
HCC1143	Observed	COMMD6	ZBTB17	-0.09468796915586858
HCC1143	Observed	COMMD6	ZBTB20	0.10264508261471292
HCC1143	Observed	COMMD6	ZBTB5	0.2562046021657707
HCC1143	Observed	COMMD6	ZNF131	-0.20916250632254016
HCC1143	Observed	COMMD6	ZNF24	0.17619211955385083
HCC1143	Observed	COMMD6	ZNF566	0.2472798802250008
HCC1143	Observed	ENY2	ERC1	0.43290948648937133
HCC1143	Observed	ENY2	ETV3	-0.2967852558170908
HCC1143	Observed	ENY2	GON4L	-0.1122573266158187
HCC1143	Observed	ENY2	HDGF	0.08408247126150184
HCC1143	Observed	ENY2	HLX	-0.15344366975459173
HCC1143	Observed	ENY2	KLF3	0.0141484920346014
HCC1143	Observed	ENY2	LAMTOR5	0.17991560556696376
HCC1143	Observed	ENY2	MAML3	0.28717251934156285
HCC1143	Observed	ENY2	MIER1	0.22418609383705543
HCC1143	Observed	ENY2	MTDH	0.2243748768375013
HCC1143	Observed	ENY2	MYBL1	0.16261007773843328
HCC1143	Observed	ENY2	NCOA1	0.0036684658510021404
HCC1143	Observed	ENY2	NPM1	0.16207230398740774
HCC1143	Observed	ENY2	PA2G4	0.22693278239821632
HCC1143	Observed	ENY2	PARK7	0.29917028236710413
HCC1143	Observed	ENY2	PCBD1	0.04520251246762832
HCC1143	Observed	ENY2	PEX14	0.20245455672961185
HCC1143	Observed	ENY2	PFDN5	0.06354417975413637
HCC1143	Observed	ENY2	PMF1	0.10728081416798041
HCC1143	Observed	ENY2	PRDX2	0.06899284057166423
HCC1143	Observed	ENY2	PRPF6	-0.2859720288075556
HCC1143	Observed	ENY2	RORC	0.0012298092096457694
HCC1143	Observed	ENY2	RPS3	0.16612536415966292
HCC1143	Observed	ENY2	RUVBL2	0.27522214737566636
HCC1143	Observed	ENY2	SMAD1	0.3962560053580726
HCC1143	Observed	ENY2	STAT3	0.25317228048657603
HCC1143	Observed	ENY2	TAB3	0.42840803428395846
HCC1143	Observed	ENY2	TADA3	-0.123555014333785
HCC1143	Observed	ENY2	THAP8	0.15767559477317392
HCC1143	Observed	ENY2	THRA	-0.26828033762980236
HCC1143	Observed	ENY2	TMF1	0.19285937969186412
HCC1143	Observed	ENY2	TMSB4X	0.051673197531886934
HCC1143	Observed	ENY2	UBP1	0.07157048212603807
HCC1143	Observed	ENY2	VEZF1	-0.07326932740765632
HCC1143	Observed	ENY2	XBP1	-0.08075769806907353
HCC1143	Observed	ENY2	YBX1	0.20020992353099912
HCC1143	Observed	ENY2	ZBTB17	0.16740673650637744
HCC1143	Observed	ENY2	ZBTB20	-0.0027292372414008522
HCC1143	Observed	ENY2	ZBTB5	0.1858375891326876
HCC1143	Observed	ENY2	ZNF131	-0.21413887304780654
HCC1143	Observed	ENY2	ZNF24	0.279145075411973
HCC1143	Observed	ENY2	ZNF566	-0.02676878669957183
HCC1143	Observed	ERC1	ETV3	-0.12069360823372657
HCC1143	Observed	ERC1	GON4L	-0.11390766171324487
HCC1143	Observed	ERC1	HDGF	-0.15633088343067472
HCC1143	Observed	ERC1	HLX	-0.08791139881866906
HCC1143	Observed	ERC1	KLF3	0.17819655813337723
HCC1143	Observed	ERC1	LAMTOR5	0.3847464918839717
HCC1143	Observed	ERC1	MAML3	0.3472031326367752
HCC1143	Observed	ERC1	MIER1	0.2109251275121227
HCC1143	Observed	ERC1	MTDH	0.21541983907116086
HCC1143	Observed	ERC1	MYBL1	0.08154294806309874
HCC1143	Observed	ERC1	NCOA1	0.44111162403230925
HCC1143	Observed	ERC1	NPM1	-0.18216784453184579
HCC1143	Observed	ERC1	PA2G4	0.2685027364763792
HCC1143	Observed	ERC1	PARK7	0.22411040057449458
HCC1143	Observed	ERC1	PCBD1	0.1263593370352208
HCC1143	Observed	ERC1	PEX14	0.2352224318959377
HCC1143	Observed	ERC1	PFDN5	0.2903026851518871
HCC1143	Observed	ERC1	PMF1	-0.05531825392589078
HCC1143	Observed	ERC1	PRDX2	0.10465590742357722
HCC1143	Observed	ERC1	PRPF6	-0.1305692561281553
HCC1143	Observed	ERC1	RORC	0.09897408503139568
HCC1143	Observed	ERC1	RPS3	0.16612755819958977
HCC1143	Observed	ERC1	RUVBL2	0.10988630626294937
HCC1143	Observed	ERC1	SMAD1	0.5312646453964708
HCC1143	Observed	ERC1	STAT3	-0.006198408415385931
HCC1143	Observed	ERC1	TAB3	0.6293202915396369
HCC1143	Observed	ERC1	TADA3	0.019400512461291947
HCC1143	Observed	ERC1	THAP8	0.1140341111054169
HCC1143	Observed	ERC1	THRA	-0.07766183464991229
HCC1143	Observed	ERC1	TMF1	0.26293054462339144
HCC1143	Observed	ERC1	TMSB4X	-0.09263868445176046
HCC1143	Observed	ERC1	UBP1	0.02476386918127451
HCC1143	Observed	ERC1	VEZF1	-0.29990325783219124
HCC1143	Observed	ERC1	XBP1	0.20069382956353118
HCC1143	Observed	ERC1	YBX1	0.07268792883722597
HCC1143	Observed	ERC1	ZBTB17	-0.08570690390386454
HCC1143	Observed	ERC1	ZBTB20	0.05598821487402414
HCC1143	Observed	ERC1	ZBTB5	0.34167404702490883
HCC1143	Observed	ERC1	ZNF131	-0.28440433511537244
HCC1143	Observed	ERC1	ZNF24	0.42721184759598785
HCC1143	Observed	ERC1	ZNF566	0.20973038450356943
HCC1143	Observed	ETV3	GON4L	0.2840723902952896
HCC1143	Observed	ETV3	HDGF	0.057347546766322866
HCC1143	Observed	ETV3	HLX	0.5082349038598458
HCC1143	Observed	ETV3	KLF3	0.21268661914714526
HCC1143	Observed	ETV3	LAMTOR5	-0.01358278307498319
HCC1143	Observed	ETV3	MAML3	-0.12522738201340436
HCC1143	Observed	ETV3	MIER1	-0.0732513787045402
HCC1143	Observed	ETV3	MTDH	0.04717364833079711
HCC1143	Observed	ETV3	MYBL1	0.17682093580866287
HCC1143	Observed	ETV3	NCOA1	0.20469039502031863
HCC1143	Observed	ETV3	NPM1	-0.37574790457675666
HCC1143	Observed	ETV3	PA2G4	-0.46106983789881745
HCC1143	Observed	ETV3	PARK7	-0.17866153066032406
HCC1143	Observed	ETV3	PCBD1	0.11218663083645086
HCC1143	Observed	ETV3	PEX14	-0.1949233219360552
HCC1143	Observed	ETV3	PFDN5	0.0525673781821669
HCC1143	Observed	ETV3	PMF1	0.055547185521939844
HCC1143	Observed	ETV3	PRDX2	0.0808523443825774
HCC1143	Observed	ETV3	PRPF6	0.33877596253775166
HCC1143	Observed	ETV3	RORC	0.11191811705099541
HCC1143	Observed	ETV3	RPS3	-0.44413144045331227
HCC1143	Observed	ETV3	RUVBL2	-0.2186021026174153
HCC1143	Observed	ETV3	SMAD1	-0.27492725541021795
HCC1143	Observed	ETV3	STAT3	-0.06562091094767192
HCC1143	Observed	ETV3	TAB3	-0.11422252822853535
HCC1143	Observed	ETV3	TADA3	-0.263851115201381
HCC1143	Observed	ETV3	THAP8	-0.07801848504345262
HCC1143	Observed	ETV3	THRA	0.20855433132136658
HCC1143	Observed	ETV3	TMF1	-0.015857883736815265
HCC1143	Observed	ETV3	TMSB4X	-0.15857247874945213
HCC1143	Observed	ETV3	UBP1	-0.23447891000878027
HCC1143	Observed	ETV3	VEZF1	-0.09242814072606229
HCC1143	Observed	ETV3	XBP1	-0.12041954381997673
HCC1143	Observed	ETV3	YBX1	-0.23485761625852783
HCC1143	Observed	ETV3	ZBTB17	-0.06624341789550137
HCC1143	Observed	ETV3	ZBTB20	0.04184176114902199
HCC1143	Observed	ETV3	ZBTB5	-0.02810604524894269
HCC1143	Observed	ETV3	ZNF131	-0.07643280984706076
HCC1143	Observed	ETV3	ZNF24	-0.05561067554143081
HCC1143	Observed	ETV3	ZNF566	0.19884883891928132
HCC1143	Observed	GON4L	HDGF	0.5445913093608963
HCC1143	Observed	GON4L	HLX	0.20841539720054614
HCC1143	Observed	GON4L	KLF3	0.18754734479262314
HCC1143	Observed	GON4L	LAMTOR5	-0.09000913317213372
HCC1143	Observed	GON4L	MAML3	0.27131784588084684
HCC1143	Observed	GON4L	MIER1	0.11441444736223445
HCC1143	Observed	GON4L	MTDH	0.289910169784101
HCC1143	Observed	GON4L	MYBL1	0.11471690295015025
HCC1143	Observed	GON4L	NCOA1	-0.1152040174735551
HCC1143	Observed	GON4L	NPM1	-0.10425137129026198
HCC1143	Observed	GON4L	PA2G4	-0.074778467413107
HCC1143	Observed	GON4L	PARK7	0.023292268333084832
HCC1143	Observed	GON4L	PCBD1	-0.03778064954269291
HCC1143	Observed	GON4L	PEX14	-0.26502935658243093
HCC1143	Observed	GON4L	PFDN5	0.08015545663807079
HCC1143	Observed	GON4L	PMF1	0.15231719884976366
HCC1143	Observed	GON4L	PRDX2	-0.15344162368035447
HCC1143	Observed	GON4L	PRPF6	0.2511846631343903
HCC1143	Observed	GON4L	RORC	0.5696410910309365
HCC1143	Observed	GON4L	RPS3	-0.3532428850907088
HCC1143	Observed	GON4L	RUVBL2	-0.07612028448501271
HCC1143	Observed	GON4L	SMAD1	0.012040775681127078
HCC1143	Observed	GON4L	STAT3	-0.008165422624502986
HCC1143	Observed	GON4L	TAB3	-0.17881561008282068
HCC1143	Observed	GON4L	TADA3	-0.023588900586018802
HCC1143	Observed	GON4L	THAP8	-0.11724113957997404
HCC1143	Observed	GON4L	THRA	0.1274948821836695
HCC1143	Observed	GON4L	TMF1	0.20102895033364895
HCC1143	Observed	GON4L	TMSB4X	-0.20269488965515012
HCC1143	Observed	GON4L	UBP1	0.1433913732935747
HCC1143	Observed	GON4L	VEZF1	0.14380981487736846
HCC1143	Observed	GON4L	XBP1	0.14967590285831756
HCC1143	Observed	GON4L	YBX1	0.10091575674789863
HCC1143	Observed	GON4L	ZBTB17	-0.18392415527918787
HCC1143	Observed	GON4L	ZBTB20	0.06547083549061433
HCC1143	Observed	GON4L	ZBTB5	-0.39907886037639095
HCC1143	Observed	GON4L	ZNF131	0.11573853899891065
HCC1143	Observed	GON4L	ZNF24	-0.0029975637991269907
HCC1143	Observed	GON4L	ZNF566	-0.09628289967223963
HCC1143	Observed	HDGF	HLX	0.10866710589047694
HCC1143	Observed	HDGF	KLF3	-0.13934490269506258
HCC1143	Observed	HDGF	LAMTOR5	0.02488046116540389
HCC1143	Observed	HDGF	MAML3	0.17757639333501693
HCC1143	Observed	HDGF	MIER1	0.09431277349669293
HCC1143	Observed	HDGF	MTDH	0.12881280736066944
HCC1143	Observed	HDGF	MYBL1	-0.020910168117160562
HCC1143	Observed	HDGF	NCOA1	-0.21628033544830405
HCC1143	Observed	HDGF	NPM1	0.02130156748466684
HCC1143	Observed	HDGF	PA2G4	0.00800082823076788
HCC1143	Observed	HDGF	PARK7	0.09720360165175201
HCC1143	Observed	HDGF	PCBD1	-0.10518773492754925
HCC1143	Observed	HDGF	PEX14	-0.21442925453940362
HCC1143	Observed	HDGF	PFDN5	0.07031611091549958
HCC1143	Observed	HDGF	PMF1	0.0378734143222443
HCC1143	Observed	HDGF	PRDX2	-0.07942008219200197
HCC1143	Observed	HDGF	PRPF6	0.11430508881600696
HCC1143	Observed	HDGF	RORC	0.44828865653317373
HCC1143	Observed	HDGF	RPS3	-0.06775350433314253
HCC1143	Observed	HDGF	RUVBL2	0.16802244280563897
HCC1143	Observed	HDGF	SMAD1	0.014691923807729325
HCC1143	Observed	HDGF	STAT3	-0.0868423540942894
HCC1143	Observed	HDGF	TAB3	-0.09640347831876851
HCC1143	Observed	HDGF	TADA3	0.010189236677770585
HCC1143	Observed	HDGF	THAP8	-0.04454937294075644
HCC1143	Observed	HDGF	THRA	-0.02875036620495171
HCC1143	Observed	HDGF	TMF1	0.17801840682354836
HCC1143	Observed	HDGF	TMSB4X	0.07713928207515999
HCC1143	Observed	HDGF	UBP1	0.18959041212983824
HCC1143	Observed	HDGF	VEZF1	-0.12473203241273523
HCC1143	Observed	HDGF	XBP1	-0.0015135519177677146
HCC1143	Observed	HDGF	YBX1	0.0917467395534404
HCC1143	Observed	HDGF	ZBTB17	-0.009718849333688061
HCC1143	Observed	HDGF	ZBTB20	0.06760100017673933
HCC1143	Observed	HDGF	ZBTB5	-0.4246888408755792
HCC1143	Observed	HDGF	ZNF131	0.2739926989566862
HCC1143	Observed	HDGF	ZNF24	-0.20523753334560582
HCC1143	Observed	HDGF	ZNF566	-0.15015220909593194
HCC1143	Observed	HLX	KLF3	0.03730919857290552
HCC1143	Observed	HLX	LAMTOR5	-0.3442184306136105
HCC1143	Observed	HLX	MAML3	-0.15531577907306557
HCC1143	Observed	HLX	MIER1	-0.2100628551178212
HCC1143	Observed	HLX	MTDH	-0.019412279196195002
HCC1143	Observed	HLX	MYBL1	0.043509237659622044
HCC1143	Observed	HLX	NCOA1	0.22257043856368577
HCC1143	Observed	HLX	NPM1	-0.6579330501848787
HCC1143	Observed	HLX	PA2G4	-0.1854116462293574
HCC1143	Observed	HLX	PARK7	-0.24933164987478004
HCC1143	Observed	HLX	PCBD1	0.04644413550294567
HCC1143	Observed	HLX	PEX14	-0.1648936324087799
HCC1143	Observed	HLX	PFDN5	-0.24246522478284016
HCC1143	Observed	HLX	PMF1	-0.28322013781788585
HCC1143	Observed	HLX	PRDX2	-0.2920291972274622
HCC1143	Observed	HLX	PRPF6	0.2741902633426215
HCC1143	Observed	HLX	RORC	0.04972676427836715
HCC1143	Observed	HLX	RPS3	-0.12489605193051423
HCC1143	Observed	HLX	RUVBL2	-0.3983642092958671
HCC1143	Observed	HLX	SMAD1	-0.3052385253579278
HCC1143	Observed	HLX	STAT3	0.024345223206570198
HCC1143	Observed	HLX	TAB3	-0.017902933901783737
HCC1143	Observed	HLX	TADA3	-0.05789664261704925
HCC1143	Observed	HLX	THAP8	0.10495629473554628
HCC1143	Observed	HLX	THRA	0.235883388175075
HCC1143	Observed	HLX	TMF1	-0.08746862797973383
HCC1143	Observed	HLX	TMSB4X	-0.07189088878454729
HCC1143	Observed	HLX	UBP1	-0.009081671074315198
HCC1143	Observed	HLX	VEZF1	0.04667710334466944
HCC1143	Observed	HLX	XBP1	0.13910853669990242
HCC1143	Observed	HLX	YBX1	-0.19789292726924726
HCC1143	Observed	HLX	ZBTB17	-0.2728861030739749
HCC1143	Observed	HLX	ZBTB20	-0.013696462674946348
HCC1143	Observed	HLX	ZBTB5	-0.09406274182048086
HCC1143	Observed	HLX	ZNF131	-0.16208466572830782
HCC1143	Observed	HLX	ZNF24	0.18200558348950802
HCC1143	Observed	HLX	ZNF566	0.17911954473193575
HCC1143	Observed	KLF3	LAMTOR5	0.24672734701543889
HCC1143	Observed	KLF3	MAML3	0.3083355796487643
HCC1143	Observed	KLF3	MIER1	0.4169005868849719
HCC1143	Observed	KLF3	MTDH	0.056484308687139585
HCC1143	Observed	KLF3	MYBL1	0.488419073627709
HCC1143	Observed	KLF3	NCOA1	0.14002325875005225
HCC1143	Observed	KLF3	NPM1	-0.22065778147980275
HCC1143	Observed	KLF3	PA2G4	0.11312531574997782
HCC1143	Observed	KLF3	PARK7	0.2994015267622315
HCC1143	Observed	KLF3	PCBD1	0.007429533271872215
HCC1143	Observed	KLF3	PEX14	0.19222037738609915
HCC1143	Observed	KLF3	PFDN5	0.024443589423356216
HCC1143	Observed	KLF3	PMF1	0.24281390130515665
HCC1143	Observed	KLF3	PRDX2	0.27530942000642417
HCC1143	Observed	KLF3	PRPF6	0.30513598036454853
HCC1143	Observed	KLF3	RORC	0.2278708119847654
HCC1143	Observed	KLF3	RPS3	-0.25939567916283446
HCC1143	Observed	KLF3	RUVBL2	0.11307726947186143
HCC1143	Observed	KLF3	SMAD1	0.1406448655547283
HCC1143	Observed	KLF3	STAT3	0.03126307048583491
HCC1143	Observed	KLF3	TAB3	0.14585184492368594
HCC1143	Observed	KLF3	TADA3	-0.061857902793481766
HCC1143	Observed	KLF3	THAP8	0.027164178043270027
HCC1143	Observed	KLF3	THRA	-0.033258378952368536
HCC1143	Observed	KLF3	TMF1	0.20692422083913978
HCC1143	Observed	KLF3	TMSB4X	-0.5914058547032576
HCC1143	Observed	KLF3	UBP1	0.10036887477817552
HCC1143	Observed	KLF3	VEZF1	-0.3362792394741947
HCC1143	Observed	KLF3	XBP1	0.06454209640338071
HCC1143	Observed	KLF3	YBX1	0.23775261649829757
HCC1143	Observed	KLF3	ZBTB17	0.25662276358546043
HCC1143	Observed	KLF3	ZBTB20	-0.18294164446386915
HCC1143	Observed	KLF3	ZBTB5	-0.02417231009429892
HCC1143	Observed	KLF3	ZNF131	-0.16355776414291545
HCC1143	Observed	KLF3	ZNF24	-0.01309387893720992
HCC1143	Observed	KLF3	ZNF566	0.2367851251768015
HCC1143	Observed	LAMTOR5	MAML3	0.1639724446118307
HCC1143	Observed	LAMTOR5	MIER1	0.28734303128664906
HCC1143	Observed	LAMTOR5	MTDH	0.19951948735001399
HCC1143	Observed	LAMTOR5	MYBL1	0.06211450915855976
HCC1143	Observed	LAMTOR5	NCOA1	0.13742264595042986
HCC1143	Observed	LAMTOR5	NPM1	0.05664043508405952
