cell_line	entrant_id	entrant_kind	reference_type	reference_seed	target_gene	predicted_shift_mean_abs	predicted_shift_l2	observed_contract_shift_mean_abs	observed_contract_shift_l2	signed_cosine	signed_response_axis_projection	absolute_response_axis_projection	pearson	normalized_rmse	direction_status	pearson_status	normalized_rmse_status	context_role	depmap_gene_dependency	noise_corrected_shift	endpoint_category	corrected_shift_percentile	corrected_dependency_percentile	display_name	model_family	entrant_role
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	NPM1	0.6262077210431404	5.753785645745854	0.0622765200959799	1.6149969298884637	0.2938536866456546	1.6907711241712675	1.6907711241712675	0.2303291920807501	3.4057528246119304	estimated	estimated	estimated	qualified_primary_context	0.1622748801750765	0.0016454699152962	middle	0.7291666666666666	0.7291666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PA2G4	0.5465492910527169	4.297277106996259	0.0349423497852565	0.9931797557905168	0.1783246756735752	0.7663105463845876	0.7663105463845876	0.126574137909797	4.26355939579742	estimated	estimated	estimated	qualified_primary_context	0.0861889371200693	0.0006252623413598	middle	0.4791666666666667	0.5625	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PARK7	0.4961366491748931	4.173093780421128	0.0455074229362102	1.0705967316527991	0.3532038321485513	1.4739527151600278	1.4739527151600278	0.2551767150681162	3.666089994538688	estimated	estimated	estimated	qualified_primary_context	0.1318604273725387	0.0015154817356561	middle	0.6875	0.6041666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PCBD1	0.5059896977023876	4.461581818816165	0.0205715189837919	0.3251593730636988	0.0892537755365586	0.3982130221946092	0.3982130221946092	0.13009551237118	13.668299576473837	estimated	estimated	estimated	qualified_primary_context	0.0111916491629234	3.5101351587623654e-05	low_information	0.1041666666666666	0.25	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PEX14	0.4009661509635601	3.725163350212674	0.0164337457977458	0.2097920152974949	0.1720576989484702	0.6409430342447673	0.6409430342447673	0.2005158216837514	17.6119723664983	estimated	estimated	estimated	qualified_primary_context	0.0227993432195642	0.000275420560782	middle	0.1458333333333333	0.3541666666666667	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PFDN5	0.5777631934652937	4.798916318866258	0.0486040242042201	0.9581015414504782	0.3995408259929327	1.917362989910789	1.917362989910789	0.4228484691491286	4.699512636889635	estimated	estimated	estimated	qualified_primary_context	0.9694975960688984	0.0019242298235236	endpoint_anchor	0.7708333333333334	0.8958333333333334	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PMF1	0.7152435132797729	5.9929419815370615	0.049251870029838	0.5081380428171313	0.0652686911385567	0.3911514792042329	0.3911514792042329	-0.1443600153168184	11.771028820685862	estimated	estimated	estimated	qualified_primary_context	0.9510487581740272	0.0029423176940619	endpoint_anchor	0.875	0.875	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PRDX2	0.4147726159463537	3.661285684694632	0.0329279186691227	0.6223894253531942	0.3907682387484701	1.4307141585631078	1.4307141585631078	0.3437188778734188	5.568467273638871	estimated	estimated	estimated	qualified_primary_context	0.1660158727868937	0.0006112575546722	middle	0.4583333333333333	0.75	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	PRPF6	1.1839692938200972	12.161417124822506	0.057271494449348	0.5349938290589117	0.2062336983928216	2.5080940313499416	2.5080940313499416	0.2036972948249286	22.54689211094073	estimated	estimated	estimated	qualified_primary_context	1.0	0.0025883202614396	endpoint_anchor	0.8125	0.96875	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	RORC	0.4178235123449184	3.617407426673595	0.0146922373193131	0.1366059103875647	0.0007591425924273	0.0027461280517507	0.0027461280517507	-0.0194624690249704	26.49872340145166	estimated	estimated	estimated	qualified_primary_context	0.0451125018855452	5.970803625961543e-05	middle	0.125	0.5	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	RPS3	0.5506288393380794	5.068980311463414	0.0553911704007177	1.1111548400000688	0.6016994319363445	3.050002573904051	3.050002573904051	0.6920453424570797	4.039946540638952	estimated	estimated	estimated	qualified_primary_context	1.0	0.0004164407695485	middle	0.2708333333333333	0.96875	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	RUVBL2	1.3758900498456144	12.15538759108151	0.0625006359583501	0.6779950437401298	0.1210302503334463	1.4711696030486625	1.4711696030486625	-0.0103883733228405	17.83504654533898	estimated	estimated	estimated	qualified_primary_context	1.0	0.0031427387771154	endpoint_anchor	0.8958333333333334	0.96875	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	SMAD1	0.4160438582618185	3.713661814231006	0.0172856363118944	0.1629278015345215	0.1881474174165569	0.6987158795060492	0.6987158795060492	0.1188964974818149	22.62647565336431	estimated	estimated	estimated	qualified_primary_context	0.0296077539081418	0.0004516434159773	middle	0.3333333333333333	0.4375	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	STAT3	0.3868435719545851	3.2101405870805024	0.0187359340819158	0.2635119253234442	0.0926960643875057	0.2975673985529597	0.2975673985529597	0.0616947084581097	12.13038303223864	estimated	estimated	estimated	qualified_primary_context	0.0037329167002494	0.0005131955358154	middle	0.375	0.0416666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	TAB3	0.5315252466404692	4.4228983560172335	0.0182786704025936	0.1765562206335781	0.1995316737922059	0.8825083119889144	0.8825083119889144	0.3182944844712067	24.870714104310075	estimated	estimated	estimated	qualified_primary_context	0.0084525379475361	0.0014569268678928	middle	0.6666666666666666	0.125	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	TADA3	0.510627695220582	4.5215624769056575	0.0441802078568138	0.522377077487936	0.3610187220282931	1.632368706983564	1.632368706983564	0.3254961195387273	8.346983885922512	estimated	estimated	estimated	qualified_primary_context	0.2498577956515995	0.0047211986633615	endpoint_anchor	0.9375	0.7708333333333334	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	THAP8	0.4385914009936312	3.4789880589145805	0.0164737408288913	0.1896153969639014	0.1060724885777163	0.3690249211412282	0.3690249211412282	0.2589243446597931	18.26861216196861	estimated	estimated	estimated	qualified_primary_context	0.0157775614105068	0.0011315266762759	middle	0.6041666666666666	0.2916666666666667	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	THRA	0.4492452491788154	4.217084056218743	0.0235724065606285	0.2182472880492608	0.1616511424817572	0.6816964556293629	0.6816964556293629	0.3287487461880789	19.186248828108805	estimated	estimated	estimated	qualified_primary_context	0.0463338341696651	0.0004492409036489	middle	0.3125	0.5208333333333334	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	TMF1	0.5144439391950344	4.355236058110053	0.0234922445927052	0.2206027725989307	0.1260155535920463	0.5488274828867802	0.5488274828867802	0.0637081190690977	19.641488240465367	estimated	estimated	estimated	qualified_primary_context	0.1394316818255967	0.0004469662783664	middle	0.2916666666666667	0.6458333333333334	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	TMSB4X	0.4250982227794667	3.923658897872232	0.0326708341235554	0.9597678558169462	0.605901773522261	2.3773518849171853	2.3773518849171853	0.6574201787229479	3.571948935783213	estimated	estimated	estimated	qualified_primary_context	0.0090048231316929	-0.0002807008856658	low_information	0.0208333333333333	0.1666666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	UBP1	0.3783943795777382	3.282982098490193	0.0183189878372334	0.1683786118552329	0.0880017104732407	0.2889080401201664	0.2889080401201664	-0.0133250218247645	19.435161865240826	estimated	estimated	estimated	qualified_primary_context	0.0108785135935251	0.000382982434592	low_information	0.2291666666666666	0.2291666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	VEZF1	0.404042335821593	3.307779765098621	0.0251359012810846	0.2905778943669515	0.1464772563146153	0.4845145044846488	0.4845145044846488	0.1803279129316327	11.2804328515326	estimated	estimated	estimated	qualified_primary_context	0.0275909199432945	0.0016981011330781	middle	0.75	0.4166666666666667	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	XBP1	0.5343370951236562	4.51452812842974	0.0209582008396152	0.3105469418080748	0.1382712659246858	0.6242295193705828	0.6242295193705828	0.1396466533858803	14.43309441599393	estimated	estimated	estimated	qualified_primary_context	0.0085039693399301	0.0005622989990018	middle	0.4166666666666667	0.1458333333333333	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	YBX1	0.4738824735296533	3.952672329455036	0.0604986491256232	1.4790985371439562	0.402332287622463	1.5902877005316542	1.5902877005316542	0.3996096174833705	2.447676334599305	estimated	estimated	estimated	qualified_primary_context	0.9913468022551738	0.0027372039056544	endpoint_anchor	0.8333333333333334	0.9166666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	ZBTB17	0.5617545598998983	4.855175987566319	0.0459213452532554	0.4774290320892315	0.2378228657450888	1.1546718670597638	1.1546718670597638	0.2709171552668742	9.97898025583983	estimated	estimated	estimated	qualified_primary_context	0.7578619386258375	0.0032471002507312	endpoint_anchor	0.9166666666666666	0.8333333333333334	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	ZBTB20	0.3767822403857048	3.291195327277556	0.0106589260898525	0.106560908466992	-0.1018638341319547	-0.3352537749136653	0.3352537749136653	-0.1492448799351478	31.003406587113894	estimated	estimated	estimated	qualified_primary_context	0.0078803596044426	0.0003629878206648	low_information	0.1666666666666666	0.0833333333333333	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	ZBTB5	0.4250921938330569	3.611181743606447	0.0163739924531045	0.1610885089995077	0.1384657840067752	0.5000251113194201	0.5000251113194201	0.164290764745295	22.30091223406785	estimated	estimated	estimated	qualified_primary_context	0.0773557703888747	0.0006902378432346	middle	0.5208333333333334	0.5416666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	ZNF131	0.7399561274400417	6.27533823592785	0.0357574071640812	0.3552452422566548	0.1707631751735888	1.0715966824552674	1.0715966824552674	-0.0767664401213582	17.521768440312176	estimated	estimated	estimated	qualified_primary_context	0.9463812533969612	0.0010507528033756	middle	0.5833333333333334	0.8541666666666666	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	ZNF24	0.4063991484172801	3.4630540540287384	0.0170375552908257	0.1635071609381976	-0.1183921940497046	-0.4099985675691868	0.4099985675691868	-0.0780338412459215	21.32135781836956	estimated	estimated	estimated	qualified_primary_context	0.0092505619875028	0.0007716042444563	middle	0.5416666666666666	0.1875	CellOT	CellOT	formal
HCC1143	cellot_hcc_seed123_retrain_v1	formal	NA	NA	ZNF566	0.4452450244509159	3.688298414782463	0.0155839530377113	0.1692876776754505	-0.1923127206496251	-0.7093067027145149	0.7093067027145149	-0.093625625924762	22.00137308051572	estimated	estimated	estimated	qualified_primary_context	0.0082561267211935	0.0006522417044015	middle	0.5	0.1041666666666666	CellOT	CellOT	formal
HCC1143	cpa_v0.8.8	formal	NA	NA	ARID1A	0.014353679525319	0.1324281892567264	0.0269341304967316	0.2688712784412625	0.2529318631669997	0.0334953086445358	0.0334953086445358	0.160811956880271	0.9967118715965448	estimated	estimated	estimated	qualified_primary_context	0.2654515287532237	0.0025274853359367	endpoint_anchor	0.7916666666666666	0.7916666666666666	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	BMPR1A	0.0134224453696757	0.1244650784466995	0.0240331676555985	0.2519597961996969	-0.0933877971845308	-0.011623519502537	0.011623519502537	-0.0205734787002746	1.1559796158554474	estimated	estimated	estimated	qualified_primary_context	0.307130270365165	0.0003716073858904	dependency_excess	0.1875	0.8125	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	CDKN2A	0.0122055806433086	0.1141198898566322	0.015288635648501	0.154108703969004	-0.0351707150144328	-0.004013678123626	0.004013678123626	0.0566704499111132	1.265089792934929	estimated	estimated	estimated	qualified_primary_context	6.198489826465077e-05	-5.524423694538636e-05	low_information	0.0416666666666666	0.0208333333333333	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	COMMD6	0.0127555351541376	0.1191291176689642	0.0241791414462827	0.4004885692732569	0.2529344654630411	0.0301318596986831	0.0301318596986831	0.2018737310147357	0.9685074249766078	estimated	estimated	estimated	qualified_primary_context	0.1351756293730245	0.0005475981761952	middle	0.3958333333333333	0.625	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	ENY2	0.0108560513446714	0.1070447352028162	0.0521335585637539	0.7227454677992012	-0.0718088759552872	-0.0076867621118455	0.0076867621118455	-0.0906587963157231	1.0213751173443877	estimated	estimated	estimated	qualified_primary_context	0.148881151602389	0.0052970777139176	middle	0.9791666666666666	0.6875	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	ERC1	0.0108204043220256	0.1071157214256126	0.0180828595245295	0.1565373306756347	-0.0103470352456814	-0.0011083301449574	0.0011083301449574	-0.0147802634193097	1.2175396599070494	estimated	estimated	estimated	qualified_primary_context	0.0303840215886299	0.0011727642485481	middle	0.625	0.4583333333333333	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	ETV3	0.0132013143392456	0.1225675754300281	0.0175173141097048	0.1740043215464302	-0.2413103676400646	-0.0295768266877714	0.0295768266877714	-0.1448216206646658	1.355037191221725	estimated	estimated	estimated	qualified_primary_context	0.1444988533493548	0.0004824127798667	middle	0.3541666666666667	0.6666666666666666	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	GON4L	0.0108151181661739	0.1072412654866441	0.0261287892924314	0.2570710799620001	0.1512082580099587	0.0162157649410189	0.0162157649410189	0.120158420652425	1.0236549626492717	estimated	estimated	estimated	qualified_primary_context	0.1493363288328347	0.001639764285359	middle	0.7083333333333334	0.7083333333333334	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	HDGF	0.0135791247359356	0.1259578877921975	0.0218424097035099	0.4296275389638782	0.1397369982943157	0.0176009771515739	0.0176009771515739	0.0721233853642427	1.00200703676682	estimated	estimated	estimated	qualified_primary_context	0.0196252078195258	-2.232035737835883e-06	middle	0.0833333333333333	0.3125	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	HLX	0.0118536311842057	0.1123056428155254	0.0156087695123795	0.1523967550181248	-0.0919965923215847	-0.0103317364375134	0.0103317364375134	0.0563183683340024	1.295629135936064	estimated	estimated	estimated	qualified_primary_context	0.0236239287972883	0.0003806089003583	middle	0.2083333333333333	0.375	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	KLF3	0.0111463908972285	0.1085544879572788	0.0201118590349126	0.2031140736176738	-0.2410085150893083	-0.0261625559488639	0.0261625559488639	-0.2396658060658802	1.2422769869751968	estimated	estimated	estimated	qualified_primary_context	0.0369385703770605	0.0008195901120722	middle	0.5625	0.4791666666666667	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	LAMTOR5	0.0141868897332768	0.1315542722101748	0.0423132662042345	0.5526408290413126	0.1836432811876112	0.0241590582029246	0.0241590582029246	0.0859886667509527	0.9844972659859824	estimated	estimated	estimated	qualified_primary_context	0.1226400958971878	0.0051478700974567	middle	0.9583333333333334	0.5833333333333334	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	MAML3	0.0122124698695106	0.1153615507345904	0.0157225639961825	0.1343661644316768	0.1175962812294904	0.013566089363255	0.013566089363255	0.1073027405333175	1.2390318211176596	estimated	estimated	estimated	qualified_primary_context	0.0050198572939971	0.0003873163964322	low_information	0.25	0.0625	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	MIER1	0.0145829949959456	0.1365182612977346	0.0298149725095367	0.3324632857261191	0.2652971446421673	0.0362179049138023	0.0362179049138023	0.1258997913865031	0.9750579824902998	estimated	estimated	estimated	qualified_primary_context	0.0105919574277721	0.001451416208981	middle	0.6458333333333334	0.2083333333333333	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	MTDH	0.0106285782061612	0.1066971282747198	0.0327966048832914	0.743097496021889	0.1639890170734982	0.0174971571903362	0.0174971571903362	0.1422714725016333	0.9866731754038152	estimated	estimated	estimated	qualified_primary_context	0.0123435627679496	0.0006004795018292	middle	0.4375	0.2708333333333333	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	MYBL1	0.0105500409055091	0.1063608828586698	0.0421253128752774	0.4452787693883616	-0.1430066030023801	-0.0152103085499524	0.0152103085499524	-0.1619892667347313	1.060836439528123	estimated	estimated	estimated	qualified_primary_context	0.0210310036855235	0.002892924147223	middle	0.8541666666666666	0.3333333333333333	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	NCOA1	0.0110303434230493	0.1079251690022498	0.0133328366202502	0.1239829187041819	0.2664019721827647	0.0287514778703575	0.0287514778703575	0.3004069703446798	1.1375171646619366	estimated	estimated	estimated	qualified_primary_context	0.0248991192692647	-3.731790556072735e-05	middle	0.0625	0.3958333333333333	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	NPM1	0.012140470759653	0.1144452035969923	0.0622765200959799	1.6149969298884637	0.1306755458124085	0.0149551894456491	0.0149551894456491	0.0626846477360651	0.993227727265587	estimated	estimated	estimated	qualified_primary_context	0.1622748801750765	0.0016454699152962	middle	0.7291666666666666	0.7291666666666666	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PA2G4	0.0110447903366113	0.1084860958341822	0.0349423497852565	0.9931797557905168	-0.1944498777133081	-0.0210951080685509	0.0210951080685509	-0.2406520514192923	1.0268453477532016	estimated	estimated	estimated	qualified_primary_context	0.0861889371200693	0.0006252623413598	middle	0.4791666666666667	0.5625	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PARK7	0.0115561725476903	0.1104731084668297	0.0455074229362102	1.0705967316527991	0.0979063444666777	0.010816018211858	0.010816018211858	0.0133611297148603	0.9952096499120096	estimated	estimated	estimated	qualified_primary_context	0.1318604273725387	0.0015154817356561	middle	0.6875	0.6041666666666666	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PCBD1	0.0119684760891128	0.1131603521624662	0.0205715189837919	0.3251593730636988	-0.0439571130573232	-0.004974202393612	0.004974202393612	-0.0375202800361767	1.073177497359026	estimated	estimated	estimated	qualified_primary_context	0.0111916491629234	3.5101351587623654e-05	low_information	0.1041666666666666	0.25	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PEX14	0.0130712836560236	0.121483088974044	0.0164337457977458	0.2097920152974949	0.1817218851329901	0.022076135940142	0.022076135940142	0.1906597404871932	1.0605933416292053	estimated	estimated	estimated	qualified_primary_context	0.0227993432195642	0.000275420560782	middle	0.1458333333333333	0.3541666666666667	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PFDN5	0.0111168141342065	0.108625647226374	0.0486040242042201	0.9581015414504782	-0.2776245731538169	-0.0301571489447792	0.0301571489447792	-0.2967952904522584	1.0372106752696713	estimated	estimated	estimated	qualified_primary_context	0.9694975960688984	0.0019242298235236	endpoint_anchor	0.7708333333333334	0.8958333333333334	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PMF1	0.0107565653731652	0.1067681288985834	0.049251870029838	0.5081380428171313	-0.1410579569360504	-0.015060494128319	0.015060494128319	-0.2010057611925648	1.0504408939011385	estimated	estimated	estimated	qualified_primary_context	0.9510487581740272	0.0029423176940619	endpoint_anchor	0.875	0.875	CPA	CPA	NA
HCC1143	cpa_v0.8.8	formal	NA	NA	PRDX2	0.0108466156379501	0.1071157893198144	0.0329279186691227	0.6223894253531942	-0.1477462956493789	-0.0158259610775618	0.0158259610775618	-0.2156461405587876	1.039459150531352	estimated	estimated	estimated	qualified_primary_context	0.1660158727868937	0.0006112575546722	middle	0.4583333333333333	0.75	CPA	CPA	NA
