cell_line	target_gene	n_cells_target	log_n_cells_target	depmap_gene_dependency	observed_shift_mean_abs	recomputed_shift_mean_abs	shift_recalculation_abs_error	real_shift_L2	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_DEG_burden	median_raw_library_size	median_detected_gene_count	median_protospacer_umis	baseline_target_expression	perturbed_target_expression	rna_level_reduction_strength	target_expression_available	equal_n_primary_shift	matched_null_shift_mean	noise_corrected_shift
HCC38	SMAD1	321	5.771441123130016	0.0125810954880103	0.0045644798021591	0.0045644798021591	1.8214596497756478e-17	1.9253649364438048	0.1306398398233908	0.0995547131082223	0.0815312764452337	0.0	37499.0	7306.0	57.0	0.1720074660673447	0.1106133166148265	0.0613941494525181	True	0.0159737063215863	0.0044751951908436	8.928461131540999e-05
HCC38	STAT3	394	5.976350909297934	0.0235621693286022	0.0049421595924907	0.0049421595924907	5.2909066017292616e-17	2.1690524844948564	0.1391085006354987	0.1126639227367692	0.0956025794663906	1.0	33768.0	7010.5	58.5	1.0368426916090745	0.6483112774198038	0.3885314141892705	True	0.0163685593923038	0.0041451498167804	0.0007970097757102
HCC38	TAB3	246	5.5053315359323625	0.0271522701939877	0.005355838101385	0.005355838101385	4.77048955893622e-17	2.217455001567444	0.114017289823758	0.0978956748520773	0.0850066187967571	0.0	35349.0	7224.5	61.0	0.057935140079965	0.0491442875639962	0.0087908525159687	True	0.015794543570039	0.0049712502499993	0.0003845878513856
HCC38	TADA3	177	5.176149732573829	0.035551946395066	0.0091400872937874	0.0091400872937874	7.979727989493313e-17	4.428444823703298	0.3129610938882555	0.2635173067240429	0.2227798496556798	28.0	39141.0	7489.0	70.0	0.5235151402351582	0.2827443745320848	0.2407707657030734	True	0.0174782203208373	0.0057031624145727	0.0034369248792146
HCC38	THAP8	276	5.62040086571715	0.0267473201978675	0.0050563694115236	0.0050563694115236	4.9439619065338996e-17	2.120590397995916	0.1384116913566634	0.1078925882006374	0.0888703003149877	1.0	36486.5	7366.5	56.0	0.0680149392973465	0.0446050803315923	0.0234098589657542	True	0.0158714041316827	0.0047385393784888	0.0003178300330347
HCC38	THRA	266	5.583496308781699	0.0573416619307745	0.0058419151883759	0.0058419151883759	2.862293735361732e-17	2.5748785168349526	0.1573958526245106	0.1286757735476848	0.1102532488609581	1.0	36500.0	7216.0	68.5	0.072256460146912	0.0449839349835958	0.0272725251633162	True	0.0162138310090702	0.0048156621097366	0.0010262530786392
HCC38	TMF1	206	5.327876168789581	0.0809743969956026	0.00630257681098	0.00630257681098	5.377642775528102e-17	2.6709537577516334	0.1531876830274702	0.124800668804402	0.1055387381676619	1.0	35508.0	6969.0	52.0	0.3045405731231822	0.1684615918327227	0.1360789812904594	True	0.0162286568687756	0.0053462127564105	0.0009563640545694
HCC38	TMSB4X	352	5.863631175598097	0.2174493812731642	0.0045126915949235	0.0045126915949235	2.168404344971009e-17	1.993718373946049	0.1286982144917049	0.0923152190046028	0.0750605716660445	1.0	34026.5	7115.0	89.5	2.278649585681332	1.5004702877609883	0.7781792979203432	True	0.0160158045617145	0.0043165522885926	0.0001961393063308
HCC38	UBP1	371	5.916202062607435	0.0201784564207119	0.004398069047543	0.004398069047543	3.209238430557093e-17	1.8193468573847944	0.1004645080823037	0.0834677827953865	0.0712476629001502	0.0	36061.0	7234.0	66.0	0.2790985776824063	0.2299501583738788	0.0491484193085275	True	0.0156550263994747	0.0042395298849683	0.0001585391625746
HCC38	VEZF1	226	5.420534999272286	0.0694464693745538	0.0073740581188237	0.0073740581188237	4.163336342344337e-17	3.330757494619107	0.2235085119879868	0.1803066484422265	0.1498371397487532	6.0	33838.0	7039.0	42.0	0.3214663458514829	0.1698228211592622	0.1516435246922206	True	0.0171604069916504	0.0051374989892241	0.0022365591295995
HCC38	XBP1	394	5.976350909297934	0.0113924113087519	0.0040282961697656	0.0040282961697656	7.28583859910259e-17	1.6387798034173342	0.087145105802549	0.0700744451239921	0.0605384801772897	0.0	36985.0	7362.0	52.0	0.2590864958308512	0.1351557629036585	0.1239307329271926	True	0.0154375408001065	0.0041451498167804	-0.0001168536470148
HCC38	YBX1	177	5.176149732573829	1.0	0.0076494599161971	0.0076494599161971	3.469446951953614e-18	3.716232319681118	0.296725981651033	0.2087989466071953	0.1659800641247169	6.0	36511.0	7282.0	55.0	2.753895694178297	1.2657589610008255	1.4881367331774715	True	0.01667474212802	0.0057031624145727	0.0019462975016243
HCC38	ZBTB17	139	4.934473933130692	0.2634223656448051	0.0079465191255336	0.0079465191255336	6.765421556309548e-17	3.493035111075968	0.2434304783179587	0.1850768306895693	0.1523329168587025	6.0	36855.0	7331.0	40.0	0.1668171248811452	0.1062224526752529	0.0605946722058923	True	0.0168904362859265	0.0063485102811626	0.0015980088443709
HCC38	ZBTB20	471	6.154858094016418	0.0018330352467763	0.0048062658192207	0.0048062658192207	3.0357660829594124e-17	2.1590019433283736	0.1586639509474276	0.1182706957356272	0.0961553566049611	1.0	34092.0	7029.0	81.0	0.522172414363789	0.45895174389619	0.063220670467599	True	0.0162135320392535	0.0039253146224892	0.0008809511967314
HCC38	ZBTB5	363	5.8944028342648505	0.0143722132742512	0.0046384099549855	0.0046384099549855	2.862293735361732e-17	1.897499312170974	0.1004758696874288	0.082120000459826	0.0705670061833454	0.0	35498.0	7090.0	48.0	0.0322529146132658	0.0411498716865583	-0.0088969570732924	True	0.0157701275032364	0.0042794047889709	0.0003590051660145
HCC38	ZNF131	118	4.770684624465665	0.6622862073859538	0.0098454685363047	0.0098454685363047	6.938893903907228e-18	4.415636227925105	0.2597964569267739	0.2207385643481376	0.1910901722920044	7.0	30677.0	6826.5	17.5	0.5681403834197247	0.4178847683220465	0.1502556150976782	True	0.0183272663870769	0.0068417420038696	0.003003726532435
HCC38	ZNF24	472	6.156978985585555	0.0403071652767106	0.0039710221358838	0.0039710221358838	3.642919299551295e-17	1.6212123105803893	0.0862328053219656	0.0709681759290118	0.0612238559245389	0.0	34435.5	7119.5	49.5	0.4605697256099211	0.3699001128312667	0.0906696127786544	True	0.0158970938878878	0.0039185463585332	5.247577735052831e-05
HCC38	ZNF566	372	5.918893854273146	0.0863639716532793	0.0045411647163488	0.0045411647163488	2.688821387764051e-17	1.9239272325468384	0.1261441377977676	0.0995397652500455	0.0829012923357863	0.0	35670.0	7195.5	81.0	0.1209523200273713	0.1093744285532109	0.0115778914741603	True	0.0157121555465061	0.0042488276499482	0.0002923370664005
HCC1143	ARID1A	195	5.272999558563747	0.2654515287532237	0.0073327186787757	0.0073327186787757	8.673617379884035e-19	3.4463519189121863	0.2500565427239029	0.2007866035932409	0.1676035872613459	8.0	51181.0	7649.0	33.0	0.356178503558978	0.2322133910162439	0.1239651125427341	True	0.0149698629334307	0.0048052333428389	0.0025274853359367
HCC1143	BMPR1A	93	4.532599493153256	0.307130270365165	0.0070281282052424	0.0070281282052424	3.816391647148976e-17	3.162989495400181	0.2468947670309841	0.1899910203131733	0.1508672131512466	6.0	55130.0	7943.0	35.0	0.1555422013007293	0.1316118804150579	0.0239303208856714	True	0.013708179679072	0.0066565208193519	0.0003716073858904
HCC1143	CDKN2A	169	5.1298987149230735	6.198489826465077e-05	0.0050523230156554	0.0050523230156554	8.760353553682876e-17	2.084157760547977	0.1076107932410576	0.0882028309437659	0.076917506955731	0.0	53638.0	7624.0	56.0	0.3922839858040306	0.432005499343213	-0.0397215135391824	True	0.0137339112205155	0.0051075672526007	-5.524423694538636e-05
HCC1143	COMMD6	324	5.780743515792329	0.1351756293730245	0.0045342930040741	0.0045342930040741	9.97465998686664e-17	1.9629627640817848	0.1255758532539634	0.095691376233032	0.0794509411087985	1.0	53149.5	7782.0	56.0	1.077316247861834	0.7037319862387551	0.373584261623079	True	0.014072970551924	0.0039866948278788	0.0005475981761952
HCC1143	ENY2	161	5.081404364984463	0.148881151602389	0.0105137437444661	0.0105137437444661	9.367506770274757e-17	4.81257682403588	0.3002357544370303	0.245898627127064	0.2103480314363766	18.0	47847.0	7693.0	60.0	1.946445248306935	1.3458442990049593	0.6006009493019757	True	0.0176433942167485	0.0052166660305484	0.0052970777139176
HCC1143	ERC1	412	6.021023349349527	0.0303840215886299	0.0048784834929897	0.0048784834929897	2.255140518769849e-17	2.171773525634778	0.1315724429370423	0.1061191114095798	0.0907487953108761	0.0	54726.0	7811.0	62.0	0.5055874868859743	0.4620922126689402	0.043495274217034	True	0.0140050132111776	0.0037057192444415	0.0011727642485481
HCC1143	ETV3	187	5.231108616854587	0.1444988533493548	0.0053871026377591	0.0053871026377591	3.9898639947466563e-17	2.391418251940516	0.1535834527430306	0.1294524257411028	0.1095638012289562	0.0	54287.0	7627.0	51.0	0.0694481952272534	0.0701819680744949	-0.0007337728472414	True	0.0136492645426465	0.0049046898578923	0.0004824127798667
HCC1143	GON4L	115	4.74493212836325	0.1493363288328347	0.0076879048971422	0.0076879048971422	0.0	3.3323369388260327	0.1922887026678514	0.161483517784701	0.1393255308248197	2.0	50198.0	7411.0	43.0	0.3374881304704646	0.2366018443144507	0.1008862861560138	True	0.0150544461269532	0.0060481406117831	0.001639764285359
HCC1143	HDGF	319	5.765191102784844	0.0196252078195258	0.0039901671750222	0.0039901671750222	8.413408858487513e-17	1.703063739115492	0.1002500020362248	0.08030593735893	0.0680328257306765	1.0	52925.0	7589.0	47.0	0.915727350983555	0.5054015967809091	0.4103257542026458	True	0.0139084989174735	0.00399239921076	-2.232035737835883e-06
HCC1143	HLX	213	5.3612921657094255	0.0236239287972883	0.0050212083343797	0.0050212083343797	9.54097911787244e-18	2.1525423051369463	0.1183259360821837	0.1015301358061796	0.0877017044147186	0.0	58982.0	7944.0	45.0	0.004762195914178	0.0043367910909408	0.0004254048232372	True	0.0136070111463687	0.0046405994340213	0.0003806089003583
HCC1143	KLF3	223	5.407171771460119	0.0369385703770605	0.0053919861225157	0.0053919861225157	7.63278329429795e-17	2.4761644999238697	0.1881382537157601	0.1505542740427385	0.122328178342757	2.0	53203.0	7690.0	48.0	0.3271675486877748	0.3638879854504294	-0.0367204367626545	True	0.0141017240814643	0.0045723960104434	0.0008195901120722
HCC1143	LAMTOR5	274	5.613128106388071	0.1226400958971878	0.0093777769035242	0.0093777769035242	2.6020852139652106e-17	4.656042860446887	0.3361817534457523	0.268764173762782	0.2232296937990088	25.0	43793.5	7301.5	32.0	0.9693553893748604	0.5230891466616678	0.4462662427131927	True	0.0167635470247819	0.0042299068060674	0.0051478700974567
HCC1143	MAML3	341	5.831882477283517	0.0050198572939971	0.0042930848646172	0.0042930848646172	7.37257477290143e-17	1.7996119267653603	0.091433009947153	0.0777201447293888	0.0679920941316753	0.0	52658.0	7762.0	51.0	0.0182634885299204	0.0196416044601981	-0.0013781159302776	True	0.0140282318980046	0.0039057684681849	0.0003873163964322
HCC1143	MIER1	254	5.537334267018537	0.0105919574277721	0.0057833931966825	0.0057833931966825	9.714451465470121e-17	2.6261656244995977	0.1640106146213822	0.1368533357382857	0.1172104117548282	0.0	50653.5	7526.5	48.0	0.3981860927505127	0.2391140046680167	0.1590720880824959	True	0.0147550627671587	0.0043319769877014	0.001451416208981
HCC1143	MTDH	290	5.66988092298052	0.0123435627679496	0.0047338690320834	0.0047338690320834	3.5561831257524545e-17	2.296174525630673	0.2095899325677764	0.1497363209587659	0.1156102864746154	2.0	52829.5	7663.0	40.0	1.3839579495378933	0.6764320351920228	0.7075259143458705	True	0.0140549787094812	0.0041333895302541	0.0006004795018292
HCC1143	MYBL1	142	4.955827057601261	0.0210310036855235	0.0084130142568229	0.0084130142568229	4.163336342344337e-17	4.1759196436307295	0.3361039816608807	0.2668547753041411	0.2185250112660801	19.0	54438.5	7690.0	92.0	0.5285678197828075	0.3888307559814423	0.1397370638013652	True	0.0155542507092412	0.0055200901095998	0.002892924147223
HCC1143	NCOA1	334	5.811140992976701	0.0248991192692647	0.0039071575713196	0.0039071575713196	1.3877787807814457e-17	1.6312942916912654	0.0907210947387676	0.0752827257652039	0.0648179491265527	0.0	57981.0	7890.5	34.0	0.0995314602590118	0.0761025581403533	0.0234289021186585	True	0.0137410260822874	0.0039444754768803	-3.731790556072735e-05
HCC1143	NPM1	125	4.8283137373023015	0.1622748801750765	0.0074812035133293	0.0074812035133293	9.80118763926896e-17	3.688200648316474	0.2928373612737136	0.2060386767628906	0.1637191036100164	7.0	61177.0	8038.0	26.0	3.200219458361781	1.6100133911394396	1.5902060672223417	True	0.0150195113414971	0.005835733598033	0.0016454699152962
HCC1143	PA2G4	154	5.0369526024136295	0.0861889371200693	0.0059315461556859	0.0059315461556859	6.938893903907228e-18	2.723108581584277	0.2027380708011998	0.1473484860309772	0.1188720883608915	1.0	57054.5	7931.5	51.5	1.8033421374653973	0.818670672853417	0.9846714646119804	True	0.0141723685067049	0.005306283814326	0.0006252623413598
HCC1143	PARK7	215	5.3706380281276624	0.1318604273725387	0.0061480042391653	0.0061480042391653	3.2959746043559335e-17	2.928387425848147	0.1984621218763775	0.150449593105378	0.1250265177823636	1.0	50717.0	7658.0	33.0	1.828021715441076	0.7855993977292716	1.0424223177118046	True	0.0155558797909663	0.0046325225035091	0.0015154817356561
HCC1143	PCBD1	214	5.365976015021851	0.0111916491629234	0.004675198066501	0.004675198066501	2.0816681711721685e-17	1.9660380677668263	0.1145424014773016	0.0935386938756392	0.078674640753074	1.0	56797.5	7836.5	41.0	0.6593165487438917	0.3639882976626391	0.2953282510812525	True	0.0136014740086021	0.0046400967149133	3.5101351587623654e-05
HCC1143	PEX14	282	5.641907070938114	0.0227993432195642	0.0044493142820248	0.0044493142820248	8.239936510889834e-17	1.9268910846893088	0.1182909494126737	0.096736898593262	0.0819814142827232	0.0	54046.5	7731.5	43.0	0.209960639581057	0.1956093131706837	0.0143513264103732	True	0.0137277437581533	0.0041738937212427	0.000275420560782
HCC1143	PFDN5	57	4.04305126783455	0.9694975960688984	0.0102329499993855	0.0102329499993855	9.194034422677078e-17	4.766008110486418	0.3678506816140182	0.2788155707784975	0.2260696959735927	23.0	65573.0	8220.0	75.0	1.9577072921258452	1.0411342732941833	0.916573018831662	True	0.0150359383243839	0.0083087201758618	0.0019242298235236
HCC1143	PMF1	40	3.688879454113936	0.9510487581740272	0.0127756932567781	0.0127756932567781	2.255140518769849e-17	5.460196344335996	0.2975810380601958	0.2479672712088868	0.2158728362702784	17.0	48877.0	7045.0	32.5	0.4057354744443542	0.1777277196886487	0.2280077547557054	True	0.0165014583059142	0.0098333755627161	0.0029423176940619
HCC1143	PRDX2	186	5.225746673713202	0.1660158727868937	0.0055213995831513	0.0055213995831513	2.4286128663675302e-17	2.4223981708602773	0.1622212914400048	0.1263128260871225	0.1048458978319567	1.0	55016.5	7813.5	54.0	1.0675689459474895	0.477135673185228	0.5904332727622615	True	0.0144906463072833	0.004910142028479	0.0006112575546722
HCC1143	PRPF6	23	3.1354942159291497	1.0	0.0154111896961658	0.0154111896961658	3.122502256758253e-17	6.723676671381678	0.3700960036228474	0.3162707465826982	0.2734390827387445	53.0	55037.0	7580.0	80.0	0.7216963514738823	0.5340959944809673	0.187600356992915	True	0.0161807344389335	0.0128228694347261	0.0025883202614396
HCC1143	RORC	230	5.438079308923196	0.0451125018855452	0.0045634026869297	0.0045634026869297	5.811323644522304e-17	1.921562432852684	0.1134821055779042	0.0928923691808148	0.0788857950508408	0.0	52577.0	7682.0	26.5	0.0086201813837128	0.004505567105755	0.0041146142779578	True	0.0139372663017795	0.00450369465067	5.970803625961543e-05
HCC1143	RPS3	72	4.276666119016055	1.0	0.007860948328555	0.007860948328555	5.030698080332741e-17	3.49877472663025	0.2236248683791814	0.168831286242984	0.1410125990089198	2.0	60919.0	7974.0	26.5	3.4133886358164847	2.3463561035610816	1.067032532255403	True	0.0137170944049595	0.0074445075590064	0.0004164407695485
HCC1143	RUVBL2	51	3.9318256327243257	1.0	0.0119327730703482	0.0119327730703482	5.204170427930421e-18	5.345672749772987	0.2984163603314346	0.2582937055568975	0.2264243925045004	23.0	60316.0	8115.0	43.0	0.8470247934206425	0.4065367239007564	0.440488069519886	True	0.0165176193828915	0.0087900342932327	0.0031427387771154
HCC1143	SMAD1	299	5.700443573390687	0.0296077539081418	0.0045476060135123	0.0045476060135123	8.760353553682876e-17	1.9146500705205347	0.0990409886603979	0.0831830877251082	0.0729409950915146	0.0	54351.0	7758.0	39.0	0.0987524473955501	0.0833149876223848	0.0154374597731652	True	0.0139675303944863	0.0040959625975349	0.0004516434159773
HCC1143	SS18L2	26	3.258096538021482	1.0	0.0243279181183303	0.0243279181183303	2.775557561562892e-17	11.5977256376572	0.6977151119201654	0.5932496586215098	0.5114334740029965	472.0	50874.0	7755.0	37.0	0.3664191905914509	0.1442165656617639	0.222202624929687	True	0.0257390744257771	0.012105662326892	0.0122222557914382
HCC1143	STAT3	305	5.720311776607412	0.0037329167002494	0.0045791788860737	0.0045791788860737	8.153200337090992e-17	2.0256258230145	0.1496100459521547	0.1127118313796179	0.0920104049810755	0.0	53507.0	7741.0	48.0	0.4265814802859512	0.1993690841957231	0.2272123960902281	True	0.0143945461907458	0.0040659833502582	0.0005131955358154
HCC1143	TAB3	222	5.402677381872279	0.0084525379475361	0.0060275444241772	0.0060275444241772	6.071532165918825e-17	2.656227587222326	0.1441948847255038	0.1241804565092646	0.1070582133531146	0.0	53737.5	7788.0	52.5	0.0612031222967565	0.0563175835552555	0.0048855387415009	True	0.014327028238195	0.0045706175562843	0.0014569268678928
HCC1143	TADA3	133	4.890349128221754	0.2498577956515995	0.0103750807743799	0.0103750807743799	1.3877787807814457e-17	5.1135832829938925	0.3561943203740359	0.2862839964487921	0.2417076083553898	28.0	63468.0	8127.0	43.0	0.5820443536826683	0.2584589851933935	0.3235853684892747	True	0.0160917754849646	0.0056538821110183	0.0047211986633615
