cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	dataset_role	control_target_prefix	single_perturbation_filter_status	single_perturbation_evidence_source	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_shift_top50_concentration	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	context	panel	dataset_id	depmap_id_source	normalization	min_target_cells	evidence_layer	claim_role	source_path	source_sha256	n_targets_total	n_targets_matched_depmap	dependency_strength_variable	shift_metric	spearman_rho	spearman_permutation_pvalue	spearman_bootstrap_ci_low	spearman_bootstrap_ci_high	pearson_r	pearson_permutation_pvalue	pearson_bootstrap_ci_low	pearson_bootstrap_ci_high	n_permutations	n_bootstrap	status	supported_claim
dixit_2016_k562_tf_13d_gse90063	ACH-000551	CREB1	1568.0	3491.0	3.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.161588842133596	0.0039865045133055	0.0749930666657795	0.0608395994342017	0.0511723075508695	0.0351434390213135	0.0323119818634296	0.0	0.1309068989504612	0.0071578592789096	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	E2F4	840.0	3491.0	2.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.3049036344384783	0.0046425123797298	0.0713149631590371	0.0615359425865247	0.053551286646196	0.0305229115958073	0.0304852992701079	0.0	-0.1444957567793325	0.0737611734867184	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	EGR1	1246.0	3491.0	3.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.1602093455546034	0.0041187526611999	0.0590675822903731	0.0515937989375286	0.0458219575726087	0.0288457587043617	0.0291017912242459	0.0	-0.1784621064355158	0.0951212499906231	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	ELF1	2347.0	3491.0	4.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	0.9401318802022346	0.0033302761709936	0.0508426501717092	0.0434492724829431	0.0384189422353109	0.0300436318161118	0.0163632033231113	0.0	0.0044643707675075	0.0214694821905055	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	ELK1	1507.0	3491.0	3.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.1260715635987473	0.0039757957071744	0.0556544844131055	0.0491068198702714	0.0442640030772013	0.0284425101603035	0.0289369794035678	0.0	0.0750545005118522	0.0115968945203785	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	ETS1	1029.0	3491.0	2.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.262176622970204	0.0044597684393875	0.0648401422257421	0.0558550915002646	0.0502964462084796	0.0288403568519852	0.0299634148702807	0.0	0.0870167445612608	0.0104489076569362	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	GABPA	1173.0	3491.0	2.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.2747561283239923	0.0043769327212049	0.0737986801675505	0.0628940668175253	0.0550501163261937	0.0330894827712043	0.0330686367523522	0.0	-0.3663464919493407	0.3039556555377878	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	IRF1	813.0	3491.0	2.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.3933195557916662	0.0049139718663376	0.0711080048813291	0.0612838206929284	0.0544750391115447	0.0287186049446866	0.0419987743348659	0.0	-0.0270804670754626	0.0282070976172631	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	NR2C2	1011.0	3491.0	3.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.3313033408688222	0.0046086260733258	0.0692467237580882	0.0603594180442828	0.0546792039871414	0.0301594726402637	0.0339579016387521	0.0	-0.1029273643150633	0.0531572523792977	True	True	both	K562 TF day 13	b																								
dixit_2016_k562_tf_13d_gse90063	ACH-000551	YY1	824.0	3491.0	2.0	15849.0	21713.0	h5ad_obs	supplementary	intergenic_chr_	verified_single_perturbation	is_single_perturbation	1.5982591861975834	0.005413713961871	0.0961165054510552	0.0791810806068087	0.0685622470852321	0.0336803263221109	0.0700618337822351	0.0	-0.6261517971182733	0.7276949214878715	True	True	both	K562 TF day 13	b																								
K562_essential_day7	ACH-000551	AAAS	212.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.2845046274351173	0.0188181311476713	0.1044162967157104	0.0914394440754484	0.0833009529486069	0.0283727313834087	0.0619158336178085	0.0	-0.1428666889740776	0.0728277707907095	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AAMP	99.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.641214122223659	0.0355997462996858	0.2859470318593785	0.2391352923281678	0.206136186798928	0.0392230022354545	1.0653404011252547	18.0	-0.4179579143996411	0.3869225947450684	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AARS2	181.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.6437656343556264	0.0213194620336328	0.1437416431760218	0.1190766070797491	0.1040963609619068	0.0326132643105354	0.1468144086578817	0.0	-1.1426911042074577	0.9728191479871524	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AASDHPPT	49.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.545699356316503	0.0371853029833754	0.2380938015731735	0.1951607468970828	0.17061156560123	0.0306453938632879	0.2547375987806806	3.0	-0.1492539348523318	0.0764874542634314	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AATF	298.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.289347498051812	0.0451498241723166	0.4350247736782501	0.368328367223886	0.3157131207076118	0.0476346704247478	2.838993663553449	84.0	-0.675353669691895	0.7870986544118178	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABCB10	51.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.6942357270660064	0.0434876292049681	0.3925200108526896	0.2997739821309559	0.2505231971769154	0.0402505913484606	1.0138254227563903	28.0	0.2410819482820091	0.0027785972487876	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABCB7	199.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.131896071527785	0.0238384980491964	0.2157583635515824	0.1739736141070213	0.1462851437139336	0.0426136325552522	0.3658701461012228	3.0	-1.0788304414312984	0.9640166763808132	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABCE1	249.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	7.040232182633785	0.0492673571811268	0.5303847681668106	0.4260323011006408	0.3574471391475893	0.0504925520555527	2.631243154724732	113.0	-2.0349161874344097	0.999995451750728	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABCF1	329.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.7988481285924784	0.0209711753491647	0.1906572920245923	0.1567219188867838	0.1334912172120242	0.0436366125155936	0.3765070913419137	2.0	-1.0699312295530827	0.9626641092360269	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABCG1	144.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.1182756601004447	0.0250475603129295	0.1744705884651599	0.1412169146487994	0.1223153825401784	0.0329204185310703	0.1936551748809218	1.0	0.2165248193218489	0.0034408658118736	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABHD11	49.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.755414607347445	0.0392299798241804	0.2353257510170917	0.1968965420560216	0.1739400972152002	0.0293065074027229	0.2270675998062472	4.0	-0.5350822553059569	0.5889416753850295	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABHD17A	95.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.3698117741011075	0.0275306837588398	0.1589836279626673	0.1361159175191583	0.12175747080683	0.0288692816484167	0.1633483865611236	1.0	-0.3657564721188157	0.3030564899445587	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ABT1	107.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.917490809645618	0.0368140643099399	0.3482804118874515	0.2805004338621966	0.2361612114078939	0.0444901460064694	1.177159575314521	26.0	-0.5139178013730151	0.5529593672433197	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACD	77.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.622167375424282	0.0298204545609862	0.166255380421922	0.1446924432743945	0.1310979523555597	0.0283318968052638	0.1664555923000872	1.0	-0.3464950102421709	0.2744812688245184	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACIN1	191.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.447750171753308	0.0197923412520315	0.1291211685539363	0.1097556562059435	0.0954337934431223	0.0323797730664353	0.0932892979818706	0.0	-0.932901529571468	0.93564352088327	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACOT12	180.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.586829973549733	0.020975205616531	0.1377891202029041	0.1129059467740841	0.0988110577970415	0.0314307432037247	0.1417860032071924	1.0	-0.1393882717344906	0.070911645651601	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTB	168.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.5491622311984563	0.0242510299250438	0.3830031323216207	0.2512509453505593	0.1824323461954186	0.0604952919936573	0.2838704968066512	14.0	-0.3753884308382251	0.3178726180696602	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTL6A	55.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	7.932885769949203	0.057537570237245	0.5929785999840228	0.4621283723146637	0.3897578879782124	0.0468980920861297	1.1288735738319495	154.0	-1.318707437487129	0.987065050169683	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR10	116.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.492388312087382	0.0276638081308772	0.2120292030792791	0.170895027543568	0.1471621528644078	0.0360712774503069	0.3674659092234602	4.0	-0.927652954371358	0.9342582521539302	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR1A	143.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.686183395229212	0.0222746499271169	0.1145112894913669	0.103309826490382	0.0945447189054624	0.0270816303034275	0.0782139359911635	0.0	-0.664554535750982	0.7751256352041794	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR1B	206.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.2959658422162192	0.018757352332876	0.1196725569906494	0.0978734016465004	0.0849897581585052	0.0304675271560306	0.0593849466355429	1.0	-0.3140122245850869	0.229765584435569	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR2	236.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.4167742629800726	0.0181460759248337	0.1669635341121575	0.11660660344779	0.0949422346647196	0.0375218706457992	0.1004028964994923	2.0	-1.0240959290305307	0.9550959701350764	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR3	118.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.153555487115365	0.0254673839671229	0.1626495050338481	0.1329487760238379	0.1158601730314836	0.0304820427334102	0.1095616445087284	1.0	-0.3105403494584876	0.2252419196425454	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR6	108.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.584023704581179	0.0362538109443825	0.2435988023826501	0.2157481705251926	0.1912135310282993	0.0347486163666614	0.3565584518968219	7.0	-0.4087332123465966	0.3715251474486026	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ACTR8	252.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.540418727125064	0.0319497128688651	0.355298549620526	0.2807867147453413	0.233046349419901	0.0513161016045361	0.5397143834205771	27.0	-0.8484159337163043	0.9081986806015684	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ADAT2	85.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.544882592608463	0.0293941171644626	0.1539144150554256	0.1369675904490657	0.1244735515714038	0.0272083029785508	0.158508083275457	0.0	-0.0781936398150496	0.0434372327319659	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ADAT3	125.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.5842711463185046	0.0279322257582162	0.2235209563578372	0.1770338839470301	0.1495276821059759	0.0370079402507517	0.3769046321207945	3.0	-0.3737292032066097	0.3152843912288637	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ADRM1	105.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.277515464665292	0.0264673535453528	0.1730346139860603	0.142928283443972	0.1249056130790852	0.0315320146442433	0.1024460440408496	1.0	-0.1669207141890697	0.0873759716190889	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ADSL	133.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.197504958927072	0.0255296319219157	0.1899884088579206	0.1491754032860878	0.1267870391108294	0.0341190340741335	0.1982654846543035	1.0	-1.657838645651981	0.9965181757880386	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AHCTF1	290.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.449065053864037	0.0188905149291295	0.1728973905311492	0.1262877632490729	0.1033382467071962	0.0390356607741935	0.1426515294892834	2.0	-0.8219775458282654	0.8966390272125959	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AHCY	147.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.7061199760443135	0.0284556379761407	0.2435368744750654	0.1885437941973056	0.1590812031350704	0.0386890419779028	0.2652788845684508	7.0	-1.2859586470312088	0.9856882225325264	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AIFM1	50.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.493563242002355	0.0367901024305852	0.2181632369411072	0.1839863563536364	0.1642935179869243	0.0292010644005245	0.288089621037507	4.0	0.0299400142419671	0.0171839040296953	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	AKIRIN2	169.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.533623350636377	0.0269696419740336	0.2438821402776087	0.1855802925840027	0.1533298274632902	0.0401791490135207	0.3258224454049419	6.0	-0.4804899211790195	0.4948737928144421	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALDOA	78.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	7.616218348266302	0.0557848366534843	0.4658027904480948	0.3898515711913689	0.343100859368773	0.0408062967447236	3.163007527935376	146.0	-0.9517176706175704	0.9403122830718808	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALG1	69.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.811901338934312	0.031571229043547	0.1665901756996063	0.1498830849739187	0.1362872225627283	0.0277207639510072	0.1801473719710511	0.0	-0.5435174592037577	0.6030173966293053	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALG11	97.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.317277198137736	0.0272556991902189	0.161059180919355	0.1369527343551284	0.123047202850353	0.0293398196894044	0.1574660823805729	0.0	-1.254998830974289	0.9838629332382398	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALG13	170.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.221198281777503	0.024808205064186	0.2290420839918903	0.1776584077540925	0.1475637564465697	0.0418152293022355	0.1821347045882788	4.0	-0.5926279217257419	0.6804771840233945	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALG14	183.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.4067992058262204	0.0193669516676142	0.1392675327289156	0.1117446947931299	0.0955875619642402	0.0336906744572414	0.0760503294398606	2.0	-0.5561422556327947	0.6236940986961947	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALG2	247.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.822139930100493	0.020196794535706	0.2823307793422722	0.1887949562072157	0.1408832704287736	0.0545823211724881	0.2383333318324929	9.0	-1.117725639404624	0.9695627568263976	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ALYREF	319.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.6051213112251355	0.019687016725978	0.1865014317560211	0.1466356496899435	0.1210508849395052	0.0434914330293041	0.1586283072549559	2.0	-1.2105779339910698	0.980287775796484	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC1	124.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.379332843307494	0.0268624009296784	0.1878014501956305	0.1570443431461833	0.1367313592339763	0.0341366996408938	0.2941650663583637	1.0	-1.5024327420215495	0.9909655193558876	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC10	29.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.798735570125353	0.0476633490728805	0.2831146333381592	0.2403351990725479	0.2134797759725823	0.0294426493641988	0.5434198217096142	10.0	-1.2861392657663815	0.985697253557718	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC11	77.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.939552775817306	0.0315158003597508	0.2114045666529792	0.171275783201274	0.1502269951592074	0.0317330401856028	0.2708654175181042	2.0	-2.137598390492478	1.0	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC13	112.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.13062125504144	0.0256329351560104	0.155886844141569	0.1304086124884193	0.1152238142354142	0.0297065348206908	0.1263032973589393	2.0	-0.9605698169553476	0.9423657563726124	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC15	424.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	1.6065777157102257	0.0132207083131801	0.071186019949912	0.0642407352663669	0.0584118233090137	0.0283726460189471	0.0318247550124457	0.0	-1.3473283418464992	0.987889086744036	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC2	237.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.897449578981887	0.0221952622699242	0.1870969683691373	0.1512196141670598	0.1290030470155228	0.0397824847276188	0.2930724631938322	1.0	-1.578248654136062	0.9936053817413212	True	True	both	K562 essential CRISPRi day 6	c																								
K562_essential_day7	ACH-000551	ANAPC4	63.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.520814795866878	0.0431127709621715	0.3179845144632958	0.2658091209776526	0.2305469930537848	0.0360004560711641	0.9855778794868008	22.0	-1.2434293239864875	0.9830426074463712	True	True	both	K562 essential CRISPRi day 6	c																								
