group	metric	passed	max_abs_difference	absolute_tolerance
m3	conventional_pearson_ci_high	True	9.367506770274758e-16	1e-10
m3	conventional_pearson_n	True	0.0	1e-12
m3	conventional_normalized_rmse_median	True	6.661338147750939e-16	1e-10
m3	conventional_normalized_rmse_ci_low	True	4.440892098500626e-16	1e-10
m3	conventional_normalized_rmse_ci_high	True	1.5543122344752192e-15	1e-10
m3	conventional_normalized_rmse_n	True	0.0	1e-12
m3	secondary_absolute_projection_median	True	1.491862189340054e-16	1e-10
m3	secondary_absolute_projection_ci_low	True	2.220446049250313e-16	1e-10
m3	secondary_absolute_projection_ci_high	True	1.457167719820518e-16	1e-10
m3	secondary_absolute_projection_n	True	0.0	1e-12
m4	reference_type	True	0.0	1e-10
m4	reference_seed	True	0.0	1e-10
m4	full_endpoint_n_targets	True	0.0	1e-12
m4	contract_n_targets	True	0.0	1e-12
m4	endpoint_coverage_fraction	True	0.0	1e-10
m4	missing_endpoint_targets	True	0.0	0.0
m4	contract_n_genes	True	0.0	1e-12
m4	endpoint_alignment_spearman	True	9.71445146547012e-17	1e-10
m4	endpoint_alignment_ci_low	True	8.326672684688674e-17	1e-10
m4	endpoint_alignment_ci_high	True	5.551115123125783e-17	1e-10
m4	endpoint_alignment_status	True	0.0	0.0
m4	endpoint_alignment_n	True	0.0	1e-12
m4	directional_recovery_median_signed_cosine	True	9.71445146547012e-17	1e-10
m4	directional_recovery_ci_low	True	9.280770596475918e-17	1e-10
m4	directional_recovery_ci_high	True	9.71445146547012e-17	1e-10
m4	directional_recovery_n	True	0.0	1e-12
m4	anchor_separation_auc	True	5.551115123125783e-17	1e-10
m4	anchor_separation_ci_low	True	5.551115123125783e-17	1e-10
m4	anchor_separation_ci_high	True	5.551115123125783e-17	1e-10
m4	anchor_n	True	0.0	1e-12
m4	low_information_n	True	0.0	1e-12
m4	target_identity_spearman	True	9.020562075079397e-17	1e-10
m4	target_identity_label_permutation_pvalue	True	5.551115123125783e-17	1e-12
m4	target_identity_status	True	0.0	0.0
m4	target_identity_n_targets	True	0.0	1e-12
m4	target_identity_n_pairs	True	0.0	1e-10
m4	predicted_homogenization_uncentered	True	1.4432899320127035e-15	1e-10
m4	observed_homogenization_uncentered	True	2.7755575615628914e-17	1e-10
m4	excess_homogenization_uncentered	True	1.4432899320127035e-15	1e-10
m4	predicted_homogenization_uncentered_n	True	0.0	1e-12
m4	observed_homogenization_uncentered_n	True	0.0	1e-12
m4	predicted_homogenization_centered	True	8.326672684688674e-17	1e-10
m4	observed_homogenization_centered	True	3.8163916471489756e-17	1e-10
m4	excess_homogenization_centered	True	1.1102230246251565e-16	1e-10
m4	predicted_homogenization_centered_n	True	0.0	1e-12
m4	observed_homogenization_centered_n	True	0.0	1e-12
m4	conventional_pearson_median	True	9.71445146547012e-17	1e-10
m4	conventional_pearson_ci_low	True	9.020562075079397e-17	1e-10
m4	conventional_pearson_ci_high	True	8.326672684688674e-17	1e-10
m4	conventional_pearson_n	True	0.0	1e-12
m4	conventional_normalized_rmse_median	True	4.440892098500626e-16	1e-10
m4	conventional_normalized_rmse_ci_low	True	4.440892098500626e-16	1e-10
m4	conventional_normalized_rmse_ci_high	True	3.552713678800501e-15	1e-10
m4	conventional_normalized_rmse_n	True	0.0	1e-12
m4	secondary_absolute_projection_median	True	9.71445146547012e-17	1e-10
m4	secondary_absolute_projection_ci_low	True	9.194034422677078e-17	1e-10
m4	secondary_absolute_projection_ci_high	True	8.326672684688674e-17	1e-10
m4	secondary_absolute_projection_n	True	0.0	1e-12
m4	endpoint_alignment_label_permutation_pvalue	True	1.1102230246251565e-16	1e-12
m4	endpoint_alignment_permutation_qvalue_bh	True	1.1102230246251565e-16	1e-12
m4	target_identity_permutation_qvalue_bh	True	5.551115123125783e-17	1e-12
cellot_seed123	reference_type	True	0.0	1e-10
cellot_seed123	reference_seed	True	0.0	1e-10
cellot_seed123	full_endpoint_n_targets	True	0.0	1e-12
cellot_seed123	contract_n_targets	True	0.0	1e-12
cellot_seed123	endpoint_coverage_fraction	True	0.0	1e-10
cellot_seed123	missing_endpoint_targets	True	0.0	0.0
cellot_seed123	contract_n_genes	True	0.0	1e-12
cellot_seed123	endpoint_alignment_spearman	True	5.551115123125783e-17	1e-10
cellot_seed123	endpoint_alignment_ci_low	True	5.551115123125783e-17	1e-10
cellot_seed123	endpoint_alignment_ci_high	True	0.0	1e-10
cellot_seed123	endpoint_alignment_status	True	0.0	0.0
cellot_seed123	endpoint_alignment_n	True	0.0	1e-12
cellot_seed123	directional_recovery_median_signed_cosine	True	0.0	1e-10
cellot_seed123	directional_recovery_ci_low	True	5.551115123125783e-17	1e-10
cellot_seed123	directional_recovery_ci_high	True	8.326672684688674e-17	1e-10
cellot_seed123	directional_recovery_n	True	0.0	1e-12
cellot_seed123	anchor_separation_auc	True	0.0	1e-10
cellot_seed123	anchor_separation_ci_low	True	0.0	1e-10
cellot_seed123	anchor_separation_ci_high	True	0.0	1e-10
cellot_seed123	anchor_n	True	0.0	1e-12
cellot_seed123	low_information_n	True	0.0	1e-12
cellot_seed123	target_identity_spearman	True	6.201636426617085e-17	1e-10
cellot_seed123	target_identity_label_permutation_pvalue	True	0.0	1e-12
cellot_seed123	target_identity_status	True	0.0	0.0
cellot_seed123	target_identity_n_targets	True	0.0	1e-12
cellot_seed123	target_identity_n_pairs	True	0.0	1e-10
cellot_seed123	predicted_homogenization_uncentered	True	0.0	1e-10
cellot_seed123	observed_homogenization_uncentered	True	6.938893903907228e-17	1e-10
cellot_seed123	excess_homogenization_uncentered	True	0.0	1e-10
cellot_seed123	predicted_homogenization_uncentered_n	True	0.0	1e-12
cellot_seed123	observed_homogenization_uncentered_n	True	0.0	1e-12
cellot_seed123	predicted_homogenization_centered	True	8.326672684688674e-17	1e-10
cellot_seed123	observed_homogenization_centered	True	3.8163916471489756e-17	1e-10
cellot_seed123	excess_homogenization_centered	True	6.245004513516506e-17	1e-10
cellot_seed123	predicted_homogenization_centered_n	True	0.0	1e-12
cellot_seed123	observed_homogenization_centered_n	True	0.0	1e-12
cellot_seed123	conventional_pearson_median	True	2.7755575615628914e-17	1e-10
cellot_seed123	conventional_pearson_ci_low	True	9.020562075079397e-17	1e-10
cellot_seed123	conventional_pearson_ci_high	True	8.326672684688674e-17	1e-10
cellot_seed123	conventional_pearson_n	True	0.0	1e-12
cellot_seed123	conventional_normalized_rmse_median	True	3.552713678800501e-15	1e-10
cellot_seed123	conventional_normalized_rmse_ci_low	True	0.0	1e-10
cellot_seed123	conventional_normalized_rmse_ci_high	True	0.0	1e-10
cellot_seed123	conventional_normalized_rmse_n	True	0.0	1e-12
cellot_seed123	secondary_absolute_projection_median	True	0.0	1e-10
cellot_seed123	secondary_absolute_projection_ci_low	True	0.0	1e-10
cellot_seed123	secondary_absolute_projection_ci_high	True	0.0	1e-10
cellot_seed123	secondary_absolute_projection_n	True	0.0	1e-12
cellot_seed123	endpoint_alignment_label_permutation_pvalue	True	1.0842021724855044e-19	1e-12
cellot_seed123	endpoint_q_bh_new_two_context_family	True	1.0842021724855044e-19	1e-10
cellot_seed123	identity_q_bh_new_two_context_family	True	0.0	1e-10
