cell_line	entrant_id	training_seed	metric	estimate	ci_low	ci_high	jackknife_se	status
HCC1143	cellot_hcc_seed125_sensitivity_v1	125	predicted_homogenization_centered	0.0275329111569407	-0.0160287632741262	0.0710945855880077	0.0216412984629962	target_delete_one_jackknife
HCC1143	cellot_hcc_seed125_sensitivity_v1	125	observed_homogenization_centered	0.0361300359567065	0.000622963322723	0.0716371085906899	0.0176397984341783	target_delete_one_jackknife
HCC1143	cellot_hcc_seed125_sensitivity_v1	125	excess_homogenization_centered	-0.0085971247997657	-0.0629979742832203	0.0458037246836888	0.0270261654467615	target_delete_one_jackknife
HCC38	cellot_hcc_seed126_sensitivity_v1	126	predicted_homogenization_uncentered	0.5245389496099799	0.4844063047381731	0.5646715944817868	0.019937767708047567	target_delete_one_jackknife
HCC38	cellot_hcc_seed126_sensitivity_v1	126	observed_homogenization_uncentered	0.05731255625356057	0.025554880463540597	0.08907023204358054	0.01577711025205096	target_delete_one_jackknife
HCC38	cellot_hcc_seed126_sensitivity_v1	126	excess_homogenization_uncentered	0.46722639335641936	0.4121358469423255	0.5223169397705132	0.027368804643255095	target_delete_one_jackknife
HCC38	cellot_hcc_seed126_sensitivity_v1	126	predicted_homogenization_centered	-0.016186959872043192	-0.022260430354851538	-0.010113489389234846	0.0030172804223272845	target_delete_one_jackknife
HCC38	cellot_hcc_seed126_sensitivity_v1	126	observed_homogenization_centered	0.02214992680773614	-0.006005815162228298	0.050305668777700575	0.013987681221559193	target_delete_one_jackknife
HCC38	cellot_hcc_seed126_sensitivity_v1	126	excess_homogenization_centered	-0.03833688667977933	-0.06730645508305806	-0.0093673182765006	0.014391987552076869	target_delete_one_jackknife
HCC1143	cellot_hcc_seed126_sensitivity_v1	126	predicted_homogenization_uncentered	0.32813904560524915	0.27514510146386406	0.38113298974663423	0.026327219439415295	target_delete_one_jackknife
HCC1143	cellot_hcc_seed126_sensitivity_v1	126	observed_homogenization_uncentered	0.060528249569990214	0.021331611724677534	0.09972488741530289	0.019472762455417156	target_delete_one_jackknife
HCC1143	cellot_hcc_seed126_sensitivity_v1	126	excess_homogenization_uncentered	0.26761079603525895	0.19838559043081805	0.33683600163969984	0.034390857450134364	target_delete_one_jackknife
HCC1143	cellot_hcc_seed126_sensitivity_v1	126	predicted_homogenization_centered	0.019456944195141324	-0.002889724552414003	0.04180361294269665	0.01110175250000624	target_delete_one_jackknife
HCC1143	cellot_hcc_seed126_sensitivity_v1	126	observed_homogenization_centered	0.03613003595670653	0.0006229633227230885	0.07163710859068997	0.017639798434178358	target_delete_one_jackknife
HCC1143	cellot_hcc_seed126_sensitivity_v1	126	excess_homogenization_centered	-0.016673091761565208	-0.0568370453084278	0.023490861785297384	0.019953321756192216	target_delete_one_jackknife
HCC38	cellot_hcc_seed127_sensitivity_v1	127	predicted_homogenization_uncentered	0.3049279674995351	0.24693925911744044	0.3629166758816298	0.028808602101979067	target_delete_one_jackknife
HCC38	cellot_hcc_seed127_sensitivity_v1	127	observed_homogenization_uncentered	0.05731255625356057	0.025554880463540597	0.08907023204358054	0.01577711025205096	target_delete_one_jackknife
HCC38	cellot_hcc_seed127_sensitivity_v1	127	excess_homogenization_uncentered	0.24761541124597453	0.1810977224742108	0.31413310001773825	0.03304577187583501	target_delete_one_jackknife
HCC38	cellot_hcc_seed127_sensitivity_v1	127	predicted_homogenization_centered	0.046577997674897884	-0.02753507696141541	0.12069107231121118	0.036819134919912885	target_delete_one_jackknife
HCC38	cellot_hcc_seed127_sensitivity_v1	127	observed_homogenization_centered	0.02214992680773614	-0.006005815162228298	0.050305668777700575	0.013987681221559193	target_delete_one_jackknife
HCC38	cellot_hcc_seed127_sensitivity_v1	127	excess_homogenization_centered	0.024428070867161745	-0.05341647002659408	0.10227261176091756	0.03867291524485655	target_delete_one_jackknife
HCC1143	cellot_hcc_seed127_sensitivity_v1	127	predicted_homogenization_uncentered	0.21604017238920334	0.1690657263737146	0.2630146184046921	0.023336752308816107	target_delete_one_jackknife
HCC1143	cellot_hcc_seed127_sensitivity_v1	127	observed_homogenization_uncentered	0.060528249569990214	0.021331611724677534	0.09972488741530289	0.019472762455417156	target_delete_one_jackknife
HCC1143	cellot_hcc_seed127_sensitivity_v1	127	excess_homogenization_uncentered	0.1555119228192131	0.09598554218150944	0.21503830345691677	0.029572512687522833	target_delete_one_jackknife
HCC1143	cellot_hcc_seed127_sensitivity_v1	127	predicted_homogenization_centered	0.05739532668061879	0.02092458943050777	0.0938660639307298	0.018118543887566448	target_delete_one_jackknife
HCC1143	cellot_hcc_seed127_sensitivity_v1	127	observed_homogenization_centered	0.03613003595670653	0.0006229633227230885	0.07163710859068997	0.017639798434178358	target_delete_one_jackknife
HCC1143	cellot_hcc_seed127_sensitivity_v1	127	excess_homogenization_centered	0.021265290723912256	-0.028589920966075058	0.07112050241389957	0.024767907345393775	target_delete_one_jackknife
