target_1	target_2	target_target_cosine_similarity	matrix_title	target_order	diagonal_masked_in_figure	color_scale
HDGF	STAT3	-0.08684235409428946	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	THRA	-0.028750366204951663	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PCBD1	-0.10518773492754932	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	XBP1	-0.0015135519177675674	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	CDKN2A	-0.24315941212407355	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	NCOA1	-0.21628033544830408	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	NPM1	0.021301567484666828	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PMF1	0.037873414322244205	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PA2G4	0.008000828230767948	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PFDN5	0.07031611091549966	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	ARID1A	0.19486588057114332	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	ZBTB5	-0.4246888408755792	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PARK7	0.09720360165175222	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PEX14	-0.21442925453940342	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	COMMD6	-0.06927971401723516	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	LAMTOR5	0.024880461165403985	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	ENY2	0.08408247126150209	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	ZNF24	-0.20523753334560563	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	ERC1	-0.15633088343067464	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	SMAD1	0.014691923807729214	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	TAB3	-0.0964034783187684	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	KLF3	-0.13934490269506253	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	BMPR1A	-0.20893044535450295	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	MYBL1	-0.020910168117160205	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	PRDX2	-0.0794200821920019	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	RUVBL2	0.1680224428056391	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	ZBTB17	-0.009718849333687931	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	UBP1	0.1895904121298382	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	MIER1	0.09431277349669323	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	YBX1	0.09174673955344066	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	MAML3	0.17757639333501704	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
HDGF	TMF1	0.17801840682354855	Observed HCC1143 target geometry	0	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	HDGF	0.5445913093608962	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	GON4L	1.0	Observed HCC1143 target geometry	1	True	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	RORC	0.5696410910309364	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PRPF6	0.25118466313439003	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ETV3	0.28407239029528997	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	HLX	0.20841539720054603	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	TMSB4X	-0.20269488965515026	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ZNF131	0.1157385389989105	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	THAP8	-0.11724113957997395	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ZNF566	-0.09628289967223942	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	VEZF1	0.14380981487736835	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ZBTB20	0.06547083549061354	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	RPS3	-0.35324288509070867	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	TADA3	-0.023588900586018712	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	MTDH	0.28991016978410084	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	STAT3	-0.0081654226245032	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	THRA	0.1274948821836699	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PCBD1	-0.03778064954269286	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	XBP1	0.14967590285831817	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	CDKN2A	-0.055964757907247524	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	NCOA1	-0.11520401747355508	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	NPM1	-0.10425137129026217	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PMF1	0.15231719884976364	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PA2G4	-0.0747784674131072	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PFDN5	0.08015545663807082	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ARID1A	0.13551403581692012	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ZBTB5	-0.39907886037639057	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PARK7	0.023292268333084547	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PEX14	-0.26502935658243115	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	COMMD6	-0.019807843435272508	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	LAMTOR5	-0.09000913317213367	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ENY2	-0.11225732661581878	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ZNF24	-0.0029975637991272873	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ERC1	-0.11390766171324483	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	SMAD1	0.01204077568112681	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	TAB3	-0.1788156100828208	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	KLF3	0.18754734479262347	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	BMPR1A	0.0974458650183032	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	MYBL1	0.11471690295015033	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	PRDX2	-0.15344162368035447	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	RUVBL2	-0.07612028448501287	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	ZBTB17	-0.18392415527918812	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	UBP1	0.14339137329357432	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	MIER1	0.11441444736223413	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	YBX1	0.10091575674789878	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	MAML3	0.27131784588084695	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
GON4L	TMF1	0.2010289503336489	Observed HCC1143 target geometry	1	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	HDGF	0.44828865653317346	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	GON4L	0.5696410910309364	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	RORC	1.0000000000000004	Observed HCC1143 target geometry	2	True	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PRPF6	0.18482717156763276	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ETV3	0.11191811705099565	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	HLX	0.049726764278366975	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	TMSB4X	-0.27253455734081167	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ZNF131	-0.14314389956508464	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	THAP8	-0.041459050468236794	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ZNF566	0.17004412896030094	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	VEZF1	0.039835321890746365	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ZBTB20	-0.017318032208535842	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	RPS3	-0.06944049116595212	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	TADA3	0.1451845948346695	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	MTDH	0.13577834640475692	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	STAT3	-0.16475474512059843	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	THRA	-0.03988641131006617	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PCBD1	0.08891188208451586	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	XBP1	0.2348447159024512	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	CDKN2A	0.025423448142651947	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	NCOA1	0.06891855325593128	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	NPM1	-0.05900103541066221	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PMF1	0.06970508153288198	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PA2G4	0.11990874770572649	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PFDN5	0.03223888857067187	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ARID1A	0.10931479506428327	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ZBTB5	-0.2649826138241715	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PARK7	-0.021191819214551304	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PEX14	-0.2685738706180579	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	COMMD6	-0.12449147937202522	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	LAMTOR5	0.12472887432396489	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ENY2	0.0012298092096453008	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ZNF24	0.17409032829658586	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ERC1	0.09897408503139564	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	SMAD1	0.06064123560118009	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	TAB3	0.12112019667096655	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	KLF3	0.2278708119847657	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	BMPR1A	0.014675288603435572	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	MYBL1	0.18446485830408862	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	PRDX2	-0.06528131378998789	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	RUVBL2	0.14035633492414096	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	ZBTB17	-0.19198250360063573	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	UBP1	0.01932591823279892	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	MIER1	0.0009860534346798637	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	YBX1	-0.15139739511551542	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	MAML3	0.3544685823669619	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
RORC	TMF1	0.200712525751263	Observed HCC1143 target geometry	2	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	HDGF	0.11430508881600669	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	GON4L	0.25118466313439003	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	RORC	0.18482717156763276	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PRPF6	1.0000000000000002	Observed HCC1143 target geometry	3	True	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ETV3	0.3387759625377515	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	HLX	0.2741902633426215	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	TMSB4X	-0.1446867976054099	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ZNF131	0.2676076519825633	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	THAP8	-0.38732376667725354	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ZNF566	-0.12772387651142125	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	VEZF1	-0.07646049992552745	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ZBTB20	-0.0570626336939618	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	RPS3	-0.39683456467646105	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	TADA3	0.10770619657454927	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	MTDH	0.040448481920363946	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	STAT3	0.0664726128170657	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	THRA	0.17110898351516335	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PCBD1	-0.006899162196437622	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	XBP1	0.001488207441916247	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	CDKN2A	0.23279550526257567	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	NCOA1	-0.006836739052675549	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	NPM1	-0.30172827687657877	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PMF1	0.13080599044720276	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PA2G4	0.1848486204375174	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PFDN5	-0.05112559927706833	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ARID1A	-0.14239387393541653	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ZBTB5	-0.1977429453111667	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PARK7	0.006414353294883041	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PEX14	-0.22714604363238294	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	COMMD6	-0.251040616762611	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	LAMTOR5	-0.07928712424988464	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ENY2	-0.28597202880755557	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ZNF24	-0.18135443890768269	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ERC1	-0.13056925612815495	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	SMAD1	-0.3583323498735475	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	TAB3	-0.25118744307128815	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	KLF3	0.30513598036454814	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	BMPR1A	0.12635190208025035	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	MYBL1	0.30926975374229393	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	PRDX2	0.2682476784838743	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	RUVBL2	-0.01667308650934179	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
PRPF6	ZBTB17	0.11103015105268431	Observed HCC1143 target geometry	3	False	shared diverging scale, vmin=-1, center=0, vmax=1; diagonal excluded from color scaling
