pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast
- Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901029)	-0.575529613329155	-0.876918882346331	0.680451725783363	0.927231058490388	0.0166870875350485	11	11	down	HSPA1A;SLC25A5	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.927231058490388
- Reg of Nuclear-Transcribed mRNA Cat Proc, Deadenylation-Dep Decay (GO:1900152)	-0.797979131658393	-1.21585918789094	0.215842214092572	0.800953915386632	0.0364175856719683	11	11	down	YBX1;HNRNPU;HNRNPD;DHX9;TENT4A	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8009539153866315
- Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051898)	0.405439228866023	0.880851404590447	0.679597165236852	0.927231058490388	0.0305702641619783	45	46	up	DDIT3;NOP53;SIRT7;STAMBP;OTUD3;PHLDA3;PPP2R1A;INPP5K;PIK3IP1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.927231058490388
- Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090101)	-0.53647254843577	-1.12737769812355	0.24435779274489	0.818707273779017	0.0282591857836756	121	122	down	CAV1;HSPA1A;HIPK2;PMEPA1;SMURF2;CRIM1;SMURF1;HDAC1;STUB1;SMAD6;RBBP4;PPARG;SUDS3;SIN3A;HDAC2;CD109;SPRED1;MECOM;ZBTB7A;TRIM33;TGFBR3;SAP130;PPARA;USP15;SNX25;SKI;TET1;ENG;BMP2;MTMR4;SORL1;OGT;SAP30;BRMS1L	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.818707273779018
2-Oxoglutarate Metabolic Process (GO:0006103)	-0.775662729456481	-1.22545846979007	0.204065917141537	0.796776268454975	0.0369230408146938	14	15	down	IDH2;GOT2;IDH1;L2HGDH;PHYH;OGDH;GPT2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7967762684549761
3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427)	0.400492702866613	0.699425685204037	0.877025462962963	0.95378208283399	0.0218787710677372	15	15	up	SULT1A2;TPST2;SULT2B1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9537820828339896
3'-UTR-mediated mRNA Destabilization (GO:0061158)	-0.556333737891448	-0.904008518370635	0.634836561743341	0.923730700974027	0.0169731362155286	17	17	down	TARDBP;KHSRP;ZFP36L1;PUM1;MOV10;PUM2;UPF1;RBM24;PLEKHN1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9237307009740274
3'-UTR-mediated mRNA Stabilization (GO:0070935)	-0.724096029265548	-1.1999172746348	0.229549872887693	0.810153299031477	0.0338859260319688	19	20	down	RBM47;HNRNPC;TARDBP;MAPK14;ELAVL1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8101532990314787
ADP Catabolic Process (GO:0046032)	-0.859100490395159	-1.5075655484924	0.0026056745801968	0.208474250860274	0.34452128726268	27	28	down	ENO1;PKM;LDHA;GAPDH;PGK1;PFKL;HOOK3;HOOK2;TPI1;UCP2;MAP4K2;PFKFB2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2084742508602674
ATP Biosynthetic Process (GO:0006754)	-0.533268414774844	-0.897101061094107	0.641587677725119	0.924785412968214	0.0165043243287281	21	24	down	ATP5MC2;ATP5F1D;ATP5MC3;SLC25A13;ATP5PF;ATP5F1B;COX11;ATP5MF	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.924785412968214
ATP Metabolic Process (GO:0046034)	-0.773331915260489	-1.51291877111971	0.0035583433712746	0.216506788917725	0.431707695803346	61	62	down	ENO1;PKM;HSPA8;LDHA;PARP1;HSPA1A;GAPDH;OLA1;PGK1;NT5E;ATP5F1A;PFKL;SLC25A13;HOOK3;HOOK2;TPI1;HSPA1B;UCP2;ATP5F1B;MAP4K2;COX11;PFKFB2;PARG;FIGNL1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2165067889177252
ATP Transport (GO:0015867)	-0.492403183491667	-0.794063862808101	0.773217814257486	0.93223368893994	0.0141798531197003	16	16	down	SLC25A5;SLC25A17;SLC25A24;ANKH	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404
Acetylcholine Receptor Signaling Pathway (GO:0095500)	-0.746218129195764	-1.35367962797211	0.056758669497523	0.673517045957492	0.0706314172523161	34	35	down	LY6E;CHRNA5;GNB1;GRK2;GNAQ;LYPD1;RGS10;CHRM3;GNA11	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6735170459574918
Acidic Amino Acid Transport (GO:0015800)	-0.438608116737861	-0.68438589389923	0.89087795765878	0.955507590350612	0.0124735815365955	13	14	down	SLC1A3;SLC6A6;GIPC1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9555075903506118
Actin Crosslink Formation (GO:0051764)	-0.595068151285943	-0.906689223386887	0.645140766661365	0.926196646181963	0.0174669632596768	11	11	down	EPS8;FLNA;BAIAP2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9261966461819636
Actin Filament Bundle Assembly (GO:0051017)	-0.593897735253764	-1.07270604338519	0.375798892202812	0.856714657999822	0.0240547658605916	33	33	down	HSP90B1;EPS8;MYO1B;FSCN1;PLS1;CALD1;BAIAP2;EZR	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8567146579998213
Actin Filament Bundle Organization (GO:0061572)	-0.58568707328962	-1.06246770007215	0.392356687898089	0.869688229641289	0.0232994328465699	34	34	down	EPS8;MYO1B;FSCN1;PLS1;CALD1;RFLNB;DNM2;BAIAP2;EZR	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8696882296412881
Actin Filament Capping (GO:0051693)	-0.838085154156215	-1.36183744913384	0.0460048426150121	0.639177518064479	0.0815460312657354	17	17	down	EPS8;NCAPG;CAPZA1;FLII;TWF1;TRIOBP;ADD3;SVIL	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6391775180644792
Actin Filament Depolymerization (GO:0030042)	-0.75925505482803	-1.14469825685405	0.33707684902936	0.838137261441007	0.0279779493381936	10	10	down	MICAL3;DSTN;TWF1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8381372614410076
Actin Filament Organization (GO:0007015)	-0.568142020397301	-1.21668153112196	0.102173913043478	0.698947518528348	0.0460862164815482	155	158	down	MYO1E;TPM4;EPS8;TPM1;TPM3;FLNA;MYO6;ACTN1;NCAPG;MYO1B;ENAH;MYO19;DLG1;PLS1;NCOA3;CNN2;CORO1C;EMP2;DSTN;FLII;CNN3;CDC42;RFLNB;DNM2;CARMIL1;HIP1;MYO5C;FAT1;BAIAP2;SH3BP1;SPIRE1;ARHGAP12;ABI2;BCAR1;SVIL;SHROOM3;PPP1R9A;TAGLN2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6989475185283509
Actin Filament Polymerization (GO:0030041)	-0.589472369797878	-1.02243628075348	0.464197170774391	0.889622708956614	0.0211158209905609	25	26	down	INF2;DIAPH1;DIAPH3;TTC17;DIAPH2;WASF1;MICALL2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8896227089566144
Actin Nucleation (GO:0045010)	-0.421857171698216	-0.693001446883659	0.897628339837887	0.955973203940315	0.0118303687666725	18	19	down	ARPC5L;ARPC1A;ARPC1B	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.955973203940315
Actin Polymerization or Depolymerization (GO:0008154)	-0.628152910065183	-1.19145840660846	0.193718695004738	0.792375347508427	0.0353110109440216	48	49	down	MICAL3;INF2;DIAPH1;NCAPG;ENAH;DIAPH3;DSTN;FLII;TWF1;TTC17;ABI2;SVIL;DIAPH2;EVL	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7923753475084258
Actin-Mediated Cell Contraction (GO:0070252)	-0.791380055709478	-1.20580435461804	0.230316526165103	0.811094617453049	0.0350682118590514	11	12	down	EMP2;LUZP1;CAMK2D;CCDC88C;PARVA	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8110946174530481
Actin-Myosin Filament Sliding (GO:0033275)	-0.762922366918386	-1.20533015294875	0.236562451871246	0.813673384652658	0.033872889366735	14	15	down	TPM1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.813673384652658
Action Potential (GO:0001508)	-0.413272265564943	-0.819120424744024	0.796459033341949	0.93223368893994	0.011385122293812	68	68	down	KCNMB4;YWHAH;ANK3;CLN3;GNA11	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404
Activation of Adenylate Cyclase Activity (GO:0007190)	-0.781450189051863	-1.26980907227141	0.142857142857143	0.762643171181895	0.0446976706420201	17	18	down	ADORA2B;GNAS	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7626431711818937
Activation of GTPase Activity (GO:0090630)	-0.708685558623623	-1.26812593061623	0.132979486443839	0.748460299298735	0.0451481889855519	31	31	down	RANGAP1;ECT2;CORO1C;TIAM1;SIPA1L1;SCRIB;ARHGAP42;TAX1BP3;ARHGEF10;RALGAPA1;SYDE1;RALGAPB;TSC1;CCDC125;SLC27A4	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7484602992987366
Activation of Protein Kinase Activity (GO:0032147)	-0.679405585656634	-1.29239227064934	0.0911549905328645	0.688889858304557	0.0536865909405767	49	49	down	TPX2;CLSPN;ZFP91;PPIA;ECT2;CCDC88A;KIF14;GAS6;PIBF1;CARD10;PRLR;PILRB;STK11;NRG1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6888898583045567
Activation of Protein Kinase B Activity (GO:0032148)	-0.708540563869538	-1.10557727653164	0.380759651307597	0.861097794233341	0.0253569537599162	13	13	down	PPIA;GAS6;NRG1;ITGB1BP1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8610977942333409
Activin Receptor Signaling Pathway (GO:0032924)	-0.415147209863057	-0.714209181532255	0.883628902242415	0.954665862454346	0.0117101826263763	24	25	down	SMAD3;TGFBR2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9546658624543464
Actomyosin Structure Organization (GO:0031032)	-0.651331532512337	-1.32185914130138	0.0471296064176485	0.642674742167148	0.0730396943187741	85	85	down	KRT19;MYH9;EPB41L2;ITGB1;FRMD5;TPM1;FRMD3;CDC42BPA;ROCK2;FLII;LUZP1;MYO18A;CUL3;OBSCN;DNM2;TJP1;EPB41;FAM171A1;CDC42BPB;MYH10;ITGB5;ARRB1;TNFAIP1;ROCK1;SORBS1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6426747421671483
Acute Inflammatory Response (GO:0002526)	-0.570549079876381	-0.981558786091587	0.524109629195369	0.904032799960632	0.0193389038683302	24	24	down	F3;CTNNBIP1;PLSCR1;SIGIRR;APOL2;ANO6	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9040327999606322
Acute-Phase Response (GO:0006953)	0.508475166765071	0.875375588933435	0.626389284696495	0.919155557511722	0.0271850439021925	14	14	up	CEBPB;IL6;IL1RN;CSRP1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.919155557511722
Acylglycerol Biosynthetic Process (GO:0046463)	-0.624152597228965	-1.05900355647304	0.417095777548919	0.876597599441338	0.0229384384694754	22	22	down	GPAT3;LPIN2;LPGAT1;DGAT1;GPAM;PNPLA3;PLCE1;LPIN3	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.876597599441338
Acylglycerol Catabolic Process (GO:0046464)	0.373967911762653	0.73959427558037	0.898513251454428	0.955973203940315	0.0232530010918005	27	28	up	MGLL;PNPLA4;PNPLA2;LIPE;ABHD16A;ABHD6;ABHD12B	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.955973203940315
Acylglycerol Homeostasis (GO:0055090)	0.548302887981714	1.07482749090433	0.336649550706033	0.838137261441007	0.0421540671353264	26	26	up	APOE;OSBPL11;NR1H3;ANGPTL4;PNPLA8	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8381372614410076
Acylglycerol Metabolic Process (GO:0006639)	-0.475146356458463	-0.881414232688247	0.672727272727273	0.926196646181963	0.0148772197886966	40	42	down	CAV1;DGKH;DGKD;ABHD2;PLAAT3;APOC1;GK5;DGKZ;DGKE;DGAT1;LYPLA2;DGKA;PNPLA3	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9261966461819636
Adaptive Imm Resp Based on Som Recomb of Imm Rcptrs Built Frm IgSF Domains (GO:0002460)	-0.491226940573678	-0.840437806648324	0.71906990348055	0.930737121904807	0.0146702809053536	23	24	down	MSH2;JAG1;IL18	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.930737121904807
Adenine Nucleotide Transport (GO:0051503)	-0.53899305393278	-0.927270565127693	0.597244613806244	0.912297497986542	0.0173983211326895	24	24	down	SLC19A1;SLC25A5;SLC25A17;SLC25A24;ABCC5;SLC35B2;LRRC8D;LRRC8E;LRRC8C	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9122974979865418
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	-0.789940334463647	-1.23259009876479	0.190068493150685	0.792375347508427	0.0386938580528995	13	13	down	ADRA1B;GNAS;RAPGEF2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7923753475084258
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	-0.54155550878666	-1.15906451393471	0.177325248827365	0.789130899258224	0.0336916230878898	153	153	down	ADORA2B;ADGRF1;PRKAR2A;PRKAR1B;GNB1;APP;PRKAR1A;ADRA1B;ADGRG6;GNAQ;ADGRE5;ADGRL1;GNAS;RAPGEF2;LPAR1;ADGRE2;LPAR3;ADCY7;ADCY9;ADCY1;GPR161;GNAL;PTGFR;ADGRL2;ADORA2A;S1PR3;PRKAR2B;ADCY6;ADGRG1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7891308992582233
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	-0.656135230965993	-1.27033416362101	0.103732235356621	0.700782983088042	0.0495841253138098	56	56	down	FLNA;PRKCA;APP;GNAI2;LPAR1;GNAO1;CHRM3;AKAP12;OPRK1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7007829830880404
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	-0.557307786607616	-1.21600166783565	0.0843493682110397	0.673928248316492	0.0502863396522084	202	202	down	PRKCA;ADORA2B;GNA12;ADGRF1;PRKAR2A;PRKAR1B;APP;PRKAR1A;ADRA1B;GNAI2;ADGRG6;GNAQ;RIMS2;ADGRE5;ADGRL1;GNAS;GRK5;RAPGEF2;LPAR1;PRKACB;ADGRE2;GNAO1;LPAR3;ADCY7;GNA11;ADCY9;ADCY1;GPR161;AKAP12;GNAL;PTGFR;OPRK1;ADGRL2;ADORA2A;S1PR3;PRKAR2B;ADCY6;ADGRG1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922
Adherens Junction Assembly (GO:0034333)	-0.76990309149748	-1.17308048599895	0.279624622236361	0.830382565849802	0.0312434265369516	11	11	down	VCL;TBCD;PKN2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.830382565849801
Adherens Junction Organization (GO:0034332)	-0.595985341834022	-1.08570843303704	0.359971811134602	0.847998700310344	0.0246369206090608	35	35	down	VCL;TBCD;PKN2;TJP1;MTSS1;CDH2;CDH11;CTNNB1;FZR1;SMAD7;CDH13;POTEF	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8479987003103434
